Sample,SampleType,Easting,Northing,Ag,As,Au,Be,Bi,Cd,Ce,Co,Cs,Ga,Ge,Hf,Hg,In,La,Lu,Mo,Nb,Pb,Pd,Pt,Rb,Sb,Sc,Se,Sn,Ta,Tb,Te,Th,Tl,U,W,Y,Yb,Al,B,Ba,Ca,Cr,Cu,Fe,K,Li,Mg,Mn,Na,Ni,P,S,Sr,Ti,V,Zn,Zr,Analytical_method
559016,A,322725,324335,0.13,5.6,0.05,1.3,0.63,0.54,26.9,0.4,1.26,3.7,0.05,0.025,0.13,0.05,10,0.09,0.8,2.71,65.9,0.25,0.05,5.6,0.83,0.1,2,3.1,0.05,0.23,0.05,8.7,0.1,2.55,0.4,6.57,0.7,0.55,5,7,0.04,2,6.8,0.35,0.05,2,0.02,15,0.01,1.7,300,0.17,2.8,0.01,4,19,0.7,ICM12B
559017,A,321500,323700,0.1,4.5,0.05,0.9,0.41,0.13,28,0.3,2.03,4,0.05,0.025,0.12,0.03,13,0.18,0.69,3.39,51.9,0.25,0.05,12,0.54,0.05,0.5,2.8,0.025,0.38,0.06,12.3,0.12,10.2,0.6,13.4,1.3,0.41,5,2.5,0.05,3,4.9,0.35,0.07,5,0.03,36,0.02,1.6,320,0.09,3.1,0.005,5,16,0.6,ICM12B
559018,A,328917,324923,0.31,6.2,0.05,0.2,0.92,2.14,2.54,0.5,0.1,1.3,0.2,0.025,0.28,0.09,1.5,0.02,1.65,0.24,138,0.25,0.05,1.6,3.05,0.05,3,5,0.025,0.04,0.025,1.9,0.07,0.36,0.3,1.29,0.05,0.11,5,13,0.21,9,14.6,0.11,0.04,0.5,0.1,19,0.02,5.7,520,0.38,22.2,0.005,7,91,0.7,ICM12B
559019,A,324585,326389,0.15,6.2,0.05,6.8,0.35,0.46,76.2,1.1,2.19,3.5,0.05,0.09,0.12,0.03,30.1,0.77,1,3.09,59.5,0.25,0.05,10.3,0.51,0.4,2,2.4,0.025,1.73,0.025,9.3,0.1,17.6,0.6,66.9,5.7,0.81,5,5,0.03,4,13.1,0.62,0.06,5,0.03,113,0.02,2.1,300,0.11,2,0.005,6,15,0.6,ICM12B
559020,A,336865,328774,0.31,36.7,0.05,1.5,1.53,1.35,21.1,13.8,2.97,9.6,0.1,0.025,0.32,0.15,10,0.08,1.85,4.33,180,0.25,0.05,6.2,2.7,3.5,4,7.8,0.025,0.24,0.13,4.4,0.26,3.28,0.4,7.21,0.6,1.91,5,15,0.11,40,26.4,2.45,0.07,19,0.34,1860,0.02,16.8,470,0.24,6.2,0.13,52,59,2.7,ICM12B
559021,A,324301,320773,0.11,2.5,0.05,1.1,0.34,0.76,18.2,0.4,0.66,1.6,0.05,0.025,0.12,0.03,10.9,0.08,0.44,0.95,48.1,0.25,0.05,2.6,0.9,0.05,2,1.8,0.06,0.27,0.025,2.1,0.07,3.07,0.3,8.29,0.6,0.35,5,9,0.09,1,4.5,0.1,0.03,0.5,0.05,18,0.02,1.8,230,0.22,13.1,0.005,3,34,0.25,ICM12B
559023,A,337482,325119,0.2,8.9,0.05,3.7,0.68,0.37,29.5,0.4,1.63,4.8,0.05,0.06,0.11,0.05,12.6,0.23,0.87,4.83,63.2,0.25,0.05,10.4,0.67,0.7,3,4.3,0.09,0.55,0.08,6.8,0.13,5.3,0.5,19.2,1.8,0.89,5,8,0.03,5,6,0.67,0.07,6,0.03,25,0.02,2.5,310,0.16,2.7,0.02,9,17,1.2,ICM12B
559024,A,324538,338356,0.09,5.4,0.05,0.9,0.19,0.26,35.8,10,2.3,5.7,0.05,0.05,0.08,0.02,17.4,0.12,0.6,1.4,29.8,0.25,0.05,13.6,0.23,4.3,0.5,1.1,0.025,0.41,0.025,6.5,0.25,4.08,0.2,9.64,0.8,1.63,5,89,0.24,44,26.5,1.92,0.14,26,0.55,401,0.02,27.3,950,0.09,15.4,0.05,47,55,2.4,ICM12B
559025,A,325314,335572,0.2,7.5,0.05,1.3,0.35,1,40.1,14.3,3.44,8.1,0.05,0.06,0.12,0.03,19,0.11,1.71,2.49,77.8,0.25,0.05,9.7,0.37,4.6,0.5,1.6,0.025,0.5,0.08,4.8,0.41,4.71,0.3,11.1,0.8,2.35,5,88,0.22,67,37.2,2.73,0.11,38,0.85,626,0.02,38.1,1120,0.16,14.3,0.05,64,133,2.3,ICM12B
559026,A,325143,325360,0.11,4,0.05,1.3,0.31,0.24,22.4,0.3,1.76,3.1,0.05,0.08,0.05,0.02,15.8,0.39,0.41,3.57,34,0.25,0.05,10.8,0.35,0.8,2,2.3,0.05,0.89,0.025,14,0.1,10.4,0.5,26.7,2.9,0.51,5,2.5,0.02,3,4,0.31,0.07,7,0.02,29,0.02,1.8,130,0.1,1.7,0.01,4,14,1.1,ICM12B
559027,A,333395,335528,0.19,12.4,0.05,0.8,0.27,0.81,29.5,12.5,2.55,8.6,0.05,0.025,0.21,0.03,14.7,0.06,1.72,3.06,100,0.25,0.05,19.3,0.51,3.9,0.5,2.7,0.025,0.33,0.07,7.4,0.29,1.76,0.2,6.34,0.5,2.31,5,67,0.3,54,41.8,2.59,0.17,26,0.71,1190,0.03,30,1100,0.13,15,0.07,62,179,2.8,ICM12B
559028,A,336607,318468,0.08,9,0.05,0.6,0.21,0.26,22.3,2.9,1.19,3.8,0.05,0.21,0.07,0.01,12.8,0.11,0.85,0.92,24.9,0.25,0.05,12.7,0.42,1.2,0.5,1.8,0.025,0.3,0.13,1.5,0.13,1.9,0.2,9.25,0.7,0.75,5,28,0.1,18,60.6,1.18,0.1,11,0.22,112,0.02,11.5,680,0.08,8.5,0.005,21,31,1.1,ICM12B
559029,A,334742,330694,0.28,18.7,0.05,0.8,0.93,1.04,19,4.3,1.86,9.4,0.1,0.36,0.23,0.08,7.9,0.06,1.48,4.29,146,0.25,0.05,5.8,1.24,2.5,3,5.1,0.08,0.2,0.11,3.3,0.27,1.34,0.7,4.68,0.4,1.67,5,20,0.13,34,16.3,3.24,0.07,13,0.23,224,0.02,12.3,350,0.24,5.5,0.14,51,40,4,ICM12B
559031,A,335495,333809,0.15,22,0.05,0.5,0.27,0.9,32,8.6,2.06,7.2,0.05,0.07,0.12,0.03,15.4,0.07,1.15,1.31,60.2,0.25,0.05,21.6,0.64,2.2,0.5,1.6,0.025,0.28,0.07,2.3,0.22,1.91,0.2,6.05,0.4,1.66,5,55,0.23,46,50.1,2.61,0.17,19,0.62,612,0.02,26.6,1050,0.09,10.7,0.02,46,150,2,ICM12B
559032,A,314877,330439,0.05,3,0.05,0.4,0.15,0.23,24.1,7.3,1.99,5.5,0.05,0.05,0.05,0.01,13.1,0.06,0.5,0.8,15.8,0.25,0.05,15.1,0.25,2.5,0.5,1.1,0.025,0.2,0.025,2.3,0.18,2.19,0.05,4.9,0.4,1.37,5,50,0.23,24,31.2,1.75,0.11,23,0.43,377,0.02,16.2,830,0.06,9.5,0.03,39,53,1.7,ICM12B
559033,A,338436,328331,0.05,10,0.05,1,0.67,0.22,23.8,2.2,3.88,8.3,0.05,0.14,0.2,0.06,10.7,0.16,3.43,4.84,79.7,0.25,0.05,11.4,0.96,1.6,0.5,4.6,0.07,0.34,0.09,4,0.13,10.7,0.8,12.4,1.2,0.8,5,12,0.07,20,8.1,1.59,0.06,13,0.14,184,0.03,8.2,200,0.11,5.7,0.11,39,24,2.3,ICM12B
559034,A,332907,324792,0.14,4.6,0.05,0.4,0.6,0.42,26.2,0.4,1.56,4.8,0.05,0.15,0.09,0.04,10.9,0.13,0.9,4.6,64.8,0.25,0.05,11.2,1.02,0.6,1,4,0.08,0.28,0.025,8.3,0.11,2.45,0.5,8.53,0.9,0.47,5,2.5,0.02,2,8.4,0.35,0.06,7,0.02,23,0.02,1.5,120,0.09,1.9,0.02,6,17,2.5,ICM12B
559035,A,338442,326636,0.09,3.9,0.05,2.1,0.27,0.22,20.9,7.2,4.62,9.5,0.05,0.09,0.09,0.03,9.2,0.13,0.96,4.42,20.6,0.25,0.05,16.7,0.31,3.6,1,2.2,0.025,0.28,0.025,6.4,0.19,1.96,0.5,9.14,0.9,2.83,5,23,0.3,50,9.3,2.09,0.15,37,0.61,473,0.02,28.2,520,0.09,10.8,0.13,48,52,3.3,ICM12B
559036,A,332451,328274,0.12,7.5,0.05,0.6,0.7,0.5,18.2,0.2,0.89,3.5,0.05,0.17,0.12,0.06,8.8,0.14,0.64,3.83,98,0.25,0.05,5.8,1.02,0.6,3,3.3,0.15,0.28,0.05,6.9,0.09,3.46,0.4,10.9,1,0.49,5,5,0.03,2,6,0.3,0.04,4,0.02,12,0.01,1.7,250,0.16,2.5,0.005,4,16,1.5,ICM12B
559037,A,327120,323474,0.38,8.6,0.05,1.4,1.49,0.75,17.8,3.1,2.7,6.5,0.05,0.09,0.15,0.07,9.2,0.14,0.72,4.45,66.5,0.25,0.05,14.5,0.76,3,2,4.2,0.08,0.35,0.05,6.7,0.18,3.86,0.7,12.1,1,1.95,5,24,0.09,35,10,1.5,0.15,17,0.33,76,0.01,17.1,430,0.17,7,0.09,32,43,2.2,ICM12B
559038,A,331467,321651,0.14,3.4,0.05,1.2,0.58,0.21,35.5,0.7,2.5,5.3,0.05,0.1,0.05,0.05,15.1,0.21,1.16,5.31,53,0.25,0.05,15.6,0.44,0.9,1,3.7,0.025,0.52,0.025,13.9,0.13,4.55,0.6,14.9,1.5,0.53,5,6,0.02,5,6.1,0.63,0.09,11,0.05,40,0.02,2.7,140,0.07,1.9,0.01,10,20,2.4,ICM12B
559039,A,326435,326264,0.09,0.8,0.05,0.2,0.36,0.43,8.56,1.6,1.37,4.9,0.05,0.12,0.11,0.03,4.4,0.02,0.44,2.21,47.8,0.25,0.05,5.1,0.68,1.6,1,1.9,0.06,0.09,0.025,2.7,0.1,0.55,0.2,1.85,0.1,0.55,5,12,0.15,24,4.2,0.29,0.04,3,0.1,24,0.01,6,330,0.19,13.8,0.05,17,35,2,ICM12B
559040,A,329390,333146,0.1,5.6,0.05,0.4,0.2,0.36,33.9,8.9,2.32,6.5,0.05,0.025,0.07,0.02,16.4,0.06,1.98,2.08,28.5,0.25,0.05,12.9,0.36,2.6,0.5,1.2,0.025,0.24,0.025,5.5,0.17,1.91,0.2,5.23,0.4,1.46,5,48,0.24,66,40.4,2.11,0.12,21,0.7,473,0.03,34.7,860,0.08,14.9,0.08,56,58,2,ICM12B
559041,A,327742,321419,0.13,6.6,0.05,1.5,0.84,0.43,20.9,1,1.5,5.6,0.05,0.06,0.08,0.03,11.1,0.2,0.58,3.77,32.2,0.25,0.05,9,0.39,1.1,1,3.1,0.025,0.42,0.025,6.8,0.13,5.49,0.6,13.5,1.4,0.91,5,11,0.42,13,13.9,1.01,0.06,6,0.07,76,0.02,4.9,450,0.08,12.1,0.03,22,26,1.6,ICM12B
559042,A,337728,329400,0.16,17.3,0.05,5.5,0.75,0.44,68.1,3.7,1.97,4.4,0.2,0.2,0.36,0.06,38,1.11,2.35,2.51,91.5,0.25,0.05,5.2,1.47,1.7,3,3.8,0.09,2.66,0.12,6.6,0.15,26.2,0.7,92.5,8.2,1.99,5,14,0.13,17,12,1.62,0.05,13,0.15,423,0.02,9.3,480,0.21,11.3,0.03,26,35,2.1,ICM12B
559043,A,332332,330633,0.18,12.6,0.05,1,0.82,0.89,23,4.5,2.85,11.1,0.05,0.06,0.19,0.08,10.4,0.08,1.51,4.81,105,0.25,0.05,7.2,1.01,3,2,6.4,0.025,0.27,0.06,4,0.25,8.6,0.7,7.81,0.6,1.55,5,25,0.19,35,11.4,2.47,0.08,16,0.31,942,0.01,14.1,390,0.18,7.2,0.14,55,61,3.1,ICM12B
559044,A,337398,335699,0.12,10.8,0.05,0.6,0.26,0.63,33.7,11.4,1.47,7,0.05,0.025,0.11,0.04,14,0.06,0.89,1.21,70.6,0.25,0.05,24.4,0.68,2.9,0.5,5.6,0.025,0.27,0.025,2,0.17,1.33,0.1,5.63,0.4,1.91,5,62,0.42,45,30.8,2.87,0.16,22,0.74,1120,0.02,35.7,1250,0.1,16,0.02,49,219,2.4,ICM12B
559045,A,313405,331231,0.05,1.5,0.05,0.4,0.14,0.16,22.3,5.6,2.29,5.7,0.05,0.025,0.07,0.01,11.1,0.04,0.46,0.69,18.1,0.25,0.05,12.2,0.19,2.4,0.5,0.8,0.025,0.19,0.025,1.7,0.16,1.36,0.05,3.94,0.3,1.44,5,59,0.24,31,20.3,1.59,0.11,21,0.42,227,0.03,20.6,650,0.07,11.6,0.02,38,41,1.5,ICM12B
559046,A,328547,322414,0.1,2.3,0.05,0.6,0.56,0.26,17.7,0.3,1.87,4.4,0.05,0.07,0.07,0.02,8.8,0.14,0.54,3.71,123,0.25,0.05,17,3.76,0.7,1,3.5,0.025,0.29,0.025,6.6,0.14,3.37,0.8,9.08,1,0.41,5,2.5,0.02,4,198,0.23,0.08,6,0.03,17,0.02,1.8,160,0.09,1.4,0.01,4,22,1.1,ICM12B
559047,A,324809,336311,0.1,6.3,0.05,0.3,0.4,0.97,8.55,3,1.41,2.2,0.1,0.07,0.37,0.03,4.8,0.03,1.35,0.44,134,0.25,0.05,7.5,1.62,1,1,2.4,0.025,0.09,0.05,1.7,0.26,0.96,0.6,2.58,0.2,0.45,5,81,0.82,10,23.1,1.18,0.06,5,0.17,502,0.03,10.9,1250,0.86,47.2,0.01,20,111,1.4,ICM12B
559048,A,330563,332552,0.14,9.8,0.05,0.6,0.39,0.53,28.2,7.9,3.31,9.1,0.05,0.025,0.1,0.04,13.4,0.07,1.27,3.06,79,0.25,0.05,28.9,0.61,3.2,0.5,2.1,0.025,0.29,0.025,2.9,0.27,1.35,0.1,6.28,0.5,2.1,5,57,0.24,50,58,2.73,0.24,22,0.63,340,0.01,28.2,850,0.11,10.5,0.05,54,134,2.5,ICM12B
559049,A,329108,323862,0.1,2.6,0.05,1,0.41,0.21,28.2,0.7,2.08,4.4,0.05,0.08,0.05,0.03,13.6,0.18,0.6,3.86,34.7,0.25,0.05,14.3,0.32,1.1,0.5,2.6,0.025,0.46,0.025,10.1,0.1,6.45,0.5,13.4,1.4,0.75,5,5,0.02,8,17.3,0.3,0.09,10,0.06,25,0.02,3.4,90,0.07,1.4,0.02,8,17,2.2,ICM12B
559050,A,330796,328267,0.19,3.3,0.05,1.2,0.68,0.89,25.5,0.4,2.77,3,0.2,0.19,0.16,0.06,29.1,0.81,0.93,5.32,97.9,0.25,0.05,20.7,1.15,0.6,3,4.6,0.19,1.49,0.025,11.2,0.2,7.37,0.6,74.9,5.6,0.52,5,10,0.1,1,10.4,0.25,0.08,16,0.04,41,0.02,2.6,400,0.2,13.4,0.005,4,44,1.9,ICM12B
559051,A,328696,334282,0.06,5.9,0.05,0.4,0.26,0.29,32.3,7.3,4.17,6.3,0.05,0.025,0.07,0.02,15,0.05,1.69,1.43,23.9,0.25,0.05,24.1,0.44,1.8,0.5,1.4,0.025,0.19,0.025,5.4,0.18,1.92,0.4,4.25,0.3,1.23,5,37,0.6,45,37,1.98,0.15,18,0.48,762,0.02,23.4,980,0.08,21.3,0.05,55,52,1.7,ICM12B
559052,A,337776,327340,0.17,7.2,0.05,27.9,0.72,1.27,61.4,8.5,1.49,3,0.05,0.11,0.21,0.06,18.6,1,3.57,2.33,99.7,0.25,0.05,6.5,0.81,1.4,3,3.8,0.06,1.76,0.07,3.5,0.31,78.4,0.5,66,7.4,1.73,5,12,0.06,8,9.3,0.62,0.05,7,0.05,1860,0.02,4.4,440,0.21,5.5,0.02,11,27,1.1,ICM12B
559053,A,335272,335420,0.27,17.3,0.05,0.5,0.34,1.02,31.8,9.9,1.65,6.7,0.05,0.025,0.1,0.03,14.3,0.05,1.26,1.48,87.6,0.25,0.05,18.9,0.7,2.1,0.5,1.4,0.025,0.23,0.025,3.1,0.2,1.49,0.2,4.73,0.4,1.99,5,53,0.38,43,68.1,2.74,0.18,22,0.67,665,0.02,33.8,1430,0.09,14.5,0.04,51,335,2.4,ICM12B
559054,A,327435,335890,0.1,4,0.05,0.6,0.22,0.43,31.1,6.6,1.86,4,0.05,0.025,0.1,0.01,17.3,0.07,0.72,0.78,31.6,0.25,0.05,9.8,0.43,2.4,0.5,1.4,0.025,0.26,0.025,2.4,0.18,2.73,0.2,6.46,0.5,1.07,5,84,0.43,25,32.1,1.61,0.1,19,0.36,272,0.02,18.3,1520,0.13,19.6,0.02,33,58,1.5,ICM12B
559055,A,333264,331619,0.14,10.5,0.05,0.7,0.54,0.35,20.5,7.6,4.67,7,0.05,0.025,0.16,0.04,8.9,0.05,1.09,2.24,92.1,0.25,0.05,17.2,0.69,1.6,0.5,2.6,0.025,0.19,0.025,2.8,0.21,1.25,0.3,4.69,0.4,1.31,5,26,0.1,34,14.5,2.06,0.11,22,0.54,555,0.01,20.6,440,0.08,6.2,0.04,39,125,1.7,ICM12B
559056,A,330413,322767,0.43,4.1,0.05,0.1,0.89,1.53,4.21,0.5,0.11,1.4,0.4,0.09,0.27,0.08,2.4,0.03,2.08,0.47,140,0.25,0.05,2.9,2.89,0.3,2,5.2,0.07,0.06,0.025,1.2,0.05,0.63,0.3,2.44,0.2,0.12,5,16,0.22,2,13.8,0.13,0.05,0.5,0.1,20,0.02,3.7,590,0.34,22.9,0.005,8,86,0.9,ICM12B
559057,A,325184,327673,0.15,15,0.05,2.6,0.76,0.58,70.1,0.4,1.31,2.8,0.05,0.12,0.12,0.04,24.1,0.73,2.18,2.32,76.5,0.25,0.05,6.6,0.82,1.3,3,2.5,0.06,1.7,0.025,9,0.1,65.2,1,55.3,5.6,0.91,5,5,0.04,5,19.9,1.74,0.05,3,0.02,15,0.02,2.7,340,0.17,2.7,0.005,7,24,1.6,ICM12B
559058,A,336600,330294,0.17,17.7,0.05,0.6,0.87,0.23,19.9,6.6,4.88,10.7,0.05,0.06,0.19,0.08,9.2,0.06,1.68,4.38,82.1,0.25,0.05,11.4,1.18,2.9,2,5.5,0.025,0.22,0.13,3.9,0.24,1.93,0.6,5.5,0.4,2.08,5,20,0.13,45,13.8,2.48,0.1,36,0.42,575,0.01,21.3,440,0.12,6.2,0.12,57,55,3.2,ICM12B
559059,A,333153,327834,0.34,6.8,0.05,1.1,3.48,0.7,38.3,0.3,1.66,3.9,0.05,0.06,0.14,0.09,16.3,0.27,0.96,4.22,120,0.25,0.05,12.3,1.03,0.6,3,4.2,0.08,0.53,0.025,9.7,0.12,6.6,0.4,22.7,1.9,0.59,5,2.5,0.03,1,8.2,0.36,0.06,7,0.02,22,0.01,1.8,300,0.14,3,0.005,4,25,1.1,ICM12B
559060,A,333893,325356,0.18,5.9,0.05,0.5,0.79,1.01,6.03,0.4,0.22,1.5,0.2,0.07,0.16,0.08,3.1,0.04,1.03,0.81,147,0.25,0.05,1.5,1.6,0.4,3,3.8,0.08,0.08,0.07,1.8,0.08,0.96,0.2,2.94,0.3,0.25,5,10,0.09,2,68.4,0.23,0.02,0.5,0.05,7,0.02,3,380,0.38,10.8,0.005,5,61,1,ICM12B
559061,A,326210,328717,0.27,20.2,0.05,0.6,1.23,0.57,22.3,13.3,3.03,5.1,0.05,0.025,0.39,0.07,10,0.05,1.9,1.95,126,0.25,0.05,9.4,1.99,1.8,4,4.6,0.025,0.23,0.1,1.6,0.24,1.04,0.5,6.26,0.4,1.44,5,27,0.08,21,17.9,2.99,0.16,8,0.18,1470,0.01,10.2,1030,0.25,7.5,0.02,34,42,2,ICM12B
559062,A,324298,324293,0.18,7.9,0.05,0.3,1.22,1.74,4.17,0.6,0.19,1.4,0.2,0.06,0.23,0.12,2.3,0.02,1.39,0.39,152,0.25,0.05,1.7,2.56,0.5,4,4.4,0.06,0.06,0.07,0.8,0.08,0.79,0.3,1.62,0.1,0.14,5,16,0.13,2,12.1,0.17,0.03,0.5,0.08,18,0.02,3.9,420,0.34,19.2,0.005,7,83,1,ICM12B
559063,A,334600,332528,0.2,11.2,0.05,0.5,0.41,0.48,22.4,8.9,2.13,7.9,0.05,0.025,0.13,0.03,10.9,0.05,0.82,1.5,75.8,0.25,0.05,19,0.57,2,0.5,2.1,0.025,0.22,0.07,1.9,0.2,1.24,0.2,4.63,0.3,1.95,5,48,0.11,51,30.6,3.03,0.11,25,0.79,616,0.005,29.3,830,0.09,6.4,0.02,55,133,2.1,ICM12B
559064,A,336599,326550,0.3,6.3,0.05,3.3,0.88,1.39,47.8,0.4,0.94,3.3,0.2,0.1,0.19,0.07,27.8,0.49,1.09,3.27,111,0.25,0.05,5.8,1.93,0.7,3,5.2,0.13,1.01,0.06,5.7,0.13,8.71,0.5,39.3,3.5,0.56,5,12,0.12,2,10.8,0.3,0.05,2,0.06,19,0.02,2.8,500,0.3,14.3,0.005,5,48,1.2,ICM12B
559065,A,325742,323180,0.1,10.1,0.05,0.8,0.65,0.35,24.3,1.7,1.28,5.8,0.05,0.06,0.1,0.05,11.6,0.19,0.63,3.53,55.2,0.25,0.05,7.2,0.57,2.1,3,4.2,0.025,0.38,0.025,11,0.1,3.42,0.5,14.7,1.4,1.03,5,9,0.04,24,7.2,1.26,0.07,6,0.17,23,0.01,9.8,240,0.13,2.3,0.07,25,17,2.2,ICM12B
559066,A,335208,327324,1,28.4,0.05,16.1,1.14,1.56,74,1.1,3.52,5.1,0.2,0.35,0.18,0.11,80.9,3.37,1.07,6.77,210,0.25,0.05,22.3,1.24,2.4,5,6.6,0.13,5.67,0.11,17.1,0.35,150,0.7,257,23.6,2.52,5,9,0.07,5,15.5,0.47,0.08,21,0.04,541,0.01,3.1,510,0.19,6,0.01,6,43,1.7,ICM12B
559067,A,332758,322335,0.08,4.2,0.05,0.5,0.3,0.46,20.2,0.2,0.66,2.3,0.05,0.025,0.06,0.03,9.5,0.12,0.5,2.35,43.6,0.25,0.05,6.7,0.46,0.4,1,1.7,0.06,0.25,0.025,8.6,0.07,3.38,0.2,8.68,0.9,0.47,5,2.5,0.02,4,3.6,0.29,0.05,3,0.005,9,0.01,4.2,180,0.09,1.7,0.005,2,13,0.9,ICM12B
559069,A,325261,333689,0.15,2.2,0.05,0.4,0.16,0.17,18.5,5.6,2.49,5.4,0.05,0.025,0.05,0.01,10.1,0.04,0.49,0.6,19.6,0.25,0.05,14.3,0.19,1.4,0.5,1.2,0.025,0.14,0.05,2.3,0.15,1.37,0.1,3.32,0.3,1.22,5,38,0.2,24,20.1,1.37,0.1,22,0.39,355,0.03,14.1,990,0.05,10,0.02,41,49,1,ICM12B
559070,A,334099,328133,0.11,4.9,0.05,2.5,0.57,0.26,39.6,0.3,5.46,6.1,0.05,0.13,0.06,0.04,14.9,0.47,0.57,8.79,51.3,0.25,0.05,37.9,0.46,0.9,1,5.6,0.025,0.72,0.025,29.8,0.22,9.09,0.6,27.1,3.2,0.5,5,2.5,0.02,1,3.8,0.63,0.12,38,0.02,66,0.02,1.2,120,0.05,1.6,0.01,3,17,2.5,ICM12B
559071,A,328740,332615,0.11,8,0.05,0.5,0.24,0.42,38.2,11.3,3.84,8.2,0.05,0.025,0.07,0.03,18.3,0.06,1.23,2.14,55.3,0.25,0.05,24.8,0.39,3.5,0.5,1.4,0.025,0.28,0.025,7.6,0.21,1.9,0.1,5.45,0.4,1.96,5,46,0.25,78,44,2.68,0.18,30,0.94,649,0.02,42.4,790,0.07,13.1,0.08,67,134,2.3,ICM12B
559072,A,326566,322602,0.1,5,0.05,0.5,0.26,0.66,13.9,0.4,0.4,2,0.05,0.025,0.11,0.02,6.1,0.12,0.52,1.99,40.1,0.25,0.05,2.8,0.55,0.5,3,3,0.12,0.21,0.025,6.9,0.05,2.54,0.3,8.59,0.9,0.63,5,7,0.06,8,4.1,0.43,0.03,0.5,0.03,11,0.02,6.1,270,0.22,9.3,0.005,3,21,1.3,ICM12B
559073,A,335639,329570,0.2,23.9,0.05,0.5,1.11,1.15,15,3.5,0.82,5,0.2,0.06,0.26,0.11,6.8,0.03,1.45,2.48,181,0.25,0.05,4,2.43,2.1,3,4.8,0.025,0.14,0.07,3,0.16,1.8,0.3,3.19,0.2,0.87,5,19,0.15,25,15.1,2.34,0.06,5,0.13,179,0.02,9.2,630,0.32,9.3,0.06,29,41,2.6,ICM12B
559074,A,336203,324629,0.22,11.5,0.05,6,0.99,1.16,24,0.4,0.66,3.3,0.2,0.33,0.21,0.08,10,0.25,1.19,3.01,131,0.25,0.05,4.2,1.57,0.8,4,4.6,0.19,0.48,0.1,6.6,0.08,6.08,0.4,19.6,1.9,0.66,5,14,0.08,3,9.8,1,0.04,1,0.04,26,0.02,3.1,420,0.27,10.5,0.005,13,43,1.9,ICM12B
559076,A,334246,334656,0.15,10.8,0.05,0.5,0.3,0.89,28.8,8.3,2.15,7.9,0.05,0.025,0.13,0.03,15.6,0.06,1.27,2.61,63.5,0.25,0.05,20.7,0.54,2.3,0.5,1.7,0.025,0.31,0.06,3.2,0.23,1.67,0.2,6.86,0.5,1.89,5,47,0.48,43,33.2,2.52,0.15,19,0.49,537,0.02,22.1,1180,0.12,16.2,0.05,49,145,2.3,ICM12B
559077,A,325263,339439,0.04,5.4,0.05,0.4,0.14,0.19,24.4,4.1,1.89,4.9,0.05,0.025,0.07,0.01,14.1,0.06,0.41,0.92,16.7,0.25,0.05,10.3,0.26,1.8,0.5,0.9,0.025,0.21,0.025,2.2,0.15,2.01,0.05,5.26,0.4,1.12,5,42,0.22,25,35,1.17,0.09,15,0.28,194,0.03,13.1,800,0.06,12.7,0.03,31,31,1.2,ICM12B
559079,A,331484,327390,0.14,5.4,0.05,0.5,0.68,0.43,22,0.3,3.81,5.5,0.1,0.17,0.11,0.06,8.2,0.15,0.82,8.64,80.7,0.25,0.05,27.5,1.21,0.8,2,6.3,0.07,0.26,0.025,22,0.19,5.94,0.6,8.14,1,0.42,5,2.5,0.03,2,8.1,0.46,0.09,27,0.02,46,0.02,1.9,150,0.1,2.7,0.01,5,23,3.6,ICM12B
559080,A,323574,323763,0.17,4,0.05,8.3,0.64,0.68,43.2,0.6,0.92,3.6,0.05,0.09,0.13,0.05,17.8,0.29,0.97,2.85,78.8,0.25,0.05,4.1,0.86,1,2,4.3,0.09,0.59,0.025,12.1,0.1,5.29,0.5,20.5,2.1,0.69,5,9,0.09,2,6.4,0.46,0.04,1,0.05,21,0.02,2.5,330,0.17,8.3,0.005,5,34,1.2,ICM12B
559082,A,333380,329744,0.24,16,0.05,0.4,1.47,0.82,15.9,3.1,2.28,11.8,0.2,0.08,0.21,0.13,8.3,0.03,0.97,5.4,118,0.25,0.05,18.3,1.6,5.9,4,10,0.05,0.15,0.09,3.7,0.23,1.12,0.7,3.09,0.2,2.02,5,38,0.05,65,17.8,1.47,0.3,15,0.63,43,0.01,25.2,490,0.27,3.6,0.17,54,36,2.5,ICM12B
559083,A,324300,322148,0.12,5.7,0.05,1,1.04,0.55,47.7,0.4,0.95,3,0.1,0.05,0.13,0.06,18.8,0.17,0.78,1.85,96.5,0.25,0.05,4.6,1.27,0.7,2,3.1,0.05,0.34,0.025,6.5,0.09,3,0.5,12.1,1.2,0.48,5,6,0.05,1,9.6,0.22,0.04,0.5,0.02,15,0.01,1.9,320,0.17,3.5,0.005,4,24,0.5,ICM12B
559084,A,326120,320666,0.16,10.9,0.05,0.9,0.46,0.63,17.3,0.3,0.61,2.5,0.05,0.025,0.14,0.04,9.4,0.07,0.69,1.68,69.3,0.25,0.05,3.4,0.75,0.6,3,2.3,0.08,0.16,0.07,4.8,0.07,2.08,0.3,5.23,0.5,0.72,5,6,0.03,2,5.2,0.68,0.04,0.5,0.02,7,0.02,1.7,380,0.24,3.6,0.005,7,20,1.2,ICM12B
