"Month.Lodge","Auckland","Bay of Plenty","Canterbury","Gisborne","Hawke's Bay","Manawatu-Wanganui","Marlborough","National","Nelson","Northland","Otago","Southland","Taranaki","Tasman","Waikato","Wellington","West Coast"
"1993-11-01",188.893281577373,136.711615517908,140.824840449168,121.197565927261,138.238422675541,131.901484782351,129.308508130616,153.181107612141,153.982183223487,120.428571118344,151.443434710209,101.753099346234,123.633610635487,134.949839987761,129.590500480631,159.284499707512,108.720207989548
"1993-12-01",194.445719557779,136.29374574634,136.293375689309,129.71423194521,137.713238456302,137.507839239054,137.112288701945,156.003937140872,146.518159107569,122.318948092901,151.681725954638,108.919824642295,130.802115518882,136.855780285046,133.635814877197,170.37902951162,109.749047058468
"1994-01-01",192.846119148692,142.078669173541,143.578536889556,128.449297849024,136.532969923611,136.088291516986,133.782848242451,154.424889988364,148.153707928574,122.635772060471,140.192358565256,100.045535471423,125.861455039871,125.064967077339,130.465409021865,168.544398984507,97.9906632305394
"1994-02-01",193.148702630444,138.308706613433,144.561865850784,130.18286825142,134.451958722871,140.11756158232,125.294372579118,153.462521441582,149.961077856927,114.72447372768,145.630494550415,97.7063391404826,122.861586059932,129.740484900313,128.96120400086,171.162011850389,92.3201275640988
"1994-03-01",197.364546497235,137.011340186614,145.163604202401,124.32536306583,137.811502458291,139.731378840733,131.178816015544,155.549747611573,150.983328801279,122.046657599069,148.448817432635,100.893614249039,122.767037066984,133.724293516492,130.146562370442,169.218175423458,105.850492579922
"1994-04-01",197.075416167016,141.260096083985,143.964392350743,132.976728395385,139.251194379033,139.671285971057,129.782179424561,156.272632601595,149.784618049756,122.210174060121,140.953631774794,102.787041959034,125.656248808768,143.947121414131,127.658008428686,169.268075669,101.174367210127
"1994-05-01",201.54630525198,143.215406155862,141.586375429581,134.571363600536,141.953806871097,128.551137474803,125.594050346447,157.071575061127,151.005360912475,122.749461768011,147.474390919282,104.788299412024,123.047873688709,125.665586447379,131.253139998466,166.271938955138,100.658564595716
"1994-06-01",202.886402964605,144.26788905233,142.80644789107,128.694815364242,137.967888198227,129.144416059282,129.911192217948,156.915240154827,150.410185454649,121.416284888065,141.198219185348,99.8483326698657,127.591378965754,131.896954479616,132.751144079734,167.182468336325,111.147740469624
"1994-07-01",203.582367289493,143.248498096197,141.530642637659,133.901670873751,140.080873510346,127.103497828728,135.190219251609,157.449722950869,152.396734368667,125.107052479592,142.031701461311,101.918382087268,133.446046240099,127.040990589054,131.958288446372,165.969913351488,110.960822862405
"1994-08-01",201.450769846272,140.216430272762,141.816036083044,131.157110327749,139.678052089285,126.876473655214,132.059747156368,157.909749594744,150.999438227159,126.296197514135,138.556965059957,105.677534501152,126.433050683295,140.662323612289,134.097740085196,170.430729662384,110.11436507433
"1994-09-01",205.414236951155,143.26913042543,141.011062162241,128.021453623785,141.123504109458,130.68042804165,130.924533809361,159.388132896036,156.120655280664,124.149034252578,137.11099789969,104.796055407592,130.556445461423,141.744903718484,129.782854891866,171.210074514745,107.993027577286
"1994-10-01",206.758541131635,144.82274033279,142.521475077283,130.827643276583,140.310442021377,129.226802367996,131.835827160638,159.512056877396,152.381843643006,124.084994061076,164.218598197361,105.617021293011,128.207263425555,138.572070393145,131.717958530416,166.972948720957,115.996427241601
"1994-11-01",210.860626823366,144.787455085995,146.606108315607,134.027609069177,141.222897089958,132.439772973744,136.695493819772,161.415177435015,157.072907992524,126.750311632834,154.354064417983,109.64685863001,128.583467093406,138.485909612103,134.080060497731,172.740482080833,120.175649726255
"1994-12-01",217.103861819501,144.251728774718,150.267870398595,133.848163210649,141.034960718116,130.282322603772,131.052942501443,164.311443264891,146.686506257076,130.679747494643,147.346792185283,104.149663321275,126.360960750019,142.939667865664,138.359976486117,174.163424083078,117.671131149456
"1995-01-01",214.516818962499,144.767160924926,150.919155564994,137.04067030795,141.296073237893,136.082268748098,139.530611536362,164.600378079614,147.857737893488,126.485078819836,157.091623010854,109.079406438535,134.409487316652,136.214982713891,138.182985597599,174.594146418674,106.353818680761
"1995-02-01",220.10330507636,147.363295878267,152.271722449082,129.273831754377,139.896307659438,138.653417407983,134.137395982007,162.05581787407,152.837783467224,124.24478994407,145.636547924148,110.851642309045,122.289235128858,128.615861441956,137.427365426143,173.66710803746,101.585290451099
"1995-03-01",220.147240174596,146.632811495701,149.161656992572,134.840070633133,142.647100592455,146.710349095155,140.640108059198,164.742449388132,148.808946824243,126.827417140639,150.399625513221,104.500802925285,127.137314485648,126.935860335531,137.485071442807,177.44397029055,107.998919710588
"1995-04-01",221.889529488931,145.044252828228,153.107498248271,137.986954813187,143.873483623906,132.631728132557,129.464628977881,165.350304871275,158.454890428718,123.19623613949,155.759749787117,109.191077390625,128.667495437298,144.952168966954,140.490191310688,172.712392474179,109.614612795715
"1995-05-01",227.157266884752,150.262764701613,151.554647726816,135.09777449429,146.975848404092,133.353813044084,135.770364363848,169.82634047105,157.966389001646,128.22236886695,151.947848898229,107.19410585605,128.136010751981,132.645077400989,139.465270994346,177.933905569273,117.320749693204
"1995-06-01",230.161340951707,148.477011497984,151.195384134143,133.478765337488,143.632906955579,131.644476039418,136.015576083782,166.390776115256,158.49315041214,128.879545025913,147.057474571386,109.55478277651,135.807224869314,145.790160547046,140.203782422629,176.188557437914,108.676004777407
"1995-07-01",227.93698136984,148.070942053884,150.7109312198,139.333112652391,148.641308448812,132.165207314266,138.709759858981,169.124127966865,164.188084890736,126.327151683791,148.893448427819,112.529269173889,128.78326580776,141.71207985358,141.72688461052,176.840785937561,113.803655128242
"1995-08-01",232.838271958237,150.805178440814,154.552029120717,131.925807751728,144.631941540444,133.14276453699,137.450406003816,170.604622786785,160.241040538278,129.184647011469,147.259015855444,106.85915107792,133.94312019766,147.797317158952,141.421213601521,176.075709000606,115.989107325977
"1995-09-01",238.404679513357,151.379617903959,152.976775000679,140.090559950893,144.639056444845,132.916043372093,138.547825212676,172.583916488841,161.258637802386,128.581353927901,150.540850329254,108.514578939516,136.910010758015,142.16049548778,145.931869916535,181.163552096248,114.889960517459
"1995-10-01",237.247603022618,153.385890761958,153.971699586757,136.808209633695,149.059647479775,132.171444826015,138.619326500031,173.622546094587,153.08465295927,128.404498954456,159.461652695662,112.785496940745,129.773870950009,143.595256105941,142.545927720427,178.510585748073,118.605228028404
"1995-11-01",240.315447836079,153.214488923395,156.77454738824,138.034004785694,143.878305039328,139.686783194267,136.884269578887,173.590776853043,160.039997319688,126.871124157428,157.41702044873,111.052895868176,128.503970527451,136.154238206554,147.585450648635,180.935755125042,119.872069838664
"1995-12-01",247.175618021791,150.637434927667,157.51409638898,142.573272784741,145.108134445402,139.35887337339,145.077934650404,179.990260215281,149.977263632387,133.843143291129,153.806255311532,118.128483680621,136.893853319398,145.503342879261,151.425330561222,186.153496505642,116.791589348544
"1996-01-01",243.611212391997,158.042322822574,159.35899149984,141.057182001269,148.158891435823,131.196858437408,131.016967739511,176.679808044919,152.983264228513,135.112057834579,163.958275675329,107.761477281557,141.337434710811,136.550137589855,147.565226492317,187.534073093073,118.941133305433
"1996-02-01",247.481523911973,154.860618732551,157.810740469483,145.383720398704,149.247966910931,139.591611132676,137.269964556144,175.514556056543,156.367039186999,130.101831761841,144.255176619184,109.169555954105,136.962209911165,136.880828370365,149.354739985908,188.141354314881,110.543629787157
"1996-03-01",252.720424639201,153.34618069129,164.359382882475,142.219430698382,150.105109073413,142.83400999822,133.219863872568,178.585646408748,166.476863637782,124.853775779409,151.127365125523,112.211696608179,128.356640135527,150.615715574839,152.116302798442,184.777097503112,115.610757437616
"1996-04-01",258.354970821066,159.919292881466,158.107983743765,145.561868135488,151.074711791914,140.978839150989,148.634536201675,181.396332146208,161.420908626708,137.034269155844,151.140427727206,112.064403968758,140.540892213148,149.569117043805,150.068938073062,186.384106618749,108.057079843322
"1996-05-01",256.443369720978,157.239058657427,159.275141358319,139.426935839699,146.317428336166,134.642953268753,148.692009943031,182.146454071193,159.597776979862,140.40699545117,154.967814920225,109.281862219333,133.046488165559,145.303107626956,151.682985069814,193.631541349823,117.436799663479
"1996-06-01",254.30604559984,157.868505065858,160.925757090657,141.937244767089,153.502535208938,140.021333484698,148.729168470084,182.162091694917,163.955623266813,132.225312443003,150.710002800847,113.628923606135,135.758476278069,137.928929814332,152.502997666322,190.860332186728,109.959168418195
"1996-07-01",256.298916213592,159.088921020216,160.794297948156,142.670915006587,149.416505445879,135.172673381144,141.037599749846,182.056958958455,161.629684531401,140.36479870469,149.484215505579,115.730095510327,132.072368552897,152.091261593982,149.504553134686,191.238242053444,115.873077548753
"1996-08-01",257.746671281054,163.090641700846,163.443628512474,144.522359413751,146.444419645777,131.116521688827,142.262271793443,181.659755729403,164.863318742388,137.015182238806,139.430026640372,111.361861918074,135.261824227446,141.284948927087,150.867940638704,191.180716275297,115.92049217428
"1996-09-01",259.633324915241,161.17045371654,163.213959479671,141.705768233657,147.392911438433,132.140772629702,142.544494377514,184.178525317495,163.109385173759,141.288118306693,154.097763619903,112.656619557458,137.611773357901,150.018211333126,152.007401662683,189.98370174642,115.214232130275
"1996-10-01",263.01327201777,158.581698627148,161.870434177476,138.505201046484,149.446896212176,137.19767033427,144.46855968116,186.238022153669,160.734083470545,139.53678216326,154.794476698609,116.14460963376,140.156980230426,150.53417867141,154.836351622848,194.737930049819,119.431776095111
"1996-11-01",260.924359463936,162.902917738147,162.290721695514,134.577605785265,150.904818211219,142.17024629455,141.634593157551,185.368519331145,154.367901931684,140.085293610823,148.873595177197,111.014391336376,136.143676556002,142.475687780805,155.474701563507,197.713718301838,111.212005257576
"1996-12-01",258.915317183283,167.518345792424,163.110025194152,144.626264076273,153.729648449811,144.314452567954,149.606977730606,187.065156525795,163.128674806963,144.192012845874,151.440335344148,117.967437231482,134.111792862939,159.264140108016,160.531712537715,203.266612264995,109.482503249001
"1997-01-01",260.53432775471,164.573525105179,168.119947390727,142.469249799027,153.193630928332,142.501835062441,146.304034605204,183.514105533591,165.248643495659,143.548411893573,149.29881146878,109.381668115057,135.892020563628,160.429794588946,153.742485426268,194.857391111986,116.293356865062
"1997-02-01",264.593424560896,168.168651519224,167.056216721967,137.59166418017,150.030630614036,143.46280794566,148.425869708263,186.28942465074,169.4518451725,143.952188708595,142.49423319512,112.914008214196,137.459867641619,149.071491487873,162.457036684231,200.017341019845,116.813124900361
"1997-03-01",265.322127162833,164.655368542238,169.943473602352,131.488650391701,149.150018352301,144.3313777171,140.710191523011,186.524601435451,169.739568757155,145.556454591057,144.878055041648,109.075723172371,132.000452524031,151.504724343056,158.088957524234,199.574025600468,121.036180805788
"1997-04-01",265.671745903408,170.739474580242,169.376449608128,137.720635029861,154.006927107348,141.09785900979,144.708306423559,190.552214748643,168.32916557733,151.223974464744,145.799363305787,114.765805170034,132.192671763564,154.060691950561,163.219989175433,199.983752801856,116.65148438585
"1997-05-01",268.648182465829,171.044989568434,167.070889460447,138.808084232694,152.644053692846,141.395979618849,144.127309501593,187.987135175748,169.216992914624,146.155197470603,142.024371952637,114.911124949956,132.285526616882,147.481993932409,158.379189510023,200.657086832719,117.166937840186
"1997-06-01",266.199160435871,169.366276385575,169.825924963108,143.302972008881,154.489377331526,134.884050668039,147.455459871425,191.305550843835,170.079963990356,152.181487891659,144.314547155249,118.46170258123,137.239390654864,161.814274859035,158.998327687858,204.534252262051,120.428167411903
"1997-07-01",262.707413054602,171.399373445286,167.588086102373,131.322178059012,154.56016855403,134.664932344156,143.853965219005,190.052013892469,160.320954433944,151.178470016845,144.594918110755,118.260733701037,131.87194195408,160.59390109858,161.506718953236,201.345263593807,127.760259183812
"1997-08-01",261.519556085232,171.82669224338,164.360885691418,136.826795994795,153.73530856084,136.426721214311,145.122294166043,189.033837217346,168.266662130103,148.180426252813,139.23314509326,112.408989754262,145.046584427006,159.289531196368,160.249162534989,200.638850572542,115.859265282569
"1997-09-01",261.319398211704,174.108028473192,165.535894671997,146.282993554293,150.69261218295,124.623981565917,141.662517853669,188.19673611996,166.03029598129,148.063252148116,143.868340265694,116.040290695532,136.710931751174,154.831693504234,157.050003903799,202.469299629981,120.862982367545
"1997-10-01",260.171327902407,178.035969016869,168.307804299648,135.653516315702,153.649262764055,130.673811054181,147.080559961344,191.481831139613,171.050318446609,156.649111563481,158.341939220919,109.988970924279,142.057195861785,143.742681627259,157.515163344257,199.882190699296,117.827126873543
"1997-11-01",261.549799961208,170.084113480735,170.283469709984,137.677090174485,152.154632716261,141.872532279995,146.77053608655,192.193121093245,165.702146876383,156.16998319589,159.552715477669,108.753078649227,137.853450745634,166.689364907948,162.748082596003,205.354670432982,116.858863590232
"1997-12-01",256.199883148108,171.745837205146,168.421664109966,140.451174270425,155.14371187994,137.672962192419,140.318698610316,189.838331637506,161.38826991722,147.954902440343,149.007091202581,110.384281364365,138.739457635597,155.113444098075,161.815327189317,204.871965055799,111.906467918086
"1998-01-01",260.499384457442,170.846075141189,168.656780204304,132.118094921947,158.821787505518,143.531548811259,148.911807302124,189.566347730039,172.822251992928,148.090255881833,148.399691803459,103.166642986854,136.225454912535,163.084868206881,165.189730176825,208.971230798693,118.653572915029
"1998-02-01",258.648941551261,167.605216157668,167.049423110443,135.705190104978,152.942905206754,142.103257696828,147.795773131893,187.888253780493,173.458842514237,143.221269166669,142.281642964291,107.138666635728,137.625059935861,160.283241393881,160.422538921425,208.566396001045,114.553660127941
"1998-03-01",260.991164689325,169.365664206688,176.634644093199,144.800098123517,148.841833207392,143.970425431603,146.862707975393,191.054094153431,168.517620158441,150.482015197267,149.327544172989,107.03074386922,134.768358028989,153.167431064092,162.62488216041,213.278042980556,114.161996385579
"1998-04-01",259.044925123709,172.052408130226,167.386945851045,142.447317135664,152.731847337894,139.093813897527,152.049376603669,191.359805456882,172.366504218977,152.931046280286,138.149576457667,106.608943701407,142.911319976538,166.222577422879,159.016270688795,209.820025252296,125.749447878371
"1998-05-01",256.678283539094,170.0140249019,165.683971067233,135.94401045681,155.994178725954,132.733826772427,151.087990302807,188.077521220294,171.844247619145,155.935636107824,137.924000420386,112.825813353528,139.455673595292,162.926153629275,158.750440053989,211.122814957611,114.428366569442
"1998-06-01",256.828821099475,171.586737655646,167.106955886034,136.877617312162,155.343615585038,137.638737876038,145.214313735646,189.79222872371,175.953650534937,151.845270517686,145.801118137521,109.637875093603,134.03696636377,161.113422096803,160.571371923893,208.938063344989,112.010520031342
"1998-07-01",254.2378299721,169.37181244956,165.879283393184,137.80019892729,156.006452966457,135.516660264435,145.179212536542,191.437024436108,173.129446633885,153.650657472928,143.716944212069,104.126176533685,140.797387926441,151.794741849112,158.054953199774,215.060728807294,122.469144686569
"1998-08-01",252.389329832377,169.27226060023,160.301279343714,141.693496212532,160.742409495511,137.797387717725,143.405330452084,189.338963658073,169.400293812979,150.870362535666,144.328875516698,108.092311657158,135.208308977846,150.120204635692,161.135749517544,206.091044812958,114.733920768128
"1998-09-01",252.432218822081,167.82570630267,165.773165166506,132.254256746891,157.338478664266,133.2630431473,148.551420446386,189.37575297644,171.009497779041,146.847516529099,138.315941470988,106.922104200658,135.428312215411,159.928886966432,158.036909613358,208.784342450088,120.182538460951
"1998-10-01",251.109365607418,169.369388892476,165.655994431899,137.79816558553,153.873591316339,133.217212220262,144.401745684906,190.525042583521,165.892338728653,153.83579071457,155.476372562406,103.218267775459,132.756256171599,172.112336512548,162.033027762567,211.571367085518,117.798797217362
"1998-11-01",249.670390327862,170.123866668133,163.23401433026,136.367971010442,156.910528742575,139.4076266639,141.036430713839,189.776698080299,164.359020295387,152.771418228422,146.213879794471,103.891561698113,134.259774745388,161.114702980019,159.738558869963,209.565073549279,126.47181545457
"1998-12-01",246.876777360627,164.665420240225,166.890550437582,137.458675803177,154.640572259621,141.614596506009,146.339885479792,188.931479282504,175.328069216603,157.214530752444,142.075296838866,104.932314559887,134.471282528635,168.174307648636,166.613648305023,209.077556277409,115.548132108368
"1999-01-01",250.04435647765,169.29087035624,164.530797698665,146.903061662044,156.050119788226,138.704589887079,135.560471297137,187.873010267783,169.828013989023,150.356060136681,155.823273050233,107.892058664894,136.571134152472,161.86806593079,164.036298395687,215.62587982257,108.483702665762
"1999-02-01",248.907666581609,168.473917776399,171.678741728244,141.978738397383,154.028152423715,146.07304113257,137.523274853311,189.255360340055,165.508323114875,151.584528970425,143.892185561499,102.928551693178,136.678490835623,146.719218322197,165.908528362529,218.390385750744,109.734836330875
"1999-03-01",245.395094561638,169.364883530395,167.659026753514,140.378913899009,154.430403775153,143.24062750775,154.011573543141,187.028180032392,166.978070985162,146.803138997628,149.34105586367,101.950335645142,126.400198608856,152.612965747856,162.440709132735,215.602291925269,113.599093765782
"1999-04-01",249.203566830497,169.388326279869,168.897492901353,138.528973035257,158.688741482078,145.526389872645,143.606455113313,190.517842702608,168.486833156489,147.930202805838,153.632495688696,100.104174213514,131.846606734819,164.394861153681,163.374683632243,209.421520921292,118.127333802727
"1999-05-01",246.681889751381,171.227737045067,146.652267081329,135.580084169644,156.4564943274,140.681391174754,152.153852177823,185.452155805382,172.955309139337,150.322062260794,144.246411235547,106.160969189485,134.013615662199,156.857405803412,161.553527693379,211.961326295289,115.354566622109
"1999-06-01",247.588700757695,165.283838221802,160.083697406197,142.81734453333,153.438580021004,135.325853130523,149.063857993613,186.810375461496,169.807333429499,157.778434055477,154.565578957488,104.836863108964,131.263684480231,155.178446245224,163.175499959212,210.593019373544,112.334741480382
"1999-07-01",249.761475820537,168.815475257935,160.482095152041,138.819757034783,155.920167696769,136.027635808196,152.193438215811,190.092222713159,169.384131379996,151.200847027096,161.797477163234,100.206891752526,132.269100110745,152.945058136246,158.878886374704,217.641417320525,109.944395610731
"1999-08-01",246.104076961312,169.193641068944,164.081722139839,136.945228204691,156.120268688888,137.782858278976,148.2103259266,188.994340659102,170.289726057526,151.898539280724,151.443957269249,97.1384609202485,135.486336444117,155.462159316104,160.345913037885,213.938690782639,122.408907609297
"1999-09-01",250.263962179185,164.826901563824,159.202061665985,140.900875025429,157.479531385491,136.985238322901,144.618982222972,190.026534694327,173.525277663637,148.78783265347,153.257365753187,101.950366509503,131.565332417239,158.647578556631,161.768628227659,215.472567901198,118.685762082739
"1999-10-01",244.68054440183,168.235161456987,158.530515680064,138.706982051251,157.443745670473,140.071316174692,145.240752709654,187.417517065183,167.822827256424,151.500629460442,152.483713875623,104.122216229903,137.38823552207,161.11761310417,162.932929211147,210.458792100009,109.103113553616
"1999-11-01",247.922090850217,167.267690367029,161.193755773887,137.108380945345,152.261032476517,143.088122526069,145.01876207091,190.33434118681,166.592270680455,150.284615050451,164.321742241469,100.381795133942,132.384489526526,160.413264024263,159.50728985381,221.859879769343,104.876035165372
"1999-12-01",249.708722050382,168.799938869419,164.603969807477,138.761711237586,155.515706103349,142.868239068985,147.774448157545,190.166867136134,170.728480455667,149.609363421567,167.342031106494,103.099960618372,132.607486664497,174.098958687118,162.912760521189,212.85929028251,114.787048341643
"2000-01-01",246.152382889489,170.021794509754,166.880647536632,140.47531167955,158.630504169801,138.946241753665,147.274636844835,189.334225050268,169.347962186929,149.187489841358,154.177916180101,101.831157622504,132.509597558425,160.269888738627,163.529499290143,221.014463980139,109.761525332031
"2000-02-01",253.113028542063,166.403015794663,172.163045108297,141.283082956404,155.689517925299,143.984259474316,144.098274911757,191.999506145458,176.671904195704,154.804125348581,150.565791558637,95.602592019293,141.917523895415,169.295521893386,166.419325131898,225.922881615231,110.710917276688
"2000-03-01",249.379542364539,170.476875220276,169.337573252553,144.575245219926,153.971310700472,145.254877411563,146.187228892244,189.803025386182,169.407292799448,153.527276623753,164.714065908179,99.5744453104639,133.376651920475,154.698706946204,157.917780675534,218.568447893455,111.346841475931
"2000-04-01",255.036458877793,166.600843253186,168.714330980361,140.748918116361,160.89161123864,135.678592264547,155.71881315254,189.242494129854,176.602502137177,150.358283180644,149.37385492245,98.0613755789854,129.407898163694,169.270145655236,160.597397281073,203.409437600015,104.210570877083
"2000-05-01",251.366536872711,170.425127668464,167.39227914785,141.939566912099,160.124549471492,141.761235368032,148.746743473765,191.651370155653,174.075812580985,150.795942822137,160.234013097446,104.548257158056,134.326438861536,155.793613944916,161.813463368845,212.619128699328,114.617891213248
"2000-06-01",248.429093138223,168.488597167095,166.610663998149,144.456671819176,157.447243237433,137.658546012759,150.076231303482,190.148994178525,172.511690948884,149.310859968583,153.195808592954,103.731960139254,137.567182498713,159.025699520471,158.974155301146,218.804469541217,109.680407108173
"2000-07-01",252.914350978762,170.372116906931,167.91505921888,148.193392657687,159.649962018011,140.756707742722,144.708880104057,192.767506276534,171.804207556267,152.797601850068,151.417755154329,100.664716365197,135.862379952301,159.89451579662,157.997884208727,219.745491249674,112.03382740157
"2000-08-01",251.481648117657,167.469465621989,163.385955559179,138.694605794214,158.086499649714,139.270656852578,152.956138511832,190.895371917391,163.896590313947,148.778386295774,149.815716661462,97.2414235411326,136.817314873729,166.65927954248,159.480512461999,214.165982556661,112.035701317008
"2000-09-01",252.294203821868,165.867259353323,165.400287051581,142.936960930024,154.13282760758,138.703916652463,148.586093037811,190.595448633456,170.29093685248,147.850915464799,153.287272682332,103.481632396411,138.161630417741,166.282395410984,161.386464015499,213.304540480521,107.425329239152
"2000-10-01",247.632793773905,170.758970297702,163.858124835597,145.111946924055,158.381784368179,139.647929987728,149.191386252971,192.946323775763,172.640322967419,154.680945546526,170.819389996853,99.5710203322847,135.071681574251,158.584751203517,161.48775255818,221.169243692175,103.76956739233
"2000-11-01",249.980964568049,168.049440260079,165.662140402398,140.333289043416,161.963992005975,147.973270897094,143.716229738827,192.240459727765,175.215139986146,153.105008916992,167.111551068664,103.703584136633,133.056115443686,170.812449824139,158.852155490169,211.986578270544,102.897779138369
"2000-12-01",250.400900517243,170.047493383194,166.186490547467,142.213055942525,157.455868447219,142.146573450528,150.892841438411,190.735131186659,168.618503781423,148.191586402922,160.949439791313,103.106463007491,133.007987291091,155.116314606696,163.698453558027,218.624801376173,108.718964813898
"2001-01-01",252.972307417516,168.871601766764,166.773275698446,143.784081897059,159.919397480908,142.529659967728,143.871454818166,192.765233136943,175.106669638859,153.489554138396,162.785731933098,108.499979854374,127.858051346238,163.227013970041,163.048851375677,220.288601114268,114.060177058587
"2001-02-01",254.216203761902,171.7255828804,172.020354897722,130.934769155545,158.030879490267,146.529996160119,146.260507812684,194.995611016571,175.903982900446,152.717025760706,159.28864189568,98.3339959395192,133.915770196906,168.553024497069,163.521297665262,228.42370510466,110.196637938261
"2001-03-01",252.151548569,167.109496179985,169.860703765619,136.548982271937,156.349577552845,145.237363803784,145.985134339395,191.977202070627,172.507474469932,152.282640306151,163.534269757159,103.842126320119,131.870954143239,156.419559884979,159.074928396816,223.348940363991,98.2063281276784
"2001-04-01",255.23951501962,167.421965408126,173.317756313462,139.251909646965,161.621413272402,140.01523204254,147.001019634959,194.72701932132,178.629767748961,150.439753970889,147.290401047356,102.746249439392,133.118594332633,178.088734205169,163.446905143427,220.853582228235,118.321387340472
"2001-05-01",253.999671863948,172.276783984425,167.746751807587,142.399398140524,159.083274677785,142.100605350262,149.39001132517,194.102599808984,180.208436306986,152.511086752101,161.234025285019,107.194719073929,139.558169036282,167.852173982356,163.41384137715,218.740024972223,115.79940250691
"2001-06-01",257.883391567718,170.422175202827,168.700199690753,131.782727707895,160.74829815799,143.067580619196,153.514381659734,194.258832458718,184.305868715275,159.849514831067,164.447035731813,102.35244177821,143.988121840553,166.461633717958,157.855559105286,201.71590648518,113.912677653433
"2001-07-01",256.879242045984,170.579532187069,166.351776653943,141.874536577491,160.149821223638,141.229193307888,156.119723370935,192.550887770732,181.118680431151,154.55888156081,158.160531835231,106.330613106992,140.111807136423,158.247821446271,156.788968867154,218.481180075713,116.552635515482
"2001-08-01",257.645188358532,168.235127402644,168.266179844354,148.028402513737,154.351447392641,137.388523736094,146.499892387649,195.607688471186,181.665124291903,152.346540428984,164.892494643085,103.91961612715,136.761951824141,173.745751431071,161.696170404706,219.012659097057,105.638234360989
"2001-09-01",255.824603008668,171.020189712018,167.909071832666,137.219405115383,153.132151360435,139.971730670968,155.187762889021,196.831273382362,182.864858474621,153.238177945563,177.472460418634,110.512362016267,135.447395446799,182.464171763552,160.081040449798,219.921087819251,103.587620685969
"2001-10-01",260.737718376985,168.20554733224,169.25317501104,154.384102853829,163.847068453731,140.507520259491,150.764571458352,195.611020398655,179.204434995187,155.127856688797,171.068166741703,108.170572309669,136.945450176951,168.922970211742,156.450632738556,216.83012543368,114.19616391975
"2001-11-01",263.21400243064,168.285443830977,170.767613258785,147.826713661583,157.123485951001,147.634893271314,150.89280279361,198.499362723587,188.426216887859,152.7235896467,167.045329536165,104.909582909147,138.217767224436,167.110414870714,163.065941831941,222.832060829087,107.259471800371
"2001-12-01",268.653014396536,176.272689611978,174.596644059754,143.757243571008,162.787159008864,150.135174575294,154.767937738534,200.881526151966,181.792594064344,154.072121566611,165.724600969287,110.355581203969,141.112284767674,184.944682182295,166.586469715475,221.846104753659,111.919460922753
