"SECTION_NAME","SECTION_OFFICE_NAME","GULLY_TYPE_NAME","START_METRES","END_METRES","EASTING","NORTHING"
"7050A0044_03 - DRONES RD2: PHARIS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",363,363,305282,426030
"7050B0092_01 - CUSHLEAKE RD1: LOUGHAREEMA RD TO TORR RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1205,1205,323732,433334
"7050B0092_01 - CUSHLEAKE RD1: LOUGHAREEMA RD TO TORR RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1332,1332,323796,433319
"7050B0062_22 - FINVOY RD2: BALLYMACONNELLY RD TO MONEYLECK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",2012,2012,297008,413682
"7050U5524_32 - BELLISK DR: GORTACLEE RD TO CDS -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",285,285,324190,426933
"7050U4081_03 - BALLYVEELY RD1: PHARIS RD TO KNOCKAHOLLET RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",11,11,305815,425507
"7050A0044_02 - DRONES RD2: BALLYPORTERY RD (LHS) TO PHARIS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",2050,2050,305237,425227
"7050A0044_02 - DRONES RD2: BALLYPORTERY RD (LHS) TO PHARIS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1714,1714,305237,424889
"7050A0044_03 - DRONES RD2: PHARIS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",500,500,305279,426165
"7050B0092_01 - CUSHLEAKE RD1: LOUGHAREEMA RD TO TORR RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1053,1053,323580,433325
"7050U4551_08 - MOUNTAINVIEW HTS 1: CDS (LHS TO CDS (RHS) -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",100,100,291964,432183
"7050B0062_22 - FINVOY RD2: BALLYMACONNELLY RD TO MONEYLECK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",738,738,296481,414841
"7050C0091_14 - MAIN ST3: CHURCH ST TO MEETINGHOUSE ST -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",270,270,294888,425535
"7050U4507_13 - KNOCKHILL PK1: DEAD END(RHS) TO DEAD END(LHS) -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",0,0,294639,426488
"7050U4128_03 - TAUGHEY RD1: MACFIN RD TO BALNAMORE RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1359,1359,291896,425269
"7050B0062_21 - FINVOY RD2: LISHEEGAN RD TO BALLYMACONNELLY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",465,465,295922,417557
"7050U4509_06 - RICHMOND PK1: KILRAUGHTS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",39,39,295903,425954
"7050B0147_01 - NEWAL RD1: COCKPIT BRAE RBT TO FROSSES RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",646,646,295606,426365
"7050U5104_01 - CLOUGHS RD1: GAULTS RD TO END OF BITMAC SURFACE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",829,829,322150,427769
"7050U4060_01 - URBAL RD2: TOBERDONEY RD TO MOYCRAIG RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1253,1253,299196,433091
"7050U4500_04 - BANNFIELD2: FRONT HOUSE 7 TO FRONT HOUSE 38 -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",75,75,294461,424773
"7050B0062_21 - FINVOY RD2: LISHEEGAN RD TO BALLYMACONNELLY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",55,55,295862,417961
"7050B0062_08 - COLERAINE RD2: COLERAINE RD TO TECHNICAL SCHOOL RBT -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",210,210,294618,426144
"7050B0093_01 - KILLAGAN RD1: FROSSES RD TO BELLAGHY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",309,309,304954,418397
"7050B0062_27 - OLD BALLYMENA RD1: BALLYMENA RD TO FENCE AT END -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",226,226,297046,425193
"7050C0079_01 - GLEN RD3: GARRON RD TO ALTMORE BURN BRIDGE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2046,2046,323705,423075
"7050C0084_06 - LAGG RD1: GLENSHESK RD TO HILLSIDE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1399,1399,307787,434645
"7050U5026_03 - CAUSEWAY RD1: CAUSEWAY RD B146 TO END OF BITMAC SURFACE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",124,124,294384,443908
"7050U4504_05 - DOWNVIEW DR1: SEACON RD TO CDS -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",149,149,293934,426940
"7050C0080_01 - LAYDE RD1: KNOCKNACARRY RD TO GLENVILLE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2988,2988,324562,429446
"7050B0096_02 - TOWNHILL RD1: BANN RD TO TAMLAGHT RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",12,12,296378,413148
"7050B0096_02 - TOWNHILL RD1: BANN RD TO TAMLAGHT RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",25,25,296378,413133
"7050U5116_01 - LISNAGAT RD1: CARNBORE RD TO MOYCRAIG RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1546,1546,300236,436924
"7050U5116_01 - LISNAGAT RD1: CARNBORE RD TO MOYCRAIG RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2210,2210,300715,436472
"7050U5042_02 - GLENSTAUGHEY RD1: LAGAVARA RD TO WHITE PK RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",151,151,306370,442968
"7050C0084_03 - COOLKEERAN RD2: LOUGH RD TO GLENBUSH RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1171,1171,308097,426200
"7050C0084_03 - COOLKEERAN RD2: LOUGH RD TO GLENBUSH RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1642,1642,308017,426664
"7050B0093_01 - KILLAGAN RD1: FROSSES RD TO BELLAGHY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",213,213,304973,418492
"7050B0093_01 - KILLAGAN RD1: FROSSES RD TO BELLAGHY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",262,262,304961,418443
"7050C0083_01 - CHURCHFIELD RD1: GLENSHESK RD TO CHURCHFIELD RD U5080 -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2066,2066,314601,439647
"7050C0083_01 - CHURCHFIELD RD1: GLENSHESK RD TO CHURCHFIELD RD U5080 -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1758,1758,314390,439866
"7050U5503_11 - LEYLAND HTS: LEYLAND RD TO LEYLAND AVE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",197,197,310607,440698
"7050U5503_11 - LEYLAND HTS: LEYLAND RD TO LEYLAND AVE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",175,175,310628,440707
"7050U5531_02 - GLEBE AVENUE: GLEBE PARK TO CUL-DE-SAC -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",42,42,296103,433762
"7050U4088_01 - RESERVOIR RD1: ALTNAHINCH RD TO CORKEY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",2952,2952,309418,421913
"7050B0062_15 - MEETINGHOUSE ST1: COCKPIT BRAE RBT TO MAIN ST -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Side Entry",467,467,294913,425547
"7050A5002_33 - GARRON ROAD1: ARDCLINIS BRIDGE TO TOWER RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2551,2551,329390,425013
"7050A5002_30 - COAST RD1: BALLYEAMON RD TO MAIN ST WF -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",787,787,324257,427117
"7050U4517_49 - RACEVIEW AVE: CDS TO CDS -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",102,102,295307,425296
"7050C0084_02 - CORKEY RD1: BALLYWEENY RD TO LOUGH RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",3001,3001,308344,424253
"7050C0084_02 - CORKEY RD1: BALLYWEENY RD TO LOUGH RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",3208,3208,308362,424457
"7050A0026_14 - NEWBRIDGE RD2: END OF DUAL CARRIAGEWAY TO PORTRUSH RD RBT -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",310,310,291295,428120
"7050B0062_22 - FINVOY RD2: BALLYMACONNELLY RD TO MONEYLECK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1271,1271,296689,414351
"7050B0062_22 - FINVOY RD2: BALLYMACONNELLY RD TO MONEYLECK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",537,537,296416,415031
"7050U4142_01 - MAGHERABOY RD2: FINVOY RD TO MULLAN RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",3,3,296523,414744
"7050B0016_04 - GARRYDUFF RD1: GALDANAGH RD TO STATION RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",962,962,301490,419609
"7050U4519_29 - CARNANY PK1: DEAD END (RHS) TO DEAD END (LHS) -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",31,31,296512,425735
"7050A5002_15 - ANN ST1: MARKET ST TO RATHLIN RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",106,106,311509,440792
"7050U5040_01 - CRAIGALAPPIN RD1: STRAID RD TO WHITE PK RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",176,176,302593,440387
"7050U4081_03 - BALLYVEELY RD1: PHARIS RD TO KNOCKAHOLLET RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",180,180,305929,425381
"7050A0043_01 - GLENARIFF RD2: BRIDGE TO NINE GLEN RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2228,2228,319602,420755
"7050A0044_03 - DRONES RD2: PHARIS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",392,392,305283,426059
"7050A0044_03 - DRONES RD2: PHARIS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",517,517,305275,426182
"7050B0062_22 - FINVOY RD2: BALLYMACONNELLY RD TO MONEYLECK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",720,720,296480,414860
"7050C0084_09 - HILLSIDE RD1: ENTRANCE TO FARM TO COLERAINE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",528,528,310625,439809
"7050B0147_11 - CARROWREAGH RD1: BALLINLEA RD TO BALLYKENVER RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",35,35,303548,435971
"7050U5090_01 - TORR RD1: FARRANMACALLAN RD TO FARRANMALLACAN RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",190,190,322755,439950
"7050U5524_15 - MIDDLEPARK AV1: GORTACLEE RD TO CUL DE SAC -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",28,28,324053,427113
"7050U5500_24 - STRAND COTTAGES: STRAND COTTAGES TO CDS -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",44,44,312093,440988
"7050A5002_05 - WHITE PK RD1: BALLYALLAGHT RD TO ISLE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2078,2078,298263,443102
"7050B0147_03 - KIRK RD2: FARREN RD TO TOPP RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1373,1373,297826,429385
"7050U4504_11 - BEECHCROFT: BEECHCROFT TO CUL-DE-SAC -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",142,142,294234,426878
"7050U5099_01 - GLENDUN RD1: CUSHLEAKE RD TO GLENDUN RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",2621,2621,322266,432205
"7050A0026_18 - FROSSES RD1: GLENLOUGH RD TO BURNQUARTER RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1658,1658,299971,423660
"7050U5516_19 - BUSH CRES: CDS TO CDS -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",3,3,294146,440025
"7050B0062_10 - CHARLES ST1: TECHNICAL SCHOOL RBT TO MARKET ST -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",118,118,294759,426012
"7050B0015_03 - GRACEHILL RD1: KINGARIFF RD TO BREGAGH RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",442,442,303630,431039
"7050U4508_32 - CLONEEN DR1: CLONEEN DR TO CUL DE SAC -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",4,4,295490,426354
"7050U5505_32 - LEYLAND PK1:  TO -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",8,8,310805,440849
"7050A0044_02 - DRONES RD2: BALLYPORTERY RD (LHS) TO PHARIS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1795,1795,305233,424970
"7050C0101_03 - ISLANDARRAGH RD1: MOYARGET RD TO MAGHERAMORE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",583,583,306892,437725
"7050B0067_11 - MOYARGET RD1: KILMAHAMOGUE RD TO MAGHERAMORE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",1545,1545,307633,438653
"7050U4140_01 - BENDOORAGH RD1: VOW RD TO LISHEEGAN LN -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",156,156,293232,416178
"7050U4526_16 - THE BRAMBLES 1: KNOCK RD TO ST_17 -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",77,77,297436,431642
"7050U5531_02 - GLEBE AVENUE: GLEBE PARK TO CUL-DE-SAC -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",71,71,296107,433733
"7050U4508_65 - CASTLEHILL GDNS: CASTLEHILL DR TO CDS -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",37,37,295422,426728
"7050U4508_65 - CASTLEHILL GDNS: CASTLEHILL DR TO CDS -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",67,67,295393,426735
"7050C0091_11 - BALNAMORE RD1: BALLYBRAKES RD TO THE MEADOWS -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",921,921,293902,425479
"7050A0026_19 - FROSSES RD1: BURNQUARTER RD TO START OF DUAL CWAY -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1706,1706,301742,422188
"7050B0093_01 - KILLAGAN RD1: FROSSES RD TO BELLAGHY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",487,487,304936,418220
"7050B0093_01 - KILLAGAN RD1: FROSSES RD TO BELLAGHY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",487,487,304929,418221
"7050B0147_11 - CARROWREAGH RD1: BALLINLEA RD TO BALLYKENVER RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",325,325,303756,435772
"7050U4507_01 - QUEENS AV1: PORTRUSH RD TO CUL DE SAC -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",196,196,294510,426555
"7050U4507_01 - QUEENS AV1: PORTRUSH RD TO CUL DE SAC -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",216,216,294502,426573
"7050B0147_03 - KIRK RD2: FARREN RD TO TOPP RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1229,1229,297693,429331
"7050C0081_05 - ALTARICHARD RD2: GLENS BRIDGE TO MOYLE BOUNDARY -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",2110,2110,312288,429468
"7050B0147_08 - BALLINLEA RD1: STRAID RD TO MAGHERY RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",362,362,304272,440623
"7050B0147_08 - BALLINLEA RD1: STRAID RD TO MAGHERY RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",869,869,304400,441111
"7050U4061_01 - LISCONNAN RD1: BENVARDIN RD TO KNOCK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",886,886,295532,432773
"7050U4061_01 - LISCONNAN RD1: BENVARDIN RD TO KNOCK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",964,964,295580,432714
"7050U5500_04 - ALTANANAM PK1: ALTANANAM PK TO KERB LINE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",25,25,310922,440343
"7050U5500_04 - ALTANANAM PK1: ALTANANAM PK TO KERB LINE -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",27,27,310927,440341
"7050A0044_03 - DRONES RD2: PHARIS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1277,1277,305132,426927
"7050U4504_11 - BEECHCROFT: BEECHCROFT TO CUL-DE-SAC -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","?",2,2,294141,426803
"7050B0062_22 - FINVOY RD2: BALLYMACONNELLY RD TO MONEYLECK RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",763,763,296495,414820
"7050U4504_05 - DOWNVIEW DR1: SEACON RD TO CDS -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",69,69,293867,426896
"7050A0044_03 - DRONES RD2: PHARIS RD TO KILRAUGHTS RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",924,924,305201,426581
"7050B0064_15 - BANN RD3: BANN BRIDGE TO GLEBE RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",3292,3292,296635,413095
"7050A0026_14 - NEWBRIDGE RD2: END OF DUAL CARRIAGEWAY TO PORTRUSH RD RBT -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",3465,3465,294123,426991
"7050A5002_12 - STRAID RD3: WHITE PK RD TO NOVALLY RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",95,95,310234,440126
"7050U4501_03 - THE MEADOWS1: THE MEADOWS TO CUL DE SAC -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",72,72,294102,425371
"7050U5526_11 - NEW ST1: CARROWREAGH RD TO MAIN ST -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",140,140,306666,432752
"7050B0147_01 - NEWAL RD1: COCKPIT BRAE RBT TO FROSSES RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",708,708,295629,426422
"7050U4060_01 - URBAL RD2: TOBERDONEY RD TO MOYCRAIG RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",1417,1417,299358,433116
"7050U4527_08 - MILL COTTAGE WAY1: MAIN ST TO MILL COTTAGE WAY -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",26,26,300888,430179
"7050B0062_21 - FINVOY RD2: LISHEEGAN RD TO BALLYMACONNELLY RD -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",608,608,295949,417416
"7050B0062_08 - COLERAINE RD2: COLERAINE RD TO TECHNICAL SCHOOL RBT -  BALLYMONEY","CAUSEWAY COAST & GLENS - EAST","Surface Type",153,153,294603,426200
"7050C0084_09 - HILLSIDE RD1: ENTRANCE TO FARM TO COLERAINE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",133,133,310455,439470
"7050C0084_09 - HILLSIDE RD1: ENTRANCE TO FARM TO COLERAINE RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",172,172,310482,439496
"7050B0147_11 - CARROWREAGH RD1: BALLINLEA RD TO BALLYKENVER RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",223,223,303680,435839
"7050U5090_01 - TORR RD1: FARRANMACALLAN RD TO FARRANMALLACAN RD -  MOYLE","CAUSEWAY COAST & GLENS - EAST","Surface Type",469,469,322910,439722
