"ENQUIRY_TYPE","ENQUIRY_CATEGORY","DATE_RECORDED","DIVISION","CLIENT_OFFICE_NAME","EASTING","NORTHING","APPROVAL_STATUS_NAME"
"Pothole","Public Enquiry",05/12/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",301978.30079959,354201.51711742,"Completed Enquiries"
"Pothole","Public Enquiry",08/12/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",286523.26686395,369825.75190512,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2014 09:43:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",293772.0630129,354121.52820385,"Completed Enquiries"
"Pothole","Public Enquiry",09/12/2014 15:20:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2014 10:27:00,"ALL CLIENTS","LARNE / BALLYMENA",309372.25,400106.84375,"Completed Enquiries"
"Pothole","Public Enquiry",05/11/2014 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2014 12:57:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",296161.9141938,340163.52441488,"Completed Enquiries"
"Pothole","Public Enquiry",08/12/2014 15:25:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",297417.94600177,417797.59848213,"Completed Enquiries"
"Pothole","Complaints",11/12/2014 16:34:30,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",309870.46973359,325375.274383845,"Completed Enquiries"
"Pothole","Complaints",11/12/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",320184.80660703,353529.89100601,"Completed Enquiries"
"Pothole","Public Enquiry",12/12/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",337647.4340547,384557.2080591,"Completed Enquiries"
"Pothole","Complaints",12/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",315241.53125,370912.96875,"Completed Enquiries"
"Pothole","Public Enquiry",10/12/2014 16:20:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",294235.85485931,425094.02913173,"Completed Enquiries"
"Pothole","Public Enquiry",11/11/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",310260.74837982,361113.57099819,"Completed Enquiries"
"Pothole","Complaints",08/12/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",316717.75672825,366862.04356013,"Completed Enquiries"
"Pothole","Public Enquiry",15/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",329320.59375,368282.71875,"Completed Enquiries"
"Pothole","Public Enquiry",15/12/2014 13:40:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334206.64343358,382154.8491342,"Completed Enquiries"
"Pothole","Public Enquiry",15/12/2014 00:00:00,"EASTERN DIVISION","BELFAST SOUTH",329885.28125,369309.71875,"Completed Enquiries"
"Pothole","Public Enquiry",11/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",279641.9375,401586,"Completed Enquiries"
"Pothole","Public Enquiry",16/12/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",293140.54791636,348625.22340796,"Completed Enquiries"
"Pothole","Complaints",28/11/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",328702.3125,360538.375,"Completed Enquiries"
"Pothole","Public Enquiry",12/11/2014 15:06:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",292794.81124623,339121.91338685,"Completed Enquiries"
"Pothole","Complaints",16/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327276.25,353085.375,"Completed Enquiries"
"Pothole","Public Enquiry",16/12/2014 12:14:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",224902.74855792,343675.05753887,"Completed Enquiries"
"Pothole","Public Enquiry",17/11/2014 09:05:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",306726.04705437,420515.73830555,"Completed Enquiries"
"Pothole","Complaints",17/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327276.25,353085.375,"Completed Enquiries"
"Pothole","Public Enquiry",17/12/2014 11:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243071.203125,418231.71875,"Completed Enquiries"
"Pothole","Complaints",18/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",316536.59375,369381.96875,"Completed Enquiries"
"Pothole","Complaints",18/12/2014 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",239221.032658963,410470.115014411,"Completed Enquiries"
"Pothole","Complaints",18/12/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302683.78849414,360963.664704,"Completed Enquiries"
"Pothole","Public Enquiry",19/12/2014 14:50:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",18/12/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",314424.20151319,369903.00048161,"Completed Enquiries"
"Pothole","Complaints",19/12/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",328128.97930707,366489.03418625,"Completed Enquiries"
"Pothole","Public Enquiry",22/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333915.9375,374326.4375,"Enquiries In Progress"
"Pothole","Public Enquiry",22/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333916.625,374094.96875,"Completed Enquiries"
"Pothole","Public Enquiry",23/12/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",330323.59375,382995.125,"Completed Enquiries"
"Pothole","Public Enquiry",23/12/2014 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334332.21875,384390.8125,"Completed Enquiries"
"Pothole","Public Enquiry",17/11/2014 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",290489.36704754,311348.97432229,"Completed Enquiries"
"Pothole","Public Enquiry",23/12/2014 11:40:38,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",310937.99619945,322037.01468387,"Completed Enquiries"
"Pothole","Public Enquiry",28/12/2014 14:15:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",240054.84375,414582.34375,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333349.09375,375216.4375,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2014 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",18/12/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",316296.29491755,356369.38507395,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2014 12:26:00,"NORTHERN DIVISION","LARNE / BALLYMENA",304456.59375,405290.53125,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2014 13:30:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243995.875,420829.4375,"Completed Enquiries"
"Pothole","Public Enquiry",29/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",331688.125,374555,"Completed Enquiries"
"Pothole","Complaints",30/12/2014 12:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243592.390625,416199.5,"Completed Enquiries"
"Pothole","Public Enquiry",30/12/2014 14:28:00,"NORTHERN DIVISION","LARNE / BALLYMENA",314968.09375,400851.5,"Completed Enquiries"
"Pothole","Public Enquiry",31/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",332233.375,373876.53125,"Completed Enquiries"
"Pothole","Public Enquiry",31/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333349.09375,375216.4375,"Completed Enquiries"
"Pothole","Complaints",01/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",312834.8125,367601.71875,"Completed Enquiries"
"Pothole","Complaints",02/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",320120.9375,369130.4375,"Completed Enquiries"
"Pothole","Public Enquiry",02/01/2015 11:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",243995.875,420829.4375,"Completed Enquiries"
"Pothole","Complaints",20/11/2014 14:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",333565.54069796,317046.73394192,"Completed Enquiries"
"Pothole","Public Enquiry",20/11/2014 14:10:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",05/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",324855.09375,366175.34375,"Completed Enquiries"
"Pothole","Complaints",27/11/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",333788.4375,365577.0625,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 12:30:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",254599.015625,333410.53125,"Completed Enquiries"
"Pothole","Correspondence",05/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 09:50:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",251954.046875,412149.25,"Completed Enquiries"
"Pothole","Complaints",20/11/2014 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",317611.16360809,355494.43975649,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 10:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",241633.0625,416021.5625,"Completed Enquiries"
"Pothole","Complaints",05/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",321987.28125,362896.65625,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",245605.359375,359724.375,"Completed Enquiries"
"Pothole","Public Enquiry",05/01/2015 00:00:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",289675.20211579,440926.691423779,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2015 09:30:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",253161.984375,404939.46875,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2015 09:30:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",254483.859375,404719.5,"Completed Enquiries"
"Pothole","Complaints",06/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (SOUTH)",285097.04958995,365663.278713795,"Completed Enquiries"
"Pothole","Public Enquiry",06/01/2015 14:43:00,"NORTHERN DIVISION","CAUSEWAY COAST & GLENS (WEST)",285092.625,410115.25,"Completed Enquiries"
"Pothole","Complaints",06/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",325431,373255.21875,"Completed Enquiries"
"Pothole","Complaints",06/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323822,363605.75,"Completed Enquiries"
"Pothole","Complaints",23/11/2014 13:45:00,"ALL CLIENTS","LARNE / BALLYMENA",336195.15625,405839.65625,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332652.28125,384064.4375,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",334653.6875,382583.3125,"Enquiries In Progress"
"Pothole","Public Enquiry",07/01/2015 11:32:22,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",19/11/2014 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",287551.58699509,314132.21486102,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 12:04:00,"NORTHERN DIVISION","LARNE / BALLYMENA",315379.0625,406482.65625,"Completed Enquiries"
"Pothole","Public Enquiry",11/12/2014 00:00:00,"NORTHERN DIVISION","MID ULSTER (NORTH)",295083.125,389445.40625,"Completed Enquiries"
"Pothole","Complaints",24/11/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",323822,360595.5625,"Completed Enquiries"
"Pothole","Public Enquiry",25/11/2014 00:00:00,"EASTERN DIVISION","BELFAST SOUTH",329885.28125,369309.71875,"Completed Enquiries"
"Pothole","Complaints",06/01/2015 00:00:00,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",311721.98361513,344544.98819099,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 14:15:00,"NORTHERN DIVISION","LARNE / BALLYMENA",308525.125,406437.90625,"Completed Enquiries"
"Pothole","Public Enquiry",25/11/2014 10:08:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",324135.01051212,432019.21146987,"Completed Enquiries"
"Pothole","Public Enquiry",07/01/2015 16:13:00,"NORTHERN DIVISION","LARNE / BALLYMENA",308525.125,406437.90625,"Completed Enquiries"
"Pothole","Complaints",07/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",326678.60515383,364259.37922688,"Completed Enquiries"
"Pothole","Complaints",07/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",326678.0689319,364259.39862966,"Completed Enquiries"
"Pothole","Public Enquiry",26/11/2014 14:12:00,"ALL CLIENTS","LARNE / BALLYMENA",330889.28125,403522.875,"Completed Enquiries"
"Pothole","Complaints",26/11/2014 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",316284.04799949,359933.95050587,"Completed Enquiries"
"Pothole","Public Enquiry",27/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291484.40625,395523.1875,"Completed Enquiries"
"Pothole","Public Enquiry",27/11/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283653.41357283,384631.87155663,"Completed Enquiries"
"Pothole","Complaints",08/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",326678.59687992,364260.36167902,"Completed Enquiries"
"Pothole","Public Enquiry",08/01/2015 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",315620.53139622,333484.70916395,"Completed Enquiries"
"Pothole","Public Enquiry",08/01/2015 16:29:00,"NORTHERN DIVISION","LARNE / BALLYMENA",304760.59375,401439.5625,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",329320.59375,368282.71875,"Completed Enquiries"
"Pothole","Complaints",17/12/2014 10:29:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",327276.25,353085.375,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",334240.59375,373983.28125,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"ALL CLIENTS","FERMANAGH & OMAGH (EAST)",256264.546875,386563.96875,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",335064.5625,377741.125,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",332592.31618208,392539.531661,"Completed Enquiries"
"Pothole","Public Enquiry",08/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",08/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302455.96252458,358009.50442652,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",332151.5625,373251.84375,"Completed Enquiries"
"Pothole","Public Enquiry",22/12/2014 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",274493.05848175,377857.69608084,"Completed Enquiries"
"Pothole","Complaints",02/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",326821.0625,364263.375,"Completed Enquiries"
"Pothole","Public Enquiry",15/11/2014 14:27:00,"ALL CLIENTS","CAUSEWAY COAST & GLENS (EAST)",314167.42582078,441464.47334257,"Completed Enquiries"
"Pothole","Complaints",07/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",326677.11620056,364258.17603249,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283118.1034132,372449.62392132,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 11:58:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",291808.54170146,357776.84069161,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",340217.09154513,388318.06921973,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 00:00:00,"EASTERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (EAST)",349574.51206344,343753.2102755,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 15:36:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (WEST)",296703.98870665,342779.96641866,"Enquiries In Progress"
"Pothole","Public Enquiry",12/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",329392.59815697,390293.13873726,"Completed Enquiries"
"Pothole","Public Enquiry",12/01/2015 16:45:00,"NORTHERN DIVISION","LARNE / BALLYMENA",299377.28125,409140.21875,"Completed Enquiries"
"Pothole","Complaints",13/01/2015 11:29:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",238139.01027202,400562.37858384,"Completed Enquiries"
"Pothole","Public Enquiry",13/01/2015 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",13/01/2015 14:38:00,"NORTHERN DIVISION","LARNE / BALLYMENA",311062.0625,397082.34375,"Completed Enquiries"
"Pothole","Public Enquiry",13/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",294752.764749833,386006.080083968,"Completed Enquiries"
"Pothole","Public Enquiry",30/07/2014 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",300979.4310324,349253.30954314,"Completed Enquiries"
"Pothole","Public Enquiry",26/11/2014 14:59:00,"ALL CLIENTS","LARNE / BALLYMENA",339491.09375,402140.75,"Completed Enquiries"
"Pothole","Complaints",12/12/2014 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",328431.96875,361241.0625,"Completed Enquiries"
"Pothole","Public Enquiry",14/01/2015 14:10:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Complaints",14/01/2015 15:29:13,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",307500.84768672,333732.070954455,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302517.67343548,358063.89537207,"Completed Enquiries"
"Pothole","Public Enquiry",16/12/2014 09:10:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",15/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",331372.46875,375376.65625,"Completed Enquiries"
"Pothole","Public Enquiry",15/01/2015 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",15/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",341135.20642239,388713.56053508,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333994.6875,375104.6875,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 10:59:00,"NORTHERN DIVISION","LARNE / BALLYMENA",298045.125,404020.21875,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"EASTERN DIVISION","BELFAST NORTH",330880.34375,374150.53125,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",284033.55155077,378563.21452967,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 12:30:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",244086.703125,418945.625,"Completed Enquiries"
"Pothole","Public Enquiry",15/01/2015 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",246734.15625,416946.21875,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 12:45:00,"NORTHERN DIVISION","LARNE / BALLYMENA",314466.8125,397066.71875,"Completed Enquiries"
"Pothole","Public Enquiry",08/01/2015 00:00:00,"WESTERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Complaints",25/11/2014 00:00:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",231660.02645349,380991.10781688,"Completed Enquiries"
"Pothole","Public Enquiry",02/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",31/12/2014 15:37:28,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",31/12/2014 15:31:18,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",31/12/2014 15:28:11,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",31/12/2014 15:26:00,"NORTHERN DIVISION","LARNE / BALLYMENA",310995.59375,400768.875,"Completed Enquiries"
"Pothole","Public Enquiry",24/11/2014 00:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",311340.63206563,321649.65830159,"Completed Enquiries"
"Pothole","Public Enquiry",19/12/2014 09:57:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",04/12/2014 11:00:00,"SOUTHERN DIVISION","NEWRY MOURNE & DOWN (WEST)",309799.36929714,325453.46012017,"Completed Enquiries"
"Pothole","Complaints",22/11/2014 16:00:00,"ALL CLIENTS","LARNE / BALLYMENA",338145.65625,403966.15625,"Completed Enquiries"
"Pothole","Complaints",24/11/2014 10:05:07,"ALL CLIENTS","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",332021.71858142,338388.85594962,"Completed Enquiries"
"Pothole","Public Enquiry",23/09/2014 14:59:00,"ALL CLIENTS","LARNE / BALLYMENA",308667.8125,403306.96875,"Completed Enquiries"
"Pothole","Public Enquiry",14/11/2014 08:31:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",226563.97024985,326647.79687404,"New Enquiries"
"Pothole","Public Enquiry",12/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",31/12/2014 00:00:00,"EASTERN DIVISION","BELFAST NORTH",333349.09375,375216.4375,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 16:02:01,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",09/01/2015 15:47:00,"NORTHERN DIVISION","LARNE / BALLYMENA",303726.75,397833.1875,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 15:49:23,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",16/01/2015 13:55:59,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282922.07284544,372534.76591005,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 14:28:00,"NORTHERN DIVISION","LARNE / BALLYMENA",308539.375,408385,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",301287.77634296,353784.27325701,"Completed Enquiries"
"Pothole","Complaints",16/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",302718.34375,358212.59375,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 15:33:00,"NORTHERN DIVISION","LARNE / BALLYMENA",309263.75,403923.46875,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 15:43:00,"NORTHERN DIVISION","LARNE / BALLYMENA",304058.90625,407068.03125,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",328863.75923556,390981.36330794,"Completed Enquiries"
"Pothole","Public Enquiry",16/12/2014 13:15:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",16/01/2015 13:15:00,"ALL CLIENTS","FERMANAGH & OMAGH (WEST)",235328.8125,348210.34375,"New Enquiries"
"Pothole","Public Enquiry",16/01/2015 17:05:00,"WESTERN DIVISION","LONDONDERRY & STRABANE",242264.78125,416486.84375,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 09:42:00,"EASTERN DIVISION","BELFAST SOUTH",330907.222250445,368167.92545085,"Completed Enquiries"
"Pothole","Complaints",19/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",319061.875,366127.625,"Completed Enquiries"
"Pothole","Complaints",19/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",319923.84375,364751.21875,"Completed Enquiries"
"Pothole","Complaints",19/01/2015 00:00:00,"EASTERN DIVISION","CASTLEREAGH / LISBURN",321825.375,364620.4375,"Completed Enquiries"
"Pothole","Public Enquiry",09/01/2015 00:00:00,"ALL CLIENTS","NEWRY MOURNE & DOWN (WEST)",293113.22949396,316245.88179849,"Completed Enquiries"
"Pothole","Complaints",22/01/2015 00:00:00,"EASTERN DIVISION","BELFAST SOUTH",336220.59375,372383,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",292845.21777859,384996.53363906,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291631.52705898,379324.1222716,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"SOUTHERN DIVISION","ARMAGH CITY, BANBRIDGE & CRAIGAVON (EAST)",303589.84375,353238.875,"Completed Enquiries"
"Pothole","Correspondence",19/01/2015 00:00:00,"NORTHERN DIVISION","?",0,0,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"ALL CLIENTS","MID ULSTER (NORTH)",290972.54564534,376241.29789172,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"NORTHERN DIVISION","NEWTOWNABBEY / CARRICK",339883.1875,388254.875,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",282920.90691548,372534.19088261,"Completed Enquiries"
"Pothole","Complaints",09/01/2015 00:00:00,"ALL CLIENTS","CASTLEREAGH / LISBURN",325431,373255.21875,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",283899.94982779,371551.2480141,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"WESTERN DIVISION","MID ULSTER (NORTH)",291368.14161216,384305.396662,"Completed Enquiries"
"Pothole","Public Enquiry",19/01/2015 00:00:00,"SOUTHERN DIVISION","?",0,0,"New Enquiries"
