Council/Group Name,Financial Item,FY Ending,Value ($000)
Matamata-Piako District,9005_Total assets (H),2020,$712944
Matamata-Piako District,9005_Total assets (H),2021,$786428
Matamata-Piako District,9005_Total assets (H),2022,$785343
Matamata-Piako District,9006_Borrowing (total debt),2013,$52569
Matamata-Piako District,9006_Borrowing (total debt),2014,$57981
Matamata-Piako District,9006_Borrowing (total debt),2015,$59658
Matamata-Piako District,9006_Borrowing (total debt),2016,$63500
Matamata-Piako District,9006_Borrowing (total debt),2017,$66404
Matamata-Piako District,9006_Borrowing (total debt),2018,$66423
Matamata-Piako District,9006_Borrowing (total debt),2019,$65679
Matamata-Piako District,9006_Borrowing (total debt),2020,$77147
Matamata-Piako District,9006_Borrowing (total debt),2021,$76576
Matamata-Piako District,9006_Borrowing (total debt),2022,$72041
Matamata-Piako District,9007_Other liabilities,2013,$5430
Matamata-Piako District,9007_Other liabilities,2014,$5536
Matamata-Piako District,9007_Other liabilities,2015,$5643
Matamata-Piako District,9007_Other liabilities,2016,$5760
Matamata-Piako District,9007_Other liabilities,2017,$5869
Matamata-Piako District,9007_Other liabilities,2018,$6022
Matamata-Piako District,9007_Other liabilities,2019,$6174
Matamata-Piako District,9007_Other liabilities,2020,$6329
Matamata-Piako District,9007_Other liabilities,2021,$6498
Matamata-Piako District,9007_Other liabilities,2022,$6633
Matamata-Piako District,9008_Total liabilities (I),2013,$57999
Matamata-Piako District,9008_Total liabilities (I),2014,$63517
Matamata-Piako District,9008_Total liabilities (I),2015,$65301
Matamata-Piako District,9008_Total liabilities (I),2016,$69260
Matamata-Piako District,9008_Total liabilities (I),2017,$72273
Matamata-Piako District,9008_Total liabilities (I),2018,$72445
Matamata-Piako District,9008_Total liabilities (I),2019,$71853
Matamata-Piako District,9008_Total liabilities (I),2020,$83476
Matamata-Piako District,9008_Total liabilities (I),2021,$83074
Matamata-Piako District,9008_Total liabilities (I),2022,$78674
Matamata-Piako District,9009_Public equity (H-I),2013,$542900
Matamata-Piako District,9009_Public equity (H-I),2014,$543482
Matamata-Piako District,9009_Public equity (H-I),2015,$561511
Matamata-Piako District,9009_Public equity (H-I),2016,$564538
Matamata-Piako District,9009_Public equity (H-I),2017,$566089
Matamata-Piako District,9009_Public equity (H-I),2018,$626379
Matamata-Piako District,9009_Public equity (H-I),2019,$627943
Matamata-Piako District,9009_Public equity (H-I),2020,$629469
Matamata-Piako District,9009_Public equity (H-I),2021,$703354
Matamata-Piako District,9009_Public equity (H-I),2022,$706669
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Waipa District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Waipa District,9002_Other assets,2013,$20227
Waipa District,9002_Other assets,2014,$18858
Waipa District,9002_Other assets,2015,$18368
Waipa District,9002_Other assets,2016,$18391
Waipa District,9002_Other assets,2017,$17415
Waipa District,9002_Other assets,2018,$18153
Waipa District,9002_Other assets,2019,$18638
Waipa District,9002_Other assets,2020,$18603
Waipa District,9002_Other assets,2021,$19532
Waipa District,9002_Other assets,2022,$19986
Waipa District,9003_Total fixed assets,2013,$1236489
Waipa District,9003_Total fixed assets,2014,$1352320
Waipa District,9003_Total fixed assets,2015,$1419676
Waipa District,9003_Total fixed assets,2016,$1494560
Waipa District,9003_Total fixed assets,2017,$1584710
Waipa District,9003_Total fixed assets,2018,$1661582
Waipa District,9003_Total fixed assets,2019,$1730522
Waipa District,9003_Total fixed assets,2020,$1818207
Waipa District,9003_Total fixed assets,2021,$1872867
Waipa District,9003_Total fixed assets,2022,$1932970
Waipa District,9004_Cash & financial investments/monetary assets,2013,$5919
Waipa District,9004_Cash & financial investments/monetary assets,2014,$5081
Waipa District,9004_Cash & financial investments/monetary assets,2015,$5081
Waipa District,9004_Cash & financial investments/monetary assets,2016,$5424
Waipa District,9004_Cash & financial investments/monetary assets,2017,$5106
Waipa District,9004_Cash & financial investments/monetary assets,2018,$4975
Waipa District,9004_Cash & financial investments/monetary assets,2019,$5302
Waipa District,9004_Cash & financial investments/monetary assets,2020,$5463
Waipa District,9004_Cash & financial investments/monetary assets,2021,$5006
Waipa District,9004_Cash & financial investments/monetary assets,2022,$5234
Waipa District,9005_Total assets (H),2013,$1262635
Waipa District,9005_Total assets (H),2014,$1376259
Waipa District,9005_Total assets (H),2015,$1443125
Waipa District,9005_Total assets (H),2016,$1518375
Waipa District,9005_Total assets (H),2017,$1607231
Waipa District,9005_Total assets (H),2018,$1684710
Waipa District,9005_Total assets (H),2019,$1754462
Waipa District,9005_Total assets (H),2020,$1842273
Waipa District,9005_Total assets (H),2021,$1897405
Waipa District,9005_Total assets (H),2022,$1958190
Waipa District,9006_Borrowing (total debt),2013,$28000
Waipa District,9006_Borrowing (total debt),2014,$35500
Waipa District,9006_Borrowing (total debt),2015,$42500
Waipa District,9006_Borrowing (total debt),2016,$52500
Waipa District,9006_Borrowing (total debt),2017,$62500
Waipa District,9006_Borrowing (total debt),2018,$72000
Waipa District,9006_Borrowing (total debt),2019,$69000
Waipa District,9006_Borrowing (total debt),2020,$59500
Waipa District,9006_Borrowing (total debt),2021,$56500
Waipa District,9006_Borrowing (total debt),2022,$53500
Waipa District,9007_Other liabilities,2013,$9899
Waipa District,9007_Other liabilities,2014,$9465
Waipa District,9007_Other liabilities,2015,$9499
Waipa District,9007_Other liabilities,2016,$9670
Waipa District,9007_Other liabilities,2017,$9890
Waipa District,9007_Other liabilities,2018,$10128
Waipa District,9007_Other liabilities,2019,$10378
Waipa District,9007_Other liabilities,2020,$10634
Waipa District,9007_Other liabilities,2021,$10934
Waipa District,9007_Other liabilities,2022,$11234
Waipa District,9008_Total liabilities (I),2013,$37899
Waipa District,9008_Total liabilities (I),2014,$44965
Waipa District,9008_Total liabilities (I),2015,$51999
Waipa District,9008_Total liabilities (I),2016,$62170
Waipa District,9008_Total liabilities (I),2017,$72390
Waipa District,9008_Total liabilities (I),2018,$82128
Waipa District,9008_Total liabilities (I),2019,$79378
Waipa District,9008_Total liabilities (I),2020,$70134
Waipa District,9008_Total liabilities (I),2021,$67434
Waipa District,9008_Total liabilities (I),2022,$64734
Waipa District,9009_Public equity (H-I),2013,$1224736
Waipa District,9009_Public equity (H-I),2014,$1331294
Waipa District,9009_Public equity (H-I),2015,$1391126
Waipa District,9009_Public equity (H-I),2016,$1456205
Waipa District,9009_Public equity (H-I),2017,$1534841
Waipa District,9009_Public equity (H-I),2018,$1602582
Waipa District,9009_Public equity (H-I),2019,$1675084
Waipa District,9009_Public equity (H-I),2020,$1772139
Waipa District,9009_Public equity (H-I),2021,$1829971
Waipa District,9009_Public equity (H-I),2022,$1893456
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2013,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2014,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2015,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2016,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2017,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2018,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2019,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2020,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2021,$4911
Taupo District,"9001_Investment in CCOs, CCTOs & other entities",2022,$4911
Taupo District,9002_Other assets,2013,$18546
Taupo District,9002_Other assets,2014,$17044
Taupo District,9002_Other assets,2015,$15219
Taupo District,9002_Other assets,2016,$14952
Taupo District,9002_Other assets,2017,$15646
Taupo District,9002_Other assets,2018,$15669
Taupo District,9002_Other assets,2019,$16362
Taupo District,9002_Other assets,2020,$17102
Taupo District,9002_Other assets,2021,$17930
Taupo District,9002_Other assets,2022,$18706
Taupo District,9003_Total fixed assets,2013,$1306606
Taupo District,9003_Total fixed assets,2014,$1351660
Taupo District,9003_Total fixed assets,2015,$1377396
Taupo District,9003_Total fixed assets,2016,$1433480
Taupo District,9003_Total fixed assets,2017,$1487467
Taupo District,9003_Total fixed assets,2018,$1522259
Taupo District,9003_Total fixed assets,2019,$1586998
Taupo District,9003_Total fixed assets,2020,$1653830
Taupo District,9003_Total fixed assets,2021,$1702370
Taupo District,9003_Total fixed assets,2022,$1787423
Taupo District,9004_Cash & financial investments/monetary assets,2013,$84018
Taupo District,9004_Cash & financial investments/monetary assets,2014,$84172
Taupo District,9004_Cash & financial investments/monetary assets,2015,$84170
Taupo District,9004_Cash & financial investments/monetary assets,2016,$86745
Taupo District,9004_Cash & financial investments/monetary assets,2017,$87647
Taupo District,9004_Cash & financial investments/monetary assets,2018,$85307
Taupo District,9004_Cash & financial investments/monetary assets,2019,$87516
Taupo District,9004_Cash & financial investments/monetary assets,2020,$93506
Taupo District,9004_Cash & financial investments/monetary assets,2021,$104367
Taupo District,9004_Cash & financial investments/monetary assets,2022,$114377
Taupo District,9005_Total assets (H),2013,$1414081
Taupo District,9005_Total assets (H),2014,$1457787
Taupo District,9005_Total assets (H),2015,$1481696
Taupo District,9005_Total assets (H),2016,$1540088
Taupo District,9005_Total assets (H),2017,$1595671
Taupo District,9005_Total assets (H),2018,$1628146
Taupo District,9005_Total assets (H),2019,$1695787
Taupo District,9005_Total assets (H),2020,$1769349
Taupo District,9005_Total assets (H),2021,$1829578
Taupo District,9005_Total assets (H),2022,$1925417
Taupo District,9006_Borrowing (total debt),2013,$180110
Taupo District,9006_Borrowing (total debt),2014,$180581
Taupo District,9006_Borrowing (total debt),2015,$176328
Taupo District,9006_Borrowing (total debt),2016,$173587
Taupo District,9006_Borrowing (total debt),2017,$174064
Taupo District,9006_Borrowing (total debt),2018,$165629
Taupo District,9006_Borrowing (total debt),2019,$158665
Taupo District,9006_Borrowing (total debt),2020,$155934
Taupo District,9006_Borrowing (total debt),2021,$161197
Taupo District,9006_Borrowing (total debt),2022,$159495
Taupo District,9007_Other liabilities,2013,$22047
Taupo District,9007_Other liabilities,2014,$22469
Taupo District,9007_Other liabilities,2015,$22920
Taupo District,9007_Other liabilities,2016,$23424
Taupo District,9007_Other liabilities,2017,$23975
Taupo District,9007_Other liabilities,2018,$24562
Taupo District,9007_Other liabilities,2019,$25189
Taupo District,9007_Other liabilities,2020,$25857
Taupo District,9007_Other liabilities,2021,$26618
Taupo District,9007_Other liabilities,2022,$27448
Taupo District,9008_Total liabilities (I),2013,$202157
Taupo District,9008_Total liabilities (I),2014,$203050
Taupo District,9008_Total liabilities (I),2015,$199248
Taupo District,9008_Total liabilities (I),2016,$197011
Taupo District,9008_Total liabilities (I),2017,$198039
Taupo District,9008_Total liabilities (I),2018,$190191
Taupo District,9008_Total liabilities (I),2019,$183854
Taupo District,9008_Total liabilities (I),2020,$181791
Taupo District,9008_Total liabilities (I),2021,$187815
Taupo District,9008_Total liabilities (I),2022,$186943
Taupo District,9009_Public equity (H-I),2013,$1211924
Taupo District,9009_Public equity (H-I),2014,$1254737
Taupo District,9009_Public equity (H-I),2015,$1282448
Taupo District,9009_Public equity (H-I),2016,$1343077
Taupo District,9009_Public equity (H-I),2017,$1397632
Taupo District,9009_Public equity (H-I),2018,$1437955
Taupo District,9009_Public equity (H-I),2019,$1511933
Taupo District,9009_Public equity (H-I),2020,$1587558
Taupo District,9009_Public equity (H-I),2021,$1641763
Taupo District,9009_Public equity (H-I),2022,$1738474
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2013,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2014,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2015,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2016,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2017,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2018,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2019,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2020,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2021,$2186
Western Bay of Plenty District,"9001_Investment in CCOs, CCTOs & other entities",2022,$2186
Western Bay of Plenty District,9002_Other assets,2013,$11008
