"SECTION_NAME","SECTION_OFFICE_NAME","GULLY_TYPE_NAME","START_METRES","END_METRES","EASTING","NORTHING"
"7065A0025_18 - ARDNABANNON RD1: AUGHLISNAFIN RD U144 TO BALLYLOUGH RD B175 -  DOWN","DOWN","Surface Type",25,25,337409,338082
"7065A0025_04 - STRANGFORD RD3: AUDLEYSTOWN RD TO CASTLE ISLAND RD -  DOWN","DOWN","Surface Type",2857,2857,352390,348050
"7065A0025_04 - STRANGFORD RD3: AUDLEYSTOWN RD TO CASTLE ISLAND RD -  DOWN","DOWN","Surface Type",2936,2936,352316,348020
"7065A0024_03 - NEWCASTLE RD3: MAIN ST C290 TO NEW LINE RD -  DOWN","DOWN","Surface Type",774,774,340603,342721
"7065U4321_01 - DERRYNEILL RD1: C0322 10 MILLVALE RD TO U4326 01 GARGARRY RD -  DOWN","DOWN","Surface Type",175,175,327720,339709
"7065A0025_09 - NEW BRIDGE ST1: NEW BRIDGE ST RBT TO BRIDGE ST -  DOWN","DOWN","Surface Type",0,0,348582,345255
"7065A0050_01 - CASTLEWELLAN RD1: SHIMNA/RAILWAY ST JCT TO CARRIGS RD U208 -  DOWN","DOWN","Surface Type",1050,1050,337389,332645
"7065B0001_02 - DOWNPATRICK RD5: 30MPH ARDGLASS RD TO CREWE RD C283 -  DOWN","DOWN","Surface Type",933,933,354155,338438
"7065U0125_02 - DOWNPATRICK ST2: LISTOODER RD U361 TO MAIN ST A21 -  DOWN","DOWN","Surface Type",331,331,340610,358989
"7065U6201_02 - SLIEVENAMADDY AV1: TULLYBRANNIGAN RD TO TULLYBRANNIGAN RD -  DOWN","DOWN","Surface Type",6,6,336747,330851
"7065U6009_48 - SCOTCH ST PEDESTRIAN1: SAUL WAY TO IRISH STREET A25 -  DOWN","DOWN","Footway Type",76,76,348652,344651
"7065U6300_25 - ROWALLANE DALE1: CROSSGAR RD A7 TO END -  DOWN","DOWN","Surface Type",133,133,340982,358764
"7065U6102_18 - KINEDALE COT1: U6102 14 KINEDALE PK TO END -  DOWN","DOWN","Surface Type",95,95,335631,352864
"7065U0256_07 - KENNEDY PK1: CHAPEL ST TO END -  DOWN","DOWN","Surface Type",66,66,353653,336107
"7065U6960_07 - THE ARCHES1: C0274 03 BARNAMAGHERY RD TO END -  DOWN","DOWN","Surface Type",10,10,345094,357918
"7065U0111_05 - OLD BELFAST RD1: U0111_04 OLD BELFAST RD TO END -  DOWN","DOWN","Surface Type",0,0,336653,355512
"7065C0323_04 - LEITRIM RD2: C0324 01 BACKADERRY RD TO A0050 24 BANN RD -  DOWN","DOWN","Surface Type",181,181,330502,339100
"7065U0178_01 - WOODGRANGE RD1: LOUGHINISLAND RD C278 TO ANNADORN RD -  DOWN","DOWN","Surface Type",1891,1891,344470,345554
"7065C0366_02 - LISMORE RD1: ARDGLASS RD A2 TO CHURCHTOWN RD C283 -  DOWN","DOWN","Surface Type",2033,2033,356579,341773
"7065A0022_08 - COMBER RD1: BRIDGE TO CEMETERY GATES -  DOWN","DOWN","Surface Type",596,596,352777,353332
"7065U0237_01 - BISHOPSCOURT RD1: CREW RD C283 TO BISHOPSCOURT RD U238 -  DOWN","DOWN","Surface Type",89,89,356365,343917
"7065U0314_01 - GLEN RD10: BALLYNOE RD U1204 TO BALLYLUCAS RD C286 -  DOWN","DOWN","Surface Type",812,812,348726,338293
"7065U6003_08 - MARKET ST C/P ENTR1:A0025_12 MARKET STREET TO END -  DOWN","DOWN","Surface Type",22,22,348396,344226
"7065U0631_06 - WARREN CL1: C0287 01 COMMONS RD TO END -  DOWN","DOWN","Surface Type",58,58,343394,336628
"7065A0050_01 - CASTLEWELLAN RD1: SHIMNA/RAILWAY ST JCT TO CARRIGS RD U208 -  DOWN","DOWN","Surface Type",285,285,337633,331931
"7065U6300_40 - GRANGE AV2: THE GRANGE TO THE END -  DOWN","DOWN","Surface Type",19,19,340306,358365
"7065U0180_01 - CRAIGY RD1: LISBURN RD B6 TO OUGHLEY RD C296 -  DOWN","DOWN","Surface Type",239,239,338667,359732
"7065A0025_13 - BALLYDUGAN RD1: LEISURE CENTRE EXIT ROAD TO BALLYKILBEG RD C288 -  DOWN","DOWN","Surface Type",4013,4013,345441,341903
"7065U0125_04 - COMBER RD2: COMBER ST U125 TO BELFAST RD A7 -  DOWN","DOWN","Surface Type",459,459,340893,359661
"7065A0002_28 - SHORE RD3: SHORE RD U240 TO DOWNPATRICK RD A25 -  DOWN","DOWN","Surface Type",430,430,359865,346106
"7065C0370_01 - BALLYLONE RD1: CROSSGAR RD B7 TO PEARTREE RD U359 -  DOWN","DOWN","Surface Type",2198,2198,338863,354394
"7065A0049_03 - MAGHERAKNOCK RD2: LANGLEY RD TO LAUREL RD -  DOWN","DOWN","Surface Type",1430,1430,335245,354548
"7065A0049_03 - MAGHERAKNOCK RD2: LANGLEY RD TO LAUREL RD -  DOWN","DOWN","Surface Type",1639,1639,335093,354691
"7065B0180_02 - BALLYLOUGHLIN RD1: OLD RD C377 TO WATERESK RD C304 -  DOWN","DOWN","Surface Type",1890,1890,338061,334589
"7065A0022_08 - COMBER RD1: BRIDGE TO CEMETERY GATES -  DOWN","DOWN","Surface Type",541,541,352784,353325
"7065C0325_03 - CLANMAGHERY RD1: C0325 01 LACKAN RD TO A0050 23 BALLYWARD RD -  DOWN","DOWN","Surface Type",2945,2945,327747,337389
"7065U0128_01 - GUINESS RD1: DRUMNAQUOILE RD C376 TO DUNMORE RD U129 -  DOWN","DOWN","Surface Type",462,462,334370,344845
"7065U0221_01 - FOFANNY SCHOOL RD1: BRYANSFORD RD B180 TO HILLTOWN RD -  DOWN","DOWN","Surface Type",761,761,326943,331601
"7065U0347_11 - INISHBEG RD1: BENOWEN RD TO END -  DOWN","DOWN","Surface Type",224,224,352290,352120
"7065B0006_02 - CLEALOUGH RD1: LISINAW RD U335 TO DERRYBOY RD C275 -  DOWN","DOWN","Surface Type",180,180,349405,355561
"7065U6105_12 - WINDMILL LN1: CROSSGAR RD TO HARMONY RD -  DOWN","DOWN","Surface Type",178,178,336972,352543
"7065A0002_03 - CENTRAL PROMENADE1: KING ST TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",81,81,337640,330160
"7065A0002_03 - CENTRAL PROMENADE1: KING ST TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",92,92,337632,330169
"7065U6009_26 - CLINTONS PK1: SAUL ST TO END -  DOWN","DOWN","Surface Type",9,9,348959,344948
"7065U6800_53 - GRANGE RD: A0025_22 DUBLIN RD TO U6800_58 GRANGE AVE -  DOWN","DOWN","Surface Type",87,87,333697,335918
"7065U4324_01 - MAGHERAMAYO RD1: C0322 11 BALLYDRUMMAN RD TO U4326 01 GARGARRY RD -  DOWN","DOWN","Surface Type",1532,1532,329387,337666
"7065U6205_15 - BURRENDALE PK RD1: BRACKEN AV TO BRACKEN AV -  DOWN","DOWN","Surface Type",29,29,337610,332407
"7065U6205_15 - BURRENDALE PK RD1: BRACKEN AV TO BRACKEN AV -  DOWN","DOWN","Surface Type",47,47,337623,332394
"7065A0025_13 - BALLYDUGAN RD1: LEISURE CENTRE EXIT ROAD TO BALLYKILBEG RD C288 -  DOWN","DOWN","Surface Type",1795,1795,347225,342782
"7065U6001_28 - VIANSTOWN HTS1: U0303 BISHOPS BRAE TO U6001 29 VIANSTOWN HTS -  DOWN","DOWN","Surface Type",21,21,348663,342771
"7065U0180_01 - CRAIGY RD1: LISBURN RD B6 TO OUGHLEY RD C296 -  DOWN","DOWN","Surface Type",1352,1352,338266,360671
"7065C0293_06 - CARNREAGH RD1: BALLYNAHINCH RD B175 TO DUNMORE RD U129 -  DOWN","DOWN","Surface Type",2314,2314,336332,343820
"7065U1127_04 - SCHOOL RD2: CLARAGH RD U1127 TO BALLYLOUGH RD B175 -  DOWN","DOWN","Surface Type",1559,1559,336792,341041
"7065B0175_07 - DUNMORE RD1: BALLYMACARN RD C292 TO SPA RD U140 -  DOWN","DOWN","Surface Type",524,524,336684,348086
"7065B0175_07 - DUNMORE RD1: BALLYMACARN RD C292 TO SPA RD U140 -  DOWN","DOWN","Surface Type",903,903,336654,348463
"7065U4236_01 - LIGHTHOUSE RD1: C0322 10 MILLVALE RD TO C0323 03 DROMARA RD -  DOWN","DOWN","Surface Type",1406,1406,327933,341229
"7065A0002_27 - ARDGLASS RD2: LISMORE RD C366 TO SHORE RD U240 -  DOWN","DOWN","Surface Type",3053,3053,359214,344633
"7065A0049_02 - MAGHERAKNOCK RD2: LISBURN RD B177 TO LANGLEY RD -  DOWN","DOWN","Surface Type",164,164,336080,353146
"7065B0007_14 - CROSSGAR RD3: DRUMCONNAGHER RD TO BALLYLONE RD C370 -  DOWN","DOWN","Surface Type",317,317,339233,351930
"7065U0229_02 - TULLYBRANNIGAN RD1: SPEED LIMIT TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",484,484,336018,331252
"7065U0229_02 - TULLYBRANNIGAN RD1: SPEED LIMIT TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",560,560,335942,331256
"7065C0281_02 - ST PATRICK'S RD1: BALLINTOGHER RD U1222 TO MEARNE RD U1206 -  DOWN","DOWN","Surface Type",691,691,352587,346996
"7065C0288_06 - BALLYDONNELL RD1: VIANSTOWN RD U316 TO ORCHARD RD U312 -  DOWN","DOWN","Surface Type",1300,1300,345578,338631
"7065C0295_01 - MIDDLE RD1: BALLYNAHINCH RD A21 TO GATE OF NO 48 LHS -  DOWN","DOWN","Surface Type",550,550,339876,358643
"7065U6204_23 - MARGUERITE CRES: MARGUERITE AVE TO END -  DOWN","DOWN","Surface Type",91,91,337201,331980
"7065U6103_18 - WILLOW CRE1: WILLOW CRE TO END -  DOWN","DOWN","Surface Type",43,43,336247,353215
"7065U6105_18 - MEADOWVALE1: CARLISLE AV TO END OF TURNING AREA -  DOWN","DOWN","Surface Type",82,82,337393,352096
"7065U6750_03 - ROURKES DR: BISHOPSCOURT ACCESS RD TO END -  DOWN","DOWN","Surface Type",308,308,358000,342033
"7065C0287_01 - COMMONS RD1: TYRELLA RD A2 TO CARRICKINAB RD U316 -  DOWN","DOWN","Surface Type",1760,1760,343141,336808
"7065C0308_03 - CLONVARAGHAN RD1: SLIEVENISKY RD U152 TO BOUNDARY -  DOWN","DOWN","Surface Type",433,433,333048,342679
"7065U0118_01 - MAGHERATIMPANY RD1: BALLYMAGLAVE RD TO DRUMSNADE RD C291 -  DOWN","DOWN","Surface Type",1948,1948,338469,348677
"7065C0373_01 - TULLYAREE RD1: HILLTOWN RD B180 TO DUBLIN RD A25 -  DOWN","DOWN","Surface Type",3376,3376,328924,333125
"7065C0285_02 - BONECASTLE RD1: VIANSTOWN RD U318 TO ERENAGH RD U306 -  DOWN","DOWN","Surface Type",925,925,348038,340848
"7065U0125_02 - DOWNPATRICK ST2: LISTOODER RD U361 TO MAIN ST A21 -  DOWN","DOWN","Surface Type",22,22,340732,358704
"7065C0325_02 - LACKAN RD1: DUBLIN RD A25 TO ARDAGHY RD U225 -  DOWN","DOWN","Surface Type",2912,2912,328257,334750
"7065U0229_02 - TULLYBRANNIGAN RD1: SPEED LIMIT TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",59,59,336407,331089
"7065U0282_01 - GRANGEEAM RD1: CONIAMSTOWN RD U249 TO END OF BITMAC -  DOWN","DOWN","Surface Type",1901,1901,349251,340531
"7065B0001_03 - ARDGLASS RD2: CREWE RD C283 TO BALLEE RD C285 RHS -  DOWN","DOWN","Surface Type",1258,1258,353438,339465
"7065U1109_02 - DRUMGOOLAND RD1: SEAFORDE RD C289 TO NUTGROVE RD U172 -  DOWN","DOWN","Surface Type",394,394,341902,342582
"7065U0192_01 - WINDMILL RD3: TODD'S HILL B6 TO BELFAST RD A7 -  DOWN","DOWN","Surface Type",57,57,341246,359301
"7065U0210_01 - CHURCHILL RD1: CORRIGS RD TO CASTLEWELLAN RD A50 -  DOWN","DOWN","Surface Type",347,347,336823,333528
"7065A0007_13 - BELFAST RD10: BALLYGOWAN RD A21 TO U0190_03 LESSANS RD LHS -  DOWN","DOWN","Surface Type",1935,1935,339953,361356
"7065A0007_13 - BELFAST RD10: BALLYGOWAN RD A21 TO U0190_03 LESSANS RD LHS -  DOWN","DOWN","Surface Type",1332,1332,340390,360949
"7065A0007_13 - BELFAST RD10: BALLYGOWAN RD A21 TO U0190_03 LESSANS RD LHS -  DOWN","DOWN","Surface Type",1477,1477,340297,361058
"7065U6300_71 - SHREWSBURY HTS1: C0361 02 LISTOODER RD TO END -  DOWN","DOWN","Surface Type",79,79,340508,358291
"7065A0025_19 - MILL HILL1: BALLYLOUGH RD B175 TO STATION RD U35 -  DOWN","DOWN","Surface Type",600,600,335099,336803
"7065A0025_19 - MILL HILL1: BALLYLOUGH RD B175 TO STATION RD U35 -  DOWN","DOWN","Surface Type",718,718,334992,336758
"7065A0025_04 - STRANGFORD RD3: AUDLEYSTOWN RD TO CASTLE ISLAND RD -  DOWN","DOWN","Surface Type",2858,2858,352386,348054
"7065U0171_01 - DUNTURK RD1: DUNMORE RD U129 TO CAULEYS PIPER RD U131 -  DOWN","DOWN","Surface Type",708,708,335355,344230
"7065A0002_15 - MINERSTOWN RD1: BALLYLUCAS RD C286 TO BRIGHT RD C284 -  DOWN","DOWN","Surface Type",33,33,347986,336571
"7065A0002_03 - CENTRAL PROMENADE1: KING ST TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",585,585,337539,330638
"7065U0227_01 - BURREN RD1: BURRENREAGH RD U213 TO MARKET RD U214 -  DOWN","DOWN","Surface Type",455,455,333679,333495
"7065C0280_02 - QUOILE RD1: OLD BELFAST RD A22 TO STRANGFORD RD A25 -  DOWN","DOWN","Surface Type",680,680,349419,346308
"7065C0280_02 - QUOILE RD1: OLD BELFAST RD A22 TO STRANGFORD RD A25 -  DOWN","DOWN","Surface Type",914,914,349612,346379
"7065U0051_01 - BALLYMAGLAVE RD2: DRUMANESS RD A24 TO DUNMORE RD B175 -  DOWN","DOWN","Surface Type",1661,1661,336888,349626
"7065U0372_02 - CARSONSTOWN RD1: STATION RD B6 TO CROSSGAR RD A7 -  DOWN","DOWN","Surface Type",3469,3469,342888,356202
"7065U0107_01 - DRUMNACONAGHER RD1: CROSSGAR RD B7 TO DRUMAGHLIS RD -  DOWN","DOWN","Surface Type",2,2,339519,351819
"7065U0222_01 - BALLYMONEY RD2: LETALIAN RD U223 TO DUBLIN RD A25 -  DOWN","DOWN","Surface Type",23,23,328183,334274
"7065A0022_01 - OLD BELFAST RD5: STRANGFORD RD A25 TO QUOILE RD C280 -  DOWN","DOWN","Surface Type",120,120,348610,345553
"7065U6002_04 - RUSSELL PK1: ST PATRICK'S DR TO END -  DOWN","DOWN","Surface Type",120,120,348689,344017
"7065U6800_24 - MARY ST1: CIRCULAR RD U148 TO MAIN ST A25 -  DOWN","DOWN","Surface Type",152,152,334285,336329
"7065A0025_22 - DUBLIN RD2: A0025_24 DUBLIN RD RBT TO MONEYSCALP RD C325 -  DOWN","DOWN","Surface Type",2448,2448,331653,334774
"7065U6105_07 - WINDMILL GDS1: CROSSGAR RD B7 TO HILLFOOT CRES -  DOWN","DOWN","Surface Type",239,239,337360,352451
"7065A0002_02 - SOUTH PROMENADE1: KING ST 1 TO KING ST 2 -  DOWN","DOWN","Surface Type",121,121,338279,329288
"7065A0002_02 - SOUTH PROMENADE1: KING ST 1 TO KING ST 2 -  DOWN","DOWN","Surface Type",121,121,338274,329284
"7065U6102_02 - CONNOR PK1: DROMORE RD B7 TO END -  DOWN","DOWN","Surface Type",6,6,336023,352275
"7065U6102_02 - CONNOR PK1: DROMORE RD B7 TO END -  DOWN","DOWN","Surface Type",67,67,336056,352322
"7065A0025_04 - STRANGFORD RD3: AUDLEYSTOWN RD TO CASTLE ISLAND RD -  DOWN","DOWN","Surface Type",3552,3552,351761,347922
"7065U4354_01 - BALLYMAGINAGHY RD1: C0323 04 LEITRIM RD TO CLARKILL RD DIV BOUNDARY -  DOWN","DOWN","Surface Type",2549,2549,333086,338905
"7065U6008_04 - ARDENLEE GDS1: ARDENLEE GDS TO END -  DOWN","DOWN","Surface Type",38,38,350109,345675
"7065U0256_09 - WESTPOINT1: WESTPOINT TO END -  DOWN","DOWN","Surface Type",1,1,353809,335858
"7065A0025_04 - STRANGFORD RD3: AUDLEYSTOWN RD TO CASTLE ISLAND RD -  DOWN","DOWN","Surface Type",2635,2635,352584,348134
"7065A0025_15 - DOWNPATRICK RD5: BALLYROLLY RD C287 TO MAIN ST A24 RBT -  DOWN","DOWN","Surface Type",1493,1493,341611,340724
"7065U6011_20 - COLMCILLE RD1: WEST TO EAST -  DOWN","DOWN","Surface Type",0,0,349094,343393
"7065B0007_17 - DROMORE RD1: ANTRIM RD TO RIVERSIDE U30 RHS -  DOWN","DOWN","Surface Type",554,554,335883,352304
"7065U6105_34 - WINDMILL WK1: U6105 30 WINDMILL DR TO END -  DOWN","DOWN","Surface Type",13,13,337426,352483
"7065C0285_01 - BONECASTLE RD1: BALLYDUGAN RD A25 TO VIANSTOWN RD U318 -  DOWN","DOWN","Surface Type",404,404,346941,342013
"7065C0285_01 - BONECASTLE RD1: BALLYDUGAN RD A25 TO VIANSTOWN RD U318 -  DOWN","DOWN","Surface Type",534,534,347038,341928
"7065A0002_07 - NEWCASTLE RD3: OLD RD C377 TO OLD RD B180 -  DOWN","DOWN","Surface Type",289,289,339565,334430
"7065U0387_01 - MONEYCARRAGH RD1: SCHOOL RD TO CASTLEWELLAN RD A25 -  DOWN","DOWN","Surface Type",1524,1524,337829,339917
"7065C0278_07 - KILMORE RD1: KILMORE HALL TO SAINTFIELD RD A7 -  DOWN","DOWN","Surface Type",1250,1250,345297,351713
"7065B0002_01 - ANNACLOY RD1: BELFAST RD A7 TO TULLYNACREE RD C278 -  DOWN","DOWN","Surface Type",2519,2519,344818,348405
"7065B0006_04 - MANSE RD4: CARRICKMANNON RD C272 TO DARRAGH RD C274 -  DOWN","DOWN","Surface Type",1487,1487,345279,357879
"7065U0251_04 - DEMESNE RD: B0001_05 ARDGLASS RD TO U0251_06 DEMESNE AVE -  DOWN","DOWN","Surface Type",186,186,349561,344029
"7065U0208_01 - DUNDRINE RD1: STATION RD U35 TO CARNACAVILL RD B180 -  DOWN","DOWN","Surface Type",1159,1159,335463,335605
"7065B0180_07 - HILLTOWN RD1: TULLYAREE RD C373 TO SLIEVENAMAN RD C312 -  DOWN","DOWN","Surface Type",1037,1037,331187,332030
"7065U4165_01 - DRIN RD1: B0007 01 RATHFRILAND RD TO C0376 03 CASTLEWELLAN RD -  DOWN","DOWN","Surface Type",2755,2755,331062,348080
"7065U6104_07 - REDBURN HTS1: BELFAST RD TO END -  DOWN","DOWN","Surface Type",7,7,336697,353124
"7065U0148_02 - CIRCULAR RD1: CIRCULAR RD U0148_04 LHS TO UPPER SQUARE -  DOWN","DOWN","Footway Type",252,252,334215,336183
"7065U6010_02 - ST DILLONS AV1: JOHN ST TO EDWARD ST -  DOWN","DOWN","Surface Type",12,12,349121,344150
"7065U6105_21 - LOUGHSIDE DR1: HOUSE NO 12 TO END -  DOWN","DOWN","Surface Type",38,38,336849,352452
"7065U6300_02 - MOYRA CRE1: MOYRA DR TO LINDEN CL -  DOWN","DOWN","Surface Type",1,1,340237,358549
"7065U6200_01 - KING ST2: KILKEEL RD A2 TO CENTRAL PROMENADE A2 -  DOWN","DOWN","Surface Type",195,195,338209,329325
"7065U0184_01 - TULLYWEST RD1: SAINTFIELD RD A21 TO MIDDLE RD C295 -  DOWN","DOWN","Surface Type",710,710,337567,356462
"7065U0227_01 - BURREN RD1: BURRENREAGH RD U213 TO MARKET RD U214 -  DOWN","DOWN","Surface Type",368,368,333763,333514
"7065A0024_04 - NEWCASTLE RD3: NEW LINE RD TO TANNAGHMORE RD U132 -  DOWN","DOWN","Surface Type",271,271,340728,345297
"7065A0024_15 - BELFAST RD10: SAINTFIELD RD A21 (1st exit) TO CREEVYTENANT RD C295_03 LHS -  DOWN","DOWN","Surface Type",1679,1679,336565,356078
"7065A0049_03 - MAGHERAKNOCK RD2: LANGLEY RD TO LAUREL RD -  DOWN","DOWN","Surface Type",970,970,335579,354232
"7065A0002_25 - STRANGFORD RD1: DOWNPATRICK RD B1 TO SHEEPLAND RD U1219 -  DOWN","DOWN","Surface Type",180,180,355842,337692
"7065B0007_13 - BALLYNAHINCH RD3: CREEVYARGON RD TO DRUMCONNAGHER RD -  DOWN","DOWN","Surface Type",494,494,340179,352295
"7065U0347_28 - BRAESIDE GDS1: U0347_27 BRAESIDE GDS TO END CDS HSE 18 -  DOWN","DOWN","Surface Type",4,4,352617,352835
"7065A0022_05 - DOWNPATRICK RD5: ISLAND RD U350 TO GARAGE RHS -  DOWN","DOWN","Surface Type",1807,1807,351735,351941
"7065U6204_13 - MARGUERITE AV1: MARGUERITE PK TO NO 39 -  DOWN","DOWN","Surface Type",236,236,337249,331897
"7065U6009_14 - ARDMORE AV1: FOUNDATION ST TO KNOCKNASHINNA RD -  DOWN","DOWN","Surface Type",3,3,348891,344548
"7065U0030_01 - RIVERSIDE RD3: DROMORE RD B7 TO LISBURN RD B177 -  DOWN","DOWN","Surface Type",52,52,335775,352348
"7065A0025_22 - DUBLIN RD2: A0025_24 DUBLIN RD RBT TO MONEYSCALP RD C325 -  DOWN","DOWN","Surface Type",1331,1331,332607,335355
"7065A0025_14 - BALLYDUGAN RD1: BALLYKILBEG RD C288 TO BALLYROLLY RD C287 -  DOWN","DOWN","Surface Type",1195,1195,343515,341411
"7065U4165_01 - DRIN RD1: B0007 01 RATHFRILAND RD TO C0376 03 CASTLEWELLAN RD -  DOWN","DOWN","Surface Type",17,17,328507,347762
"7065C0304_01 - WATERESK RD1: CARNACAVILL RD B180 TO KILMEGAN RD U38 -  DOWN","DOWN","Surface Type",2039,2039,337805,336071
"7065B0175_08 - SPA RD2: SPA RD U140 TO CHURCH RD A24 -  DOWN","DOWN","Surface Type",2155,2155,337313,351357
"7065B0175_08 - SPA RD2: SPA RD U140 TO CHURCH RD A24 -  DOWN","DOWN","Surface Type",2335,2335,337375,351525
"7065U6205_14 - PINEWOOD VW1: PINEWOOD VW TO END -  DOWN","DOWN","Surface Type",62,62,337541,332603
"7065U6600_10 - THE LKS1: CDS2 THE LKS TO END -  DOWN","DOWN","Surface Type",2,2,358813,349349
"7065U0252_03 - KNOCKNASHINNA RD1: BALLYHORNAN RD C366 TO EDWARD ST -  DOWN","DOWN","Surface Type",121,121,349781,344489
"7065U6103_18 - WILLOW CRE1: WILLOW CRE TO END -  DOWN","DOWN","Surface Type",19,19,336258,353194
"7065U6105_18 - MEADOWVALE1: CARLISLE AV TO END OF TURNING AREA -  DOWN","DOWN","Surface Type",33,33,337373,352061
"7065B0001_06 - ARDGLASS RD2: BALLYHORNAN RD C366 TO KILLOUGH RD B176 -  DOWN","DOWN","Surface Type",318,318,349188,344100
"7065U6300_66 - FORGE HILL CT:  DOWNPATRICK ST SAINTFIELD TO END -  DOWN","DOWN","Surface Type",242,242,340429,358867
"7065U6300_66 - FORGE HILL CT:  DOWNPATRICK ST SAINTFIELD TO END -  DOWN","DOWN","Surface Type",279,279,340420,358832
"7065U0221_01 - FOFANNY SCHOOL RD1: BRYANSFORD RD B180 TO HILLTOWN RD -  DOWN","DOWN","Surface Type",1639,1639,326757,332309
"7065U6001_13 - BISHOPS BRAE AV1: BISHOPS BRAE RD TO BISHOPS BRAE AV2 -  DOWN","DOWN","Surface Type",174,174,348764,342976
"7065U0229_02 - TULLYBRANNIGAN RD1: SPEED LIMIT TO BRYANSFORD RD B180 -  DOWN","DOWN","Surface Type",1702,1702,336121,332190
"7065C0295_04 - CREEVYTENANT RD1: BRAE RD U112 TO MAGHERAKNOCK RD A49 -  DOWN","DOWN","Surface Type",1171,1171,334559,356330
"7065C0295_04 - CREEVYTENANT RD1: BRAE RD U112 TO MAGHERAKNOCK RD A49 -  DOWN","DOWN","Surface Type",1350,1350,334428,356219
"7065U0693_01 - OSBORNE DR2: CROSSGAR RD TO CROSSGAR RD -  DOWN","DOWN","Surface Type",9,9,351801,353744
"7065U4356_01 - BANNANSTOWN RD1: C0323 04 LEITRIM RD TO DRUMBUCK RD DIV BOUNDARY -  DOWN","DOWN","Surface Type",3041,3041,333568,338025
"7065U6700_09 - CEDAR GVE1: GREEN RD U220 TO CEDAR GVE -  DOWN","DOWN","Surface Type",97,97,355822,336833
"7065C0325_03 - CLANMAGHERY RD1: C0325 01 LACKAN RD TO A0050 23 BALLYWARD RD -  DOWN","DOWN","Surface Type",3673,3673,328117,337922
"7065U6300_21 - COTSWOLD DR2: BELFAST RD A7 TO END -  DOWN","DOWN","Surface Type",35,35,340734,359310
"7065U6300_21 - COTSWOLD DR2: BELFAST RD A7 TO END -  DOWN","DOWN","Surface Type",75,75,340694,359312
"7065A0021_04 - MAIN ST13: LISBURN RD B6 RBT TO CROSSGAR RD A7 -  DOWN","DOWN","Surface Type",88,88,340479,359028
"7065C0285_03 - ERENAGH RD1: ERENAGH RD U306 TO BALLYNOE RD C286 -  DOWN","DOWN","Surface Type",386,386,348455,340623
"7065B0006_07 - TODDS HILL1: WINDMILL RD U192 TO CROSSGAR RD A7 -  DOWN","DOWN","Surface Type",334,334,340989,359094
"7065A0002_15 - MINERSTOWN RD1: BALLYLUCAS RD C286 TO BRIGHT RD C284 -  DOWN","DOWN","Surface Type",333,333,348210,336411
"7065U6900_07 - CUSHOWEN PL1: MULLAMORE DR TO END -  DOWN","DOWN","Surface Type",9,9,339410,348733
"7065B0007_01 - HIGH ST4: DOWNPATRICK RD A22 TO FREDERICK STREEET -  DOWN","DOWN","Surface Type",5,5,352608,352706
"7065U6700_09 - CEDAR GVE1: GREEN RD U220 TO CEDAR GVE -  DOWN","DOWN","Surface Type",165,165,355866,336783
"7065U6008_04 - ARDENLEE GDS1: ARDENLEE GDS TO END -  DOWN","DOWN","Surface Type",10,10,350118,345649
"7065U6200_01 - KING ST2: KILKEEL RD A2 TO CENTRAL PROMENADE A2 -  DOWN","DOWN","Surface Type",663,663,337901,329674
"7065A0024_02 - NEWCASTLE RD1: A25 DOWNPATRICK RD RBT TO MAIN ST C290 -  DOWN","DOWN","Surface Type",995,995,340651,341389
"7065A0024_02 - NEWCASTLE RD1: A25 DOWNPATRICK RD RBT TO MAIN ST C290 -  DOWN","DOWN","Surface Type",999,999,340643,341392
"7065A0025_09 - NEW BRIDGE ST1: NEW BRIDGE ST RBT TO BRIDGE ST -  DOWN","DOWN","Surface Type",91,91,348591,345161
"7065A0025_09 - NEW BRIDGE ST1: NEW BRIDGE ST RBT TO BRIDGE ST -  DOWN","DOWN","Surface Type",91,91,348584,345158
"7065U6300_78 - OLD COACH WAY1: B0006 07 TODDS HILL TO END -  DOWN","DOWN","Surface Type",295,295,341045,358826
"7065U6105_10 - HILLFOOT CRE1: WINDMILL GDS TO CARLISLE PK -  DOWN","DOWN","Surface Type",109,109,337462,352343
"7065B0175_06 - EDENDARRIFF RD1: DEMESNE RD C290 TO BALLYMACARN RD C292 -  DOWN","DOWN","Surface Type",787,787,336922,346265
"7065B0175_06 - EDENDARRIFF RD1: DEMESNE RD C290 TO BALLYMACARN RD C292 -  DOWN","DOWN","Surface Type",788,788,336926,346268
"7065A0007_11 - CROSSGAR RD2: OLD GRAND JURY RD TO STATION RD B6 -  DOWN","DOWN","Surface Type",779,779,340775,358966
"7065U0180_01 - CRAIGY RD1: LISBURN RD B6 TO OUGHLEY RD C296 -  DOWN","DOWN","Surface Type",775,775,338555,360179
"7065C0370_02 - BALLYLONE RD1: PEARTREE RD U359 TO BALLYNAHINCH RD A21 -  DOWN","DOWN","Surface Type",1946,1946,339218,357211
