Council,Date,Financial,Value ($000)
Napier City,2017,24 Other Liabilities,18287
Napier City,2017,25 Total Liabilities,26480
Napier City,2017,26 Equity,1683850
Napier City,2018,15 Monetary Assets,91408
Napier City,2018,17 Fixed Assets,1553775
Napier City,2018,18 Investment Properties,58584
Napier City,2018,19 Other Assets,24363
Napier City,2018,20 Total Assets,1728130
Napier City,2018,21 Public Debt,8193
Napier City,2018,22 Public Debt Non-Current,6613
Napier City,2018,23 Public Debt Current,1580
Napier City,2018,24 Other Liabilities,18689
Napier City,2018,25 Total Liabilities,26882
Napier City,2018,26 Equity,1701248
Napier City,2019,15 Monetary Assets,108991
Napier City,2019,17 Fixed Assets,1556474
Napier City,2019,18 Investment Properties,59931
Napier City,2019,19 Other Assets,20814
Napier City,2019,20 Total Assets,1746210
Napier City,2019,21 Public Debt,6808
Napier City,2019,22 Public Debt Non-Current,6808
Napier City,2019,23 Public Debt Current,0
Napier City,2019,24 Other Liabilities,19152
Napier City,2019,25 Total Liabilities,25960
Napier City,2019,26 Equity,1720250
Central Hawkes Bay District,2010,15 Monetary Assets,7100
Central Hawkes Bay District,2010,17 Fixed Assets,709567
Central Hawkes Bay District,2010,18 Investment Properties,0
Central Hawkes Bay District,2010,19 Other Assets,6411
Central Hawkes Bay District,2010,20 Total Assets,723078
Central Hawkes Bay District,2010,21 Public Debt,11217
Central Hawkes Bay District,2010,22 Public Debt Non-Current,11021
Central Hawkes Bay District,2010,23 Public Debt Current,196
Central Hawkes Bay District,2010,24 Other Liabilities,2557
Central Hawkes Bay District,2010,25 Total Liabilities,13774
Central Hawkes Bay District,2010,26 Equity,709304
Central Hawkes Bay District,2011,15 Monetary Assets,7444
Central Hawkes Bay District,2011,17 Fixed Assets,741410
Central Hawkes Bay District,2011,18 Investment Properties,0
Central Hawkes Bay District,2011,19 Other Assets,6568
Central Hawkes Bay District,2011,20 Total Assets,755422
Central Hawkes Bay District,2011,21 Public Debt,14191
Central Hawkes Bay District,2011,22 Public Debt Non-Current,13831
Central Hawkes Bay District,2011,23 Public Debt Current,360
Central Hawkes Bay District,2011,24 Other Liabilities,3263
Central Hawkes Bay District,2011,25 Total Liabilities,17454
Central Hawkes Bay District,2011,26 Equity,737968
Central Hawkes Bay District,2012,15 Monetary Assets,7339
Central Hawkes Bay District,2012,17 Fixed Assets,767103
Central Hawkes Bay District,2012,18 Investment Properties,0
Central Hawkes Bay District,2012,19 Other Assets,6173
Central Hawkes Bay District,2012,20 Total Assets,780615
Central Hawkes Bay District,2012,21 Public Debt,14683
Central Hawkes Bay District,2012,22 Public Debt Non-Current,12760
Central Hawkes Bay District,2012,23 Public Debt Current,1923
Central Hawkes Bay District,2012,24 Other Liabilities,2499
Central Hawkes Bay District,2012,25 Total Liabilities,17182
Central Hawkes Bay District,2012,26 Equity,763433
Central Hawkes Bay District,2013,15 Monetary Assets,7406
Central Hawkes Bay District,2013,17 Fixed Assets,796830
Central Hawkes Bay District,2013,18 Investment Properties,0
Central Hawkes Bay District,2013,19 Other Assets,5703
Central Hawkes Bay District,2013,20 Total Assets,809939
Central Hawkes Bay District,2013,21 Public Debt,14535
Central Hawkes Bay District,2013,22 Public Debt Non-Current,12781
Central Hawkes Bay District,2013,23 Public Debt Current,1754
Central Hawkes Bay District,2013,24 Other Liabilities,4007
Central Hawkes Bay District,2013,25 Total Liabilities,18542
Central Hawkes Bay District,2013,26 Equity,791397
Central Hawkes Bay District,2014,15 Monetary Assets,6924
Central Hawkes Bay District,2014,17 Fixed Assets,833656
Central Hawkes Bay District,2014,18 Investment Properties,0
Central Hawkes Bay District,2014,19 Other Assets,6666
Central Hawkes Bay District,2014,20 Total Assets,847246
Central Hawkes Bay District,2014,21 Public Debt,18063
Central Hawkes Bay District,2014,22 Public Debt Non-Current,17579
Central Hawkes Bay District,2014,23 Public Debt Current,484
Central Hawkes Bay District,2014,24 Other Liabilities,3832
Central Hawkes Bay District,2014,25 Total Liabilities,21895
Central Hawkes Bay District,2014,26 Equity,825351
Central Hawkes Bay District,2015,15 Monetary Assets,7398
Central Hawkes Bay District,2015,17 Fixed Assets,862696
Central Hawkes Bay District,2015,18 Investment Properties,0
Central Hawkes Bay District,2015,19 Other Assets,5448
Central Hawkes Bay District,2015,20 Total Assets,875542
Central Hawkes Bay District,2015,21 Public Debt,18863
Central Hawkes Bay District,2015,22 Public Debt Non-Current,16236
Central Hawkes Bay District,2015,23 Public Debt Current,2627
Central Hawkes Bay District,2015,24 Other Liabilities,2441
Central Hawkes Bay District,2015,25 Total Liabilities,21304
Central Hawkes Bay District,2015,26 Equity,854238
Central Hawkes Bay District,2016,15 Monetary Assets,6360
Central Hawkes Bay District,2016,17 Fixed Assets,894305
Central Hawkes Bay District,2016,18 Investment Properties,0
Central Hawkes Bay District,2016,19 Other Assets,5617
Central Hawkes Bay District,2016,20 Total Assets,906282
Central Hawkes Bay District,2016,21 Public Debt,16413
Central Hawkes Bay District,2016,22 Public Debt Non-Current,16413
Central Hawkes Bay District,2016,23 Public Debt Current,0
Central Hawkes Bay District,2016,24 Other Liabilities,4071
Central Hawkes Bay District,2016,25 Total Liabilities,20484
Central Hawkes Bay District,2016,26 Equity,885798
Central Hawkes Bay District,2017,15 Monetary Assets,7855
Central Hawkes Bay District,2017,17 Fixed Assets,932283
Central Hawkes Bay District,2017,18 Investment Properties,0
Central Hawkes Bay District,2017,19 Other Assets,5855
Central Hawkes Bay District,2017,20 Total Assets,945993
Central Hawkes Bay District,2017,21 Public Debt,18098
Central Hawkes Bay District,2017,22 Public Debt Non-Current,18098
Central Hawkes Bay District,2017,23 Public Debt Current,0
Central Hawkes Bay District,2017,24 Other Liabilities,3501
Central Hawkes Bay District,2017,25 Total Liabilities,21599
Central Hawkes Bay District,2017,26 Equity,924394
Central Hawkes Bay District,2018,15 Monetary Assets,7808
Central Hawkes Bay District,2018,17 Fixed Assets,963787
Central Hawkes Bay District,2018,18 Investment Properties,0
Central Hawkes Bay District,2018,19 Other Assets,6330
Central Hawkes Bay District,2018,20 Total Assets,977925
Central Hawkes Bay District,2018,21 Public Debt,18204
Central Hawkes Bay District,2018,22 Public Debt Non-Current,16565
Central Hawkes Bay District,2018,23 Public Debt Current,1639
Central Hawkes Bay District,2018,24 Other Liabilities,2701
Central Hawkes Bay District,2018,25 Total Liabilities,20905
Central Hawkes Bay District,2018,26 Equity,957020
Central Hawkes Bay District,2019,15 Monetary Assets,7354
Central Hawkes Bay District,2019,17 Fixed Assets,998936
Central Hawkes Bay District,2019,18 Investment Properties,0
Central Hawkes Bay District,2019,19 Other Assets,6314
Central Hawkes Bay District,2019,20 Total Assets,1012604
Central Hawkes Bay District,2019,21 Public Debt,16565
Central Hawkes Bay District,2019,22 Public Debt Non-Current,16150
Central Hawkes Bay District,2019,23 Public Debt Current,415
Central Hawkes Bay District,2019,24 Other Liabilities,3410
Central Hawkes Bay District,2019,25 Total Liabilities,19975
Central Hawkes Bay District,2019,26 Equity,992629
New Plymouth District,2010,15 Monetary Assets,309370
New Plymouth District,2010,17 Fixed Assets,1922100
New Plymouth District,2010,18 Investment Properties,0
New Plymouth District,2010,19 Other Assets,13310
New Plymouth District,2010,20 Total Assets,2244780
New Plymouth District,2010,21 Public Debt,130220
New Plymouth District,2010,22 Public Debt Non-Current,126700
New Plymouth District,2010,23 Public Debt Current,3520
New Plymouth District,2010,24 Other Liabilities,18700
New Plymouth District,2010,25 Total Liabilities,148920
New Plymouth District,2010,26 Equity,2095860
New Plymouth District,2011,15 Monetary Assets,320180
New Plymouth District,2011,17 Fixed Assets,2087160
New Plymouth District,2011,18 Investment Properties,0
New Plymouth District,2011,19 Other Assets,14120
New Plymouth District,2011,20 Total Assets,2421460
New Plymouth District,2011,21 Public Debt,136700
New Plymouth District,2011,22 Public Debt Non-Current,133600
New Plymouth District,2011,23 Public Debt Current,3100
New Plymouth District,2011,24 Other Liabilities,23680
New Plymouth District,2011,25 Total Liabilities,160380
New Plymouth District,2011,26 Equity,2261080
New Plymouth District,2012,15 Monetary Assets,329750
New Plymouth District,2012,17 Fixed Assets,2101200
New Plymouth District,2012,18 Investment Properties,0
New Plymouth District,2012,19 Other Assets,14550
New Plymouth District,2012,20 Total Assets,2445500
New Plymouth District,2012,21 Public Debt,148570
New Plymouth District,2012,22 Public Debt Non-Current,144290
New Plymouth District,2012,23 Public Debt Current,4280
New Plymouth District,2012,24 Other Liabilities,24740
New Plymouth District,2012,25 Total Liabilities,173310
New Plymouth District,2012,26 Equity,2272190
New Plymouth District,2013,15 Monetary Assets,343880
New Plymouth District,2013,17 Fixed Assets,2110610
New Plymouth District,2013,18 Investment Properties,0
New Plymouth District,2013,19 Other Assets,14330
New Plymouth District,2013,20 Total Assets,2468820
New Plymouth District,2013,21 Public Debt,156830
New Plymouth District,2013,22 Public Debt Non-Current,152340
New Plymouth District,2013,23 Public Debt Current,4490
New Plymouth District,2013,24 Other Liabilities,24980
New Plymouth District,2013,25 Total Liabilities,181810
New Plymouth District,2013,26 Equity,2287010
New Plymouth District,2014,15 Monetary Assets,357120
New Plymouth District,2014,17 Fixed Assets,2296130
New Plymouth District,2014,18 Investment Properties,0
New Plymouth District,2014,19 Other Assets,13990
New Plymouth District,2014,20 Total Assets,2667240
New Plymouth District,2014,21 Public Debt,163120
New Plymouth District,2014,22 Public Debt Non-Current,158550
New Plymouth District,2014,23 Public Debt Current,4570
New Plymouth District,2014,24 Other Liabilities,25700
New Plymouth District,2014,25 Total Liabilities,188820
New Plymouth District,2014,26 Equity,2478420
New Plymouth District,2015,15 Monetary Assets,372530
New Plymouth District,2015,17 Fixed Assets,2295300
New Plymouth District,2015,18 Investment Properties,0
New Plymouth District,2015,19 Other Assets,15830
New Plymouth District,2015,20 Total Assets,2683660
New Plymouth District,2015,21 Public Debt,166560
New Plymouth District,2015,22 Public Debt Non-Current,161980
New Plymouth District,2015,23 Public Debt Current,4580
New Plymouth District,2015,24 Other Liabilities,25700
New Plymouth District,2015,25 Total Liabilities,192260
New Plymouth District,2015,26 Equity,2491400
New Plymouth District,2016,15 Monetary Assets,386160
New Plymouth District,2016,17 Fixed Assets,2298770
New Plymouth District,2016,18 Investment Properties,0
New Plymouth District,2016,19 Other Assets,17570
New Plymouth District,2016,20 Total Assets,2702500
New Plymouth District,2016,21 Public Debt,170950
New Plymouth District,2016,22 Public Debt Non-Current,166320
New Plymouth District,2016,23 Public Debt Current,4630
New Plymouth District,2016,24 Other Liabilities,26490
New Plymouth District,2016,25 Total Liabilities,197440
New Plymouth District,2016,26 Equity,2505060
New Plymouth District,2017,15 Monetary Assets,400390
New Plymouth District,2017,17 Fixed Assets,2489010
New Plymouth District,2017,18 Investment Properties,0
New Plymouth District,2017,19 Other Assets,16900
New Plymouth District,2017,20 Total Assets,2906300
New Plymouth District,2017,21 Public Debt,172990
New Plymouth District,2017,22 Public Debt Non-Current,168140
New Plymouth District,2017,23 Public Debt Current,4850
New Plymouth District,2017,24 Other Liabilities,26860
New Plymouth District,2017,25 Total Liabilities,199850
New Plymouth District,2017,26 Equity,2706450
New Plymouth District,2018,15 Monetary Assets,415320
New Plymouth District,2018,17 Fixed Assets,2486640
New Plymouth District,2018,18 Investment Properties,0
New Plymouth District,2018,19 Other Assets,16300
New Plymouth District,2018,20 Total Assets,2918260
New Plymouth District,2018,21 Public Debt,169850
New Plymouth District,2018,22 Public Debt Non-Current,164960
New Plymouth District,2018,23 Public Debt Current,4890
New Plymouth District,2018,24 Other Liabilities,26740
New Plymouth District,2018,25 Total Liabilities,196590
New Plymouth District,2018,26 Equity,2721670
New Plymouth District,2019,15 Monetary Assets,434910
New Plymouth District,2019,17 Fixed Assets,2481920
New Plymouth District,2019,18 Investment Properties,0
New Plymouth District,2019,19 Other Assets,16170
New Plymouth District,2019,20 Total Assets,2933000
New Plymouth District,2019,21 Public Debt,168040
New Plymouth District,2019,22 Public Debt Non-Current,161650
New Plymouth District,2019,23 Public Debt Current,6390
New Plymouth District,2019,24 Other Liabilities,27090
New Plymouth District,2019,25 Total Liabilities,195130
New Plymouth District,2019,26 Equity,2737870
Stratford District,2010,15 Monetary Assets,9955
Stratford District,2010,17 Fixed Assets,257044
Stratford District,2010,18 Investment Properties,0
Stratford District,2010,19 Other Assets,1040
Stratford District,2010,20 Total Assets,268039
Stratford District,2010,21 Public Debt,6136
Stratford District,2010,22 Public Debt Non-Current,5885
Stratford District,2010,23 Public Debt Current,251
Stratford District,2010,24 Other Liabilities,1307
Stratford District,2010,25 Total Liabilities,7442
Stratford District,2010,26 Equity,260597
Stratford District,2011,15 Monetary Assets,8818
Stratford District,2011,17 Fixed Assets,281009
Stratford District,2011,18 Investment Properties,0
Stratford District,2011,19 Other Assets,1036
Stratford District,2011,20 Total Assets,290863
Stratford District,2011,21 Public Debt,5603
Stratford District,2011,22 Public Debt Non-Current,4247
Stratford District,2011,23 Public Debt Current,1356
Stratford District,2011,24 Other Liabilities,1288
Stratford District,2011,25 Total Liabilities,6891
Stratford District,2011,26 Equity,283972
Stratford District,2012,15 Monetary Assets,9043
Stratford District,2012,17 Fixed Assets,284133
Stratford District,2012,18 Investment Properties,0
Stratford District,2012,19 Other Assets,1033
Stratford District,2012,20 Total Assets,294208
Stratford District,2012,21 Public Debt,5900
Stratford District,2012,22 Public Debt Non-Current,5655
Stratford District,2012,23 Public Debt Current,245
Stratford District,2012,24 Other Liabilities,1269
Stratford District,2012,25 Total Liabilities,7169
Stratford District,2012,26 Equity,287039
Stratford District,2013,15 Monetary Assets,9421
Stratford District,2013,17 Fixed Assets,317829
Stratford District,2013,18 Investment Properties,0
Stratford District,2013,19 Other Assets,1029
Stratford District,2013,20 Total Assets,328279
Stratford District,2013,21 Public Debt,12478
Stratford District,2013,22 Public Debt Non-Current,12212
Stratford District,2013,23 Public Debt Current,267
Stratford District,2013,24 Other Liabilities,1249
Stratford District,2013,25 Total Liabilities,13727
Stratford District,2013,26 Equity,314552
Stratford District,2014,15 Monetary Assets,9737
Stratford District,2014,17 Fixed Assets,318875
Stratford District,2014,18 Investment Properties,0
Stratford District,2014,19 Other Assets,1025
Stratford District,2014,20 Total Assets,329638
Stratford District,2014,21 Public Debt,12403
Stratford District,2014,22 Public Debt Non-Current,11863
Stratford District,2014,23 Public Debt Current,540
Stratford District,2014,24 Other Liabilities,1231
Stratford District,2014,25 Total Liabilities,13635
Stratford District,2014,26 Equity,316003
Stratford District,2015,15 Monetary Assets,10305
Stratford District,2015,17 Fixed Assets,353711
Stratford District,2015,18 Investment Properties,0
Stratford District,2015,19 Other Assets,1022
Stratford District,2015,20 Total Assets,365037
Stratford District,2015,21 Public Debt,12871
Stratford District,2015,22 Public Debt Non-Current,12311
Stratford District,2015,23 Public Debt Current,559
Stratford District,2015,24 Other Liabilities,1222
Stratford District,2015,25 Total Liabilities,14093
Stratford District,2015,26 Equity,350944
Stratford District,2016,15 Monetary Assets,10251
Stratford District,2016,17 Fixed Assets,354974
Stratford District,2016,18 Investment Properties,0
Stratford District,2016,19 Other Assets,1018
Stratford District,2016,20 Total Assets,366243
Stratford District,2016,21 Public Debt,12270
Stratford District,2016,22 Public Debt Non-Current,11670
Stratford District,2016,23 Public Debt Current,600
Stratford District,2016,24 Other Liabilities,1224
Stratford District,2016,25 Total Liabilities,13494
Stratford District,2016,26 Equity,352749
Stratford District,2017,15 Monetary Assets,10735
Stratford District,2017,17 Fixed Assets,389962
Stratford District,2017,18 Investment Properties,0
Stratford District,2017,19 Other Assets,1014
Stratford District,2017,20 Total Assets,401711
Stratford District,2017,21 Public Debt,12280
Stratford District,2017,22 Public Debt Non-Current,11680
Stratford District,2017,23 Public Debt Current,600
Stratford District,2017,24 Other Liabilities,1240
Stratford District,2017,25 Total Liabilities,13519
Stratford District,2017,26 Equity,388192
Stratford District,2018,15 Monetary Assets,10951
Stratford District,2018,17 Fixed Assets,395592
Stratford District,2018,18 Investment Properties,0
Stratford District,2018,19 Other Assets,1010
Stratford District,2018,20 Total Assets,407553
Stratford District,2018,21 Public Debt,11655
Stratford District,2018,22 Public Debt Non-Current,11031
Stratford District,2018,23 Public Debt Current,625
Stratford District,2018,24 Other Liabilities,1256
Stratford District,2018,25 Total Liabilities,12911
Stratford District,2018,26 Equity,394642
Stratford District,2019,15 Monetary Assets,11325
Stratford District,2019,17 Fixed Assets,436010
Stratford District,2019,18 Investment Properties,0
Stratford District,2019,19 Other Assets,1007
Stratford District,2019,20 Total Assets,448341
Stratford District,2019,21 Public Debt,12619
Stratford District,2019,22 Public Debt Non-Current,11995
Stratford District,2019,23 Public Debt Current,625
Stratford District,2019,24 Other Liabilities,1272
Stratford District,2019,25 Total Liabilities,13892
Stratford District,2019,26 Equity,434449
South Taranaki District,2010,15 Monetary Assets,95984
South Taranaki District,2010,17 Fixed Assets,732805
South Taranaki District,2010,18 Investment Properties,0
South Taranaki District,2010,19 Other Assets,5826
South Taranaki District,2010,20 Total Assets,834615
South Taranaki District,2010,21 Public Debt,111547
South Taranaki District,2010,22 Public Debt Non-Current,109761
South Taranaki District,2010,23 Public Debt Current,1786
South Taranaki District,2010,24 Other Liabilities,6127
South Taranaki District,2010,25 Total Liabilities,117674
South Taranaki District,2010,26 Equity,716941
South Taranaki District,2011,15 Monetary Assets,98240
South Taranaki District,2011,17 Fixed Assets,751644
South Taranaki District,2011,18 Investment Properties,0
South Taranaki District,2011,19 Other Assets,6039
South Taranaki District,2011,20 Total Assets,855923
South Taranaki District,2011,21 Public Debt,123422
South Taranaki District,2011,22 Public Debt Non-Current,120182
South Taranaki District,2011,23 Public Debt Current,3240
South Taranaki District,2011,24 Other Liabilities,5359
South Taranaki District,2011,25 Total Liabilities,128781
South Taranaki District,2011,26 Equity,727142
South Taranaki District,2012,15 Monetary Assets,100678
South Taranaki District,2012,17 Fixed Assets,764793
South Taranaki District,2012,18 Investment Properties,0
South Taranaki District,2012,19 Other Assets,6363
South Taranaki District,2012,20 Total Assets,871834
South Taranaki District,2012,21 Public Debt,130141
South Taranaki District,2012,22 Public Debt Non-Current,125722
South Taranaki District,2012,23 Public Debt Current,4419
South Taranaki District,2012,24 Other Liabilities,4899
South Taranaki District,2012,25 Total Liabilities,135040
South Taranaki District,2012,26 Equity,736794
South Taranaki District,2013,15 Monetary Assets,103245
South Taranaki District,2013,17 Fixed Assets,791523
South Taranaki District,2013,18 Investment Properties,0
South Taranaki District,2013,19 Other Assets,6571
South Taranaki District,2013,20 Total Assets,901339
South Taranaki District,2013,21 Public Debt,144305
South Taranaki District,2013,22 Public Debt Non-Current,141926
South Taranaki District,2013,23 Public Debt Current,2379
South Taranaki District,2013,24 Other Liabilities,5733
South Taranaki District,2013,25 Total Liabilities,150038
South Taranaki District,2013,26 Equity,751301
South Taranaki District,2014,15 Monetary Assets,105943
South Taranaki District,2014,17 Fixed Assets,816222
South Taranaki District,2014,18 Investment Properties,0
South Taranaki District,2014,19 Other Assets,6602
South Taranaki District,2014,20 Total Assets,928767
South Taranaki District,2014,21 Public Debt,157597
South Taranaki District,2014,22 Public Debt Non-Current,155359
South Taranaki District,2014,23 Public Debt Current,2238
South Taranaki District,2014,24 Other Liabilities,5635
South Taranaki District,2014,25 Total Liabilities,163232
South Taranaki District,2014,26 Equity,765535
South Taranaki District,2015,15 Monetary Assets,108856
South Taranaki District,2015,17 Fixed Assets,835428
South Taranaki District,2015,18 Investment Properties,0
South Taranaki District,2015,19 Other Assets,6821
South Taranaki District,2015,20 Total Assets,951105
South Taranaki District,2015,21 Public Debt,162381
South Taranaki District,2015,22 Public Debt Non-Current,160792
South Taranaki District,2015,23 Public Debt Current,1589
South Taranaki District,2015,24 Other Liabilities,5901
South Taranaki District,2015,25 Total Liabilities,168282
South Taranaki District,2015,26 Equity,782823
South Taranaki District,2016,15 Monetary Assets,112004
South Taranaki District,2016,17 Fixed Assets,851884
South Taranaki District,2016,18 Investment Properties,0
South Taranaki District,2016,19 Other Assets,6821
South Taranaki District,2016,20 Total Assets,970709
South Taranaki District,2016,21 Public Debt,164446
South Taranaki District,2016,22 Public Debt Non-Current,160966
South Taranaki District,2016,23 Public Debt Current,3480
South Taranaki District,2016,24 Other Liabilities,5883
South Taranaki District,2016,25 Total Liabilities,170329
South Taranaki District,2016,26 Equity,800380
South Taranaki District,2017,15 Monetary Assets,115471
South Taranaki District,2017,17 Fixed Assets,864127
South Taranaki District,2017,18 Investment Properties,0
South Taranaki District,2017,19 Other Assets,6985
South Taranaki District,2017,20 Total Assets,986583
South Taranaki District,2017,21 Public Debt,161865
South Taranaki District,2017,22 Public Debt Non-Current,158771
South Taranaki District,2017,23 Public Debt Current,3094
South Taranaki District,2017,24 Other Liabilities,5756
South Taranaki District,2017,25 Total Liabilities,167621
South Taranaki District,2017,26 Equity,818962
South Taranaki District,2018,15 Monetary Assets,119294
South Taranaki District,2018,17 Fixed Assets,877310
South Taranaki District,2018,18 Investment Properties,0
South Taranaki District,2018,19 Other Assets,7174
South Taranaki District,2018,20 Total Assets,1003778
South Taranaki District,2018,21 Public Debt,159547
South Taranaki District,2018,22 Public Debt Non-Current,155737
South Taranaki District,2018,23 Public Debt Current,3810
South Taranaki District,2018,24 Other Liabilities,6059
South Taranaki District,2018,25 Total Liabilities,165606
South Taranaki District,2018,26 Equity,838172
South Taranaki District,2019,15 Monetary Assets,123282
South Taranaki District,2019,17 Fixed Assets,891159
South Taranaki District,2019,18 Investment Properties,0
South Taranaki District,2019,19 Other Assets,7526
South Taranaki District,2019,20 Total Assets,1021967
South Taranaki District,2019,21 Public Debt,156809
South Taranaki District,2019,22 Public Debt Non-Current,153009
South Taranaki District,2019,23 Public Debt Current,3800
South Taranaki District,2019,24 Other Liabilities,6334
South Taranaki District,2019,25 Total Liabilities,163143
South Taranaki District,2019,26 Equity,858824
Ruapehu District,2010,15 Monetary Assets,1701
Ruapehu District,2010,17 Fixed Assets,360438
Ruapehu District,2010,18 Investment Properties,5236
Ruapehu District,2010,19 Other Assets,4325
Ruapehu District,2010,20 Total Assets,371700
Ruapehu District,2010,21 Public Debt,29742
Ruapehu District,2010,22 Public Debt Non-Current,26469
Ruapehu District,2010,23 Public Debt Current,3273
Ruapehu District,2010,24 Other Liabilities,6425
Ruapehu District,2010,25 Total Liabilities,36167
Ruapehu District,2010,26 Equity,335533
Ruapehu District,2011,15 Monetary Assets,1695
Ruapehu District,2011,17 Fixed Assets,367022
Ruapehu District,2011,18 Investment Properties,5252
Ruapehu District,2011,19 Other Assets,4163
Ruapehu District,2011,20 Total Assets,378132
Ruapehu District,2011,21 Public Debt,31660
Ruapehu District,2011,22 Public Debt Non-Current,28560
Ruapehu District,2011,23 Public Debt Current,3100
Ruapehu District,2011,24 Other Liabilities,6150
Ruapehu District,2011,25 Total Liabilities,37810
Ruapehu District,2011,26 Equity,340322
Ruapehu District,2012,15 Monetary Assets,1695
Ruapehu District,2012,17 Fixed Assets,371354
Ruapehu District,2012,18 Investment Properties,5392
Ruapehu District,2012,19 Other Assets,4148
Ruapehu District,2012,20 Total Assets,382589
Ruapehu District,2012,21 Public Debt,32108
Ruapehu District,2012,22 Public Debt Non-Current,28908
Ruapehu District,2012,23 Public Debt Current,3200
Ruapehu District,2012,24 Other Liabilities,6363
Ruapehu District,2012,25 Total Liabilities,38471
Ruapehu District,2012,26 Equity,344118
Ruapehu District,2013,15 Monetary Assets,1695
Ruapehu District,2013,17 Fixed Assets,405144
Ruapehu District,2013,18 Investment Properties,5543
Ruapehu District,2013,19 Other Assets,4093
Ruapehu District,2013,20 Total Assets,416475
Ruapehu District,2013,21 Public Debt,33441
Ruapehu District,2013,22 Public Debt Non-Current,30141
Ruapehu District,2013,23 Public Debt Current,3300
Ruapehu District,2013,24 Other Liabilities,6578
Ruapehu District,2013,25 Total Liabilities,40019
Ruapehu District,2013,26 Equity,376456
Ruapehu District,2014,15 Monetary Assets,1695
Ruapehu District,2014,17 Fixed Assets,410998
Ruapehu District,2014,18 Investment Properties,5698
Ruapehu District,2014,19 Other Assets,4072
Ruapehu District,2014,20 Total Assets,422463
Ruapehu District,2014,21 Public Debt,35156
Ruapehu District,2014,22 Public Debt Non-Current,31956
Ruapehu District,2014,23 Public Debt Current,3200
Ruapehu District,2014,24 Other Liabilities,6775
Ruapehu District,2014,25 Total Liabilities,41931
Ruapehu District,2014,26 Equity,380532
Ruapehu District,2015,15 Monetary Assets,1695
Ruapehu District,2015,17 Fixed Assets,417758
Ruapehu District,2015,18 Investment Properties,5863
Ruapehu District,2015,19 Other Assets,4056
Ruapehu District,2015,20 Total Assets,429372
Ruapehu District,2015,21 Public Debt,36309
Ruapehu District,2015,22 Public Debt Non-Current,33155
Ruapehu District,2015,23 Public Debt Current,3154
Ruapehu District,2015,24 Other Liabilities,6983
Ruapehu District,2015,25 Total Liabilities,43292
Ruapehu District,2015,26 Equity,386080
Ruapehu District,2016,15 Monetary Assets,1695
Ruapehu District,2016,17 Fixed Assets,452187
Ruapehu District,2016,18 Investment Properties,6043
Ruapehu District,2016,19 Other Assets,4101
Ruapehu District,2016,20 Total Assets,464026
Ruapehu District,2016,21 Public Debt,36346
Ruapehu District,2016,22 Public Debt Non-Current,33146
Ruapehu District,2016,23 Public Debt Current,3200
Ruapehu District,2016,24 Other Liabilities,7204
Ruapehu District,2016,25 Total Liabilities,43550
Ruapehu District,2016,26 Equity,420476
Ruapehu District,2017,15 Monetary Assets,1695
Ruapehu District,2017,17 Fixed Assets,456810
Ruapehu District,2017,18 Investment Properties,6248
Ruapehu District,2017,19 Other Assets,4107
Ruapehu District,2017,20 Total Assets,468860
Ruapehu District,2017,21 Public Debt,36178
Ruapehu District,2017,22 Public Debt Non-Current,32978
Ruapehu District,2017,23 Public Debt Current,3200
Ruapehu District,2017,24 Other Liabilities,7438
Ruapehu District,2017,25 Total Liabilities,43616
Ruapehu District,2017,26 Equity,425244
Ruapehu District,2018,15 Monetary Assets,1695
Ruapehu District,2018,17 Fixed Assets,461284
Ruapehu District,2018,18 Investment Properties,6390
Ruapehu District,2018,19 Other Assets,4118
Ruapehu District,2018,20 Total Assets,473487
Ruapehu District,2018,21 Public Debt,35576
Ruapehu District,2018,22 Public Debt Non-Current,32376
Ruapehu District,2018,23 Public Debt Current,3200
Ruapehu District,2018,24 Other Liabilities,7679
Ruapehu District,2018,25 Total Liabilities,43255
Ruapehu District,2018,26 Equity,430232
Ruapehu District,2019,15 Monetary Assets,1695
Ruapehu District,2019,17 Fixed Assets,496145
Ruapehu District,2019,18 Investment Properties,6537
Ruapehu District,2019,19 Other Assets,4143
Ruapehu District,2019,20 Total Assets,508520
Ruapehu District,2019,21 Public Debt,35155
Ruapehu District,2019,22 Public Debt Non-Current,31955
Ruapehu District,2019,23 Public Debt Current,3200
Ruapehu District,2019,24 Other Liabilities,7939
Ruapehu District,2019,25 Total Liabilities,43094
Ruapehu District,2019,26 Equity,465426
Wanganui District,2010,15 Monetary Assets,21232
Wanganui District,2010,17 Fixed Assets,844450
Wanganui District,2010,18 Investment Properties,6552
Wanganui District,2010,19 Other Assets,12892
Wanganui District,2010,20 Total Assets,885126
Wanganui District,2010,21 Public Debt,79316
Wanganui District,2010,22 Public Debt Non-Current,79316
Wanganui District,2010,23 Public Debt Current,0
Wanganui District,2010,24 Other Liabilities,7155
Wanganui District,2010,25 Total Liabilities,86471
Wanganui District,2010,26 Equity,798655
Wanganui District,2011,15 Monetary Assets,21722
Wanganui District,2011,17 Fixed Assets,887982
Wanganui District,2011,18 Investment Properties,6755
Wanganui District,2011,19 Other Assets,13256
Wanganui District,2011,20 Total Assets,929715
Wanganui District,2011,21 Public Debt,84505
Wanganui District,2011,22 Public Debt Non-Current,84505
Wanganui District,2011,23 Public Debt Current,0
Wanganui District,2011,24 Other Liabilities,7367
Wanganui District,2011,25 Total Liabilities,91872
