SAMPLE_NO,Easting,Northing,Au,Pt,Pd
565824,281878,363712,0.5,0.40,0.25
565826,305647,336838,1.0,0.10,0.25
565827,303726,352009,10.0,0.90,1.30
565828,293720,336645,0.5,0.80,0.25
565829,286041,368478,37.0,0.05,0.60
565830,304230,353204,0.5,0.05,0.25
565831,306084,351166,9.0,0.50,0.25
565832,301291,338948,0.5,0.90,0.80
565833,284981,364727,0.5,0.05,0.25
565834,295622,347504,0.5,0.40,0.25
565835,290546,343832,0.5,0.05,0.25
565837,292662,349321,0.5,0.80,0.25
565838,294330,347212,7.0,0.40,0.25
565839,294916,336498,0.5,0.05,0.25
565840,296169,343456,0.5,0.05,0.25
565841,300423,338273,0.5,0.50,0.25
565842,286080,363940,0.5,0.05,0.25
565843,283755,369188,1.0,0.40,0.25
565844,286699,367490,1.0,0.80,0.25
565846,283235,360556,0.5,0.60,0.25
565847,287890,368440,0.5,1.30,0.25
565848,290289,344144,2.0,0.40,0.25
565849,291982,344441,1.0,0.90,0.25
565850,284075,362923,0.5,1.00,0.90
565851,290972,347287,6.0,1.20,0.25
565852,293384,350861,0.5,0.40,0.25
565853,304751,351579,0.5,1.40,1.00
565854,293845,337931,1.0,0.60,0.25
565855,282796,367455,15.0,1.40,1.20
565856,305559,338810,1.0,0.50,0.50
565858,285562,366310,3.0,0.30,0.25
565859,287120,359615,3.0,0.80,0.50
565860,290242,367901,0.5,0.20,0.25
565861,289758,346018,4.0,1.80,0.50
565862,294332,338794,0.5,0.40,0.25
565863,307270,351783,2.0,0.30,0.90
565864,293866,351703,2.0,0.70,0.25
565865,284343,358625,0.5,0.20,0.25
565866,294028,350932,2.0,1.30,1.10
565867,295223,345864,1.0,0.70,0.25
565869,292175,349011,0.5,1.50,0.60
565870,284837,358548,4.0,0.70,0.50
565871,296900,342659,11.0,1.00,0.25
565872,297567,338835,0.5,0.60,0.25
565873,284657,368007,0.5,0.60,0.25
565874,290351,349626,0.5,0.05,0.25
565876,306181,358739,3.0,1.20,0.25
565877,281629,364489,4.0,1.00,0.25
565879,289034,369428,0.5,0.10,0.25
565880,294962,337935,6.0,0.40,0.25
565882,283641,368045,0.5,0.05,0.25
565883,296596,340486,1.0,0.60,0.60
565884,294886,342286,2.0,0.20,0.25
565885,284322,363429,2.0,0.05,0.25
565887,305002,355597,2.0,0.60,1.30
565888,285928,360856,1.0,0.80,0.60
565889,297653,339821,3.0,0.70,1.90
565890,291755,349204,4.0,0.10,1.00
565891,294725,347968,2.0,0.60,1.90
565892,307751,356393,4.0,0.40,2.50
565893,295320,342740,5.0,1.70,0.80
565894,304010,338667,3.0,0.30,2.40
565895,295035,340596,2.0,1.30,0.90
565897,291035,334775,2.0,1.20,0.70
565898,304716,339309,2.0,0.60,0.80
565899,293181,348414,2.0,1.30,0.25
565901,338487,397681,1.0,1.30,1.90
565902,327247,399348,2.0,1.30,2.60
565904,337031,405899,2.0,1.40,1.10
565905,338110,404494,2.0,1.20,2.60
565906,332095,406066,2.0,0.80,1.40
565907,339472,394602,11.0,2.10,6.40
565909,335871,393801,2.0,3.00,2.80
565910,328382,409111,3.0,0.40,3.00
565911,340469,396801,2.0,1.10,0.90
565912,342261,397473,3.0,0.80,2.80
565913,334981,393564,1.0,3.50,2.90
565916,342344,398350,13.0,1.90,1.00
565918,343236,397108,8.0,2.10,4.20
565919,331316,406121,2.0,0.30,1.30
565920,334202,399541,1.0,3.00,2.70
565921,332351,395856,3.0,1.40,2.40
565922,335103,397951,2.0,1.10,1.50
565924,335741,401584,2.0,2.60,1.40
565925,339583,399584,2.0,1.00,2.20
565926,334252,400892,2.0,2.00,2.80
565927,336854,403542,3.0,1.70,1.50
565930,331550,407242,19.0,0.60,12.80
565931,325405,401519,0.5,1.80,0.25
565932,329693,408844,2.0,0.70,0.25
565933,326076,399746,17.0,1.10,3.20
565934,336295,397229,3.0,0.80,2.70
565936,337909,404613,2.0,0.90,1.00
565938,339366,398155,2.0,1.30,2.60
565939,335437,396296,6.0,1.20,3.00
565940,340976,395404,2.0,1.20,4.00
565941,332828,397014,0.5,2.80,1.80
565942,336102,393425,0.5,3.40,2.20
565945,335607,394269,1.0,1.00,1.20
565947,334346,397608,1.0,3.00,1.90
565948,336590,402021,1.0,1.60,0.25
565950,328490,407253,0.5,1.80,0.80
565951,332381,407878,0.5,3.90,4.00
565952,338105,395673,3.0,2.00,1.50
565954,335024,402641,0.5,3.80,1.90
565955,334397,400039,0.5,0.70,0.90
565956,337515,394815,0.5,2.40,1.80
565957,331818,409305,0.5,0.80,0.25
565960,341172,396046,1.0,1.80,0.60
565961,325060,401153,2.0,2.00,0.50
565963,328478,406896,0.5,2.60,0.70
565964,333256,397281,3.0,1.20,5.40
565965,332099,407311,5.0,3.40,3.60
565966,334581,401576,2.0,3.00,2.30
565968,339819,397592,2.0,2.20,2.20
565970,334582,397036,2.0,1.80,2.40
565971,339702,397583,1.0,2.90,2.00
565972,332618,405030,21.0,2.70,1.60
565973,339937,398289,3.0,1.50,2.60
565974,339626,394567,3.0,1.80,2.40
565975,341747,398439,5.0,1.40,1.80
565976,338919,395841,3.0,2.50,3.60
565979,327937,406987,1.0,2.30,3.40
565981,331264,407782,0.5,2.80,2.60
565982,333587,396439,3.0,1.30,0.90
565983,326222,400530,158.0,2.40,0.90
565984,325811,400688,0.5,1.90,0.25
565986,339115,405046,5.0,1.20,1.60
565988,330815,403453,8.0,1.90,1.70
565989,338530,394817,0.5,2.80,3.10
565990,341623,395714,0.5,1.10,1.30
565992,334362,401188,2.0,2.80,2.30
565993,329715,404211,0.5,4.10,0.25
565994,331357,408020,0.5,3.10,2.40
565995,327268,407739,5.0,1.40,1.10
565996,337248,402391,1.0,1.90,2.40
565997,333747,402130,0.5,0.20,0.25
565998,335175,394578,1.0,2.20,2.30
565999,341262,395538,1.0,2.20,0.70
566000,330918,407022,0.5,1.60,0.25
566002,329991,342558,1.0,0.80,0.25
566003,333663,349138,1.0,0.90,0.25
566004,287343,364820,3.0,1.00,0.25
566005,301931,350756,3.0,0.40,0.25
566006,327406,345257,1.0,0.40,0.25
566007,331004,348796,1.0,0.10,0.25
566008,329698,348148,0.5,0.30,0.25
566009,328479,341143,1.0,0.60,1.70
566010,331249,347901,2.0,1.20,1.20
566011,301401,349958,35.0,2.80,3.10
566012,326308,346008,5.0,0.80,0.25
566013,329504,340123,5.0,5.90,3.00
566015,330711,347801,3.0,1.60,1.00
566016,289916,355782,6.0,0.80,0.70
566018,295803,349712,7.0,1.60,1.90
566020,294814,359771,4.0,1.40,1.90
566021,296080,360056,11.0,1.10,0.80
566022,288898,353849,3.0,1.80,2.20
566023,303362,358280,4.0,2.00,2.10
566024,295876,354321,14.0,2.20,0.80
566027,329611,346564,5.0,1.20,0.25
566028,332645,349297,3.0,1.50,0.50
566029,299830,351793,2.0,1.10,0.25
566030,327271,343954,2.0,1.20,0.25
566031,288586,356069,2.0,0.60,1.20
566034,292580,353600,2.0,0.50,1.30
566035,293889,358964,5.0,2.70,2.40
566036,292836,359461,2.0,1.20,0.70
566037,300782,349681,5.0,0.80,0.25
566038,295387,355109,4.0,1.40,1.50
566041,287440,355210,4.0,1.50,0.25
566042,294000,357816,1.0,1.20,0.90
566043,304042,357904,0.5,1.40,0.25
566045,290380,354582,3.0,0.30,0.25
566046,287200,351950,1.0,0.40,0.25
566047,303372,350374,3.0,2.90,0.25
566048,293359,349813,1.0,2.70,0.25
566050,293950,349817,1.0,1.90,0.25
566051,326620,346352,1.0,1.70,1.50
566052,296860,357734,7.0,1.30,2.20
566054,294761,349435,9.0,1.50,6.30
566055,291434,353245,5.0,1.60,2.10
566056,329640,348505,6.0,1.00,0.25
566058,329934,340563,7.0,0.50,0.80
566059,330038,341617,4.0,0.90,0.25
566061,328940,346681,7.0,0.80,0.25
566064,293079,357530,3.0,0.50,0.25
566065,328003,342342,5.0,0.50,0.25
566066,293278,354903,2.0,0.70,0.25
566067,287965,353548,5.0,0.50,0.25
566070,296017,353272,10.0,2.50,0.25
566071,293279,353334,6.0,0.70,0.70
566072,297233,357806,1.0,0.20,0.25
566073,295157,359123,1.0,0.20,0.25
566074,297109,354387,3.0,0.60,0.25
566077,291932,358446,2.0,1.40,2.00
566078,331577,347911,4.0,0.10,0.25
566079,290742,353385,4.0,0.40,0.25
566081,292389,355495,1.0,0.30,0.25
566082,326873,345156,1.0,0.30,0.25
566083,328276,347705,1.0,0.05,0.25
566085,296037,352754,1.0,0.80,0.25
566086,305363,359753,5.0,0.50,0.25
566088,292811,350425,4.0,0.05,0.25
566089,326003,347082,4.0,0.50,0.25
566090,330338,348183,4.0,0.50,0.90
566092,292588,357883,0.5,0.80,0.25
566093,287004,356924,0.5,0.05,0.25
566094,333793,347703,0.5,0.05,0.25
566095,286503,352901,0.5,0.05,0.25
566099,326212,347532,0.5,0.30,0.25
566100,326667,343969,1.0,0.30,0.50
566102,313234,368044,0.5,0.30,0.25
566104,323898,408131,0.5,2.10,0.80
566105,326462,398806,0.5,1.60,0.25
566106,320325,402050,0.5,1.20,0.25
566107,314295,369322,0.5,0.10,0.25
566108,317263,368063,0.5,0.90,0.25
566109,320012,399212,0.5,0.30,0.25
566110,323412,404436,0.5,2.50,0.25
566112,322198,398745,0.5,0.80,0.25
566113,330112,399588,1.0,2.00,1.50
566114,329855,400194,0.5,2.60,2.90
566115,319958,396413,0.5,1.20,0.25
566116,326203,405331,0.5,1.20,0.25
566117,322107,401775,0.5,0.80,0.25
566118,320501,401606,0.5,0.80,0.25
566119,317427,366387,0.5,0.90,0.25
566120,323282,404596,3.0,3.90,1.50
566121,322130,403565,3.0,5.10,3.00
566122,330058,399276,0.5,2.40,3.30
566123,326389,404839,0.5,2.30,2.00
566124,320429,403492,0.5,1.30,0.80
566125,320890,402306,0.5,1.70,1.90
566126,320446,400186,0.5,1.70,2.20
566127,328037,400661,0.5,1.60,0.25
566128,315280,369136,0.5,0.50,1.80
566129,319486,398054,1.0,2.00,3.10
566131,319634,399555,3.0,2.50,4.30
566135,322391,407806,3.0,3.00,3.00
566136,317332,399096,3.0,1.20,0.25
566137,331623,396311,5.0,2.20,0.25
566138,321779,408531,4.0,2.90,0.80
566139,319958,403326,4.0,2.10,0.60
566140,317727,400465,2.0,1.90,0.25
566141,325592,405298,3.0,3.90,5.20
566142,322460,401034,1.0,3.80,1.50
566144,322604,404366,240.0,4.90,1.20
566145,319740,394816,7.0,1.30,0.25
566146,321078,400306,3.0,3.70,0.25
566148,328226,397113,2.0,3.20,3.40
566149,323091,400232,2.0,1.70,0.25
566150,320285,397045,1.0,1.10,0.25
566151,314962,366437,2.0,1.10,0.80
566152,327168,402941,0.5,2.50,1.70
566156,326183,406937,73.0,2.40,1.30
566157,318741,396006,5.0,0.90,1.20
566158,317704,397022,2.0,1.60,2.50
566162,331248,399493,0.5,1.30,1.00
566163,321153,398255,1.0,1.80,0.80
566164,324739,404740,2.0,4.40,3.30
566165,318556,398313,1.0,1.00,1.70
566167,318469,396421,1.0,0.90,1.70
566168,320930,397644,3.0,1.80,2.90
566169,319026,400398,2.0,2.00,2.10
566170,320712,399740,1.0,2.00,3.60
566171,312526,363692,2.0,2.50,4.40
566172,323187,407516,1.0,2.50,2.90
566173,322461,402654,2.0,1.20,2.20
566174,315392,399237,2.0,1.10,0.90
566175,330498,398105,2.0,1.40,0.25
566176,326635,405238,1.0,2.90,0.25
566177,320936,395082,1.0,0.30,
566178,322474,400401,0.5,1.30,0.25
566180,324178,406818,1.0,2.00,0.25
566181,322372,401816,0.5,1.10,0.25
566182,326502,403699,0.5,1.00,0.25
566183,327399,399195,2.0,1.40,0.25
566184,330775,400253,0.5,1.90,0.25
566185,321185,400172,1.0,1.70,0.25
566186,324773,404464,0.5,2.50,0.25
566187,328249,399660,0.5,1.00,1.00
566188,321941,395371,1.0,0.40,0.25
566189,331740,399793,1.0,1.30,0.25
566190,328770,396632,2.0,1.90,0.60
566191,321811,398572,1.0,2.20,0.60
566192,324330,406679,0.5,2.10,0.25
566193,329587,400732,0.5,1.20,0.60
566194,326228,406710,0.5,1.70,0.60
566195,317730,398023,0.5,0.70,0.50
566197,323052,402128,0.5,1.80,0.70
566198,325189,404573,0.5,1.70,1.30
566199,330671,397139,3.0,1.30,1.70
566200,322952,400442,0.5,1.40,0.25
566201,315460,340221,0.5,0.10,0.25
566202,324898,347981,4.0,0.40,1.40
566203,302751,349181,7.0,0.80,0.90
566204,318513,339616,2.0,0.30,0.25
566205,309738,355253,3.0,0.80,1.70
566206,327127,350323,3.0,1.20,0.25
566207,297304,343360,11.0,0.80,0.80
566208,314014,353245,1.0,0.60,1.20
566209,315410,351320,1.0,0.80,0.50
566212,326751,349041,2.0,0.30,0.90
566213,297665,346127,1844.0,0.80,1.20
566214,326383,351305,3.0,1.20,0.25
566215,320614,344110,2.0,0.20,0.50
566216,320463,340383,3.0,0.80,0.90
566217,315554,341701,2.0,0.50,0.90
566219,319201,343044,3.0,0.50,0.25
566220,325302,343801,6.0,0.40,0.70
566224,302760,344180,0.5,0.50,0.25
566225,312651,352078,3.0,0.40,0.25
566226,320388,343100,0.5,0.10,0.25
566227,321576,343417,2.0,0.20,0.25
566228,318574,341737,1.0,0.10,0.25
566229,323204,342529,2.0,0.50,0.25
566230,321107,344591,0.5,0.05,0.25
566231,323134,344687,1.0,0.05,0.25
566232,314197,341597,1.0,0.50,0.25
566233,326046,341128,5.0,1.30,0.70
566234,297770,344522,1.0,0.40,0.25
566235,296652,347007,1.0,0.50,0.25
566236,300262,343390,5.0,0.20,0.25
566238,303647,349126,0.5,0.30,0.25
566239,318528,341965,1.0,0.20,0.25
566240,299736,348692,11.0,0.70,3.00
566241,313953,340506,2.0,1.90,0.25
566242,325974,342707,2.0,0.30,0.25
566244,324100,343198,3.0,0.40,0.25
566245,313266,342195,2.0,0.70,0.50
566246,312441,339717,2.0,0.70,1.00
566247,310483,351929,1.0,0.10,0.25
566248,297800,347200,2.0,0.60,0.25
566249,311204,339279,0.5,0.30,1.00
566251,297279,345599,1.0,1.30,2.00
566252,309827,353290,1.0,1.80,1.50
566253,322558,343902,1.0,0.70,1.20
566254,319171,342086,1.0,0.50,1.40
566257,297290,348312,2.0,0.70,2.60
566258,324219,343798,3.0,0.50,1.00
566259,300871,345757,0.5,0.80,0.25
566260,319141,368188,1.0,2.60,0.80
566261,297968,348695,2.0,0.70,0.60
566262,319971,341844,3.0,1.10,0.25
566263,324371,346931,5.0,0.80,0.25
566264,309488,351840,1.0,0.90,1.50
566265,317228,341252,0.5,0.40,0.70
566266,301202,347703,0.5,1.10,0.25
566267,304094,347975,3.0,1.30,1.20
566269,315996,341092,0.5,0.05,1.20
566270,300647,344773,0.5,0.50,0.25
566271,297306,349006,0.5,1.10,1.00
566273,321837,341603,0.5,0.80,0.60
566274,296635,345302,0.5,1.50,0.80
566276,324667,345558,8.0,0.60,2.00
566277,303623,343746,1.0,0.80,0.25
566279,309269,354210,3.0,0.70,0.70
566280,319537,340614,2.0,0.30,0.25
566283,299907,345792,0.5,1.30,0.25
566284,298442,347322,0.5,0.60,0.25
566287,325765,350977,0.5,0.80,0.25
566288,301287,346627,0.5,0.30,0.25
566289,299091,344877,2.0,0.30,0.25
566290,316745,340273,2.0,0.05,0.25
566291,303914,348619,3.0,0.05,0.25
566293,299434,347825,1.0,0.50,0.25
566294,313840,343215,1.0,0.05,0.25
566295,299503,346193,2.0,0.20,0.25
566297,296915,344895,3.0,1.40,0.25
566298,313852,344152,1.0,0.30,0.25
566299,316019,339690,1.0,0.60,0.80
566302,333728,392821,1.0,2.20,0.25
566303,323797,395487,0.5,0.90,0.25
566304,324048,398372,0.5,1.20,0.25
566305,323146,397810,0.5,1.20,0.90
566306,326242,393614,8.0,1.90,0.70
566307,329410,376856,0.5,0.90,0.70
566308,346920,401046,2.0,2.40,0.80
566309,328232,380652,0.5,0.80,0.25
566312,326963,378310,0.5,1.50,0.80
566313,326295,382786,1.0,0.40,
566315,327570,395740,0.5,2.50,1.30
566316,326294,378787,0.5,2.60,1.00
566317,322163,393390,0.5,0.80,0.25
566318,325252,378599,1.0,1.50,0.60
566319,326791,394255,1.0,1.50,1.00
566322,309599,362229,0.5,2.40,1.70
566323,325783,393795,1.0,1.70,0.60
566324,329988,380468,0.5,1.50,0.25
566325,310745,366531,3.0,0.90,0.50
566326,327462,374578,3.0,2.40,2.00
566327,324756,398348,3.0,1.70,1.50
566329,328300,394685,1.0,1.50,0.25
566330,327600,387485,2.0,1.90,0.50
566331,332758,394103,0.5,0.60,0.25
566332,345733,400725,0.5,0.50,0.25
566333,333022,392742,1.0,1.70,0.25
566334,309450,361717,1.0,1.70,0.25
566335,324722,393876,2.0,0.80,0.25
566336,323295,398556,0.5,0.40,0.25
566339,309751,361211,0.5,1.00,0.50
566340,326651,376713,0.5,1.50,0.25
566342,327019,380560,0.5,0.40,0.25
566344,328890,389632,1.0,1.80,0.25
566345,328414,382332,0.5,0.05,0.50
566348,326949,397077,0.5,2.20,0.25
566350,343860,400975,2.0,0.70,0.50
566351,326355,391893,0.5,0.60,0.80
566352,327076,383601,0.5,0.05,0.25
566353,327765,374335,1.0,0.20,0.60
566354,309615,360702,1.0,1.30,1.30
566355,327089,378912,3.0,1.40,0.90
566356,329555,375835,0.5,1.00,0.25
566357,347921,398092,0.5,1.10,1.30
566359,324506,394880,0.5,0.90,0.50
566360,325481,375449,2.0,0.05,0.25
566361,327310,372920,0.5,1.00,1.30
566363,343797,402590,3.0,1.70,1.90
566365,327604,387758,3.0,3.00,2.90
566366,330166,380622,1.0,1.60,1.30
566367,346865,393114,7.0,2.10,2.30
566368,313279,364264,3.0,1.10,1.20
566369,325931,380065,0.5,0.30,0.25
566371,311292,364008,0.5,1.30,0.25
566372,321794,393832,1.0,0.30,0.25
566373,311624,365618,2.0,0.50,0.25
566375,325905,377664,0.5,1.10,0.25
566378,325413,394491,0.5,1.40,0.25
566379,344600,401642,0.5,1.80,0.25
566381,327160,389460,1.0,2.10,0.25
566383,326270,372053,0.5,0.80,0.25
566384,326033,372947,2.0,2.30,0.25
566386,327133,395843,0.5,1.90,0.25
566387,329893,387453,1.0,2.70,0.25
566388,322820,392126,0.5,0.30,0.25
566391,345081,402182,0.5,1.40,0.25
566392,326461,374843,0.5,0.60,0.25
566394,327077,390602,0.5,0.80,0.25
566395,345966,394527,3.0,2.20,0.25
566396,325858,397899,1.0,2.60,0.25
566397,329855,381008,0.5,2.10,0.25
566398,326748,382527,0.5,0.60,0.25
566399,327041,376632,0.5,0.50,0.25
566400,327314,393912,1.0,2.50,0.25
566401,300178,341051,3.0,2.30,0.25
566402,305448,345281,1.0,0.30,0.25
566404,317899,353901,16.0,0.05,0.25
566405,316679,354055,1.0,0.80,0.25
566406,307696,342151,0.5,0.40,0.25
566407,323558,350677,0.5,0.40,0.25
566409,305301,343726,2.0,0.60,0.25
566410,323220,352067,3.0,0.60,0.25
566411,322194,347638,2.0,0.40,0.25
566412,309356,341924,2.0,1.60,0.25
566413,304547,344262,4.0,0.05,1.20
566414,323125,348570,2.0,0.50,1.80
566416,328671,359556,3.0,0.60,2.20
566418,314225,362089,2.0,0.80,1.40
566419,314673,342354,4.0,0.40,1.70
566420,317748,353188,3.0,0.30,0.60
566421,311592,355745,3.0,1.20,1.30
566422,326222,354055,4.0,0.90,0.90
566423,322690,346237,3.0,0.40,2.40
566424,318657,349276,5.0,0.90,1.70
566425,329765,359974,2.0,0.05,0.70
566426,329797,360414,5.0,1.50,2.10
566427,305031,345755,3.0,0.05,0.90
566428,322075,353352,4.0,0.30,1.10
566429,333137,352052,4.0,1.10,1.50
566431,326849,358784,2.0,1.70,0.25
566432,328634,358390,5.0,0.50,0.25
566433,301289,341287,1.0,0.30,0.25
566434,319725,347777,2.0,0.10,0.25
566435,310536,348543,1.0,0.20,0.25
566436,312083,350691,6.0,0.60,0.25
566437,302126,341687,0.5,0.05,
566438,319702,349828,2.0,0.30,0.25
566439,316583,362734,0.5,0.60,0.25
566440,302803,341641,2.0,0.05,0.25
566441,316666,345146,1.0,0.05,0.25
566442,314234,348134,3.0,0.05,0.25
566443,320679,346152,0.5,0.05,0.25
566445,329356,360739,1.0,0.50,0.25
566446,326703,352162,1.0,0.05,0.25
566447,319082,354693,0.5,1.00,2.10
566448,328166,349536,5.0,0.90,3.00
566449,328560,352555,1.0,0.60,1.40
566450,329797,349317,3.0,0.60,1.50
566451,315581,342911,1.0,1.20,1.70
566452,312484,355384,2.0,0.90,0.25
566454,331427,349613,3.0,0.90,0.50
566455,323776,354343,1.0,0.50,0.25
566456,324496,348258,0.5,0.50,0.25
566457,328393,350372,12.0,0.60,1.80
566459,306658,345166,2.0,0.30,0.25
566460,310436,357062,2.0,0.40,0.60
566461,322423,349442,2.0,0.70,0.25
566463,314681,365351,0.5,0.20,0.25
566464,313166,348349,0.5,0.20,0.25
566465,304834,341212,4.0,0.05,0.25
566466,311537,355380,48.0,0.50,0.25
566467,325039,353290,4.0,0.05,0.25
566468,317159,355873,1.0,0.60,0.25
566469,329366,351555,5.0,0.30,0.25
566470,316851,349865,1.0,0.70,0.25
566471,327532,360722,3.0,1.10,0.25
566472,313034,357475,0.5,0.20,
566473,311475,347677,0.5,0.05,0.25
566474,318060,349753,0.5,0.40,0.25
566476,322672,349223,2.0,0.80,2.00
566477,312041,349561,1.0,0.20,0.25
566478,323855,352626,1.0,0.05,1.00
566479,324484,354852,0.5,0.30,1.00
566480,300980,342628,5.0,0.20,0.25
566481,306700,349710,0.5,0.40,1.00
566482,306807,342135,0.5,1.20,1.30
566483,310701,345659,0.5,0.05,0.70
566485,315918,348952,2.0,1.20,1.10
566486,321621,345419,0.5,0.05,0.25
566488,328610,349423,1.0,0.05,1.70
566489,316766,344198,1.0,0.50,0.60
566490,323902,350219,3.0,0.10,0.25
566492,312606,347581,1.0,0.20,1.00
566493,314702,347139,4.0,3.00,2.60
566494,330232,350849,0.5,0.70,1.10
566495,326315,352412,0.5,0.10,0.90
566497,327891,352432,0.5,0.10,0.25
566498,299352,342386,3.0,2.20,0.50
566499,316083,345494,1.0,0.05,0.50
566500,314289,349563,0.5,3.00,0.25
566504,334569,385847,0.5,1.90,2.10
566505,334774,393931,1.0,1.80,2.90
566506,331601,391302,0.5,1.50,1.10
566510,329922,363996,4.0,1.90,1.00
566511,321539,364267,0.5,0.80,1.50
566513,320665,358687,6.0,0.30,1.80
566514,323511,364742,4.0,1.30,1.70
566516,338310,389600,0.5,1.00,0.25
566517,332391,388433,0.5,1.20,0.25
566518,335681,388911,0.5,2.30,0.90
566520,329099,363428,0.5,0.40,0.25
566522,317358,358657,6.0,0.10,0.50
566523,340109,390326,1.0,1.20,0.80
566524,323322,360856,15.0,1.60,1.50
566525,330670,390251,0.5,1.80,0.90
566527,323036,356855,0.5,0.20,0.25
566529,344031,393493,1.0,2.10,1.40
566533,320778,361688,10.0,1.20,1.40
566535,332995,385020,2.0,1.70,3.50
566537,330994,394000,4.0,2.50,2.80
566538,340382,392697,3.0,3.20,3.90
566539,323415,366003,4.0,2.10,2.20
566543,337804,387721,122.0,1.60,2.50
566552,337122,391666,2.0,3.10,2.70
566556,335484,388520,2.0,3.50,4.10
566558,344519,392091,1.0,1.40,1.00
566561,342685,391923,2.0,1.30,2.20
566562,320902,360220,3.0,2.10,2.40
566565,344940,395400,4.0,2.10,1.50
566572,334242,385317,3.0,1.80,1.60
566573,333007,389535,0.5,0.40,0.25
566574,343335,393423,1.0,1.00,0.70
566575,329929,393450,4.0,3.00,1.50
566580,333441,386390,1.0,1.30,1.40
566582,338380,390618,0.5,1.30,0.90
566583,333804,393605,1.0,3.10,2.20
566584,321391,359078,3.0,0.80,0.50
566586,331869,363781,3.0,0.20,0.25
566587,321310,358008,2.0,0.80,0.25
566589,322221,358215,5.0,6.80,3.20
566592,334213,386441,3.0,1.30,0.90
566594,336242,388046,1.0,2.70,1.10
566595,343433,394370,0.5,1.00,1.00
566597,334101,391091,0.5,1.40,0.25
566598,334336,391899,0.5,2.10,0.90
566599,331833,394222,0.5,1.20,0.25
566601,342680,362606,1.0,0.90,0.25
566603,311032,451318,0.5,0.05,0.25
566604,342520,358571,3.0,1.10,0.25
566607,315399,450082,0.5,0.05,0.25
566615,319135,347836,4.0,1.30,2.00
566616,340264,362525,4.0,1.40,1.60
566617,341452,357774,5.0,1.20,2.20
566618,319894,355656,0.5,0.05,1.30
566626,320095,345495,3.0,1.30,2.60
566628,339906,358830,3.0,0.90,1.40
566632,318781,343746,3.0,0.70,1.30
566634,316097,451574,0.5,0.05,0.50
566637,342281,358653,0.5,0.50,0.25
566641,318742,345634,3.0,0.60,1.50
566645,314813,356231,3.0,1.50,3.00
566646,317335,346407,3.0,1.30,1.90
566649,320742,355244,2.0,0.70,1.40
566654,340562,362123,5.0,0.70,1.70
566656,319418,347594,4.0,0.90,1.50
566662,341112,360938,2.0,0.80,1.70
566665,341912,358261,2.0,0.50,1.40
566669,342126,361127,2.0,0.90,1.40
566672,341827,358822,3.0,0.40,1.90
566680,340389,359352,5.0,2.20,3.60
566690,342209,360447,3.0,0.70,1.80
566694,316086,355256,3.0,1.20,0.80
566698,338774,360273,2.0,0.70,1.60
566701,325462,348147,1.0,0.05,0.80
566702,317093,433871,2.0,0.40,2.00
566703,316271,437393,0.5,0.60,0.90
566704,318024,332831,0.5,0.05,0.25
566705,318698,334860,5.0,1.50,0.60
566706,307256,438729,2.0,0.70,3.50
566707,288130,427410,1.0,1.20,1.10
566708,322808,438450,2.0,2.00,2.30
566709,319896,428321,5.0,1.20,1.20
566710,320222,426672,5.0,1.10,2.60
566711,359946,351522,10.0,2.20,4.60
566712,282987,438497,16.0,1.90,2.60
566713,316706,426195,2.0,0.70,0.25
566715,312628,439886,4.0,0.90,2.50
566716,284250,435305,3.0,0.40,1.60
566717,319043,440172,2.0,0.70,0.70
