FID,AREA,PERIMETER,BLOCKS_,BLOCKS_ID,TILEBLOCK,TILE,BLOCK,TILENUM,TILEBLKNUM
16065,1025039,4086.245,16832,16956,0488D,0488,D,488,488D
16066,1030481,4097.995,16334,16490,0582B,0582,B,582,582B
16067,1028736,4094.002,16403,16506,0258B,0258,B,258,258B
16068,1026457,4089.782,16903,16892,0189S,0189,S,189,189S
16069,1027305,4091.458,16335,16219,0377G,0377,G,377,377G
16070,1027472,4091.831,16833,16702,0548F,0548,F,548,548F
16071,1027556,4091.948,16404,16415,0140R,0140,R,140,140R
16072,1027481,4091.852,16904,16807,0305L,0305,L,305,305L
16073,1027747,4092.447,16336,16308,0137M,0137,M,137,137M
16074,1029619,4096.877,16834,16873,0193N,0193,N,193,193N
16075,1027435,4091.758,16835,16787,0186L,0186,L,186,186L
16076,1027281,4091.406,16405,16238,0862F,0862,F,862,862F
16077,1027650,4092.093,16337,16399,0144R,0144,R,144,144R
16078,1029227,4094.921,16905,17059,0682G,0682,G,682,682G
16079,1028597,4093.743,16338,16491,0582C,0582,C,582,582C
16080,1030421,4098.394,16836,16957,0403A,0403,A,403,403A
16081,1029215,4095.767,16406,16326,0182K,0182,K,182,182K
16082,1027900,4092.614,16906,16975,0255C,0255,C,255,255C
16083,1029200,4095.731,16339,16220,0377H,0377,H,377,377H
16084,1027471,4091.828,16837,16703,0548G,0548,G,548,548G
16085,1028696,4093.904,16407,16507,0258C,0258,C,258,258C
16086,1028254,4093.6,16907,16808,0305M,0305,M,305,305M
16087,1026915,4090.568,16340,16309,0136J,0136,J,136,136J
16088,1027055,4091.121,16838,16874,0193P,0193,P,193,193P
16089,1026502,4089.539,16408,16416,0140S,0140,S,140,140S
16090,1025985,4088.303,16341,16400,0144S,0144,S,144,144S
16091,1028263,4093.627,16839,16788,0186M,0186,M,186,186M
16092,1027686,4092.553,16908,16893,0188N,0188,N,188,188N
16093,1027335,4091.509,16342,16221,0458E,0458,E,458,458E
16094,1029702,4096.859,16840,16704,0548H,0548,H,548,548H
16095,1027277,4091.397,16409,16239,0862G,0862,G,862,862G
16096,1024662,4084.893,16343,16492,0582D,0582,D,582,582D
16097,1026157,4088.006,16909,17060,0682H,0682,H,682,682H
16098,1027356,4091.564,16344,16310,0136K,0136,K,136,136K
16099,1029719,4096.768,16841,16958,0403B,0403,B,403,403B
16100,1025077,4086.267,16910,16976,0255D,0255,D,255,255D
16101,1027333,4091.513,16410,16327,0182L,0182,L,182,182L
16102,1027107,4091.239,16842,16875,0193R,0193,R,193,193R
16103,1027316,4091.475,16345,16222,0458F,0458,F,458,458F
16104,1026730,4090.154,16843,16789,0185J,0185,J,185,185J
16105,1026646,4089.967,16911,16809,0378J,0378,J,378,378J
16106,1031279,4100.271,16346,16401,0143N,0143,N,143,143N
16107,1029100,4095.517,16411,16240,0862H,0862,H,862,862H
16108,1027098,4090.977,16844,16705,0645E,0645,E,645,645E
16109,1032431,4102.418,16347,16493,0489A,0489,A,489,489A
16110,1027003,4091.047,16912,16894,0188P,0188,P,188,188P
16111,1025480,4086.677,16412,16508,0258D,0258,D,258,258D
16112,1029237,4095.813,16348,16311,0136L,0136,L,136,136L
16113,1027796,4092.417,16845,16959,0403C,0403,C,403,403C
16114,1032306,4101.879,16913,17061,0581E,0581,E,581,581E
16115,1030466,4098.504,16413,16417,0139N,0139,N,139,139N
16116,1029346,4096.056,16846,16790,0185K,0185,K,185,185K
16117,1027315,4091.472,16349,16223,0458G,0458,G,458,458G
16118,1027774,4092.51,16414,16328,0182M,0182,M,182,182M
16119,1030681,4098.916,16914,16977,0254A,0254,A,254,254A
16120,1027552,4091.892,16350,16402,0143P,0143,P,143,143P
16121,1025834,4088.333,16847,16876,0193S,0193,S,193,193S
16122,1028566,4093.658,16351,16494,0489B,0489,B,489,489B
16123,1027527,4091.961,16915,16810,0378K,0378,K,378,378K
16124,1030876,4099.518,16415,16597,0792E,0792,E,792,792E
16125,1027464,4091.815,16848,16706,0645F,0645,F,645,645F
16126,1027036,4090.833,16352,16312,0136M,0136,M,136,136M
16127,1024287,4084.531,16849,16960,0403D,0403,D,403,403D
16128,1031794,4100.925,16416,16509,0197A,0197,A,197,197A
16129,1028420,4093.97,16353,16224,0458H,0458,H,458,458H
16130,1026984,4091.015,16916,16895,0188R,0188,R,188,188R
16131,1027517,4091.925,16850,16791,0185L,0185,L,185,185L
16132,1025594,4087.527,16417,16418,0139P,0139,P,139,139P
16133,1027406,4091.684,16851,16707,0645G,0645,G,645,645G
16134,1027604,4092.01,16354,16403,0143R,0143,R,143,143R
16135,1026941,4090.63,16418,16329,0239J,0239,J,239,239J
16136,1027928,4092.66,16917,16978,0254B,0254,B,254,254B
16137,1027642,4092.204,16355,16313,0135J,0135,J,135,135J
16138,1030348,4098.546,16852,16877,0192N,0192,N,192,192N
16139,1031259,4100.28,16853,16961,0326A,0326,A,326,326A
16140,1028677,4093.908,16356,16495,0489C,0489,C,489,489C
16141,1031028,4098.996,16918,17062,0581F,0581,F,581,581F
16142,1027495,4091.88,16419,16598,0792F,0792,F,792,792F
16143,1026202,4088.961,16357,16225,0547E,0547,E,547,547E
16144,1027569,4092.044,16854,16792,0185M,0185,M,185,185M
16145,1029026,4095.336,16855,16708,0645H,0645,H,645,645H
16146,1025184,4086.505,16358,16404,0143S,0143,S,143,143S
16147,1027490,4091.802,16420,16419,0139R,0139,R,139,139R
16148,1027487,4091.861,16919,16811,0378L,0378,L,378,378L
16149,1027027,4091.071,16856,16878,0192P,0192,P,192,192P
16150,1027401,4091.669,16359,16314,0135K,0135,K,135,135K
16151,1028763,4094.046,16421,16510,0197B,0197,B,197,197B
16152,1027552,4092.26,16920,16896,0188S,0188,S,188,188S
16153,1027805,4092.43,16857,16962,0326B,0326,B,326,326B
16154,1025793,4087.43,16360,16496,0489D,0489,D,489,489D
16155,1025908,4088.302,16858,16709,0750E,0750,E,750,750E
16156,1027269,4091.362,16361,16226,0547F,0547,F,547,547F
16157,1027326,4091.5,16422,16330,0239K,0239,K,239,239K
16158,1027945,4092.688,16921,16979,0254C,0254,C,254,254C
16159,1027400,4091.663,16859,16793,0184J,0184,J,184,184J
16160,1030144,4097.72,16362,16405,0142N,0142,N,142,142N
16161,1027152,4091.344,16860,16879,0192R,0192,R,192,192R
16162,1027343,4091.538,16363,16315,0135L,0135,L,135,135L
16163,1027457,4091.799,16861,16710,0750F,0750,F,750,750F
16164,1029196,4094.864,16922,17063,0581G,0581,G,581,581G
16165,1029319,4096.002,16423,16599,0792G,0792,G,792,792G
16166,1027858,4092.551,16862,16963,0326C,0326,C,326,326C
16167,1031293,4099.833,16364,16497,0404A,0404,A,404,404A
16168,1029386,4096.141,16923,16812,0378M,0378,M,378,378M
16169,1027707,4092.266,16424,16420,0139S,0139,S,139,139S
16170,1027379,4091.61,16365,16227,0547G,0547,G,547,547G
16171,1027510,4091.911,16863,16794,0184K,0184,K,184,184K
16172,1026625,4090.156,16924,16897,0187N,0187,N,187,187N
16173,1027578,4091.963,16366,16406,0142P,0142,P,142,142P
16174,1028724,4093.948,16425,16511,0197C,0197,C,197,197C
16175,1028188,4093.44,16367,16316,0135M,0135,M,135,135M
16176,1025046,4086.556,16864,16880,0192S,0192,S,192,192S
16177,1026171,4088.714,16925,16980,0254D,0254,D,254,254D
16178,1027377,4091.617,16426,16331,0239L,0239,L,239,239L
16179,1027398,4091.669,16865,16711,0750G,0750,G,750,750G
16180,1029516,4096.449,16368,16228,0547H,0547,H,547,547H
16181,1030588,4098.203,16369,16498,0404B,0404,B,404,404B
16182,1027490,4091.876,16866,16795,0184L,0184,L,184,184L
16183,1023229,4082.243,16427,16600,0792H,0792,H,792,792H
16184,1027503,4091.886,16926,16813,0459J,0459,J,459,459J
16185,1025439,4087.107,16867,16964,0326D,0326,D,326,326D
16186,1027574,4091.955,16370,16407,0142R,0142,R,142,142R
16187,1027373,4091.51,16428,16421,0138N,0138,N,138,138N
16188,1025442,4086.387,16927,17064,0581H,0581,H,581,581H
16189,1029173,4095.894,16868,16881,0191N,0191,N,191,191N
16190,1026526,4089.685,16371,16317,0134J,0134,J,134,134J
16191,1026616,4089.221,16429,16512,0197D,0197,D,197,197D
16192,1026994,4091.03,16928,16898,0187P,0187,P,187,187P
16193,1030089,4097.759,16869,16712,0750H,0750,H,750,750H
16194,1027537,4091.975,16929,16814,0459K,0459,K,459,459K
16195,1028815,4094.866,16430,16332,0239M,0239,M,239,239M
16196,1026912,4090.567,16372,16229,0644E,0644,E,644,644E
16197,1028650,4094.497,16870,16796,0184M,0184,M,184,184M
16198,1028646,4093.823,16373,16499,0404C,0404,C,404,404C
16199,1031480,4100.705,16930,16981,0253A,0253,A,253,253A
16200,1031641,4101.248,16431,16601,0683E,0683,E,683,683E
16201,1032150,4102.257,16871,16965,0257A,0257,A,257,257A
16202,1029218,4095.776,16374,16318,0134K,0134,K,134,134K
16203,1027521,4091.883,16432,16422,0138P,0138,P,138,138P
16204,1033016,4103.482,16931,17065,0488E,0488,E,488,488E
16205,1027068,4091.168,16872,16882,0191P,0191,P,191,191P
16206,1026281,4089.015,16375,16408,0142S,0142,S,142,142S
16207,1028874,4095.28,16932,16899,0187R,0187,R,187,187R
16208,1027708,4092.364,16433,16333,0304J,0304,J,304,304J
16209,1027354,4091.565,16376,16230,0644F,0644,F,644,644F
16210,1026285,4089.145,16873,16797,0183J,0183,J,183,183J
16211,1027829,4092.469,16874,16966,0257B,0257,B,257,257B
16212,1025080,4085.814,16377,16500,0404D,0404,D,404,404D
16213,1027479,4091.844,16933,16815,0459L,0459,L,459,459L
16214,1027068,4091.167,16875,16883,0191R,0191,R,191,191R
16215,1032598,4102.72,16434,16513,0196A,0196,A,196,196A
16216,1027277,4091.393,16378,16319,0134L,0134,L,134,134L
16217,1029383,4096.145,16876,16798,0183K,0183,K,183,183K
16218,1027951,4092.698,16934,16982,0253B,0253,B,253,253B
16219,1029345,4096.005,16435,16423,0138R,0138,R,138,138R
16220,1027296,4091.435,16379,16231,0644G,0644,G,644,644G
16221,1027882,4092.588,16877,16967,0257C,0257,C,257,257C
16222,1029187,4094.847,16935,17066,0488F,0488,F,488,488F
16223,1027317,4091.482,16436,16334,0304K,0304,K,304,304K
16224,1030817,4099.262,16380,16409,0141N,0141,N,141,141N
16225,1032059,4101.563,16381,16501,0327A,0327,A,327,327A
16226,1026787,4090.523,16936,16900,0187S,0187,S,187,187S
16227,1026126,4089.009,16878,16884,0191S,0191,S,191,191S
16228,1027485,4091.861,16437,16602,0683F,0683,F,683,683F
16229,1028805,4094.836,16382,16232,0644H,0644,H,644,644H
16230,1027554,4092.013,16879,16799,0183L,0183,L,183,183L
16231,1028657,4094.496,16937,16816,0459M,0459,M,459,459M
16232,1028772,4094.058,16438,16514,0196B,0196,B,196,196B
16233,1027458,4091.794,16383,16320,0134M,0134,M,134,134M
16234,1024726,4085.49,16880,16968,0257D,0257,D,257,257D
16235,1027950,4092.696,16938,16983,0253C,0253,C,253,253C
16236,1029995,4097.754,16881,16885,0190N,0190,N,190,190N
16237,1026942,4090.529,16439,16424,0138S,0138,S,138,138S
16238,1027623,4092.067,16384,16410,0141P,0141,P,141,141P
16239,1027938,4092.882,16882,16800,0183M,0183,M,183,183M
16240,1027370,4091.602,16440,16335,0304L,0304,L,304,304L
16241,1027373,4091.858,16939,16901,0186N,0186,N,186,186N
16242,1028656,4093.836,16385,16502,0327B,0327,B,327,327B
16243,1030923,4099.488,16883,16969,0256A,0256,A,256,256A
16244,1025816,4088.082,16386,16233,0749E,0749,E,749,749E
16245,1027427,4091.731,16441,16603,0683G,0683,G,683,683G
16246,1025107,4086.747,16884,16886,0190P,0190,P,190,190P
16247,1029204,4094.875,16940,17067,0488G,0488,G,488,488G
16248,1027052,4090.88,16885,16801,0240J,0240,J,240,240J
16249,1026367,4089.333,16941,16817,0548J,0548,J,548,548J
16250,1028714,4093.929,16442,16515,0196C,0196,C,196,196C
16251,1027289,4091.413,16387,16321,0133J,0133,J,133,133J
16252,1027041,4091.118,16886,16887,0190R,0190,R,190,190R
16253,1025512,4087.22,16942,16984,0253D,0253,D,253,253D
16254,1028087,4093.222,16443,16336,0304M,0304,M,304,304M
16255,1027565,4091.937,16388,16411,0141R,0141,R,141,141R
16256,1028268,4093.523,16444,16425,0137N,0137,N,137,137N
16257,1026986,4091.012,16943,16902,0186P,0186,P,186,186P
16258,1027877,4092.578,16887,16970,0256B,0256,B,256,256B
16259,1027289,4091.422,16389,16234,0749F,0749,F,749,749F
16260,1028673,4093.867,16390,16503,0327C,0327,C,327,327C
16261,1027436,4091.75,16888,16802,0240K,0240,K,240,240K
16262,1024380,4084.846,16445,16604,0683H,0683,H,683,683H
16263,1026542,4088.871,16944,17068,0488H,0488,H,488,488H
16264,1027381,4091.629,16391,16322,0133K,0133,K,133,133K
16265,1027259,4091.582,16889,16888,0190S,0190,S,190,190S
16266,1027472,4091.831,16945,16818,0548K,0548,K,548,548K
16267,1025884,4087.573,16446,16516,0196D,0196,D,196,196D
16268,1027837,4092.479,16890,16971,0256C,0256,C,256,256C
16269,1026589,4089.839,16447,16337,0377J,0377,J,377,377J
16270,1030342,4098.12,16946,16985,0252A,0252,A,252,252A
16271,1025440,4087.118,16392,16412,0141S,0141,S,141,141S
16272,1027473,4091.769,16448,16426,0137P,0137,P,137,137P
16273,1027489,4091.869,16891,16803,0240L,0240,L,240,240L
16274,1027003,4091.043,16947,16903,0186R,0186,R,186,186R
16275,1027341,4091.541,16393,16235,0749G,0749,G,749,749G
16276,1030520,4098.721,16449,16605,0582E,0582,E,582,582E
16277,1031916,4100.993,16948,17069,0403E,0403,E,403,403E
16278,1031495,4100.226,16450,16517,0195A,0195,A,195,195A
16279,1026960,4090.917,16892,16889,0189N,0189,N,189,189N
16280,1027471,4091.828,16949,16819,0548L,0548,L,548,548L
16281,1027269,4091.376,16394,16323,0133L,0133,L,133,133L
16282,1027324,4091.491,16451,16338,0377K,0377,K,377,377K
16283,1025842,4088.004,16893,16972,0256D,0256,D,256,256D
16284,1027960,4092.71,16950,16986,0252B,0252,B,252,252B
16285,1026233,4088.391,16395,16504,0327D,0327,D,327,327D
16286,1027508,4091.857,16452,16427,0137R,0137,R,137,137R
16287,1027938,4093.129,16951,16904,0186S,0186,S,186,186S
16288,1029037,4095.366,16894,16804,0240M,0240,M,240,240M
16289,1029755,4096.865,16396,16413,0140N,0140,N,140,140N
16290,1029719,4096.918,16952,16820,0548M,0548,M,548,548M
16291,1033407,4104.369,16895,17057,0682E,0682,E,682,682E
16292,1028795,4094.095,16453,16518,0195B,0195,B,195,195B
16293,1029354,4096.087,16454,16606,0582F,0582,F,582,582F
16294,1027015,4091.071,16896,16890,0189P,0189,P,189,189P
16295,1029847,4097.193,16397,16236,0749H,0749,H,749,749H
16296,1031081,4099.112,16953,17070,0403F,0403,F,403,403F
16297,1027376,4091.611,16455,16339,0377L,0377,L,377,377L
16298,1027872,4092.736,16897,16805,0305J,0305,J,305,305J
16299,1028013,4092.83,16954,16987,0252C,0252,C,252,252C
16300,1028557,4094.278,16398,16324,0133M,0133,M,133,133M
16301,1031779,4101.404,16898,16973,0255A,0255,A,255,255A
16302,1027965,4092.853,16456,16428,0137S,0137,S,137,137S
16303,1032875,4103.382,16399,16505,0258A,0258,A,258,258A
16304,1028895,4095.321,16899,16891,0189R,0189,R,189,189R
16305,1026201,4089.212,16955,16905,0185N,0185,N,185,185N
16306,1027521,4091.859,16400,16414,0140P,0140,P,140,140P
16307,1028795,4094.095,16457,16519,0195C,0195,C,195,195C
16308,1027115,4091.036,16956,16821,0645J,0645,J,645,645J
16309,1029210,4094.892,16900,17058,0682F,0682,F,682,682F
16310,1026618,4089.908,16401,16237,0862E,0862,E,862,862E
16311,1029248,4094.978,16957,17071,0403G,0403,G,403,403G
16312,1027414,4091.705,16458,16607,0582G,0582,G,582,582G
16313,1027481,4091.854,16901,16806,0305K,0305,K,305,305K
16314,1028840,4095.215,16958,16906,0185P,0185,P,185,185P
16315,1029239,4095.829,16459,16340,0377M,0377,M,377,377M
16316,1026591,4089.639,16959,16988,0252D,0252,D,252,252D
16317,1027464,4091.815,16960,16822,0645K,0645,K,645,645K
16318,1027077,4090.847,16460,16429,0136N,0136,N,136,136N
16319,1026966,4089.997,16461,16520,0195D,0195,D,195,195D
16320,1025752,4087.092,16961,17072,0403H,0403,H,403,403H
16321,1027299,4091.446,16462,16341,0458J,0458,J,458,458J
16322,1027012,4091.085,16962,16907,0185R,0185,R,185,185R
16323,1027535,4091.966,16963,16823,0645L,0645,L,645,645L
16324,1023610,4083.101,16463,16608,0582H,0582,H,582,582H
16325,1031145,4099.914,16964,16989,0251A,0251,A,251,251A
16326,1027446,4091.72,16464,16430,0136P,0136,P,136,136P
16327,1032679,4102.72,16965,17073,0326E,0326,E,326,326E
16328,1027298,4091.443,16465,16342,0458K,0458,K,458,458K
16329,1027138,4091.331,16966,16908,0185S,0185,S,185,185S
16330,1032355,4102.148,16466,16521,0194A,0194,A,194,194A
16331,1029026,4095.336,16967,16824,0645M,0645,M,645,645M
16332,1031357,4100.605,16467,16609,0489E,0489,E,489,489E
16333,1028041,4092.876,16968,16990,0251B,0251,B,251,251B
16334,1029381,4096.092,16468,16431,0136R,0136,R,136,136R
16335,1029182,4094.833,16969,17074,0326F,0326,F,326,326F
16336,1027297,4091.442,16469,16343,0458L,0458,L,458,458L
16337,1025926,4088.332,16970,16825,0750J,0750,J,750,750J
16338,1028766,4094.013,16470,16522,0194B,0194,B,194,194B
16339,1026985,4090.977,16971,16909,0184N,0184,N,184,184N
16340,1027424,4091.719,16471,16610,0489F,0489,F,489,489F
16341,1028022,4092.844,16972,16991,0251C,0251,C,251,251C
16342,1027293,4091.336,16472,16432,0136S,0136,S,136,136S
16343,1027510,4091.921,16973,16826,0750K,0750,K,750,750K
16344,1028474,4094.092,16473,16344,0458M,0458,M,458,458M
16345,1029182,4094.831,16974,17075,0326G,0326,G,326,326G
16346,1028836,4094.163,16474,16523,0194C,0194,C,194,194C
16347,1026965,4090.972,16975,16910,0184P,0184,P,184,184P
16348,1027804,4092.483,16475,16433,0135N,0135,N,135,135N
16349,1025881,4088.028,16976,16992,0251D,0251,D,251,251D
16350,1027476,4091.838,16476,16611,0489G,0489,G,489,489G
16351,1026259,4089.089,16477,16345,0547J,0547,J,547,547J
16352,1027452,4091.791,16977,16827,0750L,0750,L,750,750L
16353,1026233,4088.317,16478,16524,0194D,0194,D,194,194D
16354,1026965,4090.971,16978,16911,0184R,0184,R,184,184R
16355,1026853,4089.578,16979,17076,0326H,0326,H,326,326H
16356,1027509,4091.855,16479,16434,0135P,0135,P,135,135P
16357,1030047,4097.427,16980,16993,0250A,0250,A,250,250A
16358,1024707,4085.583,16480,16612,0489H,0489,H,489,489H
16359,1030125,4097.821,16981,16828,0750M,0750,M,750,750M
16360,1027290,4091.427,16481,16346,0547K,0547,K,547,547K
16361,1028308,4093.969,16982,16912,0184S,0184,S,184,184S
16362,1031270,4099.684,16482,16525,0193A,0193,A,193,193A
16363,1027661,4092.173,16502,16440,0134S,0134,S,134,134S
16364,1027509,4091.855,16483,16435,0135R,0135,R,135,135R
16365,1033502,4104.577,16983,17077,0257E,0257,E,257,257E
16366,1030897,4099.554,16102,16161,0143E,0143,E,143,143E
16367,1030130,4097.835,16484,16613,0404E,0404,E,404,404E
16368,1027997,4092.769,16984,16994,0250B,0250,B,250,250B
16369,1031193,4100.233,16103,16253,0490J,0490,J,490,490J
16370,1028862,4094.964,16503,16352,0644M,0644,M,644,644M
16371,1029908,4097.343,16602,16641,0193E,0193,E,193,193E
16372,1027343,4091.548,16485,16347,0547L,0547,L,547,547L
16373,1025795,4088.299,16985,16913,0183N,0183,N,183,183N
16374,1027351,4091.55,16202,16275,0145L,0145,L,145,145L
16375,1028880,4094.23,16702,16581,0459A,0459,A,459,459A
16376,1028856,4094.191,16504,16530,0192B,0192,B,192,192B
16377,1030033,4097.154,16104,16071,0136C,0136,C,136,136C
16378,1028847,4094.179,16486,16526,0193B,0193,B,193,193B
16379,1028958,4094.382,16603,16555,0186C,0186,C,186,186C
16380,1028757,4094.289,16203,16096,0304D,0304,D,304,304D
16381,1023487,4082.919,16703,16840,0582S,0582,S,582,582S
16382,1029231,4094.944,16986,17078,0257F,0257,F,257,257F
16383,1026388,4089.845,16105,15979,0457R,0457,R,457,457R
16384,1027477,4091.835,16505,16618,0327F,0327,F,327,327F
16385,1030165,4097.925,16604,16729,0404J,0404,J,404,404J
16386,1027958,4092.932,16204,16185,0137E,0137,E,137,137E
16387,1027467,4091.814,16704,16666,0187F,0187,F,187,187F
16388,1027335,4091.517,16106,16162,0143F,0143,F,143,143F
16389,1025869,4088.204,16506,16353,0749J,0749,J,749,749J
16390,1027523,4091.889,16605,16467,0547R,0547,R,547,547R
16391,1028391,4093.819,16487,16436,0135S,0135,S,135,135S
16392,1024776,4085.473,16205,16368,0684S,0684,S,684,684S
16393,1028877,4094.196,16705,16582,0459B,0459,B,459,459B
16394,1027370,4091.598,16107,16254,0490K,0490,K,490,490K
16395,1028068,4092.919,16987,16995,0250C,0250,C,250,250C
16396,1027472,4091.84,16606,16642,0193F,0193,F,193,193F
16397,1024543,4085.198,16206,16276,0145M,0145,M,145,145M
16398,1027437,4091.667,16507,16441,0133N,0133,N,133,133N
16399,1031100,4100.024,16706,16753,0194J,0194,J,194,194J
16400,1027705,4091.928,16108,16072,0136D,0136,D,136,136D
16401,1029661,4096.006,16607,16556,0186D,0186,D,186,186D
16402,1028855,4094.19,16508,16531,0192C,0192,C,192,192C
16403,1027368,4091.153,16207,16097,0377A,0377,A,377,377A
16404,1029573,4096.577,16488,16348,0547M,0547,M,547,547M
16405,1027437,4092.189,16109,15980,0457S,0457,S,457,457S
16406,1027360,4091.574,16509,16354,0749K,0749,K,749,749K
16407,1031174,4100.289,16707,16841,0489N,0489,N,489,489N
16408,1029734,4096.854,16608,16468,0547S,0547,S,547,547S
16409,1027365,4091.582,16208,16186,0137F,0137,F,137,137F
16410,1027258,4091.355,16110,16163,0143G,0143,G,143,143G
16411,1027418,4091.704,16510,16619,0327G,0327,G,327,327G
16412,1028892,4095.329,16988,16914,0183P,0183,P,183,183P
16413,1029344,4096.057,16708,16667,0187G,0187,G,187,187G
16414,1029389,4096.172,16609,16730,0404K,0404,K,404,404K
16415,1028421,4093.545,16111,16073,0135A,0135,A,135,135A
16416,1030975,4099.471,16209,16369,0583N,0583,N,583,583N
16417,1028930,4094.316,16709,16583,0459C,0459,C,459,459C
16418,1027564,4091.975,16511,16442,0133P,0133,P,133,133P
16419,1028014,4092.28,16610,16557,0185A,0185,A,185,185A
16420,1029407,4096.202,16489,16614,0404F,0404,F,404,404F
16421,1027369,4091.594,16112,16255,0490L,0490,L,490,490L
16422,1030170,4097.919,16210,16277,0144J,0144,J,144,144J
16423,1027480,4091.856,16710,16754,0194K,0194,K,194,194K
16424,1029172,4094.812,16989,17079,0257G,0257,G,257,257G
16425,1026655,4089.246,16512,16532,0192D,0192,D,192,192D
16426,1025387,4087.553,16113,15981,0546N,0546,N,546,546N
16427,1027431,4091.739,16611,16643,0193G,0193,G,193,193G
16428,1028140,4092.868,16211,16098,0377B,0377,B,377,377B
16429,1027338,4091.66,16711,16842,0489P,0489,P,489,489P
16430,1027360,4091.573,16513,16355,0749L,0749,L,749,749L
16431,1028845,4094.176,16490,16527,0193C,0193,C,193,193C
16432,1027012,4090.567,16990,16996,0250D,0250,D,250,250D
16433,1027167,4091.065,16612,16469,0644N,0644,N,644,644N
16434,1027306,4091.451,16212,16187,0137G,0137,G,137,137G
16435,1024818,4085.844,16114,16164,0143H,0143,H,143,143H
16436,1027450,4091.718,16514,16443,0133R,0133,R,133,133R
16437,1027163,4091.142,16712,16668,0187H,0187,H,187,187H
16438,1027470,4091.825,16613,16731,0404L,0404,L,404,404L
16439,1025092,4086.449,16515,16620,0327H,0327,H,327,327H
16440,1027325,4091.503,16213,16278,0144K,0144,K,144,144K
16441,1028049,4092.667,16115,16074,0135B,0135,B,135,135B
16442,1026670,4089.933,16491,16437,0134N,0134,N,134,134N
16443,1030038,4096.844,16713,16584,0459D,0459,D,459,459D
16444,1030853,4098.648,16614,16558,0185B,0185,B,185,185B
16445,1030917,4098.864,16516,16533,0191A,0191,A,191,191A
16446,1024543,4085.212,16116,16256,0490M,0490,M,490,490M
16447,1027010,4091.076,16991,16915,0183R,0183,R,183,183R
16448,1029644,4096.496,16214,16370,0583P,0583,P,583,583P
16449,1027480,4091.855,16714,16755,0194L,0194,L,194,194L
16450,1026987,4090.727,16492,16349,0644J,0644,J,644,644J
16451,1026067,4087.806,16992,17080,0257H,0257,H,257,257H
16452,1026063,4088.639,16615,16644,0193H,0193,H,193,193H
16453,1029904,4097.321,16517,16356,0749M,0749,M,749,749M
16454,1026380,4089.83,16117,15982,0546P,0546,P,546,546P
16455,1028140,4092.868,16215,16099,0377C,0377,C,377,377C
16456,1027717,4092.392,16715,16669,0186E,0186,E,186,186E
16457,1027498,4091.843,16616,16470,0644P,0644,P,644,644P
16458,1027729,4092.417,16216,16188,0137H,0137,H,137,137H
16459,1029797,4097.093,16118,16165,0142E,0142,E,142,142E
16460,1028721,4094.561,16518,16444,0133S,0133,S,133,133S
16461,1027280,4091.53,16716,16843,0489R,0489,R,489,489R
16462,1027321,4091.495,16217,16279,0144L,0144,L,144,144L
16463,1023980,4083.941,16617,16732,0404M,0404,M,404,404M
16464,1030828,4099.185,16993,16997,0249A,0249,A,249,249A
16465,1027466,4091.819,16493,16615,0404G,0404,G,404,404G
16466,1028160,4092.917,16119,16075,0135C,0135,C,135,135C
16467,1027689,4091.555,16717,16585,0548A,0548,A,548,548A
16468,1027867,4092.487,16218,16371,0583R,0583,R,583,583R
16469,1030112,4097.803,16120,16257,0405J,0405,J,405,405J
16470,1031732,4101.45,16519,16621,0258E,0258,E,258,258E
16471,1028911,4094.269,16618,16559,0185C,0185,C,185,185C
16472,1029949,4096.992,16219,16100,0377D,0377,D,377,377D
16473,1025043,4086.35,16718,16756,0194M,0194,M,194,194M
16474,1028883,4094.236,16520,16534,0191B,0191,B,191,191B
16475,1027440,4091.714,16619,16471,0644R,0644,R,644,644R
16476,1026323,4089.702,16121,15983,0546R,0546,R,546,546R
16477,1029383,4096.09,16494,16438,0134P,0134,P,134,134P
16478,1027525,4092.201,16994,16916,0183S,0183,S,183,183S
16479,1030746,4099.23,16620,16645,0192E,0192,E,192,192E
16480,1027269,4091.371,16122,16166,0142F,0142,F,142,142F
16481,1026843,4090.414,16220,16189,0136E,0136,E,136,136E
16482,1027437,4091.761,16719,16670,0186F,0186,F,186,186F
16483,1026636,4089.938,16521,16357,0862J,0862,J,862,862J
16484,1025659,4087.74,16221,16280,0144M,0144,M,144,144M
16485,1031007,4099.817,16621,16733,0327J,0327,J,327,327J
16486,1028934,4094.694,16123,16076,0135D,0135,D,135,135D
16487,1024638,4085.522,16720,16844,0489S,0489,S,489,489S
16488,1026393,4089.302,16522,16445,0182N,0182,N,182,182N
16489,1027350,4090.831,16495,16528,0193D,0193,D,193,193D
16490,1028117,4092.856,16222,16101,0458A,0458,A,458,458A
16491,1032346,4101.961,16995,17081,0256E,0256,E,256,256E
16492,1029044,4095.307,16622,16472,0644S,0644,S,644,644S
16493,1028923,4094.302,16721,16586,0548B,0548,B,548,548B
16494,1027468,4091.817,16523,16622,0258F,0258,F,258,258F
16495,1028589,4094.795,16124,15984,0546S,0546,S,546,546S
16496,1027372,4091.596,16496,16350,0644K,0644,K,644,644K
16497,1023987,4083.696,16223,16372,0583S,0583,S,583,583S
16498,1028967,4094.423,16623,16560,0185D,0185,D,185,185D
16499,1026138,4088.555,16996,16998,0249B,0249,B,249,249B
