OBJECTID,ID,GlobalID,ShapeSTArea,ShapeSTLength
1478,1,{6D0D394A-DF23-4BA5-A963-C62958F8BCD7},10833633.413086,23589.92583
1479,1,{D291EA58-C8A6-4315-8612-8E3A3B05AB5D},11267497.90332,33155.483451
1480,1,{27BF718E-1EFB-41C4-8E80-79D0EAA84932},3877844.010742,12227.863218
