OBJECTID_1,DISTRICT,WARD,MUNICODE,YRAPPROV,MWD_NOPAD,PSEUDONUM,OPA_MUNI,OBJECTID,LABEL,Shape_Leng
198,3,7,196,1994,19673,1071,940,0, ,0
199,3,1,196,1994,19613,1048,940,0, ,0
200,12,0,172,1992,172012,0416,925,0, ,0
201,2,0,108,1991,10802,0039,804,0, ,0
202,1,3,182,1992,18231,0512,931,0, ,0
203,1,0,108,1991,10801,0038,804,0, ,0
204,5,0,195,1992,19505,1041,939,0, ,0
205,1,0,144,1992,14401,0218,868,0, ,0
206,5,2,202,1990,20225,1113,944,0, ,0
207,1,7,196,1994,19671,1069,940,0, ,0
208,3,0,216,1929,21603,1227,859,0, ,0
209,8,0,172,1992,17208,0412,925,0, ,0
210,2,8,185,1990,18582,0562,934,0, ,0
211,2,3,107,1992,10732,0037,803,0, ,0
212,3,6,196,1994,19663,1067,940,0, ,0
213,1,0,216,1929,21601,1225,859,0, ,0
214,6,8,185,1990,18586,0566,934,0, ,0
215,0,3,139,1991,13930,0200,827,0, ,0
216,0,2,139,1991,13920,0199,827,0, ,0
217,3,0,159,1992,15903,0296,919,0, ,0
218,6,0,172,1992,17206,0410,925,0, ,0
219,2,1,182,505,18212,0509,931,0, ,0
220,1,3,107,1992,10731,0036,803,0, ,0
221,7,0,159,1992,15907,0300,919,0, ,0
222,3,2,202,1990,20223,1111,944,0, ,0
223,7,7,185,1990,18577,0560,934,0, ,0
224,2,0,216,1929,21602,1226,859,0, ,0
225,2,3,182,1992,18232,0513,931,0, ,0
226,1,1,202,1990,20211,1104,944,0, ,0
227,2,2,107,1992,10722,0035,803,0, ,0
228,3,3,103,1990,10333,0010,802,0, ,0
229,4,1,202,1990,20214,1107,944,0, ,0
230,4,6,196,1994,19664,1068,940,0, ,0
231,4,7,196,1994,19674,1072,940,0, ,0
232,0,3,193,0,19330,1027,937,0, ,0
233,1,2,103,1990,10321,0006,802,0, ,0
234,3,1,202,1990,20213,1106,944,0, ,0
235,1,4,209,1990,20941,1175,949,0, ,0
236,0,1,139,1991,13910,0198,827,0, ,0
237,14,26,188,1992,1882614,0927,100,0, ,0
238,5,0,159,1992,15905,0298,919,0, ,0
239,4,8,185,1990,18584,0564,934,0, ,0
240,3,8,185,1990,18583,0563,934,0, ,0
241,20,0,190,1990,190020,1016,880,0, ,0
242,18,0,190,1990,190018,1014,880,0, ,0
243,2,2,103,1990,10322,0007,802,0, ,0
244,15,26,188,1992,1882615,0928,100,0, ,0
245,1,8,185,1990,18581,0561,934,0, ,0
246,2,4,182,1992,18242,0515,931,0, ,0
247,2,0,102,1992,10202,0003,801,0, ,0
248,2,0,203,1990,20302,1139,852,0, ,0
249,2,1,107,1992,10712,0033,803,0, ,0
250,13,26,188,1992,1882613,0926,100,0, ,0
251,1,2,107,1992,10721,0034,803,0, ,0
252,0,4,193,0,19340,1028,937,0, ,0
253,4,0,159,1992,15904,0297,919,0, ,0
254,3,0,203,1990,20303,1140,852,0, ,0
255,1,0,203,1990,20301,1138,852,0, ,0
256,1,0,111,1991,11101,0069,806,0, ,0
257,1,9,185,1990,18591,0567,934,0, ,0
258,5,0,170,1990,17005,0379,838,0, ,0
259,9,0,195,1992,19509,1045,939,0, ,0
260,1,1,107,1992,10711,0032,803,0, ,0
261,1,0,102,1992,10201,0002,801,0, ,0
262,4,7,185,1990,18574,0557,934,0, ,0
263,12,26,188,1992,1882612,0925,100,0, ,0
264,5,1,202,1990,20215,1108,944,0, ,0
265,2,9,185,1990,18592,0568,934,0, ,0
266,2,4,209,1990,20942,1176,949,0, ,0
267,2,27,188,1988,188272,0932,100,0, ,0
268,3,0,102,1992,10203,0004,801,0, ,0
269,4,0,190,1990,19004,1000,880,0, ,0
270,2,4,182,1992,18242,0515,931,0, ,0
271,1,27,188,1988,188271,0931,100,0, ,0
272,16,26,188,1992,1882616,0929,100,0, ,0
273,2,0,141,0,14102,0204,910,0, ,0
274,2,1,202,1990,20212,1105,944,0, ,0
275,12,12,188,1988,1881212,0718,100,0, ,0
276,2,0,170,1990,17002,0376,838,0, ,0
277,3,27,188,1988,188273,0933,100,0, ,0
278,7,10,188,1994,188107,0676,100,0, ,0
279,5,10,188,1994,188105,0674,100,0, ,0
280,6,7,185,1990,18576,0559,934,0, ,0
281,2,7,185,1990,18572,0555,934,0, ,0
282,3,9,185,1990,18593,0569,934,0, ,0
283,0,3,209,1990,20930,1174,949,0, ,0
284,8,10,188,1994,188108,0677,100,0, ,0
285,4,27,188,1988,188274,0934,100,0, ,0
286,17,0,190,1990,190017,1013,880,0, ,0
287,9,11,188,1988,188119,0697,100,0, ,0
288,5,27,188,1988,188275,0935,100,0, ,0
289,1,10,188,1994,188101,0670,100,0, ,0
290,4,10,188,1994,188104,0673,100,0, ,0
291,11,26,188,1992,1882611,0924,100,0, ,0
292,10,10,188,1994,1881010,0679,100,0, ,0
293,0,2,193,0,19320,1026,937,0, ,0
294,12,27,188,1988,1882712,0942,100,0, ,0
295,7,0,195,1992,19507,1043,939,0, ,0
296,2,2,209,1990,20922,1173,949,0, ,0
297,9,10,188,1994,188109,0678,100,0, ,0
298,5,9,185,1990,18595,0571,934,0, ,0
299,1,0,159,1992,15901,0294,919,0, ,0
300,7,27,188,1988,188277,0937,100,0, ,0
301,8,0,190,1990,19008,1004,880,0, ,0
302,16,0,190,1990,190016,1012,880,0, ,0
303,6,10,188,1994,188106,0675,100,0, ,0
304,3,0,170,1990,17003,0377,838,0, ,0
305,4,0,170,1990,17004,0378,838,0, ,0
306,3,10,188,1994,188103,0672,100,0, ,0
307,3,7,185,1990,18573,0556,934,0, ,0
308,8,27,188,1988,188278,0938,100,0, ,0
309,5,26,188,1992,188265,0918,100,0, ,0
310,2,0,159,1992,15902,0295,919,0, ,0
311,4,9,185,1990,18594,0570,934,0, ,0
312,6,27,188,1988,188276,0936,100,0, ,0
313,9,0,190,1990,19009,1005,880,0, ,0
314,1,7,185,1990,18571,0554,934,0, ,0
315,3,9,188,1988,18893,0663,100,0, ,0
316,13,10,188,1994,1881013,0682,100,0, ,0
317,5,7,185,1990,18575,0558,934,0, ,0
318,1,0,170,1990,17001,0375,838,0, ,0
319,14,10,188,1994,1881014,0683,100,0, ,0
320,2,10,188,1994,188102,0671,100,0, ,0
321,6,26,188,1992,188266,0919,100,0, ,0
322,7,11,188,1988,188117,0695,100,0, ,0
323,3,6,185,1990,18563,0550,934,0, ,0
324,12,10,188,1994,1881012,0681,100,0, ,0
325,1,2,209,1990,20921,1172,949,0, ,0
326,10,26,188,1992,1882610,0923,100,0, ,0
327,11,10,188,1994,1881011,0680,100,0, ,0
328,3,0,141,0,14103,0205,910,0, ,0
329,8,11,188,1988,188118,0696,100,0, ,0
330,7,0,190,1990,19007,1003,880,0, ,0
331,0,1,193,0,19310,1025,937,0, ,0
332,0,5,209,1990,20950,1177,949,0, ,0
333,0,1,209,1990,20910,1171,949,0, ,0
334,6,0,159,1992,15906,0299,919,0, ,0
335,9,27,188,1988,188279,0939,100,0, ,0
336,12,0,190,1990,190012,1008,880,0, ,0
337,0,7,209,1990,20970,1179,949,0, ,0
338,4,9,188,1988,18894,0664,100,0, ,0
339,1,3,185,1990,18531,0531,934,0, ,0
340,17,26,188,1992,1882617,0930,100,0, ,0
341,10,11,188,1988,1881110,0698,100,0, ,0
342,2,2,169,1990,16922,0371,842,0, ,0
343,1,2,169,1990,16921,0370,842,0, ,0
344,4,26,188,1992,188264,0917,100,0, ,0
345,1,1,169,1990,16911,0368,842,0, ,0
346,0,8,209,1990,20980,1180,949,0, ,0
347,2,9,188,1988,18892,0662,100,0, ,0
348,1,11,188,1988,188111,0689,100,0, ,0
349,0,6,209,1990,20960,1178,949,0, ,0
350,2,1,185,1990,18512,0523,934,0, ,0
351,1,9,188,1988,18891,0661,100,0, ,0
352,0,9,209,1990,20990,1181,949,0, ,0
353,8,26,188,1992,188268,0921,100,0, ,0
354,6,11,188,1988,188116,0694,100,0, ,0
355,15,10,188,1994,1881015,0684,100,0, ,0
356,6,6,185,1990,18566,0553,934,0, ,0
357,16,12,188,1988,1881216,0722,100,0, ,0
358,11,27,188,1988,1882711,0941,100,0, ,0
359,1,26,188,1992,188261,0914,100,0, ,0
360,1,1,185,1990,18511,0522,934,0, ,0
361,1,6,185,1990,18561,0548,934,0, ,0
362,11,0,190,1990,190011,1007,880,0, ,0
363,11,11,188,1988,1881111,0699,100,0, ,0
364,9,26,188,1992,188269,0922,100,0, ,0
365,1,3,169,1990,16931,0372,842,0, ,0
366,5,3,185,1990,18535,0535,934,0, ,0
367,7,26,188,1992,188267,0920,100,0, ,0
368,11,12,188,1988,1881211,0717,100,0, ,0
369,13,11,188,1988,1881113,0701,100,0, ,0
370,5,1,185,1990,18515,0526,934,0, ,0
371,1,6,188,1988,18861,0629,100,0, ,0
372,14,11,188,1988,1881114,0702,100,0, ,0
373,2,26,188,1992,188262,0915,100,0, ,0
374,12,11,188,1988,1881112,0700,100,0, ,0
375,2,3,169,1990,16932,0373,842,0, ,0
376,2,1,169,1990,16912,0369,842,0, ,0
377,2,0,195,1992,19502,1038,939,0, ,0
378,5,9,188,1988,18895,0665,100,0, ,0
379,4,3,185,1990,18534,0534,934,0, ,0
380,6,24,188,1988,188246,0906,100,0, ,0
381,5,6,185,1990,18565,0552,934,0, ,0
382,19,10,188,1994,1881019,0688,100,0, ,0
383,16,10,188,1994,1881016,0685,100,0, ,0
384,5,11,188,1988,188115,0693,100,0, ,0
385,10,27,188,1988,1882710,0940,100,0, ,0
386,2,3,185,1990,18532,0532,934,0, ,0
387,10,0,190,1990,190010,1006,880,0, ,0
388,6,0,195,1992,19506,1042,939,0, ,0
389,6,3,185,1990,18536,0536,934,0, ,0
390,17,11,188,1988,1881117,0705,100,0, ,0
391,13,12,188,1988,1881213,0719,100,0, ,0
392,3,3,169,1990,16933,0374,842,0, ,0
393,4,11,188,1988,188114,0692,100,0, ,0
394,4,6,185,1990,18564,0551,934,0, ,0
395,16,11,188,1988,1881116,0704,100,0, ,0
396,13,27,188,1988,1882713,0943,100,0, ,0
397,10,12,188,1988,1881210,0716,100,0, ,0
398,4,24,188,1992,188244,0904,100,0, ,0
399,7,9,188,1988,18897,0667,100,0, ,0
400,5,12,188,1988,188125,0711,100,0, ,0
401,6,9,188,1988,18896,0666,100,0, ,0
402,18,11,188,1988,1881118,0706,100,0, ,0
403,3,26,188,1992,188263,0916,100,0, ,0
404,2,6,188,1988,18862,0630,100,0, ,0
405,14,12,188,1988,1881214,0720,100,0, ,0
406,17,10,188,1994,1881017,0686,100,0, ,0
407,4,1,185,1990,18514,0525,934,0, ,0
408,18,10,188,1994,1881018,0687,100,0, ,0
409,9,20,188,1989,188209,0880,100,0, ,0
410,2,11,188,1988,188112,0690,100,0, ,0
411,9,28,188,1988,188289,0952,100,0, ,0
412,2,24,188,1988,188242,0902,100,0, ,0
413,3,24,188,1988,188243,0903,100,0, ,0
414,1,24,188,1988,188241,0901,100,0, ,0
415,2,5,185,1990,18552,0543,934,0, ,0
416,7,25,188,1988,188257,0913,100,0, ,0
417,6,12,188,1988,188126,0712,100,0, ,0
418,1,2,185,1990,18521,0527,934,0, ,0
419,15,12,188,1988,1881215,0721,100,0, ,0
420,3,12,188,1988,188123,0709,100,0, ,0
421,6,25,188,1988,188256,0912,100,0, ,0
422,12,20,188,1989,1882012,0883,100,0, ,0
423,9,9,188,1988,18899,0669,100,0, ,0
424,8,9,188,1988,18898,0668,100,0, ,0
425,5,25,188,1988,188255,0911,100,0, ,0
426,2,6,185,1990,18562,0549,934,0, ,0
427,3,1,185,1990,18513,0524,934,0, ,0
428,7,12,188,1988,188127,0713,100,0, ,0
429,4,25,188,1988,188254,0910,100,0, ,0
430,6,8,188,1988,18886,0653,100,0, ,0
431,3,11,188,1988,188113,0691,100,0, ,0
432,13,20,188,1989,1882013,0884,100,0, ,0
433,10,8,188,1988,188810,0657,100,0, ,0
434,3,6,188,1988,18863,0631,100,0, ,0
435,3,3,185,1990,18533,0533,934,0, ,0
436,1,21,188,1988,188211,0890,100,0, ,0
437,14,0,190,1990,190014,1010,880,0, ,0
438,5,8,188,1988,18885,0652,100,0, ,0
439,5,24,188,1988,188245,0905,100,0, ,0
440,4,12,188,1988,188124,0710,100,0, ,0
441,8,8,188,1988,18888,0655,100,0, ,0
442,2,25,188,1988,188252,0908,100,0, ,0
443,12,8,188,1988,188812,0659,100,0, ,0
444,1,4,185,1990,18541,0537,934,0, ,0
445,15,11,188,1988,1881115,0703,100,0, ,0
446,13,0,190,1990,190013,1009,880,0, ,0
447,1,5,185,1990,18551,0542,934,0, ,0
448,3,4,185,1990,18543,0539,934,0, ,0
449,3,0,178,1992,17803,0484,929,0, ,0
450,2,12,188,1988,188122,0708,100,0, ,0
451,1,8,188,1988,18881,0648,100,0, ,0
452,4,21,188,1988,188214,0893,100,0, ,0
453,4,13,188,1989,188134,0726,100,0, ,0
454,13,8,188,1988,188813,0660,100,0, ,0
455,1,0,117,1992,11701,0089,811,0, ,0
456,1,0,116,1992,11601,0079,810,0, ,0
457,16,0,225,1990,225016,1288,874,0, ,0
458,9,0,104,1994,10409,0019,877,0, ,0
459,2,2,130,1990,13022,0165,300,0, ,0
460,2,6,179,1990,17962,0498,930,0, ,0
461,1,3,179,1990,17931,0491,930,0, ,0
462,2,2,173,1991,17322,0426,926,0, ,0
463,6,0,225,1990,22506,1278,874,0, ,0
464,4,31,188,1988,188314,0975,100,0, ,0
465,3,2,130,1990,13023,0166,300,0, ,0
466,9,0,116,1992,11609,0087,810,0, ,0
467,2,3,173,1991,17332,0434,926,0, ,0
468,5,0,225,1990,22505,1277,874,0, ,0
469,5,0,119,1991,11905,0105,813,0, ,0
470,8,0,119,1992,11908,0108,813,0, ,0
471,1,3,130,1990,13031,0167,300,0, ,0
472,9,0,222,1977,22209,1251,870,0, ,0
473,2,3,130,1990,13032,0168,300,0, ,0
474,7,0,225,1990,22507,1279,874,0, ,0
475,14,0,225,1990,225014,1286,874,0, ,0
476,3,3,130,1990,13033,0169,300,0, ,0
477,11,0,222,1977,222011,1253,870,0, ,0
478,18,0,222,1977,222018,1260,870,0, ,0
479,6,0,119,1992,11906,0106,813,0, ,0
480,9,0,225,1990,22509,1281,874,0, ,0
481,18,0,104,1994,104018,0028,877,0, ,0
482,13,0,225,1990,225013,1285,874,0, ,0
483,3,0,225,1990,22503,1275,874,0, ,0
484,4,0,119,1992,11904,0104,813,0, ,0
485,8,0,225,1990,22508,1280,874,0, ,0
486,11,0,225,1990,225011,1283,874,0, ,0
487,12,0,225,1990,225012,1284,874,0, ,0
488,1,8,168,1990,16881,0351,400,0, ,0
489,8,0,222,1977,22208,1250,870,0, ,0
490,2,0,225,1990,22502,1274,874,0, ,0
491,1,0,226,0,22601,1289,875,0, ,0
492,7,3,173,1991,17337,0439,926,0, ,0
493,2,0,129,1991,12902,0158,820,0, ,0
494,6,0,226,0,22606,1294,875,0, ,0
495,1,0,129,1990,12901,0157,820,0, ,0
496,5,0,104,1994,10405,0015,877,0, ,0
497,3,2,185,1990,18523,0529,934,0, ,0
498,10,20,188,1989,1882010,0881,100,0, ,0
499,2,8,188,1988,18882,0649,100,0, ,0
500,5,0,178,1992,17805,0486,929,0, ,0
501,9,12,188,1988,188129,0715,100,0, ,0
502,2,2,185,1990,18522,0528,934,0, ,0
503,11,8,188,1988,188811,0658,100,0, ,0
504,7,8,188,1988,18887,0654,100,0, ,0
505,11,28,188,1988,1882811,0954,100,0, ,0
506,1,12,188,1988,188121,0707,100,0, ,0
507,1,25,188,1988,188251,0907,100,0, ,0
508,5,13,188,1990,188135,0727,100,0, ,0
509,3,25,188,1988,188253,0909,100,0, ,0
510,3,8,188,1988,18883,0650,100,0, ,0
511,3,13,188,1989,188133,0725,100,0, ,0
512,9,8,188,1988,18889,0656,100,0, ,0
513,4,6,188,1988,18864,0632,100,0, ,0
514,4,0,178,1992,17804,0485,929,0, ,0
515,3,23,188,1988,188233,0900,100,0, ,0
516,7,20,188,1989,188207,0878,100,0, ,0
517,2,4,185,1990,18542,0538,934,0, ,0
518,9,5,188,1989,18859,0619,100,0, ,0
519,11,13,188,1989,1881311,0733,100,0, ,0
520,16,13,188,1989,1881316,0738,100,0, ,0
521,11,7,188,1988,188711,0644,100,0, ,0
522,4,8,188,1988,18884,0651,100,0, ,0
523,11,20,188,1989,1882011,0882,100,0, ,0
524,2,2,188,1988,18822,0586,100,0, ,0
525,14,20,188,1989,1882014,0885,100,0, ,0
526,2,21,188,1988,188212,0891,100,0, ,0
527,5,6,188,1988,18865,0633,100,0, ,0
528,2,23,188,1988,188232,0899,100,0, ,0
529,17,13,188,1989,1881317,0739,100,0, ,0
530,3,7,188,1988,18873,0636,100,0, ,0
531,2,13,188,1989,188132,0724,100,0, ,0
532,12,7,188,1988,188712,0645,100,0, ,0
533,15,13,188,1989,1881315,0737,100,0, ,0
534,15,0,190,1990,190015,1011,880,0, ,0
535,6,13,188,1989,188136,0728,100,0, ,0
536,3,22,188,1988,188223,0896,100,0, ,0
537,3,3,171,1993,17133,0389,879,0, ,0
538,9,7,188,1988,18879,0642,100,0, ,0
539,1,23,188,1988,188231,0898,100,0, ,0
540,2,22,188,1988,188222,0895,100,0, ,0
541,8,5,188,1989,18858,0618,100,0, ,0
542,4,4,185,1990,18544,0540,934,0, ,0
543,8,12,188,1988,188128,0714,100,0, ,0
544,8,28,188,1988,188288,0951,100,0, ,0
545,1,7,171,1993,17171,0402,879,0, ,0
546,7,13,188,1989,188137,0729,100,0, ,0
547,4,1,228,1991,22814,1306,866,0, ,0
548,1,22,188,1988,188221,0894,100,0, ,0
549,3,21,188,1988,188213,0892,100,0, ,0
550,8,7,188,1988,18878,0641,100,0, ,0
551,4,22,188,1988,188224,0897,100,0, ,0
552,1,13,188,1989,188131,0723,100,0, ,0
553,6,5,185,1990,18556,0547,934,0, ,0
554,2,0,178,1992,17802,0483,929,0, ,0
555,1,3,171,1993,17131,0387,879,0, ,0
556,9,13,188,1989,188139,0731,100,0, ,0
557,4,2,185,1990,18524,0530,934,0, ,0
558,7,5,188,1989,18857,0617,100,0, ,0
559,4,7,188,1988,18874,0637,100,0, ,0
560,10,28,188,1988,1882810,0953,100,0, ,0
561,12,14,188,1988,1881412,0753,100,0, ,0
562,5,5,185,1990,18555,0546,934,0, ,0
563,18,13,188,1989,1881318,0740,100,0, ,0
564,5,5,188,1989,18855,0615,100,0, ,0
565,10,7,188,1988,188710,0643,100,0, ,0
566,4,5,185,1990,18554,0545,934,0, ,0
567,3,5,185,1990,18553,0544,934,0, ,0
568,8,13,188,1989,188138,0730,100,0, ,0
569,2,3,171,1993,17132,0388,879,0, ,0
570,13,7,188,1988,188713,0646,100,0, ,0
571,6,7,188,1988,18876,0639,100,0, ,0
572,8,20,188,1989,188208,0879,100,0, ,0
573,1,1,228,1991,22811,1303,866,0, ,0
574,14,7,188,1988,188714,0647,100,0, ,0
575,8,0,195,1992,19508,1044,939,0, ,0
576,12,13,188,1989,1881312,0734,100,0, ,0
577,2,7,188,1988,18872,0635,100,0, ,0
578,13,14,188,1988,1881413,0754,100,0, ,0
579,12,5,188,1989,188512,0622,100,0, ,0
580,13,13,188,1989,1881313,0735,100,0, ,0
581,10,5,188,1989,188510,0620,100,0, ,0
582,10,14,188,1988,1881410,0751,100,0, ,0
583,6,5,188,1989,18856,0616,100,0, ,0
584,7,7,188,1988,18877,0640,100,0, ,0
585,10,13,188,1989,1881310,0732,100,0, ,0
586,9,14,188,1988,188149,0750,100,0, ,0
587,5,7,188,1988,18875,0638,100,0, ,0
588,10,4,188,1988,188410,0601,100,0, ,0
589,5,4,185,1990,18545,0541,934,0, ,0
590,7,28,188,1988,188287,0950,100,0, ,0
591,4,5,188,1989,18854,0614,100,0, ,0
592,6,14,188,1988,188146,0747,100,0, ,0
593,6,20,188,1989,188206,0877,100,0, ,0
594,19,13,188,1989,1881319,0741,100,0, ,0
595,9,4,188,1988,18849,0600,100,0, ,0
596,14,14,188,1989,1881414,0755,100,0, ,0
597,1,7,188,1988,18871,0634,100,0, ,0
598,2,0,157,1992,15702,0284,835,0, ,0
599,1,5,188,1989,18851,0611,100,0, ,0
600,7,4,188,1989,18847,0598,100,0, ,0
601,1,0,122,0,12201,0112,816,0, ,0
602,1,0,157,1992,15701,0283,835,0, ,0
603,16,14,188,1988,1881416,0757,100,0, ,0
604,13,5,188,1989,188513,0623,100,0, ,0
605,5,1,228,1991,22815,1307,866,0, ,0
606,3,5,188,1989,18853,0613,100,0, ,0
607,11,4,188,1988,188411,0602,100,0, ,0
608,2,7,171,1993,17172,0403,879,0, ,0
609,14,13,188,1989,1881314,0736,100,0, ,0
610,12,4,188,1988,188412,0603,100,0, ,0
611,4,3,171,1993,17134,0390,879,0, ,0
612,4,20,188,1989,188204,0875,100,0, ,0
613,2,5,188,1989,18852,0612,100,0, ,0
614,1,14,188,1988,188141,0742,100,0, ,0
615,5,3,228,1991,22835,1318,866,0, ,0
616,11,5,188,1989,188511,0621,100,0, ,0
617,11,14,188,1988,1881411,0752,100,0, ,0
618,3,0,157,1992,15703,0285,835,0, ,0
619,1,2,188,1988,18821,0585,100,0, ,0
620,14,5,188,1989,188514,0624,100,0, ,0
621,3,3,228,2004,22833,1316,866,0, ,0
622,3,14,188,1988,188143,0744,100,0, ,0
623,13,4,188,1988,188413,0604,100,0, ,0
624,3,3,188,1988,18833,0589,100,0, ,0
625,1,19,188,1988,188191,0834,100,0, ,0
626,6,3,228,1991,22836,1319,866,0, ,0
627,2,1,228,1991,22812,1304,866,0, ,0
628,3,4,171,1993,17143,0393,879,0, ,0
629,2,14,188,1988,188142,0743,100,0, ,0
630,6,28,188,1988,188286,0949,100,0, ,0
631,4,3,188,1988,18834,0590,100,0, ,0
632,17,14,188,1988,1881417,0758,100,0, ,0
633,6,1,228,1991,22816,1308,866,0, ,0
634,15,14,188,1988,1881415,0756,100,0, ,0
635,18,5,188,1989,188518,0628,100,0, ,0
636,3,7,171,1993,17173,0404,879,0, ,0
637,2,3,188,1988,18832,0588,100,0, ,0
638,5,20,188,1989,188205,0876,100,0, ,0
639,1,1,188,1988,18811,0583,100,0, ,0
640,16,5,188,1989,188516,0626,100,0, ,0
641,17,5,188,1989,188517,0627,100,0, ,0
642,8,14,188,1988,188148,0749,100,0, ,0
643,5,28,188,1988,188285,0948,100,0, ,0
644,22,14,188,1988,1881422,0763,100,0, ,0
645,2,2,126,1991,12622,0142,818,0, ,0
646,8,4,188,1988,18848,0599,100,0, ,0
647,15,5,188,1989,188515,0625,100,0, ,0
648,1,2,126,1991,12621,0141,818,0, ,0
649,1,3,188,1988,18831,0587,100,0, ,0
650,21,14,188,1988,1881421,0762,100,0, ,0
651,6,4,188,1988,18846,0597,100,0, ,0
652,5,2,228,1991,22825,1313,866,0, ,0
653,4,0,122,0,12204,0115,816,0, ,0
654,2,2,228,1991,22822,1310,866,0, ,0
655,2,0,122,0,12202,0113,816,0, ,0
656,14,4,188,1988,188414,0605,100,0, ,0
657,5,3,188,1988,18835,0591,100,0, ,0
658,18,4,188,1988,188418,0609,100,0, ,0
659,1,3,126,1991,12631,0143,818,0, ,0
660,4,3,228,1991,22834,1317,866,0, ,0
661,2,1,126,1991,12612,0140,818,0, ,0
662,4,14,188,1988,188144,0745,100,0, ,0
663,3,4,188,1988,18843,0594,100,0, ,0
664,5,4,188,1988,18845,0596,100,0, ,0
665,3,1,227,1992,22713,1298,953,0, ,0
666,4,4,188,1988,18844,0595,100,0, ,0
667,18,14,188,1988,1881418,0759,100,0, ,0
668,2,19,188,1988,188192,0835,100,0, ,0
669,3,6,171,1993,17163,0400,879,0, ,0
670,1,4,188,1988,18841,0592,100,0, ,0
671,4,19,188,1988,188194,0837,100,0, ,0
672,3,5,171,1993,17153,0396,879,0, ,0
673,3,19,188,1988,188193,0836,100,0, ,0
674,20,14,188,1988,1881420,0761,100,0, ,0
675,3,20,188,1989,188203,0874,100,0, ,0
676,3,28,188,1988,188283,0946,100,0, ,0
677,4,28,188,1988,188284,0947,100,0, ,0
678,16,4,188,1988,188416,0607,100,0, ,0
679,2,1,188,1988,18812,0584,100,0, ,0
680,2,3,228,1991,22832,1315,866,0, ,0
681,3,2,228,1991,22823,1311,866,0, ,0
682,1,1,126,1991,12611,0139,818,0, ,0
683,1,2,228,1991,22821,1309,866,0, ,0
684,26,14,188,1988,1881426,0767,100,0, ,0
685,5,19,188,1988,188195,0838,100,0, ,0
686,15,4,188,1988,188415,0606,100,0, ,0
687,1,3,228,1991,22831,1314,866,0, ,0
688,35,14,188,1988,1881435,0776,100,0, ,0
689,34,14,188,1988,1881434,0775,100,0, ,0
690,23,14,188,1988,1881423,0764,100,0, ,0
691,2,0,124,1991,12402,0129,905,0, ,0
692,1,0,178,1992,17801,0482,929,0, ,0
693,19,4,188,1988,188419,0610,100,0, ,0
694,6,19,188,1988,188196,0839,100,0, ,0
695,4,1,227,1992,22714,1299,953,0, ,0
696,2,0,142,1992,14202,0207,828,0, ,0
697,28,19,188,1988,1881928,0861,100,0, ,0
698,19,14,188,1988,1881419,0760,100,0, ,0
699,1,17,188,1988,188171,0815,100,0, ,0
700,2,4,188,1988,18842,0593,100,0, ,0
701,4,6,171,1993,17164,0401,879,0, ,0
702,2,0,134,1992,13402,0179,823,0, ,0
703,39,14,188,1988,1881439,0780,100,0, ,0
704,3,0,142,1992,14203,0208,828,0, ,0
705,2,4,171,1993,17142,0392,879,0, ,0
706,2,6,171,1993,17162,0399,879,0, ,0
707,4,17,188,1988,188174,0818,100,0, ,0
708,17,4,188,1988,188417,0608,100,0, ,0
709,2,3,126,1991,12632,0144,818,0, ,0
710,4,5,171,1993,17154,0397,879,0, ,0
711,36,14,188,1988,1881436,0777,100,0, ,0
712,3,0,124,1991,12403,0130,905,0, ,0
713,2,17,188,1988,188172,0816,100,0, ,0
714,2,16,188,1989,188162,0803,100,0, ,0
715,2,0,212,0,21202,1199,871,0, ,0
716,3,0,134,1992,13403,0180,823,0, ,0
717,8,0,142,1992,14208,0213,828,0, ,0
718,1,28,188,1988,188281,0944,100,0, ,0
719,1,0,197,0,19701,1079,850,0, ,0
720,2,28,188,1988,188282,0945,100,0, ,0
721,10,18,188,1988,1881810,0832,100,0, ,0
722,7,19,188,1988,188197,0840,100,0, ,0
723,8,19,188,1988,188198,0841,100,0, ,0
724,2,5,171,1993,17152,0395,879,0, ,0
725,33,14,188,1988,1881433,0774,100,0, ,0
726,1,0,134,1992,13401,0178,823,0, ,0
727,1,16,188,1989,188161,0802,100,0, ,0
728,3,0,122,0,12203,0114,816,0, ,0
729,1,4,171,1993,17141,0391,879,0, ,0
730,40,14,188,1988,1881440,0781,100,0, ,0
731,37,14,188,1988,1881437,0778,100,0, ,0
732,2,0,114,1929,11402,0077,872,0, ,0
733,5,0,142,1992,14205,0210,828,0, ,0
734,5,1,227,1992,22715,1300,953,0, ,0
735,2,20,188,1989,188202,0873,100,0, ,0
736,1,0,142,1992,14201,0206,828,0, ,0
737,4,0,149,1993,14904,0242,831,0, ,0
738,2,1,227,1992,22712,1297,953,0, ,0
739,24,14,188,1988,1881424,0765,100,0, ,0
740,3,2,171,1993,17123,0386,879,0, ,0
741,3,0,149,1993,14903,0241,831,0, ,0
742,9,19,188,1988,188199,0842,100,0, ,0
743,10,19,188,1988,1881910,0843,100,0, ,0
744,5,18,188,1988,188185,0827,100,0, ,0
745,8,15,188,1988,188158,0790,100,0, ,0
746,3,17,188,1988,188173,0817,100,0, ,0
747,32,14,188,1988,1881432,0773,100,0, ,0
748,5,15,188,1988,188155,0787,100,0, ,0
749,15,20,188,1989,1882015,0886,100,0, ,0
750,3,16,188,1989,188163,0804,100,0, ,0
