OBJECTID_1,DISTRICT,WARD,MUNICODE,YRAPPROV,MWD_NOPAD,PSEUDONUM,OPA_MUNI,OBJECTID,LABEL,Shape_Leng
751,29,14,188,1988,1881429,0770,100,0, ,0
752,5,17,188,1988,188175,0819,100,0, ,0
753,1,1,227,1992,22711,1296,953,0, ,0
754,1,5,171,1993,17151,0394,879,0, ,0
755,25,14,188,1988,1881425,0766,100,0, ,0
756,9,15,188,1988,188159,0791,100,0, ,0
757,13,19,188,1988,1881913,0846,100,0, ,0
758,1,2,227,1992,22721,1301,953,0, ,0
759,5,0,210,1990,21005,1186,854,0, ,0
760,4,15,188,1988,188154,0786,100,0, ,0
761,8,17,188,1988,188178,0822,100,0, ,0
762,9,18,188,1988,188189,0831,100,0, ,0
763,7,18,188,1988,188187,0829,100,0, ,0
764,4,1,171,1993,17114,0383,879,0, ,0
765,2,15,188,1988,188152,0784,100,0, ,0
766,27,14,188,1988,1881427,0768,100,0, ,0
767,7,15,188,1988,188157,0789,100,0, ,0
768,6,18,188,1988,188186,0828,100,0, ,0
769,17,15,188,1988,1881517,0799,100,0, ,0
770,3,0,210,1990,21003,1184,854,0, ,0
771,11,15,188,1988,1881511,0793,100,0, ,0
772,11,19,188,1988,1881911,0844,100,0, ,0
773,6,0,142,1992,14206,0211,828,0, ,0
774,5,16,188,1989,188165,0806,100,0, ,0
775,7,0,210,1990,21007,1188,854,0, ,0
776,10,15,188,0,1881510,0792,100,0, ,0
777,12,19,188,1988,1881912,0845,100,0, ,0
778,7,17,188,1988,188177,0821,100,0, ,0
779,2,2,227,1992,22722,1302,953,0, ,0
780,30,14,188,1988,1881430,0771,100,0, ,0
781,6,17,188,1988,188176,0820,100,0, ,0
782,4,0,210,1990,21004,1185,854,0, ,0
783,4,16,188,1988,188164,0805,100,0, ,0
784,6,15,188,1988,188156,0788,100,0, ,0
785,3,15,188,0,188153,0785,100,0, ,0
786,11,18,188,1988,1881811,0833,100,0, ,0
787,1,15,188,1988,188151,0783,100,0, ,0
788,14,19,188,1988,1881914,0847,100,0, ,0
789,2,0,149,1993,14902,0240,831,0, ,0
790,3,1,118,1990,11813,0095,812,0, ,0
791,31,14,188,1988,1881431,0772,100,0, ,0
792,8,18,188,1988,188188,0830,100,0, ,0
793,6,16,188,1989,188166,0807,100,0, ,0
794,9,0,210,1990,21009,1190,854,0, ,0
795,1,0,149,1993,14901,0239,831,0, ,0
796,6,0,210,1990,21006,1187,854,0, ,0
797,3,18,188,1988,188183,0825,100,0, ,0
798,2,18,188,1988,188182,0824,100,0, ,0
799,2,1,118,1990,11812,0094,812,0, ,0
800,2,0,210,1990,21002,1183,854,0, ,0
801,8,16,188,1989,188168,0809,100,0, ,0
802,1,0,114,1929,11401,0076,872,0, ,0
803,12,15,188,1988,1881512,0794,100,0, ,0
804,2,1,171,1993,17112,0381,879,0, ,0
805,4,18,188,1988,188184,0826,100,0, ,0
806,1,6,171,1993,17161,0398,879,0, ,0
807,7,0,142,1992,14207,0212,828,0, ,0
808,1,0,187,1990,18701,0580,847,0, ,0
809,1,30,188,1988,188301,0967,100,0, ,0
810,1,0,174,1990,17401,0456,839,0, ,0
811,2,30,188,1988,188302,0968,100,0, ,0
812,1,20,188,1989,188201,0872,100,0, ,0
813,2,6,198,1993,19862,1091,941,0, ,0
814,10,0,210,1990,210010,1191,854,0, ,0
815,7,16,188,1989,188167,0808,100,0, ,0
816,16,19,188,1988,1881916,0849,100,0, ,0
817,15,19,188,1988,1881915,0848,100,0, ,0
818,1,0,210,1990,21001,1182,854,0, ,0
819,10,16,188,1989,1881610,0811,100,0, ,0
820,17,19,188,1988,1881917,0850,100,0, ,0
821,4,0,142,1992,14204,0209,828,0, ,0
822,1,18,188,1988,188181,0823,100,0, ,0
823,11,16,188,1989,1881613,0814,100,0, ,0
824,3,30,188,1988,188303,0969,100,0, ,0
825,2,3,214,1990,21432,1206,858,0, ,0
826,1,2,171,1993,17121,0384,879,0, ,0
827,16,20,188,1989,1882016,0887,100,0, ,0
828,0,1,192,1990,19210,1022,849,0, ,0
829,1,1,214,1990,21411,1201,858,0, ,0
830,13,15,188,1988,1881513,0795,100,0, ,0
831,4,30,188,1988,188304,0970,100,0, ,0
832,1,2,118,1990,11821,0097,812,0, ,0
833,1,0,175,0,17501,0460,840,0, ,0
834,1,1,155,1990,15511,0272,834,0, ,0
835,9,16,188,1989,188169,0810,100,0, ,0
836,0,2,192,1990,19220,1023,849,0, ,0
837,15,15,188,1988,1881515,0797,100,0, ,0
838,1,3,214,1990,21431,1205,858,0, ,0
839,36,19,188,1988,1881936,0869,100,0, ,0
840,2,0,174,1990,17402,0457,839,0, ,0
841,5,30,188,1988,188305,0971,100,0, ,0
842,2,2,171,1993,17122,0385,879,0, ,0
843,16,15,188,1988,1881516,0798,100,0, ,0
844,1,0,120,0,12001,0109,814,0, ,0
845,2,3,177,1990,17732,0481,843,0, ,0
846,1,1,171,1993,17111,0380,879,0, ,0
847,4,1,118,1990,11814,0096,812,0, ,0
848,0,3,192,1990,19230,1024,849,0, ,0
849,19,19,188,1988,1881919,0852,100,0, ,0
850,18,19,188,1989,1881918,0851,100,0, ,0
851,4,0,174,1990,17404,0459,839,0, ,0
852,3,2,118,1990,11823,0099,812,0, ,0
853,1,1,118,1990,11811,0093,812,0, ,0
855,19,15,188,1988,1881519,0801,100,0, ,0
856,2,0,180,1992,18002,0501,844,0, ,0
857,1,0,104,1994,10401,0011,877,0, ,0
858,3,0,174,1990,17403,0458,839,0, ,0
859,1,1,177,1990,17711,0475,843,0, ,0
860,2,2,118,1990,11822,0098,812,0, ,0
861,1,31,188,1988,188311,0972,100,0, ,0
862,0,1,113,1991,11310,0073,808,0, ,0
863,17,20,188,1989,1882017,0888,100,0, ,0
864,1,3,177,1990,17731,0480,843,0, ,0
865,8,29,188,1989,188298,0962,100,0, ,0
866,20,19,188,1988,1881920,0853,100,0, ,0
867,1,0,221,1990,22101,1240,863,0, ,0
868,2,2,177,1990,17722,0479,843,0, ,0
869,3,1,177,1990,17713,0477,843,0, ,0
870,18,15,188,1988,1881518,0800,100,0, ,0
871,1,6,198,1993,19861,1090,941,0, ,0
872,2,1,214,1990,21412,1202,858,0, ,0
873,2,0,175,0,17502,0461,840,0, ,0
874,0,2,113,1991,11320,0074,808,0, ,0
875,4,2,118,1990,11824,0100,812,0, ,0
876,1,2,155,1990,15521,0274,834,0, ,0
877,21,19,188,1988,1881921,0854,100,0, ,0
878,18,20,188,1989,1882018,0889,100,0, ,0
879,35,19,188,1988,1881935,0868,100,0, ,0
880,3,0,187,1990,18703,0582,847,0, ,0
881,1,0,124,1991,12401,0128,905,0, ,0
882,1,2,214,1990,21421,1203,858,0, ,0
883,2,2,214,1990,21422,1204,858,0, ,0
884,2,0,224,1934,22402,1272,865,0, ,0
885,23,19,188,1988,1881923,0856,100,0, ,0
886,11,29,188,1988,1882911,0965,100,0, ,0
887,2,1,177,1990,17712,0476,843,0, ,0
888,1,9,198,1993,19891,1096,941,0, ,0
889,9,0,175,0,17509,0468,840,0, ,0
890,1,0,128,1991,12801,0147,819,0, ,0
891,2,1,155,1990,15512,0273,834,0, ,0
892,2,1,198,1993,19812,1081,941,0, ,0
893,2,9,198,1993,19892,1097,941,0, ,0
894,3,0,175,0,17503,0462,840,0, ,0
895,14,15,188,1988,1881514,0796,100,0, ,0
896,1,29,188,1988,188291,0955,100,0, ,0
897,33,19,188,1988,1881933,0866,100,0, ,0
898,22,19,188,1988,1881922,0855,100,0, ,0
899,4,1,173,1991,17314,0421,926,0, ,0
900,1,2,177,1990,17721,0478,843,0, ,0
901,0,3,133,1990,13330,0177,822,0, ,0
902,1,1,198,1993,19811,1080,941,0, ,0
903,2,7,198,1993,19872,1093,941,0, ,0
904,1,3,155,1990,15531,0276,834,0, ,0
905,34,19,188,1988,1881934,0867,100,0, ,0
906,4,32,188,1988,188324,0982,100,0, ,0
907,4,0,128,1991,12804,0150,819,0, ,0
908,0,3,113,1991,11330,0075,808,0, ,0
909,12,29,188,1988,1882912,0966,100,0, ,0
910,7,1,173,1991,17317,0424,926,0, ,0
911,5,0,128,1991,12805,0151,819,0, ,0
912,2,2,155,1990,15522,0275,834,0, ,0
913,2,0,187,1990,18702,0581,847,0, ,0
914,2,5,198,1993,19852,1089,941,0, ,0
915,2,3,155,1990,15532,0277,834,0, ,0
916,31,19,188,1988,1881931,0864,100,0, ,0
917,10,0,128,1991,128010,0156,819,0, ,0
918,1,7,198,1993,19871,1092,941,0, ,0
919,4,0,222,1977,22204,1246,870,0, ,0
920,2,5,179,1990,17952,0496,930,0, ,0
921,1,5,179,1990,17951,0495,930,0, ,0
922,32,19,188,1988,1881932,0865,100,0, ,0
923,4,0,175,0,17504,0463,840,0, ,0
924,1,0,229,1993,22901,1320,867,0, ,0
925,24,19,188,1988,1881924,0857,100,0, ,0
926,3,1,171,1993,17113,0382,879,0, ,0
927,2,0,104,1994,10402,0012,877,0, ,0
928,1,0,224,1934,22401,1271,865,0, ,0
929,5,1,173,1991,17315,0422,926,0, ,0
930,1,5,198,1993,19851,1088,941,0, ,0
931,2,29,188,1988,188292,0956,100,0, ,0
932,15,0,222,1977,222015,1257,870,0, ,0
933,38,19,188,1988,1881938,0871,100,0, ,0
934,7,31,188,1988,188317,0978,100,0, ,0
935,3,0,128,1991,12803,0149,819,0, ,0
936,5,0,175,0,17505,0464,840,0, ,0
937,5,32,188,1988,188325,0983,100,0, ,0
938,1,0,154,1991,15401,0271,833,0, ,0
939,3,29,188,1988,188293,0957,100,0, ,0
940,2,0,221,1990,22102,1241,863,0, ,0
941,9,29,188,1988,188299,0963,100,0, ,0
942,10,29,188,1988,1882910,0964,100,0, ,0
943,3,32,188,1988,188323,0981,100,0, ,0
944,7,32,188,1988,188327,0985,100,0, ,0
945,0,2,133,1990,13320,0176,822,0, ,0
946,4,0,124,1991,12404,0131,905,0, ,0
947,3,0,222,1977,22203,1245,870,0, ,0
948,1,0,222,1977,22201,1243,870,0, ,0
949,3,0,221,1990,22103,1242,863,0, ,0
950,12,0,104,1994,104012,0022,877,0, ,0
951,6,0,128,1991,12806,0152,819,0, ,0
952,9,0,128,1991,12809,0155,819,0, ,0
953,2,3,179,1990,17932,0492,930,0, ,0
954,2,0,229,1993,22902,1321,867,0, ,0
955,25,19,188,1988,1881925,0858,100,0, ,0
956,1,1,173,1991,17311,0418,926,0, ,0
957,0,1,133,1990,13310,0175,822,0, ,0
958,26,19,188,1988,1881926,0859,100,0, ,0
959,1,2,198,1993,19821,1082,941,0, ,0
960,7,0,128,1991,12807,0153,819,0, ,0
961,3,1,173,1991,17313,0420,926,0, ,0
962,2,0,222,1977,22202,1244,870,0, ,0
963,4,29,188,1988,188294,0958,100,0, ,0
964,8,32,188,1988,188328,0986,100,0, ,0
965,27,19,188,1988,1881927,0860,100,0, ,0
966,7,4,173,1991,17347,0447,926,0, ,0
967,5,29,188,1988,188295,0959,100,0, ,0
968,29,19,188,1988,1881929,0862,100,0, ,0
969,1,0,218,0,21801,1230,861,0, ,0
970,37,19,188,1988,1881937,0870,100,0, ,0
971,3,0,104,1994,10403,0013,877,0, ,0
972,8,0,128,1991,12808,0154,819,0, ,0
973,0,7,179,1990,17970,0499,930,0, ,0
974,2,1,173,1991,17312,0419,926,0, ,0
975,2,2,198,1993,19822,1083,941,0, ,0
976,16,0,104,1994,104016,0026,877,0, ,0
977,30,19,188,1988,1881930,0863,100,0, ,0
978,2,32,188,1988,188322,0980,100,0, ,0
979,6,1,173,1991,17316,0423,926,0, ,0
980,2,31,188,1988,188312,0973,100,0, ,0
981,1,5,173,1991,17351,0448,926,0, ,0
982,2,0,128,1991,12802,0148,819,0, ,0
983,6,32,188,1988,188326,0984,100,0, ,0
984,6,29,188,1988,188296,0960,100,0, ,0
985,2,1,179,1990,17912,0488,930,0, ,0
986,2,0,105,1968,10502,0030,902,0, ,0
987,6,0,175,0,17506,0465,840,0, ,0
988,10,0,175,0,175010,0469,840,0, ,0
989,1,0,132,0,13201,0172,821,0, ,0
990,4,4,173,1991,17344,0444,926,0, ,0
991,7,0,175,0,17507,0466,840,0, ,0
992,6,4,173,1991,17346,0446,926,0, ,0
993,1,4,173,1991,17341,0441,926,0, ,0
994,11,0,175,0,175011,0470,840,0, ,0
995,8,5,173,1991,17358,0455,926,0, ,0
996,1,1,130,1990,13011,0160,300,0, ,0
997,6,0,222,1977,22206,1248,870,0, ,0
998,5,0,222,1977,22205,1247,870,0, ,0
999,4,5,173,1991,17354,0451,926,0, ,0
1000,4,0,116,1992,11604,0082,810,0, ,0
1001,5,0,116,1992,11605,0083,810,0, ,0
