FID,AREA,GRID_CODE,SQFT,ACRES,SQMI
32427,168100,6,168100,3.859045,0.00603
32428,6724,6,6724,0.154362,0.000241
32429,20172,5,20172,0.463085,0.000724
32430,6724,4,6724,0.154362,0.000241
32431,13448,5,13448,0.308724,0.000482
32432,13448,6,13448,0.308724,0.000482
32433,26896,5,26896,0.617447,0.000965
32434,6724,6,6724,0.154362,0.000241
32435,410164,4,410164,9.41607,0.014713
32436,6724,5,6724,0.154362,0.000241
32437,13448,4,13448,0.308724,0.000482
32438,13448,6,13448,0.308724,0.000482
32439,20172,4,20172,0.463085,0.000724
32440,188272,6,188272,4.32213,0.006753
32441,161376,8,161376,3.704683,0.005789
32442,6724,3,6724,0.154362,0.000241
32443,141204,4,141204,3.241598,0.005065
32444,40344,6,40344,0.926171,0.001447
32445,47068,3,47068,1.080533,0.001688
32446,87412,5,87412,2.006703,0.003135
32447,141204,14,141204,3.241598,0.005065
32448,262236,6,262236,6.02011,0.009406
32449,168100,8,168100,3.859045,0.00603
32450,47068,7,47068,1.080533,0.001688
32451,40344,13,40344,0.926171,0.001447
32452,60516,6,60516,1.389256,0.002171
32453,524472,4,524472,12.04022,0.018813
32454,6724,6,6724,0.154362,0.000241
32455,13448,6,13448,0.308724,0.000482
32456,40344,2,40344,0.926171,0.001447
32457,53792,3,53792,1.234894,0.00193
32458,13448,6,13448,0.308724,0.000482
32459,316028,2,316028,7.255004,0.011336
32460,100860,7,100860,2.315427,0.003618
32461,33620,3,33620,0.771809,0.001206
32462,20172,5,20172,0.463085,0.000724
32463,685848,3,685848,15.7449,0.024601
32464,6724,5,6724,0.154362,0.000241
32465,13448,3,13448,0.308724,0.000482
32466,40344,3,40344,0.926171,0.001447
32467,376544,7,376544,8.64426,0.013507
32468,20172,6,20172,0.463085,0.000724
32469,6724,6,6724,0.154362,0.000241
32470,13448,3,13448,0.308724,0.000482
32471,13448,6,13448,0.308724,0.000482
32472,60516,3,60516,1.389256,0.002171
32473,53792,4,53792,1.234894,0.00193
32474,174824,3,174824,4.013407,0.006271
32475,154652,3,154652,3.550321,0.005547
32476,141204,7,141204,3.241598,0.005065
32477,13448,4,13448,0.308724,0.000482
32478,47068,4,47068,1.080533,0.001688
32479,6724,6,6724,0.154362,0.000241
32480,6724,6,6724,0.154362,0.000241
32481,154652,9,154652,3.550321,0.005547
32482,6724,4,6724,0.154362,0.000241
32483,67240,14,67240,1.543618,0.002412
32484,40344,4,40344,0.926171,0.001447
32485,6724,3,6724,0.154362,0.000241
32486,13448,10,13448,0.308724,0.000482
32487,6724,6,6724,0.154362,0.000241
32488,121032,6,121032,2.778512,0.004341
32489,289132,3,289132,6.637558,0.010371
32490,6724,4,6724,0.154362,0.000241
32491,410164,7,410164,9.41607,0.014713
32492,33620,4,33620,0.771809,0.001206
32493,262236,6,262236,6.02011,0.009406
32494,1042220,3,1042220,23.92608,0.037385
32495,275684,6,275684,6.328834,0.009889
32496,188272,3,188272,4.32213,0.006753
32497,6724,6,6724,0.154362,0.000241
32498,6724,4,6724,0.154362,0.000241
32499,13448,3,13448,0.308724,0.000482
32500,6724,8,6724,0.154362,0.000241
32501,20172,6,20172,0.463085,0.000724
32502,13448,3,13448,0.308724,0.000482
32503,6724,2,6724,0.154362,0.000241
32504,484128,7,484128,11.11405,0.017366
32505,87412,6,87412,2.006703,0.003135
32506,6724,4,6724,0.154362,0.000241
32507,94136,6,94136,2.161065,0.003377
32508,6724,8,6724,0.154362,0.000241
32509,26896,2,26896,0.617447,0.000965
32510,60516,7,60516,1.389256,0.002171
32511,6724,6,6724,0.154362,0.000241
32512,40344,11,40344,0.926171,0.001447
32513,47068,8,47068,1.080533,0.001688
32514,6724,4,6724,0.154362,0.000241
32515,47068,8,47068,1.080533,0.001688
32516,87412,10,87412,2.006703,0.003135
32517,349648,4,349648,8.026814,0.012542
32518,6724,14,6724,0.154362,0.000241
32519,13448,3,13448,0.308724,0.000482
32520,40344,5,40344,0.926171,0.001447
32521,208444,8,208444,4.785216,0.007477
32522,60516,6,60516,1.389256,0.002171
32523,73964,6,73964,1.69798,0.002653
32524,6724,3,6724,0.154362,0.000241
32525,309304,6,309304,7.100643,0.011095
32526,20172,6,20172,0.463085,0.000724
32527,121032,6,121032,2.778512,0.004341
32528,26896,4,26896,0.617447,0.000965
32529,26896,14,26896,0.617447,0.000965
32530,53509600,6,53509600,1228.41,1.91939
32531,53792,8,53792,1.234894,0.00193
32532,33620,3,33620,0.771809,0.001206
32533,36787000,5,36787000,844.5133,1.319552
32534,20172,14,20172,0.463085,0.000724
32535,6724,10,6724,0.154362,0.000241
32536,47068,4,47068,1.080533,0.001688
32537,6724,11,6724,0.154362,0.000241
32538,6724,6,6724,0.154362,0.000241
32539,33620,6,33620,0.771809,0.001206
32540,6724,4,6724,0.154362,0.000241
32541,6724,4,6724,0.154362,0.000241
32542,477404,6,477404,10.95969,0.017125
32543,389992,5,389992,8.952985,0.013989
32544,80688,2,80688,1.852342,0.002894
32545,484128,2,484128,11.11405,0.017366
32546,168100,6,168100,3.859045,0.00603
32547,1203596,6,1203596,27.63076,0.043173
32548,13448,4,13448,0.308724,0.000482
32549,1795310,11,1795310,41.2146,0.064398
32550,121032,6,121032,2.778512,0.004341
32551,53792,8,53792,1.234894,0.00193
32552,6724,4,6724,0.154362,0.000241
32553,107584,6,107584,2.469789,0.003859
32554,107584,6,107584,2.469789,0.003859
32555,47068,3,47068,1.080533,0.001688
32556,33620,10,33620,0.771809,0.001206
32557,6724,5,6724,0.154362,0.000241
32558,40344,4,40344,0.926171,0.001447
32559,53792,11,53792,1.234894,0.00193
32560,6724,4,6724,0.154362,0.000241
32561,154652,6,154652,3.550321,0.005547
32562,806880,7,806880,18.52342,0.028943
32563,13448,4,13448,0.308724,0.000482
32564,33620,5,33620,0.771809,0.001206
32565,114308,4,114308,2.624151,0.0041
32566,6724,5,6724,0.154362,0.000241
32567,6724,4,6724,0.154362,0.000241
32568,26896,3,26896,0.617447,0.000965
32569,40344,5,40344,0.926171,0.001447
32570,26896,1,26896,0.617447,0.000965
32571,114308,14,114308,2.624151,0.0041
32572,13448,3,13448,0.308724,0.000482
32573,174824,6,174824,4.013407,0.006271
32574,6724,4,6724,0.154362,0.000241
32575,6724,6,6724,0.154362,0.000241
32576,13448,3,13448,0.308724,0.000482
32577,174824,6,174824,4.013407,0.006271
32578,13448,3,13448,0.308724,0.000482
32579,739640,6,739640,16.9798,0.026531
32580,26896,6,26896,0.617447,0.000965
32581,6724,3,6724,0.154362,0.000241
32582,87412,4,87412,2.006703,0.003135
32583,20172,3,20172,0.463085,0.000724
32584,13448,4,13448,0.308724,0.000482
32585,80688,5,80688,1.852342,0.002894
32586,1008600,6,1008600,23.15427,0.036179
32587,114308,6,114308,2.624151,0.0041
32588,121032,4,121032,2.778512,0.004341
32589,13448,5,13448,0.308724,0.000482
32590,6724,6,6724,0.154362,0.000241
32591,87412,3,87412,2.006703,0.003135
32592,6724,3,6724,0.154362,0.000241
32593,67240,3,67240,1.543618,0.002412
32594,6724,4,6724,0.154362,0.000241
32595,40344,6,40344,0.926171,0.001447
32596,154652,7,154652,3.550321,0.005547
32597,13448,10,13448,0.308724,0.000482
32598,47068,7,47068,1.080533,0.001688
32599,6724,5,6724,0.154362,0.000241
32600,578264,6,578264,13.27512,0.020742
32601,127756,4,127756,2.932874,0.004583
32602,20172,6,20172,0.463085,0.000724
32603,174824,5,174824,4.013407,0.006271
32604,6724,2,6724,0.154362,0.000241
32605,6724,3,6724,0.154362,0.000241
32606,13448,4,13448,0.308724,0.000482
32607,20172,6,20172,0.463085,0.000724
32608,208444,8,208444,4.785216,0.007477
32609,13448,6,13448,0.308724,0.000482
32610,20172,4,20172,0.463085,0.000724
32611,53792,5,53792,1.234894,0.00193
32612,33620,3,33620,0.771809,0.001206
32613,53792,10,53792,1.234894,0.00193
32614,100860,6,100860,2.315427,0.003618
32615,94136,4,94136,2.161065,0.003377
32616,53792,3,53792,1.234894,0.00193
32617,94136,3,94136,2.161065,0.003377
32618,26896,6,26896,0.617447,0.000965
32619,6724,6,6724,0.154362,0.000241
32620,168100,7,168100,3.859045,0.00603
32621,53792,7,53792,1.234894,0.00193
32622,26896,3,26896,0.617447,0.000965
32623,6724,6,6724,0.154362,0.000241
32624,13448,4,13448,0.308724,0.000482
32625,6724,11,6724,0.154362,0.000241
32626,6724,5,6724,0.154362,0.000241
32627,26896,3,26896,0.617447,0.000965
32628,60516,2,60516,1.389256,0.002171
32629,60516,3,60516,1.389256,0.002171
32630,6724,6,6724,0.154362,0.000241
32631,40344,5,40344,0.926171,0.001447
32632,255512,6,255512,5.865748,0.009165
32633,20172,13,20172,0.463085,0.000724
32634,100860,6,100860,2.315427,0.003618
32635,20172,6,20172,0.463085,0.000724
32636,33620,7,33620,0.771809,0.001206
32637,13448,6,13448,0.308724,0.000482
32638,73964,6,73964,1.69798,0.002653
32639,87412,6,87412,2.006703,0.003135
32640,188272,6,188272,4.32213,0.006753
32641,6724,6,6724,0.154362,0.000241
32642,168100,11,168100,3.859045,0.00603
32643,53792,4,53792,1.234894,0.00193
32644,235340,6,235340,5.402663,0.008442
32645,73964,3,73964,1.69798,0.002653
32646,40344,6,40344,0.926171,0.001447
32647,13448,5,13448,0.308724,0.000482
32648,100860,6,100860,2.315427,0.003618
32649,753088,4,753088,17.28852,0.027013
32650,73964,6,73964,1.69798,0.002653
32651,289132,7,289132,6.637558,0.010371
32652,20172,8,20172,0.463085,0.000724
32653,114308,11,114308,2.624151,0.0041
32654,20172,14,20172,0.463085,0.000724
32655,215168,4,215168,4.939578,0.007718
32656,827052,7,827052,18.9865,0.029666
32657,6724,3,6724,0.154362,0.000241
32658,147928,2,147928,3.39596,0.005306
32659,6724,8,6724,0.154362,0.000241
32660,410164,3,410164,9.41607,0.014713
32661,3328380,8,3328380,76.40909,0.119389
32662,13448,3,13448,0.308724,0.000482
32663,60516,6,60516,1.389256,0.002171
32664,20172,7,20172,0.463085,0.000724
32665,26896,4,26896,0.617447,0.000965
32666,47068,2,47068,1.080533,0.001688
32667,20172,6,20172,0.463085,0.000724
32668,60516,4,60516,1.389256,0.002171
32669,33620,11,33620,0.771809,0.001206
32670,20172,6,20172,0.463085,0.000724
32671,4827832,7,4827832,110.8318,0.173175
32672,968256,3,968256,22.2281,0.034731
32673,6724,8,6724,0.154362,0.000241
32674,430336,6,430336,9.879155,0.015436
32675,114308,8,114308,2.624151,0.0041
32676,53792,4,53792,1.234894,0.00193
32677,33620,7,33620,0.771809,0.001206
32678,396716,3,396716,9.107347,0.01423
32679,60516,10,60516,1.389256,0.002171
32680,282408,3,282408,6.483196,0.01013
32681,47068,3,47068,1.080533,0.001688
32682,6724,6,6724,0.154362,0.000241
32683,33620,4,33620,0.771809,0.001206
32684,73964,8,73964,1.69798,0.002653
32685,13448,4,13448,0.308724,0.000482
32686,168100,6,168100,3.859045,0.00603
32687,611884,7,611884,14.04692,0.021948
32688,6724,6,6724,0.154362,0.000241
32689,94136,7,94136,2.161065,0.003377
32690,121032,3,121032,2.778512,0.004341
32691,20172,3,20172,0.463085,0.000724
32692,6724,6,6724,0.154362,0.000241
32693,295856,3,295856,6.791919,0.010612
32694,47068,11,47068,1.080533,0.001688
32695,33620,6,33620,0.771809,0.001206
32696,33620,4,33620,0.771809,0.001206
32697,1768412,4,1768412,40.59715,0.063433
32698,6724,6,6724,0.154362,0.000241
32699,6724,12,6724,0.154362,0.000241
32700,20172,6,20172,0.463085,0.000724
32701,100860,5,100860,2.315427,0.003618
32702,40344,2,40344,0.926171,0.001447
32703,20172,6,20172,0.463085,0.000724
32704,161376,3,161376,3.704683,0.005789
32705,6724,6,6724,0.154362,0.000241
32706,87412,4,87412,2.006703,0.003135
32707,87412,6,87412,2.006703,0.003135
32708,262236,3,262236,6.02011,0.009406
32709,20172,6,20172,0.463085,0.000724
32710,33620,6,33620,0.771809,0.001206
32711,127756,5,127756,2.932874,0.004583
32712,53792,2,53792,1.234894,0.00193
32713,26896,2,26896,0.617447,0.000965
32714,107584,4,107584,2.469789,0.003859
32715,255512,7,255512,5.865748,0.009165
32716,33620,6,33620,0.771809,0.001206
32717,107584,6,107584,2.469789,0.003859
32718,168100,7,168100,3.859045,0.00603
32719,26896,7,26896,0.617447,0.000965
32720,309304,2,309304,7.100643,0.011095
32721,33620,3,33620,0.771809,0.001206
32722,6724,8,6724,0.154362,0.000241
32723,33620,2,33620,0.771809,0.001206
32724,6724,8,6724,0.154362,0.000241
32725,6724,14,6724,0.154362,0.000241
32726,726192,3,726192,16.67107,0.026049
32727,437060,3,437060,10.03352,0.015677
32728,121032,6,121032,2.778512,0.004341
32729,114308,7,114308,2.624151,0.0041
32730,6724,6,6724,0.154362,0.000241
32731,13448,4,13448,0.308724,0.000482
32732,779984,4,779984,17.90597,0.027978
32733,6724,8,6724,0.154362,0.000241
32734,827052,6,827052,18.9865,0.029666
32735,6724,14,6724,0.154362,0.000241
32736,6724,3,6724,0.154362,0.000241
32737,13448,4,13448,0.308724,0.000482
32738,80688,5,80688,1.852342,0.002894
32739,322752,6,322752,7.409367,0.011577
32740,53792,11,53792,1.234894,0.00193
32741,13448,14,13448,0.308724,0.000482
32742,6724,6,6724,0.154362,0.000241
32743,53792,7,53792,1.234894,0.00193
32744,389992,7,389992,8.952985,0.013989
32745,53792,5,53792,1.234894,0.00193
32746,53792,7,53792,1.234894,0.00193
32747,6724,14,6724,0.154362,0.000241
32748,6724,6,6724,0.154362,0.000241
32749,2945112,13,2945112,67.61047,0.105641
32750,26896,4,26896,0.617447,0.000965
32751,47068,3,47068,1.080533,0.001688
32752,6724,5,6724,0.154362,0.000241
32753,60516,10,60516,1.389256,0.002171
32754,194996,4,194996,4.476492,0.006995
32755,13448,14,13448,0.308724,0.000482
32756,6724,2,6724,0.154362,0.000241
32757,13448,5,13448,0.308724,0.000482
32758,33620,5,33620,0.771809,0.001206
32759,6724,6,6724,0.154362,0.000241
32760,94136,3,94136,2.161065,0.003377
32761,94136,6,94136,2.161065,0.003377
32762,13448,5,13448,0.308724,0.000482
32763,40344,5,40344,0.926171,0.001447
32764,13448,8,13448,0.308724,0.000482
32765,33620,11,33620,0.771809,0.001206
32766,53792,11,53792,1.234894,0.00193
32767,6724,4,6724,0.154362,0.000241
32768,73964,14,73964,1.69798,0.002653
32769,6724,6,6724,0.154362,0.000241
32770,201720,7,201720,4.630854,0.007236
32771,94136,2,94136,2.161065,0.003377
32772,13448,5,13448,0.308724,0.000482
32773,26896,4,26896,0.617447,0.000965
32774,33620,6,33620,0.771809,0.001206
32775,33620,3,33620,0.771809,0.001206
32776,396716,6,396716,9.107347,0.01423
32777,6724,8,6724,0.154362,0.000241
32778,26896,6,26896,0.617447,0.000965
32779,6724,14,6724,0.154362,0.000241
32780,322752,2,322752,7.409367,0.011577
32781,33620,5,33620,0.771809,0.001206
32782,13448,6,13448,0.308724,0.000482
32783,40344,14,40344,0.926171,0.001447
32784,383268,4,383268,8.798622,0.013748
32785,174824,11,174824,4.013407,0.006271
32786,121032,6,121032,2.778512,0.004341
32787,26896,6,26896,0.617447,0.000965
32788,1297732,5,1297732,29.79183,0.04655
32789,147928,5,147928,3.39596,0.005306
32790,127756,5,127756,2.932874,0.004583
32791,208444,4,208444,4.785216,0.007477
32792,13448,3,13448,0.308724,0.000482
32793,53792,6,53792,1.234894,0.00193
32794,6724,6,6724,0.154362,0.000241
32795,6724,4,6724,0.154362,0.000241
32796,6724,4,6724,0.154362,0.000241
32797,13448,6,13448,0.308724,0.000482
32798,255512,3,255512,5.865748,0.009165
32799,13448,6,13448,0.308724,0.000482
32800,282408,8,282408,6.483196,0.01013
32801,13448,4,13448,0.308724,0.000482
32802,6724,3,6724,0.154362,0.000241
32803,1183424,6,1183424,27.16768,0.04245
32804,6724,4,6724,0.154362,0.000241
32805,6724,6,6724,0.154362,0.000241
32806,27682700,6,27682700,635.508,0.992981
32807,26896,14,26896,0.617447,0.000965
32808,188272,3,188272,4.32213,0.006753
32809,87412,14,87412,2.006703,0.003135
32810,363096,4,363096,8.335537,0.013024
32811,215168,6,215168,4.939578,0.007718
32812,6724,6,6724,0.154362,0.000241
32813,6724,3,6724,0.154362,0.000241
32814,13448,4,13448,0.308724,0.000482
32815,114308,6,114308,2.624151,0.0041
32816,67240,3,67240,1.543618,0.002412
32817,4807660,2,4807660,110.3687,0.172451
32818,33620,6,33620,0.771809,0.001206
32819,80688,5,80688,1.852342,0.002894
32820,13448,6,13448,0.308724,0.000482
32821,47068,6,47068,1.080533,0.001688
32822,228616,6,228616,5.248301,0.0082
32823,67240,5,67240,1.543618,0.002412
32824,6724,5,6724,0.154362,0.000241
32825,6724,2,6724,0.154362,0.000241
32826,67240,6,67240,1.543618,0.002412
32827,161376,7,161376,3.704683,0.005789
32828,6724,2,6724,0.154362,0.000241
32829,40344,5,40344,0.926171,0.001447
32830,537920,5,537920,12.34894,0.019295
32831,141204,5,141204,3.241598,0.005065
32832,53792,5,53792,1.234894,0.00193
32833,107584,7,107584,2.469789,0.003859
32834,26896,6,26896,0.617447,0.000965
32835,147928,6,147928,3.39596,0.005306
32836,40344,3,40344,0.926171,0.001447
32837,6724,3,6724,0.154362,0.000241
32838,396716,2,396716,9.107347,0.01423
32839,6724,10,6724,0.154362,0.000241
32840,33620,14,33620,0.771809,0.001206
32841,6724,4,6724,0.154362,0.000241
32842,20172,10,20172,0.463085,0.000724
32843,6724,3,6724,0.154362,0.000241
32844,20172,5,20172,0.463085,0.000724
32845,53792,6,53792,1.234894,0.00193
32846,524472,6,524472,12.04022,0.018813
32847,26896,10,26896,0.617447,0.000965
32848,20172,2,20172,0.463085,0.000724
32849,174824,7,174824,4.013407,0.006271
32850,194996,11,194996,4.476492,0.006995
32851,114308,6,114308,2.624151,0.0041
32852,1190148,7,1190148,27.32204,0.042691
32853,6724,6,6724,0.154362,0.000241
32854,511024,3,511024,11.7315,0.01833
32855,6724,3,6724,0.154362,0.000241
32856,13448,4,13448,0.308724,0.000482
32857,6724,6,6724,0.154362,0.000241
32858,221892,5,221892,5.093939,0.007959
32859,6724,6,6724,0.154362,0.000241
32860,53792,3,53792,1.234894,0.00193
32861,26896,6,26896,0.617447,0.000965
32862,26896,2,26896,0.617447,0.000965
32863,13448,5,13448,0.308724,0.000482
32864,6724,6,6724,0.154362,0.000241
32865,94136,6,94136,2.161065,0.003377
32866,6724,3,6724,0.154362,0.000241
32867,73964,6,73964,1.69798,0.002653
32868,228616,10,228616,5.248301,0.0082
32869,26896,5,26896,0.617447,0.000965
32870,114308,3,114308,2.624151,0.0041
32871,6724,3,6724,0.154362,0.000241
32872,383268,14,383268,8.798622,0.013748
32873,26896,6,26896,0.617447,0.000965
32874,107584,4,107584,2.469789,0.003859
32875,6724,6,6724,0.154362,0.000241
32876,6724,10,6724,0.154362,0.000241
32877,6724,6,6724,0.154362,0.000241
32878,47068,3,47068,1.080533,0.001688
32879,53792,8,53792,1.234894,0.00193
32880,94136,5,94136,2.161065,0.003377
32881,47068,6,47068,1.080533,0.001688
32882,107584,7,107584,2.469789,0.003859
32883,53792,3,53792,1.234894,0.00193
32884,47068,5,47068,1.080533,0.001688
32885,80688,10,80688,1.852342,0.002894
32886,228616,6,228616,5.248301,0.0082
32887,6724,6,6724,0.154362,0.000241
32888,403440,3,403440,9.261708,0.014471
32889,6724,4,6724,0.154362,0.000241
32890,316028,2,316028,7.255004,0.011336
32891,6724,2,6724,0.154362,0.000241
32892,53792,5,53792,1.234894,0.00193
32893,658952,14,658952,15.12746,0.023637
32894,87412,7,87412,2.006703,0.003135
32895,13448,12,13448,0.308724,0.000482
32896,87412,7,87412,2.006703,0.003135
32897,6724,3,6724,0.154362,0.000241
32898,6724,5,6724,0.154362,0.000241
32899,26896,6,26896,0.617447,0.000965
32900,356372,6,356372,8.181175,0.012783
32901,40344,2,40344,0.926171,0.001447
32902,20172,8,20172,0.463085,0.000724
32903,6724,8,6724,0.154362,0.000241
32904,40344,5,40344,0.926171,0.001447
32905,6724,3,6724,0.154362,0.000241
32906,13448,4,13448,0.308724,0.000482
32907,1163252,8,1163252,26.70459,0.041726
32908,26896,4,26896,0.617447,0.000965
32909,40344,11,40344,0.926171,0.001447
32910,47068,3,47068,1.080533,0.001688
32911,13448,5,13448,0.308724,0.000482
32912,67240,2,67240,1.543618,0.002412
32913,6724,4,6724,0.154362,0.000241
32914,6724,7,6724,0.154362,0.000241
32915,4330256,3,4330256,99.409,0.155327
32916,33620,3,33620,0.771809,0.001206
32917,887568,2,887568,20.37576,0.031837
32918,13448,6,13448,0.308724,0.000482
32919,578264,11,578264,13.27512,0.020742
32920,26896,8,26896,0.617447,0.000965
32921,174824,3,174824,4.013407,0.006271
32922,242064,6,242064,5.557025,0.008683
32923,329476,5,329476,7.563728,0.011818
32924,1351524,7,1351524,31.02672,0.048479
32925,6724,4,6724,0.154362,0.000241
32926,685848,6,685848,15.7449,0.024601
32927,13448,4,13448,0.308724,0.000482
32928,60516,7,60516,1.389256,0.002171
32929,6724,6,6724,0.154362,0.000241
32930,94136,3,94136,2.161065,0.003377
32931,7692260,7,7692260,176.59,0.275922
32932,389992,7,389992,8.952985,0.013989
32933,13448,6,13448,0.308724,0.000482
32934,1230492,8,1230492,28.24821,0.044138
32935,141204,4,141204,3.241598,0.005065
32936,47068,14,47068,1.080533,0.001688
32937,47068,5,47068,1.080533,0.001688
32938,6724,4,6724,0.154362,0.000241
32939,6724,6,6724,0.154362,0.000241
32940,13448,3,13448,0.308724,0.000482
32941,289132,6,289132,6.637558,0.010371
32942,2003752,6,2003752,45.99982,0.071875
32943,1492728,7,1492728,34.26832,0.053544
32944,73964,5,73964,1.69798,0.002653
32945,13448,4,13448,0.308724,0.000482
32946,53792,7,53792,1.234894,0.00193
32947,6724,8,6724,0.154362,0.000241
32948,13448,4,13448,0.308724,0.000482
32949,13448,3,13448,0.308724,0.000482
32950,6724,4,6724,0.154362,0.000241
32951,67240,5,67240,1.543618,0.002412
32952,6724,4,6724,0.154362,0.000241
32953,6724,4,6724,0.154362,0.000241
32954,121032,7,121032,2.778512,0.004341
32955,114308,4,114308,2.624151,0.0041
32956,13448,14,13448,0.308724,0.000482
32957,584988,3,584988,13.42948,0.020984
32958,13448,6,13448,0.308724,0.000482
32959,13448,4,13448,0.308724,0.000482
32960,94136,4,94136,2.161065,0.003377
32961,20172,14,20172,0.463085,0.000724
32962,6724,3,6724,0.154362,0.000241
32963,6724,6,6724,0.154362,0.000241
32964,40344,6,40344,0.926171,0.001447
32965,26896,6,26896,0.617447,0.000965
32966,6724,4,6724,0.154362,0.000241
32967,181548,7,181548,4.167768,0.006512
32968,26896,10,26896,0.617447,0.000965
32969,26896,14,26896,0.617447,0.000965
32970,47068,3,47068,1.080533,0.001688
32971,40344,11,40344,0.926171,0.001447
32972,6724,6,6724,0.154362,0.000241
32973,33620,6,33620,0.771809,0.001206
32974,13448,7,13448,0.308724,0.000482
32975,13448,3,13448,0.308724,0.000482
32976,94136,4,94136,2.161065,0.003377
32977,524472,6,524472,12.04022,0.018813
32978,6724,4,6724,0.154362,0.000241
32979,6724,6,6724,0.154362,0.000241
32980,13448,5,13448,0.308724,0.000482
32981,174824,5,174824,4.013407,0.006271
32982,766536,7,766536,17.59724,0.027496
32983,40344,4,40344,0.926171,0.001447
32984,47068,3,47068,1.080533,0.001688
32985,6724,4,6724,0.154362,0.000241
32986,1452384,8,1452384,33.34215,0.052097
32987,60516,3,60516,1.389256,0.002171
32988,73964,7,73964,1.69798,0.002653
32989,255512,3,255512,5.865748,0.009165
32990,40344,3,40344,0.926171,0.001447
32991,67240,6,67240,1.543618,0.002412
32992,6724,4,6724,0.154362,0.000241
32993,20172,6,20172,0.463085,0.000724
32994,3449412,12,3449412,79.18761,0.123731
32995,80688,10,80688,1.852342,0.002894
32996,20172,14,20172,0.463085,0.000724
32997,6724,2,6724,0.154362,0.000241
32998,13448,3,13448,0.308724,0.000482
32999,47068,4,47068,1.080533,0.001688
33000,13448,4,13448,0.308724,0.000482
37001,6724,10,6724,0.154362,0.000241
37002,26896,4,26896,0.617447,0.000965
37003,73964,7,73964,1.69798,0.002653
37004,47068,4,47068,1.080533,0.001688
37005,20172,7,20172,0.463085,0.000724
37006,47068,4,47068,1.080533,0.001688
37007,73964,4,73964,1.69798,0.002653
37008,840500,7,840500,19.29523,0.030149
37009,87412,7,87412,2.006703,0.003135
37010,20172,4,20172,0.463085,0.000724
37011,974980,6,974980,22.38246,0.034973
37012,13448,3,13448,0.308724,0.000482
37013,215168,2,215168,4.939578,0.007718
37014,13448,14,13448,0.308724,0.000482
37015,60516,6,60516,1.389256,0.002171
37016,6724,14,6724,0.154362,0.000241
37017,161376,4,161376,3.704683,0.005789
37018,127756,6,127756,2.932874,0.004583
37019,3227520,5,3227520,74.09367,0.115771
37020,154652,11,154652,3.550321,0.005547
37021,40344,6,40344,0.926171,0.001447
37022,6724,13,6724,0.154362,0.000241
37023,20172,4,20172,0.463085,0.000724
37024,47068,6,47068,1.080533,0.001688
37025,87412,5,87412,2.006703,0.003135
37026,1075840,3,1075840,24.69789,0.03859
37027,134480,5,134480,3.087236,0.004824
37028,13448,10,13448,0.308724,0.000482
37029,20172,5,20172,0.463085,0.000724
37030,33620,14,33620,0.771809,0.001206
37031,3019076,11,3019076,69.30845,0.108294
37032,531196,6,531196,12.19458,0.019054
37033,6724,5,6724,0.154362,0.000241
37034,6724,6,6724,0.154362,0.000241
37035,33620,6,33620,0.771809,0.001206
37036,6724,4,6724,0.154362,0.000241
37037,67240,6,67240,1.543618,0.002412
37038,13448,5,13448,0.308724,0.000482
37039,6724,3,6724,0.154362,0.000241
37040,6724,6,6724,0.154362,0.000241
37041,6724,4,6724,0.154362,0.000241
37042,6724,3,6724,0.154362,0.000241
37043,295856,6,295856,6.791919,0.010612
37044,6724,14,6724,0.154362,0.000241
37045,6724,6,6724,0.154362,0.000241
37046,6724,6,6724,0.154362,0.000241
37047,181548,7,181548,4.167768,0.006512
37048,6724,3,6724,0.154362,0.000241
37049,127756,8,127756,2.932874,0.004583
37050,47068,3,47068,1.080533,0.001688
37051,645504,7,645504,14.81873,0.023154
37052,114308,6,114308,2.624151,0.0041
37053,53792,2,53792,1.234894,0.00193
37054,33620,5,33620,0.771809,0.001206
37055,235340,11,235340,5.402663,0.008442
37056,6724,4,6724,0.154362,0.000241
37057,47068,4,47068,1.080533,0.001688
37058,168100,2,168100,3.859045,0.00603
37059,221892,3,221892,5.093939,0.007959
37060,6724,2,6724,0.154362,0.000241
37061,221892,4,221892,5.093939,0.007959
37062,6724,14,6724,0.154362,0.000241
37063,20172,14,20172,0.463085,0.000724
37064,47068,6,47068,1.080533,0.001688
37065,4565596,3,4565596,104.8117,0.163768
37066,13448,6,13448,0.308724,0.000482
37067,26896,14,26896,0.617447,0.000965
37068,147928,5,147928,3.39596,0.005306
37069,6724,6,6724,0.154362,0.000241
37070,33620,2,33620,0.771809,0.001206
37071,94136,3,94136,2.161065,0.003377
37072,147928,8,147928,3.39596,0.005306
37073,20172,5,20172,0.463085,0.000724
37074,60516,5,60516,1.389256,0.002171
37075,242064,5,242064,5.557025,0.008683
37076,40344,4,40344,0.926171,0.001447
37077,161376,4,161376,3.704683,0.005789
37078,168100,4,168100,3.859045,0.00603
37079,134480,13,134480,3.087236,0.004824
37080,13448,6,13448,0.308724,0.000482
37081,6724,7,6724,0.154362,0.000241
37082,6724,5,6724,0.154362,0.000241
37083,33620,5,33620,0.771809,0.001206
37084,67240,6,67240,1.543618,0.002412
37085,127756,5,127756,2.932874,0.004583
37086,53792,5,53792,1.234894,0.00193
37087,6724,8,6724,0.154362,0.000241
37088,6724,3,6724,0.154362,0.000241
