Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote For,Ref
4,1,DEM,MUN,213,Member of Council TRAFFORD,1,Dennis Hockenberry,3,
4,1,DEM,MUN,213,Member of Council TRAFFORD,2,Stephen Kutz,3,
5,1,DEM,MUN,213,Member of Council TRAFFORD,3,Carol Morrow,3,
7,1,REP,MUN,213,Member of Council TRAFFORD,4,Kris Cardiff,3,
3,1,REP,MUN,213,Member of Council TRAFFORD,5,Cory DelSignore,3,
408,3,DEM,MUN,216,Member of Council VERONA,1,Dominic Conte,3,
333,3,DEM,MUN,216,Member of Council VERONA,2,Sandra M. Drabicki-Bell,3,
303,3,DEM,MUN,216,Member of Council VERONA,3,Sylvia K. Provenza,3,
162,3,REP,MUN,216,Member of Council VERONA,4,Nancy A. Carpenter,3,
170,2,DEM,MUN,217,Member of Council VERSAILLES,1,Joel C. Elm,3,
124,2,DEM,MUN,217,Member of Council VERSAILLES,2,William E. Kruczek,3,
142,2,DEM,MUN,217,Member of Council VERSAILLES,3,Cynthia Richards,3,
94,2,REP,MUN,217,Member of Council VERSAILLES,4,Dennis B. Keefe,3,
50,1,DEM,MUN,220,Member of Council WEST ELIZABETH,1,Lewis Miller,3,
46,1,DEM,MUN,220,Member of Council WEST ELIZABETH,2,Janet Isaacs,3,
44,1,IND,MUN,220,Member of Council WEST ELIZABETH,3,Jenna Laverick Gilbert,3,
314,3,DEM,MUN,221,Member of Council WEST HOMESTEAD,1,"John J. Karafa, Jr.",3,
320,3,DEM,MUN,221,Member of Council WEST HOMESTEAD,2,Joseph M. Baran,3,
265,3,DEM,MUN,221,Member of Council WEST HOMESTEAD,3,Robert M. Cherep,3,
2627,21,DEM,MUN,222,Member of Council WEST MIFFLIN,1,Robert J. Kostelnik,3,
2375,21,DEM,MUN,222,Member of Council WEST MIFFLIN,2,"Frank Stupar, Jr.",3,
2216,21,DEM,MUN,222,Member of Council WEST MIFFLIN,3,Steven Marone,3,
1129,21,REP,MUN,222,Member of Council WEST MIFFLIN,4,John Edward Koczka,3,
900,7,DEM,MUN,223,Member of Council WEST VIEW,1,M. Kimberly Steele,3,
883,7,DEM,MUN,223,Member of Council WEST VIEW,2,Donald E. Mikec,3,
883,7,DEM,MUN,223,Member of Council WEST VIEW,3,Barry G. Schell,3,
127,2,DEM,MUN,224,Member of Council WHITAKER,1,Jon A. Esken,3,
112,2,DEM,MUN,224,Member of Council WHITAKER,2,Richard C. Lassige,3,
117,2,DEM,MUN,224,Member of Council WHITAKER,3,"Robert T. Asson, Sr.",3,
1989,16,DEM,MUN,225,Member of Council WHITEHALL,1,Glenn Nagy,3,
1879,16,DEM,MUN,225,Member of Council WHITEHALL,2,Philip J. Lahr,3,
1075,16,DEM,MUN,225,Member of Council WHITEHALL,3,Marianlynn Sciulli,3,
1684,16,REP,MUN,225,Member of Council WHITEHALL,4,Bob McKown,3,
1067,16,REP,MUN,225,Member of Council WHITEHALL,5,Chris A. Mooney,3,
936,16,REP,MUN,225,Member of Council WHITEHALL,6,Harold A. Plusa,3,
948,7,DEM,MUN,226,Member of Council WHITE OAK,1,David J. Pasternak,3,
764,7,DEM,MUN,226,Member of Council WHITE OAK,2,Richard Keller,3,
711,7,DEM,MUN,226,Member of Council WHITE OAK,3,Ryan M. Tutera,3,
777,7,REP,MUN,226,Member of Council WHITE OAK,4,Ronald R. Massung,3,
578,7,REP,MUN,226,Member of Council WHITE OAK,5,Carl P. Laird,3,
782,7,REP,MUN,226,Member of Council WHITE OAK,6,Charles D. Davis,3,
317,7,IND,MUN,226,Member of Council WHITE OAK,7,Fred Haynes,3,
103,1,DEM,MUN,212A,Member of Council PENNSBURY VILLAGE,1,Ashley L. Sweeney,3,
99,1,DEM,MUN,212A,Member of Council PENNSBURY VILLAGE,2,Daryl C. Albert,3,
80,1,REP,MUN,212A,Member of Council PENNSBURY VILLAGE,3,Karl E. Cunningham,3,
227,3,DEM,MUN,129,Member of Council DRAVOSBURG,1,Matthew L. Mols,2,
241,3,DEM,MUN,129,Member of Council DRAVOSBURG,2,Gregory Wilson,2,
484,10,DEM,MUN,130,Member of Council DUQUESNE,1,Timothy Caldwell,2,
512,10,DEM,MUN,130,Member of Council DUQUESNE,2,John S. Gyure,2,
2027,13,REP,MUN,150,Member of Council HAMPTON,1,M. Richard Dunlap,2,
2060,13,REP,MUN,150,Member of Council HAMPTON,2,Sherry Neugebauer,2,
166,1,DEM,MUN,154,Member of Council HEIDELBERG,1,Raymond Losego,2,
140,1,DEM,MUN,154,Member of Council HEIDELBERG,2,David D. Morgan,2,
121,1,REP,MUN,154,Member of Council HEIDELBERG,3,John G. Duda,2,
5054,50,DEM,MUN,185,Member of Council PENN HILLS,1,Joseph N. Palumbo,2,
4611,50,DEM,MUN,185,Member of Council PENN HILLS,2,Gary Underwood,2,
3112,50,REP,MUN,185,Member of Council PENN HILLS,3,Brent Rambo,2,
123,1,DEM,MUN,201,Member of Council SEWICKLEY HILLS,1,Cynthia A. Phillips,2,
114,1,REP,MUN,201,Member of Council SEWICKLEY HILLS,2,Jack Faulkner,2,
52,1,DEM,MUN,218,Member of Council WALL,1,Paul Bigos,2,
42,1,WBC,MUN,218,Member of Council WALL,2,Steven Arnold,2,
299,4,DEM,MUN,207,Member of Council SPRINGDALE BOROUGH,1,James Zurisko,2,
519,4,DEM,MUN,207,Member of Council SPRINGDALE BOROUGH,2,Eileen Miller,2,
171,4,REP,MUN,207,Member of Council SPRINGDALE BOROUGH,3,Mark A. Stanton,2,
288,4,OVE,MUN,207,Member of Council SPRINGDALE BOROUGH,4,Jason Overly,2,
1183,10,DEM,MUN,116,Member of Council BRENTWOOD,1,Robert Pasquantonio,1,
960,8,DEM,MUN,119,Member of Council CASTLE SHANNON,1,Timothy S. Kirsch,1,
340,2,DEM,MUN,121,Member of Council CHESWICK,1,Christine M. Schramm,1,
663,4,DEM,MUN,122,Member of Council CHURCHILL,1,Monique C. Moore,1,
784,6,DEM,MUN,126,Member of Council CRAFTON,1,Phillip Levasseur,1,
273,2,DEM,MUN,138,Member of Council EMSWORTH,1,Kevin Yurkovich,1,
837,5,REP,MUN,144,Member of Council FOX CHAPEL,1,Frederick C. Leech,1,
422,6,DEM,MUN,147,Member of Council GLASSPORT,1,Keith DiMarco,1,
309,4,DEM,MUN,174,Member of Council MT OLIVER,1,David Beltz,1,
350,3,DEM,MUN,203,Member of Council SHARPSBURG,1,"Anthony J. Karpinski, Jr.",1,
3,1,DEM,MUN,213,Member of Council TRAFFORD,1,John D. Daykon,1,
5,1,REP,MUN,213,Member of Council TRAFFORD,2,Michael Paul Mellon,1,
931,7,DEM,MUN,223,Member of Council WEST VIEW,1,Eugene Borio,1,
113,1,DEM,MUN,212A,Member of Council PENNSBURY VILLAGE,1,Barbara A. Sigler,1,
359,3,DEM,MUN,203,Member of Council SHARPSBURG,1,Brittany N. Reno,1,
243,3,DEM,WRD,2103,Member of Council MCKEES ROCKS WARD 3,1,Tracey Pedersen,3,
224,3,DEM,WRD,2103,Member of Council MCKEES ROCKS WARD 3,2,Maribeth L. Taylor,3,
216,3,DEM,WRD,2103,Member of Council MCKEES ROCKS WARD 3,3,Robert F. DiCicco,3,
125,1,DEM,WRD,101,Member of Council AVALON WARD 1,1,Ralph J. Cortese,2,
130,1,DEM,WRD,101,Member of Council AVALON WARD 1,2,Vicki Donnelly,2,
199,2,DEM,WRD,203,Member of Council BELLEVUE WARD 3,1,James Senene Scisciani,2,
322,2,DEM,WRD,203,Member of Council BELLEVUE WARD 3,2,Tom Fodi,2,
256,2,REP,WRD,203,Member of Council BELLEVUE WARD 3,3,Grant B. Saylor,2,
330,4,DEM,WRD,601,Member of Council CARNEGIE WARD 1,1,Susan G. Demko,2,
293,4,DEM,WRD,601,Member of Council CARNEGIE WARD 1,2,Mike J. Sarsfield,2,
200,4,REP,WRD,601,Member of Council CARNEGIE WARD 1,3,Timothy G. Volk,2,
128,1,DEM,WRD,1501,Member of Council ETNA WARD 1,1,Karen Tomaszewski,2,
111,1,DEM,WRD,1501,Member of Council ETNA WARD 1,2,Gregory Porter,2,
132,2,DEM,WRD,2503,Member of Council NORTH BRADDOCK WARD 3,1,"Michael Breaston, Jr.",2,
124,2,DEM,WRD,2503,Member of Council NORTH BRADDOCK WARD 3,2,Richard Jay Kostyak,2,
164,2,DEM,WRD,3402,Member of Council SEWICKLEY WARD 2,1,Cynthia J. Mullins,2,
241,2,DEM,WRD,3402,Member of Council SEWICKLEY WARD 2,2,Thomas DeFazio,2,
174,2,REP,WRD,3402,Member of Council SEWICKLEY WARD 2,3,Mark Davidson,2,
181,2,DEM,WRD,3801,Member of Council TURTLE CREEK WARD 1,1,Jack Osman,2,
174,2,DEM,WRD,3801,Member of Council TURTLE CREEK WARD 1,2,Constance Marie Tinsley,2,
89,2,DEM,WRD,3802,Member of Council TURTLE CREEK WARD 2,1,Jill E. Henkel,2,
89,2,DEM,WRD,3802,Member of Council TURTLE CREEK WARD 2,2,Nick Bianchi,2,
520,6,DEM,WRD,4101,Member of Council WILKINSBURG WARD 1,1,Paige E. Trice,2,
781,6,DEM,WRD,4101,Member of Council WILKINSBURG WARD 1,2,Michael Rose,2,
168,2,REP,WRD,102,Member of Council AVALON WARD 2,1,Joshua Klicker,1,
196,3,DEM,WRD,103,Member of Council AVALON WARD 3,1,Patrick Narcisi,1,
227,2,DEM,WRD,201,Member of Council BELLEVUE WARD 1,1,Linda Woshner,1,
169,2,REP,WRD,201,Member of Council BELLEVUE WARD 1,2,Aaryn Hogue,1,
259,2,REP,WRD,202,Member of Council BELLEVUE WARD 2,1,Thomas M. Hrynda,1,
542,3,REP,WRD,302,Member of Council BETHEL PARK WARD 2,1,Brandon Colella,1,
492,3,REP,WRD,304,Member of Council BETHEL PARK WARD 4,1,Paul Dixon,1,
736,3,DEM,WRD,306,Member of Council BETHEL PARK WARD 6,1,Mark J. O'Brien,1,
693,4,DEM,WRD,308,Member of Council BETHEL PARK WARD 8,1,Timothy J. Moury,1,
98,1,DEM,WRD,401,Member of Council BRACKENRIDGE WARD 1,1,Timothy G. Connelly,1,
124,1,DEM,WRD,402,Member of Council BRACKENRIDGE WARD 2,1,"John Stanzione, Jr.",1,
87,1,DEM,WRD,403,Member of Council BRACKENRIDGE WARD 3,1,"Verne F. Petz, Sr.",1,
96,1,DEM,WRD,501,Member of Council BRADDOCK WARD 1,1,George T. Gilmore,1,
96,1,DEM,WRD,502,Member of Council BRADDOCK WARD 2,1,Lorne Kevin Berry,1,
67,1,DEM,WRD,503,Member of Council BRADDOCK WARD 3,1,Robert K. Parker,1,
473,4,DEM,WRD,602,Member of Council CARNEGIE WARD 2,1,Stacie L. Riley,1,
196,3,DEM,WRD,701,Member of Council CLAIRTON WARD 1,1,John A. Lattanzi,1,
239,3,DEM,WRD,704,Member of Council CLAIRTON WARD 4,1,Denise Johnson,1,
170,2,DEM,WRD,801,Member of Council CORAOPOLIS WARD 1,1,"Calvin L. Jackson, Jr.",1,
143,1,DEM,WRD,802,Member of Council CORAOPOLIS WARD 2,1,David Pendel,1,
169,2,DEM,WRD,803,Member of Council CORAOPOLIS WARD 3,1,John Z. Pessy,1,
129,2,REP,WRD,803,Member of Council CORAOPOLIS WARD 3,2,Danielle Alyce Burnette,1,
160,2,DEM,WRD,804,Member of Council CORAOPOLIS WARD 4,1,Robb J. Cardimen,1,
96,1,DEM,WRD,1502,Member of Council ETNA WARD 2,1,Ronald Trader,1,
122,1,DEM,WRD,1503,Member of Council ETNA WARD 3,1,Dave Farmerie,1,
531,3,REP,WRD,1601,Member of Council FRANKLIN PARK WARD 1,1,Laura A. Coombs,1,
641,3,DEM,WRD,1602,Member of Council FRANKLIN PARK WARD 2,1,John P. Parks,1,
540,3,REP,WRD,1603,Member of Council FRANKLIN PARK WARD 3,1,James W. Lawrence,1,
175,2,DEM,WRD,1801,Member of Council HOMESTEAD WARD 1,1,Wanda Burwell,1,
107,2,DEM,WRD,1802,Member of Council HOMESTEAD WARD 2,1,Barbara M. Broadwater,1,
117,2,DEM,WRD,1803,Member of Council HOMESTEAD WARD 3,1,Louise Benton,1,
456,3,DEM,WRD,1901,Member of Council MCCANDLESS WARD 1,1,Kimberly Kaye Zachary,1,
447,3,REP,WRD,1901,Member of Council MCCANDLESS WARD 1,2,Cynthia Potter,1,
493,3,DEM,WRD,1903,Member of Council MCCANDLESS WARD 3,1,Steven Mertz,1,
476,3,REP,WRD,1903,Member of Council MCCANDLESS WARD 3,2,Roger Krey,1,
658,3,DEM,WRD,1905,Member of Council MCCANDLESS WARD 5,1,Gregory Walkauskas,1,
620,3,DEM,WRD,1907,Member of Council MCCANDLESS WARD 7,1,William J. McKim,1,
117,2,DEM,WRD,2101,Member of Council MCKEES ROCKS WARD 1,1,Craig Myers,1,
768,3,DEM,WRD,2202,Member of Council MONROEVILLE WARD 2,1,Nicholas J. Gresock,1,
542,3,DEM,WRD,2204,Member of Council MONROEVILLE WARD 4,1,"James C. Johns, Jr.",1,
481,4,DEM,WRD,2206,Member of Council MONROEVILLE WARD 6,1,Steve Duncan,1,
262,4,REP,WRD,2206,Member of Council MONROEVILLE WARD 6,2,Bob Williams,1,
226,3,DEM,WRD,2501,Member of Council NORTH BRADDOCK WARD 1,1,Michael Dobrinich,1,
164,2,DEM,WRD,2502,Member of Council NORTH BRADDOCK WARD 2,1,John A. Vahosky,1,
83,1,DEM,WRD,3001,Member of Council RANKIN WARD 1,1,Ruby M. Grant,1,
90,1,DEM,WRD,3002,Member of Council RANKIN WARD 2,1,Geneva Parks,1,
70,1,DEM,WRD,3003,Member of Council RANKIN WARD 3,1,Anita Cioppa,1,
151,1,REP,WRD,3401,Member of Council SEWICKLEY WARD 1,1,Peter R. Theis,1,
149,1,REP,WRD,3403,Member of Council SEWICKLEY WARD 3,1,William R. Cornman,1,
129,2,DEM,WRD,3701,Member of Council TARENTUM WARD 1,1,Erika Josefoski,1,
80,2,REP,WRD,3701,Member of Council TARENTUM WARD 1,2,Raymond E. Kerr,1,
86,1,DEM,WRD,3702,Member of Council TARENTUM WARD 2,1,Eric Carter,1,
92,2,DEM,WRD,3703,Member of Council TARENTUM WARD 3,1,Carrie J. Fox,1,
160,2,DEM,WRD,3803,Member of Council TURTLE CREEK WARD 3,1,"Max E. Spencer, Jr.",1,
625,5,DEM,WRD,4102,Member of Council WILKINSBURG WARD 2,1,Vanessa McCarthy-Johnson,1,
783,6,DEM,WRD,4103,Member of Council WILKINSBURG WARD 3,1,Kate McEvoy Grannemann,1,
550,3,REP,WRD,1603,Member of Council FRANKLIN PARK WARD 3,1,Thomas C. Schwartzmier,1,
102,1,DEM,WRD,3403,Member of Council SEWICKLEY WARD 3,1,Thomas Rostek,1,
139,1,REP,WRD,3403,Member of Council SEWICKLEY WARD 3,2,Jeff Neff,1,
175,2,DEM,WRD,3701,Member of Council TARENTUM WARD 1,1,Erika Josefoski,1,
95,2,DEM,WRD,3703,Member of Council TARENTUM WARD 3,1,Carrie J. Fox,1,
1480,8,REP,MUN,194,Supervisor At-Large RICHLAND,1,Donna L. Snyder,1,
164,2,DEM,MUN,140,Supervisor FAWN,1,Carrie White,2,
211,2,DEM,MUN,140,Supervisor FAWN,2,Rick Smith,2,
237,2,REP,MUN,140,Supervisor FAWN,3,David A. Montanari,2,
369,3,DEM,MUN,151,Supervisor HARMAR,1,"Robert W. Seibert, Jr.",2,
386,3,DEM,MUN,151,Supervisor HARMAR,2,Emiliano A. Cresta,2,
314,3,REP,MUN,151,Supervisor HARMAR,3,Paula M. Hiteshew,2,
326,3,REP,MUN,151,Supervisor HARMAR,4,Jerry R. Chalmers,2,
691,6,REP,MUN,165,Supervisor MARSHALL,1,Thomas J. Madigan,2,
666,6,REP,MUN,165,Supervisor MARSHALL,2,Robert D. Edwards,2,
701,3,DEM,MUN,141,Supervisor FINDLAY,1,Thomas J. Gallant,1,
375,4,DEM,MUN,143,Supervisor FORWARD,1,Thomas DeRosa,1,
116,1,DEM,MUN,146,Supervisor FRAZER,1,William J. Creevey,1,
181,1,DEM,MUN,160,Supervisor KILBUCK,1,Thomas R. Tomaro,1,
1810,13,DEM,MUN,172,Supervisor MOON,1,T. Matthew Dugan,1,
2501,13,REP,MUN,172,Supervisor MOON,2,David L. Bachman,1,
1469,5,DEM,MUN,178,Supervisor NORTH FAYETTE,1,Jim Morosetti,1,
718,3,DEM,MUN,183,Supervisor OHIO,1,"Herbert J. Hartle, Jr.",1,
2018,12,DEM,MUN,205,Supervisor SOUTH PARK,1,Edward Snee,1,
1056,8,DEM,MUN,219,Supervisor WEST DEER,1,"Richard W. DiSanti, Jr.",4,
908,8,DEM,MUN,219,Supervisor WEST DEER,2,Don Simonetti,4,
869,8,DEM,MUN,219,Supervisor WEST DEER,3,Jeff Florentine,4,
855,8,DEM,MUN,219,Supervisor WEST DEER,4,Mike Zourelias,4,
1182,8,REP,MUN,219,Supervisor WEST DEER,5,Shirley Hollibaugh,4,
966,8,REP,MUN,219,Supervisor WEST DEER,6,Lawrence K. McManus,4,
1038,8,REP,MUN,219,Supervisor WEST DEER,7,Gerry Vaerewyck,4,
1063,8,REP,MUN,219,Supervisor WEST DEER,8,Joyce A. Romig,4,
921,8,REP,MUN,186,Supervisor PINE,1,Frank J. Spagnolo,3,
875,8,REP,MUN,186,Supervisor PINE,2,Philip D. Henry,3,
838,8,REP,MUN,186,Supervisor PINE,3,Pasquale Avolio,3,
144,1,REP,IND,SUP1,Supervisor INDIANA DISTRICT 1,1,Paul Jorgensen,1,
147,1,DEM,IND,SUP2,Supervisor INDIANA DISTRICT 2,1,Albert Fredrik Kaan,1,
105,1,REP,IND,SUP3,Supervisor INDIANA DISTRICT 3,1,Darrin J. Krally,1,
201,1,REP,IND,SUP4,Supervisor INDIANA DISTRICT 4,1,Daniel L. Taylor,1,
372,2,REP,RCH,SUP3,Supervisor RICHLAND SUPERVISOR 3,1,George P. Allen,1,
396,2,REP,RCH,SUP4,Supervisor RICHLAND SUPERVISOR 4,1,Raymond P. Kendrick,1,
271,2,DEM,MUN,127,Constable CRESCENT,1,Daniel Perciavalle,2,
376,2,DEM,MUN,127,Constable CRESCENT,2,Shawn Sible,2,
157,2,DEM,MUN,131,Constable EAST DEER,1,James H. Oconis,2,
152,2,DEM,MUN,131,Constable EAST DEER,2,"Herman G. Bertolini, Jr.",2,
1514,11,REP,MUN,137,Constable ELIZABETH TOWNSHIP,1,"Edward J. Campbell, Jr.",2,
1314,11,REP,MUN,137,Constable ELIZABETH TOWNSHIP,2,John Cray,2,
1178,11,DEM,MUN,152,Constable HARRISON,1,Gary L. Marshall,2,
1259,7,DEM,MUN,159,Constable KENNEDY,1,John Buckley,2,
1314,7,DEM,MUN,159,Constable KENNEDY,2,Max Vith,2,
3618,21,REP,MUN,166,Constable MCCANDLESS,1,Nathan J. Wolfe,2,
3344,21,REP,MUN,166,Constable MCCANDLESS,2,William E. Hugus,2,
5144,38,DEM,MUN,173,Constable MT LEBANON,1,Edward J. Kitchen,2,
3699,38,REP,MUN,173,Constable MT LEBANON,2,Dimitro C. Kulik,2,
203,3,DEM,MUN,176,Constable NEVILLE,1,James K. Claytor,2,
122,3,DEM,MUN,176,Constable NEVILLE,2,William Burt,2,
1252,13,DEM,MUN,179,Constable NORTH VERSAILLES,1,"Thomas R. Leicht, Jr.",2,
1245,13,DEM,MUN,179,Constable NORTH VERSAILLES,2,Michael Savulak,2,
1584,10,DEM,MUN,182,Constable OHARA,1,Francis C. Peitz,2,
4884,50,DEM,MUN,185,Constable PENN HILLS,1,"Louis J. Leon, Jr.",2,
4913,50,DEM,MUN,185,Constable PENN HILLS,2,Joseph F. O'Connor,2,
2671,50,REP,MUN,185,Constable PENN HILLS,3,Michael A. Sepelyak,2,
514,4,DEM,MUN,193,Constable RESERVE,1,William F. Crowell,2,
2006,9,DEM,MUN,195,Constable ROBINSON,1,Craig Cannella,2,
4607,33,DEM,MUN,196,Constable ROSS,1,Douglas Renzelman,2,
4508,33,DEM,MUN,196,Constable ROSS,2,James M. Cillo,2,
2366,18,DEM,MUN,198,Constable SCOTT,1,Joe Riley,2,
1912,18,DEM,MUN,198,Constable SCOTT,2,Bradley Skees,2,
3160,34,DEM,MUN,202,Constable SHALER,1,Edward M. Stankovic,2,
3704,34,DEM,MUN,202,Constable SHALER,2,Chuck Perry,2,
1695,12,DEM,MUN,204,Constable SOUTH FAYETTE,1,Frank E. DeThomas,2,
1237,12,DEM,MUN,204,Constable SOUTH FAYETTE,2,"Donald L. Chytil, Jr.",2,
1588,12,REP,MUN,204,Constable SOUTH FAYETTE,3,Mark Lyons,2,
722,11,DEM,MUN,209,Constable STOWE,1,Joseph P. Faloshey,2,
647,11,DEM,MUN,209,Constable STOWE,2,"Francis A. Lubawy, Jr.",2,
2707,18,DEM,MUN,215,Constable UPPER ST CLAIR,1,Anthony D. Zwickle,2,
906,7,DEM,MUN,227,Constable WILKINS,1,"Anthony J. Cioppa, Jr.",2,
863,7,DEM,MUN,227,Constable WILKINS,2,Phil Dodge,2,
2591,18,DEM,MUN,104,Constable BALDWIN BOROUGH,1,James D. Hagan,1,
263,1,DEM,MUN,106,Constable BELL ACRES,1,Robert A. Marek,1,
285,2,DEM,MUN,108,Constable BEN AVON,1,Richard L. White,1,
209,1,DEM,MUN,111,Constable BLAWNOX,1,"Charles P. Stipetich, Jr.",1,
258,2,DEM,MUN,114,Constable BRADDOCK HILLS,1,Mark T. Vogel,1,
1145,10,DEM,MUN,116,Constable BRENTWOOD,1,Donald J. Makowski,1,
621,4,DEM,MUN,117,Constable BRIDGEVILLE,1,Walter L. Johns,1,
117,1,DEM,MUN,120,Constable CHALFANT,1,William C. Fisher,1,
303,2,DEM,MUN,121,Constable CHESWICK,1,Richard K. Franks,1,
644,6,DEM,MUN,126,Constable CRAFTON,1,James Bragano,1,
329,6,REP,MUN,126,Constable CRAFTON,2,Kevin Argauer,1,
1341,10,DEM,MUN,128,Constable DORMONT,1,Shawn Reick,1,
268,3,DEM,MUN,129,Constable DRAVOSBURG,1,Paul I. Eagle,1,
288,3,DEM,MUN,132,Constable EAST MCKEESPORT,1,Justin Firestine,1,
664,3,DEM,MUN,134,Constable EDGEWOOD,1,Gregory A. Evashavik,1,
129,1,DEM,MUN,136,Constable ELIZABETH BOROUGH,1,Craig Sphar,1,
235,2,REP,MUN,138,Constable EMSWORTH,1,Samuel Kochefski,1,
314,4,DEM,MUN,143,Constable FORWARD,1,Christopher R. Trail,1,
836,5,REP,MUN,144,Constable FOX CHAPEL,1,Nelson L. Person,1,
500,6,DEM,MUN,147,Constable GLASSPORT,1,Joseph J. Steffan,1,
478,4,DEM,MUN,149,Constable GREEN TREE,1,Brandon Skosnik,1,
369,4,REP,MUN,149,Constable GREEN TREE,2,Robert C. McWilliams,1,
1316,13,DEM,MUN,150,Constable HAMPTON,1,"John W. Glock, Jr.",1,
1686,13,REP,MUN,150,Constable HAMPTON,2,Daniel J. Glock,1,
203,1,DEM,MUN,154,Constable HEIDELBERG,1,James B. McIntyre,1,
896,5,DEM,MUN,156,Constable INDIANA,1,David Allison,1,
434,3,DEM,MUN,157,Constable INGRAM,1,James J. Lauria,1,
1765,8,DEM,MUN,158,Constable JEFFERSON HILLS,1,Dale Withers,1,
167,1,DEM,MUN,160,Constable KILBUCK,1,Herbert W. Dittrich,1,
136,1,DEM,MUN,162,Constable LEETSDALE,1,Donald L. Turner,1,
136,1,REP,MUN,162,Constable LEETSDALE,2,Ernest E.K. Logan,1,
406,2,DEM,MUN,163,Constable LIBERTY,1,"Brandon P. Nolder, Sr.",1,
153,1,DEM,MUN,164,Constable LINCOLN,1,Jerry Cavanaugh,1,
838,6,DEM,MUN,165,Constable MARSHALL,1,Earl V. Bragunier,1,
343,5,DEM,MUN,170,Constable MILLVALE,1,"David W. Reihart, Jr.",1,
3018,13,DEM,MUN,172,Constable MOON,1,Rodney F. Gowers,1,
305,4,DEM,MUN,174,Constable MT OLIVER,1,A.P. Malloy,1,
1399,12,DEM,MUN,175,Constable MUNHALL,1,Andrew J. Votedian,1,
547,12,REP,MUN,175,Constable MUNHALL,2,"David J. Younkins, Sr.",1,
1053,5,AFC,MUN,178,Constable NORTH FAYETTE,1,Mark Albaugh,1,
216,2,DEM,MUN,180,Constable OAKDALE,1,Ralph Seigler,1,
82,2,REP,MUN,180,Constable OAKDALE,2,Lyle Grover,1,
1083,6,DEM,MUN,181,Constable OAKMONT,1,Daniel J. Sweeney,1,
1103,8,DEM,MUN,186,Constable PINE,1,John G. Ungerman,1,
456,3,DEM,MUN,187,Constable PITCAIRN,1,Jack H. Backus,1,
1242,10,REP,MUN,189,Constable PLEASANT HILLS,1,Connor McGrail,1,
4081,21,DEM,MUN,190,Constable PLUM,1,Fred Bruce,1,
420,4,DEM,MUN,191,Constable PORT VUE,1,David J. Durosko,1,
764,8,DEM,MUN,194,Constable RICHLAND,1,Vincent Bacho,1,
1067,8,REP,MUN,194,Constable RICHLAND,2,Vince J. Bacho,1,
89,1,REP,MUN,197,Constable ROSSLYN FARMS,1,Charles J. Arcoletti,1,
121,1,REP,MUN,201,Constable SEWICKLEY HILLS,1,Allen Dufala,1,
2108,12,DEM,MUN,205,Constable SOUTH PARK,1,Leo A. Gigliotti,1,
1192,11,DEM,MUN,210,Constable SWISSVALE,1,Francis Keyes,1,
10,1,REP,MUN,213,Constable TRAFFORD,1,Zackery L. Cole,1,
63,1,DEM,MUN,218,Constable WALL,1,Dennis M. Dopirak,1,
1837,8,DEM,MUN,219,Constable WEST DEER,1,Albert M. Dancisin,1,
313,3,DEM,MUN,221,Constable WEST HOMESTEAD,1,"John J. Karafa, Jr.",1,
2395,21,DEM,MUN,222,Constable WEST MIFFLIN,1,Jeremy A. Stillwagon,1,
842,21,REP,MUN,222,Constable WEST MIFFLIN,2,John Edward Koczka,1,
929,7,DEM,MUN,223,Constable WEST VIEW,1,"Patrick S. Jennings, Jr.",1,
142,2,DEM,MUN,224,Constable WHITAKER,1,Richard Pasquantonio,1,
219,2,DEM,MUN,229,Constable WILMERDING,1,Robert Demuth,1,
109,1,DEM,MUN,212A,Constable PENNSBURY VILLAGE,1,Wayne A. Yeager,1,
341,2,DEM,WRD,201,Constable BELLEVUE WARD 1,1,"Patrick S. Jennings, Sr.",1,
556,3,DEM,WRD,302,Constable BETHEL PARK WARD 2,1,Thomas C. McDaniel,1,
565,3,DEM,WRD,305,Constable BETHEL PARK WARD 5,1,John L. Sullivan,1,
669,3,DEM,WRD,307,Constable BETHEL PARK WARD 7,1,Matthew Ryan Verghies,1,
143,1,DEM,WRD,402,Constable BRACKENRIDGE WARD 2,1,David A. Zembrowski,1,
91,1,DEM,WRD,502,Constable BRADDOCK WARD 2,1,Pedro Valles,1,
379,4,DEM,WRD,601,Constable CARNEGIE WARD 1,1,William Gardner,1,
442,4,DEM,WRD,602,Constable CARNEGIE WARD 2,1,Mark Bassano,1,
189,3,DEM,WRD,701,Constable CLAIRTON WARD 1,1,Dennis Finnegan,1,
154,3,DEM,WRD,702,Constable CLAIRTON WARD 2,1,Leslie Johnson,1,
232,3,DEM,WRD,704,Constable CLAIRTON WARD 4,1,Keith A. Massaro,1,
145,1,DEM,WRD,802,Constable CORAOPOLIS WARD 2,1,"John F. Vith, Jr.",1,
240,2,DEM,WRD,803,Constable CORAOPOLIS WARD 3,1,Harry J. Buntin,1,
158,2,DEM,WRD,804,Constable CORAOPOLIS WARD 4,1,"Zane Barnes, II",1,
138,3,DEM,WRD,1102,Constable DUQUESNE WARD 2,1,Frank M. Cobb,1,
148,3,DEM,WRD,1103,Constable DUQUESNE WARD 3,1,Leonard Evagues,1,
