Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote For,Ref
66,1,DEM,WRD,1302,Constable EAST PITTSBURGH WARD 2,1,Martin D. Sharp,1,
114,2,DEM,WRD,1803,Constable HOMESTEAD WARD 3,1,Drew Borcik,1,
87,2,DEM,WRD,2003,Constable MCKEESPORT WARD 3,1,Harvey L. Grant,1,
353,7,DEM,WRD,2007,Constable MCKEESPORT WARD 7,1,Harry C. Walsh,1,
396,6,DEM,WRD,2008,Constable MCKEESPORT WARD 8,1,Robert J. Burnett,1,
263,3,DEM,WRD,2009,Constable MCKEESPORT WARD 9,1,"Jay H. Sparks, Jr.",1,
243,3,DEM,WRD,2011,Constable MCKEESPORT WARD 11,1,Joseph Frank Clemente,1,
273,3,DEM,WRD,2012,Constable MCKEESPORT WARD 12,1,David A. Demchak,1,
121,2,DEM,WRD,2101,Constable MCKEES ROCKS WARD 1,1,Richard Salters,1,
118,2,DEM,WRD,2102,Constable MCKEES ROCKS WARD 2,1,Raymond Paul Sprys,1,
493,4,DEM,WRD,2201,Constable MONROEVILLE WARD 1,1,Robert Bacco,1,
725,3,DEM,WRD,2202,Constable MONROEVILLE WARD 2,1,Lee H. Silnutzer,1,
529,3,DEM,WRD,2204,Constable MONROEVILLE WARD 4,1,Thomas Marcin,1,
382,4,DEM,WRD,2205,Constable MONROEVILLE WARD 5,1,Glenn Smeltz,1,
573,4,DEM,WRD,2206,Constable MONROEVILLE WARD 6,1,"Keith L. Lipsie, Jr.",1,
225,3,DEM,WRD,2501,Constable NORTH BRADDOCK WARD 1,1,Michael Acrie,1,
161,2,DEM,WRD,2502,Constable NORTH BRADDOCK WARD 2,1,"Carl Ayres, Jr.",1,
143,2,DEM,WRD,2901,Constable PITTSBURGH WARD 1,1,Tonya D. Payne,1,
406,5,DEM,WRD,2903,Constable PITTSBURGH WARD 3,1,Brian A. VanDusen,1,
1326,19,DEM,WRD,2904,Constable PITTSBURGH WARD 4,1,Kevin Dugan,1,
1039,18,DEM,WRD,2905,Constable PITTSBURGH WARD 5,1,"Garl Germany, III",1,
590,5,DEM,WRD,2906,Constable PITTSBURGH WARD 6,1,"Frank M. Machi, Jr.",1,
1342,14,DEM,WRD,2907,Constable PITTSBURGH WARD 7,1,"Ronald J. Ciancione, Jr.",1,
1017,9,DEM,WRD,2909,Constable PITTSBURGH WARD 9,1,Ronald E. Deutsch,1,
2129,19,DEM,WRD,2910,Constable PITTSBURGH WARD 10,1,"Phillip A. Ionadi, Sr.",1,
2258,18,DEM,WRD,2911,Constable PITTSBURGH WARD 11,1,Domenic J. Costa,1,
1008,16,DEM,WRD,2912,Constable PITTSBURGH WARD 12,1,William E. Hambrick,1,
1227,19,DEM,WRD,2913,Constable PITTSBURGH WARD 13,1,Charles Frazier,1,
6272,41,DEM,WRD,2914,Constable PITTSBURGH WARD 14,1,William N. Leiber,1,
1106,41,REP,WRD,2914,Constable PITTSBURGH WARD 14,2,Melina Brajovic,1,
784,11,DEM,WRD,2916,Constable PITTSBURGH WARD 16,1,Richard J. Blahut,1,
587,8,DEM,WRD,2917,Constable PITTSBURGH WARD 17,1,Nina Ricciardi,1,
775,11,DEM,WRD,2918,Constable PITTSBURGH WARD 18,1,"Ricco W.J. Weir, Sr.",1,
3380,38,DEM,WRD,2919,Constable PITTSBURGH WARD 19,1,Bob Utzig,1,
1571,18,DEM,WRD,2920,Constable PITTSBURGH WARD 20,1,Paul A. Bauer,1,
431,4,DEM,WRD,2921,Constable PITTSBURGH WARD 21,1,Ronald E. Moye,1,
447,4,DEM,WRD,2922,Constable PITTSBURGH WARD 22,1,"Robert L. Lewis, Sr.",1,
184,3,DEM,WRD,2923,Constable PITTSBURGH WARD 23,1,Kenneth Minton,1,
548,6,DEM,WRD,2924,Constable PITTSBURGH WARD 24,1,"John R. Schanbacher, Jr.",1,
447,7,DEM,WRD,2925,Constable PITTSBURGH WARD 25,1,Lindsey Chenault,1,
1312,17,DEM,WRD,2926,Constable PITTSBURGH WARD 26,1,Valerie R. Townsend,1,
1504,13,DEM,WRD,2927,Constable PITTSBURGH WARD 27,1,"Ronald J, Hunt, Sr.",1,
1134,11,DEM,WRD,2928,Constable PITTSBURGH WARD 28,1,Ronald J. Freyermuth,1,
1097,12,DEM,WRD,2929,Constable PITTSBURGH WARD 29,1,"Mark J. Comer, Sr.",1,
307,5,DEM,WRD,2930,Constable PITTSBURGH WARD 30,1,"Dennis Colvin, III",1,
567,7,DEM,WRD,2931,Constable PITTSBURGH WARD 31,1,James M. Emswiller,1,
738,8,DEM,WRD,2932,Constable PITTSBURGH WARD 32,1,Tony Sanner,1,
80,1,DEM,WRD,3001,Constable RANKIN WARD 1,1,Demont L. Coleman,1,
89,1,DEM,WRD,3002,Constable RANKIN WARD 2,1,Lawrence A. Connor,1,
71,1,DEM,WRD,3003,Constable RANKIN WARD 3,1,Nekodi Mudd,1,
90,1,DEM,WRD,3702,Constable TARENTUM WARD 2,1,Jeffrey C. Killian,1,
161,2,DEM,WRD,3803,Constable TURTLE CREEK WARD 3,1,Christopher Conley,1,
784,6,DEM,WRD,4101,Constable WILKINSBURG WARD 1,1,"Lonzo Boyce, Sr.",1,
604,5,DEM,WRD,4102,Constable WILKINSBURG WARD 2,1,Rasul A. Aquil,1,
768,6,DEM,WRD,4103,Constable WILKINSBURG WARD 3,1,Willie Sanders,1,
1855,19,DEM,WRD,2915,Constable PITTSBURGH WARD 15,1,Christian Gabriel Constantini,1,
3357,28,,,,Bethel Park Home Rule Charter Question,1,Yes,1,Y
3265,28,,,,Bethel Park Home Rule Charter Question,2,No,1,Y
6077,38,,MUN,173,Mt. Lebanon Referendum MT LEBANON,1,Yes,1,Y
1144,38,,MUN,173,Mt. Lebanon Referendum MT LEBANON,2,No,1,Y
123450,1319,,,,Retention of Judge Borkowski,1,Yes,1,Y
36596,1319,,,,Retention of Judge Borkowski,2,No,1,Y
131179,1319,,,,Retention of Judge Flaherty,1,Yes,1,Y
34466,1319,,,,Retention of Judge Flaherty,2,No,1,Y
117421,1319,,,,Retention of Judge Hens-Greco,1,Yes,1,Y
39538,1319,,,,Retention of Judge Hens-Greco,2,No,1,Y
119009,1319,,,,Retention of Judge Hertzberg,1,Yes,1,Y
38166,1319,,,,Retention of Judge Hertzberg,2,No,1,Y
121836,1319,,,,Retention of Judge Lazzara,1,Yes,1,Y
36071,1319,,,,Retention of Judge Lazzara,2,No,1,Y
119658,1319,,,,Retention of Judge Mariani,1,Yes,1,Y
37035,1319,,,,Retention of Judge Mariani,2,No,1,Y
122555,1319,,,,Retention of Judge McDaniel,1,Yes,1,Y
36745,1319,,,,Retention of Judge McDaniel,2,No,1,Y
132228,1319,,,,Retention of Judge Woodruff,1,Yes,1,Y
33338,1319,,,,Retention of Judge Woodruff,2,No,1,Y
