FID,AREA,PERIMETER,INDEX_,INDEX_ID,TILE,TILENUM
1038,16454908.144789,16375.48411,1134,544,0384,384
1039,16445562.382131,16370.190369,1013,1096,0142,142
1040,16445563.85741,16370.190867,1014,1043,0141,141
1041,16469014.413402,16383.464426,1259,603,1003,1003
1042,16454921.776369,16375.492537,1135,494,0383,383
1043,16469006.78056,16383.462178,1260,550,1002,1002
1044,16445564.403205,16370.190769,1015,987,0140,140
1045,16454899.31442,16375.480479,1136,444,0382,382
1046,16445565.135352,16370.190641,1016,929,0139,139
1047,16469006.131402,16383.462512,1261,500,1001,1001
1048,16445579.21842,16370.198007,1017,871,0138,138
1049,16454907.44301,16375.485931,1137,395,0381,381
1050,16468986.447557,16383.452363,1262,450,1000,1000
1051,16454898.198228,16375.48118,1138,346,0462,462
1052,16445570.878659,16370.194784,1018,814,0137,137
1053,16468991.549654,16383.455816,1263,401,0999,999
1054,16468987.449162,16383.453951,1264,352,0998,998
1055,16445547.017093,16370.1824,1019,757,0136,136
1056,16454898.132787,16375.481848,1139,298,0551,551
1057,16445573.745196,16370.197314,1020,702,0135,135
1058,16468973.154996,16383.447553,1265,304,0997,997
1059,16454888.295839,16375.476961,1140,250,0648,648
1060,16445549.368046,16370.184823,1021,647,0134,134
1061,16468970.69886,16383.446807,1266,256,0996,996
1062,16445546.296833,16370.18423,1022,593,0133,133
1063,16454891.387132,16375.478933,1141,207,0753,753
1064,16468969.795074,16383.446554,1267,213,0995,995
1065,16457237.80945,16376.808362,1142,1461,0485,485
1066,16445540.684496,16370.180904,1023,540,0182,182
1067,16457239.078786,16376.808128,1143,1423,0484,484
1068,16471415.9492,16384.820344,1268,940,1140,1140
1069,16445541.078287,16370.182211,1024,490,0239,239
1070,16471400.329711,16384.810956,1269,882,1139,1139
1071,16457258.967545,16376.817394,1144,1385,0483,483
1072,16445520.389301,16370.171175,1025,440,0304,304
1073,16445539.899007,16370.182718,1026,391,0377,377
1074,16471395.945631,16384.809687,1270,825,1138,1138
1075,16457262.177701,16376.818384,1145,1342,0482,482
1076,16445517.744446,16370.171921,1027,342,0458,458
1077,16457248.925086,16376.810935,1146,1297,0481,481
1078,16471372.780078,16384.797108,1271,768,1137,1137
1079,16445504.110818,16370.164635,1028,294,0547,547
1080,16471382.958011,16384.802957,1272,713,1136,1136
1081,16457272.185044,16376.823089,1147,1251,0480,480
1082,16445517.664674,16370.172904,1029,246,0644,644
1083,16457279.010377,16376.825884,1148,1205,0479,479
1084,16471373.976675,16384.799739,1273,658,1135,1135
1085,16445496.982717,16370.161763,1030,203,0749,749
1086,16457265.400813,16376.818029,1149,1153,0478,478
1087,16471358.530004,16384.791885,1274,604,1134,1134
1088,16457297.841272,16376.833883,1150,1101,0477,477
1089,16445500.817553,16370.164134,1031,167,0862,862
1090,16457299.397279,16376.833457,1151,1048,0476,476
1091,16447810.939274,16371.475265,1032,1541,0792,792
1092,16471366.951776,16384.796513,1275,551,1133,1133
1093,16447822.238786,16371.481219,1033,1518,0683,683
1094,16471356.885447,16384.791874,1276,501,1132,1132
1095,16457311.051682,16376.840535,1152,992,0475,475
1096,16447836.660052,16371.487649,1034,1490,0582,582
1097,16471348.332577,16384.787674,1277,451,1131,1131
1098,16457304.873862,16376.8362,1153,934,0474,474
1099,16471335.533242,16384.78225,1278,402,1130,1130
1100,16457298.282245,16376.831881,1154,876,0473,473
1101,16447849.082063,16371.492886,1035,1457,0489,489
1102,16447837.625572,16371.486713,1036,1419,0404,404
1103,16471328.278616,16384.779267,1279,353,1129,1129
1104,16447846.80331,16371.491119,1037,1381,0327,327
1105,16471330.49788,16384.780913,1280,305,1128,1128
1106,16457295.603616,16376.830659,1155,819,0472,472
1107,16457302.772361,16376.834895,1156,762,0471,471
1108,16447867.993453,16371.501298,1038,1338,0258,258
1109,16471314.674882,16384.773239,1281,257,1127,1127
1110,16447861.914711,16371.496715,1039,1293,0197,197
1111,16457284.565135,16376.825971,1157,707,0470,470
1112,16457279.831776,16376.824552,1158,652,0469,469
1113,16473751.731287,16386.142172,1282,826,1277,1277
1114,16447887.542925,16371.509897,1040,1247,0196,196
1115,16457276.498518,16376.823816,1159,598,0468,468
1116,16447879.769023,16371.505671,1041,1201,0195,195
1117,16473723.737065,16386.127492,1283,769,1276,1276
1118,16457268.98522,16376.819469,1160,545,0467,467
1119,16447882.284634,16371.506947,1042,1149,0194,194
1120,16447887.302581,16371.508598,1043,1097,0193,193
1121,16457266.595654,16376.818826,1161,495,0466,466
1122,16473720.193837,16386.126517,1284,714,1275,1275
1123,16473726.178468,16386.129928,1285,659,1274,1274
1124,16447906.958306,16371.51838,1044,1044,0192,192
1125,16457245.550077,16376.808818,1162,445,0465,465
1126,16457262.806463,16376.81822,1163,396,0464,464
1127,16447911.594628,16371.519307,1045,988,0191,191
1128,16473713.85223,16386.124171,1286,605,1273,1273
1129,16457240.975318,16376.806355,1164,347,0463,463
1130,16447914.336159,16371.520051,1046,930,0190,190
1131,16473700.80686,16386.117876,1287,552,1272,1272
1132,16457246.432058,16376.811069,1165,299,0552,552
1133,16447924.772652,16371.52629,1047,872,0189,189
1134,16473707.605427,16386.122403,1288,502,1271,1271
1135,16457237.000708,16376.806368,1166,251,0649,649
1136,16447907.389288,16371.517019,1048,815,0188,188
1137,16457227.644624,16376.80132,1167,208,0754,754
1138,16447909.360435,16371.518632,1049,758,0187,187
1139,16473690.030754,16386.113132,1289,452,1270,1270
1140,16447910.536705,16371.520626,1050,703,0186,186
1141,16459589.537439,16378.138102,1168,1386,0574,574
1142,16447895.747288,16371.513208,1051,648,0185,185
1143,16459605.737195,16378.146116,1169,1343,0573,573
1144,16473703.211208,16386.120538,1290,403,1269,1269
1145,16473688.242735,16386.11258,1291,354,1268,1268
1146,16459610.026095,16378.146447,1170,1298,0572,572
1147,16447883.963279,16371.507446,1052,594,0184,184
1148,16473685.188034,16386.112181,1292,306,1267,1267
1149,16447885.456379,16371.509096,1053,541,0183,183
1150,16459621.495209,16378.15163,1171,1252,0571,571
1151,16459637.649358,16378.160317,1172,1206,0570,570
1152,16447891.985544,16371.512547,1054,491,0240,240
1153,16473674.204463,16386.106599,1293,258,1266,1266
1154,16459624.312714,16378.151646,1173,1154,0569,569
1155,16447863.872491,16371.49761,1055,441,0305,305
1156,16476048.784407,16387.448029,1294,715,1422,1422
1157,16447881.335003,16371.508033,1056,392,0378,378
1158,16459640.539602,16378.160528,1174,1102,0568,568
1159,16447869.476373,16371.502117,1057,343,0459,459
1160,16459647.011773,16378.162918,1175,1049,0567,567
1161,16476042.432216,16387.444464,1295,660,1421,1421
1162,16459668.904684,16378.172968,1176,993,0566,566
1163,16447846.376881,16371.49102,1058,295,0548,548
1164,16476039.4333,16387.443633,1296,606,1420,1420
1165,16459665.61139,16378.170582,1177,935,0565,565
1166,16476020.71108,16387.434217,1297,553,1419,1419
1167,16447856.737664,16371.497198,1059,247,0645,645
1168,16459657.05183,16378.166111,1178,877,0564,564
1169,16476029.778698,16387.440406,1298,503,1418,1418
1170,16447845.286683,16371.490987,1060,204,0750,750
1171,16476010.748392,16387.430306,1299,453,1417,1417
1172,16459640.543591,16378.157968,1179,820,0563,563
1173,16450161.695859,16372.806456,1061,1519,0682,682
1174,16459640.454928,16378.159332,1180,763,0562,562
1175,16476016.014146,16387.433809,1300,404,1416,1416
1176,16459633.277662,16378.15538,1181,708,0561,561
1177,16450174.664074,16372.812304,1062,1491,0581,581
1178,16475997.136927,16387.424876,1301,355,1415,1415
1179,16459618.486926,16378.147964,1182,653,0560,560
1180,16450188.604803,16372.818624,1063,1458,0488,488
1181,16475993.883228,16387.423454,1302,307,1414,1414
1182,16459627.146635,16378.154054,1183,599,0559,559
1183,16475992.051286,16387.422757,1303,259,1413,1413
1184,16450180.677706,16372.813476,1064,1420,0403,403
1185,16459613.21956,16378.146975,1184,546,0558,558
1186,16459605.246818,16378.142237,1185,496,0557,557
1187,16478248.682113,16388.71246,1304,771,1578,1578
1188,16459615.729057,16378.148176,1186,446,0556,556
1189,16450192.004853,16372.818854,1065,1382,0326,326
1190,16478251.85046,16388.715326,1305,716,1577,1577
1191,16459606.474586,16378.144748,1187,397,0555,555
1192,16450212.977916,16372.829624,1066,1339,0257,257
1193,16459587.313385,16378.134741,1188,348,0554,554
1194,16450206.836684,16372.825256,1067,1294,0256,256
1195,16459589.530643,16378.136385,1189,300,0553,553
1196,16478225.476084,16388.702685,1306,661,1576,1576
1197,16478232.286869,16388.707502,1307,607,1575,1575
1198,16450215.934968,16372.829415,1068,1248,0255,255
1199,16459587.98107,16378.136753,1190,252,0650,650
1200,16478212.183702,16388.697009,1308,554,1574,1574
1201,16459570.647962,16378.128499,1191,209,0755,755
1202,16450226.585104,16372.834052,1069,1202,0254,254
1203,16478214.926588,16388.699293,1309,504,1573,1573
1204,16461957.683199,16379.476176,1192,1299,0671,671
1205,16450249.02635,16372.845588,1070,1150,0253,253
1206,16478202.091934,16388.693045,1310,454,1572,1572
1207,16461957.836737,16379.475307,1193,1253,0670,670
1208,16478184.854666,16388.685193,1311,405,1571,1571
1209,16450236.58305,16372.837346,1071,1098,0252,252
1210,16461987.389283,16379.489989,1194,1207,0669,669
1211,16478185.654656,16388.686162,1312,356,1570,1570
1212,16461976.147452,16379.483159,1195,1155,0668,668
1213,16450249.13314,16372.84405,1072,1045,0251,251
1214,16478174.643265,16388.680696,1313,308,1569,1569
1215,16461994.435396,16379.491988,1196,1103,0667,667
1216,16450257.532944,16372.848052,1073,989,0250,250
1217,16462006.521463,16379.497507,1197,1050,0666,666
1218,16478170.212347,16388.679814,1314,260,1568,1568
1219,16450267.00924,16372.851664,1074,931,0249,249
1220,16462008.985016,16379.498482,1198,994,0665,665
1221,16480619.479823,16390.05261,1315,829,1742,1742
1222,16480613.950294,16390.050692,1316,772,1741,1741
1223,16462010.69576,16379.497992,1199,936,0664,664
1224,16480607.43841,16390.048437,1317,717,1740,1740
1225,16450266.013818,16372.851751,1075,873,0248,248
1226,16462007.472563,16379.496495,1200,878,0663,663
1227,16450254.569103,16372.845556,1076,816,0247,247
1228,16480595.022381,16390.041795,1318,662,1739,1739
1229,16461979.568405,16379.482254,1201,821,0662,662
1230,16480607.203828,16390.049883,1319,608,1738,1738
1231,16461990.778645,16379.488741,1202,764,0661,661
1232,16450260.378085,16372.849016,1077,759,0246,246
1233,16461975.017633,16379.480841,1203,709,0660,660
1234,16480580.131392,16390.035441,1320,555,1737,1737
1235,16450253.296574,16372.846037,1078,704,0245,245
1236,16480577.393676,16390.034653,1321,505,1736,1736
1237,16461964.710062,16379.4763,1204,654,0659,659
1238,16480568.101722,16390.031331,1322,455,1735,1735
1239,16461975.981368,16379.482586,1205,600,0658,658
1240,16450254.395907,16372.846665,1079,649,0244,244
1241,16480559.876537,16390.027622,1323,406,1734,1734
1242,16461975.860888,16379.482384,1206,547,0657,657
1243,16450248.780435,16372.844707,1080,595,0243,243
1244,16461951.134545,16379.47043,1207,497,0656,656
1245,16480553.374845,16390.024498,1324,357,1733,1733
1246,16461944.789766,16379.46842,1208,447,0655,655
1247,16480536.894764,16390.016892,1325,309,1732,1732
1248,16450234.090434,16372.837529,1081,542,0242,242
1249,16461950.04185,16379.470992,1209,398,0654,654
1250,16450227.733078,16372.834934,1082,492,0241,241
1251,16480530.829808,16390.015081,1326,261,1731,1731
1252,16461945.153943,16379.469031,1210,349,0653,653
1253,16482990.624312,16391.393864,1327,830,1913,1913
1254,16461927.817893,16379.459655,1211,301,0652,652
1255,16450208.293723,16372.825852,1083,442,0306,306
1256,16482972.187582,16391.384925,1328,773,1912,1912
1257,16482970.484865,16391.385018,1329,718,1911,1911
1258,16461940.223155,16379.466952,1212,253,0651,651
1259,16450213.645216,16372.829444,1084,393,0379,379
1260,16461935.656474,16379.465858,1213,210,0756,756
1261,16450215.010731,16372.829432,1085,344,0460,460
1262,16482956.549692,16391.378179,1330,663,1910,1910
1263,16464331.859985,16380.817398,1214,1208,0776,776
1264,16482952.6266,16391.377195,1331,609,1909,1909
1265,16450208.543405,16372.826194,1086,296,0549,549
1266,16464330.790485,16380.815645,1215,1156,0775,775
1267,16482939.485689,16391.370897,1332,556,1908,1908
1268,16464341.980506,16380.820737,1216,1104,0774,774
1269,16450204.526091,16372.82549,1087,248,0646,646
1270,16482923.505378,16391.363918,1333,506,1907,1907
1271,16464353.398792,16380.826864,1217,1051,0773,773
1272,16482926.894725,16391.366548,1334,456,1906,1906
1273,16450189.09755,16372.818257,1088,205,0751,751
1274,16464342.334753,16380.820151,1218,995,0772,772
1275,16482915.810106,16391.360887,1335,407,1905,1905
1276,16464353.731237,16380.824786,1219,937,0771,771
1277,16482909.177659,16391.357952,1336,358,1904,1904
1278,16452524.115072,16374.140903,1089,1492,0580,580
1279,16464360.165299,16380.827853,1220,879,0770,770
1280,16482906.982846,16391.357181,1337,310,1903,1903
1281,16464335.82423,16380.814687,1221,822,0769,769
1282,16452533.222408,16374.146084,1090,1459,0487,487
1283,16464334.533504,16380.815077,1222,765,0768,768
1284,16482894.271268,16391.351325,1338,262,1902,1902
1285,16464327.01715,16380.811903,1223,710,0767,767
1286,16482886.558676,16391.348848,1339,215,1901,1901
1287,16452539.770373,16374.147907,1091,1421,0402,402
1288,16464322.642195,16380.809462,1224,655,0766,766
1289,16485340.795918,16392.724381,1340,774,2091,2091
1290,16464317.908688,16380.807655,1225,601,0765,765
1291,16452552.263781,16374.153284,1092,1383,0325,325
1292,16485327.771832,16392.718129,1341,719,2090,2090
1293,16464303.110246,16380.801601,1226,548,0764,764
1294,16452572.764877,16374.164326,1093,1340,0324,324
1295,16485317.500909,16392.714561,1342,664,2089,2089
1296,16464307.021634,16380.803887,1227,498,0763,763
1297,16485301.697654,16392.706556,1343,610,2088,2088
1298,16464300.231043,16380.799781,1228,448,0762,762
1299,16452548.891753,16374.150879,1094,1295,0323,323
1300,16485304.636319,16392.709085,1344,557,2087,2087
1301,16464293.256765,16380.797331,1229,399,0761,761
1302,16485303.187151,16392.708106,1345,507,2086,2086
1303,16464289.153185,16380.795463,1230,350,0760,760
1304,16452569.280126,16374.162062,1095,1249,0322,322
1305,16485298.718259,16392.706882,1346,457,2085,2085
1306,16464278.54704,16380.79018,1231,302,0759,759
1307,16485276.417402,16392.696152,1347,408,2084,2084
1308,16464284.398609,16380.794176,1232,254,0758,758
1309,16452574.213031,16374.162593,1096,1203,0321,321
1310,16485259.740337,16392.688196,1348,359,2083,2083
1311,16464277.883421,16380.791036,1233,211,0757,757
1312,16485268.03344,16392.693611,1349,311,2082,2082
1313,16452592.986208,16374.172023,1097,1151,0320,320
1314,16466693.680227,16382.152197,1234,1105,0889,889
1315,16487707.145367,16394.062863,1350,775,2278,2278
1316,16466709.477207,16382.159505,1235,1052,0888,888
1317,16452586.14139,16374.167886,1098,1099,0319,319
1318,16487691.484344,16394.055437,1351,720,2277,2277
1319,16466698.58434,16382.151663,1236,996,0887,887
1320,16466719.59582,16382.163065,1237,938,0886,886
1321,16487686.840714,16394.052894,1352,665,2276,2276
1322,16452593.271086,16374.17033,1099,1046,0318,318
1323,16466708.297248,16382.156084,1238,880,0885,885
1324,16487683.113264,16394.051717,1353,611,2275,2275
1325,16466681.312752,16382.141997,1239,823,0884,884
1326,16452620.782672,16374.184484,1100,990,0317,317
1327,16487669.977032,16394.046395,1354,558,2274,2274
1328,16466688.504031,16382.146536,1240,766,0883,883
1329,16466687.631991,16382.146435,1241,711,0882,882
1330,16487652.618491,16394.038587,1355,508,2273,2273
1331,16452611.463233,16374.179023,1101,932,0316,316
1332,16466667.030113,16382.137021,1242,656,0881,881
1333,16487654.973915,16394.04029,1356,458,2272,2272
1334,16452607.431645,16374.17706,1102,874,0315,315
1335,16487649.11169,16394.036628,1357,409,2271,2271
1336,16452603.571081,16374.175116,1103,817,0314,314
1337,16466656.811177,16382.132139,1243,602,0880,880
1338,16490050.065272,16395.390252,1358,666,2471,2471
1339,16452601.897274,16374.175302,1104,760,0313,313
1340,16490031.71803,16395.381126,1359,0,,0
1341,16452587.230016,16374.168374,1105,705,0312,312
1342,16490038.338432,16395.385705,1360,559,2469,2469
1343,16452577.242193,16374.16398,1106,650,0311,311
1344,16490018.844948,16395.375802,1361,509,2468,2468
1345,16452596.042412,16374.174214,1107,596,0310,310
1346,16452574.701385,16374.162013,1108,543,0309,309
1347,16490025.539588,16395.380577,1362,459,2467,2467
1348,16452576.913203,16374.164295,1109,493,0308,308
1349,16452575.594044,16374.163258,1110,443,0307,307
1350,16452566.342329,16374.159829,1111,394,0380,380
1351,16452550.423079,16374.15289,1112,345,0461,461
1352,16452547.246962,16374.151509,1113,297,0550,550
1353,16452533.170423,16374.144808,1114,249,0647,647
1354,16452540.602142,16374.149572,1115,206,0752,752
1355,16454892.346386,16375.479819,1116,1460,0486,486
1356,16454896.746234,16375.481639,1117,1422,0401,401
1357,16454887.970914,16375.476911,1118,1384,0400,400
1358,16454912.737562,16375.489788,1119,1341,0399,399
1359,16454903.460131,16375.482393,1120,1296,0398,398
1360,16454937.341175,16375.500545,1121,1250,0397,397
1361,16454924.887221,16375.493398,1122,1204,0396,396
1,16398675.984208,16343.656898,302,626,0832,832
2,16398670.740019,16343.653241,303,572,0833,833
3,16398695.408733,16343.666113,304,519,0834,834
4,16398677.543418,16343.656695,305,469,0835,835
5,16398682.213315,16343.658973,306,419,0836,836
6,16398689.624886,16343.662761,307,370,0837,837
7,16398687.483645,16343.662012,308,321,0838,838
8,16398691.437751,16343.663985,309,273,0839,839
9,16398695.124299,16343.665423,310,225,0840,840
10,16398686.342895,16343.66065,311,182,0841,841
11,16435960.758391,16364.764884,902,131,0979,979
12,16435964.937547,16364.768505,903,101,1108,1108
13,16400959.680534,16344.935368,312,1521,0812,812
14,16400942.721179,16344.927281,313,1498,0703,703
15,16438427.488087,16366.162711,904,1514,0687,687
16,16400925.146725,16344.917838,314,1470,0704,704
17,16435950.806736,16364.760755,905,72,1245,1245
18,16400942.546496,16344.928058,315,1437,0705,705
19,16400915.789476,16344.915091,316,1399,0706,706
20,16438444.136627,16366.170394,906,1486,0586,586
21,16400900.44449,16344.907568,317,1361,0707,707
22,16438447.072208,16366.171468,907,1453,0493,493
23,16400912.16529,16344.914354,318,1318,0708,708
24,16438455.661291,16366.175623,908,1415,0408,408
25,16400893.743338,16344.905245,319,1273,0709,709
26,16438464.130096,16366.178786,909,1377,0331,331
27,16400892.256163,16344.905312,320,1227,0710,710
28,16438472.684965,16366.182806,910,1334,0262,262
29,16400876.204667,16344.897103,321,1179,0711,711
30,16400889.523307,16344.905366,322,1128,0712,712
31,16438478.118196,16366.185574,911,1289,0201,201
32,16438484.368441,16366.187842,912,1243,0148,148
33,16400860.438902,16344.890538,323,1076,0713,713
34,16400854.006996,16344.888794,324,1023,0714,714
35,16438493.181822,16366.191455,913,1197,0103,103
36,16438502.352649,16366.195811,914,1145,0066,66
37,16400851.007526,16344.887947,325,968,0715,715
38,16400838.755831,16344.881482,326,910,0716,716
39,16438491.713457,16366.189834,915,1093,0037,37
40,16438513.22366,16366.201304,916,1040,0036,36
41,16401017.172552,16344.98226,327,852,0717,717
42,16401009.884391,16344.977403,328,795,0718,718
43,16438501.579356,16366.193417,917,984,0035,35
44,16401019.646628,16344.983074,329,738,0719,719
45,16401017.976757,16344.982203,330,683,0720,720
46,16438542.006603,16366.213898,918,926,0034,34
47,16438554.015753,16366.219776,919,868,0033,33
48,16401016.272555,16344.98026,331,628,0721,721
49,16401015.603027,16344.9807,332,574,0722,722
50,16438544.079428,16366.216603,920,811,0032,32
51,16438532.019477,16366.21119,921,754,0031,31
52,16401013.740798,16344.980696,333,521,0723,723
53,16438521.710043,16366.205136,922,699,0056,56
54,16401014.45721,16344.98025,334,471,0724,724
55,16401018.560711,16344.981361,335,421,0725,725
56,16438542.371842,16366.216834,923,644,0089,89
57,16438510.835604,16366.200196,924,590,0130,130
58,16401031.087556,16344.988028,336,372,0726,726
59,16438508.441818,16366.200868,925,537,0179,179
60,16401025.624267,16344.985375,337,323,0727,727
61,16401021.490716,16344.983396,338,275,0728,728
62,16438500.742965,16366.197246,926,487,0236,236
63,16438506.526936,16366.200206,927,437,0301,301
64,16401019.576459,16344.981949,339,227,0729,729
65,16401029.741881,16344.98699,340,183,0730,730
66,16438498.978049,16366.196823,928,388,0374,374
67,16438483.715483,16366.189928,929,339,0455,455
68,16403438.865888,16346.33845,341,1543,0928,928
69,16438479.065198,16366.187663,930,291,0544,544
70,16403303.50491,16346.262601,342,1522,0811,811
71,16438486.320188,16366.192072,931,243,0641,641
72,16403295.423117,16346.259767,343,1499,0702,702
73,16440847.996869,16367.536144,932,1577,1037,1037
74,16403276.169224,16346.250325,344,1471,0601,601
75,16438462.125994,16366.179907,933,200,0746,746
76,16403275.994332,16346.250602,345,1438,0602,602
77,16440846.960037,16367.534075,934,1559,0912,912
78,16403271.873171,16346.24855,346,1400,0603,603
79,16438464.101398,16366.18148,935,164,0859,859
80,16403258.136803,16346.242917,347,1362,0604,604
81,16440782.37192,16367.496039,936,1538,0795,795
82,16403252.437123,16346.240788,348,1319,0605,605
83,16438311.095286,16366.095178,937,132,0980,980
84,16403248.207441,16346.238489,349,1274,0606,606
85,16438308.45367,16366.094933,938,102,1109,1109
86,16403231.872584,16346.231427,350,1228,0607,607
87,16440774.606754,16367.491255,939,1515,0686,686
88,16403214.516705,16346.223379,351,1182,0608,608
89,16440785.01317,16367.496937,940,1487,0585,585
90,16403222.468518,16346.227698,352,1130,0609,609
91,16440791.922263,16367.49904,941,1454,0492,492
92,16403223.926933,16346.228604,353,1078,0610,610
93,16440800.275309,16367.502809,942,1416,0407,407
94,16403208.007964,16346.221123,354,1025,0611,611
95,16440804.540113,16367.505383,943,1378,0330,330
96,16403203.18868,16346.21951,355,969,0612,612
97,16440815.072853,16367.509296,944,1335,0261,261
98,16403196.304429,16346.216068,356,911,0613,613
99,16440831.685536,16367.516872,945,1290,0200,200
100,16403341.998039,16346.298952,357,853,0614,614
101,16440828.936899,16367.51525,946,1244,0147,147
102,16403338.166952,16346.297018,358,796,0615,615
103,16440828.566035,16367.514918,947,1198,0102,102
104,16403349.488604,16346.30356,359,739,0616,616
105,16440842.378502,16367.521273,948,1146,0065,65
106,16403337.042111,16346.29689,360,684,0617,617
107,16440848.330711,16367.523137,949,1094,0064,64
108,16403334.211711,16346.295626,361,629,0618,618
109,16440863.92632,16367.53066,950,1041,0063,63
110,16403338.409957,16346.296991,362,575,0619,619
111,16440863.397413,16367.5299,951,985,0062,62
112,16440876.223359,16367.536643,952,927,0061,61
113,16403358.60904,16346.306986,363,522,0620,620
114,16403356.720955,16346.30566,364,472,0621,621
115,16440890.576723,16367.544161,953,869,0060,60
116,16403357.610159,16346.306771,365,422,0622,622
117,16440888.159127,16367.543038,954,812,0059,59
118,16403341.878837,16346.298419,366,373,0623,623
119,16440878.461437,16367.53865,955,755,0058,58
120,16403355.124968,16346.305716,367,324,0624,624
121,16440863.532344,16367.531572,956,700,0057,57
122,16403345.613103,16346.299784,368,276,0625,625
123,16440877.340804,16367.539368,957,645,0090,90
124,16440854.786384,16367.527509,958,591,0131,131
125,16403356.16732,16346.305128,369,228,0626,626
126,16405764.435127,16347.658312,370,1562,1052,1052
127,16403356.995515,16346.306124,371,185,0731,731
128,16440854.000989,16367.52818,959,538,0180,180
129,16440856.592008,16367.529727,960,488,0237,237
130,16405768.097375,16347.660139,372,1544,0927,927
131,16440849.809474,16367.526544,961,438,0302,302
132,16403353.838408,16346.304773,373,149,0844,844
133,16440842.927771,16367.524137,962,389,0375,375
134,16403180.10896,16346.205816,374,117,0965,965
135,16440827.777164,16367.516361,963,340,0456,456
136,16405632.04223,16347.58395,375,1523,0810,810
137,16440822.237571,16367.513956,964,292,0545,545
138,16405633.46051,16347.585003,376,1500,0701,701
139,16405630.437891,16347.583726,377,1472,0600,600
140,16440832.926806,16367.520318,965,244,0642,642
141,16440814.52424,16367.510153,966,201,0747,747
142,16405614.422184,16347.576009,378,1439,0507,507
143,16443197.307345,16368.864731,967,1560,0911,911
144,16405611.754559,16347.574818,379,1401,0508,508
145,16440814.70746,16367.511683,968,165,0860,860
146,16405619.332888,16347.579293,380,1363,0509,509
147,16443132.719651,16368.826695,969,1539,0794,794
148,16405605.257565,16347.57241,381,1320,0510,510
149,16440654.060601,16367.422314,970,133,0981,981
150,16405591.816561,16347.56703,382,1275,0511,511
151,16440644.156459,16367.417983,971,103,1110,1110
152,16405584.927201,16347.564074,383,1229,0512,512
153,16405575.962212,16347.558943,384,1183,0513,513
154,16443134.036714,16368.825796,972,1516,0685,685
155,16405575.149326,16347.560184,385,1131,0514,514
156,16443131.353797,16368.824397,973,1488,0584,584
157,16405559.85538,16347.553144,386,1079,0515,515
158,16443133.37109,16368.825859,974,1455,0491,491
159,16375111.433257,16330.293047,2,1307,2369,2369
160,16405562.926516,16347.554583,387,1026,0516,516
161,16443141.047807,16368.828601,975,1417,0406,406
162,16405554.345279,16347.550609,388,970,0517,517
163,16443156.099098,16368.835116,976,1379,0329,329
164,16443171.857616,16368.843188,977,1336,0260,260
165,16405533.13399,16347.541223,389,912,0518,518
166,16443174.281006,16368.843683,978,1291,0199,199
167,16405659.891221,16347.613139,390,854,0519,519
168,16405669.63222,16347.618228,391,797,0520,520
169,16443174.434726,16368.842819,979,1245,0146,146
170,16405679.357694,16347.622924,392,740,0521,521
171,16443184.705306,16368.847563,980,1199,0101,101
172,16443187.310014,16368.84884,981,1147,0100,100
173,16405687.036006,16347.626101,393,685,0522,522
174,16443198.770597,16368.854753,982,1095,0099,99
175,16405692.608165,16347.628935,394,630,0523,523
176,16443198.81672,16368.853201,983,1042,0098,98
177,16375119.776328,16330.298737,3,1262,2370,2370
