FID,AREA,PERIMETER,INDEX_,INDEX_ID,TILE,TILENUM
178,16405667.153686,16347.61538,395,576,0524,524
179,16405681.168427,16347.62435,396,523,0525,525
180,16443215.375058,16368.861206,984,986,0097,97
181,16405670.261876,16347.617954,397,473,0526,526
182,16443222.952399,16368.864975,985,928,0096,96
183,16405677.771182,16347.622136,398,423,0527,527
184,16443225.195292,16368.866547,986,870,0095,95
185,16405674.02884,16347.619925,399,374,0528,528
186,16443229.74228,16368.869374,987,813,0094,94
187,16405687.601951,16347.626197,400,325,0529,529
188,16443212.05868,16368.859862,988,756,0093,93
189,16375113.456623,16330.296094,4,1216,2371,2371
190,16375100.303804,16330.290744,5,1164,2372,2372
191,16375074.400138,16330.277167,6,1112,2373,2373
192,16382407.902769,16334.436166,102,463,1836,1836
193,16382392.680205,16334.42728,103,413,1837,1837
194,16375100.643472,16330.291401,7,1059,2374,2374
195,16382407.197641,16334.435067,104,364,1838,1838
196,16382405.257926,16334.433484,105,315,1839,1839
197,16375077.48735,16330.278941,8,1004,2375,2375
198,16382405.805045,16334.434481,106,267,1840,1840
199,16375076.389943,16330.280086,9,949,2376,2376
200,16382401.716692,16334.432804,107,219,1841,1841
201,16382402.741049,16334.432962,108,176,1842,1842
202,16375062.268215,16330.273767,10,893,2377,2377
203,16382409.313761,16334.435837,109,141,1843,1843
204,16382236.645273,16334.338383,110,111,1844,1844
205,16375415.391666,16330.473491,11,837,2378,2378
206,16382243.323065,16334.342144,111,82,1845,1845
207,16375424.349775,16330.478783,12,780,2379,2379
208,16382248.05017,16334.34351,112,55,1846,1846
209,16382266.009506,16334.351632,113,33,1847,1847
210,16384491.463407,16335.609808,114,1311,1653,1653
211,16375416.553763,16330.474506,13,726,2380,2380
212,16417197.841965,16354.142665,602,64,1237,1237
213,16384480.166206,16335.604153,115,1266,1654,1654
214,16419681.47752,16355.547433,603,1478,0594,594
215,16375420.905664,16330.475785,14,671,2381,2381
216,16384477.353109,16335.60346,116,1220,1655,1655
217,16384475.060791,16335.603297,117,1168,1656,1656
218,16384465.957108,16335.598904,118,1116,1657,1657
219,16419692.904225,16355.551762,604,1445,0501,501
220,16375438.352033,16330.484716,15,617,2382,2382
221,16419710.28509,16355.559701,605,1407,0416,416
222,16384453.925304,16335.59278,119,1065,1658,1658
223,16419703.558388,16355.556118,606,1369,0339,339
224,16384453.481587,16335.594369,120,1013,1659,1659
225,16375442.489889,16330.487254,16,563,2383,2383
226,16419703.615,16355.555335,607,1326,0270,270
227,16384432.693047,16335.584392,121,958,1660,1660
228,16419727.482138,16355.566968,608,1281,0209,209
229,16375423.247449,16330.476231,17,510,2384,2384
230,16443222.158546,16368.865955,989,701,0092,92
231,16405681.572736,16347.622218,401,277,0530,530
232,16384427.999553,16335.582177,122,901,1661,1661
233,16384714.863848,16335.744473,123,844,1662,1662
234,16419728.499665,16355.56719,609,1235,0156,156
235,16443211.02974,16368.860633,990,646,0091,91
236,16443211.347843,16368.861697,991,592,0132,132
237,16375433.529429,16330.483,18,460,2385,2385
238,16419726.558515,16355.565996,610,1189,0111,111
239,16443189.320328,16368.850374,992,539,0181,181
240,16384715.69949,16335.745462,124,787,1663,1663
241,16443185.83227,16368.850018,993,489,0238,238
242,16443177.667958,16368.846004,994,439,0303,303
243,16384727.5108,16335.751332,125,731,1664,1664
244,16419735.860862,16355.570463,611,1139,0112,112
245,16443189.315957,16368.852523,995,390,0376,376
246,16443176.199015,16368.845629,996,341,0457,457
247,16443167.79089,16368.841271,997,293,0546,546
248,16375412.765529,16330.472163,19,410,2386,2386
249,16384733.462955,16335.753535,126,676,1665,1665
250,16443181.565388,16368.84968,998,245,0643,643
251,16419749.797599,16355.576225,612,1087,0113,113
252,16419759.388152,16355.580016,613,1034,0114,114
253,16384717.164103,16335.745298,127,621,1666,1666
254,16375423.637638,16330.477951,20,361,2387,2387
255,16443148.139749,16368.83231,999,202,0748,748
256,16384722.669394,16335.748615,128,567,1667,1667
257,16419762.48751,16355.582234,614,979,0115,115
258,16443148.746822,16368.834022,1000,166,0861,861
259,16445465.626631,16370.148438,1001,1540,0793,793
260,16375432.046233,16330.481295,21,312,2388,2388
261,16384718.049897,16335.745834,129,514,1668,1668
262,16419761.183408,16355.580984,615,922,0116,116
263,16412664.691481,16351.581365,502,688,0285,285
264,16384728.403786,16335.752362,130,464,1669,1669
265,16419811.932152,16355.609051,616,863,0117,117
266,16375436.55222,16330.48327,22,264,2389,2389
267,16384706.016067,16335.73967,131,414,1670,1670
268,16419809.424255,16355.607923,617,805,0118,118
269,16384725.764403,16335.750433,132,365,1671,1671
270,16375434.726078,16330.482848,23,216,2390,2390
271,16419806.312624,16355.607279,618,748,0119,119
272,16384732.831982,16335.752755,133,316,1672,1672
273,16384738.892268,16335.755611,134,268,1673,1673
274,16419791.656204,16355.600346,619,693,0120,120
275,16375441.53397,16330.485982,24,173,2391,2391
276,16384733.977086,16335.753375,135,220,1674,1674
277,16419791.383969,16355.600191,620,638,0121,121
278,16375435.184022,16330.48254,25,138,2392,2392
279,16384737.244728,16335.75451,136,177,1675,1675
280,16419799.125961,16355.60447,621,582,0122,122
281,16375271.026704,16330.388997,26,108,2393,2393
282,16384742.997159,16335.757951,137,142,1676,1676
283,16419782.837457,16355.596359,622,529,0171,171
284,16384558.971978,16335.654409,138,112,1677,1677
285,16384579.44638,16335.665328,139,83,1678,1678
286,16422071.023132,16356.90585,623,1619,1790,1790
287,16375288.53535,16330.397916,27,79,2394,2394
288,16419784.129311,16355.597804,624,479,0228,228
289,16384582.082974,16335.664873,140,56,1679,1679
290,16422081.529392,16356.910979,625,1614,1625,1625
291,16384592.912702,16335.669886,141,34,1680,1680
292,16375274.712213,16330.390309,28,52,2395,2395
293,16386843.975357,16336.943104,142,1312,1494,1494
294,16419770.82372,16355.590905,626,429,0293,293
295,16386807.471022,16336.924698,143,1267,1495,1495
296,16375308.877882,16330.407321,29,30,2396,2396
297,16422084.293451,16356.912577,627,1607,1468,1468
298,16386818.568876,16336.930975,144,1221,1496,1496
299,16419775.834517,16355.594302,628,380,0366,366
300,16386819.841864,16336.931625,145,1170,1497,1497
301,16377449.813226,16331.619536,30,1308,2178,2178
302,16419768.222731,16355.59052,629,331,0447,447
303,16386799.686663,16336.922209,146,1119,1498,1498
304,16377462.930315,16331.627063,31,1263,2179,2179
305,16422074.742402,16356.906878,630,1597,1319,1319
306,16386787.168956,16336.91706,147,1067,1499,1499
307,16377448.938685,16331.620369,32,1217,2180,2180
308,16419764.617105,16355.589181,631,283,0536,536
309,16386788.922554,16336.918649,148,1014,1500,1500
310,16377438.540677,16331.616206,33,1165,2181,2181
311,16422092.175788,16356.916611,632,1584,1178,1178
312,16377422.758719,16331.60776,34,1113,2182,2182
313,16386780.191144,16336.913904,149,959,1501,1501
314,16419755.348234,16355.584566,633,235,0633,633
315,16408105.212641,16348.984298,402,1578,1184,1184
316,16386780.629428,16336.914611,150,902,1502,1502
317,16422095.042488,16356.917106,634,1569,1045,1045
318,16377428.465488,16331.611683,35,1060,2183,2183
319,16387051.030892,16337.067682,151,846,1503,1503
320,16405688.774714,16347.627514,403,229,0627,627
321,16419742.028812,16355.578534,635,192,0738,738
322,16408110.076488,16348.986855,404,1563,1051,1051
323,16377411.996197,16331.604195,36,1007,2184,2184
324,16387046.939515,16337.065597,152,789,1504,1504
325,16405677.15522,16347.62149,405,186,0732,732
326,16422095.706176,16356.916012,636,1551,0920,920
327,16387042.717084,16337.063623,153,732,1505,1505
328,16377402.107081,16331.600369,37,952,2185,2185
329,16387049.657857,16337.067874,154,677,1506,1506
330,16408112.695804,16348.987768,406,1545,0926,926
331,16419740.551348,16355.579082,637,156,0851,851
332,16377399.004333,16331.599076,38,896,2186,2186
333,16387047.817556,16337.066808,155,622,1507,1507
334,16405678.266279,16347.621296,407,150,0845,845
335,16422007.582827,16356.86593,638,1530,0803,803
336,16377735.173286,16331.787981,39,839,2187,2187
337,16387052.597101,16337.068224,156,568,1508,1508
338,16405520.62573,16347.531404,408,118,0966,966
339,16419555.970004,16355.476165,639,124,0972,972
340,16419548.055979,16355.472669,640,94,1101,1101
341,16408000.123697,16348.923574,409,1524,0809,809
342,16377768.778091,16331.806243,40,782,2188,2188
343,16387059.781511,16337.071196,157,515,1509,1509
344,16405521.063957,16347.531025,410,88,1095,1095
345,16387069.701016,16337.076846,158,465,1510,1510
346,16377740.77873,16331.790895,41,727,2189,2189
347,16422019.393299,16356.872176,641,1507,0694,694
348,16407988.123017,16348.917657,411,1501,0700,700
349,16387056.195887,16337.068937,159,415,1511,1511
350,16419553.672524,16355.475803,642,65,1238,1238
351,16377747.641356,16331.795148,42,672,2190,2190
352,16422029.316345,16356.876032,643,1479,0593,593
353,16407970.793779,16348.909243,412,1473,0599,599
354,16387067.258913,16337.074771,160,366,1512,1512
355,16377749.229938,16331.796033,43,618,2191,2191
356,16387059.822268,16337.072213,161,317,1513,1513
357,16422037.943992,16356.879388,644,1446,0500,500
358,16407974.440796,16348.912604,413,1440,0506,506
359,16387048.228416,16337.066048,162,269,1514,1514
360,16422046.11585,16356.883327,645,1408,0415,415
361,16407953.43732,16348.902334,414,1402,0421,421
362,16377750.495257,16331.79662,44,564,2192,2192
363,16377749.155695,16331.795692,45,511,2193,2193
364,16387055.490549,16337.068602,163,221,1515,1515
365,16407951.944473,16348.901728,415,1364,0422,422
366,16422047.232503,16356.882878,646,1370,0338,338
367,16377752.852146,16331.797245,46,461,2194,2194
368,16407948.107041,16348.900628,416,1321,0423,423
369,16422051.409621,16356.885067,647,1327,0269,269
370,16387061.875758,16337.072713,164,178,1516,1516
371,16422048.542059,16356.883514,648,1282,0208,208
372,16407931.408088,16348.893142,417,1276,0424,424
373,16377752.126423,16331.796502,47,411,2195,2195
374,16387065.908905,16337.075406,165,143,1517,1517
375,16422071.815472,16356.894758,649,1236,0155,155
376,16386889.469257,16336.974931,166,113,1518,1518
377,16407937.391147,16348.896507,418,1230,0425,425
378,16377768.05682,16331.805407,48,362,2196,2196
379,16377737.257061,16331.788757,49,313,2197,2197
380,16422086.048903,16356.900535,650,1190,0110,110
381,16386909.281592,16336.983937,167,84,1519,1519
382,16407918.695976,16348.887113,419,1184,0426,426
383,16422089.597391,16356.902028,651,1136,0073,73
384,16377762.899871,16331.80268,50,265,2198,2198
385,16407912.850545,16348.885488,420,1132,0427,427
386,16386917.30439,16336.987435,168,57,1520,1520
387,16389189.095513,16338.270928,169,1394,1341,1341
388,16377754.48698,16331.797282,51,217,2199,2199
389,16422091.85913,16356.903027,652,1084,0074,74
390,16407904.549767,16348.881475,421,1080,0428,428
391,16377757.601165,16331.800462,52,174,2200,2200
392,16389180.932495,16338.266537,170,1356,1342,1342
393,16407905.86604,16348.883121,422,1027,0429,429
394,16422094.757123,16356.903428,653,1031,0075,75
395,16389182.162211,16338.268566,171,1313,1343,1343
396,16407896.096097,16348.878122,423,971,0430,430
397,16422107.891467,16356.909489,654,975,0076,76
398,16377756.48024,16331.799064,53,139,2201,2201
399,16389167.302083,16338.260264,172,1268,1344,1344
400,16422120.851408,16356.915367,655,917,0077,77
401,16377591.688091,16331.705474,54,109,2202,2202
402,16407889.186303,16348.874682,424,913,0431,431
403,16412663.006245,16351.579175,503,633,0286,286
404,16422166.523756,16356.940256,656,859,0078,78
405,16408002.048988,16348.938753,425,855,0432,432
406,16389171.318316,16338.263461,173,1222,1345,1345
407,16377592.44898,16331.705283,55,80,2203,2203
408,16389160.422959,16338.259087,174,1172,1346,1346
409,16422153.320627,16356.935182,657,802,0079,79
410,16408008.987889,16348.942614,426,798,0433,433
411,16377616.438333,16331.716604,56,53,2204,2204
412,16422148.20198,16356.933714,658,745,0080,80
413,16407999.566059,16348.937412,427,741,0434,434
414,16389140.174227,16338.248434,175,1120,1347,1347
415,16377620.607139,16331.718774,57,31,2205,2205
416,16422142.871762,16356.929854,659,690,0081,81
417,16379807.602059,16332.954885,58,1309,1995,1995
418,16408010.042499,16348.943663,428,686,0435,435
419,16389146.127007,16338.252466,176,1068,1348,1348
420,16422140.092979,16356.929553,660,635,0082,82
421,16379803.804749,16332.953713,59,1264,1996,1996
422,16389140.679083,16338.250006,177,1016,1349,1349
423,16408002.300213,16348.939572,429,631,0436,436
424,16422128.336421,16356.923784,661,583,0123,123
425,16407994.053617,16348.934842,430,577,0437,437
426,16389121.83328,16338.240185,178,961,1350,1350
427,16379786.663837,16332.944912,60,1218,1997,1997
428,16422126.514225,16356.923527,662,530,0172,172
429,16389123.81812,16338.242944,179,905,1351,1351
430,16379791.204326,16332.948639,61,1166,1998,1998
431,16408008.393584,16348.942787,431,524,0438,438
432,16424397.787951,16358.225603,663,1620,1789,1789
433,16389368.031285,16338.382375,180,847,1352,1352
434,16379775.927625,16332.941114,62,1114,1999,1999
435,16408000.691665,16348.938487,432,474,0439,439
436,16422128.037747,16356.925118,664,480,0229,229
437,16407997.691836,16348.936478,433,424,0440,440
438,16389373.364881,16338.384389,181,790,1353,1353
439,16379756.573094,16332.932068,63,1061,2000,2000
440,16424403.449559,16358.228615,665,1615,1624,1624
441,16379761.864448,16332.935655,64,1009,2001,2001
442,16389367.575935,16338.380986,182,733,1354,1354
443,16389376.792479,16338.386263,183,678,1355,1355
444,16408012.938379,16348.944358,434,375,0441,441
445,16422104.731984,16356.912911,666,430,0294,294
446,16379761.563861,16332.935725,65,954,2002,2002
447,16408012.633723,16348.943703,435,326,0442,442
448,16389379.404391,16338.387097,184,623,1356,1356
449,16424408.74437,16358.230387,667,1608,1467,1467
450,16379746.528959,16332.928587,66,897,2003,2003
451,16410440.08215,16350.309041,436,1592,1324,1324
452,16389378.658689,16338.386856,185,569,1357,1357
453,16422116.824562,16356.920592,668,381,0367,367
454,16380058.470168,16333.105395,67,841,2004,2004
455,16422105.776174,16356.914813,669,332,0448,448
456,16408008.917183,16348.942326,437,278,0531,531
457,16389378.574696,16338.386658,186,516,1358,1358
458,16389385.369955,16338.390259,187,466,1359,1359
459,16410436.703395,16350.305816,438,1579,1183,1183
460,16380072.029013,16333.113559,68,784,2005,2005
461,16424423.427842,16358.237711,670,1598,1318,1318
462,16412666.011616,16351.580737,504,579,0287,287
463,16408016.205357,16348.945809,439,230,0628,628
464,16389372.432973,16338.383516,188,416,1360,1360
465,16380062.609272,16333.108359,69,729,2006,2006
466,16422091.692291,16356.908499,671,284,0537,537
467,16410451.903891,16350.313285,440,1564,1050,1050
468,16380070.323335,16333.112512,70,674,2007,2007
469,16389360.160678,16338.377401,189,367,1361,1361
470,16389389.710561,16338.392694,190,318,1362,1362
471,16380057.977083,16333.105497,71,619,2008,2008
472,16408017.652946,16348.945875,441,187,0733,733
473,16424430.660008,16358.240473,672,1585,1177,1177
474,16422084.781891,16356.904907,673,236,0634,634
475,16380066.20998,16333.110035,72,565,2009,2009
476,16389380.027187,16338.386668,191,270,1363,1363
477,16410455.949301,16350.314369,442,1546,0925,925
478,16424443.003896,16358.245992,674,1570,1044,1044
479,16408011.596568,16348.942615,443,151,0846,846
480,16380082.332163,16333.118079,73,512,2010,2010
481,16422086.040273,16356.90585,675,193,0739,739
482,16389380.382885,16338.387175,192,222,1364,1364
483,16380079.416912,16333.115586,74,462,2011,2011
484,16389388.453222,16338.391055,193,179,1365,1365
485,16407854.854465,16348.853563,444,119,0967,967
486,16424446.749793,16358.247867,676,1552,0919,919
487,16389399.865451,16338.396724,194,144,1366,1366
488,16380076.866706,16333.113819,75,412,2012,2012
489,16410350.420016,16350.254116,445,1525,0808,808
490,16422072.11561,16356.899378,677,157,0852,852
491,16424360.650719,16358.197727,678,1531,0802,802
492,16407848.501388,16348.849322,446,89,1096,1096
493,16380088.226382,16333.120725,76,363,2013,2013
494,16389230.718369,16338.300338,195,114,1367,1367
495,16421908.569695,16356.808367,679,125,0973,973
496,16380064.399689,16333.108028,77,314,2014,2014
497,16389217.760037,16338.293303,196,85,1368,1368
498,16410335.308876,16350.247976,447,1502,0699,699
499,16421895.035288,16356.801053,680,95,1102,1102
500,16407861.552664,16348.85566,448,60,1233,1233
501,16380081.468198,16333.117116,78,266,2015,2015
502,16389230.435653,16338.300666,197,58,1369,1369
503,16424369.303263,16358.200943,681,1508,0693,693
504,16410312.05188,16350.236592,449,1474,0598,598
505,16380078.514523,16333.114509,79,218,2016,2016
506,16391539.087506,16339.601305,198,1434,1197,1197
507,16421895.710277,16356.802274,682,66,1239,1239
508,16380101.099721,16333.126572,80,175,2017,2017
509,16391541.413644,16339.602551,199,1396,1198,1198
510,16410328.19284,16350.244869,450,1441,0505,505
511,16424375.556279,16358.203937,683,1480,0592,592
512,16380091.003196,16333.121313,81,140,2018,2018
513,16410316.883768,16350.239681,451,1403,0420,420
514,16391531.189378,16339.597943,200,1358,1199,1199
515,16424378.5102,16358.205988,684,1447,0499,499
516,16424381.749201,16358.206899,685,1409,0414,414
517,16379925.153338,16333.026792,82,110,2019,2019
518,16391521.949017,16339.593811,201,1315,1200,1200
519,16410290.731555,16350.2273,452,1365,0343,343
520,16424385.096293,16358.20715,686,1371,0337,337
521,16379931.911163,16333.029667,83,81,2020,2020
522,16410305.773455,16350.235978,453,1322,0344,344
523,16424404.564077,16358.217336,687,1328,0268,268
524,16410296.543438,16350.230546,454,1277,0345,345
525,16379932.250562,16333.030057,84,54,2021,2021
526,16379940.88516,16333.034138,85,32,2022,2022
527,16410281.580652,16350.223914,455,1231,0346,346
528,16424400.694312,16358.213948,688,1283,0207,207
529,16410281.364405,16350.224624,456,1185,0347,347
530,16382143.90136,16334.27932,86,1310,1820,1820
531,16424418.991288,16358.223299,689,1237,0154,154
532,16424429.35659,16358.228102,690,1191,0109,109
533,16382135.84571,16334.276042,87,1265,1821,1821
534,16410270.933232,16350.218895,457,1133,0348,348
535,16382120.331452,16334.269135,88,1219,1822,1822
536,16410263.898143,16350.216829,458,1081,0349,349
537,16424426.731979,16358.225491,691,1138,0072,72
538,16410248.098081,16350.210376,459,1028,0350,350
539,16424434.486611,16358.229567,692,1086,0043,43
540,16382129.620588,16334.274915,89,1167,1823,1823
541,16382116.975948,16334.268523,90,1115,1824,1824
542,16410236.742443,16350.205428,460,972,0351,351
543,16424443.915205,16358.234225,693,1033,0044,44
544,16410229.743822,16350.201939,461,914,0352,352
545,16382101.161414,16334.260294,91,1063,1825,1825
546,16424450.167797,16358.236131,694,978,0045,45
547,16382111.981893,16334.267011,92,1010,1826,1826
548,16424454.207196,16358.237905,695,921,0046,46
549,16410317.381941,16350.252065,462,856,0353,353
550,16424483.019996,16358.254798,696,862,0047,47
551,16410332.608644,16350.260229,463,799,0354,354
552,16382101.772181,16334.262057,93,956,1827,1827
553,16410324.397863,16350.254827,464,742,0355,355
554,16424501.789558,16358.26444,697,804,0048,48
555,16424500.894966,16358.264098,698,747,0049,49
556,16382086.091249,16334.25487,94,899,1828,1828
557,16410336.80088,16350.261902,465,687,0356,356
558,16424470.470774,16358.249169,699,692,0050,50
559,16382391.983461,16334.427933,95,843,1829,1829
560,16410331.420608,16350.258837,466,632,0357,357
561,16382399.145448,16334.430972,96,786,1830,1830
562,16410342.703361,16350.264202,467,578,0358,358
563,16424482.415872,16358.256864,700,637,0083,83
564,16410349.812928,16350.267125,468,525,0359,359
565,16382408.910763,16334.436644,97,730,1831,1831
566,16424450.794476,16358.240174,701,584,0124,124
567,16382400.012253,16334.431974,98,675,1832,1832
568,16410343.208977,16350.263752,469,475,0360,360
569,16382389.36344,16334.425009,99,620,1833,1833
570,16410337.041509,16350.260865,470,425,0361,361
571,16382412.986478,16334.438274,100,566,1834,1834
572,16410342.071111,16350.263628,471,376,0362,362
573,16410334.163402,16350.259903,472,327,0443,443
574,16382395.887387,16334.429638,101,513,1835,1835
575,16412782.689158,16351.634904,473,1593,1323,1323
576,16410341.709462,16350.263875,474,279,0532,532
577,16412673.322071,16351.584683,505,526,0288,288
578,16412790.226819,16351.63779,475,1580,1182,1182
579,16410341.461908,16350.263405,476,231,0629,629
580,16412795.179838,16351.640115,477,1565,1049,1049
581,16410344.837527,16350.264308,478,188,0734,734
582,16412800.714877,16351.643026,479,1547,0924,924
583,16410358.077815,16350.270998,480,152,0847,847
584,16412680.765983,16351.576268,481,1526,0807,807
585,16410169.943786,16350.166042,482,120,0968,968
586,16412665.054432,16351.580093,506,476,0289,289
587,16410171.989439,16350.166865,483,90,1097,1097
588,16412683.655667,16351.578126,484,1503,0698,698
589,16410186.559911,16350.173157,485,61,1234,1234
590,16412673.950112,16351.573076,486,1475,0597,597
591,16412669.827013,16351.572385,487,1442,0504,504
592,16412663.537232,16351.568867,488,1404,0419,419
593,16412653.413117,16351.56432,489,1366,0342,342
594,16412646.535997,16351.562412,490,1323,0273,273
595,16412627.694659,16351.553036,491,1278,0274,274
596,16412668.83356,16351.582228,507,426,0290,290
597,16412622.144922,16351.551163,492,1232,0275,275
598,16412616.717254,16351.548954,493,1186,0276,276
599,16412606.96324,16351.544199,494,1134,0277,277
600,16412603.608003,16351.543003,495,1082,0278,278
601,16412607.197788,16351.545626,496,1029,0279,279
602,16415111.76537,16352.956293,508,1604,1471,1471
603,16412592.013684,16351.537862,497,973,0280,280
604,16412595.313339,16351.540473,498,915,0281,281
605,16412660.850039,16351.577527,499,857,0282,282
606,16412665.812286,16351.58149,500,800,0283,283
607,16412645.207694,16351.571215,501,743,0284,284
608,16412669.275882,16351.582063,509,377,0363,363
609,16412670.548429,16351.582291,510,328,0444,444
610,16415109.048951,16352.95351,511,1594,1322,1322
611,16412671.395494,16351.583146,512,280,0533,533
612,16415119.27808,16352.959192,513,1581,1181,1181
613,16412671.800272,16351.583653,514,232,0630,630
614,16391518.247562,16339.592696,202,1270,1201,1201
615,16391508.997684,16339.588709,203,1224,1202,1202
616,16415128.967913,16352.963575,515,1566,1048,1048
617,16391505.768067,16339.58768,204,1174,1203,1203
618,16412673.358995,16351.58381,516,189,0735,735
619,16391492.747929,16339.581078,205,1123,1204,1204
620,16415144.064548,16352.970598,517,1548,0923,923
621,16391491.465859,16339.581057,206,1072,1205,1205
622,16412680.284787,16351.588181,518,153,0848,848
623,16391484.336765,16339.578545,207,1019,1206,1206
624,16415043.18102,16352.912977,519,1527,0806,806
625,16391458.327521,16339.565647,208,965,1207,1207
626,16391463.628706,16339.569124,209,907,1208,1208
627,16412501.435252,16351.486338,520,121,0969,969
628,16391699.247604,16339.702509,210,849,1209,1209
629,16412515.12844,16351.492182,521,91,1098,1098
630,16391693.593471,16339.699802,211,792,1210,1210
631,16391703.224073,16339.704448,212,734,1211,1211
632,16415036.028348,16352.909808,522,1504,0697,697
633,16391703.530222,16339.704701,213,680,1212,1212
634,16431426.303112,16362.193236,802,1331,0265,265
635,16431444.124034,16362.202706,803,1286,0204,204
636,16412518.913101,16351.494519,523,62,1235,1235
637,16391707.272478,16339.706511,214,625,1213,1213
638,16431454.164154,16362.207083,804,1240,0151,151
639,16391695.861626,16339.699977,215,571,1214,1214
640,16415018.737233,16352.901452,524,1476,0596,596
641,16431450.009404,16362.204648,805,1194,0106,106
642,16391701.312861,16339.704071,216,518,1215,1215
643,16415017.363555,16352.901954,525,1443,0503,503
644,16431453.327852,16362.205114,806,1142,0069,69
645,16391701.137602,16339.703721,217,468,1216,1216
646,16415011.170123,16352.899683,526,1405,0418,418
647,16431482.47364,16362.220053,807,1090,0040,40
648,16391701.747134,16339.702833,218,418,1217,1217
649,16431467.940768,16362.210559,808,1037,0019,19
650,16414998.693799,16352.893835,527,1367,0341,341
651,16391717.636023,16339.710525,219,369,1218,1218
652,16431495.829976,16362.225847,809,980,0006,6
653,16391711.619564,16339.707871,220,320,1219,1219
654,16414983.93259,16352.886901,528,1324,0272,272
655,16431479.679598,16362.216546,810,920,0001,1
656,16391701.64391,16339.70287,221,272,1220,1220
657,16414982.865828,16352.886388,529,1279,0211,211
658,16431514.73595,16362.235749,811,864,0002,2
659,16391712.706495,16339.709422,222,224,1221,1221
660,16431526.478197,16362.242622,812,808,0011,11
661,16414990.931437,16352.890619,530,1233,0212,212
662,16391706.904187,16339.706374,223,181,1222,1222
663,16431509.468397,16362.234133,813,751,0028,28
664,16414973.192215,16352.88236,531,1187,0213,213
665,16391704.019744,16339.704226,224,146,1223,1223
666,16431500.941108,16362.230325,814,696,0053,53
667,16414959.485886,16352.876632,532,1135,0214,214
668,16391543.880201,16339.612906,225,115,1224,1224
669,16431481.961062,16362.220854,815,641,0086,86
670,16414956.130059,16352.875437,533,1083,0215,215
671,16391543.450037,16339.611734,226,86,1225,1225
672,16431487.545803,16362.225183,816,587,0127,127
673,16414949.097455,16352.872062,534,1030,0216,216
674,16393914.72292,16340.944761,227,1469,1061,1061
675,16431482.101431,16362.222928,817,534,0176,176
676,16414936.05892,16352.866143,535,974,0217,217
677,16393898.41937,16340.935957,228,1436,1062,1062
678,16431474.123244,16362.218232,818,484,0233,233
679,16414931.367053,16352.864858,536,916,0218,218
680,16431486.646051,16362.225285,819,434,0298,298
681,16393881.313888,16340.927848,229,1398,1063,1063
682,16431472.603273,16362.217902,820,385,0371,371
683,16414988.847991,16352.897965,537,858,0219,219
684,16433804.503025,16363.548176,821,1602,1314,1314
685,16393888.78993,16340.934155,230,1360,1064,1064
686,16414995.374193,16352.900953,538,801,0220,220
687,16393855.055787,16340.916193,231,1317,1065,1065
688,16431464.29008,16362.214958,822,336,0452,452
689,16414990.939254,16352.89765,539,744,0221,221
690,16431454.197979,16362.210599,823,288,0541,541
691,16393861.038055,16340.920861,232,1272,1066,1066
692,16433804.09536,16363.547852,824,1589,1173,1173
693,16415009.176685,16352.907999,540,689,0222,222
694,16393849.309902,16340.915145,233,1226,1067,1067
695,16431443.75063,16362.205011,825,240,0638,638
696,16414990.548315,16352.897761,541,634,0223,223
697,16393850.679939,16340.91585,234,1178,1068,1068
698,16433814.446095,16363.553198,826,1574,1040,1040
699,16414995.965099,16352.901077,542,580,0224,224
700,16393839.252207,16340.911091,235,1126,1069,1069
701,16431451.209965,16362.210047,827,197,0743,743
702,16414992.654464,16352.899024,543,527,0225,225
703,16393827.104803,16340.906154,236,1075,1070,1070
704,16433822.457117,16363.556213,828,1556,0915,915
705,16415004.588577,16352.905504,544,477,0226,226
706,16431437.386986,16362.202418,829,161,0856,856
707,16393813.892842,16340.899593,237,1022,1071,1071
708,16417396.896308,16354.257598,545,1612,1627,1627
709,16433746.943143,16363.512295,830,1535,0798,798
710,16393816.061665,16340.901002,238,967,1072,1072
711,16414998.388629,16352.901688,546,427,0291,291
712,16393811.096438,16340.898636,239,909,1073,1073
713,16431279.39224,16362.113318,831,129,0977,977
714,16417406.871524,16354.262341,547,1605,1470,1470
715,16431279.952984,16362.114893,832,99,1106,1106
716,16394036.090969,16341.026021,240,851,1074,1074
717,16414997.114437,16352.900547,548,378,0364,364
718,16433748.256335,16363.511398,833,1512,0689,689
719,16394018.190903,16341.016141,241,794,1075,1075
720,16415012.222098,16352.90863,549,329,0445,445
721,16431253.705341,16362.102166,834,70,1243,1243
722,16394038.046598,16341.027809,242,737,1076,1076
723,16433757.364494,16363.516055,835,1484,0588,588
724,16417403.206136,16354.260584,550,1595,1321,1321
725,16394027.68881,16341.021089,243,682,1077,1077
726,16415002.299596,16352.902463,551,281,0534,534
727,16433762.572764,16363.519353,836,1451,0495,495
728,16394040.239932,16341.028119,244,627,1078,1078
729,16417411.838232,16354.264148,552,1582,1180,1180
730,16394033.767473,16341.024414,245,573,1079,1079
731,16433760.782737,16363.517346,837,1413,0410,410
732,16415020.400089,16352.912038,553,233,0631,631
733,16394038.904124,16341.026264,246,520,1080,1080
734,16433775.294811,16363.523864,838,1375,0333,333
735,16417422.500063,16354.269671,554,1567,1047,1047
736,16394044.322386,16341.029035,247,470,1081,1081
737,16433769.191841,16363.52059,839,1332,0264,264
