Council/Group Name,Statement Category,Financial Item,FY Ending,Value ($000)
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2013,2205
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2014,8522
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2015,188
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2016,2198
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2017,7896
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2018,-3504
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2019,16343
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2020,-1444
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2021,-3347
Porirua City,Cash flows from financing activities,Net cash flow from financing activities,2022,-14378
Porirua City,Cash flows from financing activities,Payments for financing activities,2013,10047
Porirua City,Cash flows from financing activities,Payments for financing activities,2014,22440
Porirua City,Cash flows from financing activities,Payments for financing activities,2015,540
Porirua City,Cash flows from financing activities,Payments for financing activities,2016,14540
Porirua City,Cash flows from financing activities,Payments for financing activities,2017,8040
Porirua City,Cash flows from financing activities,Payments for financing activities,2018,13800
Porirua City,Cash flows from financing activities,Payments for financing activities,2019,10000
Porirua City,Cash flows from financing activities,Payments for financing activities,2020,8700
Porirua City,Cash flows from financing activities,Payments for financing activities,2021,14000
Porirua City,Cash flows from financing activities,Payments for financing activities,2022,16200
Porirua City,Cash flows from financing activities,Receipts from financing activities,2013,12252
Porirua City,Cash flows from financing activities,Receipts from financing activities,2014,30962
Porirua City,Cash flows from financing activities,Receipts from financing activities,2015,728
Porirua City,Cash flows from financing activities,Receipts from financing activities,2016,16738
Porirua City,Cash flows from financing activities,Receipts from financing activities,2017,15936
Porirua City,Cash flows from financing activities,Receipts from financing activities,2018,10296
Porirua City,Cash flows from financing activities,Receipts from financing activities,2019,26343
Porirua City,Cash flows from financing activities,Receipts from financing activities,2020,7256
Porirua City,Cash flows from financing activities,Receipts from financing activities,2021,10653
Porirua City,Cash flows from financing activities,Receipts from financing activities,2022,1822
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2013,-14034
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2014,-21813
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2015,-15972
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2016,-19420
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2017,-30804
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2018,-20163
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2019,-65891
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2020,-19073
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2021,-23905
Porirua City,Cash flows from investing activities,Net cash flow from investing activities,2022,-14602
Porirua City,Cash flows from investing activities,Payments for investing activities,2013,14309
Porirua City,Cash flows from investing activities,Payments for investing activities,2014,21834
Porirua City,Cash flows from investing activities,Payments for investing activities,2015,15994
Porirua City,Cash flows from investing activities,Payments for investing activities,2016,19441
Porirua City,Cash flows from investing activities,Payments for investing activities,2017,30825
Porirua City,Cash flows from investing activities,Payments for investing activities,2018,21185
Porirua City,Cash flows from investing activities,Payments for investing activities,2019,65912
Porirua City,Cash flows from investing activities,Payments for investing activities,2020,19095
Porirua City,Cash flows from investing activities,Payments for investing activities,2021,23926
Porirua City,Cash flows from investing activities,Payments for investing activities,2022,16624
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,9094
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,19952
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,14978
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,17835
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,30503
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,20857
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,63599
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,17566
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,15260
Porirua City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,16181
Porirua City,Cash flows from investing activities,Receipts from investing activities,2013,275
Porirua City,Cash flows from investing activities,Receipts from investing activities,2014,21
Porirua City,Cash flows from investing activities,Receipts from investing activities,2015,22
Porirua City,Cash flows from investing activities,Receipts from investing activities,2016,21
Porirua City,Cash flows from investing activities,Receipts from investing activities,2017,21
Porirua City,Cash flows from investing activities,Receipts from investing activities,2018,1022
Porirua City,Cash flows from investing activities,Receipts from investing activities,2019,21
Porirua City,Cash flows from investing activities,Receipts from investing activities,2020,22
Porirua City,Cash flows from investing activities,Receipts from investing activities,2021,21
Porirua City,Cash flows from investing activities,Receipts from investing activities,2022,2022
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2013,14153
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2014,14238
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2015,16038
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2016,17909
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2017,23792
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2018,24559
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2019,50022
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2020,21524
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2021,28551
Porirua City,Cash flows from operating activities,Net cash flow from operating activities,2022,30528
Porirua City,Cash flows from operating activities,Payments for operating activities,2013,56627
Porirua City,Cash flows from operating activities,Payments for operating activities,2014,59819
Porirua City,Cash flows from operating activities,Payments for operating activities,2015,61613
Porirua City,Cash flows from operating activities,Payments for operating activities,2016,63098
Porirua City,Cash flows from operating activities,Payments for operating activities,2017,62683
Porirua City,Cash flows from operating activities,Payments for operating activities,2018,65627
Porirua City,Cash flows from operating activities,Payments for operating activities,2019,61473
Porirua City,Cash flows from operating activities,Payments for operating activities,2020,75003
Porirua City,Cash flows from operating activities,Payments for operating activities,2021,71961
Porirua City,Cash flows from operating activities,Payments for operating activities,2022,74218
Porirua City,Cash flows from operating activities,Receipts from operating activities,2013,70780
Porirua City,Cash flows from operating activities,Receipts from operating activities,2014,74057
Porirua City,Cash flows from operating activities,Receipts from operating activities,2015,77651
Porirua City,Cash flows from operating activities,Receipts from operating activities,2016,81007
Porirua City,Cash flows from operating activities,Receipts from operating activities,2017,86475
Porirua City,Cash flows from operating activities,Receipts from operating activities,2018,90186
Porirua City,Cash flows from operating activities,Receipts from operating activities,2019,111495
Porirua City,Cash flows from operating activities,Receipts from operating activities,2020,96527
Porirua City,Cash flows from operating activities,Receipts from operating activities,2021,100512
Porirua City,Cash flows from operating activities,Receipts from operating activities,2022,104746
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2013,-541
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2014,3996
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2015,3101
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2016,1273
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2017,1862
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2018,3085
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2019,465
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2020,3375
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2021,4432
Upper Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2022,3593
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2013,1813
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2014,1154
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2015,1327
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2016,1494
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2017,1599
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2018,1765
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2019,1972
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2020,2070
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2021,1780
Upper Hutt City,Cash flows from financing activities,Payments for financing activities,2022,1842
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2013,1272
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2014,5150
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2015,4428
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2016,2767
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2017,3461
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2018,4850
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2019,2437
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2020,5445
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2021,6212
Upper Hutt City,Cash flows from financing activities,Receipts from financing activities,2022,5435
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2013,-7379
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2014,-10591
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2015,-10931
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2016,-11162
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2017,-13175
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2018,-15297
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2019,-11138
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2020,-14433
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2021,-15587
Upper Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2022,-15436
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2013,8948
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2014,10634
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2015,10951
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2016,11182
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2017,13195
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2018,15317
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2019,11158
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2020,14453
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2021,15607
Upper Hutt City,Cash flows from investing activities,Payments for investing activities,2022,15456
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,8948
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,10634
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,10594
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,10799
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,12534
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,14591
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,10556
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,13676
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,14781
Upper Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,14729
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2013,1569
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2014,43
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2015,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2016,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2017,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2018,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2019,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2020,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2021,20
Upper Hutt City,Cash flows from investing activities,Receipts from investing activities,2022,20
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2013,8014
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2014,6718
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2015,7817
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2016,9873
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2017,11309
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2018,12200
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2019,10663
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2020,11055
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2021,11154
Upper Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2022,11841
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2013,31987
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2014,35950
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2015,36020
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2016,35488
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2017,36949
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2018,38245
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2019,39064
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2020,41069
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2021,42966
Upper Hutt City,Cash flows from operating activities,Payments for operating activities,2022,44593
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2013,40001
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2014,42668
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2015,43837
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2016,45361
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2017,48258
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2018,50445
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2019,49727
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2020,52124
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2021,54120
Upper Hutt City,Cash flows from operating activities,Receipts from operating activities,2022,56434
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2013,-5387
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2014,-8744
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2015,-7090
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2016,11027
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2017,8241
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2018,-1352
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2019,-8043
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2020,-12998
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2021,11608
Hutt City,Cash flows from financing activities,Net cash flow from financing activities,2022,-5114
Hutt City,Cash flows from financing activities,Payments for financing activities,2013,110431
Hutt City,Cash flows from financing activities,Payments for financing activities,2014,114880
Hutt City,Cash flows from financing activities,Payments for financing activities,2015,79903
Hutt City,Cash flows from financing activities,Payments for financing activities,2016,51543
Hutt City,Cash flows from financing activities,Payments for financing activities,2017,55652
Hutt City,Cash flows from financing activities,Payments for financing activities,2018,88617
Hutt City,Cash flows from financing activities,Payments for financing activities,2019,83209
Hutt City,Cash flows from financing activities,Payments for financing activities,2020,51034
Hutt City,Cash flows from financing activities,Payments for financing activities,2021,79044
Hutt City,Cash flows from financing activities,Payments for financing activities,2022,85477
Hutt City,Cash flows from financing activities,Receipts from financing activities,2013,105044
Hutt City,Cash flows from financing activities,Receipts from financing activities,2014,106136
Hutt City,Cash flows from financing activities,Receipts from financing activities,2015,72813
Hutt City,Cash flows from financing activities,Receipts from financing activities,2016,62570
Hutt City,Cash flows from financing activities,Receipts from financing activities,2017,63893
Hutt City,Cash flows from financing activities,Receipts from financing activities,2018,87265
Hutt City,Cash flows from financing activities,Receipts from financing activities,2019,75166
Hutt City,Cash flows from financing activities,Receipts from financing activities,2020,38036
Hutt City,Cash flows from financing activities,Receipts from financing activities,2021,90652
Hutt City,Cash flows from financing activities,Receipts from financing activities,2022,80363
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2013,-26964
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2014,-26408
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2015,-31544
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2016,-52543
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2017,-60293
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2018,-41348
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2019,-36902
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2020,-33904
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2021,-59715
Hutt City,Cash flows from investing activities,Net cash flow from investing activities,2022,-44734
Hutt City,Cash flows from investing activities,Payments for investing activities,2013,28614
Hutt City,Cash flows from investing activities,Payments for investing activities,2014,29058
Hutt City,Cash flows from investing activities,Payments for investing activities,2015,33744
Hutt City,Cash flows from investing activities,Payments for investing activities,2016,52993
Hutt City,Cash flows from investing activities,Payments for investing activities,2017,60743
Hutt City,Cash flows from investing activities,Payments for investing activities,2018,41848
Hutt City,Cash flows from investing activities,Payments for investing activities,2019,37102
Hutt City,Cash flows from investing activities,Payments for investing activities,2020,34054
Hutt City,Cash flows from investing activities,Payments for investing activities,2021,59915
Hutt City,Cash flows from investing activities,Payments for investing activities,2022,44734
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,24679
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,16048
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,19535
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,48507
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,56897
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,38477
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,33277
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,30399
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,56310
Hutt City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,40409
Hutt City,Cash flows from investing activities,Receipts from investing activities,2013,1650
Hutt City,Cash flows from investing activities,Receipts from investing activities,2014,2650
Hutt City,Cash flows from investing activities,Receipts from investing activities,2015,2200
Hutt City,Cash flows from investing activities,Receipts from investing activities,2016,450
Hutt City,Cash flows from investing activities,Receipts from investing activities,2017,450
Hutt City,Cash flows from investing activities,Receipts from investing activities,2018,500
Hutt City,Cash flows from investing activities,Receipts from investing activities,2019,200
Hutt City,Cash flows from investing activities,Receipts from investing activities,2020,150
Hutt City,Cash flows from investing activities,Receipts from investing activities,2021,200
Hutt City,Cash flows from investing activities,Receipts from investing activities,2022,0
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2013,34152
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2014,35844
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2015,37888
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2016,41651
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2017,51724
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2018,42208
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2019,45585
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2020,46190
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2021,47902
Hutt City,Cash flows from operating activities,Net cash flow from operating activities,2022,49681
Hutt City,Cash flows from operating activities,Payments for operating activities,2013,117345
Hutt City,Cash flows from operating activities,Payments for operating activities,2014,119423
Hutt City,Cash flows from operating activities,Payments for operating activities,2015,122595
Hutt City,Cash flows from operating activities,Payments for operating activities,2016,124604
Hutt City,Cash flows from operating activities,Payments for operating activities,2017,129840
Hutt City,Cash flows from operating activities,Payments for operating activities,2018,132824
Hutt City,Cash flows from operating activities,Payments for operating activities,2019,136375
Hutt City,Cash flows from operating activities,Payments for operating activities,2020,140220
Hutt City,Cash flows from operating activities,Payments for operating activities,2021,143696
Hutt City,Cash flows from operating activities,Payments for operating activities,2022,147796
Hutt City,Cash flows from operating activities,Receipts from operating activities,2013,151497
Hutt City,Cash flows from operating activities,Receipts from operating activities,2014,155267
Hutt City,Cash flows from operating activities,Receipts from operating activities,2015,160483
Hutt City,Cash flows from operating activities,Receipts from operating activities,2016,166255
Hutt City,Cash flows from operating activities,Receipts from operating activities,2017,181564
Hutt City,Cash flows from operating activities,Receipts from operating activities,2018,175032
Hutt City,Cash flows from operating activities,Receipts from operating activities,2019,181960
Hutt City,Cash flows from operating activities,Receipts from operating activities,2020,186410
Hutt City,Cash flows from operating activities,Receipts from operating activities,2021,191598
Hutt City,Cash flows from operating activities,Receipts from operating activities,2022,197477
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2013,10085
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2014,6360
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2015,2826
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2016,-11347
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2017,-9824
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2018,-17335
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2019,-28625
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2020,-20703
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2021,-22669
Wellington City,Cash flows from financing activities,Net cash flow from financing activities,2022,-6657
Wellington City,Cash flows from financing activities,Payments for financing activities,2013,21577
Wellington City,Cash flows from financing activities,Payments for financing activities,2014,21968
Wellington City,Cash flows from financing activities,Payments for financing activities,2015,24108
Wellington City,Cash flows from financing activities,Payments for financing activities,2016,27636
Wellington City,Cash flows from financing activities,Payments for financing activities,2017,29802
Wellington City,Cash flows from financing activities,Payments for financing activities,2018,31262
Wellington City,Cash flows from financing activities,Payments for financing activities,2019,32253
Wellington City,Cash flows from financing activities,Payments for financing activities,2020,32562
Wellington City,Cash flows from financing activities,Payments for financing activities,2021,32914
Wellington City,Cash flows from financing activities,Payments for financing activities,2022,34156
Wellington City,Cash flows from financing activities,Receipts from financing activities,2013,31662
Wellington City,Cash flows from financing activities,Receipts from financing activities,2014,28328
Wellington City,Cash flows from financing activities,Receipts from financing activities,2015,26934
Wellington City,Cash flows from financing activities,Receipts from financing activities,2016,16289
Wellington City,Cash flows from financing activities,Receipts from financing activities,2017,19978
Wellington City,Cash flows from financing activities,Receipts from financing activities,2018,13927
Wellington City,Cash flows from financing activities,Receipts from financing activities,2019,3628
Wellington City,Cash flows from financing activities,Receipts from financing activities,2020,11859
Wellington City,Cash flows from financing activities,Receipts from financing activities,2021,10245
Wellington City,Cash flows from financing activities,Receipts from financing activities,2022,27499
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2013,-146829
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2014,-131168
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2015,-135960
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2016,-135390
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2017,-126053
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2018,-130416
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2019,-123837
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2020,-124231
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2021,-131505
Wellington City,Cash flows from investing activities,Net cash flow from investing activities,2022,-150083
Wellington City,Cash flows from investing activities,Payments for investing activities,2013,156137
Wellington City,Cash flows from investing activities,Payments for investing activities,2014,140476
Wellington City,Cash flows from investing activities,Payments for investing activities,2015,145268
Wellington City,Cash flows from investing activities,Payments for investing activities,2016,144698
Wellington City,Cash flows from investing activities,Payments for investing activities,2017,135361
Wellington City,Cash flows from investing activities,Payments for investing activities,2018,139724
Wellington City,Cash flows from investing activities,Payments for investing activities,2019,133145
Wellington City,Cash flows from investing activities,Payments for investing activities,2020,133539
Wellington City,Cash flows from investing activities,Payments for investing activities,2021,140813
Wellington City,Cash flows from investing activities,Payments for investing activities,2022,159391
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2013,151574
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2014,134812
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2015,137992
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2016,139402
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2017,128586
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2018,131648
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2019,124971
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2020,123227
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2021,134835
Wellington City,Cash flows from investing activities,"Purchase of Property, Plant & Equipment",2022,152081
Wellington City,Cash flows from investing activities,Receipts from investing activities,2013,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2014,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2015,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2016,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2017,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2018,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2019,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2020,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2021,9308
Wellington City,Cash flows from investing activities,Receipts from investing activities,2022,9308
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2013,136744
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2014,124808
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2015,133134
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2016,146737
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2017,135877
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2018,147751
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2019,152462
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2020,144934
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2021,154174
Wellington City,Cash flows from operating activities,Net cash flow from operating activities,2022,156740
Wellington City,Cash flows from operating activities,Payments for operating activities,2013,270002
Wellington City,Cash flows from operating activities,Payments for operating activities,2014,286589
Wellington City,Cash flows from operating activities,Payments for operating activities,2015,288682
Wellington City,Cash flows from operating activities,Payments for operating activities,2016,286413
Wellington City,Cash flows from operating activities,Payments for operating activities,2017,294061
Wellington City,Cash flows from operating activities,Payments for operating activities,2018,293985
Wellington City,Cash flows from operating activities,Payments for operating activities,2019,304750
Wellington City,Cash flows from operating activities,Payments for operating activities,2020,328745
Wellington City,Cash flows from operating activities,Payments for operating activities,2021,329181
Wellington City,Cash flows from operating activities,Payments for operating activities,2022,336382
Wellington City,Cash flows from operating activities,Receipts from operating activities,2013,406746
Wellington City,Cash flows from operating activities,Receipts from operating activities,2014,411397
Wellington City,Cash flows from operating activities,Receipts from operating activities,2015,421816
Wellington City,Cash flows from operating activities,Receipts from operating activities,2016,433150
Wellington City,Cash flows from operating activities,Receipts from operating activities,2017,429938
Wellington City,Cash flows from operating activities,Receipts from operating activities,2018,441736
Wellington City,Cash flows from operating activities,Receipts from operating activities,2019,457212
Wellington City,Cash flows from operating activities,Receipts from operating activities,2020,473679
Wellington City,Cash flows from operating activities,Receipts from operating activities,2021,483355
