FID,FEATURECOD,UPDATE_YEA,SHAPE_len
4738,520,2004,237.159072
4739,520,2004,261.573835
4740,520,2004,315.419466
4741,520,2004,1448.667288
4742,540,2004,89.844865
4743,520,2004,1397.616795
4744,540,2004,169.233246
4745,520,2004,475.837583
4746,540,2004,201.153912
4747,430,2004,337.706873
4748,520,2004,170.530868
4749,520,2004,68.354433
4750,520,2004,740.762908
4751,540,2004,124.904649
4752,520,2004,2218.759936
4753,540,2004,38.600576
4754,520,2004,68.479082
4755,520,2004,1606.109841
4756,520,2004,62.829681
4757,520,2004,693.610256
4758,520,2004,67.785526
4759,520,2004,1873.546607
4760,520,2004,366.219713
4761,520,2004,3491.58998
4762,540,2004,200.102923
4763,520,2004,385.533343
4764,520,2004,3550.717786
4765,540,2004,31.306963
4766,520,2004,389.752361
4767,540,2004,30.911793
4768,540,2004,126.326147
4769,520,2004,259.747344
4770,520,2004,649.633501
4771,520,2004,854.356782
4772,540,2004,226.167898
4773,540,2004,89.182513
4774,520,2004,107.762102
4775,520,2004,828.871658
4776,540,2004,172.76454
4777,520,2004,34.523658
4778,520,2004,761.698018
4779,520,2004,276.315529
4780,520,2004,796.88335
4781,520,2004,6380.798082
4782,520,2004,982.140247
4783,520,2004,1435.345036
4784,430,2004,547.927167
4785,540,2004,55.99084
4786,540,2004,63.699537
4787,520,2004,47.083856
4788,520,2004,818.46833
4789,520,2004,372.147088
4790,520,2004,98.727627
4791,520,2004,491.85278
4792,540,2004,144.330364
4793,510,2004,3834.613914
4794,520,2004,552.771079
4795,540,2004,69.442626
4796,430,2004,194.052191
4797,540,2004,56.173998
4798,510,2004,155.526187
4799,520,2004,223.910694
4800,520,2004,1516.805517
4801,430,2004,186.394054
4802,520,2004,429.80297
4803,540,2004,38.352572
4804,520,2004,15.253325
4805,540,2004,18.046851
4806,520,2004,774.187234
4807,520,2004,4035.592863
4808,520,2004,984.611299
4809,540,2004,126.945358
4810,520,2004,203.664422
4811,520,2004,277.774645
4812,540,2004,62.060392
4813,520,2004,1555.843529
4814,540,2004,60.291476
4815,430,2004,359.619504
4816,520,2004,1418.873425
4817,520,2004,2918.244179
4818,520,2004,991.728662
4819,540,2004,42.871507
4820,520,2004,408.39336
4821,540,2004,27.407411
4822,520,2004,1242.076464
4823,430,2004,412.155377
4824,520,2004,918.643079
4825,520,2004,158.411964
4826,520,2004,361.710954
4827,520,2004,2906.791778
4828,520,2004,325.933123
4829,540,2004,28.906778
4830,540,2004,113.923288
4831,540,2004,134.465119
4832,540,2004,43.626979
4833,520,2004,469.397436
4834,520,2004,242.656902
4835,520,2004,54.144197
4836,520,2004,219.444822
4837,520,2004,192.060142
4838,520,2004,1432.608264
4839,540,2004,133.112303
4840,520,2004,2019.129974
4841,540,2004,29.022791
4842,520,2004,902.838749
4843,520,2004,191.560736
4844,520,2004,2304.121416
4845,520,2004,1303.842174
4846,520,2004,50.713117
4847,520,2004,263.984363
4848,520,2004,3527.8338
4849,520,2004,1243.831621
4850,540,2004,70.122988
4851,520,2004,1916.354126
4852,520,2004,1283.126246
4853,520,2004,2747.389487
4854,520,2004,65.678617
4855,520,2004,3314.40705
4856,540,2004,140.920809
4857,540,2004,166.299173
4858,520,2004,1674.763007
4859,520,2004,105.427855
4860,540,2004,232.006096
4861,540,2004,151.279727
4862,540,2004,160.901403
4863,520,2004,839.921012
4864,520,2004,212.748267
4865,520,2004,107.358452
4866,540,2004,47.43374
4867,540,2004,51.428909
4868,520,2004,2625.047718
4869,520,2004,504.604796
4870,520,2004,2081.680203
4871,520,2004,50.246982
4872,520,2004,64.600059
4873,520,2004,2052.764667
4874,520,2004,668.676787
4875,520,2004,811.157055
4876,520,2004,814.035215
4877,540,2004,47.405141
4878,520,2004,747.390656
4879,520,2004,1200.688866
4880,520,2004,1040.749253
4881,520,2004,9.590942
4882,520,2004,179.329576
4883,520,2004,700.481504
4884,540,2004,117.64946
4885,520,2004,699.823337
4886,520,2004,124.684527
4887,540,2004,41.388219
4888,540,2004,12.934795
4889,520,2004,278.92703
4890,520,2004,381.921377
4891,520,2004,723.192558
4892,540,2004,28.398316
4893,540,2004,45.913432
4894,520,2004,385.934354
4895,520,2004,6081.656296
4896,540,2004,31.037691
4897,520,2004,95.324111
4898,520,2004,552.703045
4899,520,2004,190.849554
4900,540,2004,23.427633
4901,520,2004,1405.544964
4902,520,2004,681.632923
4903,540,2004,42.677477
4904,540,2004,38.617926
4905,540,2004,43.753986
4906,520,2004,1899.777577
4907,540,2004,25.987985
4908,520,2004,660.236944
4909,520,2004,1156.251327
4910,540,2004,11.375373
4911,520,2004,131.680621
4912,540,2004,11.74733
4913,540,2004,27.468258
4914,520,2004,898.033623
4915,520,2004,29.759549
4916,540,2004,21.169982
4917,540,2004,2282.438883
4918,520,2004,128.61711
4919,520,2004,1671.721427
4920,520,2004,553.207343
4921,520,2004,574.732242
4922,520,2004,335.057268
4923,520,2004,272.527816
4924,520,2004,3599.145493
4925,540,2004,22.013517
4926,520,2004,268.996189
4927,520,2004,958.739132
4928,540,2004,75.873187
4929,520,2004,2702.10633
4930,540,2004,24.021567
4931,520,2004,134.729369
4932,520,2004,358.466927
4933,520,2004,2592.413002
4934,540,2004,61.148515
4935,520,2004,1507.799666
4936,520,2004,241.809393
4937,540,2004,560.717883
4938,520,2004,970.25339
4939,520,2004,1154.160665
4940,520,2004,1265.361629
4941,430,2004,852.826399
4942,520,2004,1077.934965
4943,520,2004,688.273715
4944,520,2004,939.239553
4945,540,2004,146.33814
4946,520,2004,208.811959
4947,520,2004,582.164144
4948,520,2004,441.09284
4949,520,2004,186.308784
4950,540,2004,245.601625
4951,520,2004,937.726791
4952,540,2004,83.401615
4953,520,2004,1490.821026
4954,410,2004,2081.435622
4955,520,2004,217.8577
4956,540,2004,174.056868
4957,520,2004,1456.371807
4958,520,2004,80.157217
4959,520,2004,1129.467982
4960,540,2004,346.095513
4961,520,2004,912.809629
4962,520,2004,3346.427809
4963,540,2004,240.606051
4964,520,2004,41.261308
4965,520,2004,271.248109
4966,540,2004,14.081868
4967,540,2004,186.959335
4968,520,2004,515.678244
4969,520,2004,142.183114
4970,520,2004,132.807627
4971,520,2004,1194.378036
4972,540,2004,65.561655
4973,520,2004,1139.62653
4974,520,2004,388.95738
4975,520,2004,174.692224
4976,520,2004,24.538276
4977,540,2004,190.558877
4978,540,2004,39.470056
4979,510,2004,829.198222
4980,520,2004,754.109204
4981,540,2004,23.738822
4982,520,2004,629.598249
4983,520,2004,104.192382
4984,520,2004,2338.893601
4985,520,2004,103.518265
4986,520,2004,23.913933
4987,520,2004,255.029334
4988,510,2004,9281.075355
4989,520,2004,168.051662
4990,520,2004,417.638592
4991,520,2004,262.419805
4992,520,2004,284.618429
4993,540,2004,117.89171
4994,540,2004,152.18281
4995,540,2004,104.939872
4996,520,2004,40.586608
4997,540,2004,110.103865
4998,520,2004,395.210059
4999,540,2004,138.71728
5000,540,2004,216.264795
8002,580,2004,577.122172
8003,430,2004,646.90714
8004,540,2004,36.872466
8005,540,2004,29.66064
8006,520,2004,439.239948
8007,520,2004,646.399967
8008,540,2004,30.259726
8009,520,2004,990.316447
8010,520,2004,1659.205876
8011,540,2004,17.099292
8012,540,2004,20.26068
8013,540,2004,85.772118
8014,540,2004,25.813438
8015,520,2004,540.582309
8016,520,2004,78.214281
8017,520,2004,1373.399673
8018,520,2004,142.794439
8019,520,2004,236.373458
8020,520,2004,427.586975
8021,540,2004,31.13683
8022,520,2004,57.009344
8023,520,2004,353.472531
8024,520,2004,475.468228
8025,520,2004,555.379101
8026,580,2004,353.548899
8027,520,2004,149.29891
8028,520,2004,1041.503646
8029,540,2004,108.862852
8030,520,2004,779.085979
8031,520,2004,15.602288
8032,520,2004,676.103696
8033,430,2004,734.095998
8034,520,2004,277.743621
8035,540,2004,115.927288
8036,540,2004,134.42577
8037,520,2004,583.862318
8038,520,2004,264.90066
8039,540,2004,35.666076
8040,520,2004,29.054701
8041,540,2004,28.364566
8042,520,2004,288.179057
8043,520,2004,198.15872
8044,430,2004,49.661469
8045,540,2004,72.69034
8046,540,2004,355.387424
8047,430,2004,53.14462
8048,430,2004,407.672164
8049,520,2004,340.272281
8050,520,2004,89.618301
8051,540,2004,152.981827
8052,540,2004,188.579668
8053,430,2004,258.240862
8054,520,2004,481.534135
8055,540,2004,52.036854
8056,520,2004,681.502265
8057,520,2004,211.836025
8058,520,2004,946.077885
8059,540,2004,35.00854
8060,540,2004,26.327425
8061,520,2004,15.271086
8062,540,2004,42.14736
8063,520,2004,14.430034
8064,520,2004,218.073701
8065,540,2004,50.355161
8066,430,2004,757.940378
8067,520,2004,16.971709
8068,520,2004,19.084524
8069,540,2004,60.062021
8070,520,2004,1683.379246
8071,520,2004,295.484753
8072,520,2004,51.226681
8073,540,2004,41.926557
8074,520,2004,331.157256
8075,580,2004,48.943705
8076,430,2004,205.730439
8077,520,2004,1396.680628
8078,540,2004,24.719701
8079,520,2004,441.278866
8080,520,2004,808.23608
8081,430,2004,696.779101
8082,520,2004,495.462758
8083,540,2004,38.503372
8084,540,2004,228.419546
8085,540,2004,20.020557
8086,520,2004,35.745646
8087,520,2004,436.935221
8088,520,2004,827.732617
8089,540,2004,323.613728
8090,520,2004,239.01768
8091,580,2004,338.031209
8092,520,2004,1400.633784
8093,520,2004,158.690476
8094,470,2004,300.576512
8095,430,2004,101.24023
8096,520,2004,1166.622717
8097,430,2004,61.934744
8098,580,2004,12.952014
8099,540,2004,69.917374
8100,540,2004,5.378539
8101,520,2004,39.438916
8102,520,2004,497.210375
8103,540,2004,62.756864
8104,520,2004,1182.210274
8105,540,2004,207.419963
8106,520,2004,169.70352
8107,580,2004,97.311088
8108,540,2004,283.557469
8109,540,2004,287.307684
8110,520,2004,1621.623033
8111,430,2004,401.962263
8112,580,2004,163.412443
8113,430,2004,115.978749
8114,520,2004,575.79959
8115,540,2004,110.820573
8116,540,2004,151.222937
8117,520,2004,269.891271
8118,520,2004,393.753869
8119,520,2004,919.710007
8120,540,2004,90.056929
8121,520,2004,133.582655
8122,520,2004,795.83408
8123,540,2004,45.943762
8124,430,2004,549.00998
8125,520,2004,271.422647
8126,540,2004,286.667659
8127,540,2004,92.396776
8128,540,2004,21.435167
8129,540,2004,168.450759
8130,540,2004,21.289787
8131,520,2004,110.300005
8132,520,2004,375.400779
8133,520,2004,613.717955
8134,520,2004,1112.977732
8135,540,2004,103.604045
8136,540,2004,257.562054
8137,520,2004,60.198735
8138,540,2004,102.183043
8139,520,2004,363.113403
8140,520,2004,1105.161045
8141,520,2004,139.227351
8142,520,2004,19.295097
8143,520,2004,405.660598
8144,540,2004,26.76378
8145,540,2004,343.255891
8146,520,2004,116.448631
8147,520,2004,109.530171
8148,540,2004,27.856237
8149,520,2004,248.741938
8150,520,2004,257.208894
8151,540,2004,102.728212
8152,520,2004,3811.408215
8153,520,2004,374.675686
8154,520,2004,223.958904
8155,520,2004,232.972701
8156,520,2004,71.7048
8157,580,2004,121.476058
8158,520,2004,1665.403818
8159,540,2004,11.935004
8160,540,2004,130.137175
8161,520,2004,405.049373
8162,520,2004,1517.303287
8163,520,2004,1707.880879
8164,520,2004,43.663544
8165,520,2004,638.891583
8166,540,2004,83.787051
8167,520,2004,1625.567516
8168,520,2004,777.735379
8169,520,2004,103.776189
8170,520,2004,262.655344
8171,520,2004,135.47628
8172,520,2004,784.04778
8173,540,2004,42.276034
8174,520,2004,62.594182
8175,520,2004,126.724799
8176,520,2004,502.686964
8177,540,2004,46.044158
8178,520,2004,301.729655
8179,540,2004,96.939913
8180,540,2004,26.227723
8181,540,2004,76.792529
8182,540,2004,112.017655
8183,520,2004,967.394995
8184,540,2004,222.90057
8185,580,2004,27.821482
8186,540,2004,77.037221
8187,430,2004,10.043616
8188,540,2004,114.758951
8189,520,2004,575.389861
8190,520,2004,1811.786372
8191,520,2004,213.921267
8192,520,2004,259.777439
8193,540,2004,109.909191
8194,520,2004,373.358161
8195,540,2004,135.744986
8196,520,2004,378.15523
8197,520,2004,493.287418
8198,540,2004,121.231224
8199,520,2004,92.494105
8200,520,2004,1740.564688
8201,520,2004,270.163138
8202,520,2004,293.17987
8203,540,2004,26.743603
8204,540,2004,18.507819
8205,540,2004,112.189365
8206,520,2004,933.417932
8207,520,2004,321.502341
8208,520,2004,1223.009561
8209,430,2004,39.489654
8210,520,2004,232.146268
8211,540,2004,87.758125
8212,520,2004,106.508585
8213,520,2004,513.039815
8214,430,2004,993.143346
8215,540,2004,89.052114
8216,520,2004,196.875971
8217,520,2004,217.442461
8218,520,2004,158.390804
8219,520,2004,181.580582
8220,520,2004,177.375148
8221,520,2004,939.993378
8222,520,2004,368.445685
8223,520,2004,463.190343
8224,520,2004,219.16385
8225,520,2004,572.159736
8226,540,2004,87.613078
8227,520,2004,243.171701
8228,520,2004,302.108189
8229,430,2004,227.205094
8230,520,2004,693.36302
8231,520,2004,906.777991
8232,540,2004,31.62763
8233,520,2004,1266.521597
8234,520,2004,976.823203
8235,520,2004,808.903614
8236,520,2004,37.916602
8237,520,2004,850.803369
8238,520,2004,660.964371
8239,520,2004,979.443969
8240,520,2004,103.360731
8241,540,2004,269.363811
8242,520,2004,175.012599
8243,520,2004,280.392994
8244,520,2004,475.271916
8245,520,2004,30.991673
8246,540,2004,61.896423
8247,430,2004,188.412374
8248,520,2004,262.735788
8249,520,2004,1265.318258
8250,520,2004,110.961825
8251,520,2004,49.900729
8252,520,2004,63.695922
8253,520,2004,649.927707
8254,520,2004,1505.377749
8255,580,2004,427.555264
8256,540,2004,106.225526
8257,520,2004,20.025836
8258,520,2004,115.931763
8259,520,2004,577.721388
8260,520,2004,224.194866
8261,520,2004,1009.504216
8262,520,2004,437.308758
8263,520,2004,218.520988
8264,520,2004,24.299789
8265,520,2004,1503.141264
8266,520,2004,876.623825
8267,520,2004,221.343253
8268,520,2004,456.908087
8269,520,2004,287.697576
8270,520,2004,806.145747
8271,520,2004,671.825716
8272,520,2004,210.73474
8273,520,2004,139.949516
8274,520,2004,178.597485
8275,520,2004,332.642184
8276,520,2004,1511.967215
8277,540,2004,50.105581
8278,520,2004,14.221609
8279,520,2004,60.026432
8280,520,2004,684.271336
8281,520,2004,180.308714
8282,520,2004,38.924161
8283,520,2004,2550.75711
8284,540,2004,4.148679
8285,520,2004,40.37295
8286,520,2004,416.380816
8287,540,2004,81.700536
8288,520,2004,636.075311
8289,520,2004,779.911582
8290,540,2004,4.284074
8291,430,2004,235.717535
8292,540,2004,308.633531
8293,540,2004,221.359932
8294,520,2004,786.275781
8295,520,2004,629.753612
8296,520,2004,247.696799
8297,520,2004,124.540552
8298,540,2004,83.882618
8299,520,2004,668.535664
8300,520,2004,71.761607
8301,540,2004,33.322363
8302,520,2004,540.895042
8303,520,2004,41.776109
8304,540,2004,93.853145
8305,520,2004,230.42122
8306,540,2004,96.02761
8307,520,2004,576.615934
8308,520,2004,1263.078332
8309,520,2004,25.382214
8310,520,2004,229.546063
8311,520,2004,768.133295
8312,520,2004,1154.113913
8313,520,2004,741.439612
8314,520,2004,2444.124559
8315,520,2004,1390.795584
8316,540,2004,32.925089
8317,520,2004,587.014904
8318,540,2004,60.985966
8319,520,2004,310.403606
8320,540,2004,82.036904
8321,520,2004,675.332031
8322,430,2004,722.312169
8323,520,2004,1178.152039
8324,580,2004,121.290531
8325,520,2004,289.473339
8326,520,2004,9.548731
8327,540,2004,69.391402
8328,520,2004,1400.251158
8329,520,2004,180.116
8330,520,2004,24.796007
8331,520,2004,449.880413
8332,520,2004,368.780514
8333,540,2004,216.787356
8334,520,2004,90.895915
8335,540,2004,33.661915
8336,520,2004,2211.119481
8337,520,2004,494.519263
8338,520,2004,107.971579
8339,520,2004,393.18505
8340,520,2004,816.474561
8341,520,2004,548.165041
8342,520,2004,243.247888
8343,520,2004,1422.58514
8344,520,2004,194.793539
8345,520,2004,375.043136
8346,430,2004,386.539786
8347,540,2004,38.479843
8348,540,2004,70.034793
8349,520,2004,106.123004
8350,520,2004,82.12752
8351,520,2004,285.083225
8352,540,2004,32.989017
8353,520,2004,1249.25849
8354,580,2004,44.581706
8355,520,2004,306.80408
8356,520,2004,282.233437
8357,520,2004,309.532391
8358,520,2004,1869.722517
8359,520,2004,143.169338
8360,520,2004,872.157149
8361,540,2004,110.270088
8362,520,2004,1253.044843
8363,540,2004,102.492866
8364,520,2004,310.924631
8365,520,2004,111.873747
8366,520,2004,415.073458
8367,520,2004,346.213105
8368,540,2004,61.539397
8369,580,2004,138.618047
8370,520,2004,451.997155
8371,540,2004,13.654916
8372,520,2004,177.087191
8373,520,2004,1025.472747
8374,540,2004,79.055259
8375,520,2004,946.658689
8376,520,2004,56.453123
8377,540,2004,80.104767
8378,520,2004,23.192748
8379,520,2004,315.985391
8380,540,2004,64.783511
8381,540,2004,161.861322
8382,520,2004,230.333509
8383,520,2004,308.651985
8384,430,2004,378.279191
8385,520,2004,458.663272
8386,520,2004,1197.442168
8387,520,2004,981.078686
8388,540,2004,63.315015
8389,520,2004,91.64785
8390,520,2004,403.585458
8391,520,2004,717.001554
8392,520,2004,316.705247
8393,540,2004,33.842921
8394,540,2004,72.839409
8395,540,2004,197.600591
8396,520,2004,1104.093172
8397,520,2004,1424.676819
8398,540,2004,53.321148
8399,520,2004,219.131631
8400,540,2004,22.412988
8401,430,2004,561.865001
8402,520,2004,811.305885
8403,520,2004,40.145965
8404,540,2004,44.50568
8405,430,2004,380.14472
8406,520,2004,858.352217
8407,520,2004,261.836752
8408,540,2004,273.74131
8409,540,2004,15.994467
8410,540,2004,37.687091
8411,520,2004,1068.553393
8412,520,2004,993.742498
8413,520,2004,82.745543
8414,520,2004,1687.05302
8415,520,2004,1571.95951
8416,540,2004,463.767581
8417,430,2004,858.095234
8418,520,2004,338.984213
8419,520,2004,584.295154
8420,520,2004,1268.060532
8421,430,2004,340.421305
8422,520,2004,1145.154175
8423,540,2004,93.527228
8424,520,2004,18.806705
8425,540,2004,164.462304
8426,520,2004,262.985074
8427,520,2004,12.931191
8428,520,2004,264.324763
8429,520,2004,60.499124
8430,520,2004,184.468059
8431,520,2004,195.401411
8432,520,2004,449.802863
8433,520,2004,221.343141
8434,580,2004,22.637138
8435,540,2004,235.637986
8436,540,2004,74.750883
8437,520,2004,1768.473913
8438,520,2004,192.520924
8439,520,2004,690.066946
8440,540,2004,57.298622
8441,520,2004,407.376191
8442,520,2004,128.262434
8443,520,2004,376.12623
8444,520,2004,24.190839
8445,520,2004,419.361545
8446,540,2004,82.07132
8447,520,2004,716.148084
8448,520,2004,60.789108
8449,540,2004,57.618434
8450,520,2004,658.944422
8451,540,2004,59.141043
8452,520,2004,373.512165
8453,580,2004,269.087195
8454,520,2004,228.92527
8455,520,2004,80.291678
8456,520,2004,1904.09934
8457,520,2004,622.766338
8458,580,2004,15.161072
8459,520,2004,266.317227
8460,520,2004,59.102812
8461,540,2004,36.646802
8462,520,2004,260.61362
8463,540,2004,45.455305
8464,520,2004,2111.910767
8465,520,2004,1105.752892
8466,540,2004,36.358201
8467,520,2004,170.729624
8468,520,2004,840.311346
8469,520,2004,198.056025
8470,520,2004,20.696038
8471,430,2004,410.751899
8472,520,2004,234.36656
8473,520,2004,60.113318
8474,520,2004,80.306022
8475,540,2004,42.141176
8476,540,2004,267.85755
8477,520,2004,468.979982
8478,520,2004,98.67318
8479,520,2004,185.057724
8480,540,2004,55.617119
8481,520,2004,165.373211
8482,540,2004,41.146078
8483,520,2004,94.432149
8484,520,2004,576.545901
8485,520,2004,911.911779
8486,520,2004,379.401669
8487,430,2004,52.501121
8488,520,2004,446.015704
8489,540,2004,65.486626
8490,520,2004,990.830459
8491,520,2004,386.582951
8492,520,2004,15.17905
8493,520,2004,104.976599
8494,430,2004,385.375113
8495,520,2004,482.958262
8496,540,2004,91.187002
8497,520,2004,621.110276
8498,540,2004,29.249159
8499,580,2004,86.397972
8500,540,2004,69.391762
8501,520,2004,398.439097
8502,520,2004,114.69931
8503,520,2004,988.564478
8504,520,2004,39.902838
8505,520,2004,250.997117
8506,520,2004,47.550988
8507,520,2004,130.765191
8508,520,2004,706.400445
8509,520,2004,83.827491
8510,520,2004,1570.315463
8511,520,2004,169.638071
8512,540,2004,27.594001
8513,520,2004,363.339139
8514,520,2004,548.770636
8515,520,2004,2822.466594
8516,540,2004,94.607621
8517,520,2004,271.889268
8518,520,2004,310.197387
8519,540,2004,62.669129
8520,520,2004,605.89272
8521,580,2004,82.711988
8522,540,2004,51.18679
8523,520,2004,474.309546
8524,540,2004,50.962213
8525,580,2004,12.690141
8526,520,2004,129.113039
8527,520,2004,658.115217
8528,430,2004,144.122324
8529,520,2004,594.778352
8530,520,2004,243.815361
8531,520,2004,608.753112
8532,430,2004,371.421565
8533,430,2004,1056.227013
8534,520,2004,1356.159706
8535,520,2004,247.572147
8536,430,2004,423.450755
8537,520,2004,48.288816
8538,520,2004,243.621406
8539,520,2004,1094.101868
8540,520,2004,168.211958
8541,520,2004,60.076722
8542,520,2004,280.004471
8543,520,2004,214.552157
8544,540,2004,39.791122
8545,580,2004,77.198045
8546,520,2004,225.924118
8547,520,2004,1128.30559
8548,430,2004,24.954976
8549,520,2004,1256.906439
8550,540,2004,43.754241
8551,540,2004,576.455362
8552,520,2004,1114.098342
8553,540,2004,199.126404
8554,520,2004,1117.629753
8555,520,2004,990.815539
8556,520,2004,272.617083
8557,540,2004,911.183101
8558,540,2004,47.459128
8559,540,2004,52.007053
8560,540,2004,31.787294
8561,520,2004,414.190495
8562,540,2004,127.44393
8563,540,2004,291.683302
8564,520,2004,3007.971731
8565,540,2004,176.769357
8566,520,2004,1463.726521
8567,520,2004,741.520585
8568,520,2004,191.17673
8569,540,2004,93.615747
8570,520,2004,447.680643
8571,430,2004,496.899157
8572,520,2004,164.962052
8573,520,2004,61.147859
8574,540,2004,113.371889
8575,520,2004,490.634037
8576,540,2004,189.311977
8577,520,2004,622.306384
8578,520,2004,1281.58607
8579,520,2004,150.49782
8580,540,2004,21.456669
8581,520,2004,594.539331
8582,520,2004,85.041211
8583,520,2004,826.41517
8584,580,2004,152.661022
8585,520,2004,580.986861
8586,520,2004,262.159553
8587,590,2004,101.941953
8588,520,2004,386.507837
8589,520,2004,294.640875
8590,520,2004,150.144198
8591,540,2004,24.084381
8592,520,2004,8.967247
8593,430,2004,389.513994
8594,540,2004,123.518612
8595,520,2004,1712.278711
8596,540,2004,128.964049
8597,520,2004,505.008795
8598,520,2004,1173.231749
8599,540,2004,60.863052
8600,520,2004,421.550797
8601,520,2004,455.581585
8602,520,2004,835.068892
8603,520,2004,331.691347
8604,520,2004,241.525554
8605,520,2004,328.596152
8606,520,2004,104.28053
8607,520,2004,570.689583
8608,540,2004,75.874665
8609,520,2004,10.399159
8610,540,2004,41.221428
8611,520,2004,216.271167
8612,430,2004,279.229271
8613,520,2004,435.945111
8614,520,2004,311.745697
8615,540,2004,109.589622
8616,520,2004,368.350498
8617,520,2004,82.788861
8618,520,2004,25.318301
8619,540,2004,31.378443
8620,520,2004,399.335655
8621,520,2004,945.362626
8622,540,2004,32.441423
8623,520,2004,806.113176
8624,540,2004,70.414027
8625,540,2004,22.701936
8626,540,2004,85.44801
8627,540,2004,135.024624
8628,520,2004,777.973423
8629,520,2004,286.083241
8630,580,2004,106.019554
8631,540,2004,52.490837
8632,520,2004,130.027799
8633,520,2004,458.999106
8634,540,2004,59.071182
8635,520,2004,139.781598
8636,520,2004,1164.295878
8637,520,2004,98.940401
8638,520,2004,983.400057
8639,520,2004,2629.852919
8640,540,2004,48.866826
8641,520,2004,19.088634
8642,430,2004,122.23235
8643,520,2004,14.666707
8644,520,2004,362.162668
8645,520,2004,853.461976
8646,540,2004,173.007223
8647,540,2004,82.165456
8648,520,2004,952.978319
8649,430,2004,126.284199
8650,430,2004,70.510614
8651,520,2004,289.476941
8652,520,2004,428.830362
8653,520,2004,39.623992
8654,540,2004,32.286585
8655,520,2004,175.508077
8656,430,2004,229.983891
8657,520,2004,1293.590584
8658,520,2004,326.902915
8659,520,2004,8.103169
8660,520,2004,1114.859592
8661,520,2004,90.251488
8662,540,2004,35.855065
8663,520,2004,224.709938
8664,430,2004,672.923336
8665,520,2004,1287.53114
8666,540,2004,402.994584
8667,520,2004,132.333378
8668,520,2004,295.876092
8669,520,2004,1433.330859
8670,520,2004,685.716556
8671,520,2004,749.600497
8672,520,2004,608.233448
8673,520,2004,66.033332
8674,430,2004,322.004134
8675,520,2004,273.70195
8676,520,2004,456.499278
8677,520,2004,75.752694
8678,520,2004,426.060013
8679,430,2004,296.202921
8680,540,2004,33.230419
8681,520,2004,882.944644
8682,520,2004,584.947688
8683,520,2004,292.620341
8684,520,2004,845.835783
8685,590,2004,59.091981
8686,520,2004,909.074929
8687,520,2004,556.319298
8688,520,2004,528.965322
8689,520,2004,518.369403
8690,520,2004,30.847336
8691,520,2004,405.218874
8692,540,2004,34.067713
8693,430,2004,400.074263
8694,520,2004,840.690443
8695,540,2004,125.800777
8696,520,2004,1830.793136
8697,520,2004,154.355722
8698,580,2004,8.680983
8699,520,2004,60.914087
8700,540,2004,51.784931
8701,430,2004,1639.707775
8702,520,2004,44.864273
8703,430,2004,676.40188
8704,430,2004,471.220984
8705,520,2004,643.261789
8706,520,2004,46.922281
8707,520,2004,802.934608
8708,520,2004,1243.330228
8709,520,2004,1523.528175
8710,520,2004,616.472632
8711,520,2004,1066.600804
8712,430,2004,268.351362
8713,520,2004,1447.326549
8714,430,2004,1427.645927
8715,430,2004,387.749052
8716,580,2004,25.569503
8717,520,2004,235.887266
8718,520,2004,36.654117
8719,520,2004,1201.923173
8720,520,2004,591.840777
8721,540,2004,52.398181
8722,430,2004,433.794404
8723,540,2004,122.617599
8724,520,2004,485.208107
8725,580,2004,11.090335
8726,520,2004,18.667265
8727,430,2004,303.212827
8728,520,2004,426.994329
8729,540,2004,119.259034
8730,520,2004,1514.192169
8731,540,2004,36.731039
8732,520,2004,1730.140653
8733,540,2004,50.936874
8734,540,2004,302.751394
8735,520,2004,688.342295
8736,520,2004,217.584341
8737,540,2004,101.745893
8738,540,2004,172.543396
8739,540,2004,7.890896
8740,520,2004,599.430711
8741,520,2004,245.97383
8742,540,2004,26.736007
8743,520,2004,625.715214
8744,520,2004,2299.915474
8745,540,2004,54.303175
8746,520,2004,291.231188
8747,540,2004,15.839417
8748,520,2004,416.637264
8749,520,2004,501.283108
8750,520,2004,403.239543
8751,520,2004,539.132623
8752,520,2004,471.582913
8753,520,2004,282.549819
8754,520,2004,888.396081
8755,540,2004,34.391604
8756,540,2004,62.404129
8757,540,2004,202.221426
8758,520,2004,2247.73847
8759,520,2004,917.617245
8760,540,2004,34.728931
8761,520,2004,207.598062
8762,520,2004,672.034268
8763,520,2004,720.571331
8764,520,2004,224.143077
8765,520,2004,241.810089
8766,520,2004,208.836427
8767,520,2004,581.028458
8768,520,2004,13.550106
8769,540,2004,100.141683
8770,430,2004,296.189934
8771,520,2004,38.159321
8772,420,2004,173.833557
8773,540,2004,96.641642
8774,520,2004,67.081928
8775,520,2004,625.820906
8776,520,2004,24.580239
8777,430,2004,280.958546
8778,520,2004,329.68786
8779,520,2004,183.849424
8780,540,2004,179.35435
8781,520,2004,60.312898
8782,520,2004,50.821601
8783,520,2004,1393.658835
8784,540,2004,208.622762
8785,520,2004,1248.572158
8786,520,2004,830.955504
8787,540,2004,101.410927
8788,520,2004,435.892904
8789,540,2004,31.992232
8790,540,2004,39.775501
8791,540,2004,65.426202
8792,520,2004,919.105882
8793,520,2004,1066.005789
8794,520,2004,36.014802
8795,520,2004,143.050514
8796,520,2004,2257.378434
8797,520,2004,1413.691644
8798,520,2004,768.644975
8799,520,2004,310.033579
8800,520,2004,802.708426
8801,520,2004,82.71562
