X,Y,objectid,id_1,buff_dist,orig_fid,created_user,created_date,last_edited_user,last_edited_date,cid,st_area_shape_,st_length_shape_
-79.9883550216,40.437811207800003,87,TS327,40,87,,,SDE,2015-08-11T14:08:37.000Z,225,0,0
-79.964870498099998,40.448777451300003,88,TS561,40,88,,,SDE,2015-08-11T14:08:43.000Z,550,0,0
-80.027180855,40.446008466199999,89,TS664,40,89,,,SDE,2015-08-11T14:08:44.000Z,599,0,0
-79.978444935900001,40.454904508699997,90,TS504,40,90,,,SDE,2015-08-11T14:08:39.000Z,322,0,0
-79.957625830599994,40.441090212699997,91,TS54,40,91,,,SDE,2015-08-11T14:08:36.000Z,175,0,0
-79.97776092,40.454342436200001,92,TS585,40,92,,,SDE,2015-08-11T14:08:39.000Z,323,0,0
-79.945231366800002,40.465296984399998,93,TS462,40,93,,,SDE,2015-08-11T14:08:40.000Z,370,0,0
-79.977899874100004,40.447340632299998,94,TS413,40,94,,,SDE,2015-08-11T14:08:43.000Z,577,0,0
-79.997699616099993,40.438042473400003,95,TS362,40,95,,,SDE,2015-08-11T14:08:38.000Z,276,0,0
-79.922927398400006,40.4369739869,96,TS256,40,96,,,SDE,2015-08-11T14:08:35.000Z,115,0,0
-79.958473654299993,40.448449116100001,97,TS555,40,97,,,SDE,2015-08-11T14:08:42.000Z,525,0,0
-79.927494114400005,40.431022405199997,98,TS510,40,98,,,SDE,2015-08-11T14:08:35.000Z,110,0,0
-79.94372885,40.4588117041,99,TS634,40,99,,,SDE,2015-08-11T14:08:37.000Z,208,0,0
-79.9430018021,40.444647194700003,100,TS332,40,100,,,SDE,2015-08-11T14:08:36.000Z,148,0,0
-79.998362827899996,40.437063618499998,101,TS24,40,101,,,SDE,2015-08-11T14:08:37.000Z,236,0,0
-79.9822814833,40.452263605200002,102,TS503,40,102,,,SDE,2015-08-11T14:08:39.000Z,320,0,0
-79.939639859899998,40.4566268393,103,TS49,40,103,,,SDE,2015-08-11T14:08:37.000Z,209,0,0
-80.0037535676,40.377878813400002,104,TS441,40,104,,,SDE,2015-08-11T14:08:40.000Z,412,0,0
-79.916115123300003,40.427916327200002,105,TS95,40,105,,,SDE,2015-08-11T14:08:35.000Z,103,0,0
-79.917776411,40.444326315700003,106,TS97,40,106,,,SDE,2015-08-11T14:08:34.000Z,47,0,0
-79.945564712700005,40.444550100900003,107,TS633,40,107,,,SDE,2015-08-11T14:08:44.000Z,595,0,0
-80.0199685268,40.3937158568,108,TS155,40,108,,,SDE,2015-08-11T14:08:41.000Z,426,0,0
-80.051887170900002,40.462744082100002,109,TS199,40,109,,,SDE,2015-08-11T14:08:41.000Z,455,0,0
-80.002625053700001,40.437403904699998,110,TS354,40,110,,,SDE,2015-08-11T14:08:38.000Z,274,0,0
-79.9864479477,40.417602309400003,111,TS43,40,111,,,SDE,2015-08-11T14:08:40.000Z,400,0,0
-79.907922202199998,40.4615998895,112,TS445,40,112,,,SDE,2015-08-11T14:08:34.000Z,54,0,0
-80.034359627499995,40.440199818700002,113,TS478,40,113,,,SDE,2015-08-11T14:08:41.000Z,444,0,0
-80.006632351899995,40.455449362300001,114,TS294,40,114,,,SDE,2015-08-11T14:08:42.000Z,496,0,0
-79.974729812899994,40.427494062199997,115,TS517,40,115,,,SDE,2015-08-11T14:08:40.000Z,391,0,0
-79.933359587699996,40.389795626400002,116,TS381,40,116,,,SDE,2015-08-11T14:08:43.000Z,571,0,0
-80.015573957699999,40.456796953599998,117,TS144,40,117,,,SDE,2015-08-11T14:08:41.000Z,473,0,0
-79.963541201699996,40.426386913100004,118,TS658,40,118,,,SDE,2015-08-11T14:08:43.000Z,574,0,0
-80.012608802200006,40.454334050500002,119,TS464,40,119,,,SDE,2015-08-11T14:08:41.000Z,470,0,0
-80.006775274800006,40.433830573599998,120,TS598,40,120,,,SDE,2015-08-11T14:08:43.000Z,542,0,0
-79.947813789700007,40.462863416099999,121,TS277,40,121,,,SDE,2015-08-11T14:08:39.000Z,342,0,0
-80.01777978699999,40.408448585800002,122,TS192,40,122,,,SDE,2015-08-11T14:08:40.000Z,419,0,0
-80.025124529600006,40.449731047699998,123,TS453,40,123,,,SDE,2015-08-11T14:08:41.000Z,459,0,0
-79.982457311399997,40.451127795200001,124,TS439,40,124,,,SDE,2015-08-11T14:08:39.000Z,318,0,0
-79.9762355708,40.445306525100001,125,TS212,40,125,,,SDE,2015-08-11T14:08:43.000Z,551,0,0
-79.8903801843,40.455032709900003,126,TS105,40,126,,,SDE,2015-08-11T14:08:33.000Z,16,0,0
-80.053773288,40.427938247599997,127,TS480,40,127,,,SDE,2015-08-11T14:08:41.000Z,452,0,0
-79.956438303599995,40.441949004199998,128,TS131,40,128,,,SDE,2015-08-11T14:08:36.000Z,179,0,0
-79.992388232699994,40.445763254500001,129,TS500,40,129,,,SDE,2015-08-11T14:08:39.000Z,314,0,0
-80.004719804499999,40.440040637,130,TS539,40,130,,,SDE,2015-08-11T14:08:39.000Z,312,0,0
-79.965179317299999,40.443255448099997,131,TS618,40,131,,,SDE,2015-08-11T14:08:36.000Z,190,0,0
-79.957816947200001,40.4300216918,132,TS644,40,132,,,SDE,2015-08-11T14:08:35.000Z,138,0,0
-80.006140656400007,40.453941172599997,133,TS236,40,133,,,SDE,2015-08-11T14:08:42.000Z,497,0,0
-79.997115024899998,40.436581104,134,TS514,40,134,,,SDE,2015-08-11T14:08:38.000Z,305,0,0
-79.990977256099995,40.442806711499998,135,TS55,40,135,,,SDE,2015-08-11T14:08:37.000Z,242,0,0
-79.994906387399993,40.3850024555,136,TS457,40,136,,,SDE,2015-08-11T14:08:40.000Z,410,0,0
-79.933818901699993,40.4583514244,137,TS72,40,137,,,SDE,2015-08-11T14:08:42.000Z,517,0,0
-79.998345535400006,40.443742466400003,138,TS479,40,138,,,SDE,2015-08-11T14:08:38.000Z,297,0,0
-79.922076888800007,40.461663512800001,139,TS153,40,139,,,SDE,2015-08-11T14:08:34.000Z,80,0,0
-80.041079273799994,40.480067075699999,140,TS187,40,140,,,SDE,2015-08-11T14:08:42.000Z,483,0,0
-79.994874800800005,40.440427354,141,TS581,40,141,,,SDE,2015-08-11T14:08:37.000Z,247,0,0
-79.982047133500004,40.428835017700003,142,TS198,40,142,,,SDE,2015-08-11T14:08:40.000Z,380,0,0
-79.877686037100005,40.457093712400003,143,TS371,40,143,,,SDE,2015-08-11T14:08:33.000Z,8,0,0
-79.999888003799995,40.438211918900002,144,TS538,40,144,,,SDE,2015-08-11T14:08:38.000Z,311,0,0
-79.935060373400006,40.461608797899999,145,TS375,40,145,,,SDE,2015-08-11T14:08:39.000Z,347,0,0
-79.998722323799996,40.436555412799997,146,TS320,40,146,,,SDE,2015-08-11T14:08:38.000Z,264,0,0
-79.998995189799999,40.445144899900001,147,TS343,40,147,,,SDE,2015-08-11T14:08:38.000Z,280,0,0
-79.923484865,40.429737932800002,148,TS359,40,148,,,SDE,2015-08-11T14:08:35.000Z,106,0,0
-79.937623947,40.461898219600002,149,TS5,40,149,,,SDE,2015-08-11T14:08:39.000Z,346,0,0
-79.991110727700004,40.408745250899997,150,TS166,40,150,,,SDE,2015-08-11T14:08:40.000Z,402,0,0
-80.013413469900001,40.450596323399999,151,TS622,40,151,,,SDE,2015-08-11T14:08:41.000Z,467,0,0
-79.931216865899998,40.445628161,152,TS101,40,152,,,SDE,2015-08-11T14:08:35.000Z,129,0,0
-80.018941335600005,40.440675887399998,153,TS635,40,153,,,SDE,2015-08-11T14:08:43.000Z,539,0,0
-79.998212986200002,40.439050952599999,154,TS228,40,154,,,SDE,2015-08-11T14:08:37.000Z,251,0,0
-79.952723963899999,40.448358310899998,155,TS75,40,155,,,SDE,2015-08-11T14:08:36.000Z,195,0,0
-79.952306762099994,40.4661423298,156,TS357,40,156,,,SDE,2015-08-11T14:08:39.000Z,337,0,0
-79.985140315099997,40.437657711100002,157,TS334,40,157,,,SDE,2015-08-11T14:08:37.000Z,227,0,0
-79.918975352900006,40.435311328799997,158,TS83,40,158,,,SDE,2015-08-11T14:08:35.000Z,120,0,0
-79.998049267400006,40.437521590099998,159,TS389,40,159,,,SDE,2015-08-11T14:08:38.000Z,285,0,0
-79.960274508699996,40.440459949599997,160,TS257,40,160,,,SDE,2015-08-11T14:08:36.000Z,171,0,0
-80.035820180399995,40.484311374199997,161,TS114,40,161,,,SDE,2015-08-11T14:08:41.000Z,480,0,0
-80.011412587600006,40.493045890700003,162,TS291,40,162,,,SDE,2015-08-11T14:08:42.000Z,486,0,0
-79.979833941500004,40.464775610399997,163,TS397,40,163,,,SDE,2015-08-11T14:08:40.000Z,371,0,0
-80.011248820199995,40.474949911400003,164,TS455,40,164,,,SDE,2015-08-11T14:08:43.000Z,583,0,0
-79.902224095799994,40.455693239200002,165,TS393,40,165,,,SDE,2015-08-11T14:08:34.000Z,44,0,0
-80.002277391299998,40.448626433699999,166,TS379,40,166,,,SDE,2015-08-11T14:08:43.000Z,568,0,0
-79.967209289799996,40.461592818299998,167,TS396,40,167,,,SDE,2015-08-11T14:08:39.000Z,330,0,0
-79.964730731,40.466195094600003,168,TS186,40,168,,,SDE,2015-08-11T14:08:39.000Z,332,0,0
-79.926007582300002,40.444021889399998,169,TS476,40,169,,,SDE,2015-08-11T14:08:35.000Z,127,0,0
-79.977728214099997,40.4276687423,170,TS516,40,170,,,SDE,2015-08-11T14:08:40.000Z,390,0,0
-80.008731168599994,40.451987419,171,TS42,40,171,,,SDE,2015-08-11T14:08:42.000Z,528,0,0
-79.997400521200007,40.421647772500002,172,TS104,40,172,,,SDE,2015-08-11T14:08:40.000Z,397,0,0
-79.896297847900001,40.457396512899997,173,TS367,40,173,,,SDE,2015-08-11T14:08:33.000Z,23,0,0
-79.897524893600007,40.454628178900002,174,TS392,40,174,,,SDE,2015-08-11T14:08:33.000Z,20,0,0
-79.951811651100002,40.463145669699998,175,TS285,40,175,,,SDE,2015-08-11T14:08:39.000Z,339,0,0
-79.927579742700004,40.423043104,176,TS96,40,176,,,SDE,2015-08-11T14:08:35.000Z,101,0,0
-79.932398790099995,40.4606783885,177,TS374,40,177,,,SDE,2015-08-11T14:08:39.000Z,348,0,0
-79.927784240600005,40.440901422700001,178,TS483,40,178,,,SDE,2015-08-11T14:08:35.000Z,123,0,0
-79.994662024099995,40.438946993899997,179,TS313,40,179,,,SDE,2015-08-11T14:08:38.000Z,261,0,0
-79.975892168200005,40.404375392200002,180,TS624,40,180,,,SDE,2015-08-11T14:08:42.000Z,531,0,0
-80.000891631299993,40.436719803899997,181,TS352,40,181,,,SDE,2015-08-11T14:08:38.000Z,275,0,0
-79.996055814100004,40.438227604600002,182,TS335,40,182,,,SDE,2015-08-11T14:08:38.000Z,268,0,0
-79.967484684499993,40.447104435599996,183,TS210,40,183,,,SDE,2015-08-11T14:08:43.000Z,549,0,0
-79.996460609400003,40.437581661,184,TS364,40,184,,,SDE,2015-08-11T14:08:38.000Z,277,0,0
-79.972643169299999,40.437694884899997,185,TS138,40,185,,,SDE,2015-08-11T14:08:37.000Z,222,0,0
-79.942309804700002,40.403711805699999,186,TS560,40,186,,,SDE,2015-08-11T14:08:35.000Z,92,0,0
-79.9565692834,40.443151589499998,187,TS316,40,187,,,SDE,2015-08-11T14:08:36.000Z,180,0,0
-79.986010340600004,40.441029548700001,188,TS209,40,188,,,SDE,2015-08-11T14:08:37.000Z,214,0,0
-79.999498343400006,40.4420996156,189,TS533,40,189,,,SDE,2015-08-11T14:08:38.000Z,310,0,0
-80.077671253899993,40.459345291299996,190,TS223,40,190,,,SDE,2015-08-11T14:08:41.000Z,454,0,0
-79.960910259,40.469795775900003,191,TS180,40,191,,,SDE,2015-08-11T14:08:39.000Z,355,0,0
-79.909788505199998,40.461056030400002,192,TS444,40,192,,,SDE,2015-08-11T14:08:34.000Z,53,0,0
-80.011386302,40.415035126100001,193,TS522,40,193,,,SDE,2015-08-11T14:08:41.000Z,437,0,0
-79.906932571400006,40.4532217661,194,TS254,40,194,,,SDE,2015-08-11T14:08:34.000Z,40,0,0
-79.953335395,40.443226936,195,TS120,40,195,,,SDE,2015-08-11T14:08:36.000Z,182,0,0
-79.912423618800005,40.454037467399999,196,TS310,40,196,,,SDE,2015-08-11T14:08:34.000Z,56,0,0
-79.938579689700006,40.427057757100002,197,TS11,40,197,,,SDE,2015-08-11T14:08:35.000Z,122,0,0
-80.008183369600005,40.448334420099997,198,TS549,40,198,,,SDE,2015-08-11T14:08:43.000Z,579,0,0
-79.969949029199995,40.460771997099997,199,TS506,40,199,,,SDE,2015-08-11T14:08:39.000Z,329,0,0
-79.9526597065,40.441809057199997,200,TS662,40,200,,,SDE,2015-08-11T14:08:44.000Z,590,0,0
-79.938607775600005,40.464561842800002,201,TS51,40,201,,,SDE,2015-08-11T14:08:34.000Z,62,0,0
-80.0048978138,40.450311939,202,TS237,40,202,,,SDE,2015-08-11T14:08:42.000Z,514,0,0
-79.944448764399993,40.454159719899998,203,TS215,40,203,,,SDE,2015-08-11T14:08:36.000Z,153,0,0
-79.951213808800006,40.482855151499997,204,TS178,40,204,,,SDE,2015-08-11T14:08:39.000Z,356,0,0
-79.919359125699998,40.438040598599997,205,TS337,40,205,,,SDE,2015-08-11T14:08:35.000Z,119,0,0
-79.990113106400003,40.403837437299998,206,TS167,40,206,,,SDE,2015-08-11T14:08:40.000Z,399,0,0
-80.000826606700002,40.440089075400003,207,TS342,40,207,,,SDE,2015-08-11T14:08:38.000Z,270,0,0
-79.927240319700005,40.463494627400003,208,TS37,40,208,,,SDE,2015-08-11T14:08:34.000Z,73,0,0
-79.944723273400001,40.411312500400001,209,TS394,40,209,,,SDE,2015-08-11T14:08:35.000Z,95,0,0
-80.021000546500005,40.447612433700002,210,TS669,40,210,,,SDE,2015-08-11T14:08:43.000Z,585,0,0
-79.952017765899996,40.451883533599997,211,TS208,40,211,,,SDE,2015-08-11T14:08:36.000Z,200,0,0
-79.997222718499998,40.4404479632,212,TS488,40,212,,,SDE,2015-08-11T14:08:38.000Z,299,0,0
-79.996802609699998,40.439393560200003,213,TS296,40,213,,,SDE,2015-08-11T14:08:37.000Z,257,0,0
-79.988609163099994,40.4294146119,214,TS125,40,214,,,SDE,2015-08-11T14:08:40.000Z,384,0,0
-80.029428010399997,40.444097371600002,215,TS520,40,215,,,SDE,2015-08-11T14:08:41.000Z,451,0,0
-79.961527217500006,40.4358364116,216,TS22,40,216,,,SDE,2015-08-11T14:08:35.000Z,140,0,0
-79.943050216800003,40.450876156699998,217,TS286,40,217,,,SDE,2015-08-11T14:08:36.000Z,151,0,0
-79.921024938200006,40.469689982,218,TS401,40,218,,,SDE,2015-08-11T14:08:34.000Z,77,0,0
-79.919902330699998,40.441815005199999,219,TS482,40,219,,,SDE,2015-08-11T14:08:35.000Z,125,0,0
-79.908275183499995,40.4742161008,220,TS419,40,220,,,SDE,2015-08-11T14:08:33.000Z,4,0,0
-79.995952508800002,40.382231053300004,221,TS442,40,221,,,SDE,2015-08-11T14:08:40.000Z,407,0,0
-80.0067515179,40.440841821,222,TS241,40,222,,,SDE,2015-08-11T14:08:37.000Z,253,0,0
-79.898199727800005,40.448152016199998,223,TS194,40,223,,,SDE,2015-08-11T14:08:33.000Z,30,0,0
-79.935502804500004,40.450634618,224,TS7,40,224,,,SDE,2015-08-11T14:08:36.000Z,162,0,0
-80.017069751400001,40.459655618500001,225,TS142,40,225,,,SDE,2015-08-11T14:08:41.000Z,474,0,0
-79.944077205,40.409989173100001,226,TS323,40,226,,,SDE,2015-08-11T14:08:35.000Z,94,0,0
-79.998646371299998,40.440085271299999,227,TS314,40,227,,,SDE,2015-08-11T14:08:38.000Z,262,0,0
-80.001637037099997,40.438878397,228,TS540,40,228,,,SDE,2015-08-11T14:08:39.000Z,313,0,0
-79.911621078300001,40.446843257799998,229,TS255,40,229,,,SDE,2015-08-11T14:08:33.000Z,36,0,0
-79.917405988900001,40.463446123899999,230,TS272,40,230,,,SDE,2015-08-11T14:08:34.000Z,83,0,0
-79.894535529400002,40.448012071800001,231,TS135,40,231,,,SDE,2015-08-11T14:08:33.000Z,28,0,0
-79.934777408599999,40.480588290699998,232,TS490,40,232,,,SDE,2015-08-11T14:08:39.000Z,361,0,0
-79.890743740600001,40.454100300199997,233,TS134,40,233,,,SDE,2015-08-11T14:08:33.000Z,15,0,0
-79.937155618399999,40.4884292327,234,TS185,40,234,,,SDE,2015-08-11T14:08:39.000Z,362,0,0
-79.958468777299998,40.441768377700001,235,TS53,40,235,,,SDE,2015-08-11T14:08:36.000Z,174,0,0
-79.995609543699999,40.444456477199999,236,TS498,40,236,,,SDE,2015-08-11T14:08:38.000Z,304,0,0
-79.953333955,40.453993601800001,237,TS65,40,237,,,SDE,2015-08-11T14:08:37.000Z,204,0,0
-79.93694836,40.457416509200002,238,TS68,40,238,,,SDE,2015-08-11T14:08:37.000Z,211,0,0
-79.910380451899997,40.452630004600003,239,TS446,40,239,,,SDE,2015-08-11T14:08:34.000Z,48,0,0
-79.895504572700005,40.487263742,240,TS620,40,240,,,SDE,2015-08-11T14:08:39.000Z,368,0,0
-79.999883874199995,40.442438779100002,241,TS430,40,241,,,SDE,2015-08-11T14:08:38.000Z,294,0,0
-79.917175354500003,40.442285772799998,242,TS98,40,242,,,SDE,2015-08-11T14:08:34.000Z,46,0,0
-79.9271513793,40.419607550800002,243,TS92,40,243,,,SDE,2015-08-11T14:08:35.000Z,99,0,0
-79.976265125300003,40.4285057755,244,TS632,40,244,,,SDE,2015-08-11T14:08:40.000Z,377,0,0
-79.941135226,40.464745128899999,245,TS290,40,245,,,SDE,2015-08-11T14:08:34.000Z,63,0,0
-79.959168850599994,40.441265891800001,246,TS591,40,246,,,SDE,2015-08-11T14:08:36.000Z,172,0,0
-79.928979598200002,40.458758090700002,247,TS648,40,247,,,SDE,2015-08-11T14:08:39.000Z,350,0,0
-79.927714307700001,40.438039267400001,248,TS341,40,248,,,SDE,2015-08-11T14:08:35.000Z,113,0,0
-79.922879659299994,40.436021738299999,249,TS62,40,249,,,SDE,2015-08-11T14:08:35.000Z,116,0,0
