X,Y,objectid,id_1,buff_dist,orig_fid,created_user,created_date,last_edited_user,last_edited_date,cid,st_area_shape_,st_length_shape_
-79.896659975,40.456463681499997,1,TS110,40,1,,,SDE,2015-08-11T14:08:33.000Z,22,0,0
-79.934597272100007,40.458119023,2,TS73,40,2,,,SDE,2015-08-11T14:08:43.000Z,572,0,0
-79.915788849799995,40.460806474,3,TS151,40,3,,,SDE,2015-08-11T14:08:34.000Z,49,0,0
-79.943680429,40.408571179,4,TS573,40,4,,,SDE,2015-08-11T14:08:34.000Z,91,0,0
-80.001340476300001,40.4507755809,5,TS34,40,5,,,SDE,2015-08-11T14:08:42.000Z,515,0,0
-79.948934464900006,40.4635091707,6,TS616,40,6,,,SDE,2015-08-11T14:08:43.000Z,566,0,0
-79.954451816800002,40.480414374699997,7,TS174,40,7,,,SDE,2015-08-11T14:08:39.000Z,360,0,0
-79.986533517599995,40.437731493199998,8,TS340,40,8,,,SDE,2015-08-11T14:08:37.000Z,226,0,0
-79.9093360894,40.376894675899997,9,TS141,40,9,,,SDE,2015-08-11T14:08:34.000Z,86,0,0
-79.971167469099996,40.428211057399999,10,TS586,40,10,,,SDE,2015-08-11T14:08:40.000Z,376,0,0
-80.004564651099997,40.455842902500002,11,TS603,40,11,,,SDE,2015-08-11T14:08:42.000Z,500,0,0
-80.003634663900002,40.439078347299997,12,TS26,40,12,,,SDE,2015-08-11T14:08:37.000Z,237,0,0
-79.948051025699996,40.484397804499999,13,TS641,40,13,,,SDE,2015-08-11T14:08:39.000Z,364,0,0
-80.002558176799994,40.449486944699999,14,TS416,40,14,,,SDE,2015-08-11T14:08:43.000Z,578,0,0
-79.916616168499999,40.458416356299999,15,TS673,40,15,,,SDE,2015-08-11T14:08:43.000Z,556,0,0
-79.955523380299994,40.411024325299998,16,TS88,40,16,,,SDE,2015-08-11T14:08:40.000Z,372,0,0
-79.948944436199994,40.461596161099997,17,TS592,40,17,,,SDE,2015-08-11T14:08:43.000Z,547,0,0
-79.995237227900006,40.443650157699999,18,TS433,40,18,,,SDE,2015-08-11T14:08:37.000Z,233,0,0
-79.927560545700004,40.432607559499999,19,TS404,40,19,,,SDE,2015-08-11T14:08:35.000Z,111,0,0
-79.92207148,40.459193493699999,20,TS512,40,20,,,SDE,2015-08-11T14:08:43.000Z,562,0,0
-80.039572484600001,40.475260532199997,21,TS39,40,21,,,SDE,2015-08-11T14:08:42.000Z,485,0,0
-79.945962716699995,40.460003626599999,22,TS423,40,22,,,SDE,2015-08-11T14:08:37.000Z,206,0,0
-79.997864761499997,40.453972849899998,23,TS266,40,23,,,SDE,2015-08-11T14:08:42.000Z,507,0,0
-79.987665784699999,40.396689687600002,24,TS163,40,24,,,SDE,2015-08-11T14:08:40.000Z,404,0,0
-79.873722649499996,40.459940845200002,25,TS372,40,25,,,SDE,2015-08-11T14:08:44.000Z,596,0,0
-79.9549036083,40.450975758299997,26,TS116,40,26,,,SDE,2015-08-11T14:08:36.000Z,189,0,0
-80.007669634799996,40.447685871200001,27,TS548,40,27,,,SDE,2015-08-11T14:08:43.000Z,569,0,0
-80.001794832499996,40.441923516199999,28,TS422,40,28,,,SDE,2015-08-11T14:08:38.000Z,290,0,0
-79.912301342800006,40.463327460800002,29,TS458,40,29,,,SDE,2015-08-11T14:08:34.000Z,58,0,0
-79.9078463341,40.484269090300003,30,TS16,40,30,,,SDE,2015-08-11T14:08:33.000Z,1,0,0
-80.043076760399998,40.478861671099999,31,TS566,40,31,,,SDE,2015-08-11T14:08:42.000Z,484,0,0
-80.014018286699994,40.452405090399999,32,TS149,40,32,,,SDE,2015-08-11T14:08:41.000Z,468,0,0
-79.9622902168,40.468706992800001,33,TS175,40,33,,,SDE,2015-08-11T14:08:39.000Z,333,0,0
-79.962530285300005,40.427268404700001,34,TS657,40,34,,,SDE,2015-08-11T14:08:43.000Z,575,0,0
-79.964597046400002,40.425466297600003,35,TS643,40,35,,,SDE,2015-08-11T14:08:43.000Z,544,0,0
-80.000259796700007,40.443230512900001,36,TS493,40,36,,,SDE,2015-08-11T14:08:38.000Z,301,0,0
-79.9814313527,40.437499855299997,37,TS331,40,37,,,SDE,2015-08-11T14:08:37.000Z,229,0,0
-79.992687589100001,40.453186160100003,38,TS232,40,38,,,SDE,2015-08-11T14:08:42.000Z,510,0,0
-79.908622022200007,40.470281071099997,39,TS477,40,39,,,SDE,2015-08-11T14:08:33.000Z,5,0,0
-79.948065934200002,40.461127629700002,40,TS278,40,40,,,SDE,2015-08-11T14:08:43.000Z,561,0,0
-80.000853884099996,40.444555331499998,41,TS345,40,41,,,SDE,2015-08-11T14:08:38.000Z,281,0,0
-80.018897189699999,40.451517911400003,42,TS17,40,42,,,SDE,2015-08-11T14:08:41.000Z,462,0,0
-79.954775518399998,40.444418112199997,43,TS119,40,43,,,SDE,2015-08-11T14:08:36.000Z,181,0,0
-80.001693385699994,40.453312080800004,44,TS207,40,44,,,SDE,2015-08-11T14:08:42.000Z,499,0,0
-80.009596952300001,40.41419811,45,TS427,40,45,,,SDE,2015-08-11T14:08:40.000Z,415,0,0
-80.021546456199999,40.394848842199998,46,TS154,40,46,,,SDE,2015-08-11T14:08:40.000Z,425,0,0
-80.018312329,40.449678313,47,TS15,40,47,,,SDE,2015-08-11T14:08:41.000Z,461,0,0
-79.964924896499994,40.452883179300002,48,TS90,40,48,,,SDE,2015-08-11T14:08:37.000Z,245,0,0
-80.014568096100007,40.453966343099999,49,TS146,40,49,,,SDE,2015-08-11T14:08:41.000Z,469,0,0
-79.922762983400006,40.465942844799997,50,TS271,40,50,,,SDE,2015-08-11T14:08:34.000Z,75,0,0
-79.943363213200001,40.451810753499998,51,TS78,40,51,,,SDE,2015-08-11T14:08:36.000Z,152,0,0
-79.988038590100004,40.414433981800002,52,TS31,40,52,,,SDE,2015-08-11T14:08:40.000Z,401,0,0
-80.010309656700002,40.447257463,53,TS646,40,53,,,SDE,2015-08-11T14:08:43.000Z,570,0,0
-79.923370693699994,40.4414200708,54,TS468,40,54,,,SDE,2015-08-11T14:08:35.000Z,124,0,0
-80.025012629100004,40.466887483299999,55,TS145,40,55,,,SDE,2015-08-11T14:08:41.000Z,475,0,0
-79.9777949697,40.384351063899999,56,TS165,40,56,,,SDE,2015-08-11T14:08:43.000Z,536,0,0
-79.921198848499998,40.429170567100002,57,TS360,40,57,,,SDE,2015-08-11T14:08:35.000Z,105,0,0
-79.9713738345,40.459799621899997,58,TS499,40,58,,,SDE,2015-08-11T14:08:39.000Z,327,0,0
-80.026162748499999,40.398335202,59,TS157,40,59,,,SDE,2015-08-11T14:08:40.000Z,422,0,0
-79.897024188800003,40.455526176100001,60,TS405,40,60,,,SDE,2015-08-11T14:08:33.000Z,21,0,0
-79.995875843899995,40.440782887899999,61,TS388,40,61,,,SDE,2015-08-11T14:08:38.000Z,287,0,0
-79.922545605400003,40.455861713300003,62,TS528,40,62,,,SDE,2015-08-11T14:08:36.000Z,165,0,0
-79.935108160200002,40.464734017399998,63,TS385,40,63,,,SDE,2015-08-11T14:08:34.000Z,60,0,0
-80.025176260899997,40.417059094800003,64,TS569,40,64,,,SDE,2015-08-11T14:08:41.000Z,434,0,0
-80.010119451099996,40.412912130199999,65,TS642,40,65,,,SDE,2015-08-11T14:08:40.000Z,417,0,0
-79.957339144900004,40.458633688100001,66,TS115,40,66,,,SDE,2015-08-11T14:08:42.000Z,532,0,0
-80.010503553600003,40.448296440699998,67,TS630,40,67,,,SDE,2015-08-11T14:08:43.000Z,587,0,0
-79.927264608300007,40.486419403100001,68,TS391,40,68,,,SDE,2015-08-11T14:08:39.000Z,365,0,0
-79.998194056900005,40.396277716500002,69,TS523,40,69,,,SDE,2015-08-11T14:08:40.000Z,414,0,0
-80.008627506600007,40.455090668,70,TS40,40,70,,,SDE,2015-08-11T14:08:42.000Z,495,0,0
-80.004114055299993,40.442212956299997,71,TS497,40,71,,,SDE,2015-08-11T14:08:38.000Z,303,0,0
-80.021427694500005,40.4416681684,72,TS172,40,72,,,SDE,2015-08-11T14:08:43.000Z,540,0,0
-79.997344306399995,40.392990073199996,73,TS460,40,73,,,SDE,2015-08-11T14:08:40.000Z,409,0,0
-79.938591214200002,40.455909700799999,74,TS2,40,74,,,SDE,2015-08-11T14:08:36.000Z,155,0,0
-80.034053077400003,40.441203074400001,75,TS9,40,75,,,SDE,2015-08-11T14:08:41.000Z,446,0,0
-80.028202869200001,40.444256680400002,76,TS205,40,76,,,SDE,2015-08-11T14:08:41.000Z,449,0,0
-79.960615682599993,40.422784322600002,77,TS650,40,77,,,SDE,2015-08-11T14:08:43.000Z,543,0,0
-79.950861451799994,40.4522335144,78,TS213,40,78,,,SDE,2015-08-11T14:08:36.000Z,199,0,0
-79.977732645499998,40.437339023600003,79,TS550,40,79,,,SDE,2015-08-11T14:08:37.000Z,230,0,0
-80.029944473499995,40.415899406699999,80,TS58,40,80,,,SDE,2015-08-11T14:08:41.000Z,433,0,0
-79.995431691600004,40.441448386799998,81,TS562,40,81,,,SDE,2015-08-11T14:08:38.000Z,286,0,0
-79.916145359699996,40.4380357593,82,TS94,40,82,,,SDE,2015-08-11T14:08:34.000Z,45,0,0
-80.000180347,40.43777804,83,TS27,40,83,,,SDE,2015-08-11T14:08:37.000Z,238,0,0
-79.949877335699995,40.462092570099998,84,TS426,40,84,,,SDE,2015-08-11T14:08:39.000Z,341,0,0
-79.928122860599998,40.467723210800003,85,TS273,40,85,,,SDE,2015-08-11T14:08:34.000Z,70,0,0
-79.895162141200004,40.447132511299998,86,TS136,40,86,,,SDE,2015-08-11T14:08:33.000Z,27,0,0
