Year,Zone Code,Zone Name,Sample Id,Date,Postcode,Parameter,PCV,Result,Units
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2107352,02-Dec-14,BT40 2HR,Iron,200,57,ug Fe/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2110654,09-Dec-14,BT39 9JL,Iron,200,51,ug Fe/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2116677,11-Dec-14,BT42 2JW,Iron,200,48,ug Fe/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2114032,16-Dec-14,BT38 8QH,Iron,200,33,ug Fe/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Lead,10,0.1,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Lead,10,0.3,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Lead,10,0.5,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Lead,10,6.2,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Lead,10,<0.1,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Lead,10,<0.1,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Lead,10,0.3,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Lead,10,<0.1,ug Pb/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1951505,06-Jan-14,BT38 9UA,Manganese,50,2.3,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952135,13-Jan-14,BT40 2SJ,Manganese,50,2.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Manganese,50,2.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1953367,28-Jan-14,BT42 4RR,Manganese,50,1.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1960284,03-Feb-14,BT39 0TN,Manganese,50,3.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1961784,10-Feb-14,BT40 1ND,Manganese,50,0.2,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1962584,17-Feb-14,BT42 3LE,Manganese,50,0.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1965498,25-Feb-14,BT40 3DT,Manganese,50,1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Manganese,50,0.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1974335,10-Mar-14,BT40 1TE,Manganese,50,1.3,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1979834,19-Mar-14,BT39 0TN,Manganese,50,0.5,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1980360,24-Mar-14,BT40 1UA,Manganese,50,1.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1984080,01-Apr-14,BT40 2RR,Manganese,50,0.4,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1987566,08-Apr-14,BT39 0DG,Manganese,50,2.4,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1991415,14-Apr-14,BT39 9HJ,Manganese,50,2.4,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Manganese,50,1.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1998307,29-Apr-14,BT42 3BT,Manganese,50,0.3,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2005170,08-May-14,BT40 3EG,Manganese,50,0.4,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2005747,14-May-14,BT40 1TU,Manganese,50,0.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2009604,19-May-14,BT40 3AN,Manganese,50,0.9,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2015602,28-May-14,BT40 1NN,Manganese,50,3.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Manganese,50,6.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2021066,09-Jun-14,BT40 2LQ,Manganese,50,0.5,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2023581,17-Jun-14,BT39 0TN,Manganese,50,1.5,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2027188,24-Jun-14,BT39 9LB,Manganese,50,0.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2039102,08-Jul-14,BT39 9WF,Manganese,50,1.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2041125,16-Jul-14,BT39 9UG,Manganese,50,1.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2041872,22-Jul-14,BT40 2SF,Manganese,50,6.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2045927,29-Jul-14,BT40 2EJ,Manganese,50,4.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Manganese,50,0.3,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2052148,11-Aug-14,BT40 1ER,Manganese,50,2.5,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2052352,12-Aug-14,BT39 9HZ,Manganese,50,3.4,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Manganese,50,1.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054903,20-Aug-14,BT42 4NR,Manganese,50,0.5,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2057631,26-Aug-14,BT40 3ED,Manganese,50,1.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2061158,02-Sep-14,BT40 3AB,Manganese,50,0.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Manganese,50,0.6,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2068202,16-Sep-14,BT36 5SH,Manganese,50,2.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2071733,23-Sep-14,BT39 9YS,Manganese,50,1.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2074985,30-Sep-14,BT39 0RW,Manganese,50,1.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2078475,07-Oct-14,BT39 0DJ,Manganese,50,3.4,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Manganese,50,4.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088413,21-Oct-14,BT40 2EQ,Manganese,50,4.5,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2089220,28-Oct-14,BT39 9BY,Manganese,50,0.9,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2092848,05-Nov-14,BT40 3HX,Manganese,50,1.7,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096498,11-Nov-14,BT39 9HN,Manganese,50,2.2,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2100056,18-Nov-14,BT40 2PG,Manganese,50,3.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2103749,26-Nov-14,BT39 9PD,Manganese,50,2.3,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2107352,02-Dec-14,BT40 2HR,Manganese,50,1.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2110654,09-Dec-14,BT39 9JL,Manganese,50,<0.1,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2116677,11-Dec-14,BT42 2JW,Manganese,50,2.8,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2114032,16-Dec-14,BT38 8QH,Manganese,50,0.9,ug Mn/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Mercury,1,<0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Mercury,1,0.02,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Mercury,1,<0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Mercury,1,<0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Mercury,1,<0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Mercury,1,0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Mercury,1,0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Mercury,1,<0.01,ug/l Hg
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Nickel,20,0.71,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Nickel,20,7.42,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Nickel,20,1.3,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Nickel,20,0.97,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Nickel,20,0.79,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Nickel,20,0.85,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Nickel,20,1.29,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Nickel,20,<0.10,ug Ni/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Nitrate,50,1.1,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Nitrate,50,1.2,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Nitrate,50,1,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Nitrate,50,0.8,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Nitrate,50,0.7,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Nitrate,50,1,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Nitrate,50,1,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096313,10-Nov-14,BT40 3EF,Nitrate,50,1,mg NO3/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Nitrite,0.5,0.02,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Nitrite,0.5,<0.01,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Nitrite,0.5,<0.01,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Nitrite,0.5,<0.01,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Nitrite,0.5,0.02,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Nitrite,0.5,0.01,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Nitrite,0.5,0.01,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096313,10-Nov-14,BT40 3EF,Nitrite,0.5,0.01,mg NO2/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1951505,06-Jan-14,BT38 9UA,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952135,13-Jan-14,BT40 2SJ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1953367,28-Jan-14,BT42 4RR,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1960284,03-Feb-14,BT39 0TN,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1961784,10-Feb-14,BT40 1ND,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1962584,17-Feb-14,BT42 3LE,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1965498,25-Feb-14,BT40 3DT,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1974335,10-Mar-14,BT40 1TE,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1979834,19-Mar-14,BT39 0TN,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1980360,24-Mar-14,BT40 1UA,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1984080,01-Apr-14,BT40 2RR,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1987566,08-Apr-14,BT39 0DG,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1991415,14-Apr-14,BT39 9HJ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1998307,29-Apr-14,BT42 3BT,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2005170,08-May-14,BT40 3EG,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2005747,14-May-14,BT40 1TU,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2009604,19-May-14,BT40 3AN,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2015602,28-May-14,BT40 1NN,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2021066,09-Jun-14,BT40 2LQ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2023581,17-Jun-14,BT39 0TN,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2027188,24-Jun-14,BT39 9LB,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2039102,08-Jul-14,BT39 9WF,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2041125,16-Jul-14,BT39 9UG,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2041872,22-Jul-14,BT40 2SF,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2045927,29-Jul-14,BT40 2EJ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2052352,12-Aug-14,BT39 9HZ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054903,20-Aug-14,BT42 4NR,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2057631,26-Aug-14,BT40 3ED,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2061158,02-Sep-14,BT40 3AB,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2068202,16-Sep-14,BT36 5SH,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2071733,23-Sep-14,BT39 9YS,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2074833,29-Sep-14,BT40 2PR,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2074985,30-Sep-14,BT39 0RW,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2078475,07-Oct-14,BT39 0DJ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088413,21-Oct-14,BT40 2EQ,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2089047,27-Oct-14,BT36 5BS,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2089220,28-Oct-14,BT39 9BY,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2092848,05-Nov-14,BT40 3HX,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096498,11-Nov-14,BT39 9HN,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2100056,18-Nov-14,BT40 2PG,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2103749,26-Nov-14,BT39 9PD,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2107352,02-Dec-14,BT40 2HR,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2110654,09-Dec-14,BT39 9JL,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2116677,11-Dec-14,BT42 2JW,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2114032,16-Dec-14,BT38 8QH,Odour,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1960284,03-Feb-14,BT39 0TN,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1977059,18-Mar-14,BT39 9GY,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1991415,14-Apr-14,BT39 9HJ,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2021066,09-Jun-14,BT40 2LQ,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2038890,07-Jul-14,BT39 9YH,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096313,10-Nov-14,BT40 3EF,PAH - Sum of four substances,0.1,<0.0100,ug/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Selenium,10,<0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Selenium,10,<0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Selenium,10,<0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Selenium,10,<0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Selenium,10,0.3,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Selenium,10,<0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Selenium,10,0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Selenium,10,<0.2,ug/l Se
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Sodium,200,10,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Sodium,200,10,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Sodium,200,14,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Sodium,200,9,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Sodium,200,13,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Sodium,200,12,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Sodium,200,14,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096313,10-Nov-14,BT40 3EF,Sodium,200,11,mg Na/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952757,20-Jan-14,BT39 0UA,Sulphate,250,33.9,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Sulphate,250,34.2,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Sulphate,250,31.9,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Sulphate,250,32.1,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Sulphate,250,55.7,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2064550,09-Sep-14,BT40 1UY,Sulphate,250,50,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2088299,14-Oct-14,BT40 2ND,Sulphate,250,54.9,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2096313,10-Nov-14,BT40 3EF,Sulphate,250,42.3,mg SO4/l
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1951505,06-Jan-14,BT38 9UA,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1952135,13-Jan-14,BT40 2SJ,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1953367,28-Jan-14,BT42 4RR,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1960284,03-Feb-14,BT39 0TN,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1961784,10-Feb-14,BT40 1ND,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1962584,17-Feb-14,BT42 3LE,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1965498,25-Feb-14,BT40 3DT,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1969483,03-Mar-14,BT39 9SB,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1974335,10-Mar-14,BT40 1TE,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1979834,19-Mar-14,BT39 0TN,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1980360,24-Mar-14,BT40 1UA,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1984080,01-Apr-14,BT40 2RR,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1987566,08-Apr-14,BT39 0DG,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1991415,14-Apr-14,BT39 9HJ,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1997595,23-Apr-14,BT38 9HU,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-1998307,29-Apr-14,BT42 3BT,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2005170,08-May-14,BT40 3EG,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2005747,14-May-14,BT40 1TU,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2009604,19-May-14,BT40 3AN,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2015602,28-May-14,BT40 1NN,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2016262,02-Jun-14,BT38 9HS,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2021066,09-Jun-14,BT40 2LQ,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2023581,17-Jun-14,BT39 0TN,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2027188,24-Jun-14,BT39 9LB,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2039102,08-Jul-14,BT39 9WF,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2041125,16-Jul-14,BT39 9UG,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2041872,22-Jul-14,BT40 2SF,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2045927,29-Jul-14,BT40 2EJ,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2049414,05-Aug-14,BT40 2HH,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2052352,12-Aug-14,BT39 9HZ,Taste,0,0,Diln No
2014,ZN0402,Killylane Ballynure,ZN0402AE-14-2054427,14-Aug-14,BT38 9DG,Taste,0,0,Diln No
