Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote for,Ref
113,2,DEM,,,Commissioner NORTH VERSAILLES WARD 5,1,Russell Saula,1,
2,2,DEM,,,Commissioner NORTH VERSAILLES WARD 5,2,WRITE-IN,1,
123,1,DEM,,,Commissioner NORTH VERSAILLES WARD 7,1,Frank J. Bivins,1,
1,1,DEM,,,Commissioner NORTH VERSAILLES WARD 7,2,WRITE-IN,1,
85,1,DEM,,,Commissioner RESERVE WARD 1,1,Gary M. Killmeyer,1,
2,1,DEM,,,Commissioner RESERVE WARD 1,2,WRITE-IN,1,
74,1,DEM,,,Commissioner RESERVE WARD 3,1,John Kaib,1,
0,1,DEM,,,Commissioner RESERVE WARD 3,2,WRITE-IN,1,
232,4,DEM,,,Commissioner ROSS WARD 1,1,Daniel L. DeMarco,1,
4,4,DEM,,,Commissioner ROSS WARD 1,2,WRITE-IN,1,
182,4,DEM,,,Commissioner ROSS WARD 3,1,John Sponcer,1,
1,4,DEM,,,Commissioner ROSS WARD 3,2,WRITE-IN,1,
49,4,DEM,,,Commissioner ROSS WARD 5,1,WRITE-IN,1,
149,4,DEM,,,Commissioner ROSS WARD 7,1,Paul Trilli,1,
222,4,DEM,,,Commissioner ROSS WARD 7,2,Pat Mullin,1,
1,4,DEM,,,Commissioner ROSS WARD 7,3,WRITE-IN,1,
228,3,DEM,,,Commissioner ROSS WARD 9,1,Jack Betkowski,1,
5,3,DEM,,,Commissioner ROSS WARD 9,2,WRITE-IN,1,
118,2,DEM,,,Commissioner SCOTT WARD 1,1,Eileen L. Meyers,1,
6,2,DEM,,,Commissioner SCOTT WARD 1,2,WRITE-IN,1,
29,2,DEM,,,Commissioner SCOTT WARD 3,1,WRITE-IN,1,
201,2,DEM,,,Commissioner SCOTT WARD 5,1,Thomas M. Castello,1,
3,2,DEM,,,Commissioner SCOTT WARD 5,2,WRITE-IN,1,
169,2,DEM,,,Commissioner SCOTT WARD 7,1,Frank W. Bruckner,1,
3,2,DEM,,,Commissioner SCOTT WARD 7,2,WRITE-IN,1,
65,2,DEM,,,Commissioner SCOTT WARD 9,1,Donald W. Giudici,1,
1,2,DEM,,,Commissioner SCOTT WARD 9,2,WRITE-IN,1,
283,5,DEM,,,Commissioner SHALER WARD 1,1,Wayne R. Skelley,1,
7,5,DEM,,,Commissioner SHALER WARD 1,2,WRITE-IN,1,
50,5,DEM,,,Commissioner SHALER WARD 3,1,WRITE-IN,1,
33,5,DEM,,,Commissioner SHALER WARD 5,1,WRITE-IN,1,
56,4,DEM,,,Commissioner SHALER WARD 7,1,WRITE-IN,1,
69,1,DEM,,,Commissioner STOWE WARD 1,1,"Stanley J. Papst, Jr.",1,
1,1,DEM,,,Commissioner STOWE WARD 1,2,WRITE-IN,1,
66,1,DEM,,,Commissioner STOWE WARD 3,1,Cheryl McDermott,1,
1,1,DEM,,,Commissioner STOWE WARD 3,2,WRITE-IN,1,
38,1,DEM,,,Commissioner STOWE WARD 5,1,Kelly Ann Cropper Hall,1,
70,1,DEM,,,Commissioner STOWE WARD 5,2,"Howard W. Duerr, Jr.",1,
0,1,DEM,,,Commissioner STOWE WARD 5,3,WRITE-IN,1,
30,1,DEM,,,Commissioner STOWE WARD 7,1,Glenn E. Putas,1,
22,1,DEM,,,Commissioner STOWE WARD 7,2,Mark A. Michalski,1,
0,1,DEM,,,Commissioner STOWE WARD 7,3,WRITE-IN,1,
39,1,DEM,,,Commissioner STOWE WARD 9,1,"William H. Hoffman, Jr.",1,
2,1,DEM,,,Commissioner STOWE WARD 9,2,WRITE-IN,1,
7,4,DEM,,,Commissioner UPPER ST CLAIR WARD 1,1,WRITE-IN,1,
11,3,DEM,,,Commissioner UPPER ST CLAIR WARD 3,1,WRITE-IN,1,
5,3,DEM,,,Commissioner UPPER ST CLAIR WARD 5,1,WRITE-IN,1,
252,5,DEM,,,Commissioner WILKINS WARD 1,1,Michelle Criner,1,
117,5,DEM,,,Commissioner WILKINS WARD 1,2,Daniel Romanelli,1,
2,5,DEM,,,Commissioner WILKINS WARD 1,3,WRITE-IN,1,
64,1,DEM,,,Commissioner CRESCENT WARD 2,1,Arthur Buccigrossi,1,
3,1,DEM,,,Commissioner CRESCENT WARD 2,2,WRITE-IN,1,
150,3,DEM,,,Member of Council At-Large EAST PITTSBURGH,1,Joseph A. Esposto,2,
110,3,DEM,,,Member of Council At-Large EAST PITTSBURGH,2,Dennis  J. Simon,2,
6,3,DEM,,,Member of Council At-Large EAST PITTSBURGH,3,WRITE-IN,2,
510,10,DEM,,,Member of Council At-Large OHARA,1,Thomas A. Portante,2,
189,10,DEM,,,Member of Council At-Large OHARA,2,WRITE-IN,2,
117,5,DEM,,,Member of Council At-Large TARENTUM,1,William Rossey,1,
105,5,DEM,,,Member of Council At-Large TARENTUM,2,Michael Joseph Gutonski,1,
13,5,DEM,,,Member of Council At-Large TARENTUM,3,WRITE-IN,1,
292,6,DEM,,,Member of Council GLASSPORT,1,Keith DiMarco,4,
298,6,DEM,,,Member of Council GLASSPORT,2,David F. Kowalski,4,
310,6,DEM,,,Member of Council GLASSPORT,3,Anna Maria Kudla,4,
300,6,DEM,,,Member of Council GLASSPORT,4,"Thomas W. Bradley, Jr.",4,
276,6,DEM,,,Member of Council GLASSPORT,5,Angelo Norelli,4,
276,6,DEM,,,Member of Council GLASSPORT,6,Katherine Handra,4,
2,6,DEM,,,Member of Council GLASSPORT,7,WRITE-IN,4,
15,1,DEM,,,Member of Council MCDONALD,1,Thomas McQuillan,4,
20,1,DEM,,,Member of Council MCDONALD,2,James Patrick Powell,4,
3,1,DEM,,,Member of Council MCDONALD,3,WRITE-IN,4,
1155,32,DEM,,,Member of Council MCKEESPORT,1,Corry J. Sanders,4,
1031,32,DEM,,,Member of Council MCKEESPORT,2,Dale R. McCall,4,
1206,32,DEM,,,Member of Council MCKEESPORT,3,Timothy L. Brown,4,
1357,32,DEM,,,Member of Council MCKEESPORT,4,Keith A. Soles,4,
744,32,DEM,,,Member of Council MCKEESPORT,5,Daniel K. Carr,4,
1159,32,DEM,,,Member of Council MCKEESPORT,6,Richard J. Dellapenna,4,
815,32,DEM,,,Member of Council MCKEESPORT,7,Arla Payne-Stinson,4,
9,32,DEM,,,Member of Council MCKEESPORT,8,WRITE-IN,4,
178,5,DEM,,,Member of Council MILLVALE,1,"William G. Stout, Jr,",4,
185,5,DEM,,,Member of Council MILLVALE,2,Brian Wolovich,4,
175,5,DEM,,,Member of Council MILLVALE,3,Brian Spoales,4,
184,5,DEM,,,Member of Council MILLVALE,4,Jason Miller,4,
4,5,DEM,,,Member of Council MILLVALE,5,WRITE-IN,4,
144,2,DEM,,,Member of Council WILMERDING,1,Michael A. Trkula,4,
110,2,DEM,,,Member of Council WILMERDING,2,Dorothy L. Reeves,4,
121,2,DEM,,,Member of Council WILMERDING,3,Paula J. Shurgot,4,
102,2,DEM,,,Member of Council WILMERDING,4,Karen Peterson,4,
29,2,DEM,,,Member of Council WILMERDING,5,WRITE-IN,4,
446,3,DEM,,,Member of Council ASPINWALL,1,WRITE-IN,3,
536,18,DEM,,,Member of Council BALDWIN BOROUGH,1,Ann Nix Scott,3,
382,18,DEM,,,Member of Council BALDWIN BOROUGH,2,Diana Kazour,3,
614,18,DEM,,,Member of Council BALDWIN BOROUGH,3,Robert T. Collet,3,
675,18,DEM,,,Member of Council BALDWIN BOROUGH,4,Larry Brown,3,
669,18,DEM,,,Member of Council BALDWIN BOROUGH,5,Robert Ieraci,3,
848,18,DEM,,,Member of Council BALDWIN BOROUGH,6,Michael Stelmasczyk,3,
826,18,DEM,,,Member of Council BALDWIN BOROUGH,7,Edward D. Moeller,3,
396,18,DEM,,,Member of Council BALDWIN BOROUGH,8,Jennifer Rosing Cochran,3,
679,18,DEM,,,Member of Council BALDWIN BOROUGH,9,James R. Behers,3,
3,18,DEM,,,Member of Council BALDWIN BOROUGH,10,WRITE-IN,3,
55,1,DEM,,,Member of Council BELL ACRES,1,Kenneth L. Alvania,3,
57,1,DEM,,,Member of Council BELL ACRES,2,Christopher Abell,3,
3,1,DEM,,,Member of Council BELL ACRES,3,WRITE-IN,3,
115,2,DEM,,,Member of Council BEN AVON,1,"Kenneth L. Opipery, Jr.",3,
8,2,DEM,,,Member of Council BEN AVON,2,WRITE-IN,3,
0,1,DEM,,,Member of Council BEN AVON HEIGHTS,1,WRITE-IN,3,
50,1,DEM,,,Member of Council BLAWNOX,1,Richard Chene,3,
90,1,DEM,,,Member of Council BLAWNOX,2,Michael E. Pugliese,3,
114,1,DEM,,,Member of Council BLAWNOX,3,Kathryn Specht Coban,3,
73,1,DEM,,,Member of Council BLAWNOX,4,John E. Novak,3,
112,1,DEM,,,Member of Council BLAWNOX,5,Harry H. Novicki,3,
4,1,DEM,,,Member of Council BLAWNOX,6,WRITE-IN,3,
156,2,DEM,,,Member of Council BRADDOCK HILLS,1,Vincent Gambino,3,
159,2,DEM,,,Member of Council BRADDOCK HILLS,2,Thomas E. Evans,3,
149,2,DEM,,,Member of Council BRADDOCK HILLS,3,Michael Ursiny,3,
17,2,DEM,,,Member of Council BRADDOCK HILLS,4,WRITE-IN,3,
46,1,DEM,,,Member of Council BRADFORD WOODS,1,Thomas Kosmala,3,
43,1,DEM,,,Member of Council BRADFORD WOODS,2,WRITE-IN,3,
398,10,DEM,,,Member of Council BRENTWOOD,1,Stephanie Fox,3,
339,10,DEM,,,Member of Council BRENTWOOD,2,Emily Price,3,
426,10,DEM,,,Member of Council BRENTWOOD,3,Pat Carnevale,3,
347,10,DEM,,,Member of Council BRENTWOOD,4,"Harold M. Smith, Jr.",3,
167,10,DEM,,,Member of Council BRENTWOOD,5,WRITE-IN,3,
223,4,DEM,,,Member of Council BRIDGEVILLE,1,"Joseph M. Colosimo, Jr.",3,
192,4,DEM,,,Member of Council BRIDGEVILLE,2,"Nino Petrocelli, Sr.",3,
185,4,DEM,,,Member of Council BRIDGEVILLE,3,Mary C. Weise,3,
167,4,DEM,,,Member of Council BRIDGEVILLE,4,Cecilia McNulty,3,
52,4,DEM,,,Member of Council BRIDGEVILLE,5,WRITE-IN,3,
421,8,DEM,,,Member of Council CASTLE SHANNON,1,Nancy J. Kovach,3,
343,8,DEM,,,Member of Council CASTLE SHANNON,2,William J. Oates,3,
369,8,DEM,,,Member of Council CASTLE SHANNON,3,Marian L. Randazzo,3,
15,8,DEM,,,Member of Council CASTLE SHANNON,4,WRITE-IN,3,
56,1,DEM,,,Member of Council CHALFANT,1,Mark Ryan Swinney,3,
60,1,DEM,,,Member of Council CHALFANT,2,Thomas Kasardo,3,
75,1,DEM,,,Member of Council CHALFANT,3,Joanne M. Baburich,3,
3,1,DEM,,,Member of Council CHALFANT,4,WRITE-IN,3,
145,2,DEM,,,Member of Council CHESWICK,1,Robert Kristof,3,
23,2,DEM,,,Member of Council CHESWICK,2,WRITE-IN,3,
272,4,DEM,,,Member of Council CHURCHILL,1,Jay Dworin,3,
247,4,DEM,,,Member of Council CHURCHILL,2,Raymond G. Jurewicz,3,
3,4,DEM,,,Member of Council CHURCHILL,3,WRITE-IN,3,
312,6,DEM,,,Member of Council CRAFTON,1,Coletta A. Perry,3,
236,6,DEM,,,Member of Council CRAFTON,2,Linda Breeden,3,
274,6,DEM,,,Member of Council CRAFTON,3,Marsha Damits,3,
28,6,DEM,,,Member of Council CRAFTON,4,WRITE-IN,3,
418,10,DEM,,,Member of Council DORMONT,1,Valerie J. Martino,3,
368,10,DEM,,,Member of Council DORMONT,2,"Frank Stumpo, III",3,
458,10,DEM,,,Member of Council DORMONT,3,Kate Abel,3,
488,10,DEM,,,Member of Council DORMONT,4,John Maggio,3,
433,10,DEM,,,Member of Council DORMONT,5,Daniele M. Ventresca,3,
404,10,DEM,,,Member of Council DORMONT,6,Yvonne A. Costanzo,3,
4,10,DEM,,,Member of Council DORMONT,7,WRITE-IN,3,
159,3,DEM,,,Member of Council EAST MCKEESPORT,1,Donna J. Ferrainolo,3,
165,3,DEM,,,Member of Council EAST MCKEESPORT,2,"Paul F. Rosa, Jr.",3,
142,3,DEM,,,Member of Council EAST MCKEESPORT,3,Kathleen H. Lipesky,3,
118,3,DEM,,,Member of Council EAST MCKEESPORT,4,George Padezan,3,
132,3,DEM,,,Member of Council EAST MCKEESPORT,5,Carley Sciulli,3,
5,3,DEM,,,Member of Council EAST MCKEESPORT,6,WRITE-IN,3,
226,3,DEM,,,Member of Council EDGEWOOD,1,Patricia M. Schaefer,3,
195,3,DEM,,,Member of Council EDGEWOOD,2,Marc A. Wallace,3,
16,3,DEM,,,Member of Council EDGEWOOD,3,WRITE-IN,3,
4,2,DEM,,,Member of Council EDGEWORTH,1,WRITE-IN,3,
77,1,DEM,,,Member of Council ELIZABETH BOROUGH,1,Robin Main,3,
31,1,DEM,,,Member of Council ELIZABETH BOROUGH,2,WRITE-IN,3,
88,2,DEM,,,Member of Council EMSWORTH,1,Brian J. Fashian,3,
87,2,DEM,,,Member of Council EMSWORTH,2,Geoffrey M. Barnes,3,
17,2,DEM,,,Member of Council EMSWORTH,3,WRITE-IN,3,
464,8,DEM,,,Member of Council FOREST HILLS,1,John Joseph Lawrence,3,
556,8,DEM,,,Member of Council FOREST HILLS,2,Patricia M. DeMarco,3,
481,8,DEM,,,Member of Council FOREST HILLS,3,William I. Burleigh,3,
16,8,DEM,,,Member of Council FOREST HILLS,4,WRITE-IN,3,
15,5,DEM,,,Member of Council FOX CHAPEL,1,WRITE-IN,3,
18,1,DEM,,,Member of Council GLENFIELD,1,Amy J. Markel,3,
17,1,DEM,,,Member of Council GLENFIELD,2,WRITE-IN,3,
305,4,DEM,,,Member of Council GREEN TREE,1,Art Tintori,3,
301,4,DEM,,,Member of Council GREEN TREE,2,Rino R. Lindsey,3,
332,4,DEM,,,Member of Council GREEN TREE,3,Ron Panza,3,
7,4,DEM,,,Member of Council GREEN TREE,4,WRITE-IN,3,
5,1,DEM,,,Member of Council HAYSVILLE,1,WRITE-IN,3,
193,3,DEM,,,Member of Council INGRAM,1,Joseph V. Chesno,3,
162,3,DEM,,,Member of Council INGRAM,2,Samantha Jo Wilfert,3,
21,3,DEM,,,Member of Council INGRAM,3,WRITE-IN,3,
621,8,DEM,,,Member of Council JEFFERSON HILLS,1,Kathleen Reynolds,3,
131,8,DEM,,,Member of Council JEFFERSON HILLS,2,WRITE-IN,3,
58,1,DEM,,,Member of Council LEETSDALE,1,"Robert F. Cobourne, Jr.",3,
69,1,DEM,,,Member of Council LEETSDALE,2,Melanie M. Dunn,3,
66,1,DEM,,,Member of Council LEETSDALE,3,Benjimen Frederick,3,
70,1,DEM,,,Member of Council LEETSDALE,4,Lauren Jones,3,
79,1,DEM,,,Member of Council LEETSDALE,5,Joseph McGurk,3,
25,1,DEM,,,Member of Council LEETSDALE,6,WRITE-IN,3,
219,2,DEM,,,Member of Council LIBERTY,1,Deborah A. Swank,3,
232,2,DEM,,,Member of Council LIBERTY,2,Jason K. Ruzich,3,
43,2,DEM,,,Member of Council LIBERTY,3,WRITE-IN,3,
90,1,DEM,,,Member of Council LINCOLN,1,Nick Vay,3,
75,1,DEM,,,Member of Council LINCOLN,2,Kristin Beedle,3,
76,1,DEM,,,Member of Council LINCOLN,3,Paul S. Vereb,3,
5,1,DEM,,,Member of Council LINCOLN,4,WRITE-IN,3,
113,4,DEM,,,Member of Council MT OLIVER,1,Darnell Sains,3,
168,4,DEM,,,Member of Council MT OLIVER,2,Christina Reft,3,
117,4,DEM,,,Member of Council MT OLIVER,3,Amber McGough,3,
123,4,DEM,,,Member of Council MT OLIVER,4,Justin Viale,3,
60,4,DEM,,,Member of Council MT OLIVER,5,William E. Kortas,3,
9,4,DEM,,,Member of Council MT OLIVER,6,WRITE-IN,3,
369,12,DEM,,,Member of Council MUNHALL,1,Daniel Lloyd,3,
236,12,DEM,,,Member of Council MUNHALL,2,Scott David Stevens,3,
662,12,DEM,,,Member of Council MUNHALL,3,John J. Tichon,3,
576,12,DEM,,,Member of Council MUNHALL,4,Jason W. Stein,3,
171,12,DEM,,,Member of Council MUNHALL,5,"Robert E. Kalan, Jr.",3,
595,12,DEM,,,Member of Council MUNHALL,6,Bernie Shields,3,
568,12,DEM,,,Member of Council MUNHALL,7,Joseph M. Ballas,3,
812,12,DEM,,,Member of Council MUNHALL,8,Joseph M. Varhola,3,
575,12,DEM,,,Member of Council MUNHALL,9,Pamela Terrick,3,
289,12,DEM,,,Member of Council MUNHALL,10,Raymond R. Kondas,3,
11,12,DEM,,,Member of Council MUNHALL,11,WRITE-IN,3,
101,2,DEM,,,Member of Council OAKDALE,1,Jonathan Paul DeBor,3,
92,2,DEM,,,Member of Council OAKDALE,2,Harold T. Potts,3,
104,2,DEM,,,Member of Council OAKDALE,3,Mark A. Maximovich,3,
1,2,DEM,,,Member of Council OAKDALE,4,WRITE-IN,3,
268,6,DEM,,,Member of Council OAKMONT,1,Nancy L. Ride,3,
389,6,DEM,,,Member of Council OAKMONT,2,Elena M. Colianni,3,
283,6,DEM,,,Member of Council OAKMONT,3,Mark E. Salvas,3,
423,6,DEM,,,Member of Council OAKMONT,4,Michael L. Federici,3,
5,6,DEM,,,Member of Council OAKMONT,5,WRITE-IN,3,
0,1,DEM,,,Member of Council GLEN OSBORNE,1,WRITE-IN,3,
208,3,DEM,,,Member of Council PITCAIRN,1,John Bova,3,
301,3,DEM,,,Member of Council PITCAIRN,2,Michael L. Tobias,3,
147,3,DEM,,,Member of Council PITCAIRN,3,John J. Rocco,3,
137,3,DEM,,,Member of Council PITCAIRN,4,Doug Crothers,3,
186,3,DEM,,,Member of Council PITCAIRN,5,George Burkhardt,3,
250,3,DEM,,,Member of Council PITCAIRN,6,James M. Rullo,3,
2,3,DEM,,,Member of Council PITCAIRN,7,WRITE-IN,3,
499,10,DEM,,,Member of Council PLEASANT HILLS,1,Joseph M. Esper,3,
12,10,DEM,,,Member of Council PLEASANT HILLS,2,WRITE-IN,3,
1279,21,DEM,,,Member of Council PLUM,1,Loretta M. White,3,
1236,21,DEM,,,Member of Council PLUM,2,Paul Dern,3,
240,21,DEM,,,Member of Council PLUM,3,WRITE-IN,3,
298,4,DEM,,,Member of Council PORT VUE,1,"Bryan Myers, II",3,
281,4,DEM,,,Member of Council PORT VUE,2,Kenneth J. Hresko,3,
256,4,DEM,,,Member of Council PORT VUE,3,Greg M. Lombardo,3,
170,4,DEM,,,Member of Council PORT VUE,4,Harry Hart,3,
3,4,DEM,,,Member of Council PORT VUE,5,WRITE-IN,3,
61,1,DEM,,,Member of Council ROSSLYN FARMS,1,WRITE-IN,3,
25,1,DEM,,,Member of Council SEWICKLEY HEIGHTS,1,WRITE-IN,3,
286,3,DEM,,,Member of Council SHARPSBURG,1,Matthew V. Rudzki,3,
233,3,DEM,,,Member of Council SHARPSBURG,2,Gregory P. Domian,3,
187,3,DEM,,,Member of Council SHARPSBURG,3,Lawrence A. Trozzo,3,
6,3,DEM,,,Member of Council SHARPSBURG,4,WRITE-IN,3,
120,4,DEM,,,Member of Council SPRINGDALE BOROUGH,1,John R. Molnar,3,
206,4,DEM,,,Member of Council SPRINGDALE BOROUGH,2,James Zurisko,3,
238,4,DEM,,,Member of Council SPRINGDALE BOROUGH,3,Jason R. Fry,3,
238,4,DEM,,,Member of Council SPRINGDALE BOROUGH,4,David J. Spirk,3,
343,4,DEM,,,Member of Council SPRINGDALE BOROUGH,5,WRITE-IN,3,
264,11,DEM,,,Member of Council SWISSVALE,1,Iva Russo,3,
179,11,DEM,,,Member of Council SWISSVALE,2,George Geller,3,
398,11,DEM,,,Member of Council SWISSVALE,3,Darrell Rapp,3,
341,11,DEM,,,Member of Council SWISSVALE,4,Michael Alder,3,
392,11,DEM,,,Member of Council SWISSVALE,5,Patricia L. Gionta,3,
355,11,DEM,,,Member of Council SWISSVALE,6,Dawn Brubaker,3,
432,11,DEM,,,Member of Council SWISSVALE,7,Tim Ward,3,
5,11,DEM,,,Member of Council SWISSVALE,8,WRITE-IN,3,
2,1,DEM,,,Member of Council THORNBURG,1,WRITE-IN,3,
3,1,DEM,,,Member of Council TRAFFORD,1,Stephen Kutz,3,
4,1,DEM,,,Member of Council TRAFFORD,2,Dennis Hockenberry,3,
0,1,DEM,,,Member of Council TRAFFORD,3,WRITE-IN,3,
140,3,DEM,,,Member of Council VERONA,1,Laura A. Tamburrino,3,
177,3,DEM,,,Member of Council VERONA,2,Dominic Conte,3,
155,3,DEM,,,Member of Council VERONA,3,Sylvia K. Provenza,3,
121,3,DEM,,,Member of Council VERONA,4,Nancy A. Carpenter,3,
175,3,DEM,,,Member of Council VERONA,5,Sandra M. Drabicki-Bell,3,
154,3,DEM,,,Member of Council VERONA,6,Kevin M. Larkin,3,
0,3,DEM,,,Member of Council VERONA,7,WRITE-IN,3,
76,2,DEM,,,Member of Council VERSAILLES,1,Cynthia Richards,3,
102,2,DEM,,,Member of Council VERSAILLES,2,Joel C. Elm,3,
86,2,DEM,,,Member of Council VERSAILLES,3,William E. Kruczek,3,
22,2,DEM,,,Member of Council VERSAILLES,4,WRITE-IN,3,
35,1,DEM,,,Member of Council WEST ELIZABETH,1,Daryl A. Celestino,3,
27,1,DEM,,,Member of Council WEST ELIZABETH,2,Janet Isaacs,3,
27,1,DEM,,,Member of Council WEST ELIZABETH,3,Lewis Miller,3,
1,1,DEM,,,Member of Council WEST ELIZABETH,4,WRITE-IN,3,
231,3,DEM,,,Member of Council WEST HOMESTEAD,1,Robert M. Cherep,3,
158,3,DEM,,,Member of Council WEST HOMESTEAD,2,Charles J. Getty,3,
257,3,DEM,,,Member of Council WEST HOMESTEAD,3,Joseph M. Baran,3,
259,3,DEM,,,Member of Council WEST HOMESTEAD,4,"John J. Karafa, Jr.",3,
2,3,DEM,,,Member of Council WEST HOMESTEAD,5,WRITE-IN,3,
955,21,DEM,,,Member of Council WEST MIFFLIN,1,Kenneth W. Ruffing,3,
1378,21,DEM,,,Member of Council WEST MIFFLIN,2,"Frank Stupar, Jr.",3,
1175,21,DEM,,,Member of Council WEST MIFFLIN,3,Michael G. Moses,3,
1219,21,DEM,,,Member of Council WEST MIFFLIN,4,Steven Marone,3,
1685,21,DEM,,,Member of Council WEST MIFFLIN,5,Robert J. Kostelnik,3,
15,21,DEM,,,Member of Council WEST MIFFLIN,6,WRITE-IN,3,
415,7,DEM,,,Member of Council WEST VIEW,1,Donald E. Mikec,3,
414,7,DEM,,,Member of Council WEST VIEW,2,Barry G. Schell,3,
433,7,DEM,,,Member of Council WEST VIEW,3,M. Kimberly Steele,3,
9,7,DEM,,,Member of Council WEST VIEW,4,WRITE-IN,3,
88,2,DEM,,,Member of Council WHITAKER,1,Richard C. Lassige,3,
93,2,DEM,,,Member of Council WHITAKER,2,Jon A. Esken,3,
80,2,DEM,,,Member of Council WHITAKER,3,"Robert T. Asson, Sr.",3,
29,2,DEM,,,Member of Council WHITAKER,4,WRITE-IN,3,
445,16,DEM,,,Member of Council WHITEHALL,1,Helen Del Sardo,3,
526,16,DEM,,,Member of Council WHITEHALL,2,Marianlynn Sciulli,3,
938,16,DEM,,,Member of Council WHITEHALL,3,Glenn Nagy,3,
858,16,DEM,,,Member of Council WHITEHALL,4,Philip J. Lahr,3,
384,16,DEM,,,Member of Council WHITEHALL,5,Julie Mancine,3,
9,16,DEM,,,Member of Council WHITEHALL,6,WRITE-IN,3,
448,7,DEM,,,Member of Council WHITE OAK,1,Ryan M. Tutera,3,
576,7,DEM,,,Member of Council WHITE OAK,2,David J. Pasternak,3,
492,7,DEM,,,Member of Council WHITE OAK,3,Richard Keller,3,
9,7,DEM,,,Member of Council WHITE OAK,4,WRITE-IN,3,
41,1,DEM,,,Member of Council PENNSBURY VILLAGE,1,Marita L. Haubrick,3,
37,1,DEM,,,Member of Council PENNSBURY VILLAGE,2,Daryl C. Albert,3,
3,1,DEM,,,Member of Council PENNSBURY VILLAGE,3,WRITE-IN,3,
132,3,DEM,,,Member of Council DRAVOSBURG,1,Gregory Wilson,2,
134,3,DEM,,,Member of Council DRAVOSBURG,2,Matthew L. Mols,2,
0,3,DEM,,,Member of Council DRAVOSBURG,3,WRITE-IN,2,
255,10,DEM,,,Member of Council DUQUESNE,1,John S. Gyure,2,
237,10,DEM,,,Member of Council DUQUESNE,2,Eugene Capristo,2,
294,10,DEM,,,Member of Council DUQUESNE,3,Timothy Caldwell,2,
194,10,DEM,,,Member of Council DUQUESNE,4,Matthew J. Durik,2,
4,10,DEM,,,Member of Council DUQUESNE,5,WRITE-IN,2,
37,13,DEM,,,Member of Council HAMPTON,1,WRITE-IN,2,
64,1,DEM,,,Member of Council HEIDELBERG,1,David D. Morgan,2,
58,1,DEM,,,Member of Council HEIDELBERG,2,Robert E. Debar,2,
81,1,DEM,,,Member of Council HEIDELBERG,3,Raymond Losego,2,
30,1,DEM,,,Member of Council HEIDELBERG,4,WRITE-IN,2,
2602,50,DEM,,,Member of Council PENN HILLS,1,Joseph N. Palumbo,2,
2442,50,DEM,,,Member of Council PENN HILLS,2,Gary Underwood,2,
35,50,DEM,,,Member of Council PENN HILLS,3,WRITE-IN,2,
26,1,DEM,,,Member of Council SEWICKLEY HILLS,1,WRITE-IN,2,
18,1,DEM,,,Member of Council WALL,1,WRITE-IN,2,
16,1,DEM,,,Member of Council GLENFIELD,1,WRITE-IN,3,
3,1,DEM,,,Member of Council HAYSVILLE,1,WRITE-IN,2,
111,4,DEM,,,Member of Council SPRINGDALE BOROUGH,1,John R. Molnar,2,
201,4,DEM,,,Member of Council SPRINGDALE BOROUGH,2,James Zurisko,2,
376,4,DEM,,,Member of Council SPRINGDALE BOROUGH,3,WRITE-IN,2,
0,1,DEM,,,Member of Council BEN AVON HEIGHTS,1,WRITE-IN,1,
227,10,DEM,,,Member of Council BRENTWOOD,1,WRITE-IN,1,
441,8,DEM,,,Member of Council CASTLE SHANNON,1,Timothy S. Kirsch,1,
5,8,DEM,,,Member of Council CASTLE SHANNON,2,WRITE-IN,1,
27,2,DEM,,,Member of Council CHESWICK,1,WRITE-IN,1,
295,4,DEM,,,Member of Council CHURCHILL,1,Monique C. Moore,1,
1,4,DEM,,,Member of Council CHURCHILL,2,WRITE-IN,1,
174,6,DEM,,,Member of Council CRAFTON,1,Michael J. Crown,1,
197,6,DEM,,,Member of Council CRAFTON,2,Phillip Levasseur,1,
1,6,DEM,,,Member of Council CRAFTON,3,WRITE-IN,1,
8,1,DEM,,,Member of Council ELIZABETH BOROUGH,1,WRITE-IN,1,
25,2,DEM,,,Member of Council EMSWORTH,1,WRITE-IN,1,
8,5,DEM,,,Member of Council FOX CHAPEL,1,WRITE-IN,1,
185,6,DEM,,,Member of Council GLASSPORT,1,Keith DiMarco,1,
107,6,DEM,,,Member of Council GLASSPORT,2,Katherine Handra,1,
166,6,DEM,,,Member of Council GLASSPORT,3,Blaise Martin Wojton,1,
96,6,DEM,,,Member of Council GLASSPORT,4,"Thomas W. Bradley, Jr.",1,
1,6,DEM,,,Member of Council GLASSPORT,5,WRITE-IN,1,
105,4,DEM,,,Member of Council MT OLIVER,1,David Beltz,1,
90,4,DEM,,,Member of Council MT OLIVER,2,Barbara Keener,1,
19,4,DEM,,,Member of Council MT OLIVER,3,William E. Kortas,1,
0,4,DEM,,,Member of Council MT OLIVER,4,WRITE-IN,1,
10,1,DEM,,,Member of Council SEWICKLEY HILLS,1,WRITE-IN,1,
276,3,DEM,,,Member of Council SHARPSBURG,1,"Anthony J. Karpinski, Jr.",1,
1,3,DEM,,,Member of Council SHARPSBURG,2,WRITE-IN,1,
2,1,DEM,,,Member of Council TRAFFORD,1,John D. Daykon,1,
0,1,DEM,,,Member of Council TRAFFORD,2,WRITE-IN,1,
4,1,DEM,,,Member of Council WALL,1,WRITE-IN,1,
