Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote for,Ref
504,12,DEM,,,School Director SOUTH PARK,1,Frank K. Wentzel,5,
513,12,DEM,,,School Director SOUTH PARK,2,Lorraine Blackburn,5,
504,12,DEM,,,School Director SOUTH PARK,3,Nicholas J. Rudolph,5,
490,12,DEM,,,School Director SOUTH PARK,4,David E. Palmer,5,
551,12,DEM,,,School Director SOUTH PARK,5,Mary A. Arrigo,5,
5,12,DEM,,,School Director SOUTH PARK,6,WRITE-IN,5,
581,18,DEM,,,School Director UPPER SAINT CLAIR,1,Barbara L. Bolas,5,
476,18,DEM,,,School Director UPPER SAINT CLAIR,2,Patrick A. Hewitt,5,
621,18,DEM,,,School Director UPPER SAINT CLAIR,3,Amy L. Billerbeck,5,
344,18,DEM,,,School Director UPPER SAINT CLAIR,4,Bethany Hoag-Salmen,5,
491,18,DEM,,,School Director UPPER SAINT CLAIR,5,Phillip J. Elias,5,
590,18,DEM,,,School Director UPPER SAINT CLAIR,6,Angela Petersen,5,
13,18,DEM,,,School Director UPPER SAINT CLAIR,7,WRITE-IN,5,
805,19,DEM,,,School Director WEST JEFFERSON HILLS,1,Suzanne M. Downer,5,
691,19,DEM,,,School Director WEST JEFFERSON HILLS,2,Jill Achtzehn Bertini,5,
805,19,DEM,,,School Director WEST JEFFERSON HILLS,3,David Dominick,5,
634,19,DEM,,,School Director WEST JEFFERSON HILLS,4,Brian Fernandes,5,
530,19,DEM,,,School Director WEST JEFFERSON HILLS,5,Alan J. Caponi,5,
612,19,DEM,,,School Director WEST JEFFERSON HILLS,6,Kerri L. Gonot,5,
493,19,DEM,,,School Director WEST JEFFERSON HILLS,7,Ryan Pierce,5,
625,19,DEM,,,School Director WEST JEFFERSON HILLS,8,Shauna M. D'Alessandro,5,
511,19,DEM,,,School Director WEST JEFFERSON HILLS,9,Marianne L. Neel,5,
33,19,DEM,,,School Director WEST JEFFERSON HILLS,10,WRITE-IN,5,
1040,17,DEM,,,School Director WILKINSBURG,1,Kathy Firestine,5,
1038,17,DEM,,,School Director WILKINSBURG,2,Michael A. Johnson,5,
981,17,DEM,,,School Director WILKINSBURG,3,Joshua Miller,5,
910,17,DEM,,,School Director WILKINSBURG,4,Kevin Urda,5,
990,17,DEM,,,School Director WILKINSBURG,5,Klara K. Brown,5,
42,17,DEM,,,School Director WILKINSBURG,6,WRITE-IN,5,
0,2,DEM,,,School Director NORWIN,1,Gary Brozek,5,
0,2,DEM,,,School Director NORWIN,2,Darlene Ciocca,5,
0,2,DEM,,,School Director NORWIN,3,Thomas Sturm,5,
0,2,DEM,,,School Director NORWIN,4,Dennis Rittenhouse,5,
0,2,DEM,,,School Director NORWIN,5,Robert Perkins,5,
0,2,DEM,,,School Director NORWIN,6,"Del P. Nolfi, Jr.",5,
0,2,DEM,,,School Director NORWIN,7,Raymond Kocak,5,
0,2,DEM,,,School Director NORWIN,8,Shawn Petrisko,5,
0,2,DEM,,,School Director NORWIN,9,Tracey L. Czajkowski,5,
0,2,DEM,,,School Director NORWIN,10,WRITE-IN,5,
1138,23,DEM,,,School Director WEST MIFFLIN AREA,1,Stephen Kovac,5,
1375,23,DEM,,,School Director WEST MIFFLIN AREA,2,Debra J. Kostelnik,5,
802,23,DEM,,,School Director WEST MIFFLIN AREA,3,Glenn Cerra,5,
846,23,DEM,,,School Director WEST MIFFLIN AREA,4,Holly M. Marshall,5,
592,23,DEM,,,School Director WEST MIFFLIN AREA,5,Leonard Phillips,5,
1133,23,DEM,,,School Director WEST MIFFLIN AREA,6,Tony DiCenzo,5,
897,23,DEM,,,School Director WEST MIFFLIN AREA,7,Janice L. Gladden,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,8,NO CANDIDATE FILED,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,9,NO CANDIDATE FILED,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,10,NO CANDIDATE FILED,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,11,NO CANDIDATE FILED,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,12,NO CANDIDATE FILED,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,13,NO CANDIDATE FILED,5,
0,23,DEM,,,School Director WEST MIFFLIN AREA,14,NO CANDIDATE FILED,5,
1001,23,DEM,,,School Director WEST MIFFLIN AREA,15,Judith E. Andzelik,5,
670,23,DEM,,,School Director WEST MIFFLIN AREA,16,Theodore Cale,5,
420,23,DEM,,,School Director WEST MIFFLIN AREA,17,Daniel J. McDonald,5,
587,23,DEM,,,School Director WEST MIFFLIN AREA,18,Charles Howell,5,
547,23,DEM,,,School Director WEST MIFFLIN AREA,19,"Harry G. Fast, III",5,
833,23,DEM,,,School Director WEST MIFFLIN AREA,20,Nicholas Alexandroff,5,
409,23,DEM,,,School Director WEST MIFFLIN AREA,21,Richard J. Crux,5,
21,23,DEM,,,School Director WEST MIFFLIN AREA,22,WRITE-IN,5,
738,15,DEM,,,School Director CARLYNTON,1,LeeAnne Mitchell O'Brien,1,
2,15,DEM,,,School Director CARLYNTON,2,WRITE-IN,1,
1773,37,DEM,,,School Director NORTH ALLEGHENY,1,Suzanne M. Filiaggi,1,
16,37,DEM,,,School Director NORTH ALLEGHENY,2,WRITE-IN,1,
1224,17,DEM,,,School Director WILKINSBURG,1,Elizabeth L. Slaby,1,
6,17,DEM,,,School Director WILKINSBURG,2,WRITE-IN,1,
672,9,DEM,,,School Director FOX CHAPEL REGION 1,1,Eric C. Schmidt,2,
34,9,DEM,,,School Director FOX CHAPEL REGION 1,2,WRITE-IN,2,
36,7,DEM,,,School Director HIGHLANDS REGION 1,1,WRITE-IN,2,
230,7,DEM,,,School Director MONTOUR REGION 1,1,Frank Dalmas,2,
379,7,DEM,,,School Director MONTOUR REGION 1,2,Thomas Barclay,2,
455,7,DEM,,,School Director MONTOUR REGION 1,3,Dean Caliguire,2,
5,7,DEM,,,School Director MONTOUR REGION 1,4,WRITE-IN,2,
90,5,DEM,,,School Director PINE RICHLAND REGION 1,1,Lizz Helmsen,2,
98,5,DEM,,,School Director PINE RICHLAND REGION 1,2,Therese M. Dawson,2,
75,5,DEM,,,School Director PINE RICHLAND REGION 1,3,Marc D. Casciani,2,
1,5,DEM,,,School Director PINE RICHLAND REGION 1,4,WRITE-IN,2,
3,1,DEM,,,School Director PENN -TRAFFORD,1,Scott Koscho,2,
4,1,DEM,,,School Director PENN -TRAFFORD,2,Nick A. Petrucci,2,
0,1,DEM,,,School Director PENN -TRAFFORD,3,Sallie Bradley,2,
0,1,DEM,,,School Director PENN -TRAFFORD,4,WRITE-IN,2,
267,7,DEM,,,School Director STO-ROX REGION 1,1,Lucille M. Young,2,
231,7,DEM,,,School Director STO-ROX REGION 1,2,Samantha Levitzki,2,
119,7,DEM,,,School Director STO-ROX REGION 1,3,William Lenhart,2,
6,7,DEM,,,School Director STO-ROX REGION 1,4,WRITE-IN,2,
150,3,DEM,,,School Director WEST ALLEGHENY REGION 1,1,Ronald F. Pasic,2,
178,3,DEM,,,School Director WEST ALLEGHENY REGION 1,2,Robert A. Ostrander,2,
8,3,DEM,,,School Director WEST ALLEGHENY REGION 1,3,WRITE-IN,2,
934,18,DEM,,,School Director WOODLAND HILLS REGION 1,1,Jeffrey Hildebrand,2,
540,18,DEM,,,School Director WOODLAND HILLS REGION 1,2,Andre D. Moore,2,
500,18,DEM,,,School Director WOODLAND HILLS REGION 1,3,Cicely M. Jackson-Hanner,2,
1,18,DEM,,,School Director WOODLAND HILLS REGION 1,4,WRITE-IN,2,
133,3,DEM,,,School Director CLAIRTON REGION 1,1,Kathy Santoline,1,
1,3,DEM,,,School Director CLAIRTON REGION 1,2,WRITE-IN,1,
148,2,DEM,,,School Director EAST ALLEGHENY REGION 1,1,Gerri C. McCullough,1,
2,2,DEM,,,School Director EAST ALLEGHENY REGION 1,2,WRITE-IN,1,
391,8,DEM,,,School Director KEYSTONE OAKS REGION 1,1,Raeann Lindsey,1,
2,8,DEM,,,School Director KEYSTONE OAKS REGION 1,2,WRITE-IN,1,
248,4,DEM,,,School Director QUAKER VALLEY REGION 1,1,Gianni Floro,1,
4,4,DEM,,,School Director QUAKER VALLEY REGION 1,2,WRITE-IN,1,
586,15,DEM,,,School Director SHALER AREA REGION 1,1,Jim Tunstall,1,
422,15,DEM,,,School Director SHALER AREA REGION 1,2,April Gentile-Lehmeier,1,
10,15,DEM,,,School Director SHALER AREA REGION 1,3,WRITE-IN,1,
632,9,DEM,,,School Director FOX CHAPEL REGION 1,1,"Somer Obernauer, Jr.",1,
9,9,DEM,,,School Director FOX CHAPEL REGION 1,2,WRITE-IN,1,
87,5,DEM,,,School Director PINE RICHLAND REGION 1,1,Lizz Helmsen,1,
57,5,DEM,,,School Director PINE RICHLAND REGION 1,2,Marc D. Casciani,1,
0,5,DEM,,,School Director PINE RICHLAND REGION 1,3,WRITE-IN,1,
924,7,DEM,,,School Director MONTOUR REGION 2,1,Kenneth D. Barth,3,
915,7,DEM,,,School Director MONTOUR REGION 2,2,Mary Ellen Moore,3,
881,7,DEM,,,School Director MONTOUR REGION 2,3,Mark Hutter,3,
96,7,DEM,,,School Director MONTOUR REGION 2,4,Duane Faith,3,
123,7,DEM,,,School Director MONTOUR REGION 2,5,Edwin Miller,3,
7,7,DEM,,,School Director MONTOUR REGION 2,6,WRITE-IN,3,
361,8,DEM,,,School Director FOX CHAPEL REGION 2,1,Terry Wirginis,2,
385,8,DEM,,,School Director FOX CHAPEL REGION 2,2,Sandra M. Garbisch,2,
5,8,DEM,,,School Director FOX CHAPEL REGION 2,3,WRITE-IN,2,
573,10,DEM,,,School Director KEYSTONE OAKS REGION 2,1,Kristen Pauchnik,2,
537,10,DEM,,,School Director KEYSTONE OAKS REGION 2,2,Robert D. Brownlee,2,
7,10,DEM,,,School Director KEYSTONE OAKS REGION 2,3,WRITE-IN,2,
112,4,DEM,,,School Director QUAKER VALLEY REGION 2,1,Robert Riker,2,
122,4,DEM,,,School Director QUAKER VALLEY REGION 2,2,David P. Pusateri,2,
3,4,DEM,,,School Director QUAKER VALLEY REGION 2,3,WRITE-IN,2,
146,16,DEM,,,School Director SHALER AREA REGION 2,1,William Couts,2,
455,16,DEM,,,School Director SHALER AREA REGION 2,2,Eileen J. Phillips,2,
211,16,DEM,,,School Director SHALER AREA REGION 2,3,Erin L. Autenreith,2,
688,16,DEM,,,School Director SHALER AREA REGION 2,4,Jason Machajewski,2,
6,16,DEM,,,School Director SHALER AREA REGION 2,5,WRITE-IN,2,
475,11,DEM,,,School Director STO-ROX REGION 2,1,Maura J. Mitchell,2,
83,11,DEM,,,School Director STO-ROX REGION 2,2,WRITE-IN,2,
605,20,DEM,,,School Director WOODLAND HILLS REGION 2,1,Jeff Hanchett,2,
470,20,DEM,,,School Director WOODLAND HILLS REGION 2,2,"James W. Weems, Jr.",2,
927,20,DEM,,,School Director WOODLAND HILLS REGION 2,3,Ava Johnson,2,
12,20,DEM,,,School Director WOODLAND HILLS REGION 2,4,WRITE-IN,2,
146,3,DEM,,,School Director CLAIRTON REGION 2,1,Jennifer Williams,1,
0,3,DEM,,,School Director CLAIRTON REGION 2,2,WRITE-IN,1,
309,7,DEM,,,School Director HIGHLANDS REGION 2,1,Jeff Mundy,1,
1,7,DEM,,,School Director HIGHLANDS REGION 2,2,WRITE-IN,1,
194,6,DEM,,,School Director PINE RICHLAND REGION 2,1,Peter Lyons,1,
3,6,DEM,,,School Director PINE RICHLAND REGION 2,2,WRITE-IN,1,
304,4,DEM,,,School Director WEST ALLEGHENY REGION 2,1,Debra A. Mirich,1,
4,4,DEM,,,School Director WEST ALLEGHENY REGION 2,2,WRITE-IN,1,
471,6,DEM,,,School Director STEEL VALLEY REGION 2,1,James Bulger,1,
232,6,DEM,,,School Director STEEL VALLEY REGION 2,2,Donna Kiefer,1,
1,6,DEM,,,School Director STEEL VALLEY REGION 2,3,WRITE-IN,1,
358,7,DEM,,,School Director HIGHLANDS REGION 3,1,Ryan E. Hanford,2,
307,7,DEM,,,School Director HIGHLANDS REGION 3,2,Heath Cohen,2,
15,7,DEM,,,School Director HIGHLANDS REGION 3,3,WRITE-IN,2,
261,4,DEM,,,School Director KEYSTONE OAKS REGION 3,1,David N. Hommrich,2,
270,4,DEM,,,School Director KEYSTONE OAKS REGION 3,2,Theresa A. Lydon,2,
2,4,DEM,,,School Director KEYSTONE OAKS REGION 3,3,WRITE-IN,2,
232,5,DEM,,,School Director PINE RICHLAND REGION 3,1,Laura Ohlund,2,
234,5,DEM,,,School Director PINE RICHLAND REGION 3,2,Virginia Goebel,2,
1,5,DEM,,,School Director PINE RICHLAND REGION 3,3,WRITE-IN,2,
176,8,DEM,,,School Director QUAKER VALLEY REGION 3,1,Marna Karcher Blackmer,2,
167,8,DEM,,,School Director QUAKER VALLEY REGION 3,2,Jeffrey M. Watters,2,
5,8,DEM,,,School Director QUAKER VALLEY REGION 3,3,WRITE-IN,2,
415,15,DEM,,,School Director SHALER AREA REGION 3,1,Chris Weaver,2,
370,15,DEM,,,School Director SHALER AREA REGION 3,2,John F. Torchia,2,
569,15,DEM,,,School Director SHALER AREA REGION 3,3,Jeanne Petrovich,2,
345,15,DEM,,,School Director SHALER AREA REGION 3,4,James L. Fisher,2,
12,15,DEM,,,School Director SHALER AREA REGION 3,5,WRITE-IN,2,
192,3,DEM,,,School Director WEST ALLEGHENY REGION 3,1,Mark H. Rosen,2,
178,3,DEM,,,School Director WEST ALLEGHENY REGION 3,2,Edward Faux,2,
7,3,DEM,,,School Director WEST ALLEGHENY REGION 3,3,WRITE-IN,2,
135,3,DEM,,,School Director CLAIRTON REGION 3,1,Lawrence D. Carra,1,
3,3,DEM,,,School Director CLAIRTON REGION 3,2,WRITE-IN,1,
643,10,DEM,,,School Director FOX CHAPEL REGION 3,1,Nancy B. Foster,1,
6,10,DEM,,,School Director FOX CHAPEL REGION 3,2,WRITE-IN,1,
1228,20,DEM,,,School Director WOODLAND HILLS REGION 3,1,Jamie L. Glasser,1,
13,20,DEM,,,School Director WOODLAND HILLS REGION 3,2,WRITE-IN,1,
709,5,DEM,,,School Director STEEL VALLEY REGION 3,1,Daniel Matthew Rojtas,1,
319,5,DEM,,,School Director STEEL VALLEY REGION 3,2,Donald M. Bajus,1,
1,5,DEM,,,School Director STEEL VALLEY REGION 3,3,WRITE-IN,1,
860,20,DEM,,,School Director WOODLAND HILLS REGION 3,1,Robert J. Tomasic,1,
532,20,DEM,,,School Director WOODLAND HILLS REGION 3,2,Colleen C. Filiak,1,
9,20,DEM,,,School Director WOODLAND HILLS REGION 3,3,WRITE-IN,1,
184,3,DEM,,,School Director CLAIRTON REGION 4,1,Roger Tachoir,1,
4,3,DEM,,,School Director CLAIRTON REGION 4,2,WRITE-IN,1,
103,2,DEM,,,School Director EAST ALLEGHENY REGION 5,1,Frederick Miller,1,
178,2,DEM,,,School Director EAST ALLEGHENY REGION 5,2,Michael Paradine,1,
0,2,DEM,,,School Director EAST ALLEGHENY REGION 5,3,WRITE-IN,1,
145,2,DEM,,,School Director EAST ALLEGHENY REGION 6,1,Connie Rosenbayger,1,
3,2,DEM,,,School Director EAST ALLEGHENY REGION 6,2,WRITE-IN,1,
134,2,DEM,,,School Director EAST ALLEGHENY REGION 8,1,"John Paul Savinda, Jr.",1,
6,2,DEM,,,School Director EAST ALLEGHENY REGION 8,2,WRITE-IN,1,
115,2,DEM,,,School Director EAST ALLEGHENY REGION 9,1,Lisa M. Green,1,
2,2,DEM,,,School Director EAST ALLEGHENY REGION 9,2,WRITE-IN,1,
1642,32,DEM,,,Mayor MCKEESPORT,1,Michael E. Cherepko,1,
933,32,DEM,,,Mayor MCKEESPORT,2,David G. Donato,1,
4,32,DEM,,,Mayor MCKEESPORT,3,WRITE-IN,1,
3036,50,DEM,,,Mayor PENN HILLS,1,Sara Jayne Kuhn,1,
83,50,DEM,,,Mayor PENN HILLS,2,WRITE-IN,1,
16,1,DEM,,,Mayor GLENFIELD,1,Michael A. Cherock,1,
7,1,DEM,,,Mayor GLENFIELD,2,WRITE-IN,1,
2,1,DEM,,,Mayor HAYSVILLE,1,WRITE-IN,1,
36,1,DEM,,,Mayor WALL,1,WRITE-IN,1,
15,1,DEM,,,Mayor WEST ELIZABETH,1,WRITE-IN,1,
124,2,DEM,,,Mayor WILMERDING,1,WRITE-IN,1,
18,13,DEM,,,Controller HAMPTON,1,WRITE-IN,1,
3008,50,DEM,,,Controller PENN HILLS,1,Nicholas J. Futules,1,
19,50,DEM,,,Controller PENN HILLS,2,WRITE-IN,1,
30,7,DEM,,,TAX COLLECTOR CORAOPOLIS,1,WRITE-IN,1,
26,2,DEM,,,TAX COLLECTOR FAWN,1,WRITE-IN,1,
1,1,DEM,,,TAX COLLECTOR HAYSVILLE,1,WRITE-IN,1,
4,1,DEM,,,TAX COLLECTOR KILBUCK,1,WRITE-IN,1,
197,4,DEM,,,TAX COLLECTOR MT OLIVER,1,Tina Carcia,1,
0,4,DEM,,,TAX COLLECTOR MT OLIVER,2,WRITE-IN,1,
8,3,DEM,,,TAX COLLECTOR NEVILLE,1,WRITE-IN,1,
12,6,DEM,,,TAX COLLECTOR OAKMONT,1,WRITE-IN,1,
5,4,DEM,,,TAX COLLECTOR SEWICKLEY,1,WRITE-IN,1,
186,1,DEM,,,TAX COLLECTOR SPRINGDALE TOWNSHIP,1,Kathryn Winwood,1,
0,1,DEM,,,TAX COLLECTOR SPRINGDALE TOWNSHIP,2,WRITE-IN,1,
1,1,DEM,,,TAX COLLECTOR THORNBURG,1,WRITE-IN,1,
423,10,DEM,,,Treasurer DUQUESNE,1,David J. Bires,1,
3,10,DEM,,,Treasurer DUQUESNE,2,WRITE-IN,1,
2005,38,DEM,,,Treasurer MT LEBANON,1,Joseph Senko,1,
9,38,DEM,,,Treasurer MT LEBANON,2,WRITE-IN,1,
29,6,DEM,,,Auditor BELLEVUE,1,WRITE-IN,1,
95,2,DEM,,,Auditor EAST DEER,1,Jennifer L. Savka,1,
1,2,DEM,,,Auditor EAST DEER,2,WRITE-IN,1,
8,3,DEM,,,Auditor ETNA,1,WRITE-IN,1,
2,2,DEM,,,Auditor FAWN,1,WRITE-IN,1,
9,3,DEM,,,Auditor FINDLAY,1,WRITE-IN,1,
0,4,DEM,,,Auditor FORWARD,1,WRITE-IN,1,
2,1,DEM,,,Auditor FRAZER,1,WRITE-IN,1,
2,1,DEM,,,Auditor GLENFIELD,1,WRITE-IN,1,
5,3,DEM,,,Auditor HARMAR,1,WRITE-IN,1,
5,5,DEM,,,Auditor INDIANA,1,WRITE-IN,1,
4,1,DEM,,,Auditor KILBUCK,1,WRITE-IN,1,
1,6,DEM,,,Auditor MARSHALL,1,WRITE-IN,1,
56,13,DEM,,,Auditor MOON,1,WRITE-IN,1,
198,4,DEM,,,Auditor MT OLIVER,1,Ronald J. Stadler,1,
1,4,DEM,,,Auditor MT OLIVER,2,WRITE-IN,1,
56,5,DEM,,,Auditor NORTH FAYETTE,1,WRITE-IN,1,
13,10,DEM,,,Auditor OHARA,1,WRITE-IN,1,
598,12,DEM,,,Auditor SOUTH PARK,1,Richard C. Self,1,
0,12,DEM,,,Auditor SOUTH PARK,2,WRITE-IN,1,
272,6,DEM,,,Auditor TURTLE CREEK,1,Thomas J. Brodrick,1,
0,6,DEM,,,Auditor TURTLE CREEK,2,WRITE-IN,1,
10,8,DEM,,,Auditor WEST DEER,1,WRITE-IN,1,
0,1,DEM,,,Auditor WEST ELIZABETH,1,WRITE-IN,1,
85,2,DEM,,,Auditor EAST DEER,1,Timothy Daniel McKenna,1,
1,2,DEM,,,Auditor EAST DEER,2,WRITE-IN,1,
2,2,DEM,,,Auditor FAWN,1,WRITE-IN,1,
1,4,DEM,,,Auditor FORWARD,1,WRITE-IN,1,
0,1,DEM,,,Auditor GLENFIELD,1,WRITE-IN,1,
2,5,DEM,,,Auditor INDIANA,1,WRITE-IN,1,
36,4,DEM,,,Auditor MT OLIVER,1,WRITE-IN,1,
582,12,DEM,,,Auditor SOUTH PARK,1,Peter T. Kobylinski,1,
0,12,DEM,,,Auditor SOUTH PARK,2,WRITE-IN,1,
9,8,DEM,,,Auditor WEST DEER,1,WRITE-IN,1,
85,2,DEM,,,Auditor EAST DEER,1,Chrystal Carmen,1,
2,2,DEM,,,Auditor EAST DEER,2,WRITE-IN,1,
4,2,DEM,,,Auditor FAWN,1,WRITE-IN,1,
2,4,DEM,,,Auditor FORWARD,1,WRITE-IN,1,
0,1,DEM,,,Auditor GLENFIELD,1,WRITE-IN,1,
12,10,DEM,,,Auditor OHARA,1,WRITE-IN,1,
0,1,DEM,,,Auditor WEST ELIZABETH,1,WRITE-IN,1,
87,2,DEM,,,Commissioner At-Large EAST DEER,1,Anthony Taliani,3,
85,2,DEM,,,Commissioner At-Large EAST DEER,2,Rick Stoneburner,3,
90,2,DEM,,,Commissioner At-Large EAST DEER,3,John Nwranski,3,
5,2,DEM,,,Commissioner At-Large EAST DEER,4,WRITE-IN,3,
61,2,DEM,,,Commissioner At-Large CRESCENT,1,WRITE-IN,2,
424,7,DEM,,,Commissioner At-Large WILKINS,1,Michael Boyd,2,
394,7,DEM,,,Commissioner At-Large WILKINS,2,Mark E. Wells,2,
5,7,DEM,,,Commissioner At-Large WILKINS,3,WRITE-IN,2,
113,3,DEM,,,Commissioner At-Large NEVILLE,1,Gregory Mundell,1,
6,3,DEM,,,Commissioner At-Large NEVILLE,2,WRITE-IN,1,
247,4,DEM,,,Commissioner At-Large RESERVE,1,Daniel G. Giebel,1,
147,4,DEM,,,Commissioner At-Large RESERVE,2,James W. Helfrich,1,
0,4,DEM,,,Commissioner At-Large RESERVE,3,WRITE-IN,1,
53,18,DEM,,,Commissioner At-Large UPPER ST CLAIR,1,WRITE-IN,1,
385,12,DEM,,,Commissioner SOUTH FAYETTE,1,Gwen A. Rodi,4,
491,12,DEM,,,Commissioner SOUTH FAYETTE,2,Raymond Pitetti,4,
88,12,DEM,,,Commissioner SOUTH FAYETTE,3,Aaron Mitcham,4,
366,12,DEM,,,Commissioner SOUTH FAYETTE,4,Marsha Ann McFalls,4,
382,12,DEM,,,Commissioner SOUTH FAYETTE,5,J. Deron Gabriel,4,
290,12,DEM,,,Commissioner SOUTH FAYETTE,6,Natalie M. Kugler,4,
551,12,DEM,,,Commissioner SOUTH FAYETTE,7,John A. Kosky,4,
254,12,DEM,,,Commissioner SOUTH FAYETTE,8,Jennifer C. Francis,4,
479,12,DEM,,,Commissioner SOUTH FAYETTE,9,Joseph D. Horowitz,4,
112,12,DEM,,,Commissioner SOUTH FAYETTE,10,WRITE-IN,4,
111,2,DEM,,,Commissioner BALDWIN TOWNSHIP,1,Susan V. Snyder,3,
109,2,DEM,,,Commissioner BALDWIN TOWNSHIP,2,Cheryl K. Schuler,3,
5,2,DEM,,,Commissioner BALDWIN TOWNSHIP,3,WRITE-IN,3,
67,2,DEM,,,Commissioner LEET,1,John Stephansky,3,
42,2,DEM,,,Commissioner LEET,2,WRITE-IN,3,
82,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,1,Henrietta James,3,
62,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,2,Philip J. Hans,3,
121,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,3,James R. Biery,3,
74,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,4,Jenna Sweet,3,
60,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,5,Marlene Tomei,3,
155,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,6,Anthony Rozzano,3,
1,1,DEM,,,Commissioner SPRINGDALE TOWNSHIP,7,WRITE-IN,3,
8,1,DEM,,,Commissioner ALEPPO,1,WRITE-IN,2,
88,4,DEM,,,Commissioner COLLIER,1,WRITE-IN,2,
992,7,DEM,,,Commissioner KENNEDY,1,Chris Dinardo,2,
920,7,DEM,,,Commissioner KENNEDY,2,Mitch Galiyas,2,
6,7,DEM,,,Commissioner KENNEDY,3,WRITE-IN,2,
1007,9,DEM,,,Commissioner ROBINSON,1,James Mancini,2,
1082,9,DEM,,,Commissioner ROBINSON,2,Sam Abatta,2,
14,9,DEM,,,Commissioner ROBINSON,3,WRITE-IN,2,
33,1,DEM,,,Commissioner SOUTH VERSAILLES,1,David Lloyd Stockett,2,
0,1,DEM,,,Commissioner SOUTH VERSAILLES,2,WRITE-IN,2,
21,1,DEM,,,Commissioner ALEPPO,1,WRITE-IN,1,
33,1,DEM,,,Commissioner SOUTH VERSAILLES,1,William Haywood,1,
0,1,DEM,,,Commissioner SOUTH VERSAILLES,2,WRITE-IN,1,
72,1,DEM,,,Commissioner CRESCENT WARD 1,1,Brittany Fortuna,1,
7,1,DEM,,,Commissioner CRESCENT WARD 1,2,WRITE-IN,1,
42,1,DEM,,,Commissioner EAST DEER WARD 1,1,"Joseph E. Novosat, Jr.",1,
0,1,DEM,,,Commissioner EAST DEER WARD 1,2,WRITE-IN,1,
96,2,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 1,1,George Dukic,1,
148,2,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 1,2,Donald Similo,1,
0,2,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 1,3,WRITE-IN,1,
149,1,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 3,1,Claire M. Bryce,1,
67,1,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 3,2,WRITE-IN,1,
97,2,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 5,1,Jane F. Blake,1,
81,2,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 5,2,Michael T. O'Rourke,1,
0,2,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 5,3,WRITE-IN,1,
204,1,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 7,1,Christopher J. Evans,1,
0,1,DEM,,,Commissioner ELIZABETH TOWNSHIP WARD 7,2,WRITE-IN,1,
167,3,DEM,,,Commissioner HARRISON WARD 1,1,Charles Dizard,1,
77,3,DEM,,,Commissioner HARRISON WARD 1,2,"William E. Mitchell, Sr.",1,
4,3,DEM,,,Commissioner HARRISON WARD 1,3,WRITE-IN,1,
149,2,DEM,,,Commissioner HARRISON WARD 3,1,Robin K. Bergstrom,1,
4,2,DEM,,,Commissioner HARRISON WARD 3,2,WRITE-IN,1,
77,2,DEM,,,Commissioner HARRISON WARD 5,1,William Robert Poston,1,
3,2,DEM,,,Commissioner HARRISON WARD 5,2,WRITE-IN,1,
441,7,DEM,,,Commissioner MT LEBANON WARD 1,1,John Bendel,1,
10,7,DEM,,,Commissioner MT LEBANON WARD 1,2,WRITE-IN,1,
402,8,DEM,,,Commissioner MT LEBANON WARD 3,1,Andrew Reinhart,1,
16,8,DEM,,,Commissioner MT LEBANON WARD 3,2,WRITE-IN,1,
384,8,DEM,,,Commissioner MT LEBANON WARD 5,1,Kelly Fraasch,1,
14,8,DEM,,,Commissioner MT LEBANON WARD 5,2,WRITE-IN,1,
30,1,DEM,,,Commissioner NEVILLE WARD 1,1,Allen Whitaker,1,
5,1,DEM,,,Commissioner NEVILLE WARD 1,2,WRITE-IN,1,
12,1,DEM,,,Commissioner NEVILLE WARD 3,1,WRITE-IN,1,
161,2,DEM,,,Commissioner NORTH VERSAILLES WARD 1,1,Darryl W. Roher,1,
166,2,DEM,,,Commissioner NORTH VERSAILLES WARD 1,2,George S. Thompson,1,
0,2,DEM,,,Commissioner NORTH VERSAILLES WARD 1,3,WRITE-IN,1,
161,2,DEM,,,Commissioner NORTH VERSAILLES WARD 3,1,Allen R. Wagner,1,
56,2,DEM,,,Commissioner NORTH VERSAILLES WARD 3,2,WRITE-IN,1,
