SAMPLENO,AG,AL,AS_,AU,BA,BE,BI,BR,CD,CE,CO,CR,CS,CU,HO,K,LA,LI,LU,MN,MO,ND,NI,P,PB,PD,PT,RB,RH,SB,SE,SN,SR,TH,TI,TL,U,V,W,Y,ZN,ZR,B,CA,FE,MG,NA,SI,SO4,EASTING,NORTHING
565695,0.0000,4.3600,1.4600,0.0100,52.6000,0.0100,0.0000,122.0000,0.0000,,0.8000,0.4300,0.0100,0.1500,0.0020,23.5000,0.0170,0.7900,,785.0000,0.5900,,1.5600,95.1000,0.0100,0.0100,0.0000,12.3000,0.0100,0.1000,0.1200,0.0700,0.3060,0.0000,2.2800,0.0000,0.4800,0.6100,0.0000,0.0470,1.0300,0.1100,0.0251,82.8000,0.2960,15.4000,17.3000,7.9600,12.5000,284560,343866
565697,0.0000,12.0000,1.5400,0.0000,38.9000,0.0000,0.0000,95.8000,0.0100,,0.3900,0.6500,0.0100,2.9000,0.0040,13.3000,0.0750,0.7800,,73.9000,0.7500,,3.1100,452.0000,0.0700,0.0100,0.0000,6.9300,0.0100,0.2100,0.1900,0.0800,0.1770,0.0100,3.5500,0.0000,0.2700,1.5500,0.0000,0.1160,3.6200,0.1600,0.0273,53.9000,0.3240,12.4000,12.6000,5.4900,26.7000,284608,342665
565698,0.0000,10.3000,1.9400,0.0000,12.3000,0.0000,0.0000,118.0000,0.0100,,0.1800,0.3800,0.0100,1.1800,0.0010,7.7500,0.0200,1.1200,,65.9000,0.7300,,1.8400,420.0000,0.0600,0.0000,0.0000,4.7100,0.0000,0.2400,0.1600,0.1000,0.1490,0.0000,2.1500,0.0100,0.1800,1.1100,0.0100,0.0330,1.0500,0.0400,0.0201,35.9000,0.0640,11.4000,21.9000,3.1700,23.4000,309630,341683
565699,0.0000,11.0000,3.9400,0.0000,34.4000,0.0000,0.0000,129.0000,0.0200,,0.4700,0.5500,0.0100,2.2800,0.0030,29.4000,0.0410,0.7700,,72.8000,1.0300,,3.2800,694.0000,0.0500,0.0100,0.0000,8.7400,0.0100,0.1800,0.1500,0.0800,0.2400,0.0000,4.2500,0.0100,0.4000,1.9000,0.0000,0.0770,3.4900,0.1200,0.0315,62.2000,0.1430,19.6000,20.3000,6.9900,21.1000,293752,345465
565700,0.0000,1.5100,0.9400,0.0000,61.0000,0.0100,0.0000,136.0000,0.0000,,0.1500,0.3700,0.0000,0.2500,0.0010,5.6400,0.0050,1.4400,,101.0000,0.5700,,0.9100,18.1000,0.0000,0.0000,0.0000,2.8500,0.0100,0.1300,0.2100,0.0800,0.3380,0.0000,1.3000,0.0000,1.4500,0.3300,0.0000,0.0260,0.5200,0.0800,0.0357,121.0000,0.0380,10.5000,15.2000,5.6900,17.0000,286199,346884
565701,0.0000,12.4000,0.2200,0.0000,0.7000,0.0100,0.0200,138.0000,0.0100,,0.1100,0.5500,0.0000,1.7400,0.0020,2.7700,0.0040,0.0900,,1.7300,0.0800,,1.3200,144.0000,0.0000,0.0000,0.0000,1.5000,0.0000,0.0300,0.1300,0.0500,0.0869,0.0300,3.1400,0.0000,0.1200,3.9000,0.0000,0.0550,1.3600,0.1200,0.0281,44.5000,0.0180,19.0000,15.7000,9.5500,12.4000,314108,404252
565702,0.0000,37.5000,0.2500,0.0000,0.2600,0.0400,0.0200,62.8000,0.0100,,0.0700,1.1200,0.0100,1.0900,0.0030,0.6600,0.0070,0.0400,,12.5000,0.0300,,0.6700,41.5000,0.0200,0.0100,0.0000,0.4100,0.0000,0.0300,0.0300,0.0500,0.0069,0.0300,4.1400,0.0100,0.0200,2.2300,0.0000,0.0800,0.8400,0.1400,0.0063,31.4000,0.0640,19.3000,7.8900,12.5000,2.7100,329023,406782
565705,0.0000,25.0000,0.2500,0.0000,0.8600,0.0000,0.0100,140.0000,0.0000,,0.1500,1.0600,0.0000,1.8700,0.0030,3.3300,0.0100,0.0800,,17.5000,0.0500,,1.2900,105.0000,0.0100,0.0000,0.0000,1.4700,0.0000,0.0600,0.1600,0.0500,0.0336,0.0200,3.2500,0.0000,0.0900,3.0200,0.0000,0.0730,0.9000,0.1100,0.0126,37.3000,0.1430,17.4000,14.6000,9.0200,11.6000,313760,407481
565706,0.0000,17.0000,0.2100,0.0000,0.4300,0.0100,0.0100,105.0000,0.0000,,0.0900,0.9600,0.0000,0.7900,0.0010,2.8000,0.0040,0.0300,,8.2200,0.0300,,0.4500,141.0000,0.0000,0.0000,0.0000,1.4400,0.0000,0.0200,0.0800,0.0500,0.0160,0.0100,3.1400,0.0000,0.0400,4.7300,0.0000,0.0340,0.7900,0.0600,0.0094,33.7000,0.0390,18.4000,12.0000,9.5800,7.9600,318950,405827
565707,0.0000,4.8600,0.2700,0.0000,0.6300,0.0300,0.0000,111.0000,0.0000,,0.0700,1.4700,0.0000,0.7000,0.0010,2.2100,0.0050,0.1600,,3.5700,0.0800,,0.7500,102.0000,0.0100,0.0000,0.0000,1.4500,0.0000,0.0400,0.0900,0.0600,0.0404,0.0100,2.8500,0.0000,0.0900,3.7000,0.0000,0.0320,1.0400,0.0300,0.0161,38.2000,0.0360,16.2000,15.4000,9.6600,9.0900,337716,400757
565708,0.0000,8.8500,0.2300,0.0000,0.6900,0.0100,0.0000,113.0000,0.0000,,0.0900,1.0200,0.0000,0.5100,0.0020,1.3800,0.0050,0.0800,,12.6000,0.0300,,0.8600,37.5000,0.0000,0.0000,0.0000,0.9300,0.0000,0.0200,0.0700,0.0300,0.0260,0.0100,2.8300,0.0000,0.0500,3.5000,0.0000,0.0440,1.1200,0.0400,0.0113,31.6000,0.0600,20.0000,12.9000,10.1000,8.0900,337337,399750
565709,0.0000,8.4300,0.2000,0.0000,0.3000,-0.0100,0.0000,59.7000,0.0000,,0.0200,1.0700,0.0000,0.2900,0.0010,0.8000,0.0020,0.0300,,0.3800,0.0200,,0.2200,28.8000,0.0000,0.0000,0.0000,0.6700,0.0000,0.0200,0.0500,0.0400,0.0134,0.0100,2.2500,0.0000,0.0300,2.8900,0.0000,0.0150,0.3000,0.0100,0.0089,22.1000,0.0030,14.7000,11.8000,8.7300,8.3500,330487,410715
565710,0.0000,8.2700,0.2100,0.0000,0.4500,0.0100,0.0000,96.2000,0.0000,,0.0700,0.7300,0.0000,0.9900,0.0010,2.5900,0.0030,0.0600,,1.8300,0.0300,,0.4000,80.6000,0.0000,0.0000,0.0000,1.3600,0.0000,0.0200,0.1000,0.0300,0.0143,0.0000,2.3200,0.0000,0.0300,4.0000,0.0000,0.0270,1.2200,0.0400,0.0120,32.4000,0.0270,17.5000,12.5000,7.9500,8.1400,317331,406692
565711,0.0000,18.4000,0.2900,0.0000,0.3800,0.0300,0.0000,125.0000,0.0000,,0.2000,0.9800,0.0000,1.8300,0.0030,2.4600,0.0080,0.0700,,22.2000,0.0700,,2.2200,154.0000,0.0100,0.0100,0.0000,1.3400,0.0000,0.0400,0.0900,0.0400,0.0305,0.0100,3.2800,0.0000,0.0500,2.6800,0.0000,0.0870,0.8900,0.1400,0.0106,31.2000,0.2560,16.8000,12.2000,9.6300,8.7500,315035,402372
565712,0.0000,11.5000,0.2400,0.0000,0.1000,0.0100,0.0000,81.8000,0.0000,,0.0600,0.9700,0.0000,0.7200,0.0020,0.5400,0.0030,0.0500,,15.0000,0.0300,,0.7600,13.5000,0.0100,0.0000,0.0000,0.4900,0.0000,0.0200,0.0600,0.0600,0.0118,0.0000,2.8600,0.0000,0.0300,2.2700,0.0000,0.0390,0.6200,0.0600,0.0083,23.1000,0.0280,18.3000,11.9000,10.5000,7.8700,331581,413371
565713,0.0000,28.2000,0.1700,0.0000,0.3800,0.0000,0.0000,99.7000,0.0000,,0.0800,0.8900,0.0000,0.5000,0.0010,1.2800,0.0060,0.0100,,4.6200,0.0200,,0.2300,22.1000,0.0100,0.0000,0.0000,0.6200,0.0000,0.0100,0.0700,0.0400,0.0077,0.0100,2.4800,0.0000,0.0200,4.1800,0.0000,0.0340,0.5200,0.0400,0.0081,24.0000,0.0990,15.0000,10.8000,8.8100,7.9300,322460,409549
565714,0.0000,16.0000,0.3400,0.0000,0.7600,-0.0100,0.0000,120.0000,0.0000,,0.2500,0.6400,0.0000,2.3900,0.0020,3.3800,0.0100,0.1200,,23.2000,0.1700,,2.5900,108.0000,0.0100,0.0100,0.0000,1.9700,0.0000,0.0700,0.1600,0.0400,0.0577,0.0100,2.3700,0.0000,0.2100,2.7000,0.0000,0.0580,0.6700,0.0800,0.0180,33.3000,0.0680,16.9000,14.0000,7.0700,10.9000,314427,401189
565715,0.0000,2.4100,0.5400,0.0000,4.3200,0.0200,0.0000,67.4000,0.0000,,-0.0200,1.2000,0.0000,0.2600,0.0010,1.2200,0.0070,10.0000,,2.2000,0.2000,,0.1900,36.3000,0.0000,0.0000,0.0000,0.7000,0.0300,0.0200,0.1100,0.0500,1.1010,0.0100,1.9900,0.0000,0.4700,2.9400,0.0000,0.0290,0.7800,0.0100,0.0820,84.3000,0.0040,18.6000,14.6000,8.3700,150.0000,335523,407434
565716,0.0000,23.4000,0.2800,0.0000,0.5300,0.0200,0.0000,82.6000,0.0000,,0.1800,1.0900,0.0100,0.2100,0.0020,0.9100,0.0060,0.0900,,117.0000,0.0200,,0.4000,11.2000,0.0500,0.0000,0.0000,0.5500,0.0000,0.0200,0.1300,0.0400,0.0107,0.0000,2.7600,0.0100,0.0100,2.2500,0.0000,0.0530,1.1000,0.0600,0.0077,19.1000,0.3380,13.1000,8.3900,8.6800,5.5800,325809,410047
565717,0.0000,37.6000,0.2500,0.0000,0.2100,0.0100,0.0000,97.8000,0.0100,,0.2500,0.7100,0.0000,0.6000,0.0040,0.4100,0.0140,0.1600,,87.9000,0.0300,,1.5500,7.6200,0.0800,0.0100,0.0000,0.3600,0.0000,0.0600,0.1400,0.0400,0.0186,0.0100,2.8200,0.0100,0.0100,1.0600,0.0000,0.1240,2.9900,0.2100,0.0080,21.1000,0.7090,13.6000,9.4400,9.6000,3.6200,328225,412871
565718,0.0000,9.5500,0.0600,0.0000,0.3700,0.0000,0.0000,89.8000,0.0000,,0.0600,0.5700,0.0000,0.5900,0.0010,1.2000,0.0040,0.0200,,14.8000,0.0200,,0.1100,17.3000,0.0100,0.0000,0.0000,0.7800,0.0000,0.0300,0.1100,0.0400,0.0123,0.0100,1.6200,0.0000,0.0300,3.4600,0.0000,0.0250,0.6100,0.0400,0.0104,29.4000,0.1430,16.3000,11.8000,7.2300,7.1800,319181,406513
565719,0.0000,8.0200,0.1500,0.0000,0.6900,0.0100,0.0000,129.0000,0.0000,,0.1200,1.0800,0.0000,0.6000,0.0020,2.4700,0.0050,0.2000,,12.6000,0.0800,,0.9600,93.9000,0.0100,0.0000,0.0000,1.9000,0.0000,0.0500,0.1500,0.0300,0.0293,0.0000,2.4300,0.0000,0.0700,3.9700,0.0000,0.0390,0.5000,0.0700,0.0179,32.6000,0.0790,18.0000,16.6000,10.0000,9.9600,336599,399410
565720,0.0000,11.6000,0.1300,0.0000,0.8400,0.0000,0.0000,116.0000,0.0000,,0.1000,0.6200,0.0000,1.4600,0.0020,1.8900,0.0040,0.0500,,9.2300,0.0900,,0.7400,49.6000,0.0100,0.0000,0.0000,0.9300,0.0000,0.0500,0.1200,0.0300,0.0233,0.0000,2.1300,0.0000,0.0400,2.7400,0.0000,0.0380,3.2900,0.0800,0.0150,34.6000,0.0370,20.0000,13.4000,9.1400,9.1800,316853,407639
565721,0.0000,11.5000,0.0700,0.0000,0.2600,0.0000,0.0000,99.9000,0.0000,,0.0800,0.8800,0.0000,0.5200,0.0010,0.8400,0.0030,0.0300,,22.4000,0.0200,,0.2900,12.1000,0.0000,0.0000,0.0000,0.4800,0.0000,0.0200,0.0500,0.0400,0.0117,0.0000,1.9900,0.0000,0.0200,2.3300,0.0000,0.0330,0.4200,0.0600,0.0102,28.5000,0.1280,15.6000,11.8000,9.2900,7.9700,319476,408964
565722,0.0000,9.2500,0.1400,0.0000,0.5400,-0.0100,0.0000,89.0000,0.0100,,0.0700,0.5600,0.0000,0.5700,0.0010,1.3100,0.0040,0.0900,,3.4300,0.0300,,0.5000,19.7000,0.0200,0.0000,0.0000,0.9100,0.0000,0.0500,0.0500,0.0200,0.0144,0.0000,1.3700,0.0000,0.0200,2.0800,0.0000,0.0320,2.4400,0.0600,0.0085,22.7000,0.0670,13.5000,10.5000,5.8300,6.2400,322541,410181
565724,0.0000,13.7000,0.2100,0.0000,0.5700,0.0000,0.0000,124.0000,0.0000,,0.2000,0.6800,0.0000,1.5500,0.0020,3.7600,0.0080,0.0800,,11.8000,0.1500,,1.7400,188.0000,0.0300,0.0000,0.0000,2.0500,0.0000,0.0500,0.1200,0.0300,0.0417,0.0000,2.6500,0.0000,0.1200,5.4500,0.0000,0.0630,0.7000,0.1300,0.0137,36.6000,0.1900,18.3000,13.9000,9.1700,14.0000,312791,401905
565725,0.0000,13.3000,0.1000,0.0000,0.2800,-0.0100,0.0000,83.4000,0.0000,,0.0400,0.8900,0.0000,0.4900,0.0010,0.8700,0.0030,-0.0100,,3.4300,0.0200,,0.0600,30.5000,0.0000,0.0000,0.0000,0.4900,0.0000,0.0100,0.1100,0.0400,0.0122,0.0000,2.1800,0.0000,0.0400,4.3500,0.0000,0.0320,0.4600,0.0500,0.0066,30.2000,0.0200,17.2000,10.9000,9.4200,7.3500,320079,406163
565726,0.0000,17.0000,0.2100,0.0000,0.3800,0.0100,0.0000,109.0000,0.0000,,0.0600,0.5900,0.0000,0.8700,0.0010,0.8500,0.0040,0.0300,,3.1100,0.0400,,0.5600,53.5000,0.0100,0.0000,0.0000,0.7100,0.0000,0.0500,0.0400,0.0300,0.0179,0.0000,2.2200,0.0000,0.0400,3.3300,0.0000,0.0380,0.4000,0.0800,0.0102,34.5000,0.0350,18.3000,13.6000,9.2600,7.2100,329898,412005
565727,0.0000,11.9000,0.1900,0.0000,0.6600,0.0100,0.0000,120.0000,0.0000,,0.1300,0.6700,0.0000,1.7500,0.0020,2.7900,0.0050,0.0700,,21.1000,0.0900,,1.0600,107.0000,0.0100,0.0100,0.0000,1.5400,0.0000,0.0500,0.1000,0.0400,0.0338,0.0000,2.4800,0.0000,0.0600,3.6400,0.0000,0.0490,1.0300,0.1000,0.0105,39.6000,0.0830,19.1000,13.9000,9.8500,9.6800,313300,404406
565728,0.0000,4.1900,0.1700,0.0000,0.6700,-0.0100,0.0000,80.2000,0.0000,,0.0300,0.3700,0.0100,0.9500,0.0010,1.5200,0.0020,0.0400,,6.4400,0.0800,,0.5000,61.8000,0.0000,0.0000,0.0000,1.5100,0.0000,0.0500,0.0600,0.0300,0.0517,0.0000,1.9400,0.0000,0.1100,2.6600,0.0000,0.0180,0.5900,0.0200,0.0101,50.8000,0.0200,17.3000,13.0000,8.6800,8.1200,336175,400019
565729,0.0000,9.2000,0.1800,0.0000,0.4900,-0.0100,0.0000,129.0000,0.0000,,0.1200,0.6300,0.0000,0.9000,0.0010,2.5500,0.0030,0.0200,,25.7000,0.0300,,0.6000,120.0000,0.0000,0.0000,0.0000,1.4500,0.0000,0.0200,0.1000,0.0400,0.0246,0.0000,2.5200,0.0000,0.0700,7.0400,0.0000,0.0370,0.2600,0.1000,0.0079,44.6000,0.0780,19.8000,13.6000,9.6700,7.4600,317464,404681
565731,0.0000,7.5700,0.1000,0.0000,0.3500,-0.0100,0.0000,76.2000,0.0000,,0.0200,1.8800,0.0000,0.3200,0.0000,1.6100,0.0020,0.0100,,0.2300,0.0300,,0.0400,76.9000,0.0000,0.0000,0.0000,1.1000,0.0000,0.0100,0.0400,0.0300,0.0112,0.0000,1.9500,0.0000,0.0200,4.3400,0.0000,0.0110,0.4000,0.0100,0.0070,22.1000,0.0040,14.0000,11.1000,9.2400,7.2500,330488,411171
565733,0.0000,14.9000,0.1300,0.0000,0.7700,0.0000,0.0200,114.0000,0.0000,,0.0900,0.4700,0.0000,1.3300,0.0020,1.6200,0.0040,0.0600,,0.9500,0.0500,,1.2000,41.6000,0.0000,0.0000,0.0000,0.9300,0.0000,0.0200,0.1000,0.0200,0.1080,0.0200,2.2600,0.0000,0.1900,5.1900,0.0000,0.0580,0.2600,0.1100,0.0130,48.6000,0.0160,19.4000,15.0000,9.0000,10.1000,314781,404236
565735,0.0000,18.7000,0.2700,0.0000,0.1800,0.0000,0.0100,144.0000,0.0000,,0.2400,0.8200,0.0000,1.1700,0.0040,1.8200,0.0170,0.0700,,48.3000,0.0400,,2.1800,66.9000,0.0100,0.0100,0.0000,0.8700,0.0000,0.0300,0.1800,0.0800,0.0346,0.0200,3.7300,0.0000,0.0300,1.4100,0.0000,0.1150,0.7100,0.3200,0.0060,34.0000,0.4280,19.2000,10.8000,11.5000,5.8100,318026,402817
565736,0.0000,12.9000,0.1400,0.0000,0.1900,-0.0100,0.0000,126.0000,0.0000,,0.0800,0.5800,0.0000,0.6900,0.0020,2.1000,0.0060,0.0200,,5.4600,0.0300,,0.4700,41.0000,0.0000,0.0000,0.0000,1.0800,0.0000,0.0200,0.0900,0.0300,0.0226,0.0100,2.6600,0.0000,0.0300,2.0900,0.0000,0.0530,0.3000,0.1100,0.0069,38.5000,1.0930,19.3000,11.7000,11.8000,5.9500,319172,404758
565737,0.0000,14.6000,0.1300,0.0000,0.4800,-0.0100,0.0000,97.0000,0.0000,,0.1300,0.5100,0.0000,1.0800,0.0030,2.1000,0.0070,0.0300,,5.5500,0.0300,,0.7200,28.1000,0.0100,0.0000,0.0000,1.0800,0.0000,0.0300,0.0600,0.0400,0.0162,0.0100,1.9600,0.0000,0.0200,2.5300,0.0000,0.0720,1.0300,0.0800,0.0078,25.8000,0.0380,13.3000,11.1000,7.3300,7.3600,323570,410595
565738,0.0000,19.3000,0.2900,0.0000,0.3700,0.0000,0.0100,142.0000,0.0000,,0.1600,0.9000,0.0000,1.6600,0.0030,2.4300,0.0070,0.0400,,7.7900,0.0500,,2.1100,40.1000,0.0000,0.0100,0.0000,1.2900,0.0000,0.0300,0.1500,0.0400,0.0352,0.0100,2.8600,0.0000,0.0400,1.9600,0.0000,0.0830,0.5500,0.2100,0.0063,33.2000,0.0650,18.5000,11.3000,10.8000,4.9500,317115,402806
565739,0.0000,9.8500,0.2300,0.0000,0.3300,0.0000,0.0000,131.0000,0.0000,,0.1600,0.8200,0.0000,1.4000,0.0020,3.0800,0.0050,0.0700,,9.0900,0.1300,,1.7800,161.0000,0.0100,0.0000,0.0000,1.7300,0.0000,0.0400,0.1400,0.0400,0.0400,0.0100,2.9500,0.0000,0.1200,2.8600,0.0000,0.0630,1.0100,0.1600,0.0106,36.5000,0.2290,18.5000,13.3000,10.2000,11.4000,314064,402327
565740,0.0000,4.6800,0.2300,0.0000,0.5500,0.0000,0.0000,96.3000,0.0000,,0.0400,0.5700,0.0000,0.7200,0.0010,1.5000,0.0020,0.0200,,0.6400,0.0600,,0.5700,25.4000,0.0000,0.0000,0.0000,1.1200,0.0000,0.0300,0.0500,0.0200,0.0370,0.0000,1.7700,0.0000,0.0900,2.3200,0.0000,0.0260,0.2000,0.0400,0.0101,33.6000,0.0030,19.5000,17.6000,8.6500,8.2400,330700,414009
565741,0.0000,18.9000,0.1400,0.0000,0.7100,0.0000,0.0000,87.5000,0.0000,,0.0900,1.2700,0.0100,0.2600,0.0010,0.5700,0.0030,0.0200,,30.9000,0.0100,,0.2500,1.0800,0.0200,0.0000,0.0000,0.4500,0.0000,0.0200,0.0500,0.0300,0.0109,0.0000,2.3700,0.0100,0.0300,3.3700,0.0000,0.0210,1.4300,0.0400,0.0051,24.5000,0.1310,14.9000,9.5300,9.6400,4.4200,326409,410899
565742,0.0000,10.7000,0.1000,0.0100,0.2500,0.0000,0.0000,83.2000,0.0000,,0.0300,0.6900,0.0000,0.5000,0.0010,0.5900,0.0020,0.0200,,1.3900,0.0100,,0.1600,26.9000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0100,0.1000,0.0300,0.0126,0.0000,2.6200,0.0000,0.0200,3.8500,0.0000,0.0280,0.5600,0.0300,0.0046,34.4000,0.0090,19.5000,10.3000,11.1000,7.0500,320340,405378
565743,0.0000,13.7000,0.2000,0.0000,0.3300,-0.0100,0.0000,76.7000,0.0000,,0.0400,0.8200,0.0000,0.2800,0.0010,0.6400,0.0050,0.0300,,7.6800,0.0200,,0.3600,-0.0500,0.0100,0.0000,0.0000,0.5500,0.0000,0.0200,0.0600,0.0200,0.0119,0.0000,1.8000,0.0000,0.0200,1.9100,0.0000,0.0340,0.8300,0.0500,0.0063,21.0000,0.1690,12.9000,10.2000,8.1800,4.9700,324375,411018
565744,0.0000,20.2000,0.2000,0.0000,1.1500,0.0000,0.0000,151.0000,0.0000,,0.0800,0.6900,0.0000,0.7200,0.0010,4.1200,0.0030,-0.0100,,3.3300,0.0400,,0.2400,200.0000,0.0000,0.0000,0.0000,2.2700,0.0000,0.0600,0.1200,0.0300,0.0301,0.0000,2.4100,0.0000,0.0500,4.7500,0.0000,0.0150,0.7100,0.0300,0.0085,35.2000,0.0170,18.9000,13.3000,7.9200,8.1900,318082,408387
565745,0.0000,3.0800,0.2000,0.0000,2.2200,-0.0100,0.0000,65.2000,0.0000,,0.0100,1.2000,0.0000,0.2600,0.0010,0.4500,0.0080,0.5400,,0.8000,0.0500,,0.0500,7.6600,0.0000,0.0000,0.0000,0.5900,0.0000,0.0100,0.0600,0.0100,0.0845,0.0000,1.4300,0.0000,0.0900,2.8800,0.0000,0.0250,0.2500,0.0000,0.0099,40.8000,0.0060,10.1000,10.4000,7.4000,9.7700,334609,407388
565746,0.0000,2.8000,0.1600,0.0000,0.7800,0.0000,0.0000,70.4000,0.0000,,0.0300,0.5200,0.0000,0.7700,0.0010,1.0000,0.0010,0.0100,,0.2800,0.0200,,0.1700,19.1000,0.0000,0.0000,0.0000,0.6400,0.0000,0.0200,0.0600,0.0300,0.0260,0.0000,1.6900,0.0000,0.0700,3.2600,0.0000,0.0170,0.2600,0.0200,0.0075,45.0000,0.0020,16.0000,14.1000,8.0300,6.2500,329768,413171
565748,0.0000,34.5000,0.1800,0.0000,0.3500,-0.0100,0.0100,72.6000,0.0000,,0.0600,0.8800,0.0000,0.4200,0.0010,1.0200,0.0070,-0.0100,,19.1000,0.0300,,0.2100,32.0000,0.0100,0.0000,0.0000,0.8400,0.0000,0.0100,0.0700,0.0300,0.0105,0.0000,2.3700,0.0000,0.0200,3.0500,0.0000,0.0280,0.5200,0.0400,0.0047,20.6000,0.0350,16.2000,9.5700,10.2000,7.9000,328817,411396
565749,0.0000,46.5000,0.2700,0.0000,0.3200,0.0100,0.0000,111.0000,0.0100,,0.3200,0.7500,0.0100,0.8500,0.0030,2.2200,0.0160,0.0400,,92.5000,0.0400,,1.8200,52.0000,0.0300,0.0100,0.0000,1.5800,0.0000,0.0400,0.1100,0.0300,0.0192,0.0000,4.1200,0.0100,0.0300,2.7000,0.0000,0.1000,1.2800,0.1300,0.0083,29.8000,0.1390,19.7000,12.9000,11.5000,4.1400,331210,412854
565750,0.0000,4.5300,0.5500,0.0000,5.9700,0.0100,0.0000,65.4000,0.0100,,0.0000,0.6100,0.0000,0.4600,0.0010,1.6800,0.0070,6.6400,,5.2400,0.2200,,0.2400,124.0000,0.0200,0.0100,0.0000,1.6500,0.0200,0.0300,0.0600,0.0400,0.9050,0.0000,1.9700,0.0100,0.4200,2.4700,0.0000,0.0260,1.2200,0.0500,0.0602,83.9000,0.0090,19.1000,15.4000,8.5900,131.0000,336172,408185
565751,0.0000,1.3900,0.3200,0.0100,0.7600,0.0100,0.0000,413.0000,0.0000,,0.2000,1.7500,0.0000,0.3700,0.0030,1.4600,0.0020,0.2200,,1.7200,0.0300,,1.9900,17.5000,0.0000,0.0000,0.0000,1.1800,0.0000,0.0300,0.1700,0.1000,0.0559,0.0000,2.1500,0.0000,0.0400,1.4900,0.0000,0.0390,0.5600,0.0700,0.0467,45.5000,0.0230,33.3000,19.9000,9.8900,10.7000,335990,398957
565752,0.0000,24.3000,0.2300,0.0000,0.6300,0.0100,0.0000,128.0000,0.0000,,0.2100,0.7600,0.0000,1.9900,0.0030,4.3800,0.0070,0.0500,,27.7000,0.0900,,1.2300,104.0000,0.0100,0.0100,0.0000,2.2700,0.0000,0.0400,0.1700,0.2100,0.0261,0.0000,2.8200,0.0100,0.0400,3.6300,0.0000,0.0660,1.6300,0.2600,0.0093,37.2000,0.1300,18.1000,14.1000,9.5700,11.2000,315290,405291
565753,0.0000,4.2900,0.1600,0.0000,0.3300,0.0100,0.0000,54.5000,0.0000,,0.0500,0.6900,0.0000,0.9900,0.0010,1.0400,0.0040,0.0400,,4.5000,0.0400,,0.5500,94.3000,0.0100,0.0000,0.0000,0.7200,0.0000,0.0400,0.0500,0.0400,0.0215,0.0000,2.4100,0.0100,0.0400,3.4300,0.0000,0.0340,1.0000,0.0300,0.0063,28.5000,0.0190,14.7000,12.7000,10.3000,6.6400,334270,398546
565755,0.0000,9.0000,0.2000,0.0000,0.2100,0.0100,0.0000,57.1000,0.0000,,0.0900,0.4300,0.0100,0.4000,0.0010,0.4200,0.0070,0.0400,,32.9000,0.0200,,0.5100,10.3000,0.0100,0.0000,0.0000,0.5300,0.0000,0.0300,0.1200,0.0400,0.0163,0.0000,1.8800,0.0100,0.0000,0.8600,0.0000,0.0350,1.1600,0.0400,0.0068,13.8000,0.0840,13.5000,9.6800,8.6600,5.3200,331795,409732
565756,0.0000,12.5000,0.1700,0.0000,0.9100,0.0100,0.0000,82.3000,0.0000,,0.0400,0.8700,0.0000,0.6500,0.0010,0.8300,0.0040,0.0200,,1.8700,0.0200,,0.2500,28.9000,0.0100,0.0000,0.0000,0.5500,0.0000,0.0200,0.1200,0.0400,0.0090,0.0000,2.1600,0.0000,0.0200,3.0200,0.0000,0.0280,0.8300,0.0400,0.0057,24.3000,0.0260,14.9000,10.7000,8.8100,6.2000,321343,407330
565757,0.0000,5.5500,0.3000,0.0000,1.3600,0.0000,0.0000,90.6000,0.0100,,0.0500,1.2700,0.0000,0.4200,0.0010,0.7900,0.0140,0.2900,,5.0600,0.0600,,0.4800,8.4900,0.0300,0.0000,0.0000,0.8100,0.0000,0.0300,0.0800,0.0400,0.0536,0.0000,1.9300,0.0100,0.2800,2.4600,0.0000,0.0370,0.6600,0.0500,0.0081,47.7000,0.0280,10.6000,11.0000,8.8000,9.1800,334991,405980
565759,0.0000,15.3000,0.1700,0.0000,0.2700,0.0100,0.0000,45.4000,0.0000,,0.0700,0.7000,0.0000,0.3400,0.0010,0.3200,0.0060,0.0400,,2.9800,0.0100,,0.4300,10.6000,0.0600,0.0000,0.0000,0.3200,0.0000,0.0100,0.0700,0.0500,0.0118,0.0000,1.8600,0.0000,0.0100,1.6600,0.0000,0.0310,1.3900,0.0400,0.0056,14.1000,0.0700,9.6300,8.6800,8.3700,8.2700,334169,410250
565761,0.0000,14.4000,0.2200,0.0000,0.2400,0.0000,0.0000,107.0000,0.0000,,0.0900,1.1100,0.0000,1.1600,0.0030,1.0400,0.0060,0.0300,,3.2900,0.0400,,0.9800,33.2000,0.0100,0.0000,0.0000,0.6600,0.0000,0.0300,0.1700,0.0400,0.0194,0.0000,2.4400,0.0000,0.0300,3.2800,0.0000,0.0690,0.3800,0.1100,0.0058,31.5000,0.1490,16.8000,11.9000,10.4000,8.5500,316890,403470
565762,0.0000,21.2000,0.1100,0.0000,0.2000,0.0000,0.0000,75.2000,0.0000,,0.0400,0.6600,0.0000,0.3600,0.0020,0.4600,0.0060,0.0100,,3.1200,0.0100,,0.1800,10.9000,0.0200,0.0000,0.0000,0.3000,0.0000,0.0100,0.1200,0.0300,0.0061,0.0000,1.8400,0.0000,0.0100,2.9100,0.0000,0.0380,0.7200,0.0200,0.0069,18.4000,0.0370,11.0000,10.6000,8.2400,7.2100,329731,410044
