Council/Group Name,Statement Category,Financial Item,FY Ending,Value ($000)
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2013,577650
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2014,606948
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2015,631461
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2016,659714
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2017,690795
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2018,713371
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2019,743930
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2020,779542
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2021,803783
Metro,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2022,831863
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2013,227929
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2014,237394
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2015,250206
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2016,260327
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2017,268972
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2018,281655
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2019,290873
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2020,302689
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2021,317195
Metro,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2022,327713
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2013,33731
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2014,34399
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2015,35395
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2016,35776
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2017,36642
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2018,38340
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2019,38826
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2020,40106
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2021,41499
Metro,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2022,42892
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2013,329389
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2014,342015
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2015,351880
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2016,366353
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2017,380709
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2018,390486
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2019,402868
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2020,417296
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2021,431086
Metro,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2022,446271
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2013,27498
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2014,27523
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2015,27573
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2016,27502
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2017,27407
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2018,27131
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2019,26982
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2020,26854
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2021,26737
Metro,A_Sources of operating funding,1005b_Interest & dividends from investments,2022,26817
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2013,28265
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2014,29153
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2015,29835
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2016,30648
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2017,31709
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2018,32472
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2019,33558
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2020,34725
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2021,35604
Metro,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2022,36678
Metro,A_Sources of operating funding,1007_Total operating funding (A),2013,1224464
Metro,A_Sources of operating funding,1007_Total operating funding (A),2014,1277431
Metro,A_Sources of operating funding,1007_Total operating funding (A),2015,1326345
Metro,A_Sources of operating funding,1007_Total operating funding (A),2016,1380318
Metro,A_Sources of operating funding,1007_Total operating funding (A),2017,1436235
Metro,A_Sources of operating funding,1007_Total operating funding (A),2018,1483456
Metro,A_Sources of operating funding,1007_Total operating funding (A),2019,1537036
Metro,A_Sources of operating funding,1007_Total operating funding (A),2020,1601212
Metro,A_Sources of operating funding,1007_Total operating funding (A),2021,1655907
Metro,A_Sources of operating funding,1007_Total operating funding (A),2022,1712232
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2013,831392
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2014,855014
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2015,870267
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2016,890731
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2017,922476
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2018,943047
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2019,978005
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2020,1026952
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2021,1052428
Metro,B_Applications of operating funding,2001_Payments to staff & suppliers,2022,1086453
Metro,B_Applications of operating funding,2002_Finance costs,2013,103050
Metro,B_Applications of operating funding,2002_Finance costs,2014,113462
Metro,B_Applications of operating funding,2002_Finance costs,2015,117646
Metro,B_Applications of operating funding,2002_Finance costs,2016,122419
Metro,B_Applications of operating funding,2002_Finance costs,2017,125906
Metro,B_Applications of operating funding,2002_Finance costs,2018,126912
Metro,B_Applications of operating funding,2002_Finance costs,2019,127995
Metro,B_Applications of operating funding,2002_Finance costs,2020,129728
Metro,B_Applications of operating funding,2002_Finance costs,2021,129275
Metro,B_Applications of operating funding,2002_Finance costs,2022,130454
Metro,B_Applications of operating funding,2004_Other operating funding applications,2013,34992
Metro,B_Applications of operating funding,2004_Other operating funding applications,2014,36482
Metro,B_Applications of operating funding,2004_Other operating funding applications,2015,36445
Metro,B_Applications of operating funding,2004_Other operating funding applications,2016,35433
Metro,B_Applications of operating funding,2004_Other operating funding applications,2017,35381
Metro,B_Applications of operating funding,2004_Other operating funding applications,2018,35629
Metro,B_Applications of operating funding,2004_Other operating funding applications,2019,35389
Metro,B_Applications of operating funding,2004_Other operating funding applications,2020,35653
Metro,B_Applications of operating funding,2004_Other operating funding applications,2021,35943
Metro,B_Applications of operating funding,2004_Other operating funding applications,2022,36229
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2013,969433
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2014,1004958
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2015,1024355
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2016,1048581
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2017,1083763
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2018,1105588
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2019,1141389
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2020,1192332
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2021,1217646
Metro,B_Applications of operating funding,2005_Total applications of operating funding (B),2022,1253134
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2013,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2014,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2015,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2016,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2017,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2018,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2019,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2020,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2021,0
Metro,B_Applications of operating funding,8003_Depreciation & amortisation,2022,0
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2013,70463
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2014,68491
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2015,75395
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2016,67650
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2017,60177
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2018,47788
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2019,65680
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2020,47670
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2021,60420
Metro,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2022,60489
Metro,C_Sources of capital funding,3002_Development & financial contributions,2013,26664
Metro,C_Sources of capital funding,3002_Development & financial contributions,2014,30247
Metro,C_Sources of capital funding,3002_Development & financial contributions,2015,35196
Metro,C_Sources of capital funding,3002_Development & financial contributions,2016,37180
Metro,C_Sources of capital funding,3002_Development & financial contributions,2017,43348
Metro,C_Sources of capital funding,3002_Development & financial contributions,2018,46019
Metro,C_Sources of capital funding,3002_Development & financial contributions,2019,49696
Metro,C_Sources of capital funding,3002_Development & financial contributions,2020,47941
Metro,C_Sources of capital funding,3002_Development & financial contributions,2021,48573
Metro,C_Sources of capital funding,3002_Development & financial contributions,2022,49201
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2013,106431
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2014,54920
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2015,63594
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2016,62337
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2017,63657
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2018,49134
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2019,60506
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2020,29598
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2021,41483
Metro,C_Sources of capital funding,3003_Increase (decrease) in debt,2022,22571
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2013,22254
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2014,20040
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2015,25127
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2016,5250
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2017,7258
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2018,3539
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2019,161
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2020,183
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2021,72
Metro,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2022,1536
Metro,C_Sources of capital funding,3005_Lump sum contributions,2013,40
Metro,C_Sources of capital funding,3005_Lump sum contributions,2014,42
Metro,C_Sources of capital funding,3005_Lump sum contributions,2015,43
Metro,C_Sources of capital funding,3005_Lump sum contributions,2016,44
Metro,C_Sources of capital funding,3005_Lump sum contributions,2017,46
Metro,C_Sources of capital funding,3005_Lump sum contributions,2018,48
Metro,C_Sources of capital funding,3005_Lump sum contributions,2019,50
Metro,C_Sources of capital funding,3005_Lump sum contributions,2020,52
Metro,C_Sources of capital funding,3005_Lump sum contributions,2021,54
Metro,C_Sources of capital funding,3005_Lump sum contributions,2022,57
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2013,225853
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2014,173738
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2015,199355
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2016,172462
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2017,174482
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2018,146527
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2019,176094
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2020,125443
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2021,150601
Metro,C_Sources of capital funding,3006_Total sources of capital funding (C),2022,133854
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2013,51017
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2014,42100
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2015,57079
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2016,72615
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2017,65400
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2018,76326
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2019,124370
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2020,90905
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2021,86510
Metro,D_Applications of capital funding,4001_CapEx to meet additional demand,2022,100024
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2013,194228
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2014,141700
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2015,170011
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2016,142492
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2017,149808
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2018,130162
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2019,123953
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2020,123433
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2021,125954
Metro,D_Applications of capital funding,4002_CapEx to improve the level of service,2022,145323
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2013,205950
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2014,221057
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2015,237563
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2016,245800
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2017,264621
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2018,269137
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2019,278258
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2020,288137
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2021,323639
Metro,D_Applications of capital funding,4003_CapEx to replace existing assets,2022,328742
Metro,D_Applications of capital funding,4003A SUM of CapEx,2013,451195
Metro,D_Applications of capital funding,4003A SUM of CapEx,2014,404857
Metro,D_Applications of capital funding,4003A SUM of CapEx,2015,464653
Metro,D_Applications of capital funding,4003A SUM of CapEx,2016,460907
Metro,D_Applications of capital funding,4003A SUM of CapEx,2017,479829
Metro,D_Applications of capital funding,4003A SUM of CapEx,2018,475625
Metro,D_Applications of capital funding,4003A SUM of CapEx,2019,526581
Metro,D_Applications of capital funding,4003A SUM of CapEx,2020,502475
Metro,D_Applications of capital funding,4003A SUM of CapEx,2021,536103
Metro,D_Applications of capital funding,4003A SUM of CapEx,2022,574089
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2013,27629
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2014,33702
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2015,27974
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2016,37844
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2017,45827
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2018,49512
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2019,39266
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2020,25920
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2021,44568
Metro,D_Applications of capital funding,4004_Increase (decrease) in reserves,2022,14213
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2013,2058
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2014,7652
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2015,8716
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2016,5450
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2017,1298
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2018,-745
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2019,5891
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2020,5925
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2021,8190
Metro,D_Applications of capital funding,4005_Increase (decrease) of investments,2022,4650
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2013,480881
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2014,446212
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2015,501344
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2016,504201
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2017,526954
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2018,524394
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2019,571741
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2020,534322
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2021,588862
Metro,D_Applications of capital funding,4006_Total applications of capital funding (D),2022,592951
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2013,255029
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2014,272473
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2015,301990
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2016,331738
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2017,352471
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2018,377867
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2019,395647
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2020,408880
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2021,438261
Metro,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2022,459097
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2013,-255029
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2014,-272473
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2015,-301989
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2016,-331738
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2017,-352471
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2018,-377867
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2019,-395647
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2020,-408880
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2021,-438261
Metro,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2022,-459097
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2013,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2014,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2015,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2016,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2017,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2018,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2019,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2020,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2021,0
Metro,E_Balances,5003_Funding balance ((A-B)+(C-D)),2022,0
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2013,691451
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2014,729789
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2015,767954
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2016,802801
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2017,838310
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2018,871131
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2019,904602
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2020,941982
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2021,974486
Provincial,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2022,1005711
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2013,681451
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2014,716791
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2015,753286
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2016,799017
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2017,836933
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2018,870470
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2019,902646
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2020,941205
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2021,981164
Provincial,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2022,1019511
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2013,110878
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2014,112473
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2015,111478
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2016,120191
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2017,126075
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2018,130543
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2019,131133
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2020,135719
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2021,139321
Provincial,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2022,144335
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2013,359508
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2014,376079
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2015,393296
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2016,413689
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2017,424457
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2018,442326
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2019,466067
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2020,483705
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2021,500261
Provincial,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2022,518120
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2013,62112
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2014,62274
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2015,62581
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2016,63376
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2017,66155
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2018,67087
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2019,68678
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2020,70371
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2021,73580
Provincial,A_Sources of operating funding,1005b_Interest & dividends from investments,2022,74722
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2013,169838
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2014,171235
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2015,175203
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2016,184137
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2017,192174
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2018,197694
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2019,203984
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2020,200987
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2021,206923
Provincial,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2022,210518
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2013,2075236
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2014,2168639
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2015,2263796
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2016,2383204
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2017,2484105
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2018,2579248
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2019,2677109
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2020,2773969
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2021,2875736
Provincial,A_Sources of operating funding,1007_Total operating funding (A),2022,2972925
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2013,1507549
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2014,1551577
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2015,1595239
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2016,1649662
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2017,1704423
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2018,1754231
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2019,1807234
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2020,1871030
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2021,1934937
Provincial,B_Applications of operating funding,2001_Payments to staff & suppliers,2022,1997539
Provincial,B_Applications of operating funding,2002_Finance costs,2013,153328
Provincial,B_Applications of operating funding,2002_Finance costs,2014,172684
Provincial,B_Applications of operating funding,2002_Finance costs,2015,186036
Provincial,B_Applications of operating funding,2002_Finance costs,2016,200134
Provincial,B_Applications of operating funding,2002_Finance costs,2017,209225
Provincial,B_Applications of operating funding,2002_Finance costs,2018,215037
Provincial,B_Applications of operating funding,2002_Finance costs,2019,217040
Provincial,B_Applications of operating funding,2002_Finance costs,2020,212907
Provincial,B_Applications of operating funding,2002_Finance costs,2021,208394
Provincial,B_Applications of operating funding,2002_Finance costs,2022,205482
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2013,32707
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2014,27983
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2015,30033
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2016,31210
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2017,29472
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2018,29731
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2019,32455
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2020,30281
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2021,29775
Provincial,B_Applications of operating funding,2004_Other operating funding applications,2022,27647
