Council/Group Name,Statement Category,Financial Item,FY Ending,Value ($000)
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2014,37967
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2015,62389
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2016,58324
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2017,49837
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2018,44546
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2019,44542
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2020,32373
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2021,26464
Queenstown-Lakes District,D_Applications of capital funding,4003A SUM of CapEx,2022,47752
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2013,-1
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2014,-4
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2015,-2
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2016,-3
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2017,0
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2018,1
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2019,-2
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2020,1
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2021,-2
Queenstown-Lakes District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2022,-1
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2013,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2014,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2015,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2016,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2017,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2018,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2019,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2020,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2021,0
Queenstown-Lakes District,D_Applications of capital funding,4005_Increase (decrease) of investments,2022,0
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2013,41044
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2014,37963
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2015,62387
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2016,58321
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2017,49837
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2018,44547
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2019,44540
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2020,32374
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2021,26462
Queenstown-Lakes District,D_Applications of capital funding,4006_Total applications of capital funding (D),2022,47751
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2013,14478
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2014,16074
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2015,16520
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2016,16508
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2017,18055
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2018,18691
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2019,19026
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2020,20791
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2021,22328
Queenstown-Lakes District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2022,22343
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2013,-14478
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2014,-16074
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2015,-16520
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2016,-16508
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2017,-18055
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2018,-18690
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2019,-19025
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2020,-20792
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2021,-22329
Queenstown-Lakes District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2022,-22343
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2013,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2014,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2015,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2016,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2017,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2018,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2019,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2020,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2021,0
Queenstown-Lakes District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2022,0
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2013,26048
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2014,27379
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2015,28747
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2016,29897
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2017,31093
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2018,32336
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2019,33630
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2020,34975
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2021,36373
Southland District,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2022,37828
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2013,12055
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2014,12600
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2015,12930
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2016,13383
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2017,13778
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2018,14220
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2019,14897
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2020,15800
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2021,16299
Southland District,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2022,16908
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2013,6670
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2014,6248
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2015,6311
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2016,6733
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2017,6928
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2018,7140
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2019,7374
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2020,7627
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2021,7874
Southland District,A_Sources of operating funding,1003_Subsidies & grants for operating purposes,2022,8136
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2013,2559
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2014,2629
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2015,2701
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2016,2780
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2017,2863
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2018,2947
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2019,3032
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2020,3120
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2021,3219
Southland District,A_Sources of operating funding,"1004_Fees, charges & targeted water rates",2022,3319
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2013,32
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2014,47
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2015,75
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2016,107
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2017,89
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2018,65
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2019,60
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2020,73
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2021,89
Southland District,A_Sources of operating funding,1005b_Interest & dividends from investments,2022,81
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2013,4235
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2014,4597
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2015,4852
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2016,5473
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2017,5304
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2018,6055
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2019,6657
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2020,6739
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2021,6432
Southland District,A_Sources of operating funding,"1006_Petrol tax, fines, infringement fees & other",2022,6483
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2013,51600
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2014,53499
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2015,55617
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2016,58373
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2017,60055
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2018,62765
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2019,65649
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2020,68335
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2021,70287
Southland District,A_Sources of operating funding,1007_Total operating funding (A),2022,72756
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2013,39277
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2014,39563
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2015,40322
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2016,41549
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2017,43753
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2018,43958
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2019,45149
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2020,47379
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2021,48122
Southland District,B_Applications of operating funding,2001_Payments to staff & suppliers,2022,49858
Southland District,B_Applications of operating funding,2002_Finance costs,2013,653
Southland District,B_Applications of operating funding,2002_Finance costs,2014,741
Southland District,B_Applications of operating funding,2002_Finance costs,2015,1412
Southland District,B_Applications of operating funding,2002_Finance costs,2016,1293
Southland District,B_Applications of operating funding,2002_Finance costs,2017,1229
Southland District,B_Applications of operating funding,2002_Finance costs,2018,1213
Southland District,B_Applications of operating funding,2002_Finance costs,2019,1049
Southland District,B_Applications of operating funding,2002_Finance costs,2020,1171
Southland District,B_Applications of operating funding,2002_Finance costs,2021,950
Southland District,B_Applications of operating funding,2002_Finance costs,2022,727
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2013,3537
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2014,3462
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2015,3477
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2016,3565
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2017,3574
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2018,3688
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2019,3741
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2020,3829
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2021,3899
Southland District,B_Applications of operating funding,2004_Other operating funding applications,2022,4006
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2013,43468
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2014,43766
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2015,45211
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2016,46408
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2017,48556
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2018,48859
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2019,49939
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2020,52380
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2021,52971
Southland District,B_Applications of operating funding,2005_Total applications of operating funding (B),2022,54591
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2013,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2014,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2015,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2016,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2017,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2018,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2019,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2020,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2021,0
Southland District,B_Applications of operating funding,8003_Depreciation & amortisation,2022,0
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2013,12156
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2014,9376
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2015,7811
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2016,9315
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2017,9579
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2018,9887
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2019,10252
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2020,10621
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2021,10988
Southland District,C_Sources of capital funding,3001_Subsidies & grants for capital expenditure,2022,11415
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2013,405
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2014,59
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2015,124
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2016,0
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2017,269
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2018,225
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2019,404
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2020,0
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2021,0
Southland District,C_Sources of capital funding,3002_Development & financial contributions,2022,180
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2013,14771
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2014,12360
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2015,770
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2016,-920
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2017,346
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2018,-2891
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2019,2562
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2020,-6337
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2021,-4322
Southland District,C_Sources of capital funding,3003_Increase (decrease) in debt,2022,9160
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2013,60
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2014,157
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2015,3437
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2016,62
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2017,193
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2018,43
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2019,114
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2020,106
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2021,71
Southland District,C_Sources of capital funding,3004_Gross proceeds from sale of assets,2022,160
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2013,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2014,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2015,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2016,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2017,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2018,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2019,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2020,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2021,0
Southland District,C_Sources of capital funding,3005_Lump sum contributions,2022,0
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2013,27393
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2014,21952
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2015,12143
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2016,8458
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2017,10387
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2018,7264
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2019,13331
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2020,4390
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2021,6737
Southland District,C_Sources of capital funding,3006_Total sources of capital funding (C),2022,20915
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2013,389
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2014,4756
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2015,124
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2016,0
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2017,269
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2018,161
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2019,404
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2020,0
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2021,0
Southland District,D_Applications of capital funding,4001_CapEx to meet additional demand,2022,7889
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2013,12392
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2014,9480
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2015,3430
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2016,2701
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2017,3294
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2018,3215
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2019,4921
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2020,2463
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2021,3020
Southland District,D_Applications of capital funding,4002_CapEx to improve the level of service,2022,8437
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2013,17480
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2014,16838
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2015,14929
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2016,17702
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2017,20058
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2018,18427
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2019,23862
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2020,18852
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2021,21178
Southland District,D_Applications of capital funding,4003_CapEx to replace existing assets,2022,25757
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2013,30261
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2014,31074
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2015,18483
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2016,20403
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2017,23621
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2018,21803
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2019,29187
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2020,21315
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2021,24198
Southland District,D_Applications of capital funding,4003A SUM of CapEx,2022,42083
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2013,4112
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2014,1056
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2015,5958
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2016,636
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2017,-372
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2018,803
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2019,766
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2020,670
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2021,1233
Southland District,D_Applications of capital funding,4004_Increase (decrease) in reserves,2022,794
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2013,1151
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2014,-443
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2015,-1890
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2016,-615
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2017,-1363
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2018,-1436
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2019,-911
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2020,-1577
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2021,-1377
Southland District,D_Applications of capital funding,4005_Increase (decrease) of investments,2022,-3798
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2013,35525
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2014,31687
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2015,22551
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2016,20424
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2017,21887
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2018,21171
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2019,29042
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2020,20408
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2021,24054
Southland District,D_Applications of capital funding,4006_Total applications of capital funding (D),2022,39080
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2013,8131
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2014,9734
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2015,10406
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2016,11965
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2017,11499
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2018,13906
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2019,15710
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2020,15955
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2021,17316
Southland District,E_Balances,5001_Surplus (deficit) of operating funding (A-B),2022,18164
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2013,-8132
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2014,-9734
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2015,-10408
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2016,-11966
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2017,-11499
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2018,-13906
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2019,-15711
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2020,-16018
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2021,-17317
Southland District,E_Balances,5002_Surplus (deficit) of capital funding (C-D),2022,-18165
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2013,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2014,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2015,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2016,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2017,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2018,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2019,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2020,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2021,0
Southland District,E_Balances,5003_Funding balance ((A-B)+(C-D)),2022,0
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2013,7151
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2014,7615
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2015,7820
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2016,8179
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2017,8322
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2018,8508
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2019,8711
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2020,9067
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2021,9530
Invercargill City,A_Sources of operating funding,"1001_General rates, UAGC, rates penalties",2022,9733
Invercargill City,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2013,37780
Invercargill City,A_Sources of operating funding,1002_Targeted rates (excluding metered water),2014,40317
