LocationID,PTI_REF_GIS,Latitude,Longitude,Easting,Northing,IG_Code,Stop_Name,DepotOpsArea,Timing_Point,TP_Name,Fare_Stage,FS_Name,ServiceDirection,Modified
8764,700000008818,54.86195615,-6.31970532,307947.72,402875.09,710822.81,Raphael Pk,Ballymena,F,,F,,Other Direction,19/04/2012 17:04
8765,700000008819,54.86607386,-6.308266386,308671.11,403351.11,712022.22,Old Park Manor,Ballymena,F,,F,,Inward,19/04/2012 17:04
8766,700000008820,54.86441235,-6.307730228,308710,403167,711877,Oldpark Avenue,Ballymena,F,,F,,Inward,09/11/2011 15:50
8767,700000008821,54.86286145,-6.307336507,308739.45,402994.98,711734.43,Old Park Drive,Ballymena,F,,F,,Other Direction,19/04/2012 17:04
8768,700000008822,54.86160358,-6.306877426,308772.31,402855.68,711627.99,Woodcroft Brae,Ballymena,F,,F,,Inward,19/04/2012 17:04
8769,700000008823,54.86007229,-6.306286709,308814.36,402686.15,711500.51,Galgorm Dr,Ballymena,F,,F,,Other Direction,19/04/2012 17:04
8771,700000008825,54.84602129,-6.277643344,310692,401167,711859,Balee High School,Ballymena,F,,F,,Other Direction,09/11/2011 15:53
8772,700000008826,54.86312997,-6.27280221,310956,403079,714035,Ballymena Tech,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8773,700000008827,54.76514471,-6.337265389,307075.89,392072.18,699148.07,Brarney's Brae,Ballymena,F,,F,,Outward,19/04/2012 17:03
8774,700000008828,54.75687833,-6.326445448,307794.23,391168.63,698962.86,Willowfield,Ballymena,F,,F,,Outward,19/04/2012 17:03
8775,700000008829,54.75092965,-6.323423704,308004.58,390511.14,698515.72,Neilsbrook,Ballymena,F,,F,,Outward,19/04/2012 17:03
8776,700000008830,54.74730789,-6.322390551,308080.74,390109.6,698190.34,Mission Hall,Ballymena,F,,F,,Outward,21/03/2012 10:18
8777,700000008831,54.74470665,-6.326982088,307792,389813,697605,Old Staffordstown Road,Ballymena,F,,F,,Outward,09/11/2011 15:52
8778,700000008832,54.74430351,-6.329117691,307655.55,389764.85,697420.4,The Gables,Ballymena,F,,F,,Outward,21/03/2012 10:18
8781,700000008835,54.71886959,-6.380555678,304408.58,386856.15,691264.73,Staffordstown Crossroads,Ballymena,F,,F,,Outward,21/03/2012 10:18
8782,700000008836,54.71920472,-6.381028547,304377.25,386892.75,691270,Staffordstown Crossroads,Ballymena,F,,F,,Inward,19/04/2012 14:05
8784,700000008838,54.89885962,-6.375978206,304239.32,406897.63,711136.95,Mount Pleasant,Ballymena,F,,F,,Outward,19/04/2012 17:05
8785,700000008839,54.93778212,-6.457152563,298936.53,411112.45,710048.98,Greenwood Park,Ballymena,F,,F,,Outward,19/04/2012 17:05
8786,700000008840,54.95044591,-6.555195502,292624,412388,705012,Church Street,Ballymena,T,Kilrea,T,Kilrea,Outward,09/11/2011 15:50
8787,700000008841,54.95733644,-6.575517593,291306.37,413128.33,704434.7,Michael's House,Ballymena,F,,F,,Outward,19/04/2012 17:05
8788,700000008842,54.95870252,-6.594349153,290097,413256,703353,Drumsaragh  Cross Roads,Ballymena,F,,F,,Outward,09/11/2011 15:49
8789,700000008843,54.96227825,-6.61817166,288563.16,413623.64,702186.8,Blackrock Road,Ballymena,F,,F,,Outward,19/04/2012 17:05
8790,700000008844,54.96918876,-6.64380616,286906.34,414360.77,701267.11,Grove Road,Ballymena,F,,F,,Outward,19/04/2012 17:05
8791,700000008845,54.97701282,-6.66027855,285834.77,415211.4,701046.17,The Old Road,Ballymena,F,,F,,Outward,19/04/2012 17:05
8792,700000008846,54.9786963,-6.67652505,284791,415379,700170,Ballnameen Road End,Ballymena,F,,F,,Outward,09/11/2011 15:50
8793,700000008847,54.98330294,-6.687136138,284102,415879,699981,Garvagh,Ballymena,F,,F,,Outward,09/11/2011 15:46
8794,700000008848,54.9834758,-6.686679838,284130.85,415898.79,700029.64,Garvagh,Ballymena,F,,F,,Inward,19/04/2012 17:05
8795,700000008849,54.97884191,-6.676243492,284808.72,415395.55,700204.27,Ballnameen R0Ad End,Ballymena,F,,F,,Inward,19/04/2012 17:05
8796,700000008850,54.97728881,-6.660517224,285818.9,415241.83,701060.73,The Old Road,Ballymena,F,,F,,Inward,19/04/2012 17:05
8797,700000008851,54.96942512,-6.643694978,286912.95,414387.22,701300.17,Grove Road,Ballymena,F,,F,,Inward,19/04/2012 17:05
8798,700000008852,54.96235895,-6.617747503,288590.15,413633.16,702223.31,Boveedy Road,Ballymena,F,,F,,Inward,19/04/2012 17:05
8799,700000008853,54.95891791,-6.594990912,290055.41,413279.15,703334.56,Drumsaragh Crossroads,Ballymena,F,,F,,Inward,19/04/2012 17:05
8800,700000008854,54.95756743,-6.575757322,291290.49,413153.73,704444.22,Michael's House,Ballymena,F,,F,,Inward,19/04/2012 17:05
8801,700000008855,54.95923132,-6.539108272,293634.27,413387.35,707021.62,Craig's Gate,Ballymena,F,,F,,Inward,19/04/2012 17:05
8802,700000008856,54.96212909,-6.523983288,294596.29,413730.25,708326.54,Mclaughlin's Corner,Ballymena,F,,F,,Inward,19/04/2012 17:05
8803,700000008857,54.95681139,-6.49619902,296388.59,413176.21,709564.8,Five Road Ends,Ballymena,F,,F,,Inward,19/04/2012 17:05
8804,700000008858,54.95939909,-6.484808604,297112,413480,710592,Main Street,Ballymena,F,,F,,Inward,09/11/2011 15:46
8805,700000008859,54.95775572,-6.483813727,297179.69,413298.45,710478.14,Wallaces Shop,Ballymena,F,,F,,Inward,19/04/2012 15:36
8806,700000008860,54.94962102,-6.476521354,297666.53,412403.09,710069.62,Turnpike,Ballymena,F,,F,,Inward,19/04/2012 17:05
8807,700000008861,54.94302319,-6.463658173,298506.79,411686.68,710193.47,Drumack Lane,Ballymena,F,,F,,Inward,19/04/2012 17:05
8808,700000008862,54.93807022,-6.456968486,298947.62,411144.78,710092.4,Greenwood Park,Ballymena,F,,F,,Inward,19/04/2012 17:05
8809,700000008863,54.93173635,-6.445796223,299679.28,410455.58,710134.86,Crabby Line,Ballymena,F,,F,,Inward,19/04/2012 17:05
8810,700000008864,54.92554009,-6.43342238,300487.85,409783.54,710271.39,Hanna'D House,Ballymena,F,,F,,Inward,19/04/2012 17:04
8811,700000008865,54.89873149,-6.376346423,304216.03,406882.82,711098.85,Mount Pleasant,Ballymena,F,,F,,Inward,19/04/2012 17:05
8812,700000008866,54.78334068,-6.421699342,301596,393972,695568,Crosskeys Rd End,Ballymena,F,,F,,Other Direction,09/11/2011 15:50
8813,700000008867,54.80583243,-6.392656663,303407,396518,699925,Spat Shop,Ballymena,F,,F,,Outward,09/11/2011 15:46
8814,700000008868,54.80932868,-6.397526284,303085,396900,699985,Gillietown,Ballymena,F,,F,,Outward,09/11/2011 15:53
8815,700000008869,54.8144485,-6.405998135,302527.37,397457.47,699984.84,Duffins Cross,Ballymena,F,,F,,Outward,19/04/2012 17:04
8816,700000008870,54.82052625,-6.414872697,301941.58,398121.05,700062.63,Steels Cnr,Ballymena,F,,F,,Outward,19/04/2012 17:04
8817,700000008871,54.82580042,-6.427387945,301124,398690,699814,Marshalls Cross,Ballymena,F,,F,,Outward,09/11/2011 15:53
8818,700000008872,54.83006333,-6.434336873,300666.82,399154.51,699821.33,Cashelltown Rd,Ballymena,F,,F,,Outward,19/04/2012 17:04
8819,700000008873,54.84891432,-6.454560252,299321,401224,700545,Scullions Bridge,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8820,700000008874,54.86179173,-6.463105134,298740.72,402645.34,701386.06,Tully Rd Junction,Ballymena,F,,F,,Other Direction,19/04/2012 17:04
8821,700000008875,54.85562514,-6.468738692,298394,401951,700345,Largy Rd End,Ballymena,F,,F,,Outward,09/11/2011 15:46
8822,700000008876,54.84285992,-6.463104381,298787,400538,699325,Scullions Bridge,Ballymena,F,,F,,Outward,09/11/2011 15:46
8823,700000008877,54.83220149,-6.44201187,300168.34,399381.52,699549.86,Killygarn Cnr,Ballymena,F,,F,,Outward,19/04/2012 17:04
8824,700000008878,54.83001841,-6.435277467,300606.49,399148.16,699754.65,Cashelltown Xrds,Ballymena,F,,F,,Inward,19/04/2012 17:04
8825,700000008879,54.82573038,-6.426822248,301160.53,398683.02,699843.55,Marshalls Xrds,Ballymena,F,,F,,Inward,19/04/2012 17:04
8826,700000008880,54.82119406,-6.416871806,301811.41,398192.48,700003.89,Steels Cnr,Ballymena,F,,F,,Inward,19/04/2012 17:04
8827,700000008881,54.8143348,-6.404940758,302595.63,397446.36,700041.99,Dufffins X,Ballymena,F,,F,,Inward,19/04/2012 17:04
8828,700000008882,54.80941724,-6.397218539,303104.56,396910.31,700014.87,Gillistown Xrds,Ballymena,F,,F,,Inward,19/04/2012 17:04
8829,700000008883,54.805848,-6.392170797,303438.2,396520.45,699958.65,Spar Shop,Ballymena,F,,F,,Inward,19/04/2012 17:04
8830,700000008884,54.8197693,-6.393550061,303314,398068,701382,Clooney X,Ballymena,F,,F,,Outward,09/11/2011 15:46
8831,700000008885,54.83302965,-6.411995031,302095,399517,701612,Hillis's Xrds,Ballymena,F,,F,,Outward,09/11/2011 15:49
8832,700000008886,54.85540604,-6.327076505,307491.85,402134.67,709626.52,Cennick Rd,Ballymena,F,,F,,Outward,19/04/2012 17:03
8833,700000008887,54.85293192,-6.3427176,306493.93,401835.4,708329.33,Kyles Cross,Ballymena,F,,F,,Outward,19/04/2012 17:03
8834,700000008888,54.85125164,-6.361055847,305320.59,401620.66,706941.25,Orange Hall,Ballymena,F,,F,,Outward,19/04/2012 17:04
8835,700000008889,54.85102292,-6.366075631,304998.79,401587.67,706586.46,Ahoghill Diamond,Ballymena,F,,F,,Outward,19/04/2012 17:04
8836,700000008890,54.84716146,-6.39044872,303443.3,401121.61,704564.91,Ballybeg X,Ballymena,F,,F,,Outward,19/04/2012 17:04
8837,700000008891,54.85010355,-6.416255767,301778.27,401411.32,703189.59,Kyles X2,Ballymena,F,,F,,Outward,19/04/2012 17:04
8838,700000008892,54.8539526,-6.430621543,300846,401819,702665,Ballynafie,Ballymena,F,,F,,Outward,09/11/2011 15:46
8839,700000008893,54.85364369,-6.438714934,300327,401773,702100,Carmegrim Rd,Ballymena,F,,F,,Outward,09/11/2011 15:46
8840,700000008894,54.81159802,-6.372428153,304692.73,397189.78,701882.51,Orourkes Fort,Ballymena,F,,F,,Outward,19/04/2012 17:04
8841,700000008895,54.81845387,-6.358177562,305590.99,397974.27,703565.26,Doctorstown,Ballymena,F,,F,,Inward,19/04/2012 17:04
8842,700000008896,54.83188134,-6.362752628,305262,399462,704724,Glebe Orange Hall,Ballymena,F,,F,,Inward,09/11/2011 15:46
8843,700000008897,54.84494504,-6.370178845,304751,400905,705656,Carneany Rd Ennd,Ballymena,F,,F,,Inward,09/11/2011 15:52
8844,700000008898,54.86144687,-6.460645873,298899.47,402610.42,701509.89,Tully Rd Jct,Ballymena,F,,F,,Outward,19/04/2012 17:04
8845,700000008899,54.87309781,-6.477546489,297786.1,403883.6,701669.7,Portglenone P.O.,Ballymena,F,,F,,Outward,19/04/2012 17:04
8846,700000008900,54.87289851,-6.477578772,297784.51,403861.37,701645.88,Portglenone 2,Ballymena,T,Portglenone,T,Portglenone,Outward,19/04/2012 17:04
8847,700000008901,54.87164798,-6.499844042,296358.25,403691.33,700049.58,Weirs Cnr,Ballymena,F,,F,,Outward,19/04/2012 17:03
8848,700000008902,54.86913377,-6.5078835,295848.13,403400.44,699248.57,Clady,Ballymena,F,,F,,Outward,19/04/2012 17:04
8849,700000008903,54.86147499,-6.502743644,296196.32,402554.96,698751.28,Smithstown X,Ballymena,F,,F,,Outward,19/04/2012 17:04
8850,700000008904,54.86139291,-6.503511053,296147.24,402544.77,698692.01,Smithstown X,Ballymena,F,,F,,Inward,19/04/2012 17:04
8851,700000008905,54.86989546,-6.50802017,295837.55,403485.04,699322.59,Clady,Ballymena,F,,F,,Inward,19/04/2012 17:04
8853,700000008907,54.84613278,-6.404132169,302567,400987,703554,Andersons Lane,Ballymena,F,,F,,Inward,09/11/2011 15:46
8854,700000008908,54.85035192,-6.416163672,301783.56,401439.1,703222.66,Kyles Xrs,Ballymena,F,,F,,Inward,19/04/2012 17:04
8855,700000008909,54.84632984,-6.375039217,304435.22,401051.89,705487.11,Ahoghill Chapel,Ballymena,F,,F,,Inward,19/04/2012 17:04
8856,700000008910,54.86112143,-6.458977068,299007.42,402576.55,701583.97,Carmegrim Road End,Ballymena,F,,F,,Outward,19/04/2012 17:04
8857,700000008911,54.8826575,-6.484526789,297315,404938,702253,Bracknamuckley Wood,Ballymena,F,,F,,Other Direction,09/11/2011 15:53
8858,700000008912,54.89068076,-6.488199797,297060,405826,702886,Milltown Road End,Ballymena,F,,F,,Inward,09/11/2011 15:46
8859,700000008913,54.90488991,-6.492297799,296763,407402,704165,Mcteague's Corner,Ballymena,F,,F,,Inward,09/11/2011 15:46
8860,700000008914,54.91753851,-6.492994559,296688,408809,705497,Lowery's Lane,Ballymena,F,,F,,Inward,09/11/2011 15:53
8861,700000008915,54.9303938,-6.493699558,296612,410239,706851,Gortgole Road End,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8862,700000008916,54.9456211,-6.515619092,295171,411904,707075,Portna Road,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8863,700000008917,54.92487106,-6.480163681,297493,409643,707136,Crabby Cross,Ballymena,F,,F,,Other Direction,09/11/2011 15:52
8864,700000008918,54.91543041,-6.47666759,297740,408597,706337,Blackstone Road,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8865,700000008919,54.90488456,-6.474438018,297908.55,407426.22,705334.77,Grannystown Road,Ballymena,F,,F,,Other Direction,19/04/2012 17:05
8866,700000008920,54.90343332,-6.474336059,297918.61,407264.82,705183.43,Mount Pleasant,Ballymena,F,,F,,Other Direction,19/04/2012 17:05
8867,700000008921,54.89361038,-6.47384144,297974.17,406172.09,704146.26,Skerdan Road,Ballymena,F,,F,,Other Direction,19/04/2012 17:05
8868,700000008922,54.88383059,-6.474007025,297987.27,405083.24,703070.51,Glbson's Yard,Ballymena,F,,F,,Other Direction,19/04/2012 17:05
8869,700000008923,54.88182435,-6.474000267,297992.57,404859.93,702852.5,Mountstafford Road,Ballymena,F,,F,,Other Direction,19/04/2012 17:05
8870,700000008924,54.87280996,-6.474309403,297994.59,403856.08,701850.67,Bethlehem Abbey,Ballymena,F,,F,,Inward,19/04/2012 17:04
8871,700000008925,54.89315291,-6.309339435,308529.45,406363.61,714893.06,Teeshan Road End,Ballymena,F,,F,,Outward,19/04/2012 17:03
8872,700000008926,54.9849947,-6.348028584,305805.91,416527.41,722333.32,Cloughmills Road End,Ballymena,F,,F,,Other Direction,23/05/2012 11:20
8873,700000008927,54.98786166,-6.337176224,306493,416863,723356,Drumbare Road End,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8874,700000008928,54.9969893,-6.3300465,306925.09,417889.89,724814.98,Kyle's Shop,Ballymena,F,,F,,Outward,23/05/2012 11:24
8875,700000008929,55.02474039,-6.330668689,306811.52,420977.98,727789.5,Kilmandil Road End,Ballymena,F,,F,,Outward,19/04/2012 17:05
8876,700000008930,55.04925612,-6.326106793,307037.89,423713.87,730751.76,Knockahollet Road,Ballymena,F,,F,,Outward,19/04/2012 17:05
8877,700000008931,55.00312815,-6.290094444,309465,418635,728100,Omerbane Lane,Ballymena,F,,F,,Outward,09/11/2011 15:53
8878,700000008932,54.99047942,-6.282476405,309987,417239,727226,Omerbane Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8879,700000008933,54.98888923,-6.281200675,310073,417064,727137,Adam's House,Ballymena,F,,F,,Inward,09/11/2011 15:46
8880,700000008934,54.97252452,-6.278932474,310263,415246,725509,Moneyduff Road End,Ballymena,F,,F,,Inward,09/11/2011 15:53
8881,700000008935,54.96648604,-6.289311032,309614.89,414557.55,724172.44,Clough,Ballymena,F,,F,,Inward,19/04/2012 17:04
8882,700000008936,54.9648741,-6.288113054,309696,414380,724076,Coronation Cresent,Ballymena,F,,F,,Inward,09/11/2011 15:46
8883,700000008937,54.95187321,-6.284201493,309982,412939,722921,Ballyreagh Road,Ballymena,F,,F,,Inward,09/11/2011 15:52
8884,700000008938,54.94960436,-6.282581217,310092,412689,722781,Dunbought Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8885,700000008939,54.93339485,-6.276687968,310514,410894,721408,Lisnacrogher Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8886,700000008940,54.92535412,-6.271618832,310861,410007,720868,Cloughwater Church,Ballymena,F,,F,,Inward,09/11/2011 15:52
8887,700000008941,54.90971708,-6.256149758,311896.02,408291.05,720187.07,Johnsonstown Road,Ballymena,F,,F,,Inward,19/04/2012 17:05
8888,700000008942,54.90812717,-6.256518345,311876.79,408113.49,719990.28,Craigywarren Orange Hall,Ballymena,F,,F,,Inward,19/04/2012 17:04
8889,700000008943,54.90644128,-6.256539608,311880.1,407925.8,719805.9,Craigywarren,Ballymena,F,,F,,Inward,19/04/2012 17:04
8890,700000008944,54.90002669,-6.255899688,311938.93,407212.82,719151.75,Craigywarren Road End,Ballymena,F,,F,,Inward,19/04/2012 17:04
8891,700000008945,54.88343686,-6.278712123,310521,405330,715851,Flagpole,Ballymena,F,,F,,Outward,09/11/2011 15:49
8892,700000008946,54.89647679,-6.282816732,310222,406775,716997,Clinty Crossroads,Ballymena,F,,F,,Outward,09/11/2011 15:50
8893,700000008947,54.91577411,-6.291726595,309598,408909,718507,Dernaveagh Crossroads,Ballymena,F,,F,,Outward,09/11/2011 15:46
8894,700000008948,54.92019067,-6.295313972,309356,409395,718751,Bally Road,Ballymena,F,,F,,Outward,09/11/2011 15:53
8895,700000008949,54.92733353,-6.299208257,309087,410184,719271,Rockstown Road,Ballymena,F,,F,,Outward,09/11/2011 15:50
8896,700000008950,54.93226331,-6.300966027,308961,410730,719691,Drumfin Road,Ballymena,F,,F,,Outward,09/11/2011 15:46
8897,700000008951,54.94212144,-6.305029075,308674,411821,720495,Ballyreagh Road,Ballymena,F,,F,,Outward,09/11/2011 15:53
8898,700000008952,54.9515799,-6.311374186,308242,412864,721106,322 Doury Road,Ballymena,F,,F,,Outward,09/11/2011 15:46
8899,700000008953,54.96161174,-6.314388275,308022,413976,721998,Carnbeg Crossroads,Ballymena,F,,F,,Outward,09/11/2011 15:46
8900,700000008954,54.98311975,-6.315229144,307910.48,416368.79,724279.27,Ballycregagh Road,Ballymena,F,,F,,Outward,04/06/2012 14:42
8901,700000008955,54.96159314,-6.314342215,308025,413974,721999,Carnbeg Crossroads,Ballymena,F,,F,,Inward,09/11/2011 15:46
8902,700000008956,54.95182363,-6.311457621,308236,412891,721127,322 Doury Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8903,700000008957,54.94230188,-6.305083905,308670,411841,720511,Ballyreagh Road,Ballymena,F,,F,,Inward,09/11/2011 15:52
8904,700000008958,54.93238858,-6.300929542,308963,410744,719707,Drumfin Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8905,700000008959,54.9275685,-6.299307542,309080,410210,719290,Rockstown Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8906,700000008960,54.92035294,-6.295353902,309353,409413,718766,Bally Road,Ballymena,F,,F,,Inward,09/11/2011 15:52
8907,700000008961,54.91588163,-6.291706444,309599,408921,718520,Dernaveagh Road,Ballymena,F,,F,,Inward,09/11/2011 15:46
8908,700000008962,54.8968307,-6.283066669,310205,406814,717019,Clinty Cross,Ballymena,F,,F,,Inward,09/11/2011 15:49
8909,700000008963,54.88357353,-6.278846543,310512,405345,715857,Flagpole,Ballymena,F,,F,,Inward,09/11/2011 15:52
8910,700000008964,54.9063872,-6.25691584,311856.12,407919.18,719775.3,Craigywarren,Ballymena,F,,F,,Outward,19/04/2012 17:04
8911,700000008965,54.90805046,-6.256869843,311854.46,408104.39,719958.85,Craigywarren Orange Hall,Ballymena,F,,F,,Outward,19/04/2012 17:04
8912,700000008966,54.90987125,-6.256932891,311845.37,408306.96,720152.33,Johnstonstown Road,Ballymena,F,,F,,Outward,19/04/2012 17:04
8913,700000008967,54.92504819,-6.271585153,310864,409973,720837,Cloughwater Church,Ballymena,F,,F,,Outward,09/11/2011 15:46
8914,700000008968,54.93320564,-6.276649254,310517,410873,721390,Lisnacrogher Road,Ballymena,F,,F,,Outward,09/11/2011 15:49
8915,700000008969,54.94949617,-6.282554613,310094,412677,722771,Dunbought Road,Ballymena,F,,F,,Outward,09/11/2011 15:50
8916,700000008970,54.95173765,-6.284144832,309986,412924,722910,Ballyreagh Road,Ballymena,F,,F,,Outward,09/11/2011 15:46
8917,700000008971,54.95162903,-6.284087023,309990,412912,722902,Dernaveagh Road,Ballymena,F,,F,,Outward,09/11/2011 15:53
8918,700000008972,54.96464898,-6.288075786,309699,414355,724054,Coronation Cresent,Ballymena,F,,F,,Outward,09/11/2011 15:46
8919,700000008973,54.97238351,-6.279125915,310251,415230,725481,Moneyduff Road,Ballymena,F,,F,,Outward,09/11/2011 15:46
8920,700000008974,54.97597149,-6.267976783,310955,415647,726602,Glenlesie Orange Hall,Ballymena,F,,F,,Outward,09/11/2011 15:53
8921,700000008975,54.97742149,-6.261932115,311338,415818,727156,74Glenleslie Rd,Ballymena,F,,F,,Outward,09/11/2011 15:46
8922,700000008976,54.98178554,-6.243029398,312536,416334,728870,Brandy Cross,Ballymena,F,,F,,Outward,09/11/2011 15:46
8923,700000008977,54.98230285,-6.239663824,312750,416397,729147,Lignamonagh,Ballymena,F,,F,,Outward,09/11/2011 15:52
8924,700000008978,54.98296809,-6.235354374,313024,416478,729502,Skerry Rd West,Ballymena,F,,F,,Outward,09/11/2011 15:46
8925,700000008979,54.98653711,-6.221949404,313872,416897,730769,Tates Lane,Ballymena,F,,F,,Outward,09/11/2011 15:46
8926,700000008980,54.98917255,-6.217255005,314165,417198,731363,Sunview Park,Ballymena,F,,F,,Outward,09/11/2011 15:52
8927,700000008981,54.99076373,-6.214262628,314352,417380,731732,Dixons Shop,Ballymena,F,,F,,Outward,09/11/2011 15:46
8928,700000008982,54.9828021,-6.212913369,314461,416496,730957,Tates Lane South,Ballymena,F,,F,,Outward,09/11/2011 15:49
8929,700000008983,55.0194007,-6.123285751,320089,420720,740809,Glenariff P.O.,Ballymena,F,,F,,Outward,09/11/2011 15:52
8930,700000008984,55.02750983,-6.089895146,322199.8,421680.45,743880.25,Branch Rd,Ballymena,F,,F,,Outward,19/04/2012 17:04
8931,700000008985,55.04541681,-6.081326294,322692.98,423688.64,746381.62,Killmore Sch,Ballymena,F,,F,,Outward,19/04/2012 17:04
8932,700000008986,54.89678184,-6.19903247,315596,406944,722540,The Commons Est,Ballymena,F,,F,,Outward,09/11/2011 15:50
8933,700000008987,54.90777771,-6.19777747,315645,408170,723815,Polee Rd End,Ballymena,F,,F,,Outward,09/11/2011 15:46
8934,700000008988,54.91783331,-6.199152801,315528,409287,724815,Elgany,Ballymena,F,,F,,Outward,09/11/2011 15:49
8935,700000008989,54.93309009,-6.205960172,315048,410974,726022,Knowhead Rd,Ballymena,F,,F,,Outward,09/11/2011 15:50
8936,700000008990,54.93708164,-6.208575542,314869,411414,726283,Gibsons Cnr,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8937,700000008991,54.93590511,-6.172396441,317191,411343,728534,Mcturks Lane,Ballymena,F,,F,,Outward,09/11/2011 15:53
8938,700000008992,54.93246571,-6.173691403,317118,410958,728076,Elganny Rd End,Ballymena,F,,F,,Inward,09/11/2011 15:50
8939,700000008993,54.92137023,-6.176674185,316959,409718,726677,The Rack,Ballymena,F,,F,,Inward,09/11/2011 15:46
8940,700000008994,54.9146213,-6.183747747,316525,408955,725480,Filterbeds,Ballymena,F,,F,,Inward,09/11/2011 15:53
8941,700000008995,54.89744119,-6.165650129,317735.56,407072.99,724808.55,Buckna Rd End,Ballymena,F,,F,,Outward,23/05/2012 11:24
8942,700000008996,54.9002076,-6.140677117,319329.37,407423.17,726752.54,Rosehill Rd End,Ballymena,F,,F,,Inward,23/05/2012 11:24
8943,700000008997,54.89908078,-6.127078453,320205,407321,727526,Buckna O'Hall,Ballymena,F,,F,,Outward,09/11/2011 15:53
8944,700000008998,54.90255592,-6.110604099,321251.32,407736.2,728987.52,Killnacopagh Rd End,Ballymena,F,,F,,Outward,19/04/2012 17:04
8945,700000008999,54.90264328,-6.108250769,321402,407750,729152,Slemish View,Ballymena,F,,F,,Outward,09/11/2011 15:46
8946,700000009000,54.90764474,-6.087417996,322723,408343,731066,32-34 Killnacoppagh Rd,Ballymena,F,,F,,Outward,09/11/2011 15:52
8947,700000009001,54.90924349,-6.077144001,323377,408539,731916,Mckeowns Town,Ballymena,F,,F,,Outward,09/11/2011 15:46
8948,700000009002,54.91032127,-6.065126561,324144.35,408680.2,732824.55,Burnside Rd End,Ballymena,F,,F,,Outward,19/04/2012 17:04
8949,700000009003,54.86686808,-6.224884272,314022,403572,717594,Crebilly Chapel,Ballymena,F,,F,,Outward,09/11/2011 15:52
8950,700000009004,54.86297122,-6.217065389,314535,403151,717686,Crebilly Cross,Ballymena,F,,F,,Outward,09/11/2011 15:46
8951,700000009005,54.86991652,-6.227538746,313843,403907,717750,Bog Rd End,Ballymena,F,,F,,Outward,09/11/2011 15:49
8952,700000009006,54.90566511,-6.108452069,321380,408086,729466,Aghacully Rd End,Ballymena,F,,F,,Outward,09/11/2011 15:50
8953,700000009007,54.90354659,-6.110874511,321231,407846,729077,Hazelbank Prim Sch,Ballymena,F,,F,,Outward,09/11/2011 15:46
8954,700000009008,54.88817446,-6.131323175,319965.12,406099.78,726064.9,Woodland Park,Ballymena,F,,F,,Outward,19/04/2012 17:04
8955,700000009009,54.87865857,-6.127323647,320250.07,405047.46,725297.53,Tullog Lane,Ballymena,F,,F,,Outward,19/04/2012 17:04
8956,700000009010,54.86772389,-6.132226572,319967.87,403821.96,723789.83,Ballygelly O'Hall,Ballymena,F,,F,,Outward,19/04/2012 17:04
8957,700000009011,54.86649317,-6.148637149,318918,403657,722575,Roughan Rd End,Ballymena,F,,F,,Outward,09/11/2011 15:53
8958,700000009012,54.84081184,-6.127848275,320329,400834,721163,Greenhill Bridge,Ballymena,F,,F,,Inward,09/11/2011 15:50
8959,700000009013,54.84549079,-6.134730958,319873,401343,721216,Cross Road End,Ballymena,F,,F,,Inward,09/11/2011 15:46
8960,700000009014,54.85016508,-6.155473201,318527,401828,720355,Cross Sabath School,Ballymena,F,,F,,Inward,09/11/2011 15:53
8961,700000009015,54.8616025,-6.213185379,314788,403005,717793,Doagh,Ballymena,F,,F,,Inward,09/11/2011 15:46
8962,700000009016,54.88140094,-6.206310022,315173,405220,720393,Aghandore Rd,Ballymena,F,,F,,Other Direction,09/11/2011 15:46
8963,700000009017,54.89214046,-6.202294573,315400,406422,721822,Broughshane Gospel Hall,Ballymena,F,,F,,Other Direction,09/11/2011 15:53
8964,700000009018,54.86660468,-6.214272563,314704,403560,718264,Lissmurrican Rd End,Ballymena,F,,F,,Outward,09/11/2011 15:46
8965,700000009019,54.87304783,-6.177014606,317077.23,404338.79,721416.02,80 Rathkeel Rd,Ballymena,F,,F,,Outward,19/04/2012 17:04
8966,700000009020,54.86552614,-6.161363491,318103.82,403527.84,721631.66,Lisnahilt  Rd End,Ballymena,F,,F,,Outward,19/04/2012 17:04
8967,700000009021,54.8613929,-6.153721969,318606.53,403080.69,721687.22,Ballynulto Rd End,Ballymena,F,,F,,Outward,19/04/2012 17:04
8968,700000009022,54.82682224,-6.20508941,315407,399147,714554,Byrestown Cross,Ballymena,F,,F,,Outward,09/11/2011 15:46
8969,700000009023,54.82128078,-6.200356273,315727,398538,714265,Kilgad Cross,Ballymena,F,,F,,Outward,09/11/2011 15:52
