SAMPLE_NO,YEAR,LABNO,EASTING,NORTHING,TIO2,V,CO,GA,RB,SR,Y,ZR,NB,BI,TH,AG,CS,LA
566452,2005,11371,312484,355384,0.841,112.8,21.0,13.8,62.5,104.6,22.0,301.3,12.1,0.30,5.80,0.25,4.0,23.0
566454,2005,11371,331427,349613,0.879,106.8,18.6,17.2,91.2,114.0,32.2,280.5,14.5,0.15,9.20,0.25,5.0,45.0
566455,2005,11371,323776,354343,0.717,105.5,19.8,14.8,69.9,113.3,21.3,335.3,13.0,0.40,6.90,0.25,3.0,27.0
566456,2005,11371,324496,348258,0.911,109.1,17.7,19.0,94.6,94.7,22.9,294.9,16.1,0.30,8.50,0.25,4.0,28.0
566457,2005,11371,328393,350372,0.823,102.0,26.2,16.1,87.7,117.7,25.5,353.9,15.3,0.15,8.60,0.25,4.0,35.0
566459,2005,11371,306658,345166,0.687,99.6,19.3,14.8,77.2,111.4,20.8,266.6,12.4,0.15,7.60,0.25,4.0,26.0
566460,2005,11371,310436,357062,0.904,133.5,21.5,14.4,59.2,127.9,23.3,302.0,12.7,0.15,5.10,0.25,1.0,23.0
566461,2005,11371,322423,349442,0.918,107.2,16.4,16.1,78.7,113.2,28.0,335.0,15.0,0.15,8.50,0.25,3.0,37.0
566463,2005,11371,314681,365351,1.117,161.9,29.8,15.8,50.2,177.9,22.2,236.0,11.9,0.15,3.90,0.25,3.0,20.0
566464,2005,11371,313166,348349,0.796,100.7,19.9,16.3,93.8,99.0,22.5,300.3,14.1,0.15,8.70,0.25,5.0,29.0
566465,2005,11371,304834,341212,0.706,82.3,16.9,13.1,78.2,123.8,20.2,384.7,13.6,0.15,7.40,0.25,4.0,24.0
566466,2005,11371,311537,355380,0.663,81.8,16.3,11.3,56.4,113.6,16.1,206.3,10.5,0.15,4.60,0.25,3.0,17.0
566467,2005,11371,325039,353290,0.834,112.5,22.3,16.9,83.2,107.8,27.8,378.8,14.5,0.15,8.90,0.25,4.0,33.0
566468,2005,11371,317159,355873,0.718,113.7,23.4,15.5,75.9,79.0,22.9,170.6,12.6,0.15,7.60,0.25,3.0,28.0
566469,2005,11371,329366,351555,0.868,116.3,21.3,15.7,85.6,123.4,25.8,343.7,14.7,0.30,8.10,0.25,4.0,37.0
566470,2005,11371,316851,349865,0.757,96.2,23.2,14.2,68.6,113.4,25.1,203.5,12.6,0.15,7.90,0.25,4.0,32.0
566471,2005,11371,327532,360722,0.727,97.1,23.3,12.3,59.0,119.2,20.8,255.4,11.8,0.15,5.10,0.25,3.0,22.0
566472,2005,11371,313034,357475,0.996,113.1,19.7,12.5,57.8,114.7,22.4,514.3,13.4,0.15,6.40,0.25,1.0,22.0
566473,2005,11371,311475,347677,0.932,114.1,20.7,14.5,69.0,104.8,22.4,475.1,14.2,0.15,7.00,0.25,4.0,26.0
566474,2005,11371,318060,349753,0.793,109.9,28.6,15.6,79.1,129.1,22.4,317.0,13.0,0.15,7.00,0.25,3.0,28.0
566476,2005,11371,322672,349223,0.813,104.2,26.9,15.9,88.6,114.6,23.3,346.1,15.0,0.15,8.30,0.25,3.0,32.0
566477,2005,11371,312041,349561,0.720,103.7,32.2,18.2,102.4,79.9,24.8,268.7,14.3,0.30,8.90,0.25,4.0,34.0
566478,2005,11371,323855,352626,0.724,125.1,57.9,15.4,77.6,119.8,28.0,253.0,12.7,0.40,6.60,0.50,4.0,39.0
566479,2005,11371,324484,354852,0.754,107.9,32.7,15.9,83.2,85.5,24.5,246.2,13.6,0.15,7.40,0.25,4.0,30.0
566480,2005,11371,300980,342628,0.824,132.7,48.0,15.6,71.2,117.6,24.1,272.5,12.8,0.15,7.40,0.25,3.0,31.0
566481,2005,11371,306700,349710,0.784,137.1,18.5,18.2,95.2,64.0,18.2,211.2,13.9,0.15,8.00,0.25,4.0,23.0
566482,2005,11371,306807,342135,0.981,136.7,24.2,14.9,73.2,168.9,24.8,270.7,13.2,0.15,6.70,0.25,3.0,30.0
566483,2005,11371,310701,345659,0.924,130.7,22.9,17.3,85.1,99.8,22.0,349.5,14.2,0.15,7.90,0.25,4.0,28.0
566485,2005,11371,315918,348952,0.578,114.1,28.2,21.0,108.0,65.2,68.8,177.6,11.3,0.15,12.50,0.25,7.0,104.0
566486,2005,11371,321621,345419,0.822,78.3,13.6,12.5,76.5,131.8,19.2,400.4,15.0,0.30,6.60,0.25,4.0,23.0
566488,2005,11371,328610,349423,0.828,97.5,22.5,15.5,81.8,96.6,25.7,319.0,14.6,0.30,8.50,0.25,4.0,34.0
566489,2005,11371,316766,344198,0.829,108.3,26.9,17.1,88.1,132.4,28.8,341.8,14.3,0.40,8.10,0.25,5.0,42.0
566490,2005,11371,323902,350219,0.802,98.7,27.2,15.2,85.3,114.1,22.6,379.6,14.2,0.50,7.60,0.25,4.0,32.0
566492,2005,11371,312606,347581,0.881,123.9,24.2,19.2,89.8,121.2,34.2,231.1,15.0,0.40,9.30,0.25,4.0,47.0
566493,2005,11371,314702,347139,0.793,119.1,24.0,19.4,111.7,195.5,27.0,246.6,14.8,0.40,8.70,0.25,6.0,44.0
566494,2005,11371,330232,350849,0.863,108.6,25.7,17.0,90.0,123.3,35.2,243.1,14.7,0.15,8.90,0.25,3.0,54.0
566495,2005,11371,326315,352412,0.841,95.8,13.2,15.7,88.0,183.0,24.2,359.0,13.7,0.15,6.70,0.25,4.0,35.0
566497,2005,11371,327891,352432,0.844,102.3,21.0,17.8,99.2,162.3,23.2,329.9,14.8,0.15,8.90,0.25,4.0,32.0
566498,2005,11371,299352,342386,0.918,128.8,26.0,14.9,62.0,109.8,23.3,247.1,13.4,0.15,5.90,0.25,3.0,24.0
566499,2005,11371,316083,345494,0.693,106.4,28.5,13.1,75.2,108.8,20.7,494.4,13.4,0.15,7.70,0.25,4.0,29.0
566500,2005,11371,314289,349563,0.743,84.5,15.6,15.2,82.2,98.5,22.8,335.8,13.6,0.15,7.40,0.25,3.0,30.0
566504,2005,11351,334569,385847,1.550,277.5,40.9,16.4,44.6,141.6,25.8,250.7,11.5,0.90,3.50,0.25,2.0,18.0
566505,2005,11351,334774,393931,1.583,303.4,46.6,20.5,16.5,151.0,34.6,172.3,10.2,0.30,2.70,0.25,1.0,15.0
566506,2005,11351,331601,391302,1.450,324.8,48.3,16.3,10.0,158.8,25.9,120.7,9.8,0.30,1.60,0.25,0.5,8.0
566510,2005,11351,329922,363996,0.892,145.4,25.6,17.2,79.5,109.1,26.9,287.7,13.3,0.60,7.00,0.25,3.0,29.0
566511,2005,11351,321539,364267,0.941,133.1,31.7,12.6,61.1,144.6,21.2,602.3,12.3,0.50,4.70,0.25,2.0,20.0
566513,2005,11351,320665,358687,0.771,111.6,21.9,13.7,66.2,117.6,17.4,265.8,12.1,0.40,4.80,0.25,3.0,19.0
566514,2005,11351,323511,364742,1.102,166.7,37.7,15.5,44.0,189.2,21.7,276.7,11.3,0.40,3.60,0.25,2.0,17.0
566516,2005,11351,338310,389600,1.421,262.9,52.3,18.4,33.3,207.0,26.6,172.3,10.2,0.15,3.10,0.25,2.0,15.0
566517,2005,11351,332391,388433,1.742,342.2,54.5,18.7,12.3,185.1,28.3,146.0,9.4,0.50,1.50,0.25,0.5,9.0
566518,2005,11351,335681,388911,1.477,306.7,68.9,17.9,8.2,167.9,29.9,139.5,8.4,0.50,0.80,0.25,0.5,9.0
566520,2005,11351,329099,363428,1.079,174.1,39.8,17.5,54.8,162.4,24.3,227.6,11.7,0.15,4.80,0.25,2.0,22.0
566522,2005,11351,317358,358657,0.833,109.5,18.0,11.2,65.4,122.2,20.3,506.0,12.4,0.15,6.10,3.00,13.0,16.0
566523,2005,11351,340109,390326,1.248,241.2,44.7,16.6,34.8,187.7,26.7,142.5,10.2,0.80,2.60,0.25,1.0,16.0
566524,2005,11351,323322,360856,0.799,122.1,17.7,12.7,59.4,109.7,27.4,456.0,12.0,1.40,5.80,0.50,2.0,22.0
566525,2005,11351,330670,390251,1.685,341.4,53.1,17.0,9.2,186.4,28.3,123.6,9.2,0.70,1.20,0.25,0.5,8.0
566527,2005,11387,323036,356855,0.687,93.4,21.4,14.0,77.0,105.3,21.7,259.8,12.4,0.15,7.10,0.25,3.0,25.0
566529,2005,11351,344031,393493,1.442,273.4,49.2,18.8,20.9,191.5,25.8,150.8,9.7,0.15,3.20,0.25,1.0,13.0
566533,2005,11351,320778,361688,0.880,123.3,21.9,14.2,62.9,132.0,25.2,404.8,12.4,0.80,5.30,0.25,3.0,24.0
566535,2005,11351,332995,385020,1.208,205.2,39.7,16.2,54.1,154.1,23.3,202.4,11.8,0.80,4.50,0.25,2.0,18.0
566537,2005,11351,330994,394000,1.543,342.6,56.6,15.9,7.3,178.4,23.1,105.1,9.4,0.70,0.90,0.25,0.5,7.0
566538,2005,11351,340382,392697,1.286,267.2,59.8,17.4,10.6,190.3,26.0,111.1,8.1,0.15,1.20,0.25,1.0,8.0
566539,2005,11351,323415,366003,1.080,167.9,27.9,14.2,57.2,146.5,21.3,301.7,11.8,0.30,4.10,0.25,3.0,18.0
566543,2005,11351,337804,387721,1.054,169.0,31.5,17.7,86.3,160.5,27.5,294.4,14.0,0.60,6.60,0.25,4.0,31.0
566552,2005,11351,337122,391666,1.265,256.6,60.5,16.8,15.2,170.9,29.0,118.1,8.6,0.15,1.50,0.25,1.0,11.0
566556,2005,11351,335484,388520,1.453,294.8,56.3,17.9,14.4,146.1,24.9,137.2,9.2,0.15,1.70,0.25,1.0,9.0
566558,2005,11351,344519,392091,1.515,279.6,45.4,17.2,36.9,274.0,26.8,257.5,11.3,0.80,3.70,0.25,2.0,18.0
566561,2005,11351,342685,391923,1.339,232.3,39.8,17.3,43.5,250.9,35.9,202.6,11.3,0.60,3.20,0.25,1.0,33.0
566562,2005,11351,320902,360220,0.902,116.0,21.3,12.7,63.8,116.1,25.1,764.4,13.1,1.20,6.20,0.25,2.0,26.0
566565,2005,11351,344940,395400,1.168,201.0,43.8,17.3,36.9,222.5,28.3,179.2,10.5,0.40,3.40,0.25,2.0,21.0
566572,2005,11351,334242,385317,1.100,184.2,37.0,18.8,71.3,143.1,26.3,217.0,12.9,0.90,5.50,0.25,3.0,25.0
566573,2005,11351,333007,389535,1.873,310.3,55.4,18.6,8.1,166.0,26.7,133.4,8.7,0.80,1.00,0.25,0.5,8.0
566574,2005,11351,343335,393423,1.495,294.7,57.8,16.2,14.9,280.5,25.2,160.8,9.3,0.50,1.70,0.25,1.0,12.0
566575,2005,11351,329929,393450,1.133,246.1,47.2,15.4,10.9,151.9,23.0,94.5,9.6,0.15,2.50,0.25,1.0,7.0
566580,2005,11351,333441,386390,1.041,173.4,35.0,18.8,93.5,107.8,23.9,203.2,14.1,0.15,7.10,0.25,4.0,27.0
566582,2005,11351,338380,390618,1.611,316.4,57.4,18.1,11.3,183.1,23.7,142.1,8.6,1.00,1.20,0.25,0.5,8.0
566583,2005,11351,333804,393605,1.417,286.7,46.1,18.1,10.9,134.2,25.2,127.8,8.7,0.40,0.35,0.25,0.5,10.0
566584,2005,11351,321391,359078,0.912,123.0,25.2,14.6,66.6,120.3,21.2,377.4,12.9,0.15,6.00,0.25,3.0,23.0
566586,2005,11351,331869,363781,0.852,113.3,17.0,15.3,61.6,116.0,19.4,314.8,12.9,0.15,6.40,0.25,2.0,20.0
566587,2005,11351,321310,358008,0.811,102.0,19.0,13.3,65.8,104.7,17.5,377.7,12.4,0.70,6.00,0.25,2.0,21.0
566589,2005,11351,322221,358215,0.750,110.2,24.7,16.2,72.8,107.9,21.2,244.7,12.2,1.00,6.70,1.80,2.0,24.0
566592,2005,11351,334213,386441,1.659,283.2,44.8,17.5,36.0,153.8,25.4,268.5,11.8,1.40,3.50,0.25,2.0,17.0
566594,2005,11351,336242,388046,1.367,274.9,55.3,18.2,24.1,192.6,26.0,162.0,9.9,0.50,2.90,0.25,0.5,14.0
566595,2005,11351,343433,394370,1.337,261.3,54.2,15.9,14.9,257.0,29.4,131.5,8.9,0.50,1.20,0.25,1.0,12.0
566597,2005,11351,334101,391091,1.582,290.1,59.0,18.6,7.6,200.3,27.7,122.5,8.6,0.15,1.40,0.25,0.5,8.0
566598,2005,11351,334336,391899,1.739,368.1,59.3,18.4,8.8,197.0,25.3,131.0,8.6,1.00,0.35,0.25,0.5,6.0
566599,2005,11351,331833,394222,1.261,290.2,42.4,17.8,10.8,177.3,24.3,109.8,9.3,0.80,1.60,0.25,1.0,9.0
566601,2005,11351,342680,362606,0.743,107.5,25.9,17.0,82.7,94.7,32.1,268.4,14.1,0.15,9.20,0.25,4.0,46.0
566603,2005,11387,311032,451318,1.746,307.9,58.6,17.9,20.5,151.7,20.0,209.1,9.7,0.80,1.70,0.25,1.0,10.0
566604,2005,11351,342520,358571,0.890,121.5,27.8,19.4,104.0,131.1,28.8,263.2,15.7,0.60,9.30,0.50,4.0,42.0
566607,2005,11387,315399,450082,1.446,219.5,43.2,16.9,20.0,184.9,22.7,161.6,9.1,0.50,1.60,0.25,0.5,10.0
566615,2005,11351,319135,347836,0.851,122.9,34.9,13.9,72.0,147.8,27.4,426.0,13.2,0.80,6.90,0.25,3.0,34.0
566616,2005,11351,340264,362525,0.772,101.8,41.5,14.6,84.4,93.4,22.6,340.4,13.7,0.60,7.80,0.25,3.0,25.0
566617,2005,11351,341452,357774,0.956,124.0,22.2,20.0,109.1,114.0,27.9,252.1,16.5,0.15,10.30,0.25,7.0,46.0
566618,2005,11387,319894,355656,0.561,79.3,17.2,10.7,66.6,111.5,24.0,165.8,10.7,0.30,5.10,0.25,3.0,23.0
566626,2005,11351,320095,345495,0.372,57.3,13.1,9.8,44.7,66.5,34.0,81.0,8.9,0.15,4.90,0.25,2.0,39.0
566628,2005,11351,339906,358830,0.786,99.9,33.2,17.5,96.7,202.1,20.1,323.4,14.8,0.15,6.70,0.25,3.0,19.0
566632,2005,11351,318781,343746,0.869,104.9,17.9,16.3,85.2,116.0,33.7,314.5,14.7,0.15,8.70,0.25,4.0,46.0
566634,2006,11387,316097,451574,1.138,295.3,45.1,15.8,15.3,207.0,19.1,111.4,8.6,0.60,1.10,0.25,0.5,10.0
566637,2005,11351,342281,358653,0.725,79.0,15.9,12.9,71.5,135.1,23.1,334.5,13.4,0.15,6.40,0.25,2.0,27.0
566641,2005,11351,318742,345634,0.827,104.8,13.9,17.5,94.8,97.5,28.2,263.3,14.8,0.40,8.30,0.25,5.0,39.0
566645,2005,11351,314813,356231,0.807,114.3,16.7,13.9,63.8,95.9,20.2,293.7,12.3,0.15,6.20,0.25,3.0,22.0
566646,2005,11351,317335,346407,0.509,79.6,16.2,13.0,55.6,80.3,21.5,109.6,10.6,0.15,5.90,0.25,2.0,24.0
566649,2005,11351,320742,355244,0.407,49.5,8.1,8.8,67.3,90.4,13.7,110.3,9.2,0.15,3.50,0.50,2.0,12.0
566654,2005,11351,340562,362123,0.791,125.5,23.5,15.9,92.5,85.0,22.0,284.1,14.0,0.15,8.00,0.25,3.0,29.0
566656,2005,11351,319418,347594,1.037,130.9,27.0,16.0,76.0,122.2,25.0,827.7,15.8,0.80,7.70,0.25,3.0,29.0
566662,2005,11351,341112,360938,0.852,126.9,33.3,17.0,83.2,109.4,26.9,297.5,13.4,0.15,7.50,0.25,2.0,33.0
566665,2005,11351,341912,358261,0.776,86.6,15.8,13.8,78.5,158.1,23.0,380.5,13.9,0.70,7.00,0.25,3.0,32.0
566669,2005,11351,342126,361127,0.778,111.5,37.9,15.7,85.5,167.8,29.8,299.4,14.3,1.00,7.40,0.25,3.0,41.0
566672,2005,11351,341827,358822,0.879,114.8,35.1,18.1,92.6,115.7,24.3,284.3,15.2,0.30,8.50,0.25,4.0,31.0
566680,2005,11351,340389,359352,0.762,103.0,23.5,16.1,79.0,106.1,21.9,252.4,13.0,0.40,6.70,0.25,3.0,27.0
566690,2005,11351,342209,360447,0.926,134.7,22.6,17.9,81.8,164.3,20.3,316.8,13.1,0.15,7.10,0.25,2.0,26.0
566694,2005,11351,316086,355256,0.861,118.7,20.0,15.8,71.7,94.7,22.5,248.7,13.7,0.40,6.90,0.25,3.0,25.0
566698,2005,11351,338774,360273,0.876,127.5,34.6,17.8,91.4,110.2,25.5,260.6,14.6,0.60,8.40,0.25,4.0,35.0
566702,2006,11477,317093,433871,1.020,136.4,31.2,26.4,139.2,121.5,29.4,812.5,22.7,0.50,11.10,0.25,3.0,40.0
566703,2006,11477,316271,437393,1.495,151.7,24.5,14.4,52.2,147.5,29.5,1058.6,17.8,0.50,6.10,0.25,2.0,26.0
566706,2006,11477,307256,438729,1.057,185.3,28.0,15.4,32.6,126.1,22.8,336.6,11.9,0.15,4.00,0.25,1.0,16.0
566707,2006,11477,288130,427410,1.141,188.7,46.7,19.6,58.9,124.8,24.5,234.8,13.0,0.60,5.10,0.25,3.0,24.0
566708,2006,11477,322808,438450,1.212,172.5,31.0,26.7,154.5,103.2,28.4,593.4,22.4,0.70,9.20,0.80,9.0,28.0
566709,2006,11477,319896,428321,1.058,157.8,57.1,26.5,131.9,121.0,29.8,419.0,20.6,0.15,8.50,0.60,4.0,52.0
566710,2006,11477,320222,426672,1.394,212.2,80.1,19.6,78.3,112.7,38.3,777.9,19.1,0.15,7.30,0.25,3.0,48.0
566712,2006,11477,282987,438497,1.591,265.8,52.8,15.6,26.5,172.9,27.7,1204.7,14.0,0.50,3.30,0.25,1.0,20.0
566713,2006,11477,316706,426195,1.837,331.0,99.2,22.4,8.3,201.3,20.6,144.3,8.9,0.50,0.35,0.25,1.0,8.0
566715,2006,11477,312628,439886,1.244,120.9,40.2,13.5,72.0,98.6,25.2,1170.6,17.0,0.15,6.40,0.25,2.0,27.0
566716,2006,11477,284250,435305,1.373,228.5,44.4,17.4,41.8,239.0,26.6,270.3,12.6,0.15,4.30,0.25,2.0,19.0
566717,2006,11477,319043,440172,1.250,108.5,16.0,17.9,75.3,126.1,28.8,1125.5,20.7,0.15,8.30,0.25,2.0,31.0
566718,2006,11477,283246,435829,1.462,247.2,44.4,16.9,34.1,163.1,26.1,418.7,11.9,0.15,3.50,0.25,2.0,20.0
566719,2006,11477,309457,437367,1.509,176.6,33.4,15.8,57.4,123.7,30.9,618.4,15.1,0.15,7.30,0.25,1.0,27.0
566720,2006,11477,317567,435241,1.270,123.3,19.3,18.9,83.4,113.2,28.9,1711.3,20.6,0.40,8.20,0.25,3.0,26.0
566723,2006,11477,303767,439059,1.023,217.4,41.6,14.2,28.2,153.9,21.5,481.0,11.7,0.30,2.80,0.25,1.0,17.0
566724,2006,11477,297156,427780,1.570,300.1,51.5,14.7,18.8,156.2,25.0,401.9,10.9,0.15,2.50,0.25,1.0,12.0
566726,2006,11477,320880,436136,1.129,179.8,40.0,20.7,73.3,192.6,23.4,454.0,15.3,0.50,5.90,0.25,3.0,22.0
566729,2006,11477,311317,440369,1.044,141.0,25.3,20.8,107.5,122.7,26.2,699.6,15.4,0.15,7.00,0.25,2.0,27.0
566730,2006,11477,308440,430451,1.430,146.4,43.3,20.8,81.3,146.8,31.5,1263.7,20.9,0.50,8.10,0.25,2.0,33.0
566731,2006,11477,309345,433936,1.285,113.0,16.3,17.2,76.0,114.7,29.4,856.5,17.7,0.30,8.30,0.25,2.0,24.0
566732,2006,11477,323044,437930,1.205,149.9,34.7,23.9,127.1,95.1,32.8,826.6,20.7,0.15,9.50,0.25,9.0,43.0
566733,2006,11477,315654,432901,1.050,152.5,52.9,24.4,109.6,116.9,28.1,600.6,18.7,0.30,8.70,0.25,3.0,32.0
566735,2006,11477,316485,438223,1.258,118.1,28.7,18.0,81.2,177.9,34.9,1092.9,19.0,0.15,10.20,0.25,2.0,38.0
566740,2006,11477,287069,431772,0.962,153.7,31.9,13.1,35.0,104.3,21.2,211.3,11.1,0.15,4.00,0.25,1.0,16.0
566742,2006,11477,316771,428164,1.142,149.5,27.3,22.8,103.5,94.3,41.3,477.8,21.5,0.70,9.00,0.25,3.0,48.0
566744,2006,11477,308878,434647,1.331,141.4,33.9,17.8,73.2,132.9,31.3,779.3,16.3,0.15,8.80,0.25,1.0,32.0
566745,2006,11477,316064,427469,1.395,223.1,60.6,19.1,48.4,164.4,24.9,274.9,13.9,0.15,4.40,0.25,1.0,21.0
566749,2006,11477,322755,437909,1.182,173.9,32.9,25.4,133.7,123.7,27.1,571.8,18.4,0.15,9.10,0.90,9.0,30.0
566750,2006,11477,325111,434848,1.045,137.2,26.8,21.0,100.0,138.2,25.5,750.5,17.3,0.15,6.30,0.25,4.0,23.0
566751,2006,11477,307673,428236,1.296,197.4,29.3,15.8,37.3,140.8,24.0,434.8,13.3,0.15,4.00,0.25,3.0,16.0
566752,2006,11477,312958,423359,1.730,287.6,68.2,20.2,5.7,213.1,21.8,125.0,9.1,0.15,0.35,0.25,0.5,9.0
566753,2006,11477,321288,436518,1.234,113.2,15.7,14.5,59.0,144.6,24.4,1455.2,17.3,0.50,5.80,0.25,3.0,21.0
566755,2006,11477,317186,435912,1.507,186.9,38.3,19.2,58.8,184.5,28.2,523.5,17.1,0.15,6.30,0.25,2.0,31.0
566756,2006,11477,277805,431958,1.562,295.1,42.7,14.6,23.6,165.2,22.6,479.3,11.2,0.15,2.70,0.25,0.5,13.0
566757,2006,11477,323050,439107,1.340,187.9,25.4,20.4,106.1,118.4,28.5,794.3,18.6,0.50,6.60,0.25,5.0,26.0
566759,2006,11477,316702,437967,1.359,152.1,46.1,21.7,90.7,149.0,35.4,982.6,19.4,0.15,9.40,0.25,2.0,40.0
566760,2006,11477,321336,427029,1.290,153.4,44.1,23.9,113.7,109.6,31.8,617.5,21.0,0.15,9.20,0.25,4.0,46.0
566761,2006,11477,317812,434663,1.058,127.6,29.2,28.6,142.5,109.0,28.6,771.0,22.9,0.15,9.70,0.25,4.0,34.0
566763,2006,11477,324616,435608,1.037,158.9,28.4,25.6,129.5,139.9,28.7,508.8,19.7,1.00,7.80,0.25,6.0,29.0
566765,2006,11477,307614,432711,1.315,100.2,26.2,14.2,55.2,127.3,29.7,1191.8,18.0,0.15,7.40,0.25,1.0,27.0
566766,2006,11477,298649,426772,1.052,194.7,55.9,13.6,13.3,130.7,24.4,126.8,8.8,0.15,1.00,0.25,1.0,10.0
566767,2006,11477,320278,426990,1.450,180.7,44.6,24.0,108.8,98.8,31.6,616.7,21.4,0.15,10.10,0.25,3.0,41.0
566769,2006,11477,285550,438106,1.161,178.1,38.8,14.5,28.9,122.0,24.0,221.8,11.8,0.15,3.80,0.25,1.0,15.0
566772,2006,11477,316772,441122,1.499,146.1,28.2,15.0,48.8,152.8,25.0,828.8,19.1,0.15,5.10,0.25,1.0,26.0
566774,2006,11477,291823,424049,1.304,215.3,46.7,16.4,32.1,156.1,23.8,266.4,10.7,0.15,3.50,0.25,1.0,15.0
566775,2006,11477,284655,435655,1.549,272.3,53.0,17.3,20.0,214.3,25.7,455.1,10.4,0.15,2.30,0.25,1.0,16.0
566778,2006,11477,317595,428799,1.029,121.6,62.1,22.3,111.3,79.1,30.8,561.8,20.5,0.80,7.50,0.25,3.0,42.0
566779,2006,11477,321574,429227,1.347,140.6,29.4,21.9,99.3,123.9,30.8,951.7,21.0,0.15,7.90,0.25,2.0,44.0
566781,2006,11477,307773,429141,1.655,214.5,36.8,20.8,63.3,172.0,29.4,783.1,17.8,0.15,6.90,0.25,1.0,25.0
566783,2006,11477,315177,433999,1.124,131.8,28.1,26.5,137.5,127.2,33.5,943.4,23.6,0.15,13.30,0.25,3.0,44.0
566784,2006,11477,319620,435727,1.291,196.7,41.1,21.5,73.9,200.8,26.9,511.7,16.5,0.15,4.70,0.25,3.0,23.0
566786,2006,11477,313311,435751,1.170,118.9,23.3,23.7,124.9,133.6,41.1,1016.0,19.6,0.30,12.80,0.25,2.0,48.0
566787,2006,11477,308384,433521,1.073,116.9,35.1,17.3,80.9,131.2,30.0,807.3,17.7,0.15,8.70,0.25,2.0,32.0
566788,2006,11477,317416,439714,1.241,149.6,26.6,17.9,72.4,157.9,27.1,685.3,18.9,0.15,7.60,0.25,2.0,33.0
566789,2006,11477,281839,428604,1.270,241.3,57.8,14.7,14.9,147.8,21.9,176.9,8.6,0.15,1.20,0.25,0.5,10.0
566790,2006,11477,320300,426229,1.284,202.6,64.4,18.7,51.8,129.1,41.4,439.0,13.5,0.15,4.40,0.25,1.0,44.0
566791,2006,11477,320841,429173,1.044,127.4,59.1,25.0,138.4,75.5,28.9,939.8,21.2,0.40,8.60,0.25,5.0,37.0
566792,2006,11477,320754,435979,1.177,210.8,39.8,25.8,110.1,199.9,30.7,349.6,16.2,0.15,6.40,0.25,12.0,33.0
566793,2006,11477,316646,439306,1.176,122.2,25.9,16.8,72.8,135.5,26.5,845.9,17.7,0.15,7.70,0.25,3.0,28.0
566794,2006,11477,308395,428475,1.836,267.7,44.0,18.7,43.4,171.5,28.3,599.9,16.0,0.30,5.10,0.25,1.0,21.0
566795,2006,11477,322938,427357,1.157,151.6,27.8,17.0,61.5,159.1,20.4,518.9,13.7,0.15,6.40,0.25,3.0,25.0
566797,2006,11477,300858,427641,1.706,329.3,57.8,19.2,8.2,179.6,26.8,199.7,9.0,0.15,0.35,0.25,1.0,8.0
566798,2006,11477,315411,426997,1.601,266.4,69.0,19.7,18.6,193.8,25.0,173.1,11.6,0.15,1.50,0.25,1.0,20.0
566799,2006,11477,288070,429249,1.040,162.7,39.0,15.2,33.1,117.4,23.5,168.9,11.1,0.15,3.60,0.25,1.0,15.0
566800,2006,11477,309518,438042,1.332,181.9,32.7,15.8,52.7,156.3,27.4,781.9,15.0,0.15,4.90,0.25,1.0,25.0
566802,2006,11477,303071,410050,1.706,283.0,60.8,16.6,11.2,155.1,20.1,178.6,8.5,0.15,1.70,0.25,0.5,8.0
566803,2006,11477,320930,425957,1.231,148.1,53.4,24.6,119.2,188.0,28.2,596.0,20.6,0.15,8.50,0.25,4.0,43.0
566804,2006,11477,295287,411864,1.538,249.2,51.3,16.5,22.5,163.8,24.3,227.8,10.6,0.30,2.30,0.25,1.0,11.0
566806,2006,11477,296004,415506,0.918,185.7,35.5,16.9,45.7,129.7,23.8,110.2,11.1,0.15,4.00,0.25,2.0,17.0
566807,2006,11477,336880,329890,0.492,38.4,12.3,27.2,368.9,38.9,112.4,624.8,44.0,0.90,75.10,0.25,17.0,64.0
566808,2006,11477,326212,321504,0.448,50.3,13.0,19.7,191.0,30.4,103.3,636.6,28.8,0.15,74.30,0.25,6.0,99.0
566809,2006,11477,310466,414286,1.540,327.4,49.6,18.5,7.6,158.4,24.6,103.8,8.3,0.15,0.80,0.25,0.5,6.0
566810,2006,11477,330340,322246,0.312,28.1,24.5,20.4,299.4,16.2,138.6,414.1,28.4,0.15,56.50,0.25,7.0,79.0
566812,2006,11477,289927,402970,1.180,143.3,31.3,12.0,40.3,100.1,29.6,1237.4,14.1,0.50,5.00,0.25,1.0,20.0
566813,2006,11477,307450,414161,1.105,219.7,37.4,13.2,9.9,103.0,20.3,70.3,7.5,0.15,0.90,0.25,0.5,5.0
566815,2006,11477,335722,329066,0.490,17.9,7.8,34.3,437.5,17.1,211.6,1660.4,74.8,1.00,160.20,0.25,21.0,95.0
566816,2006,11477,313533,429169,1.104,172.9,20.9,25.0,100.6,155.2,51.3,527.2,22.1,0.30,9.80,0.25,3.0,40.0
566818,2006,11477,297788,432327,1.178,195.0,38.3,13.5,26.3,131.6,19.6,408.7,11.0,0.15,2.90,0.25,1.0,12.0
566819,2006,11477,310118,432803,0.988,160.1,40.7,22.7,87.3,182.4,51.3,645.1,18.2,0.15,9.30,0.25,1.0,67.0
566820,2006,11477,333536,319113,0.657,58.0,13.6,14.2,149.6,75.7,68.6,860.2,23.7,0.15,32.40,0.25,4.0,67.0
