Council,Date,Financial,Value ($000)
Kapiti Coast District,2011,31 Purchase of Property Plant & Equipment,51931
Kapiti Coast District,2011,32 Fixed Asset Purchases,0
Kapiti Coast District,2011,33 Renewals,0
Kapiti Coast District,2011,34 Purchasing of Other Investments,0
Kapiti Coast District,2011,35 Net Investing Cash Flows,-26385
Kapiti Coast District,2011,36 Cash Receipts from Financing Activities,20639
Kapiti Coast District,2011,37 Cash Outgoings from Financing Activities,5920
Kapiti Coast District,2011,38 Net Financing Cash Flows,14719
Kapiti Coast District,2012,27 Operating receipts,66223
Kapiti Coast District,2012,28 Operating Payments,54085
Kapiti Coast District,2012,29 Net Operating Cash Flows,12138
Kapiti Coast District,2012,30 Receipts from Investing Activities,28158
Kapiti Coast District,2012,31 Purchase of Property Plant & Equipment,57576
Kapiti Coast District,2012,32 Fixed Asset Purchases,0
Kapiti Coast District,2012,33 Renewals,0
Kapiti Coast District,2012,34 Purchasing of Other Investments,0
Kapiti Coast District,2012,35 Net Investing Cash Flows,-29418
Kapiti Coast District,2012,36 Cash Receipts from Financing Activities,24128
Kapiti Coast District,2012,37 Cash Outgoings from Financing Activities,6856
Kapiti Coast District,2012,38 Net Financing Cash Flows,17272
Kapiti Coast District,2013,27 Operating receipts,72705
Kapiti Coast District,2013,28 Operating Payments,59907
Kapiti Coast District,2013,29 Net Operating Cash Flows,12798
Kapiti Coast District,2013,30 Receipts from Investing Activities,39621
Kapiti Coast District,2013,31 Purchase of Property Plant & Equipment,76011
Kapiti Coast District,2013,32 Fixed Asset Purchases,0
Kapiti Coast District,2013,33 Renewals,0
Kapiti Coast District,2013,34 Purchasing of Other Investments,0
Kapiti Coast District,2013,35 Net Investing Cash Flows,-36390
Kapiti Coast District,2013,36 Cash Receipts from Financing Activities,31352
Kapiti Coast District,2013,37 Cash Outgoings from Financing Activities,7766
Kapiti Coast District,2013,38 Net Financing Cash Flows,23586
Kapiti Coast District,2014,27 Operating receipts,79603
Kapiti Coast District,2014,28 Operating Payments,63994
Kapiti Coast District,2014,29 Net Operating Cash Flows,15609
Kapiti Coast District,2014,30 Receipts from Investing Activities,19745
Kapiti Coast District,2014,31 Purchase of Property Plant & Equipment,59755
Kapiti Coast District,2014,32 Fixed Asset Purchases,0
Kapiti Coast District,2014,33 Renewals,0
Kapiti Coast District,2014,34 Purchasing of Other Investments,0
Kapiti Coast District,2014,35 Net Investing Cash Flows,-40010
Kapiti Coast District,2014,36 Cash Receipts from Financing Activities,35956
Kapiti Coast District,2014,37 Cash Outgoings from Financing Activities,8517
Kapiti Coast District,2014,38 Net Financing Cash Flows,27439
Kapiti Coast District,2015,27 Operating receipts,86445
Kapiti Coast District,2015,28 Operating Payments,68735
Kapiti Coast District,2015,29 Net Operating Cash Flows,17710
Kapiti Coast District,2015,30 Receipts from Investing Activities,2545
Kapiti Coast District,2015,31 Purchase of Property Plant & Equipment,24422
Kapiti Coast District,2015,32 Fixed Asset Purchases,0
Kapiti Coast District,2015,33 Renewals,0
Kapiti Coast District,2015,34 Purchasing of Other Investments,0
Kapiti Coast District,2015,35 Net Investing Cash Flows,-21877
Kapiti Coast District,2015,36 Cash Receipts from Financing Activities,14851
Kapiti Coast District,2015,37 Cash Outgoings from Financing Activities,9921
Kapiti Coast District,2015,38 Net Financing Cash Flows,4930
Kapiti Coast District,2016,27 Operating receipts,90364
Kapiti Coast District,2016,28 Operating Payments,71000
Kapiti Coast District,2016,29 Net Operating Cash Flows,19364
Kapiti Coast District,2016,30 Receipts from Investing Activities,2200
Kapiti Coast District,2016,31 Purchase of Property Plant & Equipment,20395
Kapiti Coast District,2016,32 Fixed Asset Purchases,0
Kapiti Coast District,2016,33 Renewals,0
Kapiti Coast District,2016,34 Purchasing of Other Investments,0
Kapiti Coast District,2016,35 Net Investing Cash Flows,-18195
Kapiti Coast District,2016,36 Cash Receipts from Financing Activities,10651
Kapiti Coast District,2016,37 Cash Outgoings from Financing Activities,10271
Kapiti Coast District,2016,38 Net Financing Cash Flows,380
Kapiti Coast District,2017,27 Operating receipts,94942
Kapiti Coast District,2017,28 Operating Payments,73777
Kapiti Coast District,2017,29 Net Operating Cash Flows,21165
Kapiti Coast District,2017,30 Receipts from Investing Activities,2200
Kapiti Coast District,2017,31 Purchase of Property Plant & Equipment,23453
Kapiti Coast District,2017,32 Fixed Asset Purchases,0
Kapiti Coast District,2017,33 Renewals,0
Kapiti Coast District,2017,34 Purchasing of Other Investments,0
Kapiti Coast District,2017,35 Net Investing Cash Flows,-21253
Kapiti Coast District,2017,36 Cash Receipts from Financing Activities,9633
Kapiti Coast District,2017,37 Cash Outgoings from Financing Activities,10684
Kapiti Coast District,2017,38 Net Financing Cash Flows,-1051
Kapiti Coast District,2018,27 Operating receipts,98450
Kapiti Coast District,2018,28 Operating Payments,76255
Kapiti Coast District,2018,29 Net Operating Cash Flows,22195
Kapiti Coast District,2018,30 Receipts from Investing Activities,2200
Kapiti Coast District,2018,31 Purchase of Property Plant & Equipment,27177
Kapiti Coast District,2018,32 Fixed Asset Purchases,0
Kapiti Coast District,2018,33 Renewals,0
Kapiti Coast District,2018,34 Purchasing of Other Investments,0
Kapiti Coast District,2018,35 Net Investing Cash Flows,-24977
Kapiti Coast District,2018,36 Cash Receipts from Financing Activities,12276
Kapiti Coast District,2018,37 Cash Outgoings from Financing Activities,11087
Kapiti Coast District,2018,38 Net Financing Cash Flows,1189
Kapiti Coast District,2019,27 Operating receipts,102313
Kapiti Coast District,2019,28 Operating Payments,78525
Kapiti Coast District,2019,29 Net Operating Cash Flows,23788
Kapiti Coast District,2019,30 Receipts from Investing Activities,2200
Kapiti Coast District,2019,31 Purchase of Property Plant & Equipment,34271
Kapiti Coast District,2019,32 Fixed Asset Purchases,0
Kapiti Coast District,2019,33 Renewals,0
Kapiti Coast District,2019,34 Purchasing of Other Investments,0
Kapiti Coast District,2019,35 Net Investing Cash Flows,-32071
Kapiti Coast District,2019,36 Cash Receipts from Financing Activities,18525
Kapiti Coast District,2019,37 Cash Outgoings from Financing Activities,11604
Kapiti Coast District,2019,38 Net Financing Cash Flows,6921
Porirua City,2010,27 Operating receipts,61794
Porirua City,2010,28 Operating Payments,51376
Porirua City,2010,29 Net Operating Cash Flows,10418
Porirua City,2010,30 Receipts from Investing Activities,0
Porirua City,2010,31 Purchase of Property Plant & Equipment,11267
Porirua City,2010,32 Fixed Asset Purchases,0
Porirua City,2010,33 Renewals,0
Porirua City,2010,34 Purchasing of Other Investments,0
Porirua City,2010,35 Net Investing Cash Flows,-11267
Porirua City,2010,36 Cash Receipts from Financing Activities,1500
Porirua City,2010,37 Cash Outgoings from Financing Activities,0
Porirua City,2010,38 Net Financing Cash Flows,1500
Porirua City,2011,27 Operating receipts,66147
Porirua City,2011,28 Operating Payments,54293
Porirua City,2011,29 Net Operating Cash Flows,11854
Porirua City,2011,30 Receipts from Investing Activities,79
Porirua City,2011,31 Purchase of Property Plant & Equipment,23341
Porirua City,2011,32 Fixed Asset Purchases,0
Porirua City,2011,33 Renewals,0
Porirua City,2011,34 Purchasing of Other Investments,0
Porirua City,2011,35 Net Investing Cash Flows,-23262
Porirua City,2011,36 Cash Receipts from Financing Activities,33500
Porirua City,2011,37 Cash Outgoings from Financing Activities,24000
Porirua City,2011,38 Net Financing Cash Flows,9500
Porirua City,2012,27 Operating receipts,68035
Porirua City,2012,28 Operating Payments,57639
Porirua City,2012,29 Net Operating Cash Flows,10396
Porirua City,2012,30 Receipts from Investing Activities,69
Porirua City,2012,31 Purchase of Property Plant & Equipment,16367
Porirua City,2012,32 Fixed Asset Purchases,0
Porirua City,2012,33 Renewals,0
Porirua City,2012,34 Purchasing of Other Investments,0
Porirua City,2012,35 Net Investing Cash Flows,-16298
Porirua City,2012,36 Cash Receipts from Financing Activities,2500
Porirua City,2012,37 Cash Outgoings from Financing Activities,0
Porirua City,2012,38 Net Financing Cash Flows,2500
Porirua City,2013,27 Operating receipts,71642
Porirua City,2013,28 Operating Payments,59958
Porirua City,2013,29 Net Operating Cash Flows,11684
Porirua City,2013,30 Receipts from Investing Activities,64
Porirua City,2013,31 Purchase of Property Plant & Equipment,12752
Porirua City,2013,32 Fixed Asset Purchases,0
Porirua City,2013,33 Renewals,0
Porirua City,2013,34 Purchasing of Other Investments,0
Porirua City,2013,35 Net Investing Cash Flows,-12688
Porirua City,2013,36 Cash Receipts from Financing Activities,2500
Porirua City,2013,37 Cash Outgoings from Financing Activities,0
Porirua City,2013,38 Net Financing Cash Flows,2500
Porirua City,2014,27 Operating receipts,76231
Porirua City,2014,28 Operating Payments,61281
Porirua City,2014,29 Net Operating Cash Flows,14950
Porirua City,2014,30 Receipts from Investing Activities,57
Porirua City,2014,31 Purchase of Property Plant & Equipment,17409
Porirua City,2014,32 Fixed Asset Purchases,0
Porirua City,2014,33 Renewals,0
Porirua City,2014,34 Purchasing of Other Investments,0
Porirua City,2014,35 Net Investing Cash Flows,-17352
Porirua City,2014,36 Cash Receipts from Financing Activities,6000
Porirua City,2014,37 Cash Outgoings from Financing Activities,2400
Porirua City,2014,38 Net Financing Cash Flows,3600
Porirua City,2015,27 Operating receipts,78612
Porirua City,2015,28 Operating Payments,64431
Porirua City,2015,29 Net Operating Cash Flows,14181
Porirua City,2015,30 Receipts from Investing Activities,56
Porirua City,2015,31 Purchase of Property Plant & Equipment,8892
Porirua City,2015,32 Fixed Asset Purchases,0
Porirua City,2015,33 Renewals,0
Porirua City,2015,34 Purchasing of Other Investments,0
Porirua City,2015,35 Net Investing Cash Flows,-8836
Porirua City,2015,36 Cash Receipts from Financing Activities,0
Porirua City,2015,37 Cash Outgoings from Financing Activities,2500
Porirua City,2015,38 Net Financing Cash Flows,-2500
Porirua City,2016,27 Operating receipts,84009
Porirua City,2016,28 Operating Payments,64774
Porirua City,2016,29 Net Operating Cash Flows,19235
Porirua City,2016,30 Receipts from Investing Activities,54
Porirua City,2016,31 Purchase of Property Plant & Equipment,16104
Porirua City,2016,32 Fixed Asset Purchases,0
Porirua City,2016,33 Renewals,0
Porirua City,2016,34 Purchasing of Other Investments,0
Porirua City,2016,35 Net Investing Cash Flows,-16050
Porirua City,2016,36 Cash Receipts from Financing Activities,5000
Porirua City,2016,37 Cash Outgoings from Financing Activities,3500
Porirua City,2016,38 Net Financing Cash Flows,1500
Porirua City,2017,27 Operating receipts,88692
Porirua City,2017,28 Operating Payments,66324
Porirua City,2017,29 Net Operating Cash Flows,22368
Porirua City,2017,30 Receipts from Investing Activities,47
Porirua City,2017,31 Purchase of Property Plant & Equipment,20761
Porirua City,2017,32 Fixed Asset Purchases,0
Porirua City,2017,33 Renewals,0
Porirua City,2017,34 Purchasing of Other Investments,0
Porirua City,2017,35 Net Investing Cash Flows,-20714
Porirua City,2017,36 Cash Receipts from Financing Activities,8500
Porirua City,2017,37 Cash Outgoings from Financing Activities,5000
Porirua City,2017,38 Net Financing Cash Flows,3500
Porirua City,2018,27 Operating receipts,93226
Porirua City,2018,28 Operating Payments,68517
Porirua City,2018,29 Net Operating Cash Flows,24709
Porirua City,2018,30 Receipts from Investing Activities,45
Porirua City,2018,31 Purchase of Property Plant & Equipment,21473
Porirua City,2018,32 Fixed Asset Purchases,0
Porirua City,2018,33 Renewals,0
Porirua City,2018,34 Purchasing of Other Investments,0
Porirua City,2018,35 Net Investing Cash Flows,-21428
Porirua City,2018,36 Cash Receipts from Financing Activities,1000
Porirua City,2018,37 Cash Outgoings from Financing Activities,0
Porirua City,2018,38 Net Financing Cash Flows,1000
Porirua City,2019,27 Operating receipts,196542
Porirua City,2019,28 Operating Payments,70623
Porirua City,2019,29 Net Operating Cash Flows,125919
Porirua City,2019,30 Receipts from Investing Activities,45
Porirua City,2019,31 Purchase of Property Plant & Equipment,121115
Porirua City,2019,32 Fixed Asset Purchases,0
Porirua City,2019,33 Renewals,0
Porirua City,2019,34 Purchasing of Other Investments,0
Porirua City,2019,35 Net Investing Cash Flows,-121070
Porirua City,2019,36 Cash Receipts from Financing Activities,0
Porirua City,2019,37 Cash Outgoings from Financing Activities,2600
Porirua City,2019,38 Net Financing Cash Flows,-2600
Upper Hutt City,2010,27 Operating receipts,35210
Upper Hutt City,2010,28 Operating Payments,26979
Upper Hutt City,2010,29 Net Operating Cash Flows,8231
Upper Hutt City,2010,30 Receipts from Investing Activities,748
Upper Hutt City,2010,31 Purchase of Property Plant & Equipment,11151
Upper Hutt City,2010,32 Fixed Asset Purchases,0
Upper Hutt City,2010,33 Renewals,0
Upper Hutt City,2010,34 Purchasing of Other Investments,1711
Upper Hutt City,2010,35 Net Investing Cash Flows,-12114
Upper Hutt City,2010,36 Cash Receipts from Financing Activities,2204
Upper Hutt City,2010,37 Cash Outgoings from Financing Activities,562
Upper Hutt City,2010,38 Net Financing Cash Flows,1642
Upper Hutt City,2011,27 Operating receipts,37473
Upper Hutt City,2011,28 Operating Payments,30162
Upper Hutt City,2011,29 Net Operating Cash Flows,7311
Upper Hutt City,2011,30 Receipts from Investing Activities,737
Upper Hutt City,2011,31 Purchase of Property Plant & Equipment,8916
Upper Hutt City,2011,32 Fixed Asset Purchases,0
Upper Hutt City,2011,33 Renewals,0
Upper Hutt City,2011,34 Purchasing of Other Investments,0
Upper Hutt City,2011,35 Net Investing Cash Flows,-8179
Upper Hutt City,2011,36 Cash Receipts from Financing Activities,1408
Upper Hutt City,2011,37 Cash Outgoings from Financing Activities,572
Upper Hutt City,2011,38 Net Financing Cash Flows,836
Upper Hutt City,2012,27 Operating receipts,39351
Upper Hutt City,2012,28 Operating Payments,31534
Upper Hutt City,2012,29 Net Operating Cash Flows,7817
Upper Hutt City,2012,30 Receipts from Investing Activities,1082
Upper Hutt City,2012,31 Purchase of Property Plant & Equipment,9897
Upper Hutt City,2012,32 Fixed Asset Purchases,0
Upper Hutt City,2012,33 Renewals,0
Upper Hutt City,2012,34 Purchasing of Other Investments,0
Upper Hutt City,2012,35 Net Investing Cash Flows,-8815
Upper Hutt City,2012,36 Cash Receipts from Financing Activities,1518
Upper Hutt City,2012,37 Cash Outgoings from Financing Activities,609
Upper Hutt City,2012,38 Net Financing Cash Flows,909
Upper Hutt City,2013,27 Operating receipts,39734
Upper Hutt City,2013,28 Operating Payments,30960
Upper Hutt City,2013,29 Net Operating Cash Flows,8774
Upper Hutt City,2013,30 Receipts from Investing Activities,98
Upper Hutt City,2013,31 Purchase of Property Plant & Equipment,9433
Upper Hutt City,2013,32 Fixed Asset Purchases,0
Upper Hutt City,2013,33 Renewals,0
Upper Hutt City,2013,34 Purchasing of Other Investments,0
Upper Hutt City,2013,35 Net Investing Cash Flows,-9335
Upper Hutt City,2013,36 Cash Receipts from Financing Activities,1287
Upper Hutt City,2013,37 Cash Outgoings from Financing Activities,617
Upper Hutt City,2013,38 Net Financing Cash Flows,670
Upper Hutt City,2014,27 Operating receipts,41591
Upper Hutt City,2014,28 Operating Payments,32107
Upper Hutt City,2014,29 Net Operating Cash Flows,9484
Upper Hutt City,2014,30 Receipts from Investing Activities,37
Upper Hutt City,2014,31 Purchase of Property Plant & Equipment,11353
Upper Hutt City,2014,32 Fixed Asset Purchases,0
Upper Hutt City,2014,33 Renewals,0
Upper Hutt City,2014,34 Purchasing of Other Investments,414
Upper Hutt City,2014,35 Net Investing Cash Flows,-11730
Upper Hutt City,2014,36 Cash Receipts from Financing Activities,2857
Upper Hutt City,2014,37 Cash Outgoings from Financing Activities,698
Upper Hutt City,2014,38 Net Financing Cash Flows,2159
Upper Hutt City,2015,27 Operating receipts,41513
Upper Hutt City,2015,28 Operating Payments,33255
Upper Hutt City,2015,29 Net Operating Cash Flows,8258
Upper Hutt City,2015,30 Receipts from Investing Activities,31
Upper Hutt City,2015,31 Purchase of Property Plant & Equipment,9687
Upper Hutt City,2015,32 Fixed Asset Purchases,0
Upper Hutt City,2015,33 Renewals,0
Upper Hutt City,2015,34 Purchasing of Other Investments,190
Upper Hutt City,2015,35 Net Investing Cash Flows,-9846
Upper Hutt City,2015,36 Cash Receipts from Financing Activities,2509
Upper Hutt City,2015,37 Cash Outgoings from Financing Activities,777
Upper Hutt City,2015,38 Net Financing Cash Flows,1732
Upper Hutt City,2016,27 Operating receipts,43283
Upper Hutt City,2016,28 Operating Payments,33679
Upper Hutt City,2016,29 Net Operating Cash Flows,9604
Upper Hutt City,2016,30 Receipts from Investing Activities,39
Upper Hutt City,2016,31 Purchase of Property Plant & Equipment,10689
Upper Hutt City,2016,32 Fixed Asset Purchases,0
Upper Hutt City,2016,33 Renewals,0
Upper Hutt City,2016,34 Purchasing of Other Investments,472
Upper Hutt City,2016,35 Net Investing Cash Flows,-11122
Upper Hutt City,2016,36 Cash Receipts from Financing Activities,2295
Upper Hutt City,2016,37 Cash Outgoings from Financing Activities,890
Upper Hutt City,2016,38 Net Financing Cash Flows,1405
Upper Hutt City,2017,27 Operating receipts,44432
Upper Hutt City,2017,28 Operating Payments,34865
Upper Hutt City,2017,29 Net Operating Cash Flows,9567
Upper Hutt City,2017,30 Receipts from Investing Activities,28
Upper Hutt City,2017,31 Purchase of Property Plant & Equipment,9301
Upper Hutt City,2017,32 Fixed Asset Purchases,0
Upper Hutt City,2017,33 Renewals,0
Upper Hutt City,2017,34 Purchasing of Other Investments,339
Upper Hutt City,2017,35 Net Investing Cash Flows,-9612
Upper Hutt City,2017,36 Cash Receipts from Financing Activities,1180
Upper Hutt City,2017,37 Cash Outgoings from Financing Activities,952
Upper Hutt City,2017,38 Net Financing Cash Flows,228
Upper Hutt City,2018,27 Operating receipts,45201
Upper Hutt City,2018,28 Operating Payments,35965
Upper Hutt City,2018,29 Net Operating Cash Flows,9236
Upper Hutt City,2018,30 Receipts from Investing Activities,29
Upper Hutt City,2018,31 Purchase of Property Plant & Equipment,12879
Upper Hutt City,2018,32 Fixed Asset Purchases,0
Upper Hutt City,2018,33 Renewals,0
Upper Hutt City,2018,34 Purchasing of Other Investments,840
Upper Hutt City,2018,35 Net Investing Cash Flows,-13690
Upper Hutt City,2018,36 Cash Receipts from Financing Activities,5323
Upper Hutt City,2018,37 Cash Outgoings from Financing Activities,991
Upper Hutt City,2018,38 Net Financing Cash Flows,4332
Upper Hutt City,2019,27 Operating receipts,46487
Upper Hutt City,2019,28 Operating Payments,36899
Upper Hutt City,2019,29 Net Operating Cash Flows,9588
Upper Hutt City,2019,30 Receipts from Investing Activities,28
Upper Hutt City,2019,31 Purchase of Property Plant & Equipment,13218
Upper Hutt City,2019,32 Fixed Asset Purchases,0
Upper Hutt City,2019,33 Renewals,0
Upper Hutt City,2019,34 Purchasing of Other Investments,723
Upper Hutt City,2019,35 Net Investing Cash Flows,-13913
Upper Hutt City,2019,36 Cash Receipts from Financing Activities,5313
Upper Hutt City,2019,37 Cash Outgoings from Financing Activities,1013
Upper Hutt City,2019,38 Net Financing Cash Flows,4300
Lower Hutt City,2010,27 Operating receipts,135706
Lower Hutt City,2010,28 Operating Payments,106521
Lower Hutt City,2010,29 Net Operating Cash Flows,29185
Lower Hutt City,2010,30 Receipts from Investing Activities,6870
Lower Hutt City,2010,31 Purchase of Property Plant & Equipment,26317
Lower Hutt City,2010,32 Fixed Asset Purchases,0
Lower Hutt City,2010,33 Renewals,0
Lower Hutt City,2010,34 Purchasing of Other Investments,0
Lower Hutt City,2010,35 Net Investing Cash Flows,-19447
Lower Hutt City,2010,36 Cash Receipts from Financing Activities,114411
Lower Hutt City,2010,37 Cash Outgoings from Financing Activities,125254
Lower Hutt City,2010,38 Net Financing Cash Flows,-10843
Lower Hutt City,2011,27 Operating receipts,142483
Lower Hutt City,2011,28 Operating Payments,103594
Lower Hutt City,2011,29 Net Operating Cash Flows,38889
Lower Hutt City,2011,30 Receipts from Investing Activities,12403
Lower Hutt City,2011,31 Purchase of Property Plant & Equipment,30314
Lower Hutt City,2011,32 Fixed Asset Purchases,0
Lower Hutt City,2011,33 Renewals,0
Lower Hutt City,2011,34 Purchasing of Other Investments,0
Lower Hutt City,2011,35 Net Investing Cash Flows,-17911
Lower Hutt City,2011,36 Cash Receipts from Financing Activities,126333
Lower Hutt City,2011,37 Cash Outgoings from Financing Activities,140013
Lower Hutt City,2011,38 Net Financing Cash Flows,-13680
Lower Hutt City,2012,27 Operating receipts,151464
Lower Hutt City,2012,28 Operating Payments,109256
Lower Hutt City,2012,29 Net Operating Cash Flows,42208
Lower Hutt City,2012,30 Receipts from Investing Activities,2831
Lower Hutt City,2012,31 Purchase of Property Plant & Equipment,36141
Lower Hutt City,2012,32 Fixed Asset Purchases,0
Lower Hutt City,2012,33 Renewals,0
Lower Hutt City,2012,34 Purchasing of Other Investments,0
Lower Hutt City,2012,35 Net Investing Cash Flows,-33310
Lower Hutt City,2012,36 Cash Receipts from Financing Activities,75536
Lower Hutt City,2012,37 Cash Outgoings from Financing Activities,84226
Lower Hutt City,2012,38 Net Financing Cash Flows,-8690
Lower Hutt City,2013,27 Operating receipts,145574
Lower Hutt City,2013,28 Operating Payments,110128
Lower Hutt City,2013,29 Net Operating Cash Flows,35446
Lower Hutt City,2013,30 Receipts from Investing Activities,0
Lower Hutt City,2013,31 Purchase of Property Plant & Equipment,37099
Lower Hutt City,2013,32 Fixed Asset Purchases,0
Lower Hutt City,2013,33 Renewals,0
Lower Hutt City,2013,34 Purchasing of Other Investments,0
Lower Hutt City,2013,35 Net Investing Cash Flows,-37099
Lower Hutt City,2013,36 Cash Receipts from Financing Activities,89602
Lower Hutt City,2013,37 Cash Outgoings from Financing Activities,88155
Lower Hutt City,2013,38 Net Financing Cash Flows,1447
Lower Hutt City,2014,27 Operating receipts,149322
Lower Hutt City,2014,28 Operating Payments,112537
Lower Hutt City,2014,29 Net Operating Cash Flows,36785
Lower Hutt City,2014,30 Receipts from Investing Activities,0
Lower Hutt City,2014,31 Purchase of Property Plant & Equipment,30099
Lower Hutt City,2014,32 Fixed Asset Purchases,0
Lower Hutt City,2014,33 Renewals,0
Lower Hutt City,2014,34 Purchasing of Other Investments,0
Lower Hutt City,2014,35 Net Investing Cash Flows,-30099
Lower Hutt City,2014,36 Cash Receipts from Financing Activities,85817
Lower Hutt City,2014,37 Cash Outgoings from Financing Activities,91931
Lower Hutt City,2014,38 Net Financing Cash Flows,-6114
Lower Hutt City,2015,27 Operating receipts,153192
Lower Hutt City,2015,28 Operating Payments,114565
Lower Hutt City,2015,29 Net Operating Cash Flows,38627
Lower Hutt City,2015,30 Receipts from Investing Activities,0
Lower Hutt City,2015,31 Purchase of Property Plant & Equipment,27819
Lower Hutt City,2015,32 Fixed Asset Purchases,0
Lower Hutt City,2015,33 Renewals,0
Lower Hutt City,2015,34 Purchasing of Other Investments,0
Lower Hutt City,2015,35 Net Investing Cash Flows,-27819
Lower Hutt City,2015,36 Cash Receipts from Financing Activities,55371
Lower Hutt City,2015,37 Cash Outgoings from Financing Activities,65620
Lower Hutt City,2015,38 Net Financing Cash Flows,-10249
Lower Hutt City,2016,27 Operating receipts,159218
Lower Hutt City,2016,28 Operating Payments,117754
Lower Hutt City,2016,29 Net Operating Cash Flows,41464
Lower Hutt City,2016,30 Receipts from Investing Activities,0
Lower Hutt City,2016,31 Purchase of Property Plant & Equipment,50794
Lower Hutt City,2016,32 Fixed Asset Purchases,0
Lower Hutt City,2016,33 Renewals,0
Lower Hutt City,2016,34 Purchasing of Other Investments,0
Lower Hutt City,2016,35 Net Investing Cash Flows,-50794
Lower Hutt City,2016,36 Cash Receipts from Financing Activities,72338
Lower Hutt City,2016,37 Cash Outgoings from Financing Activities,62023
Lower Hutt City,2016,38 Net Financing Cash Flows,10315
Lower Hutt City,2017,27 Operating receipts,162576
Lower Hutt City,2017,28 Operating Payments,122047
Lower Hutt City,2017,29 Net Operating Cash Flows,40529
Lower Hutt City,2017,30 Receipts from Investing Activities,0
Lower Hutt City,2017,31 Purchase of Property Plant & Equipment,56775
Lower Hutt City,2017,32 Fixed Asset Purchases,0
Lower Hutt City,2017,33 Renewals,0
Lower Hutt City,2017,34 Purchasing of Other Investments,0
Lower Hutt City,2017,35 Net Investing Cash Flows,-56775
Lower Hutt City,2017,36 Cash Receipts from Financing Activities,115636
Lower Hutt City,2017,37 Cash Outgoings from Financing Activities,98779
Lower Hutt City,2017,38 Net Financing Cash Flows,16857
Lower Hutt City,2018,27 Operating receipts,166880
Lower Hutt City,2018,28 Operating Payments,125399
Lower Hutt City,2018,29 Net Operating Cash Flows,41481
Lower Hutt City,2018,30 Receipts from Investing Activities,0
Lower Hutt City,2018,31 Purchase of Property Plant & Equipment,35536
Lower Hutt City,2018,32 Fixed Asset Purchases,0
Lower Hutt City,2018,33 Renewals,0
Lower Hutt City,2018,34 Purchasing of Other Investments,0
Lower Hutt City,2018,35 Net Investing Cash Flows,-35536
Lower Hutt City,2018,36 Cash Receipts from Financing Activities,159868
Lower Hutt City,2018,37 Cash Outgoings from Financing Activities,165176
Lower Hutt City,2018,38 Net Financing Cash Flows,-5308
Lower Hutt City,2019,27 Operating receipts,170789
Lower Hutt City,2019,28 Operating Payments,128546
Lower Hutt City,2019,29 Net Operating Cash Flows,42243
Lower Hutt City,2019,30 Receipts from Investing Activities,0
Lower Hutt City,2019,31 Purchase of Property Plant & Equipment,33297
Lower Hutt City,2019,32 Fixed Asset Purchases,0
Lower Hutt City,2019,33 Renewals,0
Lower Hutt City,2019,34 Purchasing of Other Investments,0
Lower Hutt City,2019,35 Net Investing Cash Flows,-33297
Lower Hutt City,2019,36 Cash Receipts from Financing Activities,134466
Lower Hutt City,2019,37 Cash Outgoings from Financing Activities,142941
Lower Hutt City,2019,38 Net Financing Cash Flows,-8475
Wellington City,2010,27 Operating receipts,360841
Wellington City,2010,28 Operating Payments,247241
Wellington City,2010,29 Net Operating Cash Flows,113600
Wellington City,2010,30 Receipts from Investing Activities,5250
Wellington City,2010,31 Purchase of Property Plant & Equipment,134719
Wellington City,2010,32 Fixed Asset Purchases,0
Wellington City,2010,33 Renewals,0
Wellington City,2010,34 Purchasing of Other Investments,8407
Wellington City,2010,35 Net Investing Cash Flows,-137876
Wellington City,2010,36 Cash Receipts from Financing Activities,44881
Wellington City,2010,37 Cash Outgoings from Financing Activities,20605
Wellington City,2010,38 Net Financing Cash Flows,24276
Wellington City,2011,27 Operating receipts,404902
Wellington City,2011,28 Operating Payments,258652
Wellington City,2011,29 Net Operating Cash Flows,146250
Wellington City,2011,30 Receipts from Investing Activities,13839
Wellington City,2011,31 Purchase of Property Plant & Equipment,163949
Wellington City,2011,32 Fixed Asset Purchases,0
Wellington City,2011,33 Renewals,0
Wellington City,2011,34 Purchasing of Other Investments,4858
Wellington City,2011,35 Net Investing Cash Flows,-154968
Wellington City,2011,36 Cash Receipts from Financing Activities,31240
Wellington City,2011,37 Cash Outgoings from Financing Activities,22522
Wellington City,2011,38 Net Financing Cash Flows,8718
Wellington City,2012,27 Operating receipts,427461
Wellington City,2012,28 Operating Payments,266185
Wellington City,2012,29 Net Operating Cash Flows,161276
Wellington City,2012,30 Receipts from Investing Activities,5589
Wellington City,2012,31 Purchase of Property Plant & Equipment,137001
Wellington City,2012,32 Fixed Asset Purchases,0
Wellington City,2012,33 Renewals,0
Wellington City,2012,34 Purchasing of Other Investments,6725
Wellington City,2012,35 Net Investing Cash Flows,-138137
Wellington City,2012,36 Cash Receipts from Financing Activities,-211
Wellington City,2012,37 Cash Outgoings from Financing Activities,22928
Wellington City,2012,38 Net Financing Cash Flows,-23139
Wellington City,2013,27 Operating receipts,429050
Wellington City,2013,28 Operating Payments,270670
Wellington City,2013,29 Net Operating Cash Flows,158380
Wellington City,2013,30 Receipts from Investing Activities,13964
Wellington City,2013,31 Purchase of Property Plant & Equipment,136426
Wellington City,2013,32 Fixed Asset Purchases,0
Wellington City,2013,33 Renewals,0
Wellington City,2013,34 Purchasing of Other Investments,5525
