Council,Date,Financial,Value ($000)
Otorohanga District,2010,35 Net Investing Cash Flows,-5628
Otorohanga District,2010,36 Cash Receipts from Financing Activities,8429
Otorohanga District,2010,37 Cash Outgoings from Financing Activities,7019
Otorohanga District,2010,38 Net Financing Cash Flows,1410
Otorohanga District,2011,27 Operating receipts,15926
Otorohanga District,2011,28 Operating Payments,9807
Otorohanga District,2011,29 Net Operating Cash Flows,6119
Otorohanga District,2011,30 Receipts from Investing Activities,1062
Otorohanga District,2011,31 Purchase of Property Plant & Equipment,6573
Otorohanga District,2011,32 Fixed Asset Purchases,0
Otorohanga District,2011,33 Renewals,0
Otorohanga District,2011,34 Purchasing of Other Investments,21
Otorohanga District,2011,35 Net Investing Cash Flows,-5532
Otorohanga District,2011,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2011,37 Cash Outgoings from Financing Activities,3544
Otorohanga District,2011,38 Net Financing Cash Flows,-544
Otorohanga District,2012,27 Operating receipts,15360
Otorohanga District,2012,28 Operating Payments,10113
Otorohanga District,2012,29 Net Operating Cash Flows,5247
Otorohanga District,2012,30 Receipts from Investing Activities,864
Otorohanga District,2012,31 Purchase of Property Plant & Equipment,4314
Otorohanga District,2012,32 Fixed Asset Purchases,0
Otorohanga District,2012,33 Renewals,0
Otorohanga District,2012,34 Purchasing of Other Investments,21
Otorohanga District,2012,35 Net Investing Cash Flows,-3471
Otorohanga District,2012,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2012,37 Cash Outgoings from Financing Activities,4745
Otorohanga District,2012,38 Net Financing Cash Flows,-1745
Otorohanga District,2013,27 Operating receipts,15853
Otorohanga District,2013,28 Operating Payments,10133
Otorohanga District,2013,29 Net Operating Cash Flows,5720
Otorohanga District,2013,30 Receipts from Investing Activities,565
Otorohanga District,2013,31 Purchase of Property Plant & Equipment,5555
Otorohanga District,2013,32 Fixed Asset Purchases,0
Otorohanga District,2013,33 Renewals,0
Otorohanga District,2013,34 Purchasing of Other Investments,22
Otorohanga District,2013,35 Net Investing Cash Flows,-5012
Otorohanga District,2013,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2013,37 Cash Outgoings from Financing Activities,3678
Otorohanga District,2013,38 Net Financing Cash Flows,-678
Otorohanga District,2014,27 Operating receipts,15968
Otorohanga District,2014,28 Operating Payments,10384
Otorohanga District,2014,29 Net Operating Cash Flows,5584
Otorohanga District,2014,30 Receipts from Investing Activities,66
Otorohanga District,2014,31 Purchase of Property Plant & Equipment,3899
Otorohanga District,2014,32 Fixed Asset Purchases,0
Otorohanga District,2014,33 Renewals,0
Otorohanga District,2014,34 Purchasing of Other Investments,22
Otorohanga District,2014,35 Net Investing Cash Flows,-3855
Otorohanga District,2014,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2014,37 Cash Outgoings from Financing Activities,4699
Otorohanga District,2014,38 Net Financing Cash Flows,-1699
Otorohanga District,2015,27 Operating receipts,16470
Otorohanga District,2015,28 Operating Payments,10610
Otorohanga District,2015,29 Net Operating Cash Flows,5860
Otorohanga District,2015,30 Receipts from Investing Activities,68
Otorohanga District,2015,31 Purchase of Property Plant & Equipment,4978
Otorohanga District,2015,32 Fixed Asset Purchases,0
Otorohanga District,2015,33 Renewals,0
Otorohanga District,2015,34 Purchasing of Other Investments,23
Otorohanga District,2015,35 Net Investing Cash Flows,-4933
Otorohanga District,2015,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2015,37 Cash Outgoings from Financing Activities,3897
Otorohanga District,2015,38 Net Financing Cash Flows,-897
Otorohanga District,2016,27 Operating receipts,16813
Otorohanga District,2016,28 Operating Payments,10731
Otorohanga District,2016,29 Net Operating Cash Flows,6082
Otorohanga District,2016,30 Receipts from Investing Activities,69
Otorohanga District,2016,31 Purchase of Property Plant & Equipment,4990
Otorohanga District,2016,32 Fixed Asset Purchases,0
Otorohanga District,2016,33 Renewals,0
Otorohanga District,2016,34 Purchasing of Other Investments,23
Otorohanga District,2016,35 Net Investing Cash Flows,-4944
Otorohanga District,2016,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2016,37 Cash Outgoings from Financing Activities,4107
Otorohanga District,2016,38 Net Financing Cash Flows,-1107
Otorohanga District,2017,27 Operating receipts,17037
Otorohanga District,2017,28 Operating Payments,10839
Otorohanga District,2017,29 Net Operating Cash Flows,6198
Otorohanga District,2017,30 Receipts from Investing Activities,71
Otorohanga District,2017,31 Purchase of Property Plant & Equipment,4872
Otorohanga District,2017,32 Fixed Asset Purchases,0
Otorohanga District,2017,33 Renewals,0
Otorohanga District,2017,34 Purchasing of Other Investments,24
Otorohanga District,2017,35 Net Investing Cash Flows,-4825
Otorohanga District,2017,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2017,37 Cash Outgoings from Financing Activities,4343
Otorohanga District,2017,38 Net Financing Cash Flows,-1343
Otorohanga District,2018,27 Operating receipts,17220
Otorohanga District,2018,28 Operating Payments,11097
Otorohanga District,2018,29 Net Operating Cash Flows,6123
Otorohanga District,2018,30 Receipts from Investing Activities,72
Otorohanga District,2018,31 Purchase of Property Plant & Equipment,5358
Otorohanga District,2018,32 Fixed Asset Purchases,0
Otorohanga District,2018,33 Renewals,0
Otorohanga District,2018,34 Purchasing of Other Investments,24
Otorohanga District,2018,35 Net Investing Cash Flows,-5310
Otorohanga District,2018,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2018,37 Cash Outgoings from Financing Activities,3781
Otorohanga District,2018,38 Net Financing Cash Flows,-781
Otorohanga District,2019,27 Operating receipts,17452
Otorohanga District,2019,28 Operating Payments,11102
Otorohanga District,2019,29 Net Operating Cash Flows,6350
Otorohanga District,2019,30 Receipts from Investing Activities,74
Otorohanga District,2019,31 Purchase of Property Plant & Equipment,4459
Otorohanga District,2019,32 Fixed Asset Purchases,0
Otorohanga District,2019,33 Renewals,0
Otorohanga District,2019,34 Purchasing of Other Investments,25
Otorohanga District,2019,35 Net Investing Cash Flows,-4410
Otorohanga District,2019,36 Cash Receipts from Financing Activities,3000
Otorohanga District,2019,37 Cash Outgoings from Financing Activities,4908
Otorohanga District,2019,38 Net Financing Cash Flows,-1908
South Waikato District,2010,27 Operating receipts,26475
South Waikato District,2010,28 Operating Payments,20764
South Waikato District,2010,29 Net Operating Cash Flows,5711
South Waikato District,2010,30 Receipts from Investing Activities,1196
South Waikato District,2010,31 Purchase of Property Plant & Equipment,7120
South Waikato District,2010,32 Fixed Asset Purchases,0
South Waikato District,2010,33 Renewals,0
South Waikato District,2010,34 Purchasing of Other Investments,7417
South Waikato District,2010,35 Net Investing Cash Flows,-13341
South Waikato District,2010,36 Cash Receipts from Financing Activities,1520
South Waikato District,2010,37 Cash Outgoings from Financing Activities,460
South Waikato District,2010,38 Net Financing Cash Flows,1060
South Waikato District,2011,27 Operating receipts,31792
South Waikato District,2011,28 Operating Payments,21562
South Waikato District,2011,29 Net Operating Cash Flows,10230
South Waikato District,2011,30 Receipts from Investing Activities,1205
South Waikato District,2011,31 Purchase of Property Plant & Equipment,10195
South Waikato District,2011,32 Fixed Asset Purchases,0
South Waikato District,2011,33 Renewals,0
South Waikato District,2011,34 Purchasing of Other Investments,3175
South Waikato District,2011,35 Net Investing Cash Flows,-12165
South Waikato District,2011,36 Cash Receipts from Financing Activities,2724
South Waikato District,2011,37 Cash Outgoings from Financing Activities,538
South Waikato District,2011,38 Net Financing Cash Flows,2186
South Waikato District,2012,27 Operating receipts,29834
South Waikato District,2012,28 Operating Payments,22586
South Waikato District,2012,29 Net Operating Cash Flows,7248
South Waikato District,2012,30 Receipts from Investing Activities,1281
South Waikato District,2012,31 Purchase of Property Plant & Equipment,7040
South Waikato District,2012,32 Fixed Asset Purchases,0
South Waikato District,2012,33 Renewals,0
South Waikato District,2012,34 Purchasing of Other Investments,2015
South Waikato District,2012,35 Net Investing Cash Flows,-7774
South Waikato District,2012,36 Cash Receipts from Financing Activities,1380
South Waikato District,2012,37 Cash Outgoings from Financing Activities,603
South Waikato District,2012,38 Net Financing Cash Flows,777
South Waikato District,2013,27 Operating receipts,30928
South Waikato District,2013,28 Operating Payments,22924
South Waikato District,2013,29 Net Operating Cash Flows,8004
South Waikato District,2013,30 Receipts from Investing Activities,1016
South Waikato District,2013,31 Purchase of Property Plant & Equipment,6948
South Waikato District,2013,32 Fixed Asset Purchases,0
South Waikato District,2013,33 Renewals,0
South Waikato District,2013,34 Purchasing of Other Investments,2540
South Waikato District,2013,35 Net Investing Cash Flows,-8472
South Waikato District,2013,36 Cash Receipts from Financing Activities,1375
South Waikato District,2013,37 Cash Outgoings from Financing Activities,657
South Waikato District,2013,38 Net Financing Cash Flows,718
South Waikato District,2014,27 Operating receipts,32150
South Waikato District,2014,28 Operating Payments,23487
South Waikato District,2014,29 Net Operating Cash Flows,8663
South Waikato District,2014,30 Receipts from Investing Activities,795
South Waikato District,2014,31 Purchase of Property Plant & Equipment,7678
South Waikato District,2014,32 Fixed Asset Purchases,0
South Waikato District,2014,33 Renewals,0
South Waikato District,2014,34 Purchasing of Other Investments,2686
South Waikato District,2014,35 Net Investing Cash Flows,-9569
South Waikato District,2014,36 Cash Receipts from Financing Activities,1877
South Waikato District,2014,37 Cash Outgoings from Financing Activities,720
South Waikato District,2014,38 Net Financing Cash Flows,1157
South Waikato District,2015,27 Operating receipts,33532
South Waikato District,2015,28 Operating Payments,24293
South Waikato District,2015,29 Net Operating Cash Flows,9239
South Waikato District,2015,30 Receipts from Investing Activities,781
South Waikato District,2015,31 Purchase of Property Plant & Equipment,8051
South Waikato District,2015,32 Fixed Asset Purchases,0
South Waikato District,2015,33 Renewals,0
South Waikato District,2015,34 Purchasing of Other Investments,3542
South Waikato District,2015,35 Net Investing Cash Flows,-10812
South Waikato District,2015,36 Cash Receipts from Financing Activities,2426
South Waikato District,2015,37 Cash Outgoings from Financing Activities,800
South Waikato District,2015,38 Net Financing Cash Flows,1626
South Waikato District,2016,27 Operating receipts,35035
South Waikato District,2016,28 Operating Payments,24892
South Waikato District,2016,29 Net Operating Cash Flows,10143
South Waikato District,2016,30 Receipts from Investing Activities,495
South Waikato District,2016,31 Purchase of Property Plant & Equipment,9626
South Waikato District,2016,32 Fixed Asset Purchases,0
South Waikato District,2016,33 Renewals,0
South Waikato District,2016,34 Purchasing of Other Investments,3129
South Waikato District,2016,35 Net Investing Cash Flows,-12260
South Waikato District,2016,36 Cash Receipts from Financing Activities,3069
South Waikato District,2016,37 Cash Outgoings from Financing Activities,895
South Waikato District,2016,38 Net Financing Cash Flows,2174
South Waikato District,2017,27 Operating receipts,36258
South Waikato District,2017,28 Operating Payments,25583
South Waikato District,2017,29 Net Operating Cash Flows,10675
South Waikato District,2017,30 Receipts from Investing Activities,523
South Waikato District,2017,31 Purchase of Property Plant & Equipment,7849
South Waikato District,2017,32 Fixed Asset Purchases,0
South Waikato District,2017,33 Renewals,0
South Waikato District,2017,34 Purchasing of Other Investments,3352
South Waikato District,2017,35 Net Investing Cash Flows,-10678
South Waikato District,2017,36 Cash Receipts from Financing Activities,1042
South Waikato District,2017,37 Cash Outgoings from Financing Activities,978
South Waikato District,2017,38 Net Financing Cash Flows,64
South Waikato District,2018,27 Operating receipts,37709
South Waikato District,2018,28 Operating Payments,26387
South Waikato District,2018,29 Net Operating Cash Flows,11322
South Waikato District,2018,30 Receipts from Investing Activities,492
South Waikato District,2018,31 Purchase of Property Plant & Equipment,7194
South Waikato District,2018,32 Fixed Asset Purchases,0
South Waikato District,2018,33 Renewals,0
South Waikato District,2018,34 Purchasing of Other Investments,3646
South Waikato District,2018,35 Net Investing Cash Flows,-10348
South Waikato District,2018,36 Cash Receipts from Financing Activities,103
South Waikato District,2018,37 Cash Outgoings from Financing Activities,1018
South Waikato District,2018,38 Net Financing Cash Flows,-915
South Waikato District,2019,27 Operating receipts,38539
South Waikato District,2019,28 Operating Payments,27008
South Waikato District,2019,29 Net Operating Cash Flows,11531
South Waikato District,2019,30 Receipts from Investing Activities,530
South Waikato District,2019,31 Purchase of Property Plant & Equipment,7249
South Waikato District,2019,32 Fixed Asset Purchases,0
South Waikato District,2019,33 Renewals,0
South Waikato District,2019,34 Purchasing of Other Investments,3754
South Waikato District,2019,35 Net Investing Cash Flows,-10473
South Waikato District,2019,36 Cash Receipts from Financing Activities,30
South Waikato District,2019,37 Cash Outgoings from Financing Activities,1024
South Waikato District,2019,38 Net Financing Cash Flows,-994
Waitomo District,2010,27 Operating receipts,24640
Waitomo District,2010,28 Operating Payments,17147
Waitomo District,2010,29 Net Operating Cash Flows,7493
Waitomo District,2010,30 Receipts from Investing Activities,0
Waitomo District,2010,31 Purchase of Property Plant & Equipment,14395
Waitomo District,2010,32 Fixed Asset Purchases,0
Waitomo District,2010,33 Renewals,0
Waitomo District,2010,34 Purchasing of Other Investments,2000
Waitomo District,2010,35 Net Investing Cash Flows,-16395
Waitomo District,2010,36 Cash Receipts from Financing Activities,10663
Waitomo District,2010,37 Cash Outgoings from Financing Activities,930
Waitomo District,2010,38 Net Financing Cash Flows,9733
Waitomo District,2011,27 Operating receipts,27160
Waitomo District,2011,28 Operating Payments,18754
Waitomo District,2011,29 Net Operating Cash Flows,8406
Waitomo District,2011,30 Receipts from Investing Activities,0
Waitomo District,2011,31 Purchase of Property Plant & Equipment,11837
Waitomo District,2011,32 Fixed Asset Purchases,0
Waitomo District,2011,33 Renewals,0
Waitomo District,2011,34 Purchasing of Other Investments,0
Waitomo District,2011,35 Net Investing Cash Flows,-11837
Waitomo District,2011,36 Cash Receipts from Financing Activities,4820
Waitomo District,2011,37 Cash Outgoings from Financing Activities,1054
Waitomo District,2011,38 Net Financing Cash Flows,3766
Waitomo District,2012,27 Operating receipts,28250
Waitomo District,2012,28 Operating Payments,19835
Waitomo District,2012,29 Net Operating Cash Flows,8415
Waitomo District,2012,30 Receipts from Investing Activities,0
Waitomo District,2012,31 Purchase of Property Plant & Equipment,9548
Waitomo District,2012,32 Fixed Asset Purchases,0
Waitomo District,2012,33 Renewals,0
Waitomo District,2012,34 Purchasing of Other Investments,0
Waitomo District,2012,35 Net Investing Cash Flows,-9548
Waitomo District,2012,36 Cash Receipts from Financing Activities,2750
Waitomo District,2012,37 Cash Outgoings from Financing Activities,1177
Waitomo District,2012,38 Net Financing Cash Flows,1573
Waitomo District,2013,27 Operating receipts,29771
Waitomo District,2013,28 Operating Payments,20741
Waitomo District,2013,29 Net Operating Cash Flows,9030
Waitomo District,2013,30 Receipts from Investing Activities,0
Waitomo District,2013,31 Purchase of Property Plant & Equipment,9824
Waitomo District,2013,32 Fixed Asset Purchases,0
Waitomo District,2013,33 Renewals,0
Waitomo District,2013,34 Purchasing of Other Investments,0
Waitomo District,2013,35 Net Investing Cash Flows,-9824
Waitomo District,2013,36 Cash Receipts from Financing Activities,2794
Waitomo District,2013,37 Cash Outgoings from Financing Activities,2185
Waitomo District,2013,38 Net Financing Cash Flows,609
Waitomo District,2014,27 Operating receipts,30669
Waitomo District,2014,28 Operating Payments,21229
Waitomo District,2014,29 Net Operating Cash Flows,9440
Waitomo District,2014,30 Receipts from Investing Activities,0
Waitomo District,2014,31 Purchase of Property Plant & Equipment,10042
Waitomo District,2014,32 Fixed Asset Purchases,0
Waitomo District,2014,33 Renewals,0
Waitomo District,2014,34 Purchasing of Other Investments,0
Waitomo District,2014,35 Net Investing Cash Flows,-10042
Waitomo District,2014,36 Cash Receipts from Financing Activities,2751
Waitomo District,2014,37 Cash Outgoings from Financing Activities,2342
Waitomo District,2014,38 Net Financing Cash Flows,409
Waitomo District,2015,27 Operating receipts,32003
Waitomo District,2015,28 Operating Payments,21891
Waitomo District,2015,29 Net Operating Cash Flows,10112
Waitomo District,2015,30 Receipts from Investing Activities,0
Waitomo District,2015,31 Purchase of Property Plant & Equipment,10778
Waitomo District,2015,32 Fixed Asset Purchases,0
Waitomo District,2015,33 Renewals,0
Waitomo District,2015,34 Purchasing of Other Investments,0
Waitomo District,2015,35 Net Investing Cash Flows,-10778
Waitomo District,2015,36 Cash Receipts from Financing Activities,3140
Waitomo District,2015,37 Cash Outgoings from Financing Activities,2649
Waitomo District,2015,38 Net Financing Cash Flows,491
Waitomo District,2016,27 Operating receipts,33300
Waitomo District,2016,28 Operating Payments,22666
Waitomo District,2016,29 Net Operating Cash Flows,10634
Waitomo District,2016,30 Receipts from Investing Activities,0
Waitomo District,2016,31 Purchase of Property Plant & Equipment,10345
Waitomo District,2016,32 Fixed Asset Purchases,0
Waitomo District,2016,33 Renewals,0
Waitomo District,2016,34 Purchasing of Other Investments,0
Waitomo District,2016,35 Net Investing Cash Flows,-10345
Waitomo District,2016,36 Cash Receipts from Financing Activities,2568
Waitomo District,2016,37 Cash Outgoings from Financing Activities,2764
Waitomo District,2016,38 Net Financing Cash Flows,-196
Waitomo District,2017,27 Operating receipts,34922
Waitomo District,2017,28 Operating Payments,23625
Waitomo District,2017,29 Net Operating Cash Flows,11297
Waitomo District,2017,30 Receipts from Investing Activities,0
Waitomo District,2017,31 Purchase of Property Plant & Equipment,10667
Waitomo District,2017,32 Fixed Asset Purchases,0
Waitomo District,2017,33 Renewals,0
Waitomo District,2017,34 Purchasing of Other Investments,0
Waitomo District,2017,35 Net Investing Cash Flows,-10667
Waitomo District,2017,36 Cash Receipts from Financing Activities,2500
Waitomo District,2017,37 Cash Outgoings from Financing Activities,2939
Waitomo District,2017,38 Net Financing Cash Flows,-439
Waitomo District,2018,27 Operating receipts,35757
Waitomo District,2018,28 Operating Payments,24082
Waitomo District,2018,29 Net Operating Cash Flows,11675
Waitomo District,2018,30 Receipts from Investing Activities,0
Waitomo District,2018,31 Purchase of Property Plant & Equipment,10554
Waitomo District,2018,32 Fixed Asset Purchases,0
Waitomo District,2018,33 Renewals,0
Waitomo District,2018,34 Purchasing of Other Investments,0
Waitomo District,2018,35 Net Investing Cash Flows,-10554
Waitomo District,2018,36 Cash Receipts from Financing Activities,1931
Waitomo District,2018,37 Cash Outgoings from Financing Activities,3121
Waitomo District,2018,38 Net Financing Cash Flows,-1190
Waitomo District,2019,27 Operating receipts,36703
Waitomo District,2019,28 Operating Payments,24636
Waitomo District,2019,29 Net Operating Cash Flows,12067
Waitomo District,2019,30 Receipts from Investing Activities,0
Waitomo District,2019,31 Purchase of Property Plant & Equipment,11241
Waitomo District,2019,32 Fixed Asset Purchases,0
Waitomo District,2019,33 Renewals,0
Waitomo District,2019,34 Purchasing of Other Investments,0
Waitomo District,2019,35 Net Investing Cash Flows,-11241
Waitomo District,2019,36 Cash Receipts from Financing Activities,2419
Waitomo District,2019,37 Cash Outgoings from Financing Activities,3304
Waitomo District,2019,38 Net Financing Cash Flows,-885
Taupo District,2010,27 Operating receipts,64208
Taupo District,2010,28 Operating Payments,56921
Taupo District,2010,29 Net Operating Cash Flows,7287
Taupo District,2010,30 Receipts from Investing Activities,30755
Taupo District,2010,31 Purchase of Property Plant & Equipment,56294
Taupo District,2010,32 Fixed Asset Purchases,0
Taupo District,2010,33 Renewals,0
Taupo District,2010,34 Purchasing of Other Investments,646
Taupo District,2010,35 Net Investing Cash Flows,-26185
Taupo District,2010,36 Cash Receipts from Financing Activities,24174
Taupo District,2010,37 Cash Outgoings from Financing Activities,5276
Taupo District,2010,38 Net Financing Cash Flows,18898
Taupo District,2011,27 Operating receipts,67408
Taupo District,2011,28 Operating Payments,60624
Taupo District,2011,29 Net Operating Cash Flows,6784
Taupo District,2011,30 Receipts from Investing Activities,32830
Taupo District,2011,31 Purchase of Property Plant & Equipment,65862
Taupo District,2011,32 Fixed Asset Purchases,0
Taupo District,2011,33 Renewals,0
Taupo District,2011,34 Purchasing of Other Investments,0
Taupo District,2011,35 Net Investing Cash Flows,-33032
Taupo District,2011,36 Cash Receipts from Financing Activities,35143
Taupo District,2011,37 Cash Outgoings from Financing Activities,8895
Taupo District,2011,38 Net Financing Cash Flows,26248
Taupo District,2012,27 Operating receipts,70029
Taupo District,2012,28 Operating Payments,64178
Taupo District,2012,29 Net Operating Cash Flows,5851
Taupo District,2012,30 Receipts from Investing Activities,13307
Taupo District,2012,31 Purchase of Property Plant & Equipment,33388
Taupo District,2012,32 Fixed Asset Purchases,0
Taupo District,2012,33 Renewals,0
Taupo District,2012,34 Purchasing of Other Investments,0
Taupo District,2012,35 Net Investing Cash Flows,-20081
Taupo District,2012,36 Cash Receipts from Financing Activities,26824
Taupo District,2012,37 Cash Outgoings from Financing Activities,12594
Taupo District,2012,38 Net Financing Cash Flows,14230
Taupo District,2013,27 Operating receipts,73007
Taupo District,2013,28 Operating Payments,65978
Taupo District,2013,29 Net Operating Cash Flows,7029
Taupo District,2013,30 Receipts from Investing Activities,23204
Taupo District,2013,31 Purchase of Property Plant & Equipment,34388
Taupo District,2013,32 Fixed Asset Purchases,0
Taupo District,2013,33 Renewals,0
Taupo District,2013,34 Purchasing of Other Investments,10627
Taupo District,2013,35 Net Investing Cash Flows,-21811
Taupo District,2013,36 Cash Receipts from Financing Activities,28663
Taupo District,2013,37 Cash Outgoings from Financing Activities,13766
Taupo District,2013,38 Net Financing Cash Flows,14897
Taupo District,2014,27 Operating receipts,76228
Taupo District,2014,28 Operating Payments,68818
Taupo District,2014,29 Net Operating Cash Flows,7410
Taupo District,2014,30 Receipts from Investing Activities,29116
Taupo District,2014,31 Purchase of Property Plant & Equipment,40360
Taupo District,2014,32 Fixed Asset Purchases,0
Taupo District,2014,33 Renewals,0
Taupo District,2014,34 Purchasing of Other Investments,0
Taupo District,2014,35 Net Investing Cash Flows,-11244
Taupo District,2014,36 Cash Receipts from Financing Activities,33715
Taupo District,2014,37 Cash Outgoings from Financing Activities,29881
Taupo District,2014,38 Net Financing Cash Flows,3834
Taupo District,2015,27 Operating receipts,79673
Taupo District,2015,28 Operating Payments,70254
Taupo District,2015,29 Net Operating Cash Flows,9419
Taupo District,2015,30 Receipts from Investing Activities,28267
Taupo District,2015,31 Purchase of Property Plant & Equipment,37960
Taupo District,2015,32 Fixed Asset Purchases,0
Taupo District,2015,33 Renewals,0
Taupo District,2015,34 Purchasing of Other Investments,1304
Taupo District,2015,35 Net Investing Cash Flows,-10997
Taupo District,2015,36 Cash Receipts from Financing Activities,29890
Taupo District,2015,37 Cash Outgoings from Financing Activities,28312
Taupo District,2015,38 Net Financing Cash Flows,1578
Taupo District,2016,27 Operating receipts,82591
Taupo District,2016,28 Operating Payments,71663
Taupo District,2016,29 Net Operating Cash Flows,10928
Taupo District,2016,30 Receipts from Investing Activities,25206
Taupo District,2016,31 Purchase of Property Plant & Equipment,24784
Taupo District,2016,32 Fixed Asset Purchases,0
Taupo District,2016,33 Renewals,0
Taupo District,2016,34 Purchasing of Other Investments,0
Taupo District,2016,35 Net Investing Cash Flows,422
Taupo District,2016,36 Cash Receipts from Financing Activities,19274
Taupo District,2016,37 Cash Outgoings from Financing Activities,30624
Taupo District,2016,38 Net Financing Cash Flows,-11350
Taupo District,2017,27 Operating receipts,85635
Taupo District,2017,28 Operating Payments,73032
Taupo District,2017,29 Net Operating Cash Flows,12603
Taupo District,2017,30 Receipts from Investing Activities,18483
Taupo District,2017,31 Purchase of Property Plant & Equipment,28614
Taupo District,2017,32 Fixed Asset Purchases,0
Taupo District,2017,33 Renewals,0
Taupo District,2017,34 Purchasing of Other Investments,5601
Taupo District,2017,35 Net Investing Cash Flows,-15732
Taupo District,2017,36 Cash Receipts from Financing Activities,21909
Taupo District,2017,37 Cash Outgoings from Financing Activities,18780
Taupo District,2017,38 Net Financing Cash Flows,3129
Taupo District,2018,27 Operating receipts,87798
Taupo District,2018,28 Operating Payments,74726
Taupo District,2018,29 Net Operating Cash Flows,13072
Taupo District,2018,30 Receipts from Investing Activities,13035
Taupo District,2018,31 Purchase of Property Plant & Equipment,34703
Taupo District,2018,32 Fixed Asset Purchases,0
Taupo District,2018,33 Renewals,0
Taupo District,2018,34 Purchasing of Other Investments,3619
Taupo District,2018,35 Net Investing Cash Flows,-25287
Taupo District,2018,36 Cash Receipts from Financing Activities,27288
Taupo District,2018,37 Cash Outgoings from Financing Activities,15073
Taupo District,2018,38 Net Financing Cash Flows,12215
Taupo District,2019,27 Operating receipts,90346
Taupo District,2019,28 Operating Payments,76500
Taupo District,2019,29 Net Operating Cash Flows,13846
Taupo District,2019,30 Receipts from Investing Activities,23761
Taupo District,2019,31 Purchase of Property Plant & Equipment,25569
Taupo District,2019,32 Fixed Asset Purchases,0
Taupo District,2019,33 Renewals,0
Taupo District,2019,34 Purchasing of Other Investments,0
Taupo District,2019,35 Net Investing Cash Flows,-1808
Taupo District,2019,36 Cash Receipts from Financing Activities,17482
Taupo District,2019,37 Cash Outgoings from Financing Activities,29520
Taupo District,2019,38 Net Financing Cash Flows,-12038
Western Bay of Plenty District,2010,27 Operating receipts,69088
Western Bay of Plenty District,2010,28 Operating Payments,54127
Western Bay of Plenty District,2010,29 Net Operating Cash Flows,14961
Western Bay of Plenty District,2010,30 Receipts from Investing Activities,985
Western Bay of Plenty District,2010,31 Purchase of Property Plant & Equipment,33042
Western Bay of Plenty District,2010,32 Fixed Asset Purchases,0
Western Bay of Plenty District,2010,33 Renewals,0
Western Bay of Plenty District,2010,34 Purchasing of Other Investments,0
Western Bay of Plenty District,2010,35 Net Investing Cash Flows,-32057
Western Bay of Plenty District,2010,36 Cash Receipts from Financing Activities,13000
Western Bay of Plenty District,2010,37 Cash Outgoings from Financing Activities,14000
Western Bay of Plenty District,2010,38 Net Financing Cash Flows,-1000
Western Bay of Plenty District,2011,27 Operating receipts,80510
Western Bay of Plenty District,2011,28 Operating Payments,57294
Western Bay of Plenty District,2011,29 Net Operating Cash Flows,23216
Western Bay of Plenty District,2011,30 Receipts from Investing Activities,816
Western Bay of Plenty District,2011,31 Purchase of Property Plant & Equipment,42890
Western Bay of Plenty District,2011,32 Fixed Asset Purchases,0
Western Bay of Plenty District,2011,33 Renewals,0
Western Bay of Plenty District,2011,34 Purchasing of Other Investments,0
Western Bay of Plenty District,2011,35 Net Investing Cash Flows,-42074
Western Bay of Plenty District,2011,36 Cash Receipts from Financing Activities,36000
Western Bay of Plenty District,2011,37 Cash Outgoings from Financing Activities,17000
Western Bay of Plenty District,2011,38 Net Financing Cash Flows,19000
Western Bay of Plenty District,2012,27 Operating receipts,84982
Western Bay of Plenty District,2012,28 Operating Payments,60909
Western Bay of Plenty District,2012,29 Net Operating Cash Flows,24073
Western Bay of Plenty District,2012,30 Receipts from Investing Activities,1368
Western Bay of Plenty District,2012,31 Purchase of Property Plant & Equipment,33875
Western Bay of Plenty District,2012,32 Fixed Asset Purchases,0
Western Bay of Plenty District,2012,33 Renewals,0
Western Bay of Plenty District,2012,34 Purchasing of Other Investments,0
Western Bay of Plenty District,2012,35 Net Investing Cash Flows,-32507
Western Bay of Plenty District,2012,36 Cash Receipts from Financing Activities,46000
Western Bay of Plenty District,2012,37 Cash Outgoings from Financing Activities,36500
Western Bay of Plenty District,2012,38 Net Financing Cash Flows,9500
Western Bay of Plenty District,2013,27 Operating receipts,85464
Western Bay of Plenty District,2013,28 Operating Payments,62602
Western Bay of Plenty District,2013,29 Net Operating Cash Flows,22862
Western Bay of Plenty District,2013,30 Receipts from Investing Activities,2296
Western Bay of Plenty District,2013,31 Purchase of Property Plant & Equipment,41825
Western Bay of Plenty District,2013,32 Fixed Asset Purchases,0
Western Bay of Plenty District,2013,33 Renewals,0
Western Bay of Plenty District,2013,34 Purchasing of Other Investments,0
Western Bay of Plenty District,2013,35 Net Investing Cash Flows,-39529
Western Bay of Plenty District,2013,36 Cash Receipts from Financing Activities,21500
Western Bay of Plenty District,2013,37 Cash Outgoings from Financing Activities,6000
Western Bay of Plenty District,2013,38 Net Financing Cash Flows,15500
Western Bay of Plenty District,2014,27 Operating receipts,91394
Western Bay of Plenty District,2014,28 Operating Payments,64884
