a_year,a_ref,v_id,v_type,v_tow,v_man,v_loc,v_junc,v_skid,v_hit,v_leave,v_hitoff,v_impact,v_sex,v_agegroup,v_hitr,v_forreg
2014,52,2,8,1,10,3, , , , , ,3,2,7,1, 
2014,52,3,8,1,18,3, , , , , ,2,2,7,1, 
2014,53,1,8,5,18,3, , , , , ,2,1,5,1, 
2014,54,1,8,1,18,3, , , , , ,5,1,8,1, 
2014,54,2,14,1,19,3, , , , , ,2,2,2,1, 
2014,55,1,8,1,19,2, , , , , ,4,1,4,1, 
2014,55,2,5,1,18,3, , , , , ,2,1,3,1, 
2014,56,1,8,1,7,2,3,1,1,1,1,4,1,5,1,3
2014,56,2,8,1,18,3,3,1,1,1,1,2,1,3,1,3
2014,57,1,8,1,18,3, , , , , ,2,2,3,1, 
2014,57,2,8,1,17,3, , , , , ,2,2,4,1, 
2014,58,1,8,1,9,1, , , , , ,2,1,8,1, 
2014,58,2,8,1,3,3, , , , , ,2,1,3,1, 
2014,59,1,8,1,4,3, , , , , ,3,1,5,1, 
2014,59,2,8,1,18,3, , , , , ,2,1,5,1, 
2014,60,1,8,1,16,3,1,1,1,1,1,2,1,5,2,1
2014,61,1,8,1,18,3, , , , , ,2,2,3,1, 
2014,62,1,8,1,18,3, , , , , ,2,1,3,1, 
2014,63,1,8,1,17,3, , , , , ,2,1,5,1, 
2014,63,2,8,1,18,3, , , , , ,2,2,3,1, 
2014,64,1,8,1,19,3, , , , , ,5, ,9,2, 
2014,65,1,8,1,18,4, , , , , ,2,1,6,1, 
2014,66,1,8,1,6,3, , , , , ,4,1,6,1, 
2014,66,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,67,1,8,1,18,4, , , , , ,2,2,5,1, 
2014,67,2,1,1,18,3, , , , , ,4,1,5,1, 
2014,68,1,8,1,9,3, , , , , ,2,2,4,1, 
2014,68,2,8,1,18,3, , , , , ,2,2,3,1, 
2014,69,1,8,1,3,3, , , , , ,3,2,3,1, 
2014,69,2,8,1,18,3, , , , , ,2,1,6,1, 
2014,70,1,8,1,2,6, , , , , ,1, ,9,1, 
2014,70,2,8,1,18,3, , , , , ,2,2,7,1, 
2014,70,3,17,2,18,3, , , , , ,5,1,5,1, 
2014,71,1,8,1,3,3, , , , , ,3,1,4,1, 
2014,71,2,8,1,3,3, , , , , ,2,1,6,1, 
2014,72,1,8,1,18,3, , , , , ,2, ,9,2, 
2014,73,1,8,1,19,3, , , , , ,2,1,4,1, 
2014,73,2,8,1,19,3, , , , , ,3,1,4,1, 
2014,74,1,8,1,9,2, , , , , ,2,1,8,1, 
2014,74,2,8,1,18,3, , , , , ,2,2,3,1, 
2014,75,1,18,1,18,3,2,1,1,1,1,2, ,9,1,1
2014,76,1,8,1,18,3, , , , , ,2, ,9,2, 
2014,77,1,8,1,19,3, , , , , ,5,1,4,1, 
2014,77,2,1,1,18,3, , , , , ,2,1,6,1, 
2014,78,1,8,1,18,2, , , , , ,2,2,6,1, 
2014,78,2,8,1,18,3, , , , , ,3,2,5,1, 
2014,79,1,17,2,18,3, , , , , ,1,1,4,1, 
2014,79,2,17,1,18,3, , , , , ,2,1,4,1, 
2014,79,3,8,1,18,2, , , , , ,1, ,9,3, 
2014,80,1,1,1,18,3, , , , , ,4,1,2,1, 
2014,80,2,8,1,18,3, , , , , ,2,2,8,1, 
2014,81,1,8,1,18,3, , , , , ,2,2,3,1, 
2014,82,1,8,1,9,2, , , , , ,2,1,5,1, 
2014,82,2,1,1,18,3, , , , , ,2,1,6,1, 
2014,83,1,8,1,18,3, , , , , ,2,1,4,1, 
2014,84,1,8,1,18,3, , , , , ,2,2,7,1, 
2014,85,1,8,1,17,3, , , , , ,4,2,3,1, 
2014,85,2,8,1,16,3, , , , , ,4, ,9,2, 
2014,86,1,8,1,9,1, , , , , ,5,2,5,1, 
2014,86,2,2,1,18,3, , , , , ,2,1,3,1, 
2014,87,1,8,1,9,3, , , , , ,5,2,3,1, 
2014,87,2,8,1,18,3, , , , , ,2,2,4,1, 
2014,88,1,18,1,9,1, , , , , ,2,1,6,1, 
2014,89,1,8,1,3,3,1,1,1,1,1,2,1,4,1,1
2014,89,2,17,2,4,3,1,1,1,1,1,1,1,4,1,1
2014,90,1,1,1,18,4, , , , , ,2,1,6,1, 
2014,91,1,8,1,5,2, , , , , ,3,2,7,1, 
2014,91,2,15,1,5,2, , , , , ,2,1,4,1, 
2014,92,1,8,1,3,3, , , , , ,3,1,6,1, 
2014,92,2,14,1,4,3, , , , , ,2,1,4,1, 
2014,93,1,8,1,5,3,1,1,1,1,1,2,2,4,1,1
2014,94,1,8,1,9,3, , , , , ,3,2,4,1, 
2014,94,2,15,1,18,3, , , , , ,2,1,3,1, 
2014,95,1,8,1,7,3, , , , , ,2,2,7,1, 
2014,95,2,14,1,18,3, , , , , ,2,1,6,1, 
2014,96,1,8,1,18,3, , , , , ,2,1,3,1, 
2014,96,2,17,3,17,3, , , , , ,3,1,5,1, 
2014,97,1,8,1,18,3, , , , , ,2,2,6,1, 
2014,97,2,19,1,18,3, , , , , ,4,1,5,1, 
2014,97,3,8,1,2,4, , , , , ,2, ,9,1, 
2014,98,1,8,1,14,3, , , , , ,3,1,6,1, 
2014,98,2,8,1,18,3, , , , , ,2,1,5,1, 
2014,99,1,8,1,7,3, , , , , ,2,2,8,1, 
2014,99,2,8,1,9,3, , , , , ,2,1,7,1, 
2014,100,1,8,1,18,3, , , , , ,3,2,7,1, 
2014,100,2,15,1,18,3, , , , , ,2,1,7,1, 
2014,100,3,14,5,18,3, , , , , ,2,1,5,1, 
2014,101,1,8,1,3,3, , , , , ,3,2,4,1, 
2014,101,2,8,1,4,3, , , , , ,2,1,8,1, 
2014,101,3,15,1,4,3, , , , , ,2,1,8,1, 
2014,101,4,8,1,4,3, , , , , ,2,1,5,1, 
2014,102,1,15,1,18,3, , , , , ,5,1,6,1, 
2014,103,1,8,1,3,3, , , , , ,3,2,5,1, 
2014,103,2,8,1,4,3, , , , , ,2,2,7,1, 
2014,104,1,8,1,18,3, , , , , ,2,1,5,1, 
2014,104,2,8,1,9,1, , , , , ,1,1,8,1, 
2014,105,1,8,1,17,3, , , , , ,5,1,4,1, 
2014,105,2,8,1,17,3, , , , , ,4,1,4,1, 
2014,106,1,8,1,18,3, , , , , ,4,2,5,1, 
2014,106,2,8,1,9,3, , , , , ,2,2,8,1, 
2014,107,1,8,1,7,1, , , , , ,3,1,4,1, 
2014,107,2,8,1,5,3, , , , , ,2,2,3,1, 
2014,108,1,8,1,18,3,1,2,1,1,1,2,1,6,1,1
2014,108,2,8,1,18,3,1,1,1,1,1,2,1,3,1,3
2014,109,1,17,2,18,3, , , , , ,4,1,3,1, 
2014,109,2,8,1,18,3, , , , , ,4,1,7,1, 
2014,110,1,8,1,17,3, , , , , ,2,2,8,1, 
2014,110,2,8,1,16,3, , , , , ,5,2,4,1, 
2014,110,3,8,1,2,6, , , , , ,2, ,9,1, 
2014,110,4,8,1,2,6, , , , , ,3, ,9,1, 
2014,111,1,8,1,18,2, , , , , ,2,1,4,1, 
2014,111,2,8,1,18,3, , , , , ,4,1,5,1, 
2014,112,1,8,1,18,3,2,1,1,1,1,4,1,5,1,1
2014,113,1,8,1,18,3, , , , , ,2,2,6,1, 
2014,113,2,8,1,18,3, , , , , ,1, ,9,1, 
2014,114,1,8,1,10,3, , , , , ,3,1,6,1, 
2014,114,2,8,1,10,3, , , , , ,2,1,4,1, 
2014,115,1,8,1,18,3, , , , , ,2,1,3,2, 
2014,115,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,116,1,8,1,18,3, , , , , ,2,2,4,1, 
2014,116,2,8,1,10,3, , , , , ,3,1,5,1, 
2014,117,1,15,1,5,1,2,1,1,1,1,2,1,4,1,1
2014,118,1,8,1,18,3, , , , , ,2,2,3,1, 
2014,118,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,119,1,8,1,3,3, , , , , ,3,2,4,1, 
2014,119,2,8,1,3,3, , , , , ,3,1,6,1, 
2014,119,3,8,1,18,3, , , , , ,2,1,6,1, 
2014,120,1,8,1,6,3, , , , , ,4, ,9,2, 
2014,120,2,8,1,9,3, , , , , ,2,1,4,1, 
2014,120,3,8,1,19,3, , , , , ,2,1,4,1, 
2014,121,1,8,1,18,3, , , , , ,2,2,4,1, 
2014,121,2,8,1,9,1, , , , , ,5,1,3,1, 
2014,122,1,8,1,18,3, , , , , ,2,2,4,1, 
2014,122,2,19,1,18,3, , , , , ,2,2,6,1, 
2014,123,1,8,1,19,3, , , , , ,2,2,6,1, 
2014,124,1,8,1,9,2, , , , , ,4,1,5,1, 
2014,124,2,8,1,18,3, , , , , ,2,2,4,1, 
2014,125,1,8,1,17,3,1,6,1,1,11,5,2,4,3,1
2014,126,1,8,1,4,3, , , , , ,3,2,4,1, 
2014,126,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,127,1,8,1,17,4, , , , , ,2,1,3,1, 
2014,128,1,8,1,5,4, , , , , ,2,1,7,1, 
2014,128,2,1,1,18,4, , , , , ,2,1,6,1, 
2014,129,1,20,1,18,3, , , , , ,1,1,6,1, 
2014,130,1,8,1,18,3,2,1,1,1,1,2, ,9,1,1
2014,131,1,8,1,1,3, , , , , ,3, ,9,1, 
2014,132,1,8,1,18,3, , , , , ,2,2,3,1, 
2014,132,2,8,1,18,3, , , , , ,3,2,5,1, 
2014,133,1,8,1,18,4, , , , , ,2,1,4,1, 
2014,134,1,8,1,4,3, , , , , ,3,1,7,1, 
2014,134,2,15,1,4,3, , , , , ,2,1,6,1, 
2014,135,1,8,1,10,3, , , , , ,3,2,6,1, 
2014,135,2,8,1,12,3, , , , , ,2,1,4,1, 
2014,136,1,8,1,18,3, , , , , ,3,1,3,1, 
2014,136,2,17,2,11,3, , , , , ,2,1,4,1, 
2014,137,1,8,1,4,3, , , , , ,3,2,4,1, 
2014,137,2,8,1,18,3, , , , , ,2,2,4,1, 
2014,138,1,8,1,18,3, , , , , ,5,2,3,1, 
2014,139,1,8,1,18,3, , , , , ,2, ,9,2, 
2014,139,2,8,1,18,3, , , , , ,1,1,4,1, 
2014,140,1,8,1,17,3, , , , , ,4,1,4,1, 
2014,140,2,8,1,5,2, , , , , ,4,2,8,1, 
2014,141,1,8,1,3,3, , , , , ,3,1,3,1, 
2014,141,2,8,1,3,3, , , , , ,3,1,4,1, 
2014,141,3,8,1,18,3, , , , , ,2,1,6,1, 
2014,142,1,8,1,18,3, , , , , ,2,1,3,1, 
2014,143,1,8,1,15,3, , , , , ,2, ,9,2, 
2014,143,2,8,1,10,3, , , , , ,3,1,5,1, 
2014,144,1,8,1,9,2, , , , , ,2,2,6,1, 
2014,144,2,8,1,18,3, , , , , ,2,2,3,1, 
2014,145,1,8,1,8,4, , , , , ,4,2,4,1, 
2014,145,2,8,1,7,4, , , , , ,2,1,7,1, 
2014,146,1,8,1,18,3, , , , , ,4,1,6,1, 
2014,147,1,8,1,18,3,1,1,11,1,1,2,1,3,1,1
2014,147,2,15,6,18,3,1,1,11,1,1,2,1,5,1,1
2014,148,1,8,1,18,4, , , , , ,2,2,4,1, 
2014,148,2,8,1,5,4, , , , , ,3,2,7,1, 
2014,149,1,8,1,11,3, , , , , ,3,1,6,1, 
2014,149,2,8,1,18,3, , , , , ,2,1,6,1, 
2014,150,1,8,1,4,3, , , , , ,2,1,5,1, 
2014,150,2,1,1,18,3, , , , , ,2,1,4,1, 
2014,151,1,20,1,18,3, , , , , ,2,1,7,1, 
2014,151,2,8,1,11,3, , , , , ,5,2,6,1, 
2014,152,1,8,1,18,4, , , , , ,4,1,6,1, 
2014,152,2,8,1,18,4, , , , , ,4,1,8,1, 
2014,153,1,8,1,5,3, , , , , ,3,2,6,1, 
2014,153,2,15,1,3,3, , , , , ,2,1,3,1, 
2014,154,1,8,1,15,3, , , , , ,2,1,3,1, 
2014,154,2,8,1,10,3, , , , , ,3,1,5,1, 
2014,155,1,8,1,3,3,4,2,1,1,1,2,1,3,1,1
2014,156,1,8,1,7,3, , , , , ,2,1,3,1, 
2014,156,2,8,1,18,3, , , , , ,2,2,5,1, 
2014,157,1,8,1,18,3,1,1,1,1,1,2,2,4,1,1
2014,158,1,8,1,4,3, , , , , ,2,2,3,1, 
2014,158,2,8,1,10,3, , , , , ,3,1,5,1, 
2014,158,3,8,1,10,3, , , , , ,3,1,3,1, 
2014,159,1,8,1,4,3, , , , , ,3,2,5,1, 
2014,159,2,8,1,4,3, , , , , ,2,2,6,1, 
2014,160,1,8,1,10,3, , , , , ,3,1,6,1, 
2014,160,2,8,1,18,3, , , , , ,2,1,3,1, 
2014,161,1,8,1,19,4, , , , , ,2,1,4,1, 
2014,161,2,8,1,19,3, , , , , ,3,1,6,1, 
2014,162,1,8,1,16,3, , , , , ,4,2,6,1, 
2014,163,1,8,1,4,3, , , , , ,3,1,3,1, 
2014,163,2,8,1,18,3, , , , , ,2,2,4,1, 
2014,164,1,20,1,4,3, , , , , ,1,1,6,1, 
2014,165,1,15,1,18,3, , , , , ,2,1,5,1, 
2014,165,2,8,1,19,3, , , , , ,4,1,3,1, 
2014,166,1,8,1,16,3, , , , , ,2,1,5,1, 
2014,167,1,1,1,18,4,3,2,1,1,1,3,2,4,1,1
2014,167,2,8,1,6,4,3,1,1,1,1,1,1,7,1,1
2014,168,1,8,1,16,3, , , , , ,2,1,4,1, 
2014,168,2,8,1,17,6, , , , , ,2,1,8,1, 
2014,169,1,8,1,17,3, , , , , ,2,1,6,1, 
2014,170,1,8,1,7,3, , , , , ,2,1,5,1, 
2014,171,1,8,1,18,3, , , , , ,2,2,4,1, 
2014,172,1,8,1,13,3, , , , , ,1,2,6,1, 
2014,172,2,1,1,18,3, , , , , ,1,1,3,1, 
2014,173,1,8,1,18,3, , , , , ,2, ,9,2, 
2014,174,1,8,1,13,3, , , , , ,2,1,7,1, 
2014,174,2,8,6,9,3, , , , , ,4,1,5,1, 
2014,175,1,8,1,18,3, , , , , ,2,1,7,1, 
2014,175,2,8,1,10,3, , , , , ,3,1,6,1, 
2014,176,1,8,1,14,3, , , , , ,2, ,9,2, 
2014,176,2,20,1,4,3, , , , , ,3,1,7,1, 
2014,177,1,8,1,19,3, , , , , ,2,1,4,1, 
2014,177,2,8,1,19,3, , , , , ,3,1,6,1, 
2014,178,1,8,1,17,3, , , , , ,4,1,3,1, 
2014,179,1,8,1,18,3, , , , , ,2,1,5,1, 
2014,179,2,8,1,18,3, , , , , ,4,1,7,1, 
2014,180,1,8,1,3,3, , , , , ,3,2,4,1, 
2014,180,2,8,1,4,3, , , , , ,2,1,7,1, 
2014,180,3,15,1,18,3, , , , , ,2,1,5,1, 
2014,181,1,8,1,9,1, , , , , ,5,1,6,1, 
2014,181,2,1,1,18,3, , , , , ,2,1,5,1, 
2014,182,1,8,1,9,3, , , , , ,2,2,4,1, 
2014,182,2,8,1,18,3, , , , , ,2,1,5,1, 
2014,183,1,8,1,18,3, , , , , ,2,1,6,1, 
2014,183,2,8,1,18,3, , , , , ,2,2,3,1, 
2014,184,1,1,1,18,3, , , , , ,2,1,7,1, 
2014,185,1,8,1,3,3, , , , , ,3,1,7,1, 
2014,185,2,8,1,5,3, , , , , ,2,2,4,1, 
2014,186,1,8,1,9,3, , , , , ,2,2,4,1, 
2014,186,2,8,1,13,3, , , , , ,2,1,6,1, 
2014,187,1,4,1,18,3, , , , , ,2,1,3,3, 
2014,187,2,8,1,18,4, , , , , ,4,1,5,1, 
2014,188,1,8,1,5,3, , , , , ,5,1,5,1, 
2014,188,2,8,1,18,3, , , , , ,2,1,7,1, 
2014,189,1,8,1,18,3, , , , , ,3,1,6,1, 
2014,189,2,8,1,19,2, , , , , ,5, ,9,2, 
2014,190,1,8,1,18,3,3,2,1,7,1,5,1,4,1,1
2014,190,2,15,1,18,3,3,1,1,1,1,2,1,6,1,1
2014,191,1,8,1,17,3,1,6,1,2,4,4,1,5,1,1
2014,192,1,8,1,18,3, , , , , ,2,2,3,1, 
2014,193,1,8,1,4,3, , , , , ,2,1,7,3, 
2014,194,1,8,1,19,3, , , , , ,2,2,5,1, 
2014,195,1,8,1,18,3, , , , , ,2,1,3,1, 
2014,195,2,8,1,18,3, , , , , ,2,1,6,1, 
2014,196,1,8,1,5,3, , , , , ,2,2,4,1, 
2014,197,1,8,1,18,3, , , , , ,2,1,3,1, 
2014,197,2,17,2,18,3, , , , , ,2,1,6,1, 
2014,198,1,8,1,18,3, , , , , ,2,2,5,1, 
2014,199,1,8,1,18,3, , , , , ,2,1,5,1, 
2014,199,2,8,1,15,3, , , , , ,2,2,4,1, 
2014,200,1,8,1,17,4, , , , , ,2,2,3,1, 
2014,201,1,8,1,4,3, , , , , ,3,2,6,1, 
2014,201,2,8,1,4,3, , , , , ,3,1,3,1, 
2014,201,3,14,1,4,3, , , , , ,2,1,7,1, 
2014,202,1,8,1,18,3, , , , , ,1,2,5,1, 
2014,203,1,15,1,4,1, , , , , ,2,1,6,1, 
2014,203,2,8,1,4,1, , , , , ,2,1,8,1, 
2014,204,1,8,1,18,13, , , , , ,2,1,8,1, 
2014,205,1,8,1,10,3, , , , , ,3,2,3,1, 
2014,205,2,15,1,18,3, , , , , ,2, ,9,2, 
2014,206,1,8,1,5,4, , , , , ,2,2,3,1, 
2014,206,2,8,1,18,4, , , , , ,2,2,3,1, 
2014,207,1,8,1,3,3, , , , , ,3,1,6,1, 
2014,207,2,8,1,3,3, , , , , ,2,2,7,1, 
2014,208,1,8,1,10,3, , , , , ,2,2,8,1, 
2014,208,2,8,1,10,3, , , , , ,3,1,4,1, 
2014,209,1,15,1,4,3, , , , , ,3,1,5,1, 
2014,209,2,15,1,4,3, , , , , ,2,1,3,2, 
2014,210,1,8,1,18,3, , , , , ,2,1,4,1, 
2014,210,2,8,1,9,2, , , , , ,4,1,7,1, 
2014,211,1,8,1,18,3, , , , , ,3,2,7,1, 
2014,211,2,8,1,18,3, , , , , ,2, ,9,1, 
2014,212,1,8,1,7,2, , , , , ,2,1,8,1, 
2014,212,2,8,1,18,3, , , , , ,5,2,6,1, 
2014,213,1,8,1,4,3,2,1,1,1,1,2,2,7,1,1
2014,214,1,8,1,18,3, , , , , ,2, ,9,1, 
2014,214,2,8,1,1,3, , , , , ,2,1,4,1, 
2014,215,1,8,1,4,3, , , , , ,2,1,4,1, 
2014,215,2,8,1,18,3, , , , , ,3,1,5,1, 
2014,216,1,8,1,18,3, , , , , ,2,1,4,1, 
2014,216,2,15,1,6,6, , , , , ,2,1,5,1, 
2014,217,1,8,1,9,1, , , , , ,2,2,3,1, 
2014,217,2,8,1,18,3, , , , , ,2,1,3,1, 
2014,218,1,8,1,3,3,1,1,1,1,1,3,2,4,1,1
2014,218,2,8,1,18,3,1,1,1,1,1,2,2,3,1,1
2014,218,3,8,1,3,3,1,1,1,1,1,3,1,4,1,1
2014,219,1,8,1,18,3, , , , , ,2,1,7,1, 
2014,219,2,8,1,18,3, , , , , ,5,1,6,1, 
2014,220,1,8,1,17,4, , , , , ,5,2,3,1, 
2014,220,2,8,1,16,4, , , , , ,2,1,6,1, 
2014,221,1,15,1,5,2, , , , , ,2,1,4,1, 
2014,221,2,17,2,18,3, , , , , ,2,1,7,1, 
2014,222,1,8,1,13,3, , , , , ,2,1,5,1, 
2014,222,2,15,1,18,3, , , , , ,2,1,5,1, 
2014,223,1,8,1,16,4, , , , , ,4,2,8,1, 
2014,223,2,8,1,17,4, , , , , ,5,1,3,1, 
2014,224,1,20,1,4,3, , , , , ,3,1,6,1, 
2014,224,2,15,1,18,3, , , , , ,3,1,3,1, 
2014,224,3,8,1,18,3, , , , , ,2,1,5,1, 
2014,225,1,8,1,3,3, , , , , ,3,2,6,1, 
2014,225,2,8,1,17,3, , , , , ,2,2,3,1, 
2014,226,1,20,1,18,3, , , , , ,2,1,5,1, 
2014,226,2,8,1,2,3, , , , , ,3,1,7,1, 
2014,227,1,8,1,18,3, , , , , ,2, ,9,2, 
2014,228,1,17,1,4,3, , , , , ,2,1,6,1, 
2014,228,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,229,1,8,1,18,3,3,1,1,1,1,4,1,3,1,1
2014,229,2,8,1,18,3,3,1,1,1,1,5,2,3,1,1
2014,230,1,8,1,3,3, , , , , ,3,2,5,1, 
2014,230,2,8,1,18,3, , , , , ,2,1,8,1, 
2014,231,1,8,1,18,4, , , , , ,2,1,4,1, 
2014,232,1,8,1,18,3, , , , , ,3,2,3,1, 
2014,232,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,233,1,8,1,18,4, , , , , ,2,1,3,2, 
2014,234,1,8,1,4,3, , , , , ,2,1,5,1, 
2014,234,2,8,1,3,3, , , , , ,3,2,4,1, 
2014,234,3,8,1,3,3, , , , , ,3,1,6,1, 
2014,235,1,8,1,3,4, , , , , ,3,1,8,1, 
2014,235,2,8,1,18,4, , , , , ,2,1,3,1, 
2014,236,1,8,1,5,3, , , , , ,2,1,3,1, 
2014,236,2,17,1,18,3, , , , , ,2,1,4,1, 
2014,237,1,8,1,18,3, , , , , ,5,2,4,1, 
2014,238,1,1,1,18,3, , , , , ,2,1,5,1, 
2014,238,2,8,1,5,3, , , , , ,2,1,6,1, 
2014,239,1,20,1,16,3, , , , , ,2,1,6,1, 
2014,239,2,8,1,3,3, , , , , ,2,1,5,1, 
2014,240,1,8,1,18,3, , , , , ,2,1,5,1, 
2014,240,2,8,1,18,3, , , , , ,2,1,5,1, 
2014,241,1,8,1,3,3, , , , , ,2,1,4,1, 
2014,241,2,8,1,3,3, , , , , ,3,1,8,1, 
2014,242,1,8,1,9,2, , , , , ,2,1,8,1, 
2014,242,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,243,1,8,1,4,3, , , , , ,3,2,7,1, 
2014,243,2,8,1,18,3, , , , , ,2,1,4,1, 
2014,244,1,8,1,18,3, , , , , ,2,2,4,1, 
2014,245,1,8,1,2,3, , , , , ,4,1,4,1, 
2014,245,2,8,1,18,3, , , , , ,2, ,9,1, 
