Census Ward 1992 code,Ward 1992 UK name,Local Government District 1992 UK code,Sum,Maledlarecipunder16,Maledlarecip16to34,Maledlarecip35to49,Maledlarecip50to64,Maledlarecip65plus,Femaledlarecipunder16,Femaledlarecip16to34,Femaledlarecip35to49,Femaledlarecip50to64,Femaledlarecip65plus
95MM27,STRAND (DERRY),DERRY,560,10,40,90,110,80,0,30,50,80,80
95MM28,THE DIAMOND,DERRY,480,10,30,60,100,60,10,20,30,90,60
95MM29,VICTORIA (DERRY),DERRY,440,30,40,50,60,60,10,30,60,70,60
95MM30,WESTLAND,DERRY,430,20,20,40,50,70,10,10,50,80,90
95NN01,ARDGLASS,DOWN,460,40,30,50,80,60,20,30,40,60,70
95NN02,AUDLEYS ACRE,DOWN,260,20,20,20,30,40,0,10,20,40,50
95NN03,BALLYMAGLAVE,DOWN,330,20,20,20,40,50,10,10,40,60,60
95NN04,BALLYMOTE,DOWN,580,60,50,50,80,60,20,40,60,80,80
95NN05,BALLYNAHINCH EAST,DOWN,320,40,20,30,50,40,10,10,30,50,40
95NN06,CASTLEWELLAN,DOWN,430,40,30,40,50,60,10,30,60,50,60
95NN07,CATHEDRAL,DOWN,520,40,40,50,70,70,20,20,50,80,80
95NN08,CROSSGAR,DOWN,250,20,10,20,30,40,10,10,20,50,40
95NN09,DERRYBOY,DOWN,210,20,20,10,20,30,0,10,20,30,40
95NN10,DONARD,DOWN,340,20,30,20,60,50,10,20,20,50,60
95NN11,DRUMANESS,DOWN,420,30,40,30,50,60,10,30,40,60,70
95NN12,DUNDRUM,DOWN,310,20,10,30,40,40,10,20,30,50,50
95NN13,DUNMORE,DOWN,240,20,10,10,30,30,10,20,30,40,40
95NN14,KILLOUGH,DOWN,390,30,40,20,60,60,20,20,30,50,60
95NN15,KILLYLEAGH,DOWN,290,20,20,20,40,40,10,20,20,40,60
95NN16,KILMORE,DOWN,240,10,20,20,30,40,10,10,20,30,50
95NN17,MURLOUGH,DOWN,470,40,40,50,80,40,20,30,50,60,60
95NN18,QUOILE,DOWN,370,30,30,30,60,70,10,10,20,50,60
95NN19,SAINTFIELD,DOWN,230,20,10,20,30,30,0,20,20,40,40
95NN20,SEAFORDE,DOWN,330,30,30,20,50,60,10,20,30,50,40
95NN21,SHIMNA,DOWN,340,20,30,30,40,50,10,20,40,50,50
95NN22,STRANGFORD,DOWN,280,20,10,20,30,50,10,10,30,30,60
95NN23,TOLLYMORE,DOWN,440,20,30,50,70,70,10,10,30,70,70
95OO01,ALTMORE,DUNGANNON,320,10,30,30,50,60,10,20,20,40,60
95OO02,AUGHER,DUNGANNON,170,10,10,20,30,30,0,10,20,20,20
95OO03,AUGHNACLOY,DUNGANNON,270,10,20,30,50,40,10,10,20,40,40
95OO04,BALLYGAWLEY,DUNGANNON,340,20,20,30,60,60,10,10,30,50,60
95OO05,BALLYSAGGART,DUNGANNON,390,20,30,30,60,60,10,20,40,70,60
95OO06,BENBURB,DUNGANNON,250,10,20,30,40,40,10,10,20,40,50
95OO07,CALEDON,DUNGANNON,240,10,20,20,40,30,0,10,20,30,50
95OO08,CASTLECAULFIELD,DUNGANNON,280,10,20,20,40,50,10,20,10,40,60
95OO09,CLOGHER,DUNGANNON,240,20,20,20,40,50,0,10,10,30,40
95OO10,COALISLAND NORTH,DUNGANNON,560,30,30,50,80,80,10,30,60,100,90
95OO11,COALISLAND SOUTH,DUNGANNON,480,20,30,60,80,40,10,30,50,70,90
95OO12,COALISLAND WEST AND NEWMILLS,DUNGANNON,410,40,30,50,50,50,20,30,40,60,40
95OO13,COOLHILL,DUNGANNON,200,10,10,20,30,30,0,10,20,40,30
95OO14,DONAGHMORE (DUNGANNON),DUNGANNON,260,20,20,20,40,40,10,10,20,50,50
95OO15,DRUMGLASS,DUNGANNON,330,20,20,30,40,50,10,20,30,50,60
95OO16,FIVEMILETOWN,DUNGANNON,220,20,10,20,30,30,0,10,20,30,50
95OO17,KILLYMAN,DUNGANNON,240,10,10,20,30,50,10,10,20,40,50
95OO18,KILLYMEAL,DUNGANNON,270,10,20,30,40,30,10,10,20,50,50
95OO19,MOY,DUNGANNON,260,20,20,30,30,30,0,10,20,40,50
95OO20,MOYGASHEL,DUNGANNON,220,10,10,20,30,40,10,10,20,30,50
95OO21,MULLAGHMORE,DUNGANNON,330,10,20,40,40,60,0,10,30,50,70
95OO22,WASHING BAY,DUNGANNON,390,20,30,40,50,60,10,20,40,50,70
95PP01,BALLINAMALLARD,FERMANAGH,260,20,20,20,40,40,10,20,30,30,40
95PP02,BELCOO AND GARRISON,FERMANAGH,240,20,20,10,40,40,10,10,30,40,40
95PP03,BELLEEK AND BOA,FERMANAGH,290,20,20,20,50,30,10,20,30,60,50
95PP04,BOHO CLEENISH AND LETTERBREEN,FERMANAGH,260,20,10,20,40,40,10,10,30,30,40
95PP05,BROOKEBOROUGH,FERMANAGH,210,10,20,20,20,30,10,10,20,20,40
95PP06,CASTLECOOLE,FERMANAGH,450,30,30,30,70,50,10,40,50,80,50
95PP07,DERRYGONNELLY,FERMANAGH,300,20,10,20,50,50,10,20,30,50,40
95PP08,DERRYLIN,FERMANAGH,180,10,10,20,20,20,10,10,10,30,30
95PP09,DEVENISH,FERMANAGH,340,20,30,40,50,40,10,20,30,50,50
95PP10,DONAGH,FERMANAGH,230,10,20,20,30,40,10,10,20,30,50
95PP11,ERNE,FERMANAGH,400,40,40,40,50,40,10,20,50,60,50
95PP12,FLORENCECOURT AND KINAWLEY,FERMANAGH,220,10,20,20,30,40,10,10,20,40,30
95PP13,IRVINESTOWN,FERMANAGH,350,20,20,30,60,50,10,20,40,50,60
95PP14,KESH EDERNEY AND LACK,FERMANAGH,380,20,20,40,50,60,10,30,30,60,60
95PP15,LISBELLAW,FERMANAGH,260,20,20,20,40,40,10,10,20,40,40
95PP16,LISNARRICK,FERMANAGH,190,0,10,20,40,20,10,10,10,30,40
95PP17,LISNASKEA,FERMANAGH,390,10,30,30,40,60,10,30,40,60,80
95PP18,MAGUIRESBRIDGE,FERMANAGH,290,20,30,30,40,40,10,20,30,50,40
95PP19,NEWTOWNBUTLER,FERMANAGH,330,10,20,30,50,50,10,20,40,60,40
95PP20,PORTORA,FERMANAGH,380,20,30,40,50,50,10,30,40,60,50
95PP21,ROSSLEA,FERMANAGH,200,10,10,10,30,30,0,10,30,30,40
95PP22,ROSSORRY,FERMANAGH,300,20,20,20,30,30,10,20,30,60,50
95PP23,TEMPO,FERMANAGH,260,20,20,10,30,30,0,20,30,40,40
95QQ01,ANTIVILLE,LARNE,200,20,20,20,30,20,0,10,10,40,30
95QQ02,BALLYCARRY,LARNE,180,20,10,10,30,30,10,20,20,30,20
95QQ03,BALLYLORAN,LARNE,150,10,10,10,20,20,10,10,10,20,30
95QQ04,BLACKCAVE,LARNE,200,30,10,10,20,30,10,10,20,30,30
95QQ05,CARNCASTLE,LARNE,210,20,10,20,20,30,10,10,20,30,40
95QQ06,CARNLOUGH,LARNE,210,10,20,20,30,20,10,10,20,30,40
95QQ07,CENTRAL (LARNE),LARNE,260,10,20,20,60,40,0,20,20,40,40
95QQ08,CRAIGY HILL,LARNE,250,20,20,10,30,40,10,10,30,40,50
95QQ09,GARDENMORE,LARNE,200,10,10,20,30,40,0,10,10,30,50
95QQ10,GLENARM,LARNE,130,10,10,20,20,20,10,10,10,20,20
95QQ11,GLYNN,LARNE,160,10,10,10,20,20,10,10,10,30,30
95QQ12,HARBOUR (LARNE),LARNE,190,10,10,20,40,20,0,10,20,30,30
95QQ13,ISLAND MAGEE,LARNE,170,20,10,10,30,20,10,0,20,20,30
95QQ14,KILWAUGHTER,LARNE,360,50,30,30,40,30,20,20,40,60,50
95QQ15,TOWN PARKS,LARNE,170,10,10,10,20,30,0,10,20,30,40
95RR01,AGHANLOO,LIMAVADY,410,30,20,40,50,50,10,30,50,70,60
95RR02,BALLYKELLY,LIMAVADY,210,10,20,20,30,30,0,10,20,30,30
95RR03,COOLESSAN,LIMAVADY,290,10,20,30,40,30,10,20,40,40,50
95RR04,DUNGIVEN,LIMAVADY,260,10,10,30,50,30,10,10,30,40,30
95RR05,ENAGH (LIMAVADY),LIMAVADY,320,20,20,20,40,40,10,20,30,60,70
95RR06,FEENY,LIMAVADY,210,10,10,20,30,30,10,10,20,30,40
95RR07,FOREST,LIMAVADY,240,10,10,20,40,40,0,10,30,40,40
95RR08,GLACK,LIMAVADY,220,10,10,20,30,50,0,10,20,40,40
95RR09,GRESTEEL,LIMAVADY,400,30,30,40,60,50,10,20,50,80,40
95RR10,GREYSTONE (LIMAVADY),LIMAVADY,290,10,20,30,40,40,0,20,30,50,50
95RR11,MAGILLIGAN,LIMAVADY,220,10,10,10,40,40,10,10,20,40,50
95RR12,RATHBRADY,LIMAVADY,180,0,10,10,20,30,0,10,20,30,40
95RR13,ROESIDE,LIMAVADY,230,10,20,30,40,30,10,10,20,20,50
95RR14,THE HIGHLANDS,LIMAVADY,210,10,20,20,30,30,10,10,30,20,40
95RR15,UPPER GLENSHANE,LIMAVADY,220,20,10,20,30,20,10,10,30,40,20
95SS01,BALLINDERRY,LISBURN,330,30,30,20,50,40,10,20,40,50,60
95SS02,BALLYMACASH,LISBURN,240,30,20,20,30,20,10,20,20,40,40
95SS03,BALLYMACBRENNAN,LISBURN,170,10,10,10,30,20,10,10,10,30,30
95SS04,BALLYMACOSS,LISBURN,830,100,60,80,100,70,40,50,100,130,100
95SS05,BLARIS,LISBURN,220,20,10,20,30,30,0,10,10,40,40
95SS06,COLLIN GLEN,LISBURN,1270,130,140,90,140,60,60,110,170,280,100
95SS07,DERRYAGHY,LISBURN,1040,140,80,100,120,80,60,80,130,150,120
95SS08,DROMARA,LISBURN,310,30,20,10,30,50,30,10,20,50,50
95SS09,DRUMBO,LISBURN,150,20,10,10,20,30,10,10,10,30,20
95SS10,DUNMURRY,LISBURN,380,20,30,30,60,50,10,20,30,70,60
95SS11,GLENAVY,LISBURN,450,60,30,30,60,60,30,20,40,50,70
95SS12,HARMONY HILL,LISBURN,220,10,20,20,30,30,0,10,20,40,50
95SS13,HILDEN,LISBURN,330,20,20,30,40,50,10,10,30,50,60
95SS14,HILLHALL,LISBURN,340,30,10,20,30,50,10,10,30,60,80
95SS15,HILLSBOROUGH,LISBURN,180,10,20,10,20,40,0,10,10,20,40
95SS16,KILWEE,LISBURN,680,40,50,50,100,90,10,20,70,140,110
95SS17,KNOCKMORE,LISBURN,470,50,30,30,50,60,20,30,50,70,100
95SS18,LAGAN VALLEY,LISBURN,400,30,40,40,50,50,10,20,30,60,80
95SS19,LAMBEG,LISBURN,280,30,20,20,40,40,10,20,20,50,50
95SS20,LISNAGARVY,LISBURN,200,10,10,20,30,40,0,0,20,20,60
95SS21,MAGHABERRY,LISBURN,300,20,30,20,30,40,10,20,30,40,50
95SS22,MAGHERALAVE,LISBURN,240,20,30,10,30,40,10,10,20,30,40
95SS23,MAZE,LISBURN,250,20,20,20,40,40,10,10,20,40,40
95SS24,MOIRA,LISBURN,330,30,20,20,40,40,10,20,20,70,70
95SS25,OLD WARREN,LISBURN,380,40,20,30,50,50,20,20,40,50,60
95SS26,POLEGLASS,LISBURN,670,60,60,50,100,60,20,40,70,140,90
95SS27,SEYMOUR HILL,LISBURN,300,10,10,30,40,40,10,20,30,50,60
95SS28,TONAGH,LISBURN,350,30,20,20,40,40,10,20,40,40,80
95SS29,TWINBROOK,LISBURN,650,40,50,50,90,90,20,30,70,100,120
95SS30,WALLACE PARK,LISBURN,180,20,10,10,20,40,10,10,10,20,30
95TT01,BALLYMAGUIGAN,MAGHERAFELT,230,20,20,10,20,40,0,10,30,20,50
95TT02,BELLAGHY,MAGHERAFELT,240,20,20,20,30,30,10,20,20,40,40
95TT03,CASTLEDAWSON,MAGHERAFELT,330,30,20,30,50,40,10,10,40,60,50
95TT04,DRAPERSTOWN,MAGHERAFELT,330,30,20,30,40,40,10,20,30,60,50
95TT05,GLEBE (MAGHERAFELT),MAGHERAFELT,350,30,30,30,40,30,20,20,40,60,60
95TT06,GULLADUFF,MAGHERAFELT,230,30,20,10,30,30,10,10,20,30,40
95TT07,KNOCKCLOGHRIM,MAGHERAFELT,220,10,10,20,30,30,10,10,20,40,40
95TT08,LECUMPHER,MAGHERAFELT,220,20,20,10,30,30,10,10,20,40,40
95TT09,LOWER GLENSHANE,MAGHERAFELT,250,20,20,20,30,30,10,10,20,50,50
95TT10,MAGHERA,MAGHERAFELT,310,20,30,20,30,40,10,10,30,50,60
95TT11,SWATRAGH,MAGHERAFELT,250,30,20,20,30,40,10,10,20,40,30
95TT12,TOBERMORE,MAGHERAFELT,270,10,10,20,40,40,10,20,30,40,60
95TT13,TOWN PARKS EAST,MAGHERAFELT,350,20,30,40,30,30,10,20,30,70,70
95TT14,TOWN PARKS WEST,MAGHERAFELT,230,10,10,20,30,30,10,10,20,50,40
95TT15,UPPERLANDS,MAGHERAFELT,250,20,10,20,40,40,10,10,30,30,50
95TT16,VALLEY (MAGHERAFELT),MAGHERAFELT,200,20,10,10,30,20,10,10,20,30,40
95UU01,ARMOY,MOYLE,90,10,10,10,20,10,0,10,10,20,10
95UU02,BALLYLOUGH,MOYLE,90,10,0,10,10,10,0,0,10,10,20
95UU03,BONAMARGY AND RATHLIN,MOYLE,70,0,0,0,20,20,0,0,0,10,20
95UU04,BUSHMILLS,MOYLE,60,10,0,0,10,10,0,0,0,10,10
95UU05,CARNMOON,MOYLE,100,10,10,0,10,20,0,10,10,10,20
95UU06,DALRIADA,MOYLE,150,10,10,10,20,20,0,10,20,30,20
95UU07,DUNSEVERICK,MOYLE,60,0,10,10,10,10,0,0,10,10,20
95UU08,GLENAAN,MOYLE,120,0,10,10,20,30,0,10,0,20,20
95UU09,GLENARIFF,MOYLE,150,10,10,10,30,30,0,10,20,20,20
95UU10,GLENDUN,MOYLE,90,10,0,10,20,10,0,0,10,10,10
95UU11,GLENSHESK,MOYLE,70,0,0,10,10,10,0,0,10,20,10
95UU12,GLENTAISIE,MOYLE,180,10,10,20,20,20,10,10,10,30,40
95UU13,KINBANE,MOYLE,80,10,10,0,10,20,0,0,0,20,10
95UU14,KNOCKLAYD,MOYLE,240,10,10,30,30,30,10,10,20,50,40
95UU15,MOSS-SIDE AND MOYARGET,MOYLE,110,0,10,10,20,10,10,0,10,20,20
95VV01,ANNALONG,NEWRY AND MOURNE,390,20,20,30,60,60,10,10,40,70,70
95VV02,BALLYBOT,NEWRY AND MOURNE,460,30,30,50,60,70,10,20,40,70,80
95VV03,BESSBROOK,NEWRY AND MOURNE,460,40,40,60,70,60,10,20,40,60,70
95VV04,BINNIAN,NEWRY AND MOURNE,290,20,20,30,40,40,10,20,30,40,50
95VV05,BURREN AND KILBRONEY,NEWRY AND MOURNE,290,20,20,30,40,40,10,20,30,50,50
95VV06,CAMLOUGH,NEWRY AND MOURNE,420,30,10,30,70,70,20,20,20,70,80
95VV07,CLONALLAN,NEWRY AND MOURNE,540,30,50,50,70,60,10,40,50,100,80
95VV08,CREGGAN,NEWRY AND MOURNE,380,20,20,40,60,60,10,20,30,50,70
95VV09,CROSSMAGLEN,NEWRY AND MOURNE,430,20,30,40,80,80,10,20,30,50,70
95VV10,DAISY HILL,NEWRY AND MOURNE,610,30,50,60,60,70,10,50,80,110,90
95VV11,DERRYLECKAGH,NEWRY AND MOURNE,420,20,20,40,60,60,10,20,40,70,80
95VV12,DERRYMORE,NEWRY AND MOURNE,470,30,30,40,60,80,10,30,50,70,80
95VV13,DONAGHMORE (NEWRY AND MOURNE),NEWRY AND MOURNE,310,10,20,30,40,50,10,20,30,50,50
95VV14,DRUMALANE,NEWRY AND MOURNE,420,30,30,30,70,60,10,10,40,80,70
95VV15,DRUMGULLION,NEWRY AND MOURNE,490,20,30,40,80,60,10,30,50,90,90
95VV16,FATHOM,NEWRY AND MOURNE,330,20,20,20,50,50,10,20,40,60,60
95VV17,FORKHILL,NEWRY AND MOURNE,490,40,30,50,60,70,20,30,40,70,70
95VV18,KILKEEL CENTRAL,NEWRY AND MOURNE,440,20,30,40,60,60,10,20,50,80,70
95VV19,KILKEEL SOUTH,NEWRY AND MOURNE,420,20,40,40,60,60,20,30,30,70,60
95VV20,LISNACREE,NEWRY AND MOURNE,340,10,20,30,60,60,10,10,40,50,50
95VV21,MAYOBRIDGE,NEWRY AND MOURNE,320,20,30,30,40,50,10,20,30,50,50
95VV22,NEWTOWNHAMILTON,NEWRY AND MOURNE,270,20,20,20,40,40,10,20,30,50,40
95VV23,ROSTREVOR,NEWRY AND MOURNE,280,10,20,20,50,40,10,10,20,50,50
95VV24,SEAVIEW,NEWRY AND MOURNE,370,10,20,30,70,60,0,20,30,60,70
95VV25,SILVER BRIDGE,NEWRY AND MOURNE,360,20,20,30,50,60,10,10,40,60,70
95VV26,SPELGA,NEWRY AND MOURNE,370,20,20,30,50,60,0,20,40,60,60
95VV27,ST MARYS,NEWRY AND MOURNE,410,20,30,50,40,70,10,20,20,70,90
95VV28,ST PATRICKS,NEWRY AND MOURNE,520,20,40,40,90,70,10,30,50,100,80
95VV29,TULLYHAPPY,NEWRY AND MOURNE,250,10,10,30,30,40,10,20,20,40,40
95VV30,WINDSOR HILL,NEWRY AND MOURNE,340,20,20,20,50,40,10,10,40,60,60
95WW01,ABBEY,NEWTOWNABBEY,340,20,20,10,50,50,10,20,40,60,60
95WW02,BALLYCLARE NORTH,NEWTOWNABBEY,350,50,20,20,30,40,10,20,40,60,60
95WW03,BALLYCLARE SOUTH,NEWTOWNABBEY,360,30,20,30,70,30,20,20,30,70,40
95WW04,BALLYDUFF,NEWTOWNABBEY,300,30,20,20,30,40,10,20,40,50,60
95WW05,BALLYHENRY,NEWTOWNABBEY,340,20,20,30,50,50,10,10,20,60,70
95WW06,BALLYNURE,NEWTOWNABBEY,190,10,10,10,20,40,10,10,20,30,40
95WW07,BALLYROBERT,NEWTOWNABBEY,260,30,20,20,30,40,10,20,20,40,30
95WW08,BURNTHILL,NEWTOWNABBEY,220,10,10,10,20,40,10,10,20,40,50
95WW09,CARNMONEY,NEWTOWNABBEY,310,20,20,20,40,40,10,20,30,60,70
95WW10,CLOUGHFERN,NEWTOWNABBEY,340,30,10,20,40,40,10,10,30,80,90
95WW11,COLLINBRIDGE,NEWTOWNABBEY,250,10,20,20,20,40,10,10,30,50,50
95WW12,COOLE,NEWTOWNABBEY,380,20,30,30,50,40,10,20,40,80,70
95WW13,DOAGH,NEWTOWNABBEY,200,20,10,10,30,30,10,10,10,40,30
95WW14,DUNANNEY,NEWTOWNABBEY,380,40,40,20,70,50,10,20,30,50,60
95WW15,GLEBE (NEWTOWNABBEY),NEWTOWNABBEY,320,40,20,20,50,40,10,10,30,50,60
95WW16,GLENGORMLEY,NEWTOWNABBEY,340,20,20,30,50,50,10,20,30,50,70
95WW17,HAWTHORNE,NEWTOWNABBEY,320,20,20,20,30,50,10,10,30,60,80
95WW18,HIGHTOWN,NEWTOWNABBEY,250,20,10,20,30,40,0,10,20,40,60
95WW19,JORDANSTOWN,NEWTOWNABBEY,340,30,30,20,30,50,10,10,40,50,70
95WW20,MALLUSK,NEWTOWNABBEY,520,80,40,40,60,50,20,30,70,80,70
95WW21,MONKSTOWN,NEWTOWNABBEY,460,30,30,40,50,60,20,20,50,60,100
95WW22,MOSSLEY,NEWTOWNABBEY,380,30,20,30,40,40,10,20,40,80,60
95WW23,ROSTULLA,NEWTOWNABBEY,250,20,20,30,30,40,10,10,30,30,30
95WW24,VALLEY (NEWTOWNABBEY),NEWTOWNABBEY,490,30,30,40,80,60,20,20,50,70,90
95WW25,WHITEHOUSE,NEWTOWNABBEY,390,10,20,30,60,60,10,20,40,70,90
95XX01,BALLYCROCHAN,NORTH DOWN,310,30,20,20,30,40,10,20,30,70,50
95XX02,BALLYHOLME,NORTH DOWN,110,0,10,0,10,20,10,10,0,20,30
95XX03,BALLYMACONNELL,NORTH DOWN,150,20,0,10,20,20,10,10,10,30,30
95XX04,BALLYMAGEE,NORTH DOWN,260,20,20,20,30,30,10,10,30,60,50
95XX05,BANGOR CASTLE,NORTH DOWN,240,10,10,10,30,40,0,10,20,40,60
95XX06,BLOOMFIELD (NORTH DOWN),NORTH DOWN,410,30,30,40,40,50,20,20,40,70,70
95XX07,BROADWAY,NORTH DOWN,160,20,10,10,20,20,0,10,10,30,40
95XX08,BRYANSBURN,NORTH DOWN,160,10,20,10,20,10,0,0,10,20,50
95XX09,CHURCHILL,NORTH DOWN,230,20,10,10,30,40,10,10,10,30,60
95XX10,CLANDEBOYE,NORTH DOWN,360,50,20,20,50,30,10,20,50,40,60
95XX11,CONLIG,NORTH DOWN,690,60,60,60,90,70,30,60,70,120,90
95XX12,CRAIGAVAD,NORTH DOWN,150,0,20,20,20,30,0,10,10,20,20
95XX13,CRAWFORDSBURN,NORTH DOWN,120,20,10,10,20,20,0,0,10,20,20
95XX14,CULTRA,NORTH DOWN,70,10,10,0,10,10,0,0,10,10,10
95XX15,DUFFERIN,NORTH DOWN,330,20,20,30,40,40,10,20,30,50,60
95XX16,GROOMSPORT,NORTH DOWN,250,10,10,10,30,50,0,0,20,50,70
95XX17,HARBOUR (NORTH DOWN),NORTH DOWN,250,10,20,30,40,20,10,20,30,50,20
95XX18,HOLYWOOD DEMESNE,NORTH DOWN,210,20,20,20,40,30,0,10,20,40,30
95XX19,HOLYWOOD PRIORY,NORTH DOWN,160,10,10,10,20,30,0,10,20,30,30
95XX20,LOUGHVIEW,NORTH DOWN,270,20,20,10,40,40,10,20,20,50,40
95XX21,PRINCETOWN,NORTH DOWN,200,10,20,20,30,30,0,10,10,20,50
95XX22,RATHGAEL,NORTH DOWN,170,10,10,10,20,20,0,10,10,30,30
95XX23,SILVERSTREAM,NORTH DOWN,280,20,10,30,30,30,10,10,40,50,50
95XX24,SPRING HILL,NORTH DOWN,200,10,10,10,20,30,10,10,10,40,50
95XX25,WHITEHILL,NORTH DOWN,270,20,30,10,40,30,10,20,20,50,50
95YY01,BERAGH,OMAGH,380,20,30,30,50,60,10,20,40,40,70
95YY02,CAMOWEN,OMAGH,470,20,30,30,80,50,10,30,50,90,90
95YY03,CLANABOGAN,OMAGH,360,20,20,40,60,60,10,20,40,50,50
95YY04,COOLNAGARD,OMAGH,560,20,30,40,80,80,10,40,60,100,90
95YY05,DERGMONEY,OMAGH,300,10,20,30,40,50,0,20,20,50,70
95YY06,DROMORE,OMAGH,380,20,20,40,70,40,10,20,40,60,60
95YY07,DRUMNAKILLY,OMAGH,420,20,30,40,70,50,10,30,50,60,80
95YY08,DRUMQUIN,OMAGH,260,20,10,20,40,50,10,10,40,40,40
95YY09,DRUMRAGH,OMAGH,400,10,20,40,80,50,0,20,40,70,70
95YY10,FAIRY WATER,OMAGH,210,0,20,10,30,40,0,10,20,40,50
95YY11,FINTONA,OMAGH,360,10,30,40,60,60,0,20,30,60,60
95YY12,GORTIN,OMAGH,320,20,20,30,40,50,10,10,40,40,60
95YY13,GORTRUSH,OMAGH,540,20,30,50,50,80,10,30,60,100,100
95YY14,KILLYCLOGHER,OMAGH,490,30,40,50,70,40,30,30,50,100,60
95YY15,LISANELLY,OMAGH,440,20,40,40,60,40,10,30,70,70,60
95YY16,NEWTOWNSAVILLE,OMAGH,260,10,10,20,50,50,10,10,20,50,40
95YY17,OWENKILLEW,OMAGH,280,10,20,30,50,40,0,20,20,40,50
95YY18,SIXMILECROSS,OMAGH,300,10,20,30,50,50,10,20,20,50,50
95YY19,STRULE,OMAGH,310,10,20,30,60,50,10,20,20,50,50
95YY20,TERMON,OMAGH,430,20,20,30,90,70,10,20,30,80,70
95YY21,TRILLICK,OMAGH,240,10,20,10,50,50,0,10,10,40,50
95ZZ01,ARTIGARVAN,STRABANE,340,20,20,30,40,60,10,20,30,60,50
95ZZ02,BALLYCOLMAN,STRABANE,350,20,20,30,50,40,10,20,30,70,70
95ZZ03,CASTLEDERG,STRABANE,480,10,20,50,70,70,10,20,40,70,120
95ZZ04,CLARE,STRABANE,380,20,20,30,50,80,10,20,30,60,80
95ZZ05,DUNNAMANAGH,STRABANE,310,20,20,20,50,50,10,20,30,60,50
95ZZ06,EAST,STRABANE,400,20,20,40,50,70,10,20,40,60,70
95ZZ07,FINN,STRABANE,410,10,20,30,50,70,10,20,50,60,80
95ZZ08,GLENDERG,STRABANE,440,20,40,40,70,70,10,20,40,70,70
95ZZ09,NEWTOWNSTEWART,STRABANE,380,10,30,30,50,80,10,20,40,50,70
95ZZ10,NORTH,STRABANE,440,30,30,40,70,50,10,20,60,70,70
95ZZ11,PLUMBRIDGE,STRABANE,250,10,20,30,40,40,10,10,20,30,40
95ZZ12,SION MILLS,STRABANE,480,10,30,40,50,80,10,30,50,70,110
95ZZ13,SLIEVEKIRK,STRABANE,310,20,10,30,60,50,0,10,30,40,70
95ZZ14,SOUTH,STRABANE,420,30,30,30,50,60,10,20,50,70,70
95ZZ15,VICTORIA BRIDGE,STRABANE,320,10,10,20,50,60,10,20,30,50,60
95ZZ16,WEST,STRABANE,490,30,20,30,50,90,10,30,60,70,110
