X,Y,BM_Height,Easting,Northing,OBJECTID
-6.63537762942912,54.183202873649002,BM 198.26,289141.902,326881.948,4312
-6.574415294596275,54.192585317660082,BM 198.34,293100.67,328004.846,4313
-7.361645838990039,54.792981321796695,BM 198.55,241110.39,394087.52,4314
-7.155078094323293,54.693801101501784,BM 198.59,254530.599,383187.513,4315
-6.214745527657711,54.939239015750211,BM 198.62,314464.303,411642.412,4316
-5.882549814357898,54.853456223646248,BM 198.69,336040.39,402688.582,4317
-5.965075070523945,54.795071722047034,BM 198.73,330929.774,396033.233,4318
-5.965018303809933,54.383892576310927,BM 198.74,332258.934,350270.398,4319
-5.809018742635487,54.625001191759317,BM 198.75,341556.551,377407.812,4320
-5.815751680815782,54.748095702251554,BM 198.79,340695.311,391094.055,4321
-6.366825669335369,54.155768397323435,BM 198.88,306744.317,324200.639,4322
-6.018974570123516,54.903453247101936,BM 198.91,327122.328,407997.027,4323
-6.941692109407318,54.575545067963418,BM 198.93,268488.07,370210.487,4324
-5.939869484691275,54.320773684621862,BM 199.0,334097.975,343293.232,4325
-7.246233377570896,54.627672686510067,BM 199.03,248731.881,375759.273,4326
-6.120018276152501,54.758788144641166,BM 199.06,321073.753,391716.432,4327
-6.030926242505998,54.803798416581046,BM 199.07,326667.659,396883.551,4328
-6.169648269783965,54.779659821861003,BM 199.34,317818.493,393955.011,4329
-7.117977234013241,54.522329673822497,BM 199.45,257162.536,364129.453,4330
-6.064141820215623,54.315700961294048,BM 199.48,326028.287,342499.508,4331
-7.328174627104633,54.425793572423949,BM 199.52,243654.346,353233.133,4332
-5.872403552578626,54.746370969544756,BM 199.54,337053.803,390789.95,4333
-7.53710588749585,54.634069170140549,BM 199.75,229940.774,376308.577,4334
-7.316438717114536,54.924927023965203,BM 199.77,243874.91,408803.432,4335
-7.551487810443353,54.648893125396953,BM 199.82,229001.491,377952.747,4336
-6.052564552105888,54.561826132002409,BM 199.88,326023.759,369913.08,4337
-6.037954092250001,54.31488783356437,BM 199.89,327734.812,342456.119,4338
-6.961055725457206,55.092441523545915,BM 2.09,266382.55,427731.816,4339
-7.328299609666517,54.988370399132052,BM 2.19,243046.627,415858.842,4340
-5.643431649044157,54.507310837593721,BM 2.42,352688.599,364656.455,4341
-5.643431649044157,54.507310837593721,BM 2.42,352688.599,364656.455,4342
-5.656182549025463,54.467246741147143,BM 2.47,352011.416,360170.215,4343
-5.606453468975437,54.552458266560194,BM 2.47,354912.241,369761.662,4344
-5.654231068692292,54.464432126390861,BM 2.48,352148.362,359861.2,4345
-5.919844207815448,54.606191867330928,BM 2.51,334461.768,375096.761,4346
-5.64611188985391,54.396611513909399,BM 2.53,352927.116,352331.254,4347
-6.950677335309193,55.109291677523203,BM 2.54,267016.975,429617.531,4348
-6.950677335309193,55.109291677523203,BM 2.54,267016.975,429617.531,4349
-6.988384705548546,55.079884992132428,BM 2.55,264657.961,426308.367,4350
-6.950171060431032,55.104394407782188,BM 2.58,267057.482,429072.838,4351
-5.649162896527484,54.513775313558426,BM 2.58,352293.39,365363.45,4352
-5.649162896527484,54.513775313558426,BM 2.58,352293.39,365363.45,4353
-6.953445293286395,55.096218339269754,BM 2.63,266862.141,428159.517,4354
-7.002538600890784,55.082197836430346,BM 2.72,263750.334,426552.839,4355
-5.649967906596881,54.488173926376255,BM 2.72,352336.472,362512.586,4356
-5.649967906596881,54.488173926376255,BM 2.72,352336.472,362512.586,4357
-5.649656402589759,54.452828310231773,BM 2.76,352488.065,358579.742,4358
-5.649656402589759,54.452828310231773,BM 2.76,352488.065,358579.742,4359
-7.322277890129334,55.000014561359812,BM 2.77,243419.531,417158.845,4360
-6.987210079130327,55.074587284779199,BM 2.78,264741.531,425719.698,4361
-5.774497235077384,54.32864245307136,BM 2.78,344829.173,344495.988,4362
-5.774497235077384,54.32864245307136,BM 2.78,344829.173,344495.988,4363
-6.965047659231175,55.090758729375558,BM 2.79,266130.459,427540.698,4364
-5.829289815859075,54.709089321350326,BM 2.81,339958.077,386725.738,4365
-5.783289635288507,54.349740181622721,BM 2.82,344183.418,346825.902,4366
-6.956928661835157,55.093704239460592,BM 2.83,266643.945,427876.313,4367
-5.650717952279826,54.492167347278581,BM 2.83,352273.032,362955.381,4368
-5.650717952279826,54.492167347278581,BM 2.83,352273.032,362955.381,4369
-5.989417585732977,54.993175832105102,BM 2.84,328730.968,418037.498,4370
-7.324105575694682,54.98979046722561,BM 2.85,243313.573,416019.518,4371
-5.649344272216324,54.455959518346035,BM 2.85,352496.665,358928.881,4372
-5.649344272216324,54.455959518346035,BM 2.85,352496.665,358928.881,4373
-5.656466245626024,54.516298085036667,BM 2.89,351811.139,365628.419,4374
-5.656466245626024,54.516298085036667,BM 2.89,351811.139,365628.419,4375
-5.921631941602664,54.605031467576758,BM 2.90,334350.088,374964.194,4376
-5.698645622835134,54.57890526834445,BM 2.93,348852.034,372505.754,4377
-5.654293074858877,54.484677035059143,BM 2.94,352069.219,362114.071,4378
-5.653941862555044,54.669801346052346,BM 2.95,351404.041,382717.141,4379
-6.346848731708768,54.174073940042206,BM 20.00,308001.622,326268.352,4380
-5.826751158417393,54.848713381211141,BM 20.00,339639.841,402270.487,4381
-6.932826096491251,55.076937082768929,BM 20.01,268211.257,426033.003,4382
-6.953892003722312,55.051112352446246,BM 20.02,266908.825,423137.781,4383
-6.400206488128347,54.477823519850524,BM 20.04,303750.37,359995.798,4384
-7.326744376401834,55.001293117099138,BM 20.11,243132.328,417298.418,4385
-6.49409692407972,54.843541657371844,BM 20.16,296791.476,400569.03,4386
-5.82266725324518,54.644731987490921,BM 20.16,340607.084,379576.322,4387
-5.681048650091403,54.418354573063354,BM 20.17,350578.776,354675.705,4388
-6.223183902382153,54.720048914024218,BM 20.18,314542.348,387231.398,4389
-5.543904112936334,54.633710108125825,BM 20.18,358642.251,378943.488,4390
-6.017664149899849,54.53305449982669,BM 20.19,328371.401,366773.982,4391
-6.438388781298543,54.496008152678669,BM 20.20,301230.59,361964.233,4392
-6.951315031498283,55.042689790020361,BM 20.28,267087.595,422202.634,4393
-6.951315031498283,55.042689790020361,BM 20.28,267087.595,422202.634,4394
-5.632387190350835,54.662423836784399,BM 20.30,352822.076,381942.791,4395
-6.525916239813759,54.441168964720674,BM 20.33,295687.662,355737.963,4396
-6.440544381056641,54.733379540242758,BM 20.33,300504.367,388382.183,4397
-5.474711675783305,54.406048223953427,BM 20.33,364019.187,353766.984,4398
-6.72492741340937,54.37776556468198,BM 20.34,282904.246,348428.572,4399
-5.878343294375829,54.600846252999553,BM 20.34,337161.003,374582.017,4400
-6.960252939804547,55.048153751286478,BM 20.35,266507.19,422802.355,4401
-6.960252939804547,55.048153751286478,BM 20.35,266507.19,422802.355,4402
-6.434195003876358,54.427366509189127,BM 20.35,301672.28,354330.179,4403
-6.609257577544674,55.060851288535908,BM 20.38,288912.838,424605.987,4404
-6.131408410356523,54.06874107810745,BM 20.41,322378.636,314896.287,4405
-5.499441286741526,54.513544029970333,BM 20.41,361988.634,365672.153,4406
-6.607957355359305,54.50015212170932,BM 20.42,290235.276,362194.853,4407
-6.251662772169986,54.105349611076605,BM 20.44,314406.057,318769.317,4408
-6.567669268422638,54.996682504920201,BM 20.45,291716.427,417516.658,4409
-6.608764302167205,54.555092356294502,BM 20.47,290062.014,368309.109,4410
-6.52150371494872,55.201679072888993,BM 20.48,294187.605,440397.661,4411
-5.608595832092671,54.303422522211996,BM 20.51,355715.214,342042.857,4412
-5.783641601099476,54.26322358540552,BM 20.53,344463.222,337196.916,4413
-5.689798370344377,54.296383323629499,BM 20.54,350455.993,341083.272,4414
-6.374428413144126,54.33147269583435,BM 20.59,305797.197,343744.948,4415
-7.011903099854227,55.045555896711207,BM 20.64,263209.993,422465.249,4416
-6.386227231853261,54.402415990763245,BM 20.65,304848.863,351623.416,4417
-7.418164015625589,54.919361319701736,BM 20.66,237357.996,408124.856,4418
-6.571893081772791,54.511559475300018,BM 20.71,292545.853,363511.405,4419
-6.666908095358406,55.124187220956642,BM 20.72,285094.767,431584.658,4420
-5.829808690288298,54.639901490259717,BM 20.75,340162.756,379024.442,4421
-6.582984043031608,54.413953440008662,BM 20.77,292046.292,352632.689,4422
-5.526403753858742,54.585845050587672,BM 20.77,359959.666,373656.436,4423
-6.720988076844321,55.180854344296421,BM 20.78,281529.232,437828.334,4424
-6.929818990371469,55.073238721401921,BM 20.79,268409.629,425624.232,4425
-6.571640264338516,54.509069065244198,BM 20.79,292567.856,363234.537,4426
-5.795256558352878,54.277805455383515,BM 20.79,343655.802,338795.987,4427
-5.829632599418779,54.641400779522399,BM 20.81,340168.965,379191.656,4428
-5.520731737973643,54.510087226358308,BM 20.89,360623.676,365238.647,4429
-6.628486239960349,55.038057972864323,BM 20.91,287734.064,422044.405,4430
-6.567609949488708,55.021367712971717,BM 20.94,291663.918,420264.588,4431
-6.625952581934135,54.523079752917617,BM 20.95,289019.629,364723.962,4432
-5.613263505669712,54.668596589835587,BM 20.95,354032.463,382671.54,4433
-5.613263505669712,54.668596589835587,BM 20.95,354032.463,382671.54,4434
-5.739519054185505,54.775524863453533,BM 20.96,345504.773,394302.321,4435
-6.94355562545947,55.039647593138547,BM 20.97,267588.733,421871.443,4436
-6.94355562545947,55.039647593138547,BM 20.97,267588.733,421871.443,4437
-5.692839840493588,54.424166374022853,BM 20.97,349792.31,355297.343,4438
-6.9485788966706,55.046138408503154,BM 20.98,267256.725,422589.169,4439
-6.268715823719569,55.188641102001412,BM 20.99,310317.695,439316.729,4440
-6.880539530827553,54.895243139713799,BM 200.03,271874.603,405859.113,4441
-6.07547617699696,54.188887278149664,BM 200.12,325675.74,328365.748,4442
-6.02806245550482,54.799863590791247,BM 200.12,326864.112,396450.776,4443
-7.095619007701094,54.640445600503995,BM 200.14,258441.06,377295.939,4444
-6.075987502691015,55.180309968159783,BM 200.24,322617.084,438711.022,4445
-6.075987502691015,55.180309968159783,BM 200.24,322617.084,438711.022,4446
-6.075987502691015,55.180309968159783,BM 200.24,322617.084,438711.022,4447
-6.048268154635145,54.344356090835973,BM 200.37,326972.864,345717.143,4448
-6.247331244010956,54.980576212564714,BM 200.62,312260.823,416190.814,4449
-6.247331244010956,54.980576212564714,BM 200.62,312260.823,416190.814,4450
-6.184368242571665,54.196634893414867,BM 201.00,318546.193,329039.791,4451
-6.762689405708713,54.985129796651776,BM 201.06,279258.728,415992.354,4452
-5.959045116402965,54.124615853344174,BM 201.13,333481.691,321426.387,4453
-7.088345190723974,54.634055845770433,BM 201.15,258919.926,376590.729,4454
-7.414029734095329,54.819972957325668,BM 201.16,237715.706,397062.847,4455
-6.045867927581716,54.345491644627209,BM 201.20,327125.431,345847.849,4456
-7.139495578965435,54.854274765614349,BM 201.58,255316.094,401063.508,4457
-6.061096916602843,54.795428216967593,BM 201.60,324753.589,395897.835,4458
-7.630014578186787,54.191094875062817,BM 201.62,224200.227,326962.915,4459
-7.630014578186787,54.191094875062817,BM 201.62,224200.227,326962.915,4460
-7.535018391524987,54.636975372832751,BM 201.66,230073.435,376632.985,4461
-7.398973299818885,54.447245295877316,BM 201.67,239038.714,355579.491,4462
-7.628684380516939,54.591758347083918,BM 201.70,224051.826,371563.415,4463
-7.628684380516939,54.591758347083918,BM 201.70,224051.826,371563.415,4464
-6.226848866262952,54.984529508239177,BM 201.70,313560.884,416663.909,4465
-6.026552867805494,54.90247232976013,BM 202.02,326639.357,407874.116,4466
-7.61878251873001,54.187048886314734,BM 202.05,224935.854,326516.451,4467
-7.61878251873001,54.187048886314734,BM 202.05,224935.854,326516.451,4468
-7.171524827000934,54.371436846846834,BM 202.09,253892.915,347290.877,4469
-5.935575138335455,54.739146072833435,BM 202.22,333010.169,389864.249,4470
-6.561117605412718,54.274162116156269,BM 202.24,293783.488,337102.125,4471
-7.343191225670612,54.308800270927946,BM 202.36,242801.095,340201.01,4472
-7.042682542412489,54.496428202814378,BM 202.51,262077.237,361310.033,4473
-6.91629565025987,54.747072148427733,BM 202.56,269835.636,389328.99,4474
-6.150899815930638,54.158734837339736,BM 202.56,320840.719,324878.422,4475
-6.254519593616815,54.979467876247817,BM 202.59,311803.725,416055.935,4476
-6.254519593616815,54.979467876247817,BM 202.59,311803.725,416055.935,4477
-6.03482924024633,54.932406798431479,BM 202.66,326014.951,411190.998,4478
-7.094090034193505,54.637802100168905,BM 203.07,258543.574,377002.947,4479
-7.240903587829949,54.629158359675962,BM 203.09,249074.322,375928.362,4480
-6.115466938206611,55.18045537195448,BM 203.13,320101.931,438658.554,4481
-6.115466938206611,55.18045537195448,BM 203.13,320101.931,438658.554,4482
-6.115466938206611,55.18045537195448,BM 203.13,320101.931,438658.554,4483
-6.122055881607018,54.750779176601739,BM 203.30,320966.471,390821.495,4484
-6.022403205031783,54.929991022584232,BM 203.34,326818.949,410944.554,4485
-6.496421930287034,54.163082185017103,BM 203.59,298261.071,324826.719,4486
-7.313697661748682,54.823635413751589,BM 203.75,244161.186,397529.121,4487
-7.313697661748682,54.823635413751589,BM 203.75,244161.186,397529.121,4488
-7.96056884430121,54.424792614555741,BM 203.90,202607.882,352914.266,4489
-7.96056884430121,54.424792614555741,BM 203.90,202607.882,352914.266,4490
-6.571664926857256,54.244620347765171,BM 203.98,293162.999,333800.081,4491
-6.855749925602881,55.156120045867162,BM 204.19,272989.621,434925.735,4492
-7.023635686592698,54.685877888191442,BM 204.43,263018.292,382415.514,4493
-6.105680878112801,55.055399685255388,BM 204.60,321103.014,424755.664,4494
-6.943554265055287,54.530508659265401,BM 204.62,268442.988,365195.536,4495
-5.950585527825401,54.314734074605859,BM 204.73,333420.335,342600.749,4496
-6.040842248433378,54.351601422116246,BM 204.74,327433.305,346536.907,4497
-6.138957278970895,54.148512010813256,BM 204.93,321650.749,323761.174,4498
-6.138957278970895,54.148512010813256,BM 204.93,321650.749,323761.174,4499
-6.041099400636903,54.130162856504086,BM 204.99,328100.721,321891.919,4500
-6.662876105502521,54.222376790607818,BM 205.02,287264.118,331207.791,4501
-7.159564918562312,54.370368156358474,BM 205.03,254671.617,347181.125,4502
-6.134715434535471,54.795260630014219,BM 205.14,320019.7,395750.685,4503
-6.113848915770919,55.178107719830543,BM 205.15,320212.06,438400.023,4504
-6.113848915770919,55.178107719830543,BM 205.15,320212.06,438400.023,4505
-6.113848915770919,55.178107719830543,BM 205.15,320212.06,438400.023,4506
-6.124968779613492,55.162268265103421,BM 205.16,319551.105,436617.838,4507
-6.124968779613492,55.162268265103421,BM 205.16,319551.105,436617.838,4508
-7.072333709866112,54.501955336709884,BM 205.27,260147.949,361899.538,4509
-5.869680233143433,54.747834522770411,BM 205.29,337224.194,390958.163,4510
-6.972819126615591,54.633518131008309,BM 205.55,266380.836,376633.852,4511
-7.407274547381068,54.667840998315455,BM 205.62,238293.097,380131.054,4512
-7.126395877976306,54.367306597592965,BM 205.62,256831.574,346866.56,4513
-7.126395877976306,54.367306597592965,BM 205.62,256831.574,346866.56,4514
-5.969370944609924,54.359052821648419,BM 205.75,332055.871,347497.737,4515
-7.143145814820514,54.745438547196841,BM 205.79,255229.787,388945.028,4516
-7.143145814820514,54.745438547196841,BM 205.79,255229.787,388945.028,4517
-7.111554228867831,54.94258803332135,BM 205.83,256985.862,410917.043,4518
-7.440776321870302,54.594841386081114,BM 205.88,236196.187,371987.076,4519
-6.049104986829555,54.825988949055315,BM 206.07,325430.072,399320.718,4520
-6.56907439604913,54.253594245825333,BM 206.12,293311.613,334802.32,4521
-6.067871322953543,54.797153651083306,BM 206.48,324312.637,396077.848,4522
-5.94607853230265,54.913277289131869,BM 206.55,331765.533,409225.232,4523
-6.379151336086013,54.15206230807388,BM 206.56,305948.609,323769.616,4524
-6.103416588094799,54.584538677776415,BM 206.66,322666.426,372351.032,4525
-7.801471024383322,54.694129879867916,BM 206.67,212849.898,382914.151,4526
-7.801471024383322,54.694129879867916,BM 206.67,212849.898,382914.151,4527
-5.724355724692442,54.651086014823946,BM 206.8,346929.63,380484.717,4528
-7.334206312326463,54.783192643107995,BM 207.01,242885.764,393014.257,4529
-7.340705367372648,54.784440392096208,BM 207.02,242466.311,393149.205,4530
-6.136464785244776,54.152362113128824,BM 207.12,321802.29,324193.957,4531
-6.921032913956426,54.680531357757744,BM 207.15,269644.494,381917.256,4532
-7.169549281866511,54.673366303299204,BM 207.22,253624.406,380901.618,4533
-6.139506008902623,54.930437242936122,BM 207.46,319311.858,410788.349,4534
-6.123383291963701,54.762061921604797,BM 207.65,320847.4,392075.011,4535
-6.938761719708219,54.640671125581626,BM 207.68,268568.055,377462.784,4536
-6.929664688585159,54.690766052202463,BM 207.72,269070.369,383048.009,4537
-6.803929430098448,55.104627010729253,BM 207.73,276391.041,429248.846,4538
-6.715869193980002,54.905398341612823,BM 207.88,282418.824,407170.928,4539
-7.986176273311879,54.424551520002026,BM 207.89,200945.744,352886.791,4540
-7.986176273311879,54.424551520002026,BM 207.89,200945.744,352886.791,4541
-6.191186633702578,54.193066392238642,BM 207.97,318111.41,328631.214,4542
-7.670890801790174,54.610603795746663,BM 208.07,221313.595,373647.674,4543
-6.716343914033156,54.909454014513749,BM 208.10,282380.095,407621.832,4544
-6.716343914033156,54.909454014513749,BM 208.10,282380.095,407621.832,4545
-7.877924323496797,54.400968708322587,BM 208.42,207976.833,350268.449,4546
-7.877924323496797,54.400968708322587,BM 208.42,207976.833,350268.449,4547
-7.877924323496797,54.400968708322587,BM 208.42,207976.833,350268.449,4548
-6.829809024546412,55.10199264874425,BM 208.55,274744.189,428927.597,4549
-6.860113198487205,54.749798082203931,BM 208.57,273448.533,389689.783,4550
-6.860113198487205,54.749798082203931,BM 208.57,273448.533,389689.783,4551
-7.167993367562842,54.836810177217068,BM 208.91,253508.896,399097.222,4552
-7.167993367562842,54.836810177217068,BM 208.91,253508.896,399097.222,4553
-7.167993367562842,54.836810177217068,BM 208.91,253508.896,399097.222,4554
-7.167993367562842,54.836810177217068,BM 208.91,253508.896,399097.222,4555
-7.406416035444101,54.444918776784185,BM 209.00,238558.073,355316.416,4556
-6.860827740286184,54.841358199719778,BM 209.05,273236.868,399881.172,4557
-6.860827740286184,54.841358199719778,BM 209.05,273236.868,399881.172,4558
-6.860827740286184,54.841358199719778,BM 209.05,273236.868,399881.172,4559
-7.036017411935184,54.881156320540541,BM 209.23,261920.824,404142.521,4560
-7.036017411935184,54.881156320540541,BM 209.23,261920.824,404142.521,4561
-5.819780521994538,54.762600355870511,BM 209.27,340385.729,392700.293,4562
-6.74160160210043,54.948348103641578,BM 209.56,280682.329,411921.99,4563
-6.021757616730033,54.800160554203622,BM 209.75,327268.591,396495.255,4564
-6.004869850763061,54.92957325462114,BM 209.77,327944.07,410929.961,4565
-5.998664851177349,54.924630256118846,BM 209.79,328357.518,410391.149,4566
-5.866528017023207,54.746642051787788,BM 209.81,337431.179,390831.615,4567
-6.822207528982481,54.74535856247762,BM 209.86,275897.564,389235.93,4568
-6.822207528982481,54.74535856247762,BM 209.86,275897.564,389235.93,4569
-6.822207528982481,54.74535856247762,BM 209.86,275897.564,389235.93,4570
-6.391678791638958,54.358102820360401,BM 21.01,304607.462,346683.177,4571
-6.546171613302599,54.485370158441626,BM 21.08,294271.943,360630.491,4572
-5.864780576589822,54.590577607892001,BM 21.08,338072.101,373465.726,4573
-5.599956597006475,54.271247117446165,BM 21.08,356399.346,338481.382,4574
-5.793510293968157,54.27422787118789,BM 21.11,343781.984,338401.402,4575
-6.324286034219686,54.49858720594937,BM 21.12,308616.2,362421.388,4576
-5.696156747436939,54.425459574431322,BM 21.17,349572.357,355434.211,4577
-5.755181570071765,54.547338083858037,BM 21.19,345309.31,368874.351,4578
-6.580723256764847,54.412376182087563,BM 21.20,292196.599,352460.087,4579
-5.981412989676905,54.562689205651985,BM 21.21,330623.028,370138.983,4580
-7.484451142614816,54.803235838392013,BM 21.26,233202.616,395164.038,4581
-7.484451142614816,54.803235838392013,BM 21.26,233202.616,395164.038,4582
-5.541304590569244,54.386156473394088,BM 21.26,359773.371,351400.348,4583
-7.387446416866541,54.886802705703587,BM 21.27,239359.441,404517.128,4584
-7.418400913175229,54.909005168080199,BM 21.29,237352.388,406971.842,4585
-7.418400913175229,54.909005168080199,BM 21.29,237352.388,406971.842,4586
-6.950234482664875,55.039302285375868,BM 21.30,267162.334,421826.568,4587
-6.950234482664875,55.039302285375868,BM 21.30,267162.334,421826.568,4588
-6.221250179581557,54.715780498976144,BM 21.30,314678.986,386759.462,4589
-5.97021707691153,54.588520809897958,BM 21.30,331264.104,373034.812,4590
-6.586795420435022,54.503147672873297,BM 21.31,291599.515,362555.615,4591
-5.615311020777489,54.301449576575756,BM 21.31,355285.601,341808.496,4592
-6.534712564847902,54.707617358386244,BM 21.33,294498.647,385383.803,4593
-5.53497894300622,54.423270880019544,BM 21.34,360039.622,355544.923,4594
-6.350795265012295,54.288389296733399,BM 21.37,307446.633,338985.474,4595
-5.727671788673127,54.277791313252997,BM 21.38,348057.303,338934.118,4596
-6.60139002519891,54.499664552723218,BM 21.45,290661.808,362149.022,4597
-6.333433761282569,54.526231816590652,BM 21.46,307950.672,365484.241,4598
-6.420021799675219,54.477122376927362,BM 21.57,302467.759,359888.737,4599
-6.633387010576427,54.404933681398965,BM 21.58,288793.634,351564.061,4600
-6.462994922945581,54.380650800303357,BM 21.61,299916.73,349089.371,4601
-6.535768834830524,54.911456223224974,BM 21.62,293956.466,408072.046,4602
-5.739289854889829,54.356363754997005,BM 21.65,347020.249,347653.907,4603
-6.479723421875777,54.416930490486173,BM 21.66,298742.703,353103.853,4604
-5.588508809004496,54.319103911753139,BM 21.66,356962.82,343832.465,4605
-6.648929617207626,54.440620454415679,BM 21.68,287708.171,355516.77,4606
-6.037121809574599,54.043422275546895,BM 21.68,328628.704,312245.756,4607
-6.667363421805828,54.433856705270223,BM 21.69,286526.476,354741.119,4608
-5.676824133027728,54.343843586927356,BM 21.69,351126.464,346392.669,4609
-5.905585482780736,54.663925748448563,BM 21.70,335191.327,381549.698,4610
-7.015377997564757,55.044373644222688,BM 21.71,262989.73,422330.502,4611
-5.605350100307293,54.308742528988532,BM 21.72,355906.343,342642.057,4612
-7.327670288203953,55.00982257280949,BM 21.73,243063.943,418247.389,4613
-6.605777492251176,54.453507343127548,BM 21.76,290479.367,357005.754,4614
-6.428600023379938,54.491806145047192,BM 21.76,301875.233,361510.653,4615
-5.652630511010205,54.479725118131661,BM 21.83,352195.337,361566.578,4616
-5.673811954341281,54.276065139047788,BM 21.84,351571.209,338856.376,4617
-6.581010620076834,54.407935092220576,BM 21.87,292187.903,351965.393,4618
-6.522722076843279,54.415555174961383,BM 21.87,295954.704,352891.365,4619
-6.227007263457755,55.196485633370621,BM 21.88,312951.725,440256.65,4620
-7.326988955252717,55.001878760818116,BM 21.89,243116.049,417363.464,4621
-5.580598379620821,54.671357850856666,BM 21.89,356128.9,383050.986,4622
-5.580598379620821,54.671357850856666,BM 21.89,356128.9,383050.986,4623
-6.486317508720327,54.82700048692034,BM 21.91,297330.992,398738.581,4624
-5.986067227593551,54.533737992242322,BM 21.92,330414.32,366908.174,4625
-6.580018472483857,54.410536387595471,BM 21.93,292246.484,352256.23,4626
-5.942383018463311,54.607756111498752,BM 21.94,333000.485,375227.966,4627
-5.707589784960617,54.778619394117179,BM 21.96,347547.716,394713.441,4628
-6.217664610010255,54.713964476133363,BM 21.98,314915.167,386563.195,4629
-7.171613724263301,54.67448799280313,BM 210.11,253489.749,381024.908,4630
-7.748173617488067,54.62788301060408,BM 210.16,216313.109,375550.533,4631
-7.748173617488067,54.62788301060408,BM 210.16,216313.109,375550.533,4632
-7.322442756234258,54.463309020560018,BM 210.18,243986.176,357412.719,4633
-7.053644250572497,54.85118132020569,BM 210.36,260834.586,400790.273,4634
-6.772316353591076,55.007349286709527,BM 210.52,278599.027,418454.936,4635
-6.772316353591076,55.007349286709527,BM 210.52,278599.027,418454.936,4636
-7.301321719949557,54.794585073817032,BM 210.59,244988.899,394303.066,4637
-7.301321719949557,54.794585073817032,BM 210.59,244988.899,394303.066,4638
-6.152178787426099,54.932381609714618,BM 210.60,318493.872,410983.244,4639
-7.624895770354468,54.18855958304438,BM 210.65,224535.867,326682.471,4640
-7.624895770354468,54.18855958304438,BM 210.65,224535.867,326682.471,4641
-6.278689536432532,54.979125757076147,BM 210.65,310257.325,415979.497,4642
-6.122675904350221,54.765746211459117,BM 210.66,320881.949,392486.303,4643
-5.875206879877831,54.744872037631559,BM 210.70,336878.367,390617.65,4644
-5.947949233608426,54.918354777037273,BM 210.70,331629.01,409786.846,4645
-6.038693377014049,54.316533937944769,BM 210.80,327681.61,342637.982,4646
-6.106440339693834,54.579520402566786,BM 210.88,322486.009,371787.227,4647
-6.106440339693834,54.579520402566786,BM 210.88,322486.009,371787.227,4648
-7.59430034059953,54.616382793642828,BM 210.97,226258.712,374316.886,4649
-7.59430034059953,54.616382793642828,BM 210.97,226258.712,374316.886,4650
-7.276980266095375,54.43435348080417,BM 211.06,246967.356,354218.888,4651
-6.629405313297472,54.18497390440028,BM 211.17,289527.973,327086.618,4652
-5.885797250611581,54.765052974548517,BM 211.75,336128.753,392843.13,4653
-7.111608767257064,54.944465367531983,BM 211.88,256979.713,411125.987,4654
-6.119322130014726,54.754594341701406,BM 212.03,321131.083,391250.851,4655
-7.304339482413591,54.804462452817141,BM 212.04,244783.877,395400.695,4656
-6.974862118110785,54.602783874057046,BM 212.04,266298.84,373210.754,4657
-6.1223188115534,55.195661329307825,BM 212.10,319619.921,440339.361,4658
-6.1223188115534,55.195661329307825,BM 212.10,319619.921,440339.361,4659
-6.978319608524103,54.723781828720483,BM 212.12,265879.386,386676.436,4660
-5.914385490299717,54.82439494426329,BM 212.23,334092.382,399392.72,4661
-5.914384803532799,54.824394078904803,BM 212.23,334092.429,399392.625,4662
-6.59892134271938,54.292432953813773,BM 212.29,291280.555,339086.167,4663
-6.866174736671889,54.691384332190921,BM 212.41,273163.323,383181.125,4664
-6.944208231235243,54.639929413523632,BM 212.43,268217.651,377374.92,4665
-6.983525335510476,54.727205951269347,BM 212.60,265538.448,387052.725,4666
-7.609071402844632,54.185802541663563,BM 212.71,225570.596,326381.186,4667
-6.586582823464738,54.198570865275137,BM 212.74,292293.176,328655.085,4668
-7.032823160794099,54.683224418352204,BM 212.75,262429.841,382111.935,4669
-6.076994166321494,55.180483639910648,BM 212.87,322552.43,438728.585,4670
-6.076994166321494,55.180483639910648,BM 212.87,322552.43,438728.585,4671
-6.076994166321494,55.180483639910648,BM 212.87,322552.43,438728.585,4672
-6.857414059367358,54.747878103669798,BM 212.99,273625.812,389478.888,4673
-6.857411994207439,54.747873682301332,BM 212.99,273625.953,389478.398,4674
-7.010328340344806,54.788468556865837,BM 213.30,263715.371,393847.63,4675
-7.010328340344806,54.788468556865837,BM 213.30,263715.371,393847.63,4676
-5.996283159958318,54.315317547420804,BM 213.49,330444.97,342580.208,4677
-6.549751237348107,54.243940934392043,BM 213.70,294593.03,333753.595,4678
-6.076063138080458,54.894045955072741,BM 213.81,323489.6,406847.807,4679
-6.55291716009831,54.192772375627214,BM 213.84,294503.396,328054.206,4680
-6.085482421429864,55.191478024757657,BM 213.84,321978.167,439937.489,4681
-6.085482421429864,55.191478024757657,BM 213.84,321978.167,439937.489,4682
-6.085482421429864,55.191478024757657,BM 213.84,321978.167,439937.489,4683
-6.067996312634925,54.900534937503885,BM 213.86,323987.172,407584.312,4684
-6.119676389900358,55.158682988472776,BM 214.21,319899.123,436227.839,4685
-6.119676389900358,55.158682988472776,BM 214.21,319899.123,436227.839,4686
-7.41494280271775,54.687158759433856,BM 214.22,237780.391,382277.348,4687
-7.41494280271775,54.687158759433856,BM 214.22,237780.391,382277.348,4688
