X,Y,BM_Height,Easting,Northing,OBJECTID
-7.38862719496207,54.777366131373334,BM 120.24,239390,392333.74,2047
-6.405398235842272,54.110157980430941,BM 120.24,304339.115,319066.732,2048
-7.610780483101867,54.567424234414439,BM 120.25,225224.217,368860.836,2049
-6.082112596084043,54.362827865602405,BM 120.26,324716.216,347712.551,2050
-6.159897084976042,54.738187146493608,BM 120.32,318566.987,389355.367,2051
-6.050612636861704,55.170836423478413,BM 120.32,324262.841,437701.415,2052
-6.050612636861704,55.170836423478413,BM 120.32,324262.841,437701.415,2053
-6.355532999194768,55.081547950254446,BM 120.40,305069.515,427261.954,2054
-6.355532999194768,55.081547950254446,BM 120.40,305069.515,427261.954,2055
-6.03378427414424,54.251390010261424,BM 120.40,328203.157,335396.792,2056
-5.978720965458147,54.623926027750905,BM 120.41,330601.053,376959.475,2057
-7.320077764690511,54.405076355157597,BM 120.50,244202.147,350932.059,2058
-7.557760291379222,54.497461301583975,BM 120.54,228702.696,361093.013,2059
-5.955743688148478,54.669702622637175,BM 120.55,331936.581,382097.25,2060
-6.167752454694297,54.591141090535345,BM 120.63,318488.289,372975.534,2061
-7.356733819482402,54.996104690975926,BM 120.64,241218.532,416702.744,2062
-6.403009423624425,54.144636223668854,BM 120.69,304408.623,322907.611,2063
-6.909388611399462,54.506883294455115,BM 120.71,270695.577,362599.516,2064
-6.094510159402984,54.917463885628692,BM 120.73,322235.205,409421.965,2065
-7.307312076796488,54.407062709312719,BM 120.76,245028.954,351161.247,2066
-7.067119458065019,54.896239602530741,BM 120.76,259902.244,405794.557,2067
-5.930546457260173,54.304776991109506,BM 120.77,334756.785,341530.701,2068
-6.006785172534087,54.68045758787364,BM 120.77,328610.013,383199.568,2069
-7.260572298617893,54.413001346954921,BM 120.81,248057.061,351853.16,2070
-7.529151833459012,54.503397147623623,BM 120.82,230551.902,361765.808,2071
-7.529151833459012,54.503397147623623,BM 120.82,230551.902,361765.808,2072
-7.116181235783963,54.557588067688549,BM 120.85,257229.493,368055.689,2073
-7.13610424198665,54.888786809072101,BM 120.86,255486.504,404908.099,2074
-6.304501342657172,55.202194712050698,BM 120.86,308001.985,440769.452,2075
-5.752746198967044,54.766021716848002,BM 120.88,344687.693,393217.307,2076
-6.411900855205815,54.848189528391259,BM 120.92,302059.799,401202.999,2077
-6.232260159176509,54.9136321879405,BM 120.98,313413.928,408763.663,2078
-6.342455657935975,55.236031764545018,BM 120.98,305496.093,444477.942,2079
-5.922826932869559,54.30551868186113,BM 121.05,335256.775,341628.019,2080
-6.035607444340089,54.412909817872787,BM 121.06,327583.346,353369.701,2081
-6.90304512782578,54.521791629400795,BM 121.10,271080.594,364265.38,2082
-5.859917409211453,54.567588637924899,BM 121.11,338464.343,370916.75,2083
-7.083727065631946,54.92585289480111,BM 121.13,258793.564,409077.065,2084
-5.857919737640557,54.858739024884805,BM 121.15,337604.011,403324.653,2085
-6.430106012116622,54.286326426533783,BM 121.18,302287.359,338638.018,2086
-6.131936748957879,54.889437846735511,BM 121.19,319918.826,406237.807,2087
-6.416659479771393,54.098087295158415,BM 121.24,303632.753,317706.739,2088
-7.226661200465144,54.535728477571908,BM 121.26,250108.605,365538.116,2089
-7.404928117126429,54.471294495965488,BM 121.27,238629.774,358253.258,2090
-7.37672854516651,54.754922438281035,BM 121.30,240177.88,389842.03,2091
-5.851831074482136,54.486859898114211,BM 121.47,339261.778,361948.144,2092
-6.342769496725808,54.145567643037488,BM 121.51,308342.407,323101.92,2093
-7.62621620654506,54.734775659256897,BM 121.56,224126.565,387485.017,2094
-5.911879971494521,54.807482742915951,BM 121.58,334309.492,397515.201,2095
-5.911879971494521,54.807482742915951,BM 121.58,334309.492,397515.201,2096
-6.099024870466327,54.448614096402132,BM 121.60,323359.268,357230.491,2097
-5.954042603474411,54.955982592474498,BM 121.61,331115.865,413963.465,2098
-6.708095425075231,54.282968490003064,BM 121.63,284191.319,337897.009,2099
-5.88089208261502,54.497992727670983,BM 121.64,337341.416,363130.039,2100
-7.182701375999824,54.556482459420771,BM 121.66,252927.318,367880.542,2101
-7.541846561302533,54.414567560562993,BM 121.67,229793.883,351872.192,2102
-6.963411694504939,54.495728627074172,BM 121.67,267214.517,361304.95,2103
-5.946331058189365,54.481209117374767,BM 121.70,333156.882,361136.366,2104
-6.852076180301461,55.033958127591944,BM 121.74,273447.346,421330.331,2105
-6.852076180301461,55.033958127591944,BM 121.74,273447.346,421330.331,2106
-7.255743214044585,54.494632551530557,BM 121.78,248274.5,360943.187,2107
-7.317693944614498,54.697547347731941,BM 121.78,244040.924,383490.435,2108
-6.601601571664637,55.18929355951483,BM 121.78,289115.578,438913.728,2109
-7.602341929214299,54.497943342081214,BM 121.80,225813.806,361129.421,2110
-7.529116015570574,54.419918351981792,BM 121.84,230616.418,352473.272,2111
-6.81601717427256,54.657517783664645,BM 121.84,276461.184,379464.727,2112
-6.017676557557332,54.380762946602445,BM 121.84,328848.034,349824.54,2113
-7.185659146080387,54.55342530419248,BM 121.88,252739.898,367538.012,2114
-6.600452934399074,55.186852419207902,BM 121.88,289194.185,438643.449,2115
-6.420013498563227,54.096256891426201,BM 121.88,303417.899,317498.111,2116
-7.660436650135676,54.573968668271839,BM 121.93,222008.804,369572.694,2117
-6.194681604018725,54.288681680520966,BM 121.99,317611.075,339266.969,2118
-6.87269098640778,54.582840073475275,BM 122.04,272937.094,371091.896,2119
-6.017819615885046,54.263872424181173,BM 122.06,329204.544,336815.104,2120
-7.756821566852572,54.593644895717119,BM 122.08,215767.771,371737.177,2121
-7.756821566852572,54.593644895717119,BM 122.08,215767.771,371737.177,2122
-7.756821566852572,54.593644895717119,BM 122.08,215767.771,371737.177,2123
-7.756821566852572,54.593644895717119,BM 122.08,215767.771,371737.177,2124
-7.756821566852572,54.593644895717119,BM 122.08,215767.771,371737.177,2125
-7.756821566852572,54.593644895717119,BM 122.08,215767.771,371737.177,2126
-7.894052989807046,54.440228460777455,BM 122.10,206922.741,354637.015,2127
-6.299831801472268,54.355245216382102,BM 122.22,310585.676,346505.287,2128
-7.629297886586624,54.733783958667644,BM 122.23,223928.635,387373.565,2129
-5.979899989896571,54.679325778220104,BM 122.23,330347.488,383123.176,2130
-7.492795342265286,54.582397509647784,BM 122.28,232843.746,370576.319,2131
-6.144113527715673,54.450957316384027,BM 122.29,320427.954,357413.239,2132
-7.322050079314928,54.700961673799995,BM 122.30,243756.388,383867.793,2133
-6.734277091290531,55.016143434768864,BM 122.30,281015.035,419477.289,2134
-6.148917870308877,54.552983135457417,BM 122.38,319817.52,368760.443,2135
-6.01133976469072,54.261742555711692,BM 122.38,329633.39,336589.947,2136
-7.128774626717363,54.890838352717743,BM 122.42,255954.009,405142.308,2137
-6.122833376860485,54.645499168425403,BM 122.42,321229.906,379102.271,2138
-6.109638951487244,54.897258929682309,BM 122.47,321325.956,407146.739,2139
-6.733761390678117,55.053141272621694,BM 122.48,280973.397,423596.441,2140
-5.93977696776755,54.495938696832916,BM 122.48,333533.614,362788.108,2141
-7.134512676287599,54.56017107782597,BM 122.50,256039.979,368328.46,2142
-6.158826842865877,54.589528030864301,BM 122.57,319069.897,372811.08,2143
-6.028677795427446,54.416236138808799,BM 122.64,328022.82,353752.477,2144
-7.322226079617414,54.94058075631073,BM 122.68,243486.975,410542.452,2145
-7.1901082287186,54.506238271738759,BM 122.70,252512.529,362282.054,2146
-6.479707727686827,55.029950402531746,BM 122.93,297264.932,421338.713,2147
-6.25209523268497,55.140956637809957,BM 122.93,311509.165,434035.251,2148
-6.640618051516643,54.302956214724553,BM 123.00,288543.038,340204.322,2149
-6.153187721467491,55.192526401234701,BM 123.00,317663.649,439937.925,2150
-5.842514477896948,54.828328335390879,BM 123.01,338697.386,399970.371,2151
-5.842514477896948,54.828328335390879,BM 123.01,338697.386,399970.371,2152
-7.180825167908152,54.552397072253555,BM 123.07,253054.005,367427.188,2153
-6.744364046311647,55.027702998325289,BM 123.10,280346.702,420752.448,2154
-6.744364046311647,55.027702998325289,BM 123.10,280346.702,420752.448,2155
-6.172508623235088,54.120800194280655,BM 123.12,319538.474,320619.801,2156
-7.027311164079159,54.583835575612028,BM 123.13,262938.581,371053.337,2157
-7.524088995372618,54.585617504588946,BM 123.15,230817.915,370920.606,2158
-6.015367691870526,54.424543365619549,BM 123.16,328860.713,354701.302,2159
-6.905513539364732,54.463820687812088,BM 123.17,271021.15,357810.057,2160
-7.429223307192423,54.688807292217149,BM 123.19,236857.916,382453.277,2161
-7.429223307192423,54.688807292217149,BM 123.19,236857.916,382453.277,2162
-6.159946338735947,54.127818551662962,BM 123.22,320339.429,321422.207,2163
-5.952510912310027,54.22465420234041,BM 123.22,333586.049,332571.995,2164
-6.017580481705168,54.37989409359939,BM 123.23,328856.997,349728.017,2165
-6.308171633984482,54.978484568636041,BM 123.26,308371.61,415862.063,2166
-7.673984223342986,54.724055283492383,BM 123.28,221055.022,386276.245,2167
-7.673984223342986,54.724055283492383,BM 123.28,221055.022,386276.245,2168
-7.673984223342986,54.724055283492383,BM 123.28,221055.022,386276.245,2169
-7.475225605384965,54.700591471247222,BM 123.34,233881.426,383741.934,2170
-7.475225605384965,54.700591471247222,BM 123.34,233881.426,383741.934,2171
-6.048905550644795,54.420189812753669,BM 123.34,326697.645,354155.933,2172
-7.268108362431242,54.94558532930651,BM 123.36,246949.512,411134.523,2173
-5.956051366650189,54.670798042960094,BM 123.42,331913.183,382218.59,2174
-6.143773189832686,54.884454659779379,BM 123.47,319174.098,405662.948,2175
-6.389260805764476,54.855806150348585,BM 123.53,303494.457,402084.011,2176
-5.961763863596301,54.490647690427132,BM 123.57,332126.307,362157.747,2177
-7.41703086326052,54.618213934073196,BM 123.72,237709.465,374601.347,2178
-5.904563234062469,54.811259366045391,BM 123.72,334767.3,397949.578,2179
-6.253794148536469,54.275289355644787,BM 123.73,313798.947,337679.52,2180
-6.15933807382346,54.594853152414899,BM 123.74,319021.325,373402.906,2181
-8.044211405261931,54.41748773721767,BM 123.77,197178.251,352101.266,2182
-5.877279023343249,54.511300180302577,BM 123.77,337530.763,364618.129,2183
-6.162247734549694,54.590167089300373,BM 123.79,318846.92,372876.419,2184
-7.262199110716418,54.356600779123163,BM 123.80,248017.198,345573.928,2185
-7.3377359597861,54.839155845447678,BM 123.80,242599.782,399242.013,2186
-7.312705989810326,54.479255398465547,BM 123.81,244600.23,359193.915,2187
-6.138540077075529,54.401086933353241,BM 123.82,320936.18,351872.316,2188
-7.080113265339799,54.864753752362844,BM 123.97,259114.631,402278.506,2189
-7.333009492798192,54.837109576586847,BM 124.06,242905.63,399017.1,2190
-6.412481298240623,54.170507184083405,BM 124.06,303725.001,325773.062,2191
-6.744491276942893,55.038842624205394,BM 124.11,280316.288,421992.353,2192
-6.381324730800249,54.786107649252919,BM 124.15,304183.322,394337.673,2193
-5.919826896617582,54.80318236037099,BM 124.15,333812.808,397021.375,2194
-5.919826896617582,54.80318236037099,BM 124.15,333812.808,397021.375,2195
-6.436061386091342,54.214563090842333,BM 124.17,302076.575,330642.11,2196
-7.472210269402515,54.509782118711449,BM 124.18,234235.445,362502.756,2197
-5.849845403242297,54.556652377305277,BM 124.18,339152.917,369719.495,2198
-6.456830929873273,55.036623419274925,BM 124.21,298711.292,422113.575,2199
-6.123174885169345,54.198033504669823,BM 124.23,322535.41,329299.866,2200
-6.850460068805058,55.043367512931908,BM 124.29,273533.446,422379.487,2201
-6.356643094940041,55.049504876882992,BM 124.31,305082.538,423693.477,2202
-5.760415236416671,54.624340529362428,BM 124.31,344697.514,377433.299,2203
-6.346897530730311,55.235329998348028,BM 124.32,305215.394,444393.115,2204
-7.216184777065053,54.532520534787729,BM 124.35,250790.738,365188.532,2205
-7.192791568209446,54.380532295794865,BM 124.39,252499.172,348287.269,2206
-6.078976651074315,54.381470023209651,BM 124.39,324863.461,349792.897,2207
-7.501495282997696,54.691862722303789,BM 124.42,232194.693,382757.893,2208
-6.308130713666161,54.96347659626668,BM 124.43,308414.644,414191.583,2209
-6.747413446149213,55.038479159705297,BM 124.52,280130.201,421948.54,2210
-7.392249224238444,54.991827405499556,BM 124.53,238949.64,416206.235,2211
-7.513470879996376,54.425002254568547,BM 124.58,231628.12,353046.096,2212
-6.78600267056113,54.701184347701549,BM 124.64,278314.12,384358.475,2213
-7.204709888247653,54.382689591501602,BM 124.80,251722.05,348518.595,2214
-5.945809618794282,54.780882246705893,BM 124.80,332214.994,394490.096,2215
-7.22364887406807,54.534301265168189,BM 124.90,250305.351,365381.394,2216
-7.452427449502081,54.474037971901822,BM 124.92,235547.821,358533.643,2217
-5.945668060501471,54.494284733261978,BM 124.94,333157.35,362592.868,2218
-6.83989022256117,54.611059993809981,BM 124.99,275005.942,374267.642,2219
-6.233390150976271,54.249855450309525,BM 125.00,315198.843,334881.894,2220
-7.523606159971517,54.421273251139816,BM 125.02,230973.073,352626.5,2221
-6.444616013931484,54.196438075321751,BM 125.03,301562.974,328612.47,2222
-6.144092085979394,54.556371852955067,BM 125.04,320119.765,369145.84,2223
-7.097232858752052,54.898931508913186,BM 125.05,257966.344,406068.89,2224
-6.158101025551182,54.59060717971105,BM 125.07,319113.663,372932.42,2225
-5.959408493494775,54.762720800788721,BM 125.11,331399.008,392443.179,2226
-6.815020297297473,54.772568429027039,BM 125.13,276309.211,392272.595,2227
-5.975134419938039,54.626715660823344,BM 125.15,330823.721,377276.627,2228
-7.815133342893732,54.645512632882379,BM 125.16,211983.197,377499.611,2229
-7.815133342893732,54.645512632882379,BM 125.16,211983.197,377499.611,2230
-5.963002299814669,54.673809227815028,BM 125.23,331455.081,382540.694,2231
-6.662707028510604,54.932924471037765,BM 125.26,285770.157,410298.872,2232
-6.046460625358903,54.416985082744468,BM 125.30,326866.226,353803.66,2233
-6.087545496565162,55.065011533676277,BM 125.32,322232.503,425857.105,2234
-6.173719196117118,54.592355557782007,BM 125.34,318099.117,373100.665,2235
-6.066607388972788,54.303284753591207,BM 125.36,325905.748,341113.25,2236
-6.441803927043631,54.215084210007184,BM 125.38,301700.693,330691.827,2237
-6.253768145701703,54.282054608733894,BM 125.38,313782,338432.519,2238
-5.968093531195379,54.690231081084889,BM 125.39,331073.771,384358.901,2239
-5.859470714021,54.527852454818586,BM 125.43,338627.902,366495.242,2240
-6.383153780409256,54.880300239041055,BM 125.44,303823.679,404819.487,2241
-5.891446886552621,54.503650642589989,BM 125.45,336638.813,363739.181,2242
-7.185205461354314,54.613334476420192,BM 125.46,252691.924,374207.207,2243
-5.940380297229537,54.518806926371198,BM 125.46,333419.993,365332.082,2244
-7.376996358915149,54.242651049001957,BM 125.49,240665.742,332817.837,2245
-6.143888844986716,54.555912705739857,BM 125.50,320134.262,369095.084,2246
-6.597772689969927,54.136963450293401,BM 125.52,291699.049,321783.522,2247
-6.119155080487423,54.538955599650421,BM 125.52,321784.786,367250.299,2248
-7.442108338682132,54.55987823168487,BM 125.55,236140.991,368094.365,2249
-6.738583183608168,55.044197228069898,BM 125.55,280683.228,422595.224,2250
-6.220162936209122,54.131586497299587,BM 125.58,316392.699,321740.747,2251
-6.141692082961104,54.584439256064016,BM 125.60,320192.416,372273.854,2252
-6.226070370768745,54.178269275044435,BM 125.61,315876.119,326926.602,2253
-7.190768394749306,54.378845150852776,BM 125.65,252632.788,348100.977,2254
-6.141172052312878,54.583814118205503,BM 125.65,320227.874,372205.165,2255
-7.825216678888816,54.340241386217066,BM 125.70,211416.792,343515.775,2256
-6.490631112624226,54.222358460880081,BM 125.74,298498.277,331432.256,2257
-5.94855428553339,54.403723447821442,BM 125.80,333264.149,352508.465,2258
-6.07672819204721,55.191546160325551,BM 125.81,322535.417,439960.411,2259
-7.265875902899987,54.765382417848166,BM 125.82,247302.865,391075.522,2260
-7.001257106914617,54.4566811455691,BM 125.84,264824.085,356923.012,2261
-5.857145857097267,54.49583593055133,BM 125.91,338886.97,362936.608,2262
-7.99430255769717,54.38564799916454,BM 125.98,200418.648,348556.112,2263
-7.99430255769717,54.38564799916454,BM 125.98,200418.648,348556.112,2264
-7.99430255769717,54.38564799916454,BM 125.98,200418.648,348556.112,2265
-7.145126237748434,54.605756427186485,BM 126.02,255291.632,373394.423,2266
-6.380923103629259,54.875541777555604,BM 126.03,303979.088,404293.13,2267
-7.133056194474279,54.895727375166011,BM 126.06,255672.531,405683.149,2268
-7.133056194474279,54.895727375166011,BM 126.06,255672.531,405683.149,2269
-6.220121988003044,54.128751979475275,BM 126.06,316403.321,321425.348,2270
-6.074946252764668,54.373368116474218,BM 126.10,325149.938,348898.337,2271
-5.958965738129677,54.223997643339999,BM 126.10,333167.234,332486.734,2272
-6.23151427087863,54.859764752393559,BM 126.14,313613.225,402769.024,2273
-6.126403873648921,54.892409497285023,BM 126.22,320264.966,406578.055,2274
-7.072325576451592,54.600628628483442,BM 126.26,260003.532,372883.305,2275
-7.485254756522619,54.452800690389729,BM 126.38,233436.926,356153.523,2276
-6.119364576273825,54.92313821743398,BM 126.38,320624.669,410010.44,2277
-6.218175682539167,54.13623607390803,BM 126.40,316509.54,322261.493,2278
-6.438109618517383,54.869348013539465,BM 126.40,300323.894,403520.316,2279
-6.150103323643161,55.103091810929634,BM 126.43,318123.964,429988.159,2280
-6.150103323643161,55.103091810929634,BM 126.43,318123.964,429988.159,2281
-6.150103323643161,55.103091810929634,BM 126.43,318123.964,429988.159,2282
-7.313298945682298,54.697022456630251,BM 126.46,244324.865,383434.769,2283
-6.000484277007028,54.678633948910019,BM 126.52,329022.147,383008.158,2284
-7.6854146544692,54.718964332341471,BM 126.55,220321.051,385706.146,2285
-7.6854146544692,54.718964332341471,BM 126.55,220321.051,385706.146,2286
-7.6854146544692,54.718964332341471,BM 126.55,220321.051,385706.146,2287
-5.928415304171183,54.520260106028857,BM 126.61,334189.917,365516.57,2288
-5.889194605215719,54.472367423966936,BM 126.65,336889.165,360261.939,2289
-6.912467898825874,54.420995794317939,BM 126.68,270643.85,353036.198,2290
-6.048466038899173,55.098395687702521,BM 126.68,324625.074,429642.035,2291
-7.346539779865224,54.480466530213157,BM 126.73,242405.834,359307.835,2292
-5.905794713464042,54.486034470086359,BM 126.73,335767.88,361750.841,2293
-5.934311254253535,54.498199219479091,BM 126.75,333880.308,363050.077,2294
-6.051318008981092,54.774566249897759,BM 126.85,325447.02,393593.3,2295
-6.124922198308755,54.380585621399021,BM 126.89,321881.2,349614.039,2296
-6.065494518110184,55.182605230220425,BM 126.90,323278.365,438984.991,2297
-6.065494518110184,55.182605230220425,BM 126.90,323278.365,438984.991,2298
-6.065494518110184,55.182605230220425,BM 126.90,323278.365,438984.991,2299
-6.226030848777349,54.861657300684662,BM 126.92,313959.974,402988.583,2300
-6.732075939724417,55.056047993713712,BM 126.95,281075.236,423921.968,2301
-7.288134374079877,54.645515950670202,BM 126.96,246005.531,377717.309,2302
-7.139960750386799,54.899250739724955,BM 126.98,255224.717,406069.91,2303
-7.139960750386799,54.899250739724955,BM 126.98,255224.717,406069.91,2304
-7.572132747072294,54.518454308729027,BM 127.01,227757.238,363424.138,2305
-6.407446692961693,54.859435076128342,BM 127.10,302317.424,402461.24,2306
-6.101838930149663,54.194504711383104,BM 127.10,323938.252,328944.355,2307
-7.308762033254315,54.676352524376433,BM 127.11,244640.053,381136.685,2308
-6.003628340160966,54.260648216306009,BM 127.11,330139.263,336482.346,2309
-6.121151599233044,54.893812405741961,BM 127.13,320597.739,406743.238,2310
-6.105409794154593,54.192470303471922,BM 127.16,323711.29,328711.68,2311
-7.565091714085029,54.670235946148608,BM 127.23,228108.589,380323.106,2312
-7.141017126389384,54.959272053596877,BM 127.24,255074.919,412750.766,2313
-7.319601338109283,54.473538046435074,BM 127.30,244159.421,358553.142,2314
-6.203568002691807,54.297156978902741,BM 127.45,317008.424,340195.469,2315
-7.754373206992845,54.257433656644828,BM 127.50,216056.735,334311.86,2316
-7.754373206992845,54.257433656644828,BM 127.50,216056.735,334311.86,2317
-6.860421564188139,54.657914681317386,BM 127.50,273594.787,379461.487,2318
-6.086859045305535,54.357056008472078,BM 127.51,324425.163,347061.781,2319
-6.333463623738624,54.114113599650466,BM 127.56,309033.012,319615.493,2320
-7.182196298652335,54.533037932045289,BM 127.59,252990.354,365271.186,2321
-6.411643557290115,54.155372216831253,BM 127.59,303817.583,324089.792,2322
-6.114659256306306,54.895723376619337,BM 127.61,321008.517,406967.138,2323
-7.322480363719442,54.413752274891309,BM 127.62,244036.834,351896.307,2324
-6.951241415745217,54.985164735828903,BM 127.68,267188.38,415798.938,2325
-6.10351500469405,54.729968508286781,BM 127.71,322222.786,388537.345,2326
-6.554733181085216,54.094213045933706,BM 127.76,294609.241,317082.074,2327
-6.877354897274254,54.644518161362576,BM 127.79,272525.828,377952.661,2328
-5.890811622022048,54.884856692713953,BM 127.84,335404.576,406167.431,2329
-7.166565769813937,54.502738166708731,BM 127.88,254042.172,361910.257,2330
-6.108928733568788,54.197110391697713,BM 127.89,323467.799,329221.935,2331
-6.113564154253677,54.919632457669543,BM 127.91,321007.036,409630.239,2332
-7.554216180650907,54.626413443130943,BM 127.93,228841.257,375449.194,2333
-7.554216180650907,54.626413443130943,BM 127.93,228841.257,375449.194,2334
-6.432584609431623,54.231436901566262,BM 127.95,302261.672,332525.194,2335
-7.417554587596982,54.777744024807852,BM 127.96,237528.199,392359.955,2336
-7.417554587596982,54.777744024807852,BM 127.96,237528.199,392359.955,2337
-6.030651608046959,54.400443540192668,BM 127.98,327943.856,351991.249,2338
-6.030651608046959,54.400443540192668,BM 127.98,327943.856,351991.249,2339
-6.030651608046959,54.400443540192668,BM 127.98,327943.856,351991.249,2340
-7.40852698820687,54.410713148623785,BM 128.01,238453.116,351507.664,2341
-6.758988291308439,55.085094643522851,BM 128.06,279298.04,427124.556,2342
-6.14125415134671,54.551432341482204,BM 128.09,320317.887,368600.923,2343
-5.855822017287148,54.493414070478529,BM 128.10,338980.947,362669.686,2344
-5.981347437632765,54.624811407182158,BM 128.23,330428.602,377053.137,2345
-7.405561507910916,54.412005929308791,BM 128.24,238644.449,351653.191,2346
-5.872828094297749,54.570063804906269,BM 128.24,337621.095,371166.873,2347
-7.144682462360646,54.54072577942555,BM 128.25,255408.41,366155.851,2348
-6.152596411834483,54.587601371086137,BM 128.26,319478.252,372607.212,2349
-7.748520469957755,54.576151891395945,BM 128.27,216311.341,369791.756,2350
-7.368092977511313,55.01161382378762,BM 128.28,240475.923,418422.671,2351
-7.368092977511313,55.01161382378762,BM 128.28,240475.923,418422.671,2352
-7.507584250571292,54.67569449984282,BM 128.34,231814.677,380955.269,2353
-6.85309967930872,55.015701145634438,BM 128.34,273415.256,419296.884,2354
-6.85309967930872,55.015701145634438,BM 128.34,273415.256,419296.884,2355
-5.867032172505014,54.85527094984154,BM 128.41,337030.696,402920.8,2356
-5.867032172505014,54.85527094984154,BM 128.41,337030.696,402920.8,2357
-6.130742481285662,54.563538516393038,BM 128.42,320962.129,369966.373,2358
-7.081772865113066,54.866228898649119,BM 128.44,259005.917,402441.321,2359
-6.353678788690887,55.063913796105993,BM 128.46,305234.186,425301.833,2360
-7.512230844206536,54.418843856963271,BM 128.47,231713.358,352361.128,2361
-7.538996149845009,54.545803785769159,BM 128.51,229883.194,366482.184,2362
-7.042707259526275,54.589611392276737,BM 128.58,261934.402,371682.601,2363
-6.404488000959883,54.213534741840547,BM 128.76,304138.775,330573.744,2364
-6.029541789285374,54.256876176437451,BM 128.77,328462.588,336015.076,2365
-7.168820371344949,54.504662860342044,BM 128.87,253893.58,362122.775,2366
-6.461572146648217,54.127268469430533,BM 128.89,300624.048,320889.695,2367
-5.927077341123742,54.299779013276122,BM 128.94,334998.924,340981.102,2368
-6.403502553197137,54.836577851537271,BM 128.95,302628.676,399922.766,2369
-5.997034945649227,54.771823318551718,BM 128.96,328948.419,393386.457,2370
-6.404510789209494,54.933821117064987,BM 128.97,302317.218,410745.513,2371
-5.951695426458047,54.492884631322958,BM 128.98,332771.403,362425.656,2372
-7.498704322637039,54.69127978844913,BM 129.00,232375.132,382694.283,2373
-6.41118528109812,54.25483332333998,BM 129.11,303598.409,335160.413,2374
-6.885278045307985,54.537649158952853,BM 129.13,272203.055,366048.602,2375
-7.576721134715246,54.735119397314179,BM 129.16,227314.674,387541.407,2376
-6.115487156222079,54.920926346124574,BM 129.20,320879.869,409770.934,2377
