Councils,Variable,Date,Value ($000)
Upper Hutt City,18 Other Assets,2016,2011
Upper Hutt City,19 Total Assets,2016,485038
Upper Hutt City,20 Public Debt,2016,28945
Upper Hutt City,21 Non-current,2016,27880
Upper Hutt City,22 Current,2016,1065
Upper Hutt City,23 Other Liabilities,2016,4550
Upper Hutt City,24 Total Liabilities,2016,33495
Upper Hutt City,25 Equity,2016,451543
Waikato District,14 Monetary Assets,2007,5979
Waikato District,16 Fixed Assets,2007,715727
Waikato District,17 Investment properties,2007,4302
Waikato District,18 Other Assets,2007,8161
Waikato District,19 Total Assets,2007,734169
Waikato District,20 Public Debt,2007,19314
Waikato District,21 Non-current,2007,16905
Waikato District,22 Current,2007,2409
Waikato District,23 Other Liabilities,2007,7287
Waikato District,24 Total Liabilities,2007,26601
Waikato District,25 Equity,2007,707568
Waikato District,14 Monetary Assets,2008,6731
Waikato District,16 Fixed Assets,2008,730948
Waikato District,17 Investment properties,2008,4420
Waikato District,18 Other Assets,2008,8426
Waikato District,19 Total Assets,2008,750525
Waikato District,20 Public Debt,2008,19605
Waikato District,21 Non-current,2008,17020
Waikato District,22 Current,2008,2585
Waikato District,23 Other Liabilities,2008,7344
Waikato District,24 Total Liabilities,2008,26949
Waikato District,25 Equity,2008,723576
Waikato District,14 Monetary Assets,2009,5643
Waikato District,16 Fixed Assets,2009,780762
Waikato District,17 Investment properties,2009,4533
Waikato District,18 Other Assets,2009,8881
Waikato District,19 Total Assets,2009,799819
Waikato District,20 Public Debt,2009,19037
Waikato District,21 Non-current,2009,16196
Waikato District,22 Current,2009,2841
Waikato District,23 Other Liabilities,2009,7406
Waikato District,24 Total Liabilities,2009,26443
Waikato District,25 Equity,2009,773376
Waikato District,14 Monetary Assets,2010,9487
Waikato District,16 Fixed Assets,2010,792332
Waikato District,17 Investment properties,2010,4638
Waikato District,18 Other Assets,2010,9435
Waikato District,19 Total Assets,2010,815892
Waikato District,20 Public Debt,2010,16203
Waikato District,21 Non-current,2010,13867
Waikato District,22 Current,2010,2336
Waikato District,23 Other Liabilities,2010,7479
Waikato District,24 Total Liabilities,2010,23682
Waikato District,25 Equity,2010,792210
Waikato District,14 Monetary Assets,2011,9859
Waikato District,16 Fixed Assets,2011,806877
Waikato District,17 Investment properties,2011,4735
Waikato District,18 Other Assets,2011,9845
Waikato District,19 Total Assets,2011,831316
Waikato District,20 Public Debt,2011,13881
Waikato District,21 Non-current,2011,11610
Waikato District,22 Current,2011,2271
Waikato District,23 Other Liabilities,2011,7556
Waikato District,24 Total Liabilities,2011,21437
Waikato District,25 Equity,2011,809879
Waikato District,14 Monetary Assets,2012,10121
Waikato District,16 Fixed Assets,2012,902183
Waikato District,17 Investment properties,2012,4827
Waikato District,18 Other Assets,2012,10454
Waikato District,19 Total Assets,2012,927585
Waikato District,20 Public Debt,2012,11626
Waikato District,21 Non-current,2012,9706
Waikato District,22 Current,2012,1920
Waikato District,23 Other Liabilities,2012,7647
Waikato District,24 Total Liabilities,2012,19273
Waikato District,25 Equity,2012,908312
Waikato District,14 Monetary Assets,2013,10724
Waikato District,16 Fixed Assets,2013,920626
Waikato District,17 Investment properties,2013,4912
Waikato District,18 Other Assets,2013,10979
Waikato District,19 Total Assets,2013,947241
Waikato District,20 Public Debt,2013,9712
Waikato District,21 Non-current,2013,7973
Waikato District,22 Current,2013,1739
Waikato District,23 Other Liabilities,2013,7709
Waikato District,24 Total Liabilities,2013,17421
Waikato District,25 Equity,2013,929820
Waikato District,14 Monetary Assets,2014,13864
Waikato District,16 Fixed Assets,2014,936310
Waikato District,17 Investment properties,2014,4983
Waikato District,18 Other Assets,2014,11437
Waikato District,19 Total Assets,2014,966594
Waikato District,20 Public Debt,2014,7984
Waikato District,21 Non-current,2014,6458
Waikato District,22 Current,2014,1526
Waikato District,23 Other Liabilities,2014,7779
Waikato District,24 Total Liabilities,2014,15763
Waikato District,25 Equity,2014,950831
Waikato District,14 Monetary Assets,2015,18667
Waikato District,16 Fixed Assets,2015,1091541
Waikato District,17 Investment properties,2015,5059
Waikato District,18 Other Assets,2015,11859
Waikato District,19 Total Assets,2015,1127126
Waikato District,20 Public Debt,2015,6474
Waikato District,21 Non-current,2015,5401
Waikato District,22 Current,2015,1073
Waikato District,23 Other Liabilities,2015,7832
Waikato District,24 Total Liabilities,2015,14306
Waikato District,25 Equity,2015,1112820
Waikato District,14 Monetary Assets,2016,24342
Waikato District,16 Fixed Assets,2016,1104417
Waikato District,17 Investment properties,2016,5059
Waikato District,18 Other Assets,2016,12084
Waikato District,19 Total Assets,2016,1145902
Waikato District,20 Public Debt,2016,5408
Waikato District,21 Non-current,2016,5408
Waikato District,22 Current,2016,0
Waikato District,23 Other Liabilities,2016,7886
Waikato District,24 Total Liabilities,2016,13294
Waikato District,25 Equity,2016,1132608
Waikato Region,14 Monetary Assets,2007,65780
Waikato Region,16 Fixed Assets,2007,166331
Waikato Region,17 Investment properties,2007,0
Waikato Region,18 Other Assets,2007,9398
Waikato Region,19 Total Assets,2007,241509
Waikato Region,20 Public Debt,2007,643
Waikato Region,21 Non-current,2007,0
Waikato Region,22 Current,2007,643
Waikato Region,23 Other Liabilities,2007,16224
Waikato Region,24 Total Liabilities,2007,16867
Waikato Region,25 Equity,2007,224642
Waikato Region,14 Monetary Assets,2008,61574
Waikato Region,16 Fixed Assets,2008,178701
Waikato Region,17 Investment properties,2008,0
Waikato Region,18 Other Assets,2008,10569
Waikato Region,19 Total Assets,2008,250844
Waikato Region,20 Public Debt,2008,5000
Waikato Region,21 Non-current,2008,5000
Waikato Region,22 Current,2008,0
Waikato Region,23 Other Liabilities,2008,17458
Waikato Region,24 Total Liabilities,2008,22458
Waikato Region,25 Equity,2008,228386
Waikato Region,14 Monetary Assets,2009,60035
Waikato Region,16 Fixed Assets,2009,188334
Waikato Region,17 Investment properties,2009,0
Waikato Region,18 Other Assets,2009,11839
Waikato Region,19 Total Assets,2009,260208
Waikato Region,20 Public Debt,2009,10000
Waikato Region,21 Non-current,2009,10000
Waikato Region,22 Current,2009,0
Waikato Region,23 Other Liabilities,2009,18219
Waikato Region,24 Total Liabilities,2009,28219
Waikato Region,25 Equity,2009,231989
Waikato Region,14 Monetary Assets,2010,62880
Waikato Region,16 Fixed Assets,2010,178990
Waikato Region,17 Investment properties,2010,0
Waikato Region,18 Other Assets,2010,13171
Waikato Region,19 Total Assets,2010,255041
Waikato Region,20 Public Debt,2010,0
Waikato Region,21 Non-current,2010,0
Waikato Region,22 Current,2010,0
Waikato Region,23 Other Liabilities,2010,19077
Waikato Region,24 Total Liabilities,2010,19077
Waikato Region,25 Equity,2010,235964
Waikato Region,14 Monetary Assets,2011,66111
Waikato Region,16 Fixed Assets,2011,179832
Waikato Region,17 Investment properties,2011,0
Waikato Region,18 Other Assets,2011,13874
Waikato Region,19 Total Assets,2011,259817
Waikato Region,20 Public Debt,2011,0
Waikato Region,21 Non-current,2011,0
Waikato Region,22 Current,2011,0
Waikato Region,23 Other Liabilities,2011,19844
Waikato Region,24 Total Liabilities,2011,19844
Waikato Region,25 Equity,2011,239973
Waikato Region,14 Monetary Assets,2012,69369
Waikato Region,16 Fixed Assets,2012,181054
Waikato Region,17 Investment properties,2012,0
Waikato Region,18 Other Assets,2012,14619
Waikato Region,19 Total Assets,2012,265042
Waikato Region,20 Public Debt,2012,0
Waikato Region,21 Non-current,2012,0
Waikato Region,22 Current,2012,0
Waikato Region,23 Other Liabilities,2012,20480
Waikato Region,24 Total Liabilities,2012,20480
Waikato Region,25 Equity,2012,244562
Waikato Region,14 Monetary Assets,2013,72383
Waikato Region,16 Fixed Assets,2013,182512
Waikato Region,17 Investment properties,2013,0
Waikato Region,18 Other Assets,2013,15395
Waikato Region,19 Total Assets,2013,270290
Waikato Region,20 Public Debt,2013,0
Waikato Region,21 Non-current,2013,0
Waikato Region,22 Current,2013,0
Waikato Region,23 Other Liabilities,2013,21008
Waikato Region,24 Total Liabilities,2013,21008
Waikato Region,25 Equity,2013,249282
Waikato Region,14 Monetary Assets,2014,75780
Waikato Region,16 Fixed Assets,2014,184333
Waikato Region,17 Investment properties,2014,0
Waikato Region,18 Other Assets,2014,16211
Waikato Region,19 Total Assets,2014,276324
Waikato Region,20 Public Debt,2014,0
Waikato Region,21 Non-current,2014,0
Waikato Region,22 Current,2014,0
Waikato Region,23 Other Liabilities,2014,21425
Waikato Region,24 Total Liabilities,2014,21425
Waikato Region,25 Equity,2014,254899
Waikato Region,14 Monetary Assets,2015,79552
Waikato Region,16 Fixed Assets,2015,186141
Waikato Region,17 Investment properties,2015,0
Waikato Region,18 Other Assets,2015,17062
Waikato Region,19 Total Assets,2015,282755
Waikato Region,20 Public Debt,2015,0
Waikato Region,21 Non-current,2015,0
Waikato Region,22 Current,2015,0
Waikato Region,23 Other Liabilities,2015,22013
Waikato Region,24 Total Liabilities,2015,22013
Waikato Region,25 Equity,2015,260742
Waikato Region,14 Monetary Assets,2016,83211
Waikato Region,16 Fixed Assets,2016,188204
Waikato Region,17 Investment properties,2016,0
Waikato Region,18 Other Assets,2016,17937
Waikato Region,19 Total Assets,2016,289352
Waikato Region,20 Public Debt,2016,0
Waikato Region,21 Non-current,2016,0
Waikato Region,22 Current,2016,0
Waikato Region,23 Other Liabilities,2016,22740
Waikato Region,24 Total Liabilities,2016,22740
Waikato Region,25 Equity,2016,266612
Waimakariri District,14 Monetary Assets,2007,8600
Waimakariri District,16 Fixed Assets,2007,620701
Waimakariri District,17 Investment properties,2007,0
Waimakariri District,18 Other Assets,2007,4696
Waimakariri District,19 Total Assets,2007,633997
Waimakariri District,20 Public Debt,2007,38398
Waimakariri District,21 Non-current,2007,36441
Waimakariri District,22 Current,2007,1957
Waimakariri District,23 Other Liabilities,2007,10200
Waimakariri District,24 Total Liabilities,2007,48598
Waimakariri District,25 Equity,2007,585399
Waimakariri District,14 Monetary Assets,2008,8652
Waimakariri District,16 Fixed Assets,2008,672095
Waimakariri District,17 Investment properties,2008,0
Waimakariri District,18 Other Assets,2008,4701
Waimakariri District,19 Total Assets,2008,685448
Waimakariri District,20 Public Debt,2008,58686
Waimakariri District,21 Non-current,2008,56142
Waimakariri District,22 Current,2008,2544
Waimakariri District,23 Other Liabilities,2008,10210
Waimakariri District,24 Total Liabilities,2008,68896
Waimakariri District,25 Equity,2008,616552
Waimakariri District,14 Monetary Assets,2009,8726
Waimakariri District,16 Fixed Assets,2009,716880
Waimakariri District,17 Investment properties,2009,0
Waimakariri District,18 Other Assets,2009,4706
Waimakariri District,19 Total Assets,2009,730312
Waimakariri District,20 Public Debt,2009,71005
Waimakariri District,21 Non-current,2009,67250
Waimakariri District,22 Current,2009,3755
Waimakariri District,23 Other Liabilities,2009,10220
Waimakariri District,24 Total Liabilities,2009,81225
Waimakariri District,25 Equity,2009,649087
Waimakariri District,14 Monetary Assets,2010,8353
Waimakariri District,16 Fixed Assets,2010,744692
Waimakariri District,17 Investment properties,2010,0
Waimakariri District,18 Other Assets,2010,4712
Waimakariri District,19 Total Assets,2010,757757
Waimakariri District,20 Public Debt,2010,71914
Waimakariri District,21 Non-current,2010,69124
Waimakariri District,22 Current,2010,2790
Waimakariri District,23 Other Liabilities,2010,10231
Waimakariri District,24 Total Liabilities,2010,82145
Waimakariri District,25 Equity,2010,675612
Waimakariri District,14 Monetary Assets,2011,8685
Waimakariri District,16 Fixed Assets,2011,771713
Waimakariri District,17 Investment properties,2011,0
Waimakariri District,18 Other Assets,2011,4717
Waimakariri District,19 Total Assets,2011,785115
Waimakariri District,20 Public Debt,2011,72712
Waimakariri District,21 Non-current,2011,69334
Waimakariri District,22 Current,2011,3378
Waimakariri District,23 Other Liabilities,2011,10241
Waimakariri District,24 Total Liabilities,2011,82953
Waimakariri District,25 Equity,2011,702162
Waimakariri District,14 Monetary Assets,2012,8368
Waimakariri District,16 Fixed Assets,2012,799336
Waimakariri District,17 Investment properties,2012,0
Waimakariri District,18 Other Assets,2012,4725
Waimakariri District,19 Total Assets,2012,812429
Waimakariri District,20 Public Debt,2012,71537
Waimakariri District,21 Non-current,2012,68433
Waimakariri District,22 Current,2012,3104
Waimakariri District,23 Other Liabilities,2012,10251
Waimakariri District,24 Total Liabilities,2012,81788
Waimakariri District,25 Equity,2012,730641
Waimakariri District,14 Monetary Assets,2013,8892
Waimakariri District,16 Fixed Assets,2013,825112
Waimakariri District,17 Investment properties,2013,0
Waimakariri District,18 Other Assets,2013,4730
Waimakariri District,19 Total Assets,2013,838734
Waimakariri District,20 Public Debt,2013,70272
Waimakariri District,21 Non-current,2013,66374
Waimakariri District,22 Current,2013,3898
Waimakariri District,23 Other Liabilities,2013,10262
Waimakariri District,24 Total Liabilities,2013,80534
Waimakariri District,25 Equity,2013,758200
Waimakariri District,14 Monetary Assets,2014,8566
Waimakariri District,16 Fixed Assets,2014,850221
Waimakariri District,17 Investment properties,2014,0
Waimakariri District,18 Other Assets,2014,4735
Waimakariri District,19 Total Assets,2014,863522
Waimakariri District,20 Public Debt,2014,67936
Waimakariri District,21 Non-current,2014,63589
Waimakariri District,22 Current,2014,4347
Waimakariri District,23 Other Liabilities,2014,10271
Waimakariri District,24 Total Liabilities,2014,78207
Waimakariri District,25 Equity,2014,785315
Waimakariri District,14 Monetary Assets,2015,8796
Waimakariri District,16 Fixed Assets,2015,877504
Waimakariri District,17 Investment properties,2015,0
Waimakariri District,18 Other Assets,2015,4741
Waimakariri District,19 Total Assets,2015,891041
Waimakariri District,20 Public Debt,2015,67111
Waimakariri District,21 Non-current,2015,63862
Waimakariri District,22 Current,2015,3249
Waimakariri District,23 Other Liabilities,2015,10283
Waimakariri District,24 Total Liabilities,2015,77394
Waimakariri District,25 Equity,2015,813647
Waimakariri District,14 Monetary Assets,2016,7985
Waimakariri District,16 Fixed Assets,2016,904274
Waimakariri District,17 Investment properties,2016,0
Waimakariri District,18 Other Assets,2016,4746
Waimakariri District,19 Total Assets,2016,917005
Waimakariri District,20 Public Debt,2016,65008
Waimakariri District,21 Non-current,2016,61875
Waimakariri District,22 Current,2016,3133
Waimakariri District,23 Other Liabilities,2016,10292
Waimakariri District,24 Total Liabilities,2016,75300
Waimakariri District,25 Equity,2016,841705
Waimate District,14 Monetary Assets,2007,982
Waimate District,16 Fixed Assets,2007,222642
Waimate District,17 Investment properties,2007,0
Waimate District,18 Other Assets,2007,9118
Waimate District,19 Total Assets,2007,232742
Waimate District,20 Public Debt,2007,5998
Waimate District,21 Non-current,2007,5996
Waimate District,22 Current,2007,2
Waimate District,23 Other Liabilities,2007,702
Waimate District,24 Total Liabilities,2007,6700
Waimate District,25 Equity,2007,226042
Waimate District,14 Monetary Assets,2008,1004
Waimate District,16 Fixed Assets,2008,228951
Waimate District,17 Investment properties,2008,0
Waimate District,18 Other Assets,2008,9590
Waimate District,19 Total Assets,2008,239545
Waimate District,20 Public Debt,2008,6596
Waimate District,21 Non-current,2008,6595
Waimate District,22 Current,2008,1
Waimate District,23 Other Liabilities,2008,773
Waimate District,24 Total Liabilities,2008,7369
Waimate District,25 Equity,2008,232176
Waimate District,14 Monetary Assets,2009,964
Waimate District,16 Fixed Assets,2009,234644
Waimate District,17 Investment properties,2009,0
Waimate District,18 Other Assets,2009,10271
Waimate District,19 Total Assets,2009,245879
Waimate District,20 Public Debt,2009,7256
Waimate District,21 Non-current,2009,7255
Waimate District,22 Current,2009,1
Waimate District,23 Other Liabilities,2009,773
Waimate District,24 Total Liabilities,2009,8029
Waimate District,25 Equity,2009,237850
Waimate District,14 Monetary Assets,2010,424
Waimate District,16 Fixed Assets,2010,240679
Waimate District,17 Investment properties,2010,0
Waimate District,18 Other Assets,2010,10604
Waimate District,19 Total Assets,2010,251707
Waimate District,20 Public Debt,2010,7359
Waimate District,21 Non-current,2010,7358
Waimate District,22 Current,2010,1
Waimate District,23 Other Liabilities,2010,773
Waimate District,24 Total Liabilities,2010,8132
Waimate District,25 Equity,2010,243575
Waimate District,14 Monetary Assets,2011,384
Waimate District,16 Fixed Assets,2011,246115
Waimate District,17 Investment properties,2011,0
Waimate District,18 Other Assets,2011,10380
Waimate District,19 Total Assets,2011,256879
Waimate District,20 Public Debt,2011,7583
Waimate District,21 Non-current,2011,7582
Waimate District,22 Current,2011,1
Waimate District,23 Other Liabilities,2011,773
Waimate District,24 Total Liabilities,2011,8356
Waimate District,25 Equity,2011,248523
Waimate District,14 Monetary Assets,2012,344
Waimate District,16 Fixed Assets,2012,250757
Waimate District,17 Investment properties,2012,0
Waimate District,18 Other Assets,2012,10711
Waimate District,19 Total Assets,2012,261812
Waimate District,20 Public Debt,2012,7548
Waimate District,21 Non-current,2012,7547
Waimate District,22 Current,2012,1
Waimate District,23 Other Liabilities,2012,773
Waimate District,24 Total Liabilities,2012,8321
Waimate District,25 Equity,2012,253491
Waimate District,14 Monetary Assets,2013,304
Waimate District,16 Fixed Assets,2013,255064
Waimate District,17 Investment properties,2013,0
Waimate District,18 Other Assets,2013,10671
Waimate District,19 Total Assets,2013,266039
Waimate District,20 Public Debt,2013,7397
Waimate District,21 Non-current,2013,7396
Waimate District,22 Current,2013,1
Waimate District,23 Other Liabilities,2013,773
Waimate District,24 Total Liabilities,2013,8170
Waimate District,25 Equity,2013,257869
Waimate District,14 Monetary Assets,2014,264
Waimate District,16 Fixed Assets,2014,259122
Waimate District,17 Investment properties,2014,0
Waimate District,18 Other Assets,2014,11119
Waimate District,19 Total Assets,2014,270505
Waimate District,20 Public Debt,2014,7891
Waimate District,21 Non-current,2014,7890
Waimate District,22 Current,2014,1
Waimate District,23 Other Liabilities,2014,773
Waimate District,24 Total Liabilities,2014,8664
Waimate District,25 Equity,2014,261841
Waimate District,14 Monetary Assets,2015,256
Waimate District,16 Fixed Assets,2015,262425
Waimate District,17 Investment properties,2015,0
Waimate District,18 Other Assets,2015,11321
Waimate District,19 Total Assets,2015,274002
Waimate District,20 Public Debt,2015,7702
Waimate District,21 Non-current,2015,7701
Waimate District,22 Current,2015,1
Waimate District,23 Other Liabilities,2015,773
Waimate District,24 Total Liabilities,2015,8475
Waimate District,25 Equity,2015,265527
Waimate District,14 Monetary Assets,2016,256
Waimate District,16 Fixed Assets,2016,266033
Waimate District,17 Investment properties,2016,0
Waimate District,18 Other Assets,2016,11544
Waimate District,19 Total Assets,2016,277833
Waimate District,20 Public Debt,2016,7642
Waimate District,21 Non-current,2016,7641
Waimate District,22 Current,2016,1
Waimate District,23 Other Liabilities,2016,773
Waimate District,24 Total Liabilities,2016,8415
Waimate District,25 Equity,2016,269418
Waipa District,14 Monetary Assets,2007,6017
Waipa District,16 Fixed Assets,2007,684883
Waipa District,17 Investment properties,2007,12757
Waipa District,18 Other Assets,2007,1714
Waipa District,19 Total Assets,2007,705371
Waipa District,20 Public Debt,2007,15511
Waipa District,21 Non-current,2007,11073
Waipa District,22 Current,2007,4438
Waipa District,23 Other Liabilities,2007,5065
Waipa District,24 Total Liabilities,2007,20576
Waipa District,25 Equity,2007,684795
Waipa District,14 Monetary Assets,2008,4848
Waipa District,16 Fixed Assets,2008,755314
Waipa District,17 Investment properties,2008,12554
Waipa District,18 Other Assets,2008,814
Waipa District,19 Total Assets,2008,773530
Waipa District,20 Public Debt,2008,19175
Waipa District,21 Non-current,2008,17565
Waipa District,22 Current,2008,1610
Waipa District,23 Other Liabilities,2008,4007
Waipa District,24 Total Liabilities,2008,23182
Waipa District,25 Equity,2008,750348
Waipa District,14 Monetary Assets,2009,8183
Waipa District,16 Fixed Assets,2009,774304
Waipa District,17 Investment properties,2009,12975
Waipa District,18 Other Assets,2009,731
Waipa District,19 Total Assets,2009,796193
Waipa District,20 Public Debt,2009,20065
Waipa District,21 Non-current,2009,14602
Waipa District,22 Current,2009,5463
Waipa District,23 Other Liabilities,2009,4618
Waipa District,24 Total Liabilities,2009,24683
Waipa District,25 Equity,2009,771510
Waipa District,14 Monetary Assets,2010,8762
Waipa District,16 Fixed Assets,2010,786714
Waipa District,17 Investment properties,2010,13410
Waipa District,18 Other Assets,2010,788
Waipa District,19 Total Assets,2010,809674
Waipa District,20 Public Debt,2010,20075
Waipa District,21 Non-current,2010,14973
Waipa District,22 Current,2010,5102
Waipa District,23 Other Liabilities,2010,4498
Waipa District,24 Total Liabilities,2010,24573
Waipa District,25 Equity,2010,785101
Waipa District,14 Monetary Assets,2011,9986
Waipa District,16 Fixed Assets,2011,836274
Waipa District,17 Investment properties,2011,13859
Waipa District,18 Other Assets,2011,775
Waipa District,19 Total Assets,2011,860894
Waipa District,20 Public Debt,2011,19773
Waipa District,21 Non-current,2011,13273
Waipa District,22 Current,2011,6500
Waipa District,23 Other Liabilities,2011,4642
Waipa District,24 Total Liabilities,2011,24415
Waipa District,25 Equity,2011,836479
Waipa District,14 Monetary Assets,2012,6775
Waipa District,16 Fixed Assets,2012,864471
Waipa District,17 Investment properties,2012,14322
Waipa District,18 Other Assets,2012,797
Waipa District,19 Total Assets,2012,886365
Waipa District,20 Public Debt,2012,26015
Waipa District,21 Non-current,2012,21042
Waipa District,22 Current,2012,4973
Waipa District,23 Other Liabilities,2012,3471
Waipa District,24 Total Liabilities,2012,29486
Waipa District,25 Equity,2012,856879
Waipa District,14 Monetary Assets,2013,12953
Waipa District,16 Fixed Assets,2013,868326
Waipa District,17 Investment properties,2013,14800
Waipa District,18 Other Assets,2013,813
Waipa District,19 Total Assets,2013,896892
Waipa District,20 Public Debt,2013,23042
Waipa District,21 Non-current,2013,13700
Waipa District,22 Current,2013,9342
Waipa District,23 Other Liabilities,2013,5454
Waipa District,24 Total Liabilities,2013,28496
Waipa District,25 Equity,2013,868396
Waipa District,14 Monetary Assets,2014,9651
Waipa District,16 Fixed Assets,2014,907489
Waipa District,17 Investment properties,2014,15293
Waipa District,18 Other Assets,2014,833
Waipa District,19 Total Assets,2014,933266
Waipa District,20 Public Debt,2014,13700
Waipa District,21 Non-current,2014,7400
Waipa District,22 Current,2014,6300
Waipa District,23 Other Liabilities,2014,5298
Waipa District,24 Total Liabilities,2014,18998
Waipa District,25 Equity,2014,914268
Waipa District,14 Monetary Assets,2015,11536
Waipa District,16 Fixed Assets,2015,925624
Waipa District,17 Investment properties,2015,15802
Waipa District,18 Other Assets,2015,846
Waipa District,19 Total Assets,2015,953808
Waipa District,20 Public Debt,2015,7400
Waipa District,21 Non-current,2015,0
Waipa District,22 Current,2015,7400
Waipa District,23 Other Liabilities,2015,5495
Waipa District,24 Total Liabilities,2015,12895
Waipa District,25 Equity,2015,940913
Waipa District,14 Monetary Assets,2016,13163
Waipa District,16 Fixed Assets,2016,925016
Waipa District,17 Investment properties,2016,16327
Waipa District,18 Other Assets,2016,864
Waipa District,19 Total Assets,2016,955370
Waipa District,20 Public Debt,2016,0
Waipa District,21 Non-current,2016,0
Waipa District,22 Current,2016,0
Waipa District,23 Other Liabilities,2016,5593
Waipa District,24 Total Liabilities,2016,5593
Waipa District,25 Equity,2016,949777
Wairoa District,14 Monetary Assets,2007,16939
Wairoa District,16 Fixed Assets,2007,143066
Wairoa District,17 Investment properties,2007,200
Wairoa District,18 Other Assets,2007,5631
Wairoa District,19 Total Assets,2007,165837
Wairoa District,20 Public Debt,2007,1655
Wairoa District,21 Non-current,2007,1340
Wairoa District,22 Current,2007,315
Wairoa District,23 Other Liabilities,2007,4775
Wairoa District,24 Total Liabilities,2007,6430
Wairoa District,25 Equity,2007,159406
Wairoa District,14 Monetary Assets,2008,17773
Wairoa District,16 Fixed Assets,2008,143131
Wairoa District,17 Investment properties,2008,205
Wairoa District,18 Other Assets,2008,5676
Wairoa District,19 Total Assets,2008,166786
Wairoa District,20 Public Debt,2008,2063
Wairoa District,21 Non-current,2008,1713
Wairoa District,22 Current,2008,350
Wairoa District,23 Other Liabilities,2008,4775
Wairoa District,24 Total Liabilities,2008,6838
Wairoa District,25 Equity,2008,159947
Wairoa District,14 Monetary Assets,2009,18859
Wairoa District,16 Fixed Assets,2009,151158
Wairoa District,17 Investment properties,2009,211
Wairoa District,18 Other Assets,2009,5827
Wairoa District,19 Total Assets,2009,176056
Wairoa District,20 Public Debt,2009,7179
Wairoa District,21 Non-current,2009,6909
Wairoa District,22 Current,2009,270
Wairoa District,23 Other Liabilities,2009,4775
Wairoa District,24 Total Liabilities,2009,11954
Wairoa District,25 Equity,2009,164101
Wairoa District,14 Monetary Assets,2010,19675
Wairoa District,16 Fixed Assets,2010,150587
Wairoa District,17 Investment properties,2010,216
Wairoa District,18 Other Assets,2010,5976
Wairoa District,19 Total Assets,2010,176457
Wairoa District,20 Public Debt,2010,7243
Wairoa District,21 Non-current,2010,6973
Wairoa District,22 Current,2010,270
Wairoa District,23 Other Liabilities,2010,4775
Wairoa District,24 Total Liabilities,2010,12018
Wairoa District,25 Equity,2010,164438
Wairoa District,14 Monetary Assets,2011,20691
Wairoa District,16 Fixed Assets,2011,164802
Wairoa District,17 Investment properties,2011,221
Wairoa District,18 Other Assets,2011,6139
Wairoa District,19 Total Assets,2011,191855
Wairoa District,20 Public Debt,2011,7285
Wairoa District,21 Non-current,2011,7035
Wairoa District,22 Current,2011,250
Wairoa District,23 Other Liabilities,2011,4775
Wairoa District,24 Total Liabilities,2011,12060
Wairoa District,25 Equity,2011,179794
Wairoa District,14 Monetary Assets,2012,21797
Wairoa District,16 Fixed Assets,2012,163955
Wairoa District,17 Investment properties,2012,226
Wairoa District,18 Other Assets,2012,6316
Wairoa District,19 Total Assets,2012,192295
Wairoa District,20 Public Debt,2012,7342
Wairoa District,21 Non-current,2012,7122
Wairoa District,22 Current,2012,220
Wairoa District,23 Other Liabilities,2012,4775
Wairoa District,24 Total Liabilities,2012,12117
Wairoa District,25 Equity,2012,180178
Wairoa District,14 Monetary Assets,2013,22612
Wairoa District,16 Fixed Assets,2013,163519
Wairoa District,17 Investment properties,2013,230
Wairoa District,18 Other Assets,2013,6511
Wairoa District,19 Total Assets,2013,192875
Wairoa District,20 Public Debt,2013,7515
Wairoa District,21 Non-current,2013,7320
Wairoa District,22 Current,2013,195
Wairoa District,23 Other Liabilities,2013,4775
Wairoa District,24 Total Liabilities,2013,12291
Wairoa District,25 Equity,2013,180584
Wairoa District,14 Monetary Assets,2014,24082
Wairoa District,16 Fixed Assets,2014,162974
Wairoa District,17 Investment properties,2014,234
Wairoa District,18 Other Assets,2014,6743
Wairoa District,19 Total Assets,2014,194034
Wairoa District,20 Public Debt,2014,8227
Wairoa District,21 Non-current,2014,8042
Wairoa District,22 Current,2014,185
Wairoa District,23 Other Liabilities,2014,4775
Wairoa District,24 Total Liabilities,2014,13002
Wairoa District,25 Equity,2014,181032
Wairoa District,14 Monetary Assets,2015,25518
Wairoa District,16 Fixed Assets,2015,161883
Wairoa District,17 Investment properties,2015,238
Wairoa District,18 Other Assets,2015,6984
Wairoa District,19 Total Assets,2015,194623
Wairoa District,20 Public Debt,2015,8314
Wairoa District,21 Non-current,2015,8139
Wairoa District,22 Current,2015,175
Wairoa District,23 Other Liabilities,2015,4775
Wairoa District,24 Total Liabilities,2015,13089
Wairoa District,25 Equity,2015,181534
Wairoa District,14 Monetary Assets,2016,27082
Wairoa District,16 Fixed Assets,2016,176770
Wairoa District,17 Investment properties,2016,241
Wairoa District,18 Other Assets,2016,7234
Wairoa District,19 Total Assets,2016,211330
Wairoa District,20 Public Debt,2016,8394
Wairoa District,21 Non-current,2016,8229
Wairoa District,22 Current,2016,165
Wairoa District,23 Other Liabilities,2016,4775
Wairoa District,24 Total Liabilities,2016,13170
Wairoa District,25 Equity,2016,198160
Waitakere City,14 Monetary Assets,2007,862
Waitakere City,16 Fixed Assets,2007,1980349
Waitakere City,17 Investment properties,2007,22994
Waitakere City,18 Other Assets,2007,229204
Waitakere City,19 Total Assets,2007,2233409
Waitakere City,20 Public Debt,2007,336294
Waitakere City,21 Non-current,2007,331937
