Councils,Variable,Date,Value ($000)
Gore District,21 Non-current,2012,9072
Gore District,22 Current,2012,0
Gore District,23 Other Liabilities,2012,1653
Gore District,24 Total Liabilities,2012,10725
Gore District,25 Equity,2012,279432
Gore District,14 Monetary Assets,2013,2581
Gore District,16 Fixed Assets,2013,287093
Gore District,17 Investment properties,2013,0
Gore District,18 Other Assets,2013,968
Gore District,19 Total Assets,2013,290642
Gore District,20 Public Debt,2013,8738
Gore District,21 Non-current,2013,8738
Gore District,22 Current,2013,0
Gore District,23 Other Liabilities,2013,1650
Gore District,24 Total Liabilities,2013,10388
Gore District,25 Equity,2013,280254
Gore District,14 Monetary Assets,2014,3051
Gore District,16 Fixed Assets,2014,300812
Gore District,17 Investment properties,2014,0
Gore District,18 Other Assets,2014,968
Gore District,19 Total Assets,2014,304831
Gore District,20 Public Debt,2014,7948
Gore District,21 Non-current,2014,7948
Gore District,22 Current,2014,0
Gore District,23 Other Liabilities,2014,1647
Gore District,24 Total Liabilities,2014,9595
Gore District,25 Equity,2014,295236
Gore District,14 Monetary Assets,2015,3918
Gore District,16 Fixed Assets,2015,299760
Gore District,17 Investment properties,2015,0
Gore District,18 Other Assets,2015,968
Gore District,19 Total Assets,2015,304646
Gore District,20 Public Debt,2015,7369
Gore District,21 Non-current,2015,7369
Gore District,22 Current,2015,0
Gore District,23 Other Liabilities,2015,1643
Gore District,24 Total Liabilities,2015,9012
Gore District,25 Equity,2015,295634
Gore District,14 Monetary Assets,2016,5110
Gore District,16 Fixed Assets,2016,298814
Gore District,17 Investment properties,2016,0
Gore District,18 Other Assets,2016,968
Gore District,19 Total Assets,2016,304892
Gore District,20 Public Debt,2016,7037
Gore District,21 Non-current,2016,7037
Gore District,22 Current,2016,0
Gore District,23 Other Liabilities,2016,1640
Gore District,24 Total Liabilities,2016,8677
Gore District,25 Equity,2016,296215
Grey District,14 Monetary Assets,2007,2327
Grey District,16 Fixed Assets,2007,257852
Grey District,17 Investment properties,2007,0
Grey District,18 Other Assets,2007,16059
Grey District,19 Total Assets,2007,276238
Grey District,20 Public Debt,2007,8827
Grey District,21 Non-current,2007,6179
Grey District,22 Current,2007,2648
Grey District,23 Other Liabilities,2007,5521
Grey District,24 Total Liabilities,2007,14348
Grey District,25 Equity,2007,261890
Grey District,14 Monetary Assets,2008,2548
Grey District,16 Fixed Assets,2008,301585
Grey District,17 Investment properties,2008,0
Grey District,18 Other Assets,2008,17497
Grey District,19 Total Assets,2008,321630
Grey District,20 Public Debt,2008,12349
Grey District,21 Non-current,2008,8644
Grey District,22 Current,2008,3705
Grey District,23 Other Liabilities,2008,5592
Grey District,24 Total Liabilities,2008,17941
Grey District,25 Equity,2008,303689
Grey District,14 Monetary Assets,2009,2534
Grey District,16 Fixed Assets,2009,307319
Grey District,17 Investment properties,2009,0
Grey District,18 Other Assets,2009,17470
Grey District,19 Total Assets,2009,327323
Grey District,20 Public Debt,2009,16444
Grey District,21 Non-current,2009,11511
Grey District,22 Current,2009,4933
Grey District,23 Other Liabilities,2009,5828
Grey District,24 Total Liabilities,2009,22272
Grey District,25 Equity,2009,305051
Grey District,14 Monetary Assets,2010,2677
Grey District,16 Fixed Assets,2010,313820
Grey District,17 Investment properties,2010,0
Grey District,18 Other Assets,2010,19150
Grey District,19 Total Assets,2010,335647
Grey District,20 Public Debt,2010,18957
Grey District,21 Non-current,2010,13270
Grey District,22 Current,2010,5687
Grey District,23 Other Liabilities,2010,5981
Grey District,24 Total Liabilities,2010,24938
Grey District,25 Equity,2010,310709
Grey District,14 Monetary Assets,2011,2393
Grey District,16 Fixed Assets,2011,348292
Grey District,17 Investment properties,2011,0
Grey District,18 Other Assets,2011,17585
Grey District,19 Total Assets,2011,368270
Grey District,20 Public Debt,2011,17846
Grey District,21 Non-current,2011,12492
Grey District,22 Current,2011,5354
Grey District,23 Other Liabilities,2011,6009
Grey District,24 Total Liabilities,2011,23855
Grey District,25 Equity,2011,344415
Grey District,14 Monetary Assets,2012,2487
Grey District,16 Fixed Assets,2012,351298
Grey District,17 Investment properties,2012,0
Grey District,18 Other Assets,2012,18162
Grey District,19 Total Assets,2012,371947
Grey District,20 Public Debt,2012,17339
Grey District,21 Non-current,2012,12137
Grey District,22 Current,2012,5202
Grey District,23 Other Liabilities,2012,5873
Grey District,24 Total Liabilities,2012,23212
Grey District,25 Equity,2012,348735
Grey District,14 Monetary Assets,2013,2552
Grey District,16 Fixed Assets,2013,358545
Grey District,17 Investment properties,2013,0
Grey District,18 Other Assets,2013,18165
Grey District,19 Total Assets,2013,379262
Grey District,20 Public Debt,2013,23031
Grey District,21 Non-current,2013,16122
Grey District,22 Current,2013,6909
Grey District,23 Other Liabilities,2013,6314
Grey District,24 Total Liabilities,2013,29345
Grey District,25 Equity,2013,349917
Grey District,14 Monetary Assets,2014,2681
Grey District,16 Fixed Assets,2014,388637
Grey District,17 Investment properties,2014,0
Grey District,18 Other Assets,2014,19366
Grey District,19 Total Assets,2014,410684
Grey District,20 Public Debt,2014,25669
Grey District,21 Non-current,2014,17968
Grey District,22 Current,2014,7701
Grey District,23 Other Liabilities,2014,6158
Grey District,24 Total Liabilities,2014,31827
Grey District,25 Equity,2014,378857
Grey District,14 Monetary Assets,2015,2689
Grey District,16 Fixed Assets,2015,386969
Grey District,17 Investment properties,2015,0
Grey District,18 Other Assets,2015,20291
Grey District,19 Total Assets,2015,409949
Grey District,20 Public Debt,2015,24800
Grey District,21 Non-current,2015,17360
Grey District,22 Current,2015,7440
Grey District,23 Other Liabilities,2015,5822
Grey District,24 Total Liabilities,2015,30622
Grey District,25 Equity,2015,379327
Grey District,14 Monetary Assets,2016,3058
Grey District,16 Fixed Assets,2016,385265
Grey District,17 Investment properties,2016,0
Grey District,18 Other Assets,2016,21465
Grey District,19 Total Assets,2016,409788
Grey District,20 Public Debt,2016,23927
Grey District,21 Non-current,2016,16749
Grey District,22 Current,2016,7178
Grey District,23 Other Liabilities,2016,5905
Grey District,24 Total Liabilities,2016,29832
Grey District,25 Equity,2016,379956
Hamilton City,14 Monetary Assets,2007,5914
Hamilton City,16 Fixed Assets,2007,1812057
Hamilton City,17 Investment properties,2007,42201
Hamilton City,18 Other Assets,2007,30207
Hamilton City,19 Total Assets,2007,1890379
Hamilton City,20 Public Debt,2007,226889
Hamilton City,21 Non-current,2007,211699
Hamilton City,22 Current,2007,15190
Hamilton City,23 Other Liabilities,2007,32806
Hamilton City,24 Total Liabilities,2007,259695
Hamilton City,25 Equity,2007,1630684
Hamilton City,14 Monetary Assets,2008,5829
Hamilton City,16 Fixed Assets,2008,1967123
Hamilton City,17 Investment properties,2008,43551
Hamilton City,18 Other Assets,2008,32916
Hamilton City,19 Total Assets,2008,2049419
Hamilton City,20 Public Debt,2008,303333
Hamilton City,21 Non-current,2008,294172
Hamilton City,22 Current,2008,9161
Hamilton City,23 Other Liabilities,2008,32875
Hamilton City,24 Total Liabilities,2008,336208
Hamilton City,25 Equity,2008,1713211
Hamilton City,14 Monetary Assets,2009,1107
Hamilton City,16 Fixed Assets,2009,2145487
Hamilton City,17 Investment properties,2009,44902
Hamilton City,18 Other Assets,2009,35197
Hamilton City,19 Total Assets,2009,2226693
Hamilton City,20 Public Debt,2009,386365
Hamilton City,21 Non-current,2009,366266
Hamilton City,22 Current,2009,20099
Hamilton City,23 Other Liabilities,2009,33343
Hamilton City,24 Total Liabilities,2009,419708
Hamilton City,25 Equity,2009,1806985
Hamilton City,14 Monetary Assets,2010,1157
Hamilton City,16 Fixed Assets,2010,2303173
Hamilton City,17 Investment properties,2010,46168
Hamilton City,18 Other Assets,2010,37474
Hamilton City,19 Total Assets,2010,2387972
Hamilton City,20 Public Debt,2010,444442
Hamilton City,21 Non-current,2010,409572
Hamilton City,22 Current,2010,34870
Hamilton City,23 Other Liabilities,2010,33638
Hamilton City,24 Total Liabilities,2010,478080
Hamilton City,25 Equity,2010,1909892
Hamilton City,14 Monetary Assets,2011,1207
Hamilton City,16 Fixed Assets,2011,2454004
Hamilton City,17 Investment properties,2011,47350
Hamilton City,18 Other Assets,2011,33187
Hamilton City,19 Total Assets,2011,2535748
Hamilton City,20 Public Debt,2011,480109
Hamilton City,21 Non-current,2011,459779
Hamilton City,22 Current,2011,20330
Hamilton City,23 Other Liabilities,2011,33716
Hamilton City,24 Total Liabilities,2011,513825
Hamilton City,25 Equity,2011,2021923
Hamilton City,14 Monetary Assets,2012,1257
Hamilton City,16 Fixed Assets,2012,2589539
Hamilton City,17 Investment properties,2012,48489
Hamilton City,18 Other Assets,2012,34648
Hamilton City,19 Total Assets,2012,2673933
Hamilton City,20 Public Debt,2012,522027
Hamilton City,21 Non-current,2012,498207
Hamilton City,22 Current,2012,23820
Hamilton City,23 Other Liabilities,2012,33799
Hamilton City,24 Total Liabilities,2012,555826
Hamilton City,25 Equity,2012,2118107
Hamilton City,14 Monetary Assets,2013,1307
Hamilton City,16 Fixed Assets,2013,2689202
Hamilton City,17 Investment properties,2013,49544
Hamilton City,18 Other Assets,2013,35994
Hamilton City,19 Total Assets,2013,2776047
Hamilton City,20 Public Debt,2013,530325
Hamilton City,21 Non-current,2013,505978
Hamilton City,22 Current,2013,24347
Hamilton City,23 Other Liabilities,2013,33614
Hamilton City,24 Total Liabilities,2013,563939
Hamilton City,25 Equity,2013,2212108
Hamilton City,14 Monetary Assets,2014,1357
Hamilton City,16 Fixed Assets,2014,2783094
Hamilton City,17 Investment properties,2014,50515
Hamilton City,18 Other Assets,2014,37176
Hamilton City,19 Total Assets,2014,2872142
Hamilton City,20 Public Debt,2014,533691
Hamilton City,21 Non-current,2014,508357
Hamilton City,22 Current,2014,25334
Hamilton City,23 Other Liabilities,2014,33447
Hamilton City,24 Total Liabilities,2014,567138
Hamilton City,25 Equity,2014,2305004
Hamilton City,14 Monetary Assets,2015,1407
Hamilton City,16 Fixed Assets,2015,2870509
Hamilton City,17 Investment properties,2015,51401
Hamilton City,18 Other Assets,2015,38215
Hamilton City,19 Total Assets,2015,2961532
Hamilton City,20 Public Debt,2015,535689
Hamilton City,21 Non-current,2015,507542
Hamilton City,22 Current,2015,28147
Hamilton City,23 Other Liabilities,2015,33380
Hamilton City,24 Total Liabilities,2015,569069
Hamilton City,25 Equity,2015,2392463
Hamilton City,14 Monetary Assets,2016,1457
Hamilton City,16 Fixed Assets,2016,2966027
Hamilton City,17 Investment properties,2016,52287
Hamilton City,18 Other Assets,2016,39238
Hamilton City,19 Total Assets,2016,3059009
Hamilton City,20 Public Debt,2016,541275
Hamilton City,21 Non-current,2016,530902
Hamilton City,22 Current,2016,10373
Hamilton City,23 Other Liabilities,2016,33453
Hamilton City,24 Total Liabilities,2016,574728
Hamilton City,25 Equity,2016,2484281
Hastings District,14 Monetary Assets,2007,3562
Hastings District,16 Fixed Assets,2007,1185468
Hastings District,17 Investment properties,2007,0
Hastings District,18 Other Assets,2007,8995
Hastings District,19 Total Assets,2007,1198025
Hastings District,20 Public Debt,2007,65088
Hastings District,21 Non-current,2007,62565
Hastings District,22 Current,2007,2523
Hastings District,23 Other Liabilities,2007,14172
Hastings District,24 Total Liabilities,2007,79260
Hastings District,25 Equity,2007,1118765
Hastings District,14 Monetary Assets,2008,1847
Hastings District,16 Fixed Assets,2008,1230091
Hastings District,17 Investment properties,2008,0
Hastings District,18 Other Assets,2008,8995
Hastings District,19 Total Assets,2008,1240933
Hastings District,20 Public Debt,2008,61937
Hastings District,21 Non-current,2008,58934
Hastings District,22 Current,2008,3003
Hastings District,23 Other Liabilities,2008,14172
Hastings District,24 Total Liabilities,2008,76109
Hastings District,25 Equity,2008,1164824
Hastings District,14 Monetary Assets,2009,2057
Hastings District,16 Fixed Assets,2009,1274496
Hastings District,17 Investment properties,2009,0
Hastings District,18 Other Assets,2009,8995
Hastings District,19 Total Assets,2009,1285548
Hastings District,20 Public Debt,2009,54826
Hastings District,21 Non-current,2009,54826
Hastings District,22 Current,2009,0
Hastings District,23 Other Liabilities,2009,14172
Hastings District,24 Total Liabilities,2009,68998
Hastings District,25 Equity,2009,1216550
Hastings District,14 Monetary Assets,2010,5380
Hastings District,16 Fixed Assets,2010,1326242
Hastings District,17 Investment properties,2010,0
Hastings District,18 Other Assets,2010,8995
Hastings District,19 Total Assets,2010,1340617
Hastings District,20 Public Debt,2010,56849
Hastings District,21 Non-current,2010,56849
Hastings District,22 Current,2010,0
Hastings District,23 Other Liabilities,2010,14172
Hastings District,24 Total Liabilities,2010,71021
Hastings District,25 Equity,2010,1269596
Hastings District,14 Monetary Assets,2011,6329
Hastings District,16 Fixed Assets,2011,1386873
Hastings District,17 Investment properties,2011,0
Hastings District,18 Other Assets,2011,8995
Hastings District,19 Total Assets,2011,1402197
Hastings District,20 Public Debt,2011,62402
Hastings District,21 Non-current,2011,62402
Hastings District,22 Current,2011,0
Hastings District,23 Other Liabilities,2011,14172
Hastings District,24 Total Liabilities,2011,76574
Hastings District,25 Equity,2011,1325623
Hastings District,14 Monetary Assets,2012,11433
Hastings District,16 Fixed Assets,2012,1431901
Hastings District,17 Investment properties,2012,0
Hastings District,18 Other Assets,2012,8995
Hastings District,19 Total Assets,2012,1452329
Hastings District,20 Public Debt,2012,55234
Hastings District,21 Non-current,2012,55234
Hastings District,22 Current,2012,0
Hastings District,23 Other Liabilities,2012,14172
Hastings District,24 Total Liabilities,2012,69406
Hastings District,25 Equity,2012,1382923
Hastings District,14 Monetary Assets,2013,17089
Hastings District,16 Fixed Assets,2013,1471356
Hastings District,17 Investment properties,2013,0
Hastings District,18 Other Assets,2013,8995
Hastings District,19 Total Assets,2013,1497440
Hastings District,20 Public Debt,2013,45467
Hastings District,21 Non-current,2013,45467
Hastings District,22 Current,2013,0
Hastings District,23 Other Liabilities,2013,14172
Hastings District,24 Total Liabilities,2013,59639
Hastings District,25 Equity,2013,1437801
Hastings District,14 Monetary Assets,2014,24817
Hastings District,16 Fixed Assets,2014,1510605
Hastings District,17 Investment properties,2014,0
Hastings District,18 Other Assets,2014,8995
Hastings District,19 Total Assets,2014,1544417
Hastings District,20 Public Debt,2014,39152
Hastings District,21 Non-current,2014,39152
Hastings District,22 Current,2014,0
Hastings District,23 Other Liabilities,2014,14172
Hastings District,24 Total Liabilities,2014,53324
Hastings District,25 Equity,2014,1491093
Hastings District,14 Monetary Assets,2015,34438
Hastings District,16 Fixed Assets,2015,1534852
Hastings District,17 Investment properties,2015,0
Hastings District,18 Other Assets,2015,8995
Hastings District,19 Total Assets,2015,1578285
Hastings District,20 Public Debt,2015,22643
Hastings District,21 Non-current,2015,22643
Hastings District,22 Current,2015,0
Hastings District,23 Other Liabilities,2015,14172
Hastings District,24 Total Liabilities,2015,36815
Hastings District,25 Equity,2015,1541470
Hastings District,14 Monetary Assets,2016,42834
Hastings District,16 Fixed Assets,2016,1562813
Hastings District,17 Investment properties,2016,0
Hastings District,18 Other Assets,2016,8995
Hastings District,19 Total Assets,2016,1614642
Hastings District,20 Public Debt,2016,7771
Hastings District,21 Non-current,2016,7771
Hastings District,22 Current,2016,0
Hastings District,23 Other Liabilities,2016,14172
Hastings District,24 Total Liabilities,2016,21943
Hastings District,25 Equity,2016,1592699
Hauraki District,14 Monetary Assets,2007,0
Hauraki District,16 Fixed Assets,2007,380828
Hauraki District,17 Investment properties,2007,933
Hauraki District,18 Other Assets,2007,8144
Hauraki District,19 Total Assets,2007,389905
Hauraki District,20 Public Debt,2007,5616
Hauraki District,21 Non-current,2007,5572
Hauraki District,22 Current,2007,44
Hauraki District,23 Other Liabilities,2007,7170
Hauraki District,24 Total Liabilities,2007,12786
Hauraki District,25 Equity,2007,377119
Hauraki District,14 Monetary Assets,2008,0
Hauraki District,16 Fixed Assets,2008,388031
Hauraki District,17 Investment properties,2008,446
Hauraki District,18 Other Assets,2008,8414
Hauraki District,19 Total Assets,2008,396891
Hauraki District,20 Public Debt,2008,11597
Hauraki District,21 Non-current,2008,11566
Hauraki District,22 Current,2008,31
Hauraki District,23 Other Liabilities,2008,7127
Hauraki District,24 Total Liabilities,2008,18724
Hauraki District,25 Equity,2008,378167
Hauraki District,14 Monetary Assets,2009,29
Hauraki District,16 Fixed Assets,2009,426764
Hauraki District,17 Investment properties,2009,201
Hauraki District,18 Other Assets,2009,8599
Hauraki District,19 Total Assets,2009,435593
Hauraki District,20 Public Debt,2009,15066
Hauraki District,21 Non-current,2009,15066
Hauraki District,22 Current,2009,0
Hauraki District,23 Other Liabilities,2009,6907
Hauraki District,24 Total Liabilities,2009,21973
Hauraki District,25 Equity,2009,413620
Hauraki District,14 Monetary Assets,2010,0
Hauraki District,16 Fixed Assets,2010,431573
Hauraki District,17 Investment properties,2010,19
Hauraki District,18 Other Assets,2010,8763
Hauraki District,19 Total Assets,2010,440355
Hauraki District,20 Public Debt,2010,17702
Hauraki District,21 Non-current,2010,17666
Hauraki District,22 Current,2010,36
Hauraki District,23 Other Liabilities,2010,6658
Hauraki District,24 Total Liabilities,2010,24360
Hauraki District,25 Equity,2010,415995
Hauraki District,14 Monetary Assets,2011,0
Hauraki District,16 Fixed Assets,2011,434552
Hauraki District,17 Investment properties,2011,19
Hauraki District,18 Other Assets,2011,8942
Hauraki District,19 Total Assets,2011,443513
Hauraki District,20 Public Debt,2011,20534
Hauraki District,21 Non-current,2011,20466
Hauraki District,22 Current,2011,68
Hauraki District,23 Other Liabilities,2011,6494
Hauraki District,24 Total Liabilities,2011,27028
Hauraki District,25 Equity,2011,416485
Hauraki District,14 Monetary Assets,2012,0
Hauraki District,16 Fixed Assets,2012,470538
Hauraki District,17 Investment properties,2012,19
Hauraki District,18 Other Assets,2012,8926
Hauraki District,19 Total Assets,2012,479483
Hauraki District,20 Public Debt,2012,19605
Hauraki District,21 Non-current,2012,19566
Hauraki District,22 Current,2012,39
Hauraki District,23 Other Liabilities,2012,7564
Hauraki District,24 Total Liabilities,2012,27169
Hauraki District,25 Equity,2012,452314
Hauraki District,14 Monetary Assets,2013,0
Hauraki District,16 Fixed Assets,2013,471725
Hauraki District,17 Investment properties,2013,20
Hauraki District,18 Other Assets,2013,9068
Hauraki District,19 Total Assets,2013,480813
Hauraki District,20 Public Debt,2013,18028
Hauraki District,21 Non-current,2013,17966
Hauraki District,22 Current,2013,62
Hauraki District,23 Other Liabilities,2013,8422
Hauraki District,24 Total Liabilities,2013,26450
Hauraki District,25 Equity,2013,454363
Hauraki District,14 Monetary Assets,2014,0
Hauraki District,16 Fixed Assets,2014,470669
Hauraki District,17 Investment properties,2014,20
Hauraki District,18 Other Assets,2014,9222
Hauraki District,19 Total Assets,2014,479911
Hauraki District,20 Public Debt,2014,16453
Hauraki District,21 Non-current,2014,16366
Hauraki District,22 Current,2014,87
Hauraki District,23 Other Liabilities,2014,8560
Hauraki District,24 Total Liabilities,2014,25013
Hauraki District,25 Equity,2014,454898
Hauraki District,14 Monetary Assets,2015,0
Hauraki District,16 Fixed Assets,2015,500898
Hauraki District,17 Investment properties,2015,21
Hauraki District,18 Other Assets,2015,9375
Hauraki District,19 Total Assets,2015,510294
Hauraki District,20 Public Debt,2015,13244
Hauraki District,21 Non-current,2015,13166
Hauraki District,22 Current,2015,78
Hauraki District,23 Other Liabilities,2015,10282
Hauraki District,24 Total Liabilities,2015,23526
Hauraki District,25 Equity,2015,486768
Hauraki District,14 Monetary Assets,2016,0
Hauraki District,16 Fixed Assets,2016,499399
Hauraki District,17 Investment properties,2016,21
Hauraki District,18 Other Assets,2016,9530
Hauraki District,19 Total Assets,2016,508950
Hauraki District,20 Public Debt,2016,13236
Hauraki District,21 Non-current,2016,13194
Hauraki District,22 Current,2016,42
Hauraki District,23 Other Liabilities,2016,7179
Hauraki District,24 Total Liabilities,2016,20415
Hauraki District,25 Equity,2016,488535
Hawke's Bay Region,14 Monetary Assets,2007,22434
Hawke's Bay Region,16 Fixed Assets,2007,116627
Hawke's Bay Region,17 Investment properties,2007,92145
Hawke's Bay Region,18 Other Assets,2007,96141
Hawke's Bay Region,19 Total Assets,2007,327347
Hawke's Bay Region,20 Public Debt,2007,7530
Hawke's Bay Region,21 Non-current,2007,6456
Hawke's Bay Region,22 Current,2007,1074
Hawke's Bay Region,23 Other Liabilities,2007,5211
Hawke's Bay Region,24 Total Liabilities,2007,12741
Hawke's Bay Region,25 Equity,2007,314606
Hawke's Bay Region,14 Monetary Assets,2008,22485
Hawke's Bay Region,16 Fixed Assets,2008,121877
Hawke's Bay Region,17 Investment properties,2008,93261
Hawke's Bay Region,18 Other Assets,2008,97750
Hawke's Bay Region,19 Total Assets,2008,335373
Hawke's Bay Region,20 Public Debt,2008,8155
Hawke's Bay Region,21 Non-current,2008,6740
Hawke's Bay Region,22 Current,2008,1415
Hawke's Bay Region,23 Other Liabilities,2008,5212
Hawke's Bay Region,24 Total Liabilities,2008,13367
Hawke's Bay Region,25 Equity,2008,322006
Hawke's Bay Region,14 Monetary Assets,2009,22530
Hawke's Bay Region,16 Fixed Assets,2009,122269
Hawke's Bay Region,17 Investment properties,2009,94411
Hawke's Bay Region,18 Other Assets,2009,99490
Hawke's Bay Region,19 Total Assets,2009,338700
Hawke's Bay Region,20 Public Debt,2009,6765
Hawke's Bay Region,21 Non-current,2009,5618
Hawke's Bay Region,22 Current,2009,1147
Hawke's Bay Region,23 Other Liabilities,2009,5213
Hawke's Bay Region,24 Total Liabilities,2009,11978
Hawke's Bay Region,25 Equity,2009,326722
Hawke's Bay Region,14 Monetary Assets,2010,23431
Hawke's Bay Region,16 Fixed Assets,2010,123083
Hawke's Bay Region,17 Investment properties,2010,96755
Hawke's Bay Region,18 Other Assets,2010,107297
Hawke's Bay Region,19 Total Assets,2010,350566
Hawke's Bay Region,20 Public Debt,2010,5734
Hawke's Bay Region,21 Non-current,2010,4576
Hawke's Bay Region,22 Current,2010,1158
Hawke's Bay Region,23 Other Liabilities,2010,5212
Hawke's Bay Region,24 Total Liabilities,2010,10946
Hawke's Bay Region,25 Equity,2010,339620
Hawke's Bay Region,14 Monetary Assets,2011,24490
Hawke's Bay Region,16 Fixed Assets,2011,132700
Hawke's Bay Region,17 Investment properties,2011,99199
Hawke's Bay Region,18 Other Assets,2011,108898
Hawke's Bay Region,19 Total Assets,2011,365287
Hawke's Bay Region,20 Public Debt,2011,4576
Hawke's Bay Region,21 Non-current,2011,3778
Hawke's Bay Region,22 Current,2011,798
Hawke's Bay Region,23 Other Liabilities,2011,5212
Hawke's Bay Region,24 Total Liabilities,2011,9788
Hawke's Bay Region,25 Equity,2011,355499
Hawke's Bay Region,14 Monetary Assets,2012,25933
Hawke's Bay Region,16 Fixed Assets,2012,133079
Hawke's Bay Region,17 Investment properties,2012,101747
Hawke's Bay Region,18 Other Assets,2012,110553
Hawke's Bay Region,19 Total Assets,2012,371312
Hawke's Bay Region,20 Public Debt,2012,3777
Hawke's Bay Region,21 Non-current,2012,2993
Hawke's Bay Region,22 Current,2012,784
Hawke's Bay Region,23 Other Liabilities,2012,5213
Hawke's Bay Region,24 Total Liabilities,2012,8990
Hawke's Bay Region,25 Equity,2012,362322
Hawke's Bay Region,14 Monetary Assets,2013,27288
Hawke's Bay Region,16 Fixed Assets,2013,133719
Hawke's Bay Region,17 Investment properties,2013,104403
Hawke's Bay Region,18 Other Assets,2013,117434
Hawke's Bay Region,19 Total Assets,2013,382844
Hawke's Bay Region,20 Public Debt,2013,2994
Hawke's Bay Region,21 Non-current,2013,2210
Hawke's Bay Region,22 Current,2013,784
Hawke's Bay Region,23 Other Liabilities,2013,5213
Hawke's Bay Region,24 Total Liabilities,2013,8207
Hawke's Bay Region,25 Equity,2013,374637
Hawke's Bay Region,14 Monetary Assets,2014,28430
Hawke's Bay Region,16 Fixed Assets,2014,142056
Hawke's Bay Region,17 Investment properties,2014,107172
Hawke's Bay Region,18 Other Assets,2014,119416
Hawke's Bay Region,19 Total Assets,2014,397074
Hawke's Bay Region,20 Public Debt,2014,2210
Hawke's Bay Region,21 Non-current,2014,1454
Hawke's Bay Region,22 Current,2014,756
Hawke's Bay Region,23 Other Liabilities,2014,5213
Hawke's Bay Region,24 Total Liabilities,2014,7423
Hawke's Bay Region,25 Equity,2014,389651
Hawke's Bay Region,14 Monetary Assets,2015,30179
Hawke's Bay Region,16 Fixed Assets,2015,143558
Hawke's Bay Region,17 Investment properties,2015,110059
Hawke's Bay Region,18 Other Assets,2015,121065
Hawke's Bay Region,19 Total Assets,2015,404861
Hawke's Bay Region,20 Public Debt,2015,1454
Hawke's Bay Region,21 Non-current,2015,698
Hawke's Bay Region,22 Current,2015,756
Hawke's Bay Region,23 Other Liabilities,2015,5213
Hawke's Bay Region,24 Total Liabilities,2015,6667
Hawke's Bay Region,25 Equity,2015,398194
Hawke's Bay Region,14 Monetary Assets,2016,32193
Hawke's Bay Region,16 Fixed Assets,2016,145710
Hawke's Bay Region,17 Investment properties,2016,113069
Hawke's Bay Region,18 Other Assets,2016,127062
Hawke's Bay Region,19 Total Assets,2016,418034
Hawke's Bay Region,20 Public Debt,2016,697
Hawke's Bay Region,21 Non-current,2016,697
Hawke's Bay Region,22 Current,2016,0
Hawke's Bay Region,23 Other Liabilities,2016,5214
Hawke's Bay Region,24 Total Liabilities,2016,5911
Hawke's Bay Region,25 Equity,2016,412123
Horowhenua District,14 Monetary Assets,2007,10509
Horowhenua District,16 Fixed Assets,2007,362390
Horowhenua District,17 Investment properties,2007,0
Horowhenua District,18 Other Assets,2007,3913
Horowhenua District,19 Total Assets,2007,376812
Horowhenua District,20 Public Debt,2007,28574
Horowhenua District,21 Non-current,2007,28574
Horowhenua District,22 Current,2007,0
Horowhenua District,23 Other Liabilities,2007,5628
Horowhenua District,24 Total Liabilities,2007,34202
Horowhenua District,25 Equity,2007,342610
Horowhenua District,14 Monetary Assets,2008,12693
Horowhenua District,16 Fixed Assets,2008,369402
Horowhenua District,17 Investment properties,2008,0
Horowhenua District,18 Other Assets,2008,13913
Horowhenua District,19 Total Assets,2008,396010
Horowhenua District,20 Public Debt,2008,35800
Horowhenua District,21 Non-current,2008,35800
Horowhenua District,22 Current,2008,0
Horowhenua District,23 Other Liabilities,2008,5853
Horowhenua District,24 Total Liabilities,2008,41653
Horowhenua District,25 Equity,2008,354356
Horowhenua District,14 Monetary Assets,2009,14052
Horowhenua District,16 Fixed Assets,2009,392686
Horowhenua District,17 Investment properties,2009,0
Horowhenua District,18 Other Assets,2009,3914
Horowhenua District,19 Total Assets,2009,410653
Horowhenua District,20 Public Debt,2009,37620
Horowhenua District,21 Non-current,2009,37620
Horowhenua District,22 Current,2009,0
Horowhenua District,23 Other Liabilities,2009,6113
Horowhenua District,24 Total Liabilities,2009,43733
Horowhenua District,25 Equity,2009,366919
Horowhenua District,14 Monetary Assets,2010,17613
Horowhenua District,16 Fixed Assets,2010,402273
Horowhenua District,17 Investment properties,2010,0
Horowhenua District,18 Other Assets,2010,3914
Horowhenua District,19 Total Assets,2010,423800
Horowhenua District,20 Public Debt,2010,38919
Horowhenua District,21 Non-current,2010,38919
Horowhenua District,22 Current,2010,0
Horowhenua District,23 Other Liabilities,2010,6344
Horowhenua District,24 Total Liabilities,2010,45263
Horowhenua District,25 Equity,2010,378536
Horowhenua District,14 Monetary Assets,2011,21205
Horowhenua District,16 Fixed Assets,2011,415549
Horowhenua District,17 Investment properties,2011,0
Horowhenua District,18 Other Assets,2011,3913
Horowhenua District,19 Total Assets,2011,440668
Horowhenua District,20 Public Debt,2011,43771
Horowhenua District,21 Non-current,2011,43771
Horowhenua District,22 Current,2011,0
Horowhenua District,23 Other Liabilities,2011,6248
Horowhenua District,24 Total Liabilities,2011,50019
Horowhenua District,25 Equity,2011,390648
Horowhenua District,14 Monetary Assets,2012,24778
Horowhenua District,16 Fixed Assets,2012,425100
Horowhenua District,17 Investment properties,2012,0
Horowhenua District,18 Other Assets,2012,3914
