OBJECTID,Id,GlobalID,AirManagementZoneName,ParentZone,EstPopulation,ShapeSTArea,ShapeSTLength
5543,0,{13BE59B1-FC7E-41BD-99A8-AB2A5920066C},Reefton,West Coast,1000,3034560.28125,6939.350708
