Sample_Ide,Easting,Northing,Auppb,Ptppb,Pdppb
558281,271773,433802,1.61544352,1.94292375,1.388497
558282,248736,416174,1.75534816,2.25172562,1.80035
558283,280190,432216,1.91086624,1.62784015,1.1217297
558284,259813,421539,1.76007328,0.71349945,1.0677812
558285,263595,423126,3.00380704,1.29301397,1.8845453
558286,257880,419246,1.79530624,1.63940651,1.558276
558287,261497,419230,1.76849632,1.85587692,1.4604944
558288,265213,417833,1.59808384,2.24504505,1.4726923
558289,260725,420457,1.88693248,2.0431323,1.2188171
558290,263547,417768,1.26824992,-1.61762064,0.9286457
558291,258449,412370,1.93212928,0.93216348,1.0852351
558292,275624,433471,2.05950208,1.31574785,1.4482886
558293,257321,421725,2.48517376,0.74999331,1.2824764
558294,274097,432873,1.21257568,2.59223527,1.2321972
558295,264701,426691,1.78000096,1.1058583,0.82084
558297,252893,416193,2.33016928,-0.59589227,0.9171341
558298,253399,415318,1.19942752,-0.19067083,1.356358
558299,278692,434739,2.8531168,1.08870818,2.0845633
558300,264789,422299,1.06958944,-0.27193448,0.6707958
558301,260305,416187,1.3482688,-0.03312903,1.1960993
558302,271074,431436,1.9101472,1.12221074,1.1647616
558303,267586,423766,2.98860448,-0.17411897,1.285749
558304,266881,434267,5.79049792,-0.05855508,0.591559
558305,268269,434462,2.55769408,-1.16473782,0.4048219
558306,265742,429562,1.6040416,0.10835946,0.5738075
558307,263317,411211,8.7826288,0.35514171,0.7792878
558308,283671,427319,2.31465856,0.285245,1.0670791
558309,259737,411120,2.19047008,0.67451284,0.7319837
558310,282113,424385,2.56231648,0.99577846,1.2308088
558311,259403,417588,5.05266016,0.14834317,1.2844598
558312,274847,430446,2.25877888,2.44775548,1.644546
558313,262462,408784,2.5387936,0.42344306,0.4398289
558314,269223,431280,1.94825632,-0.62101919,1.3498128
558315,267738,427818,3.99936928,0.47788472,1.6091423
558316,276312,430891,2.02087936,1.42732334,1.5835565
558317,266637,428444,1.7098432,0.39612252,1.151572
558318,277886,429788,1.71076768,3.56909414,2.9636062
558319,265286,431346,1.71590368,0.90653801,1.0345514
558320,263153,415111,1.44410656,1.71887538,1.0221551
558321,286878,426863,1.49351488,0.69036673,0.8077496
558322,270638,434838,1.28807488,0.38864427,0.6434249
558323,264615,430175,2.77525504,2.06756125,1.9213295
558324,261721,411894,1.29033472,1.38714021,1.4521562
558325,289246,425706,1.92853408,0.89088354,1.2173217
558326,260887,412574,1.02233824,-0.80039748,0.7082821
558327,269163,435342,1.00734112,1.07664327,0.6225
558329,268218,428513,1.77517312,2.80222453,1.3587381
558330,268547,418680,2.29154656,2.4160477,1.1788437
558331,272284,430190,0.953824,0.19261441,0.7953533
558332,284791,426887,2.34906976,2.84569809,2.0292265
558333,283803,423474,1.78072,0.80583091,1.862125
558334,269545,433832,0.94961248,-0.18797866,0.3810211
558335,268103,424741,1.78452064,1.7350284,1.7103949
558336,265890,433351,1.10143264,0.30568555,0.6120872
558338,288894,424851,1.86320416,1.11941886,1.6093407
558339,270337,432722,1.46002816,2.35592257,1.394836
558340,281561,427240,1.32864928,2.40029352,1.6190593
558341,287175,427649,1.40948992,1.84979461,1.3815472
558342,259817,409710,1.44646912,1.40987409,1.0663849
558343,268761,430281,1.2034336,2.1707611,1.7690044
558344,268931,422634,1.60722592,0.57849211,0.8694333
558345,260194,410348,1.27698112,0.09250557,0.7894031
558346,288257,426282,1.74867136,2.38842803,1.674892
558347,271277,435149,1.36038976,0.78529065,0.7049103
558348,266719,432726,1.30738624,0.88220877,1.0624181
558349,284589,424381,1.44061408,0.87173922,1.1838022
558350,283232,425550,2.01040192,0.76814053,0.9682066
558351,266305,422762,2.13828832,1.0609888,1.0014286
558352,262208,410547,2.39416384,3.4510375,2.3193979
558353,261584,413575,2.5624192,0.29332151,1.1044662
558354,268364,432300,1.84759072,2.41654625,2.0074091
558355,262709,414407,1.1125264,0.44408303,0.7131414
558356,263517,409688,2.08662016,2.27814877,1.9277755
558357,284498,428567,1.71785536,2.3871318,1.3612173
558359,266189,424496,1.50460864,1.22740479,1.2051238
558360,282226,426560,1.77681664,2.92756,1.5270296
558361,264131,416477,3.43584736,0.59683875,0.7482476
558362,269338,429871,1.83208,2.94490954,1.7743596
558363,280371,424621,1.62078496,2.11312872,1.6076548
558364,285882,427787,1.98235936,0.8845021,1.8108541
558365,268724,420482,1.80033952,7.10660552,0.7979317
558366,264204,414102,1.37477056,0.803737,0.363498
558367,280880,428325,2.0447104,2.39201759,1.5165476
558368,262198,418351,1.30081216,0.42533755,0.1874712
558369,278208,430379,2.79425824,3.55692952,1.3154308
558370,285882,429269,1.71169216,1.43510072,0.8780911
558371,262105,416745,1.69566784,0.57420458,0.3815469
558372,267313,429224,1.82663584,0.75956547,0.7472859
558373,290136,424347,11.56408096,1.54607795,1.3786021
558374,264399,412427,1.12968064,0.88619717,0.5370455
558375,275851,429312,2.37248992,3.30865162,0.9938225
558376,260213,418701,3.47447008,1.21892944,0.6156873
558378,266172,430792,2.99374048,0.69285948,0.239833
558379,279329,425369,1.64708128,1.52055219,0.9243043
558381,267543,419674,1.78770496,0.70791569,0.413678
558382,286468,428229,1.97198464,2.22011755,1.2530529
558383,261586,415899,1.60034368,2.1388539,1.1446601
558384,260669,414117,1.01884576,-2.68122721,0.7505585
558385,287864,425869,2.21902624,1.73911651,0.7952842
558386,268693,426843,1.31272768,1.02190248,0.2280318
558387,267406,421111,1.3143712,-1.22496266,0.1677364
558388,266433,426398,2.55183904,1.70591308,1.0460851
558389,264207,410877,2.11394368,2.1009641,0.8998093
558390,281763,425421,1.98852256,1.40169787,1.1393049
558391,280173,426227,1.36871008,1.89306875,1.1526928
558392,262621,412538,0.82830016,-1.23373714,0.4006867
558393,267637,425671,1.5711712,1.082925,0.9501877
558394,266393,420494,1.86608032,1.61916538,0.9211309
558395,279570,427697,2.39837536,2.03744883,1.0634398
558396,267866,433357,2.207008,0.70861366,0.5766143
558397,263205,413159,1.91970016,2.25611286,1.2197318
558398,261639,409107,2.1874912,3.41125321,2.6222931
558399,282804,428153,1.64420512,1.42542885,1.3912959
558400,267670,431422,2.22590848,1.940431,1.446236
558401,275845,427863,1.2732832,1.51377191,0.7825904
558402,267613,415826,1.62068224,-0.21440181,0.4094137
558403,284616,396447,1.64297248,-0.20881805,0.0075768
558404,285314,417672,2.34177664,2.20635757,1.7556464
558405,271450,429850,1.70912416,2.70979336,2.2848176
558406,279500,417500,1.68169792,1.95628489,1.0239702
558407,269544,417237,1.50399232,0.91730669,1.1740144
558408,269671,413753,3.0436624,1.47189371,1.1814521
558409,277208,423892,1.72021792,1.77112342,1.1850223
558410,269798,423481,2.08251136,0.41815843,0.6123155
558411,283478,419644,3.19784512,0.78419384,0.8768019
558412,279459,397899,2.17280224,0.57390545,0.6484134
558413,274124,426337,2.95470688,2.70829771,1.3969486
558414,274347,422500,3.93383392,1.90303975,1.1205618
558415,274688,428567,1.33583968,0.68268906,0.4330162
558416,269633,419690,2.19663328,0.48675891,0.7179316
558417,274758,418850,6.47409952,2.84121114,1.3386366
558418,278628,418185,1.7031664,2.65485315,0.9761702
558419,268516,412828,1.364704,-0.52908657,0.2907072
558420,271194,423532,4.77028288,0.13797333,1.0395399
558421,276122,424317,2.60052832,-0.18289345,0.6304636
558422,273500,431140,2.7406384,2.49501802,2.222043
558423,272287,420632,2.61398464,-0.2382325,0.343664
558424,274381,424122,3.47005312,0.47599023,0.955047
558425,277280,417778,1.7565808,2.837821,1.5766446
558426,282840,418716,2.39426656,1.76135184,1.5658351
558427,278350,426660,2.09678944,0.55515997,0.6141997
558428,269315,415531,2.17855456,1.67091487,0.894355
558429,285706,421391,3.23246176,1.5764895,1.0457876
558430,267423,435740,2.14475968,1.39551585,0.9632781
558431,278230,422768,2.72605216,1.72545624,1.2489869
558432,271439,409546,3.221368,0.98151993,0.4405531
558433,283772,421368,3.91739872,0.63423,0.8110502
558435,285124,415477,2.02961056,1.00126251,1.2489849
558436,287633,421475,3.2152048,4.03404187,1.7407689
558437,273735,429717,1.98081856,1.21494104,0.8421896
558438,285858,425163,2.91598144,1.98390456,1.4895713
558439,273439,423500,2.56170016,5.938802,1.767644
558440,279649,421840,2.28219904,2.08949745,1.0601652
558441,269308,421228,4.67814304,0.90873163,1.1890862
558442,276291,418173,3.82104736,-2.13152598,0.9624828
558443,278341,420867,2.01409984,0.02011611,0.7605726
558444,272323,424897,3.46563616,3.74099418,2.0898473
558445,281738,415597,4.5813808,0.56154141,0.886221
558446,280264,418598,2.78449984,2.33109478,0.8652962
558448,281774,417588,4.23428992,1.36969096,1.2779425
558449,280839,422356,7.47572224,2.11342785,1.3204865
558450,276813,428836,3.07098592,0.33689478,0.7267557
558451,267444,413266,5.36308,3.33088695,0.7586884
558452,272517,422266,6.65334592,2.23706825,1.4230282
558453,268156,414179,3.35058976,1.6233532,0.6410728
558454,266761,436868,3.57955264,1.25572243,0.6762781
558455,280336,420276,5.47976992,2.82785,1.3558902
558456,279698,419777,2.84140672,0.12650668,1.0972548
558457,280351,416715,2.90262784,3.34783765,1.9061845
558458,286445,420706,3.11258752,1.97552892,1.7138939
558459,285726,419410,5.96019136,1.45235055,1.350535
558461,286667,424619,3.46419808,2.10485279,1.6045093
558462,275756,425875,3.05681056,1.04832563,0.6514856
558463,267464,417155,3.23348896,1.30767134,1.0873378
558464,271238,421562,2.4555904,0.82457639,1.3409155
558465,286603,422867,4.10363008,1.51018235,1.8809953
558467,282251,416802,2.68763488,2.12509392,1.4519859
558468,268295,416525,2.07511552,0.64041202,0.5244489
558469,279264,423356,4.77511072,1.3760724,1.3288167
558470,278340,424404,2.87088736,1.63023319,1.3383371
558471,270209,410490,3.0652336,1.43679579,1.1028083
558472,283556,415311,2.9471056,2.91509625,1.1925572
558473,274785,420885,2.77361152,4.78336252,1.8641364
558474,287647,423131,2.54721664,0.39612252,1.211102
558475,272875,432110,4.96442368,0.83544478,1.3851453
558476,270336,420455,2.54660032,1.23607956,1.1967223
558477,278761,428849,1.87152448,0.92757682,0.5240522
558478,282473,420753,5.56852,0.74361187,-0.1442544
558479,284250,420493,2.18502592,0.60890366,0.4916236
558480,284110,416706,3.55099648,-0.31251645,0.6437504
558481,275504,417901,2.84931616,0.9373484,0.1888576
558482,273637,421551,2.93632,1.37846544,0.0716387
558483,270720,430580,2.61819616,0.77761298,0.1114058
558484,276398,426165,2.2511776,0.2114596,0.182114
558485,281452,419510,1.57877248,0.42723204,0.4261714
558486,270163,422641,2.93857984,-0.96761115,0.0694569
558487,277647,425800,6.295264,-0.44353539,0.2826724
558488,288796,420444,4.31749312,0.33061305,0.3570499
558489,277643,427265,4.29766816,0.43052247,0.522168
558490,287786,419824,3.06256288,0.86246619,0.6558491
558491,278544,398610,3.07375936,0.51916466,0.4951937
558492,283567,417755,2.97145024,0.30109889,0.4135768
558493,275845,421790,1.7740432,-2.30731471,0.0713411
558494,284244,418636,2.93549824,1.67590037,1.1346419
558495,285823,423796,2.04286144,0.97753153,1.2390679
558497,275686,419291,2.55635872,2.93045159,1.0398354
558498,277858,419657,2.8998544,1.76454256,0.8424871
558499,284416,422466,2.1499984,-0.35908102,0.4056432
558500,282165,422150,3.62516032,1.35632982,0.4476913
558501,271526,413812,2.2193344,0.63811869,0.6624702
558502,286442,418496,1.88816512,2.70550583,1.1391804
558503,269717,409596,1.26373024,-0.25877276,0.315276
558504,275433,413873,1.7637712,1.50080961,1.0474481
558505,276593,414528,2.00814208,6.03811316,2.4605215
558506,277358,397699,1.49279584,0.97493907,0.8201505
558507,271138,407899,1.51149088,2.15959358,0.7694746
558508,282818,402870,1.3862752,2.27505776,1.1782534
558509,283100,399365,1.28550688,1.05620272,0.1175311
558510,286761,406227,1.41544768,2.78746745,0.9489723
558511,271289,411324,2.59405696,1.47109603,0.6396611
558512,281450,401402,1.6461568,2.54656809,0.8571409
558513,268478,410490,2.29514176,2.14952287,0.7267324
558514,284479,414511,2.2152256,1.6133822,0.7596568
558515,279857,413485,1.75616992,3.56301183,1.4215174
558516,280684,400627,1.66577632,0.86336358,0.4333875
558517,273622,397461,4.08534592,2.18053268,0.6551316
558518,283163,401513,1.64420512,2.41913871,1.5412156
558519,282560,414521,3.4411888,2.22709725,1.2752416
558520,286207,416204,2.0005408,1.76115242,0.7649128
558521,272749,418727,2.02745344,2.17614544,0.5272023
558522,276490,416156,1.7355232,3.80121902,1.3623129
558523,278632,396322,2.40258688,3.2117335,1.044473
558524,273400,407340,1.52155744,1.25492475,0.5018148
558525,271238,417695,2.02375552,2.0750395,0.8326459
558526,287129,413572,4.55374912,1.3182406,0.5961255
558527,274323,414150,1.39993696,3.09058585,0.8916521
558529,280320,414101,3.72479872,4.61245958,1.6530793
558530,281461,395414,1.47985312,1.03027812,0.6892461
558531,283739,413396,2.01317536,2.99267063,1.0847361
558532,283446,403529,1.45930912,2.49362208,0.7863335
558533,288432,418725,1.47173824,1.16398923,0.711956
558534,278790,416163,6.98523424,5.05945951,3.8039775
558535,276888,398790,1.71580096,0.11813104,0.2715421
558536,277410,413573,2.11312192,4.73669824,2.1404007
558538,270587,418265,1.42541152,0.97493907,0.462841
558539,279283,415145,1.40866816,2.5008012,1.2108803
558540,282610,398389,4.64825152,0.70851395,0.4777165
558541,273566,417508,1.98482464,2.70181656,1.5849495
558542,281374,399683,2.53478752,1.65585866,0.6733789
558543,281316,423667,1.39356832,1.9932773,1.2257558
558544,283684,395315,1.61564896,1.52892783,0.774334
558545,269694,411169,1.7966416,0.90693685,0.6226039
558546,273224,419477,1.67039872,3.41683697,1.314513
558547,275185,415600,2.58594208,3.9465962,1.5254475
558548,272357,414520,2.67150784,1.22471262,0.618042
558549,282276,404886,3.56928064,6.42548651,3.5123185
558550,283502,407755,1.81225504,2.32242001,1.0395145
558551,281750,397181,2.89851904,1.23767492,0.5202604
558552,269491,407291,1.45314592,1.52513885,0.8368111
558553,288420,414099,1.79181376,2.64468273,1.4424423
558554,277330,415312,2.30171584,1.24355781,0.8042833
558555,287592,415326,1.71847168,2.95727358,0.943518
558556,270129,406431,1.0555168,0.39283209,0.2976238
558557,282314,396276,1.55411968,1.69105629,0.441817
558559,283216,397314,1.61030752,1.78617963,0.5359293
558560,284576,398823,1.89545824,2.42362566,1.0929672
558561,288765,416360,1.86012256,3.0452178,1.4107079
558562,281554,421534,1.36295776,2.71408089,1.3270084
558563,284429,406805,0.32404768,1.63472014,0.6175277
558564,272566,416700,1.37774944,1.80053787,1.1221232
558565,283417,393633,1.49248768,0.75557707,0.6265707
558566,272711,406438,1.99458304,3.0512004,1.6620046
558567,285875,405338,2.04152608,1.3232261,1.01395
558568,271625,415810,1.50686848,1.54976722,1.0116691
558569,282408,400300,2.05826944,0.57579994,0.5209759
558570,274671,416516,2.68640224,3.98687904,1.8237722
558571,270760,414467,1.86721024,0.98112109,0.8730294
558572,274956,396590,4.00471072,0.56114257,0.5234552
558573,270465,416724,2.09617312,2.04851664,0.9417543
558574,272206,408315,1.83988672,3.12408841,1.3107658
558575,279580,399538,1.148992,0.2792624,0.4771428
558576,270804,412300,1.40815456,0.89696585,0.978943
558578,276569,396216,1.0339456,-0.33415352,0.5331739
558579,283133,405598,1.07636896,0.76375329,0.8569639
558581,280743,396258,2.7473152,1.62066103,0.5848414
558582,273474,415576,1.47594976,0.86605575,0.918846
558583,287522,417582,1.43568352,0.44757288,0.9553405
558584,289311,417633,1.54056064,1.94860722,1.2695111
558585,271236,419567,1.05716032,0.92458552,0.670921
558586,278611,414379,1.30533184,2.57588283,1.4314557
558587,284765,394652,1.40342944,0.90952931,0.6531696
558588,274322,398161,2.23227712,0.73214522,0.8810622
558589,270766,408675,14.12673952,0.68498239,0.7850657
558590,285148,407784,2.09052352,1.77471298,1.0199994
558591,284100,404847,1.29618976,0.75457997,0.5803788
558592,286586,414236,1.24380256,2.14932345,0.9416551
558593,275693,397167,1.15433344,-0.6480406,0.1648565
558594,279863,395433,1.47492256,0.81041757,0.6077497
558595,285559,403742,1.59448864,1.20576772,1.0671051
558596,273364,413780,1.88713792,1.60012077,0.8405017
558597,285592,413568,1.1792944,1.601417,1.0694852
558598,267540,411874,0.27761824,-5.79247834,-0.5031527
558599,280688,398768,1.44862624,-0.05705943,0.2484568
558600,281634,413688,1.02685792,1.46571169,1.0780138
558601,281217,411464,0.70616608,-0.91057703,0.1562287
558602,315493,321383,1.85067232,0.42962508,0.4919191
558603,325675,313776,3.95180992,2.91031017,1.0456844
558604,277121,409762,3.388288,1.46830415,1.0480645
558605,283612,411802,1.829512,1.87851109,1.1969187
558606,278586,406377,2.27829568,2.89405744,0.8917726
558607,315803,319106,2.91772768,1.61258452,0.7675126
558608,316490,320319,2.0960704,1.69165455,1.0574856
558609,276169,402864,1.88426176,0.23758362,0.9154742
558610,276918,412475,1.3862752,3.276545,2.0688213
558611,280762,408346,1.6964896,0.63891637,0.9805297
558612,317500,321733,1.27965184,1.19320426,1.0354699
558613,286126,408733,1.18360864,1.07484849,0.8410967
558614,283671,409787,1.28858848,1.43240855,1.0714686
558615,270826,396830,1.22305312,0.76155967,0.8288988
558616,280504,406221,1.7760976,4.68554701,2.4332711
558617,278653,410108,1.30420192,-0.00830124,0.6499961
558618,278490,404535,1.36614208,0.98161964,0.8516087
558619,312897,320267,1.86176608,1.28164703,1.1657793
558620,274899,410675,1.26177856,2.08072297,1.6178953
558621,274812,412879,1.38298816,4.13454955,1.4814374
558622,284431,408735,1.33214176,2.65246011,1.6052016
558623,282485,406773,1.25797792,2.56491473,1.5216012
558624,272892,410442,0.98700256,1.36360865,0.925292
558625,279148,407259,3.832552,11.93715618,6.3520728
558626,277324,405758,1.48817344,0.20108976,0.7451001
558627,280696,410718,0.91859104,0.97533791,0.6558471
558628,314273,318911,3.41181088,4.6674995,0.7754462
558629,270258,404657,1.0072384,0.66872966,0.3743035
558630,324719,314542,1.7673664,0.86077112,0.6212368
558631,275849,403329,2.11907968,1.57220197,1.0820798
558632,326355,314474,2.08713376,1.96007387,1.1409868
558633,282166,410246,1.18627936,4.50776408,1.8267473
558635,277099,407597,2.0806624,0.38316022,0.7517445
558636,270440,400252,1.88734336,1.18841818,0.7570997
558637,285246,411666,1.5496,1.72994319,0.8278079
558638,276317,406896,2.21193856,0.07954327,0.8556747
558639,272175,412528,1.38432352,2.28054181,1.7257923
558640,278588,400905,2.31774016,2.18681441,0.7938918
558641,279886,405699,2.19149728,0.72915392,2.5205213
558642,278851,408544,1.5285424,0.09220644,1.2024529
558643,280878,404840,0.98813248,-0.56139261,0.2116454
558644,275219,411682,1.37744128,1.22541059,1.876908
558645,271327,397256,2.00834752,-0.47265071,0.8755886
558646,275896,405545,1.60178176,3.13246405,1.6188677
558648,273755,405567,1.18895008,-0.28689098,0.5624097
558649,320804,316547,1.92853408,-0.82961251,0.2467516
558650,269670,397487,1.39490368,0.1396684,0.8838197
558651,313461,321530,1.97670976,-1.08257678,0.4591737
558652,274310,404195,1.21719808,0.51786843,0.8545645
558653,314485,320711,1.55103808,-0.18169693,0.4965608
558654,313546,319771,2.40289504,1.38534543,1.3796697
558655,277766,401188,2.39026048,0.32642523,0.4572895
558656,279539,401795,1.25808064,0.80902163,0.3604996
558657,272206,396892,4.19576992,0.69744614,1.0580614
558658,269801,405190,2.08908544,-0.15527378,0.0840136
558659,320228,318400,2.71454752,1.68906209,1.2821856
558661,275339,407431,29.08616128,2.22939058,1.6778739
558662,278613,412817,1.5192976,1.09199861,1.0158149
558663,318782,320758,1.67039872,-0.06812724,0.4376538
558664,277246,411898,1.56418624,1.33977796,1.3947435
558665,269592,401888,1.4679376,-0.32438194,0.676951
558667,272500,398500,1.26794176,0.0688743,1.1931309
558668,319239,321240,2.21039776,-0.26874376,0.4970567
558669,275775,401449,1.77496768,-1.37382969,0.2603379
558670,277736,403219,2.1140464,0.23449261,1.2502528
558671,274729,406612,2.26802368,3.47845775,2.323173
558672,276864,408259,2.01841408,1.02878247,0.8857039
558673,279898,403215,2.14198624,1.59433759,2.028539
558674,274488,408829,3.0138736,3.59781062,1.7152609
558675,285336,409651,1.85837632,0.68179167,1.3761987
558676,281418,405577,2.05210624,1.37527472,0.7712617
558677,270764,398173,2.10911584,1.18732137,1.6144051
558678,276854,400478,2.27202976,1.75766257,1.5673985
558679,281885,409702,2.07829984,2.93224637,2.0744547
558680,275638,409412,2.04029344,1.12270929,1.557184
558681,279102,409741,1.9568848,0.37169357,1.0360456
558682,281734,407832,1.24256992,-0.17252361,0.6557287
558683,284280,412457,2.22878464,3.31184234,1.682039
558684,279574,411660,2.67253504,1.40319352,1.3653892
558685,276883,404527,1.97855872,0.78549007,1.0894982
558686,276750,410308,4.61918176,7.07280383,6.4248442
558687,282145,412786,2.02129024,3.14323273,2.5198272
558688,271574,399457,2.97001216,1.80711873,1.811555
558689,280186,412198,2.33058016,0.79934976,0.9904274
558690,319303,317734,1.77691936,0.1087583,1.2290304
558691,317338,319702,2.11753888,-0.70816573,1.1030845
558692,273827,409562,1.64985472,0.29082876,1.6981045
558693,282438,408230,1.41082528,0.53990434,1.207213
558694,278575,402576,2.59929568,1.10735395,1.7468962
558695,270380,402800,1.6492384,2.76912081,2.2640677
558697,280531,402663,1.559872,1.86624676,0.6564229
558698,281574,403502,1.95616576,1.80402772,1.3697527
558699,284457,410556,2.18831296,1.89715686,1.9750863
558700,321578,315465,1.74055648,-0.37403752,1.3653892
558701,325717,311860,4.00060192,-0.05346987,1.056078
558703,329381,315435,2.67910912,-0.37812563,0.6564229
558704,324686,316534,4.84341952,0.3351,0.9796179
558705,323268,315667,5.52414496,1.01502249,1.2011637
558706,328222,320449,2.1340768,0.36491329,0.7984343
558711,327273,311580,2.21738272,-0.95335262,0.3405664
558715,329767,317528,1.17097408,0.29232441,0.138872
558717,325569,317842,2.75512192,0.11633626,0.5382295
558719,327512,319501,1.5706576,-0.2192876,0.4489765
558721,330247,314343,3.43430656,-0.36107522,0.353575
558722,320642,320113,2.11887424,-0.0567603,0.2145387
558723,326723,318693,1.59859744,-0.9032982,0.2878253
558725,330188,312523,2.6173744,-0.00231864,0.4938014
558727,323179,317869,2.14660864,-0.11269761,0.52623
558729,328892,318176,2.21666368,0.36830343,0.6943231
558730,333418,315263,5.68808608,1.15401823,0.5496341
558731,327514,313729,3.1068352,-0.07042057,0.423589
558734,321642,319432,1.9281232,-0.34651756,0.3083535
558735,326115,316112,2.80206496,0.82527436,0.5393204
558736,322884,316105,3.4889536,0.76524894,0.8061869
558738,329485,311763,2.44911904,0.91451481,0.5183955
558739,322502,320129,3.06821248,-0.75253668,0.4900329
558741,332083,314610,2.78306176,-0.39597372,0.2406204
558744,330478,316491,2.08713376,0.75428084,0.5518158
558746,329671,313880,1.9034704,0.06777749,0.4898346
558747,319962,319557,2.84736448,-0.05356958,0.8121371
558748,322420,318413,2.4365872,-0.47005825,0.4035567
558751,318645,318237,3.06020032,0.37687849,0.4564143
558754,321816,317752,11.9109664,1.65196997,0.9545452
558759,325628,315762,4.22514784,1.03755695,1.2280561
558764,320299,314986,2.9815168,-0.46995854,0.889688
558765,332534,316525,1.81924,0.33599739,0.4969748
558768,326782,312738,2.48558464,0.64410129,0.6507875
558770,318771,316357,4.4658208,1.68557224,0.7820886
558771,324801,312120,2.81428864,-0.56278855,0.4708931
558772,324506,318704,3.3692848,-0.91935151,0.1722922
558773,328754,312750,2.63196064,0.19121847,0.7016617
558776,326543,310872,2.3343808,1.34546143,1.1885864
558778,325530,319168,2.92615072,0.90982844,0.8410947
558781,334289,316779,3.91770688,2.06516821,0.8561686
558782,319253,315763,2.79600448,1.15651098,0.7675106
558785,328202,314413,3.27396064,1.19928657,0.9664456
558786,322875,314787,4.51543456,1.83792912,1.8903133
558787,331488,315631,3.27755584,0.75029244,0.8328636
558788,328372,316332,2.01379168,1.58017877,0.7340903
558793,327641,315223,3.24622624,0.91551191,0.7396438
558794,316814,318615,3.9193504,1.42313552,1.1544719
558796,323298,319281,5.12127712,1.41386249,0.8391113
558800,327815,317160,1.74856864,1.22561001,0.730421
558801,329678,329456,1.85611648,0.43700362,0.2593242
558802,322616,326840,1.13060512,0.21484974,-0.0906468
558803,335298,317562,0.62265472,0.55506026,-0.275103
558804,320345,322204,0.29066368,0.14644868,-0.4563857
558805,321559,321778,0.01825024,-0.21918789,-0.3315307
558806,323254,329698,0.5224,0.34596839,-0.2837308
558808,316459,326390,1.75668352,0.33868956,0.0342083
558809,317201,329621,0.7617376,0.16798604,-0.181189
558810,319385,327965,1.1679952,0.46821285,0.0004905
558811,328780,330387,2.30109952,0.09410093,-0.2303773
558812,325170,329758,0.90831904,-0.0009227,-0.2064773
558813,315738,329626,5.07936736,-0.02176209,-0.2784748
558814,329281,331632,0.33154624,0.16888343,-0.1238687
558815,314760,324708,1.1972704,0.33101189,0.0882559
558816,321418,327525,2.47058752,0.39572368,0.2834225
558818,332097,320789,0.24895936,0.66494068,-0.3496788
558819,338545,324564,1.31601472,1.98440311,-0.1227779
558820,327666,329437,0.9240352,2.3442565,0.8131886
558821,321368,331248,3.19599616,0.84721056,-0.0031788
558822,317456,323428,0.40899712,0.56194025,-0.027178
558823,329332,319358,3.08290144,1.52523856,0.1890126
558824,335945,319465,2.18964832,1.61348191,0.3002814
558825,321567,325690,0.8803792,0.07904472,0.0283572
558826,320660,324653,0.1623664,0.35135273,-0.0334257
558827,323648,327136,-0.19622912,0.53501855,-0.3036639
558828,319514,329601,1.01299072,0.40818743,0.2564482
558829,331468,319445,0.72147136,2.3711782,-0.0691269
558830,318269,328430,1.02203008,3.05608619,0.7754048
558831,319421,325782,0.29908672,0.5654301,0.1794923
558832,320507,326475,0.49148128,1.16059909,0.2039873
558833,328652,328229,0.61351264,0.62405958,-0.0897543
558834,318991,324318,0.86414944,0.27347922,0.0037631
558835,317563,331380,0.16924864,3.13924433,0.1756247
558836,316740,330710,0.73770112,0.95041041,-0.2362283
558837,326594,338569,1.300504,0.27298067,-0.1357691
558838,336295,320498,0.4417648,0.55825098,-0.1884284
558839,314550,322374,1.7350096,0.35035563,0.5177612
558840,330555,330232,1.1325568,0.74440955,0.3570066
558841,337809,323590,1.18997728,1.13527275,0.1025364
558842,314763,328340,0.090976,-0.10182922,-0.3288531
558843,330128,318845,0.54222496,0.09270499,-0.4043215
558845,318429,322969,0.30504448,0.06009982,-0.261715
558846,317433,325796,3.21530752,1.51307394,0.7810575
558847,326885,336507,0.41115424,0.47997863,-0.062185
558848,319206,331456,0.2147536,0.59045731,0.1539064
558849,317532,327201,1.10420608,0.33559855,0.3704937
558850,313740,323895,2.160784,1.6403039,0.6331951
558851,326513,330731,0.635392,1.55106345,0.191591
558852,322469,322341,0.06457696,1.02599059,0.0743721
558854,315531,323370,1.86156064,0.4228448,0.3430236
558855,316541,322909,2.07994336,0.62286306,0.1512289
558856,320694,330576,0.99398752,0.10556758,0.0484887
558857,333711,317562,0.41464672,0.03756536,-0.0730937
558858,324530,330162,1.00795744,0.37867327,0.0468028
558859,323273,331412,0.2075632,0.25483345,-0.0222195
558860,327191,327678,0.08460736,0.72466697,-0.0046664
558861,322615,328325,0.73729024,0.30678236,0.2861992
558863,333214,321600,0.0817312,0.01911901,-0.2864084
558864,313503,329475,1.06517248,0.17775762,-0.281549
558865,316814,328249,2.19355168,0.62366074,0.2396885
558866,334378,320310,0.79984672,0.28414819,0.0381751
558867,313356,325424,0.69075808,0.04085579,-0.1265463
558868,329570,325512,0.31428928,0.48376761,-0.0592099
558869,331332,317268,6.1088272,0.34138173,0.3032565
558870,334664,322267,0.3960544,0.0599004,-0.0642676
558871,319166,323171,1.72802464,1.58556311,-0.217386
558872,327114,325588,1.07020576,0.65058244,0.1351633
558873,318544,330320,0.74848672,0.47918095,0.1484521
558874,337209,319148,2.13602848,1.95887735,0.9198955
