Sample_Ide,Easting,Northing,Auppb,Ptppb,Pdppb
555408,258804,388543,1.8557056,5.539962,3.4503187
555409,267320,393007,0.7761184,0.0180222,0.2540696
555410,257730,391339,1.5074848,1.7958515,2.2830878
555411,252574,368543,-0.0045536,-0.472551,0.2342356
555412,261459,393483,0.5871136,1.4608259,1.0454462
555413,268182,390721,12.2951392,-0.4615829,0.5476128
555414,250506,394433,4.1360896,5.5818402,22.9025142
555415,265581,399544,0.6846976,0.8496036,0.7310773
555416,263273,393421,0.116656,1.8297529,0.2501028
555417,261797,397300,-0.2038304,-0.1255602,0.0120948
555418,259709,393564,1.071952,7.9918309,1.6285658
555419,268263,398312,3.1345696,12.6712212,6.9292023
555420,252553,392540,0.460768,1.1487336,0.0487877
555421,249553,369503,1.2928,1.2813479,0.9621434
555422,248775,368235,2.1422944,17.4503215,2.5538219
555423,260891,398935,0.517264,2.7042096,1.446093
555424,266375,394578,1.2404128,12.7370298,2.3435815
555425,251425,367658,0.8675392,10.9262962,1.2636202
555426,262555,394341,0.7966624,2.0331613,0.3641483
555427,266570,396697,0.399136,0.8246761,0.8996663
555429,266217,398780,1.1428288,0.1097554,0.5971978
555430,255504,395346,1.4437984,1.511678,1.8189722
555431,251767,399321,8.25865408,0.42254567,-0.41949304
555432,259611,389591,4.5120448,4.3464333,3.7577457
555433,252505,396536,1.4859136,-0.073711,1.7912046
555434,247611,369866,0.6127936,-0.6330841,0.0041612
555435,257440,397391,0.31696,0.4278303,0.0686217
555436,268023,396754,8.74,0.265303,0.8024797
555438,250587,366521,0.9353344,1.5934402,0.722152
555439,248635,366309,1.1756992,0.7110067,0.4732353
555440,258569,392247,0.7679008,6.7653979,0.3929076
555441,245832,369456,1.0801696,0.4397955,-0.0553408
555442,266450,392764,9.4477408,5.2388378,42.5709003
555443,250458,396548,0.6990784,-0.1205747,0.2411775
555444,256512,396618,-0.2346464,-0.2073224,-0.0731914
555445,268031,392264,0.5357536,-0.7367825,0.3185301
555446,250225,368632,1.4592064,1.0889076,0.3938993
555447,247827,367277,2.2470688,0.8874934,0.8520647
555448,264540,396898,6.9958144,5.539962,37.077874
555449,260309,390229,0.6343648,2.0112251,0.9056165
555450,261546,391209,0.5080192,1.1636901,1.4213005
555451,258550,394793,0.9106816,1.8177877,0.1638249
555452,266214,390385,2.6969824,0.8904847,0.156883
555453,261701,395260,1.0811968,2.4369868,0.1548996
555454,263827,397762,0.3950272,1.3800608,0.1310988
555455,260500,394500,1.1109856,3.8688224,1.8150054
555456,265393,391072,0.5367808,1.5535562,0.3195218
555457,259312,395708,0.5398624,0.8525949,1.0940395
555459,255600,397425,1.5177568,1.0998757,1.9379762
555460,259303,391478,1.3534048,2.1478278,1.3736989
555461,253551,393644,16.6165696,2.0790279,0.8133884
555462,251500,395466,1.380112,2.3223203,0.2600198
555463,263315,391640,0.8932192,1.2564204,0.3274554
555464,246288,368514,1.5557632,1.1836321,1.1803174
555465,254489,394526,0.5850592,1.1686756,0.0259786
555466,265304,395125,0.311824,0.0888163,-0.0602993
555467,259637,387797,1.4335264,1.0789366,0.0041612
555468,253181,365537,1.6851904,7.1034148,1.5006365
555469,265151,393116,0.8346688,0.055912,-0.0176562
555470,246389,366309,0.8264512,0.7887805,0.6061231
555471,252779,366676,1.9892416,0.8496036,0.394891
555472,262204,396919,0.5901952,5.3036493,0.9294173
555473,251636,365594,4.5890848,7.6488285,7.5133136
555474,267353,395240,1.9009024,3.3991883,4.688952
555475,262430,392699,0.9353344,4.9466875,1.8864078
555476,253345,369301,2.571664,3.1858089,0.9542098
555478,262657,398578,0.9866944,1.7021241,2.2503617
555479,262682,390300,1.2558208,1.1567104,1.3191554
555481,256527,394710,0.7360576,0.3420797,-0.1069092
555482,245588,367404,0.5901952,0.9951802,0.0666383
555483,253456,395401,9.1252,3.9525788,2.9415766
555484,252667,394655,0.6220384,0.7877834,0.4633183
555485,249653,367581,10.2582016,1.0021599,0.4008412
555486,264402,398600,-0.6116288,-0.7457564,-0.8070494
555487,258460,396434,3.2424256,19.0387018,7.326874
555488,260456,396409,0.57376,3.7122777,0.9046248
555489,264613,392358,2.6312416,-0.6610029,0.46431
555490,258497,390600,0.1895872,2.6104822,0.146966
555491,261561,389854,0.2121856,1.5705069,0.5545547
555492,263493,395289,0.37561312,0.81291032,-0.26409365
555493,259255,397561,1.8598144,8.0955293,5.5051211
555494,257511,395575,0.5347264,2.2804421,0.3125799
555495,260323,388677,0.322096,1.6522691,0.1063063
555496,265211,397523,0.3950272,-0.3419309,-0.0196396
555497,264544,394386,0.5511616,-0.6131421,0.0884557
555498,267830,391721,0.3467488,-0.6978956,0.0993644
555499,260627,392386,0.5624608,1.1985886,0.0309371
555500,267579,399322,0.8233696,2.4878389,0.3522479
555501,249288,397723,-0.0137984,1.2813479,-0.0602993
555502,260205,406750,0.224512,0.3031928,-0.1277349
555503,267207,407174,0.1279552,1.8496949,0.1439909
555504,251513,401576,0.2491648,2.070054,-0.0097226
555505,246784,400587,0.0129088,-0.0747081,-0.2427721
555506,248486,404431,1.272256,-0.5672755,-0.1654195
555507,268460,404490,0.0221536,-0.023856,-0.3518591
555508,268251,402180,4.1155456,-0.9750894,0.0309371
555509,254432,404695,0.8788384,0.3779753,0.2183684
555510,251117,393151,-0.1473344,-0.6929101,-0.2179796
555511,247515,397330,-0.1237088,-0.0318328,-0.0186479
555512,262495,406407,2.2111168,24.5965372,12.5878425
555513,250302,398513,-0.0867296,-0.3598787,0.1033312
555514,246888,392230,-0.2521088,2.0840134,-0.2219464
555515,260477,402306,-0.1493888,0.8864963,0.7885959
555516,255521,399596,0.9651232,0.3570362,1.019662
555517,249444,401712,-0.7739264,1.1547162,0.4831523
555518,246719,404676,-0.5212352,0.9283745,0.503978
555519,260690,404790,0.440224,1.4588317,1.069247
555520,249363,393195,2.6558944,1.4448723,0.5495962
555521,247792,393475,11.3059456,1.2604088,0.1816755
555522,252173,398579,1.9532896,1.0809308,0.4831523
555523,257651,399335,1.2044608,0.3799695,0.0061446
555524,248251,394504,1.0185376,0.8805137,0.2927459
555525,249431,405687,1.2301408,1.1267974,-0.0265815
555526,265589,403631,0.8274784,0.9343571,0.1310988
555527,248574,396403,15.2134144,0.7100096,0.384974
555528,267265,403907,1.4848864,0.93336,0.3443143
555529,258290,400844,1.1715904,1.4668085,0.831239
555530,266886,406844,0.9055456,-0.4974785,0.4177001
555531,255808,405174,0.923008,1.2554233,-0.0702163
555532,268368,408398,0.9661504,3.2396523,0.2391941
555533,248551,398474,0.738112,-0.6410609,0.06763
555535,254294,400445,0.7802272,0.7728269,0.2530779
555536,256413,402542,1.3585408,0.6481894,0.3383641
555537,248499,400043,0.6271744,0.53452,-0.061291
555538,253349,401361,1.1859712,0.8027399,0.1787004
555539,247465,391465,0.8367232,0.4637259,0.2530779
555540,255925,403920,0.640528,1.3730811,0.1261403
555541,254627,398595,0.6210112,0.0210135,0.2094431
555542,247521,403572,0.8983552,0.0180222,-0.170378
555543,253740,397527,0.7976896,-0.0268473,0.3492728
555544,248538,392514,1.2034336,1.3401768,0.4057997
555545,268713,400502,0.5491072,-0.4715539,0.2332439
555546,265393,401497,0.3878368,0.4587404,0.0735802
555548,264596,400649,0.3621568,0.3889434,-0.0841001
555549,258598,406299,2.0251936,-0.2103137,-0.1178179
555550,259739,401657,0.6004672,-1.1017211,0.0398624
555551,259663,405431,5.0718688,0.0718656,0.4186918
555552,259541,399335,1.4694784,0.4019057,0.2094431
555553,261365,405501,0.594304,0.0768511,-0.2368219
555554,267417,405409,0.7566016,-0.1624529,-0.1138511
555555,257335,403721,0.8007712,-0.7866375,-0.3350002
555556,247309,405569,0.3292864,0.1376742,-0.3776433
555557,267706,401346,1.6636192,0.2044799,-0.3032658
555558,258836,402617,1.6410208,0.9223919,0.3919159
555559,259518,403665,0.7545472,-0.0158792,-0.1336851
555561,254728,402266,0.6323104,0.1147409,-0.3310334
555562,249455,399240,0.4741216,0.0389613,-0.239797
555563,260697,408446,0.6631264,-0.4655713,-0.3478923
555564,249538,391432,0.6056032,0.5016157,0.2282854
555565,257650,401648,0.2892256,0.6102996,-0.1148428
555567,266384,400873,0.7709824,-1.0319241,0.6745504
555568,259861,407595,1.1890528,-0.1724239,-0.2080626
555569,256601,404473,0.9147904,0.7010357,-0.0880669
555570,266641,404602,0.7340032,6.4892012,0.06763
555571,268194,406267,0.440224,0.245361,0.0150699
555572,252393,402136,2.0241664,0.9094296,0.1310988
555573,248657,402305,0.7699552,0.4427868,-0.3826018
555574,255700,401579,8.1041632,-0.412725,0.1787004
555575,252076,400073,0.6333376,-0.9352054,0.0210201
555576,256579,398586,0.3652384,-0.2591716,0.117215
555577,260778,400769,1.4253088,3.4370781,2.9356264
555578,257888,405336,1.0318912,1.282345,0.6140567
555579,246567,398392,0.3303136,-0.701884,0.027962
555580,250528,402253,0.527536,0.2184393,-0.3042575
555581,249006,403559,0.6898336,0.0399584,-0.0543491
555582,258534,398716,0.2871712,-1.9043866,0.1558913
555583,247825,399378,1.123312,0.2363871,0.2302688
555584,246450,394807,0.4011904,0.4038999,-0.0880669
555585,266162,402509,0.774064,1.4109709,0.7241354
555586,250640,392607,1.2198688,1.2514349,0.6864508
555587,249242,395499,0.3097696,0.0409555,0.1261403
555588,261601,401571,0.9209536,0.8166993,0.0953976
555589,247458,395703,0.4278976,0.2373842,0.0428375
555590,261340,403358,1.0842784,0.3959231,0.4157167
555591,261642,407785,0.5901952,-1.6411522,0.1915925
555592,248681,406441,7.6059712,-0.0497806,0.1053146
555593,246598,396503,0.6323104,0.4138709,-0.1128594
555594,246519,406497,0.219376,0.0987873,-0.0682329
555595,256839,400494,0.4648768,0.0100454,0.1191984
555597,247418,401757,5.8658944,0.6661372,0.1410158
555598,246262,402449,2.3487616,0.783795,0.4514179
555599,250349,400400,0.62512,-0.173421,0.2570447
555600,258254,404736,8.3250112,0.8655572,0.3958827
555601,264523,402555,0.424816,0.9473194,0.1638249
555602,251293,385569,1.9368544,1.0011628,0.1588664
555603,256652,410442,0.9959392,0.5833779,0.0706051
555604,247479,411356,0.5562976,-0.0408067,-0.0077392
555605,249107,409729,0.4956928,0.8625659,0.2342356
555606,254312,406536,0.5152096,0.4188564,0.0398624
555607,252391,388712,0.3241504,1.1946002,0.2272937
555608,255502,409339,1.493104,0.3390884,0.0606881
555609,247070,383535,0.178288,-5.3892511,-0.5343319
555610,248463,388291,33.2058496,-0.303044,0.0021778
555611,262449,400535,14.7470656,0.9164093,1.05933
555612,248869,384157,28.1376448,0.6990415,0.2332439
555613,246899,386585,0.4052992,0.4806766,-0.5204481
555614,257306,387699,1.8947392,0.9483165,-0.2754982
555615,251579,409541,11.138512,0.5135809,-0.4867303
555616,247706,387706,0.8161792,-0.1275544,-0.4530125
555617,250777,404295,0.486448,1.4977186,-0.2457472
555618,249412,383189,4.3631008,1.5455794,0.057713
555619,253666,407085,0.7504384,0.7100096,-0.210046
555620,253516,385324,1.8135904,1.2793537,-0.3677263
555621,263585,407346,0.5203456,0.8515978,-0.1852535
555622,250298,408428,0.2234848,-0.5433451,-0.1396353
555623,253483,403297,15.1733536,0.983215,0.2173767
555624,251564,389712,0.4730944,0.6262532,-0.3657429
555625,263524,405725,0.6826432,0.5135809,-0.0652578
555626,254454,390477,0.6035488,0.5963402,-0.0493906
555627,246512,410456,0.2892256,0.7927689,-0.2288883
555629,252666,408350,1.1120128,0.8755282,-0.0593076
555630,252250,410565,0.0632416,0.5674243,-0.2943405
555631,257487,389446,0.275872,0.5355171,-0.0305483
555632,257653,409640,1.4972128,0.5494765,-0.1921954
555633,250640,384537,2.7658048,-0.1455022,-0.2824401
555634,249317,407514,0.7956352,0.0279932,-0.2487223
555635,252378,406406,0.2994976,0.2742769,-0.2883903
555636,248806,410266,0.6508,0.9253832,-0.239797
555638,262396,404589,0.2317024,0.5235519,-0.1019507
555639,248651,408514,0.2892256,0.7000386,0.0696134
555640,247635,389704,0.671344,0.3480623,-0.1842618
555641,264366,408688,0.36832,0.1197264,-0.0960005
555642,246529,382466,0.3231232,0.3141609,-0.011706
555643,250086,385679,0.5932768,0.9901947,-0.1812867
555644,255763,411249,0.2471104,1.0589946,0.0021778
555645,246634,384735,1.1428288,0.9393426,-0.041457
555646,264413,406314,0.2645728,0.0987873,-0.0434404
555647,265680,407642,6.7359328,0.5734069,0.1261403
555648,246839,408668,1.5270016,1.1447452,0.0904391
555649,258254,408512,0.465904,0.2722827,0.077547
555650,257229,407793,0.1906144,0.9443281,-0.2080626
555651,256690,412691,0.3190144,0.7030299,-0.0880669
555652,248252,386305,0.8654848,1.0410468,0.3343973
555653,254714,386153,4.8838912,0.2563291,0.1132482
555654,247803,407877,0.3005248,-0.0717168,0.1191984
555655,252320,386405,1.6995712,0.4318187,-0.0801333
555656,250530,388625,0.2173216,0.4667172,0.0755636
555657,254679,408544,0.5511616,1.0370584,0.4891025
555659,253586,405945,1.4900224,1.152722,0.0041612
555660,248540,390260,0.994912,0.3699985,0.6983512
555661,253168,383352,1.2640384,0.3819637,0.5069531
555662,256515,388496,0.738112,0.8166993,0.1668
555663,256555,408243,1.4140096,10.7268762,-0.0356743
555664,265669,409401,1.2886912,0.3969202,-0.1269107
555665,253633,409858,1.4088736,-0.2900817,-0.1903795
555666,252278,390538,1.2373312,0.1426597,-0.1041016
555667,249395,387402,0.8172064,-0.8973156,-0.4888812
555668,263643,403876,1.000048,0.9862063,-0.3153337
555669,248743,382243,4.1576608,1.0221019,-0.2062467
555670,266609,408577,2.124832,0.5604446,-0.2211222
555671,262630,402377,0.8315872,0.5295345,0.0456451
555672,251370,403333,1.3349152,-0.1185805,-0.5285492
555673,264530,404437,1.380112,0.8845021,0.1884499
555674,253229,389480,0.8295328,0.315158,-0.2677321
555675,246584,388566,10.553008,1.0689656,-0.1308775
555676,263503,401518,2.1238048,1.2903218,0.4700927
555678,252516,404219,2.0128672,1.6103909,-0.1864127
555679,255780,407435,1.5783616,1.2285016,-0.4214456
555681,253282,411703,1.4201728,0.2503465,-0.2231056
555682,267415,409486,2.2028992,-0.2212818,-0.1050933
555683,251818,383694,3.0462304,1.3651043,0.3689393
555684,252569,384364,2.8818784,0.8216848,-0.0624502
555685,265725,405461,1.8259168,0.9652672,-0.0882344
555686,250546,410266,1.4386624,1.4079796,-0.0257573
555687,254726,410585,1.4150368,0.5873663,-0.0931929
555688,251355,405503,1.005184,0.0738598,0.1963835
555689,251420,387909,2.0929888,1.5734982,0.1696076
555690,249320,389488,1.6461568,2.7760008,1.4935271
555691,256436,406530,2.5131136,1.5744953,-0.2310392
555692,251567,391331,2.2758304,2.2744595,3.0742969
555693,250366,406528,1.0966048,0.8914818,0.0000269
555694,254500,412634,0.9651232,1.8357355,0.1071305
555695,250370,386486,2.8346272,1.2245132,-0.0317075
555696,247358,409575,2.1577024,-0.2103137,-0.2935163
555697,250674,390678,1.1140672,0.8416268,0.4829848
555698,247336,385554,1.3585408,1.1936031,0.0605206
555699,246637,390016,9.9027904,1.3641072,0.260844
555700,251285,407629,1.2496576,0.2184393,0.0010186
555701,258443,382882,3.4643008,1.5505649,-0.0703838
555702,219876,371261,1.3215616,0.0569091,-0.1090601
555703,225359,363676,3.1027264,1.3810579,-0.0793091
555704,260637,384567,4.0929472,1.4169535,0.0248194
555705,253413,387457,2.787376,1.7848834,0.280678
555706,268682,380854,4.0015264,1.2464494,0.062504
555707,225562,361845,1.0750336,1.3870405,-0.1834376
555708,216819,372252,1.1869984,1.9234803,0.1051471
555709,215247,365217,5.550544,0.3670072,0.0486202
555710,267545,385343,1.688272,0.9473194,0.0753961
555711,267583,389347,1.297936,1.13278,0.131923
555712,215273,367499,1.0709248,1.3182406,-0.2240973
555713,255411,383594,3.4930624,0.8206877,-0.2092218
555714,265733,389342,1.4140096,5.0473946,1.2019673
555715,220776,366942,1.1150944,0.5195635,0.3342298
555716,262771,384792,12.6084352,1.3541362,0.3163792
555717,267599,383421,2.3939584,0.7429139,0.0347364
555718,262459,388512,3.83512,0.9981715,-0.1378194
555719,217512,371910,0.9774496,1.4977186,-0.0445996
555720,265213,387370,2.438128,1.3710869,-0.0445996
555721,264162,388641,1.8084544,1.3431681,-0.1199688
555722,254519,384325,11.6254048,1.3940202,0.0079605
555723,264704,386524,1.2599296,-0.3868004,0.6337232
555724,263881,389243,1.580416,2.0431323,0.4542255
555725,267840,381415,1.6358848,1.2494407,0.191425
555726,213303,363847,1.0010752,1.4777766,0.0684542
555727,257905,383595,1.7201152,1.4199448,0.1686159
555728,215712,371710,0.8552128,1.3561304,0.3134041
555729,212911,366604,0.8541856,1.1417539,-0.1031099
555730,223438,363683,1.3605952,1.950402,0.4730678
555731,216587,364877,0.9445792,1.4997128,0.1934084
555732,224556,364785,8.8694272,1.23249,-0.1497198
555733,259391,383038,5.391328,1.0470294,-0.0634419
555735,261529,383835,1.6913536,0.544491,-0.0178237
555736,212511,368522,4.050832,1.3870405,-0.3103752
555737,254553,388527,0.9733408,1.9145064,-0.1824459
555738,260472,382082,5.0051008,0.4308216,-0.0307158
555739,264458,390217,1.06168,-0.1714268,-0.3381428
555740,218414,368695,0.72784,1.3052783,-0.5265658
555741,262219,386397,9.720976,1.3501478,-0.5602836
555742,268454,382576,1.0627072,-0.4147192,-0.2498815
555743,264611,384404,2.7863488,0.5175693,-0.175504
555744,263724,387878,3.9255136,2.1857176,-0.304425
555745,219606,367367,0.7062688,0.8695456,-0.4908646
555746,210515,362795,1.349296,0.5434939,0.0446534
555748,208402,362401,0.8346688,1.1267974,0.0882882
555749,214623,368783,1.282528,1.0918989,-0.0207988
555750,221583,367476,1.1325568,0.983215,-0.185421
555751,216351,370530,0.9887488,1.6353184,-0.2677321
555752,266359,386529,1.2178144,0.6162822,-0.1368277
555753,218447,370687,1.3379968,0.7498936,-0.1725289
555754,224675,362816,3.5146336,0.7199806,-0.4868978
555755,216727,368731,0.8223424,1.5096838,-0.3609519
555756,261642,387241,3.1530592,0.7080154,-0.2736823
555757,218213,366804,0.938416,0.4128738,-0.4749974
555758,213436,365652,1.0575712,1.2364784,-0.3054167
555759,211479,365869,1.0596256,1.0211048,-0.4045867
555761,214429,370493,0.9569056,1.2843392,-0.1338526
555762,256344,384221,1.595824,0.6282474,-0.4482215
555763,214636,366644,0.9712864,0.7748211,-0.3758274
555764,267236,387337,0.8603488,0.7459052,0.1269645
555765,211472,367528,1.24144,0.5365142,0.0555621
555767,217639,367381,0.8398048,0.7668443,0.0476285
555768,218556,372432,0.7904992,1.1836321,-0.066417
555769,217391,365409,0.9507424,0.4268332,-0.1616202
555770,214457,364440,1.0175104,1.53162,0.2737361
555771,225272,365467,1.7026528,0.4527578,-0.1140186
555772,261518,385473,3.593728,1.0191106,-0.0991431
555773,266530,382385,0.9630688,0.4876563,0.3967069
555774,213384,369365,1.0452448,1.0260903,0.0585372
555775,256538,390466,1.405792,1.8447094,0.2539021
555776,263618,385481,3.0051424,1.5326171,0.2886116
555777,222426,366424,2.571664,0.215448,0.1269645
555778,217571,369801,3.4119136,1.6921531,0.2102673
555779,268594,388722,2.1638656,1.1467394,-0.235006
555780,259629,385768,2.3210272,1.172664,-0.2330226
555781,268682,384447,1.020592,0.9722469,0.2063005
555782,265448,385958,1.4900224,1.0988786,0.1944001
555783,255549,387503,9.525808,1.142751,-0.2419479
555784,255320,385422,1.2712288,0.6501836,-0.2905412
555785,211761,363512,0.9805312,1.3062754,0.0198609
555786,268282,386410,0.9702592,-0.3379425,0.9123909
555787,258220,384584,1.9943776,-0.9930372,0.04267
555788,223516,367351,1.0021024,2.5107722,0.2271262
555789,257707,385207,2.155648,0.7249661,-0.0386494
555790,224324,366686,1.236304,2.8487891,-0.016832
555791,216566,366556,0.923008,1.9523962,0.2350598
555792,258581,386612,11.503168,1.7858805,0.0704376
555793,266758,388781,0.9908032,1.5296258,0.0694459
555794,260598,386612,2.4216928,0.8884905,-0.2826076
555795,213198,367442,1.1253664,1.3950173,0.2241511
555797,265582,383677,5.3153152,2.3632014,0.43935
555798,266104,384317,1.0709248,1.1766524,0.0377115
555799,255472,389481,1.0483264,0.973244,-0.2707072
555800,215630,369410,0.810016,0.983215,-0.2568234
555801,227232,367775,1.431472,1.2245132,-0.1576534
555802,239545,369674,25.1464384,9.7128255,-0.0138569
555803,232332,366721,3.306112,1.910518,0.107298
555804,221510,361750,2.49976,0.973244,0.3135716
555805,221684,363555,2.34568,1.6801879,0.4950527
555806,219453,359689,1.7612032,1.0998757,0.5228203
555807,243854,367597,7.8340096,-0.4416409,0.4732353
555808,231691,363481,2.0929888,1.6482807,0.1668
555809,242484,362572,4.8479392,1.1577075,0.8094216
555810,237494,365594,2.1022336,2.6623314,-0.0930254
555811,226344,366391,3.5392864,2.0570917,-0.1178179
555812,236452,366505,5.9521792,2.1757466,0.4385258
555813,242661,364740,4.3815904,1.3441652,0.3621649
555814,234705,370773,3.419104,0.4407926,-0.1148428
555815,222145,364396,2.2819936,1.5146693,0.1112648
555816,237472,367259,2.725744,1.4997128,0.8490896
555817,222555,360520,1.8105088,1.3661014,0.6309156
555818,239177,363420,2.0970976,1.6592488,0.4097665
555819,218454,360404,1.44688,1.1547162,0.821322
555820,234493,368399,67.8409792,1.8028312,0.7360358
555821,228782,362546,3.234208,-0.4416409,0.1945676
555822,218175,362472,4.5377248,2.259503,0.9036331
555823,220559,360760,2.0056768,1.2095567,0.1410158
555824,243170,369175,1.873168,0.7399226,0.2372107
555825,226420,364272,2.0755264,0.7149951,-0.0166645
555826,241402,365586,2.4576448,1.1606988,0.3383641
555827,222868,362275,10.876576,1.312258,0.256053
555829,221849,365800,2.8962592,0.953302,0.9958612
555830,231688,365660,4.9742848,1.2195277,0.1548996
555831,235398,371603,1.8700864,0.4437839,0.0795304
555832,232343,362641,2.2419328,1.6961415,1.2824625
555833,237738,369225,10.5560896,-0.9651184,0.0259786
555834,217694,363059,2.2768576,0.9213948,1.594848
555835,226639,360454,1.7920192,1.0520149,0.6319073
555836,220663,362208,2.510032,5.4711621,1.0087533
555838,227468,363648,2.3128096,-1.2782078,0.6765338
555839,219289,363596,71.4978112,1.2773595,0.8590066
555840,240718,366321,3.506416,2.3302971,0.9809857
555841,229664,363323,1.7766112,-1.489593,1.3102301
555842,241584,363281,4.7328928,1.3272145,0.4424926
555843,240302,368665,2.4781888,1.9633643,0.8927244
555844,234683,366169,2.6620576,2.2146335,1.0603217
555845,244159,362187,2.489488,2.3322913,0.5823223
555846,227729,361562,2.006704,-1.0059995,1.1327158
555847,216684,362584,2.1238048,0.9872034,0.4117499
555848,219469,365660,2.5880992,2.1189119,-0.0206313
555849,233600,363472,1.9440448,1.8098109,0.027962
555850,234382,362691,2.684656,0.5604446,0.1301071
555851,234063,364256,2.4915424,2.1986799,0.5317456
555852,243691,365081,2.0364928,1.6821821,0.7538864
555853,240502,364675,1.914256,0.3889434,0.0487877
555854,218905,364887,7.420048,0.4168622,0.2580364
555855,235353,369254,1.3318336,-0.9850604,-0.2635978
555856,244399,364404,1.919392,3.0412294,0.3006795
555857,230623,362624,2.597344,3.7731008,0.1152316
555859,230600,366549,1.9902688,6.108309,-0.1564942
555860,239596,365287,4.6897504,3.1818205,0.0616798
555861,235244,367876,3.3153568,5.7722863,-0.2120294
555862,241295,369046,3.367744,-0.4855133,0.2986961
555863,235198,363506,2.5172224,1.6632372,0.2074597
555864,219638,361369,2.4915424,0.9552962,0.1231652
555865,233113,365415,2.3374624,10.2293233,0.0596964
555866,242679,368427,2.1535936,-0.8484577,0.1211818
555867,236626,364558,1.6964896,-0.5074495,0.1548996
555868,229370,365374,2.5634464,1.2275045,-0.0771582
555869,240334,362663,1.5639808,1.3371855,0.0398624
555870,215711,361343,2.0611456,2.2654856,0.0944059
555871,227672,365590,1.6173952,2.1348655,0.2590281
555872,223082,359429,1.6975168,2.0112251,0.2937376
555873,228404,364597,3.4756,1.2504378,0.1340739
555874,244138,368916,1.9378816,1.8217761,0.1122565
555875,238644,366774,3.9398944,1.6941473,0.2917542
555876,225783,367357,3.285568,1.3152493,0.0210201
555878,221363,359717,1.9358272,2.9435136,0.2689451
555879,236375,362450,8.5181248,1.4678056,0.5248037
555881,230613,364628,2.8048384,0.6511807,0.3482811
555882,217054,361096,1.8618688,3.7790834,0.1429992
555883,238249,368236,10.1791072,2.1238974,0.1410158
555884,236443,368320,2.8716064,2.0341584,0.0349039
555885,226763,362602,1.3421056,1.6851734,0.0418458
555886,220515,364419,5.5998496,3.3353739,0.6418243
555887,235521,365712,2.1772192,4.2227929,0.404808
555888,224850,360730,1.9060384,2.8118964,0.2649783
555889,244294,366126,2.8007296,14.9456063,0.4712519
555890,238485,364596,1.683136,1.721069,0.4067914
555891,237491,363243,1.6584832,2.5815663,0.2867957
555892,242218,366585,3.573184,4.4461433,1.406425
555893,225630,359763,3.2229088,0.983215,0.0527545
555894,232426,364346,3.008224,0.7399226,0.2034929
555895,238566,362503,2.4566176,2.3721753,0.3145633
555896,223519,361635,2.6579488,1.6602459,-0.0384819
555897,241790,367558,2.1772192,1.4847563,0.2897708
555898,243478,363468,1.6091776,1.581475,0.1320905
555899,239458,367423,1.9995136,1.9155035,0.2302688
555900,223717,365655,2.2861024,19.3956636,-0.0335234
555901,240290,374401,1.7437408,1.2235161,-0.041457
555902,245426,375521,12.4605184,2.2844305,0.424642
555903,244369,380589,2.3025376,2.907618,0.0031695
555904,236214,380388,1.60096,2.249532,-0.0692246
555905,237715,371491,2.402176,6.038512,0.36514
555906,234266,376403,1.3780576,0.9971744,-0.0692246
555907,243477,379325,3.7293184,1.7469936,0.2729119
555908,245406,379359,9.7548736,0.4397955,-0.0880669
555909,238192,380295,1.8259168,1.5784837,0.3492728
555910,232251,372370,2.314864,-0.0497806,-0.0077392
555911,233411,367335,1.8464608,-0.2850962,0.1281237
555912,238219,382300,7.5669376,1.7300429,1.198168
555913,238572,370478,4.1104096,1.4887447,0.5327373
555914,232093,368078,26.1007072,0.8974644,0.0071363
555915,239554,377419,1.9255552,0.8346471,0.6705836
555916,243405,373573,4.6424992,0.6521778,0.3165467
555917,233788,381676,1.3040992,1.082925,0.1459743
555918,233416,377323,1.7180608,1.3162464,0.5297622
555919,245440,377723,2.7606688,0.1217206,0.3790238
555920,231768,371645,1.5280288,1.6791908,0.0815138
555921,232749,370932,1.8824128,1.0440381,0.2153933
555922,234256,372557,1.4386624,0.115738,0.06763
555923,242697,372038,3.3174112,1.6891618,0.3314222
555924,233426,369463,1.631776,0.6192735,0.1301071
555925,234552,378450,3.4786816,1.082925,0.1162233
555926,237347,379317,1.9717792,1.4448723,0.3026629
555927,239355,375128,20.0874784,2.0770337,1.2001514
555928,244514,378637,2.2111168,0.6551691,0.6289322
555929,233497,375501,2.0180032,1.0669714,0.5843057
555930,243193,381374,2.8407904,1.0599917,0.5000112
555931,239493,379237,1.4807776,0.8496036,0.5446377
555932,245476,381594,2.9034496,0.9124209,0.3016712
555933,240795,372225,3.2465344,-0.3698497,0.1191984
555935,236150,378459,4.9845568,2.8806963,0.6914093
555936,236833,374679,1.056544,1.9962686,0.3998495
555937,237681,373228,1.965616,1.2903218,0.7449611
555938,235504,377715,1.2794464,0.2792624,0.2094431
555939,231746,369213,2.0714176,2.6792821,0.4325756
555940,241405,381339,3.5403136,2.2206161,-0.3528508
555941,242298,374154,1.6605376,1.3142522,0.0398624
555942,233446,379331,4.610656,-0.1614558,-0.5263983
555943,241686,373768,2.4566176,0.9014528,-0.3381926
555944,233372,371617,1.4304448,1.0899047,-0.2023297
555945,240130,376765,1.1993248,0.9423339,-0.2856325
555946,243607,377492,5.7272224,0.9802237,-0.0505996
555948,242695,376675,2.1905728,2.0281758,-0.0020063
555949,237298,381413,1.2250048,0.2014886,-0.4324041
