FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Shape_Area,Acres
4148,24638.407554,892.86348,3901,185,310,892.86339,24638.394882,0.565622
4149,751576.190442,10080.726502,3932,186,310,10080.726268,751576.203109,17.253885
4150,405925.396398,6905.909168,3532,225,310,6905.909047,405925.395493,9.318802
4151,46053.106677,1126.930985,4354,219,310,1126.930896,46053.103066,1.057238
4152,62032.676715,1464.883536,3902,1393,310,1464.883539,62032.670587,1.42408
4153,115717.31961,1661.563797,4355,187,310,1661.563929,115717.316972,2.656515
4154,51123.227634,1454.408851,3933,230,310,1454.408823,51123.225326,1.173632
4155,64157.170675,1360.688369,3903,178,310,1360.688456,64157.185058,1.472852
4156,131958.946245,2310.946321,4356,263,310,2310.946168,131958.960473,3.029373
4157,132692.451008,3564.579582,3904,1371,310,3564.579618,132692.452527,3.046212
4158,137330.4019,4045.246446,3934,827,310,4045.246468,137330.401465,3.152685
4159,7669.745582,322.017967,4357,0,0,322.01789,7669.743779,0.176074
4160,179591.403212,1914.026781,3533,288,310,1914.026811,179591.381279,4.122867
4161,51920.788164,1929.008195,3905,1370,310,1929.008256,51920.789951,1.191942
4162,299080.514861,5148.560472,4358,1336,310,5148.560391,299080.511024,6.865971
4163,184107.495821,2290.41642,3906,244,310,2290.416391,184107.478803,4.226543
4164,31706.173167,1623.036552,4359,0,0,1623.036477,31706.179346,0.727877
4165,158411.230752,2266.193526,3907,300,310,2266.19353,158411.212157,3.636636
4166,168106.57922,2077.026735,3534,1231,310,2077.02673,168106.563877,3.859211
4167,492124.518404,4217.330484,3935,2132,310,4217.330311,492124.524405,11.29767
4168,14749.25,764.325676,3535,1958,310,764.32567,14749.24961,0.338598
4169,883036.298322,11460.476097,3936,238,310,11460.476291,883036.269195,20.271804
4170,51197.771574,1450.00573,4360,4320,310,1450.005743,51197.769793,1.175344
4171,3179505.39886,14657.652743,3536,1398,310,14657.65278,3179505.40045,72.991692
4172,39555.539163,1086.776425,3908,0,0,1086.776418,39555.540293,0.908074
4173,371375.275527,3598.812088,3937,1488,310,3598.81212,371375.289726,8.525638
4174,140179.399177,1529.799727,4361,3713,310,1529.799689,140179.398926,3.218089
4175,79637.001698,2514.036589,3537,375,310,2514.036545,79637.011999,1.828222
4176,18365.460803,1159.103623,3909,365,310,1159.103732,18365.460241,0.421615
4177,106674.445836,2436.110429,4362,526,310,2436.110449,106674.435886,2.448918
4178,6201158.43945,42221.620052,3910,469,310,42221.62013,6201158.48024,142.35958
4179,480545.051089,5083.17269,3430,223,310,5083.172212,480545.074676,11.031841
4180,10339.0625,380.910822,3538,1936,310,380.910724,10339.063106,0.237353
4181,145056.271205,2953.132295,3938,1095,310,2953.132122,145056.266519,3.330047
4182,82979.320822,2540.528796,4363,387,310,2540.52881,82979.321145,1.904951
4183,38854.99058,836.123906,4030,260,310,836.123961,38854.992904,0.891991
4184,32585.957946,995.259757,3911,856,310,995.259759,32585.960115,0.748074
4185,252266.289843,3441.133587,3939,470,310,3441.133545,252266.272016,5.79126
4186,65912.536744,1186.943192,4364,0,0,1186.943175,65912.539036,1.51315
4187,15873.65625,845.399708,3431,3731,310,845.399755,15873.652978,0.36441
4188,28422.549797,1089.828114,3539,1240,310,1089.828064,28422.546799,0.652495
4189,20.681528,22.14133,4031,0,0,22.141351,20.681603,0.000475
4190,20871.315878,985.751997,3912,1366,310,985.752003,20871.312594,0.479141
4191,1108.059267,133.231733,4365,4318,310,133.231705,1108.05832,0.025438
4192,123939.3995,2466.116401,4130,2415,310,2466.116515,123939.403103,2.845269
4193,102052.508612,1461.767849,4366,322,310,1461.767862,102052.505272,2.342813
4194,6187.442489,429.292207,3540,352,310,429.292183,6187.441533,0.142045
4195,69897.98043,1572.225805,3432,909,310,1572.225812,69897.981607,1.604643
4196,2097244.13927,13323.750204,3913,1384,310,13323.750276,2097244.16104,48.146294
4197,20898.251056,653.628389,3940,2399,310,653.628502,20898.249272,0.47976
4198,821810.689973,4960.02312,3541,925,310,4960.022963,821810.671803,18.866253
4199,51893.604238,1338.733001,4032,218,310,1338.733012,51893.603536,1.191318
4200,9488.740778,418.490245,4131,2404,310,418.490129,9488.741466,0.217832
4201,1576704.14155,11922.805147,3433,931,310,11922.805568,1576704.19034,36.196292
4202,19340.061593,592.547956,4132,252,310,592.54806,19340.062448,0.443989
4203,752961.437999,5609.949567,3941,2403,310,5609.949525,752961.434024,17.285685
4204,49628.628422,1680.59014,4367,119,310,1680.590145,49628.627389,1.139321
4205,688749.86631,4196.66289,3630,903,310,4196.663096,688749.893242,15.811585
4206,3168076.65292,9627.278159,3434,924,310,9627.278168,3168076.64035,72.729323
4207,70660.09047,2182.330624,4133,1345,310,2182.330649,70660.090916,1.622139
4208,502578.285876,5812.295067,3542,539,310,5812.295211,502578.272709,11.537656
4209,221573.073407,4350.691365,4033,168,310,4350.691314,221573.07449,5.086638
4210,117997.224829,2816.307861,3942,353,310,2816.307807,117997.20345,2.708854
4211,190807.432036,3424.529436,3914,308,310,3424.529523,190807.425131,4.380353
4212,43398.625,1365.205291,3435,3722,310,1365.205347,43398.621282,0.996299
4213,78683.497325,1798.781586,4368,255,310,1798.781675,78683.488371,1.806332
4214,149274.325843,3491.372454,4134,291,310,3491.372391,149274.320447,3.426881
4215,15691.682283,547.542248,4034,221,310,547.542129,15691.681528,0.360233
4216,891547.715982,9712.787004,3631,221,310,9712.786982,891547.671263,20.4672
4217,128871.960001,1483.007331,4369,3948,310,1483.007243,128871.955093,2.958505
4218,11306.654334,819.27107,3543,350,310,819.271133,11306.652419,0.259566
4219,3434.0625,249.189811,3436,3730,310,249.189759,3434.061871,0.078836
4220,194411.939192,2237.035387,3943,792,310,2237.035364,194411.932483,4.463102
4221,26508.036401,1263.432312,4035,219,310,1263.432265,26508.04129,0.608543
4222,242282.575834,3307.510649,3915,460,310,3307.510579,242282.583054,5.562065
4223,168514.717308,2914.119254,3632,888,310,2914.119316,168514.715871,3.868581
4224,671918.183958,5689.487652,3437,920,310,5689.487675,671918.162663,15.42518
4225,56623.40625,1745.715838,3544,1930,310,1745.715823,56623.402907,1.2999
4226,59944.590444,1013.33011,4036,2400,310,1013.33016,59944.597502,1.376144
4227,1055987.09277,5013.880383,4135,1340,310,5013.88033,1055987.09185,24.242225
4228,2571698.6415,15433.084386,3944,2416,310,15433.084269,2571698.63831,59.038313
4229,12886.264434,457.076837,3633,2434,310,457.076769,12886.258988,0.295829
4230,362952.081931,3159.234651,4370,1503,310,3159.234705,362952.06797,8.332266
4231,8626.262061,560.995539,4037,222,310,560.995573,8626.26573,0.198033
4232,90648.26451,1200.948166,3545,1244,310,1200.948104,90648.254902,2.081006
4233,102350.718343,2633.582101,3634,1091,310,2633.582129,102350.710624,2.349658
4234,105839.357907,2155.517436,3438,339,310,2155.517184,105839.346747,2.429747
4235,36259.702163,927.853183,3916,5966,0,927.853256,36259.701607,0.832412
4236,56800.5941,1005.242347,3945,774,310,1005.242297,56800.59013,1.303967
4237,747119.443518,8274.096046,4038,223,310,8274.096309,747119.453804,17.151571
4238,7032.2,1006.290689,4136,784,310,1006.29081,7032.197418,0.161438
4239,7339.747612,310.685301,3546,5951,0,310.685308,7339.748807,0.168498
4240,19022.053238,705.728192,4371,168,310,705.728243,19022.06179,0.436688
4241,18253.406578,682.674032,3635,2436,310,682.674133,18253.411235,0.419042
4242,91245.330336,2766.140576,3439,545,310,2766.140536,91245.330681,2.094713
4243,23967.76,825.306498,3946,799,310,825.306521,23967.765154,0.550226
4244,7576.046095,428.038942,4039,295,310,428.038926,7576.043552,0.173923
4245,20232.710743,772.594192,4137,2141,310,772.594225,20232.703854,0.464481
4246,100624.187136,1424.925327,3917,0,0,1424.92529,100624.19136,2.310023
4247,283144.548711,2699.202056,3636,360,310,2699.202219,283144.558783,6.500131
4248,32439.656504,831.842839,3547,253,310,831.842793,32439.659652,0.744715
4249,32485.497755,935.189526,3947,1375,310,935.189529,32485.502446,0.745768
4250,196052.2368,4345.678381,4372,3952,310,4345.67841,196052.228356,4.500758
4251,9760.5625,494.368777,3440,3723,310,494.36883,9760.565908,0.224073
4252,824206.613581,7376.941835,4138,181,310,7376.94192,824206.596931,18.921256
4253,182390.584084,3283.311213,4040,335,310,3283.311213,182390.572461,4.187128
4254,47694.985382,932.408924,3637,0,0,932.408849,47694.983271,1.094931
4255,2367527.70232,9907.05543,3948,2145,310,9907.055527,2367527.68578,54.351174
4256,1869091.36047,11585.544321,3548,320,310,11585.544474,1869091.31794,42.908604
4257,41657.293291,2228.827998,3638,1352,310,2228.827904,41657.296665,0.956324
4258,690708.403778,6099.972499,3949,2147,310,6099.972521,690708.385122,15.856546
4259,836823.269372,10270.516698,4041,195,310,10270.516787,836823.233877,19.210895
4260,71232.706124,2120.242906,4139,826,310,2120.242953,71232.678872,1.635284
4261,10496.786454,740.110902,3549,349,310,740.1109,10496.787377,0.240974
4262,49121.1973,1595.264084,3918,805,310,1595.264025,49121.196687,1.127672
4263,56167.366563,1886.804901,3441,328,310,1886.805007,56167.358219,1.28943
4264,101999.38921,2159.805429,4373,789,310,2159.805368,101999.388914,2.341593
4265,66389.150053,2487.991284,4042,341,310,2487.990989,66389.154121,1.524091
4266,6327.375,460.085335,3639,1962,310,460.085358,6327.373214,0.145257
4267,70963.01854,1312.135042,4140,288,310,1312.135014,70963.021075,1.629093
4268,9205.16,345.883003,4043,803,310,345.882937,9205.159571,0.211322
4269,52619.305951,1030.20569,3950,5968,0,1030.205651,52619.310248,1.207978
4270,121182.244277,1795.352976,4374,266,310,1795.352874,121182.242925,2.781973
4271,29559.007973,1525.300365,3442,1365,310,1525.300386,29559.000502,0.678584
4272,2243.361137,1348.057572,3550,5952,0,1348.057655,2243.359942,0.051501
4273,60922.69013,1822.752558,3640,304,310,1822.752428,60922.684697,1.398598
4274,3435.472105,265.658113,3951,267,310,265.658094,3435.467836,0.078868
4275,443190.990835,3842.461544,3919,712,310,3842.461759,443191.008762,10.174306
4276,64180.475811,1450.450386,3443,1402,310,1450.450415,64180.464237,1.473387
4277,34654.169403,1417.005992,4044,307,310,1417.006042,34654.163056,0.795553
4278,99121.477693,1799.268323,3551,1351,310,1799.268417,99121.486447,2.275525
4279,28442.467748,663.685101,4141,178,310,663.685083,28442.464901,0.652952
4280,52038.282539,955.281881,4375,0,0,955.281912,52038.285201,1.194639
4281,53298.856138,1425.356332,3641,447,310,1425.356491,53298.857395,1.223578
4282,29153.978456,809.493849,4045,259,310,809.493837,29153.976526,0.669286
4283,116418.628167,2027.293641,4376,230,310,2027.293739,116418.623817,2.672615
4284,73427.656912,1443.692091,3642,323,310,1443.692093,73427.646737,1.685674
4285,2948.96875,199.996114,3552,5953,0,199.996065,2948.966866,0.067699
4286,30263.802948,796.796945,4046,865,310,796.79694,30263.798143,0.694764
4287,1148992.11225,7091.763535,4142,266,310,7091.763594,1148992.09839,26.377335
4288,445805.584169,3294.357302,3920,281,310,3294.357355,445805.620173,10.23433
4289,20560.320365,573.330167,3952,1342,310,573.330128,20560.319491,0.472002
4290,16272.817315,543.984359,3444,204,310,543.984358,16272.817798,0.373574
4291,72254.031231,1289.348521,4377,4317,310,1289.348471,72254.029179,1.658731
4292,158424.778611,2456.096706,4047,2405,310,2456.096769,158424.784662,3.636947
4293,34621.518269,922.552132,4143,273,310,922.552124,34621.514553,0.794804
4294,205610.1875,8668.212385,3643,1976,310,8668.212354,205610.1862,4.720179
4295,246224.925505,4809.947681,3553,1230,310,4809.947688,246224.907254,5.652569
4296,161165.420384,4258.795961,4048,1505,310,4258.795961,161165.413352,3.699864
4297,51719.090448,2351.080921,3445,0,0,2351.080899,51719.065241,1.187311
4298,18.725141,121.883686,3953,465,310,121.883638,18.725389,0.00043
4299,92200.253674,1390.215448,3644,1397,310,1390.215505,92200.253876,2.116635
4300,50095.084666,1041.693333,4144,2385,310,1041.693369,50095.082774,1.150029
4301,49740.620223,1137.484896,3921,2398,310,1137.48493,49740.624179,1.141892
4302,14981.084211,718.12144,4378,392,310,718.121385,14981.073147,0.343919
4303,5224798.38131,19762.847056,3554,287,310,19762.846773,5224798.38153,119.945346
4304,4556696.19992,23644.413628,4049,595,310,23644.41345,4556696.18099,104.607769
4305,26845.48078,653.314286,3954,851,310,653.314278,26845.477235,0.61629
4306,137923.438597,2660.397593,3645,298,310,2660.397584,137923.434057,3.166299
4307,94630.24083,1560.690467,3446,1236,310,1560.69052,94630.238159,2.17242
4308,18966.09835,550.799778,3922,5967,0,550.799901,18966.103159,0.435404
4309,200269.77926,3993.335814,4145,251,310,3993.335788,200269.781536,4.59758
4310,56490.361437,2025.20733,4379,132,310,2025.207356,56490.360071,1.296845
4311,35169.960723,1037.070667,4050,114,310,1037.070538,35169.956544,0.807394
4312,605583.240657,4924.740038,3555,2449,310,4924.739985,605583.240822,13.902334
4313,5665.075071,315.02749,3955,266,310,315.027444,5665.07533,0.130053
4314,2629064.00784,13640.705509,3646,362,310,13640.705497,2629063.97197,60.355245
4315,48691.438105,990.662437,4146,860,310,990.662487,48691.445211,1.117806
4316,437097.611345,4316.023175,3447,373,310,4316.022955,437097.611357,10.034421
4317,167235.010425,5252.951524,3923,339,310,5252.951545,167235.017734,3.839203
4318,1511052.82515,13608.076905,3647,318,310,13608.077458,1511052.85784,34.689139
4319,60338.854495,1529.973043,3448,1383,310,1529.97299,60338.843281,1.385195
4320,8052.209886,411.034989,4380,4315,310,411.035126,8052.210747,0.184854
4321,17933.274347,539.865651,3556,1242,310,539.865563,17933.274342,0.411693
4322,10374.950114,479.336012,3956,224,310,479.336173,10374.953815,0.238177
4323,55564.991121,1405.110605,4051,580,310,1405.110543,55564.987187,1.275602
4324,114058.16038,2445.446953,3924,1376,310,2445.446989,114058.155712,2.618425
4325,84582.155055,1895.951347,4147,2408,310,1895.951363,84582.151073,1.941747
4326,22284.046591,815.497272,4052,287,310,815.497254,22284.054538,0.511574
4327,142185.224281,1909.16051,3957,772,310,1909.160292,142185.211452,3.264136
4328,2563356.66141,8638.523747,4381,300,310,8638.523767,2563356.66672,58.846807
4329,39351.618889,1015.556624,4148,2407,310,1015.556651,39351.617853,0.903392
4330,94640.977143,2086.448693,4053,191,310,2086.448761,94640.970741,2.172666
4331,124502.863469,2710.217492,3925,739,310,2710.217367,124502.87156,2.858204
4332,174631.942115,2750.314391,3648,1401,310,2750.314573,174631.915584,4.009013
4333,1247775.49159,8033.534783,3958,1492,310,8033.534869,1247775.48205,28.645098
4334,12194.908081,670.951991,3557,284,310,670.951942,12194.913212,0.279958
4335,43357,1439.041371,3449,1402,310,1439.041255,43357.001718,0.995344
4336,52854.295723,1717.234608,4054,314,310,1717.234657,52854.287574,1.213372
4337,531523.666475,9000.242566,3558,294,310,9000.242571,531523.651121,12.202153
4338,85632.419313,1441.878615,3926,1487,310,1441.878441,85632.427751,1.965858
4339,2774.155667,442.85565,4149,2388,310,442.855677,2774.156143,0.063686
4340,97617.01641,1435.116963,3649,2435,310,1435.116984,97617.007692,2.240987
4341,3683190.40997,22548.039469,3450,1376,310,22548.03941,3683190.36085,84.554754
4342,939661.348235,5969.529643,4150,0,0,5969.529539,939661.38108,21.571743
4343,12581.755444,614.336347,3650,886,310,614.336372,12581.747822,0.288838
4344,24433.638541,1066.95457,4055,255,310,1066.954475,24433.617562,0.560921
4345,46901.584765,1744.466721,3959,349,310,1744.466694,46901.581896,1.076716
4346,207943.484734,1876.769947,3927,847,310,1876.769856,207943.473185,4.773744
4347,22194.684114,848.626466,3559,216,310,848.62641,22194.685692,0.509522
4348,204671.041015,1906.365913,3960,1489,310,1906.365878,204671.043645,4.698619
4349,2645928.16321,13134.688795,4056,286,310,13134.688905,2645928.18563,60.742396
4350,9.915112,26.612565,4151,1351,310,26.612433,9.914893,0.000228
4351,144451.430445,1789.651011,3560,1386,310,1789.650981,144451.431223,3.316162
4352,12216.004703,497.845876,3451,291,310,497.845794,12216.004988,0.280442
4353,37089.076948,1300.422106,3651,1377,310,1300.422163,37089.081192,0.851452
4354,601158.187752,5630.79747,4152,1498,310,5630.797412,601158.174359,13.800748
4355,6390358.50336,47443.425159,3928,1372,310,47443.425156,6390358.55633,146.703033
4356,82955.302386,2077.006015,4057,189,310,2077.006069,82955.307794,1.904399
4357,20503.366434,748.871404,3961,301,310,748.871284,20503.365711,0.470694
4358,115944.434936,2197.866167,3452,899,310,2197.866297,115944.462994,2.661729
4359,70586.124284,1793.589216,3561,374,310,1793.589181,70586.109608,1.620441
4360,36449.425852,817.035801,4058,167,310,817.035806,36449.422394,0.836767
4361,37632.485598,778.965704,3652,205,310,778.965695,37632.489875,0.863927
4362,592503.75087,5120.919449,4153,361,310,5120.919527,592503.768046,13.602069
4363,974671.688267,9200.896517,3962,311,310,9200.896879,974671.685993,22.375473
4364,1078709.49238,6874.412642,3453,200,310,6874.41255,1078709.51994,24.763862
4365,39937.867962,1228.137408,3562,380,310,1228.137435,39937.866261,0.916851
4366,76616.876947,1388.938473,4059,249,310,1388.938356,76616.868718,1.758888
4367,39917.155361,945.108058,3653,306,310,945.108063,39917.164333,0.916376
4368,6501.261294,312.05873,3963,246,310,312.058743,6501.261332,0.149249
4369,77712.672929,2288.008856,3454,287,310,2288.008706,77712.665438,1.784044
4370,31588.917082,708.913432,3929,1385,310,708.91341,31588.909635,0.725184
4371,56582.634831,1222.304247,4060,372,310,1222.304392,56582.641708,1.298964
4372,91195.135741,1334.004279,3654,915,310,1334.004188,91195.135952,2.093561
4373,1923578.2086,22053.259642,4154,2135,310,22053.25899,1923578.21918,44.159456
4374,18018.938738,601.994411,3563,5954,0,601.994485,18018.944368,0.41366
4375,83456.397739,1268.435296,4061,254,310,1268.435407,83456.410205,1.915903
4376,14623.918727,989.196298,3564,351,310,989.196393,14623.901735,0.33572
4377,27546.75,670.997574,3655,3432,310,670.997611,27546.753968,0.632389
4378,396057.130945,3384.687342,3455,201,310,3384.687336,396057.103636,9.092256
4379,40519.699613,2778.528082,3964,0,0,2778.527904,40519.708362,0.930208
4380,92671.357635,1189.303193,3656,2444,310,1189.303232,92671.359171,2.12745
4381,614505.7415,5193.805541,4062,808,310,5193.805433,614505.745557,14.107167
4382,1469795.12227,9760.607843,4155,1490,310,9760.607802,1469795.11321,33.741988
4383,41084.264983,910.259163,3565,1527,310,910.259131,41084.269823,0.943169
4384,176347.36,2133.749083,3965,776,310,2133.749134,176347.348654,4.048394
4385,84631.312163,1852.87186,3657,448,310,1852.871928,84631.319742,1.942876
4386,11473.5,658.881687,3456,3739,310,658.881653,11473.505747,0.263397
4387,82277.18,1465.886316,4063,780,310,1465.886397,82277.177277,1.888832
4388,11399.476118,527.271944,3966,1503,310,527.27204,11399.476913,0.261697
4389,211813.297325,3170.588897,3566,286,310,3170.589059,211813.307953,4.862584
4390,17672.898789,1069.711006,3658,1080,310,1069.711005,17672.893698,0.405715
4391,841.885778,203.72578,4156,0,0,203.725755,841.884673,0.019327
4392,26881.046277,651.832636,4064,2401,310,651.832677,26881.043406,0.617106
4393,48812.039376,1935.432458,3457,377,310,1935.432438,48812.044216,1.120575
4394,149704.382759,1862.43019,4065,253,310,1862.430164,149704.372028,3.436753
4395,50458.704419,942.738388,3967,1341,310,942.738436,50458.705442,1.158377
4396,409.931157,90.54531,4157,2136,310,90.545342,409.931671,0.009411
4397,62847.593059,1047.091816,3659,221,310,1047.091936,62847.595997,1.442788
4398,35553.438475,1374.026054,3567,309,310,1374.026026,35553.434226,0.816198
4399,5864.90625,375.55894,3458,3738,310,375.558972,5864.908396,0.13464
4400,17115.698616,663.584427,4066,294,310,663.584421,17115.699364,0.392924
4401,959157.93432,8092.778414,3968,270,310,8092.778411,959157.888285,22.019323
4402,59597.768487,1769.325165,4158,159,310,1769.325032,59597.756924,1.368182
4403,42948.305639,1943.308996,3660,1354,310,1943.30893,42948.308972,0.985961
4404,19164.431464,674.869857,3568,312,310,674.869898,19164.429791,0.439957
4405,442767.925093,3003.444985,4067,593,310,3003.445081,442767.897042,10.164593
4406,2735202.65277,13477.47805,3459,901,310,13477.478162,2735202.6583,62.791864
4407,1456944.91124,7749.551066,3969,2148,310,7749.551031,1456944.9077,33.446987
4408,214568.353804,3209.604737,4159,167,310,3209.60477,214568.355401,4.925831
4409,57945.448189,1070.065215,4068,144,310,1070.06518,57945.446713,1.33025
4410,1634009.93094,6344.671391,3970,1337,310,6344.671553,1634009.96179,37.511857
4411,110216.554195,2129.765226,3460,0,0,2129.765298,110216.553386,2.530234
4412,22438,1027.378035,3661,2422,310,1027.378112,22438.010406,0.515108
4413,899946.938844,4197.315808,4160,824,310,4197.315834,899946.944149,20.660022
4414,467570.34375,5387.62561,3569,1974,310,5387.625753,467570.332405,10.733981
4415,38061.703779,1190.376749,4069,343,310,1190.376749,38061.703225,0.87378
4416,63405.15625,1613.284729,3662,1969,310,1613.284773,63405.157208,1.455588
4417,11672916.3231,34295.84694,3971,1386,310,34295.847075,11672916.3495,267.974358
4418,4425.34375,444.277803,3461,3718,310,444.27778,4425.345148,0.101592
4419,74709.488038,2897.548282,3663,1249,310,2897.548325,74709.502283,1.715101
4420,26090.000606,1531.264947,4070,345,310,1531.264979,26089.987255,0.598946
4421,3630.751052,401.07592,3570,325,310,401.076,3630.749569,0.083351
4422,56448.73061,934.295886,4161,359,310,934.295779,56448.724037,1.29589
4423,3667596.76019,20386.960025,3462,1406,310,20386.95978,3667596.73822,84.196772
4424,277574.650555,2193.977649,4071,1493,310,2193.977659,277574.656139,6.372263
4425,321358.134473,4991.237798,3664,173,310,4991.237904,321358.138934,7.377397
4426,19308.910511,537.083281,3571,5955,0,537.083384,19308.914797,0.443273
4427,353913.862023,2788.450529,4072,374,310,2788.450527,353913.877242,8.124777
4428,181678.553051,3577.001834,3972,1374,310,3577.001923,181678.545924,4.170782
4429,4099053.30201,20513.086448,4214,544,310,20513.086714,4099053.26806,94.101691
4430,20646.417778,1806.5713,3665,1355,310,1806.571225,20646.408481,0.473978
4431,25054.531544,746.518189,3463,200,310,746.518193,25054.534257,0.575175
4432,377488.9598,4128.796537,3572,0,0,4128.796464,377488.955544,8.665989
4433,149736.377216,1646.242327,4073,270,310,1646.242311,149736.372956,3.437488
4434,1603368.26541,15839.684363,3973,1499,310,15839.684504,1603368.25344,36.808418
4435,6877384.71881,22526.243661,4215,818,310,22526.243593,6877384.69978,157.88366
4436,1201761.78318,7622.798046,3666,290,310,7622.797908,1201761.76908,27.588764
4437,508658.836139,5730.0631,3464,206,310,5730.063192,508658.844614,11.677247
4438,315954.062926,5129.977029,3573,1247,310,5129.977156,315954.064224,7.253336
4439,4121204.47831,16954.623464,3974,183,310,16954.623252,4121204.48106,94.610215
4440,33324.54,2276.446903,3465,1404,310,2276.446846,33324.544102,0.765029
4441,12717.32,796.695259,4074,782,310,796.69527,12717.318884,0.291951
4442,236171.498154,4956.563913,4216,126,310,4956.564133,236171.503365,5.421773
4443,514697.524651,6043.521121,3574,547,310,6043.521059,514697.52593,11.815877
4444,726743.28875,4471.660336,3466,3716,310,4471.660449,726743.282029,16.683797
4445,59482.53449,2296.011925,4075,324,310,2296.011989,59482.519954,1.365536
4446,187330.453178,3616.947387,3975,461,310,3616.947367,187330.458254,4.300533
4447,184694.876063,3883.442608,3667,385,310,3883.442498,184694.868554,4.240028
4448,18128.005582,1237.142101,4076,290,310,1237.142442,18128.007279,0.416163
4449,64450.161167,1005.780558,3575,1525,310,1005.780486,64450.154778,1.479578
4450,112972.505205,2520.388838,3976,258,310,2520.388826,112972.506481,2.593502
4451,405844.768062,4983.764522,4217,771,310,4983.764271,405844.772255,9.316951
4452,12227.02,682.040789,3467,1403,310,682.040874,12227.02178,0.280695
4453,35051.875,1547.415018,3576,1956,310,1547.414936,35051.878646,0.804684
4454,134015.902142,1703.898179,4077,269,310,1703.898185,134015.888041,3.076594
4455,146871.069446,2626.400746,3668,321,310,2626.400724,146871.093071,3.37171
4456,48296.116724,1396.791598,3977,268,310,1396.791544,48296.117723,1.108731
4457,11927.8796,479.464682,4218,819,310,479.464644,11927.880273,0.273828
4458,13533.59375,522.727914,3468,3715,310,522.727859,13533.594178,0.31069
4459,269385.864231,4050.738255,3577,1248,310,4050.738239,269385.86143,6.184273
4460,3822.490945,492.750525,4078,346,310,492.750572,3822.496061,0.087753
4461,36349.129626,859.928887,3978,262,310,859.928795,36349.125955,0.834464
4462,60186.083842,1810.747626,3469,199,310,1810.747486,60186.073276,1.381688
4463,12827.351167,826.037108,4219,2417,310,826.037114,12827.348829,0.294477
4464,3974383.59939,28293.190847,3669,1380,310,28293.190947,3974383.60618,91.239658
4465,22140.7813,537.525067,3578,1407,310,537.524961,22140.778103,0.508284
4466,234150.692747,2408.006278,4079,812,310,2408.006326,234150.699857,5.375382
4467,475537.724707,3426.299969,3979,370,310,3426.299752,475537.743247,10.916888
4468,189090.316256,3811.162555,3470,355,310,3811.162505,189090.319579,4.340934
4469,19597.1994,1081.031186,4220,813,310,1081.031288,19597.196844,0.449892
4470,86446.63151,2062.686815,4080,1328,310,2062.686822,86446.628874,1.984549
4471,78852.677875,1610.066406,3579,1081,310,1610.066301,78852.657294,1.810215
4472,2.349967,8.771803,3670,271,310,8.77194,2.350106,5.4e-05
4473,106183.632876,1527.172394,4221,189,310,1527.172397,106183.63086,2.43765
4474,4123334.23095,20382.559455,3671,468,310,20382.559605,4123334.25672,94.659108
4475,9747.660046,436.510995,3471,266,310,436.510999,9747.659788,0.223776
4476,497858.403871,8745.248237,3580,1408,310,8745.248159,497858.387249,11.429302
4477,43129.673533,1291.51301,3980,248,310,1291.512891,43129.665602,0.990125
4478,16625.398468,860.68746,4081,306,310,860.687499,16625.40507,0.381668
4479,2236086.53775,21738.431139,3472,3717,310,21738.431361,2236086.52537,51.333688
4480,329409.963986,2947.451462,3672,216,310,2947.451333,329409.959123,7.562242
4481,433973.953644,4207.497532,3981,0,0,4207.497474,433973.930383,9.96271
4482,7827.78,506.616921,4222,737,310,506.616989,7827.778983,0.179702
4483,930267.233223,6594.391702,4082,356,310,6594.391455,930267.221815,21.356082
4484,76373.954994,1892.238439,3581,367,310,1892.238311,76373.950861,1.753312
4485,38348.529367,1106.382082,3673,212,310,1106.382015,38348.524553,0.880365
4486,10793.487351,389.969039,3473,282,310,389.969116,10793.490825,0.247785
4487,13110.46,1222.586685,3982,801,310,1222.586582,13110.456044,0.300976
4488,225663.808047,3943.780585,4223,869,310,3943.780581,225663.830767,5.180549
4489,92790.392639,1348.672581,4083,292,310,1348.672575,92790.397817,2.130183
4490,27747.933672,1470.445307,3674,733,310,1470.445379,27747.939529,0.637008
4491,11927.751057,401.200844,3983,225,310,401.200853,11927.749032,0.273825
4492,66216.333979,1098.006156,3582,1241,310,1098.00609,66216.326647,1.520124
4493,9896.836675,391.035119,3474,1538,310,391.035029,9896.832535,0.227201
4494,3724160.29903,11371.968582,4224,1375,310,11371.968459,3724160.29795,85.495298
4495,167083.088367,1955.41951,4084,5969,0,1955.419443,167083.077811,3.835715
4496,113300.133457,1877.860454,3675,286,310,1877.860363,113300.124004,2.601023
4497,75554.594033,3920.251398,4085,874,310,3920.251415,75554.618389,1.734502
4498,120492.907724,2154.48189,3676,336,310,2154.481874,120492.913059,2.766148
4499,195.124744,59.202984,3475,2454,310,59.203018,195.124987,0.004479
4500,1155052.35789,10333.992402,3984,0,0,10333.992222,1155052.36352,26.51646
4501,2651753.32254,15572.631911,3583,770,310,15572.631893,2651753.33878,60.876124
4502,13188.402125,720.157414,3476,3721,310,720.157357,13188.407102,0.302765
4503,79675.110368,2112.372677,3677,200,310,2112.372679,79675.107277,1.829096
4504,46669.56,908.401824,4086,781,310,908.401825,46669.558792,1.07139
4505,49875.434897,950.931785,4225,0,0,950.931747,49875.437937,1.144987
