FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Shape_Area,Acres
6378,32992.584958,1013.083814,5952,673,310,1013.083873,32992.584864,0.757409
6379,35577.803153,1289.768915,5994,489,310,1289.76905,35577.802311,0.816757
6380,3150.980995,273.872514,6507,0,0,273.872458,3150.981716,0.072337
6381,33940.135347,837.318074,5497,1464,310,837.318007,33940.132752,0.779161
6382,357200.803087,3859.569879,6334,1183,310,3859.569741,357200.800348,8.200235
6383,106232.9113,2489.379577,5953,1260,310,2489.379352,106232.902333,2.438782
6384,31102.1,1626.602663,5995,95,310,1626.602715,31102.097224,0.714009
6385,400164.203072,5556.049055,6508,1673,310,5556.048932,400164.181506,9.186542
6386,5603.401945,308.679987,5498,125,310,308.679847,5603.397918,0.128637
6387,1060751.84172,8668.192307,5996,495,310,8668.192268,1060751.76528,24.351607
6388,38816.991028,843.819607,5582,2231,310,843.819575,38816.980745,0.891119
6389,221716.519192,3173.604333,5954,3154,310,3173.604182,221716.520138,5.089931
6390,1759596.93589,15037.369031,6140,0,0,15037.369084,1759596.95502,40.394949
6391,2106973.11109,17951.021332,5499,88,310,17951.021306,2106973.13218,48.369641
6392,90589.911118,1261.247564,5997,6038,0,1261.24752,90589.915555,2.079667
6393,903836.590132,11808.664744,6509,80,310,11808.664782,903836.594513,20.749316
6394,77310.326043,1501.574367,5500,2459,310,1501.574225,77310.318366,1.774808
6395,40197.05589,1740.63849,5583,2472,310,1740.638511,40197.050241,0.922801
6396,877982.453074,9266.686353,6235,937,310,9266.686309,877982.419626,20.155784
6397,39429.233275,849.307748,5955,2386,310,849.307892,39429.244172,0.905175
6398,482761.011109,7750.074099,5998,167,310,7750.074262,482761.027509,11.082713
6399,28907.549602,1342.057813,5501,75,310,1342.057837,28907.55013,0.663629
6400,25182.091526,2147.313577,6335,1292,310,2147.313667,25182.088661,0.578104
6401,19417.565726,710.058744,6141,2261,310,710.058752,19417.567555,0.445768
6402,37956.9615,1643.197614,6510,846,310,1643.197663,37956.960927,0.871375
6403,45809.548472,888.171017,5502,733,310,888.170963,45809.548489,1.051647
6404,31675.581118,1620.976893,5584,3133,310,1620.9768,31675.590374,0.727174
6405,122675.997687,2768.544787,5999,1726,310,2768.54473,122675.999701,2.816265
6406,101352.935347,3025.29353,5956,1022,310,3025.293533,101352.932244,2.326752
6407,3993724.87585,21151.841513,5503,1043,310,21151.841285,3993724.85318,91.683674
6408,29591.793582,1687.376863,6336,1160,310,1687.376899,29591.780976,0.679337
6409,152347.7634,3998.051418,6142,411,310,3998.051394,152347.754005,3.497437
6410,51947.559645,955.202954,6236,3199,310,955.202889,51947.55793,1.192557
6411,15143.079319,547.270145,6000,0,0,547.270127,15143.078494,0.347639
6412,11218.406576,442.205601,6511,1195,310,442.205644,11218.404779,0.25754
6413,86966.272018,1474.344062,5957,1204,310,1474.343948,86966.25432,1.996478
6414,7055.696945,312.389457,5504,0,0,312.389517,7055.699661,0.161977
6415,89992.783885,2081.954087,5585,3134,310,2081.95412,89992.800194,2.065959
6416,586785.364033,4362.392015,6001,0,0,4362.392124,586785.364841,13.470792
6417,353551.85,6144.462632,6237,0,0,6144.462594,353551.851885,8.116466
6418,59807.157182,1381.920655,6337,3045,310,1381.92057,59807.157957,1.372989
6419,17035.12343,508.799875,6143,64,310,508.799894,17035.125942,0.391074
6420,22932.271389,604.077003,5505,114,310,604.077009,22932.268382,0.526455
6421,1348715.62301,9973.297435,5958,833,310,9973.297489,1348715.62343,30.962374
6422,527324.384379,5333.532199,6512,960,310,5333.532007,527324.366978,12.10575
6423,4256.473351,276.650152,6002,1733,310,276.650277,4256.477358,0.097716
6424,77617.167328,1974.742281,5506,0,0,1974.742272,77617.171301,1.781852
6425,58712.019167,1172.439431,6144,235,310,1172.439455,58712.025239,1.347848
6426,178971.911814,4149.066594,5586,193,310,4149.066724,178971.901622,4.108646
6427,7744.948188,388.087053,6238,3049,310,388.086999,7744.947915,0.1778
6428,8553206.01044,29747.148512,6338,1250,310,29747.148423,8553205.97216,196.355376
6429,75385.161902,1310.638224,6513,95,310,1310.638168,75385.16225,1.730612
6430,225520.006827,2967.701255,6003,0,0,2967.701192,225520.028491,5.177248
6431,32657.705777,862.838887,5507,0,0,862.83889,32657.70012,0.749721
6432,158412.418395,2802.533891,6239,28,310,2802.53397,158412.42519,3.636663
6433,200089.942111,2190.587717,6145,234,310,2190.587665,200089.935672,4.593451
6434,15511.034363,694.637276,5959,56,310,694.637162,15511.033616,0.356086
6435,30005.335793,1695.050653,6339,837,310,1695.050618,30005.354101,0.688831
6436,2368397.68346,15757.12268,6004,656,310,15757.123122,2368397.74015,54.371148
6437,28673.452722,707.945787,5508,123,310,707.945925,28673.454117,0.658255
6438,1962.688799,296.958327,5509,2471,310,296.958279,1962.681602,0.045057
6439,15140234.8418,49342.981595,6514,1091,310,49342.980855,15140234.8185,347.573356
6440,335411.497131,2409.722315,6146,1046,310,2409.722279,335411.481456,7.700019
6441,89353.771847,1335.446698,6340,2287,310,1335.446604,89353.759669,2.051288
6442,22408.957246,743.400805,6240,5247,310,743.400795,22408.958127,0.514441
6443,21018.696659,1182.290756,5587,95,310,1182.290735,21018.70493,0.482525
6444,56736.237909,1024.486486,6005,965,310,1024.486595,56736.240781,1.30249
6445,59168.61842,1596.270018,6006,3075,310,1596.27006,59168.623275,1.35833
6446,13884.1408,833.806558,5960,1276,310,833.806608,13884.139206,0.318737
6447,20840.284904,1282.258466,5510,1432,310,1282.258698,20840.296301,0.478429
6448,106440.240446,2117.996038,5588,909,310,2117.996117,106440.243026,2.443542
6449,542.470166,127.568626,6341,1380,310,127.568547,542.470636,0.012453
6450,875.775972,133.587468,6007,0,0,133.587582,875.777239,0.020105
6451,8553.251178,447.178464,6241,3061,310,447.178351,8553.246047,0.196356
6452,16738.776053,1295.391664,6147,3054,310,1295.391628,16738.778617,0.384271
6453,102354.049623,1689.753157,6515,1545,310,1689.753219,102354.057969,2.349735
6454,158748.253011,1726.119342,5511,682,310,1726.119254,158748.238103,3.644373
6455,257967.514983,1980.952241,6008,5724,310,1980.952087,257967.479911,5.922142
6456,66758.821129,947.619033,5589,96,310,947.619113,66758.824137,1.532578
6457,11681.689288,427.564275,5961,2515,310,427.56429,11681.684931,0.268176
6458,41470.325469,2623.848599,6242,3190,310,2623.848725,41470.330915,0.952032
6459,597175.491712,3974.430008,6342,1475,310,3974.429945,597175.500887,13.709318
6460,190360.848493,3641.763076,6148,973,310,3641.762879,190360.842509,4.370101
6461,422286.996206,4280.923849,6516,2577,310,4280.923776,422286.996323,9.694414
6462,27063.5664,1487.209114,5512,31,310,1487.209079,27063.571421,0.621297
6463,57932.562516,1293.155294,5962,1489,310,1293.155391,57932.569332,1.329954
6464,48846.38,2567.200646,5590,0,0,2567.200701,48846.384405,1.121363
6465,171.162625,67.895088,6009,2324,310,67.894986,171.162039,0.003929
6466,22626.919581,1144.066572,6343,3197,310,1144.066861,22626.927283,0.519445
6467,11604.379162,433.802016,6243,1044,310,433.802079,11604.382769,0.266401
6468,10310.380328,432.819304,5513,1462,310,432.819239,10310.375876,0.236695
6469,93651.018233,2354.644971,5963,829,310,2354.644947,93650.999589,2.14994
6470,31830.358259,1887.588001,6010,2311,310,1887.587942,31830.336676,0.730727
6471,3040246.98798,15523.850666,6149,1188,310,15523.850589,3040246.95823,69.794746
6472,110616.343555,2052.769387,6517,454,310,2052.769368,110616.362121,2.539412
6473,40744.397227,924.961964,6244,3200,310,924.961814,40744.384257,0.935366
6474,210907.700507,2647.056861,5514,0,0,2647.056747,210907.67582,4.841793
6475,144360.124648,1987.391229,5591,84,310,1987.391197,144360.117462,3.314066
6476,353944.177322,6830.852984,6011,1047,310,6830.852671,353944.197326,8.125473
6477,119034.353183,3261.917191,6245,24,310,3261.917136,119034.379249,2.732664
6478,20644.729871,1318.789918,5964,2527,310,1318.789781,20644.731814,0.47394
6479,485338.999164,5383.619046,6344,2317,310,5383.619043,485338.981069,11.141894
6480,1883639.90196,7319.926111,5515,73,310,7319.926263,1883639.88804,43.242595
6481,120426.32411,4305.343889,6518,0,0,4305.343729,120426.331561,2.764619
6482,9010.0312,388.606192,6150,1034,310,388.606143,9010.030628,0.206843
6483,217514.607731,1991.672928,5592,739,310,1991.67287,217514.597322,4.993468
6484,1072953.73522,6080.68217,6012,2322,310,6080.682166,1072953.74153,24.631727
6485,4155.281032,473.23148,5516,0,0,473.23153,4155.281839,0.095393
6486,726262.718404,9956.665818,5965,1032,310,9956.665888,726262.7151,16.672764
6487,1021409.81301,11928.620052,6013,3026,310,11928.620401,1021409.82326,23.448437
6488,177898.10718,3196.902832,6519,0,0,3196.902851,177898.110246,4.083995
6489,61634.740522,1757.102027,6246,397,310,1757.101966,61634.745371,1.414945
6490,1086712.15576,10031.171531,6345,959,310,10031.171304,1086712.18487,24.947579
6491,46347.480832,1374.134211,5593,0,0,1374.13427,46347.478505,1.063996
6492,1695.367122,222.753619,6151,2273,310,222.753626,1695.364067,0.03892
6493,7900.958928,642.120229,5517,443,310,642.120142,7900.962653,0.181382
6494,671.332615,149.04158,6520,994,310,149.041593,671.333702,0.015412
6495,171226.983383,2394.842713,6014,704,310,2394.842668,171226.968449,3.930846
6496,106845.892001,2441.846651,5966,0,0,2441.846726,106845.887586,2.452854
6497,964308.495551,4768.010169,6247,0,0,4768.0101,964308.483981,22.137565
6498,15363.368783,458.920265,5518,1460,310,458.920311,15363.369707,0.352696
6499,57397.180629,1657.696714,6521,1281,310,1657.696664,57397.183845,1.317663
6500,49819.961171,1199.281782,5594,85,310,1199.281843,49819.965205,1.143714
6501,204674.932219,2658.387888,6152,0,0,2658.387911,204674.935324,4.698709
6502,32559.290391,937.651798,5519,482,310,937.651798,32559.288436,0.747461
6503,176689.143216,1720.251375,5967,1275,310,1720.25149,176689.169648,4.056241
6504,234847.237824,2511.740718,6015,1217,310,2511.740931,234847.248242,5.391373
6505,15107.11358,526.745768,6522,0,0,526.745817,15107.121529,0.346813
6506,443.644274,102.613744,5595,2509,310,102.613679,443.64297,0.010185
6507,112603.147886,6680.698112,6346,1396,310,6680.698019,112603.119529,2.585022
6508,45359.46,1687.011574,6153,398,310,1687.011668,45359.463655,1.041314
6509,263415.196149,3121.196021,5520,1100,310,3121.196118,263415.204095,6.047205
6510,1128699.44177,15520.431955,6016,0,0,15520.432012,1128699.41017,25.911477
6511,426.490769,90.218854,6523,1317,310,90.218913,426.492382,0.009791
6512,276306.170703,4186.041897,5968,898,310,4186.041824,276306.176593,6.343142
6513,19534.585938,881.785281,6248,1678,310,881.78521,19534.596285,0.448454
6514,183923.029454,2829.637492,5596,1299,310,2829.637779,183923.042669,4.222309
6515,85426.65077,2121.125505,6154,2268,310,2121.125307,85426.657359,1.961134
6516,49118.966644,1376.433286,5521,1251,310,1376.433227,49118.960237,1.127621
6517,962247.414217,5771.053237,6017,0,0,5771.053172,962247.418569,22.090249
6518,69108.509766,2200.729332,6524,1687,310,2200.72925,69108.517208,1.58652
6519,172300.563159,4280.48157,5969,2528,310,4280.481554,172300.553978,3.955492
6520,555541.726563,5083.054329,6347,0,0,5083.054205,555541.71416,12.753534
6521,18537.381142,614.198322,6018,3048,310,614.198386,18537.378603,0.425561
6522,1828314.86117,19731.176156,6525,89,310,19731.176007,1828314.90149,41.972503
6523,81235.391183,2308.500015,5522,2504,310,2308.500029,81235.394187,1.864915
6524,16859.355065,938.898849,6249,1030,310,938.898882,16859.366291,0.387039
6525,7641.679605,412.781335,6155,2267,310,412.781386,7641.680475,0.17543
6526,28684.143385,895.649154,6019,1013,310,895.649204,28684.141225,0.6585
6527,437349.9825,4922.848454,5970,1178,310,4922.848462,437349.972045,10.040214
6528,514732.046038,8609.840285,5597,79,310,8609.840371,514732.037902,11.816669
6529,12728.558278,417.875263,5523,124,310,417.875125,12728.552075,0.292209
6530,396930.988573,4420.563129,6020,2298,310,4420.563143,396930.996499,9.112318
6531,18925.176156,1405.233049,6526,4008,310,1405.232918,18925.17647,0.434464
6532,350029.826788,3456.867194,6156,3201,310,3456.867195,350029.818535,8.035611
6533,8786.167391,357.362577,6250,3060,310,357.362601,8786.170172,0.201704
6534,113690.440209,2496.731202,5524,192,310,2496.731042,113690.424432,2.609983
6535,137505,2811.506863,5971,6036,0,2811.506957,137505.001498,3.156693
6536,1072821.28883,9750.577576,6348,501,310,9750.577453,1072821.27241,24.628686
6537,250930.424121,3536.337679,6021,2300,310,3536.337667,250930.441124,5.760593
6538,40175.577556,797.048383,6527,1605,310,797.048387,40175.574072,0.922308
6539,33122.153204,1202.245835,6157,31,310,1202.246001,33122.154041,0.760383
6540,158018.688422,2317.563567,5598,1777,310,2317.563616,158018.698193,3.627625
6541,82791.85602,2603.201585,6251,0,0,2603.201574,82791.857752,1.900647
6542,32821.104558,1218.031808,5525,2474,310,1218.031876,32821.0946,0.753472
6543,124039.392851,2081.252638,5972,705,310,2081.252441,124039.40022,2.847564
6544,12921.123515,809.02868,6022,19,310,809.028803,12921.116389,0.296629
6545,872853.497069,5248.123942,6349,219,310,5248.12394,872853.474676,20.038039
6546,1073.28834,159.380201,6528,5283,310,159.380185,1073.288609,0.024639
6547,173920.574801,4451.851454,6158,837,310,4451.851326,173920.598661,3.992684
6548,187492.859251,2421.621034,5599,2377,310,2421.620841,187492.862982,4.304261
6549,976679.815088,5319.979958,5526,6020,0,5319.980055,976679.799238,22.421573
6550,33372.873943,854.046375,6252,2284,310,854.046308,33372.867896,0.766139
6551,169361.023004,2432.513244,6023,164,310,2432.513204,169361.023825,3.88801
6552,3356120.45186,26615.270888,6529,945,310,26615.271267,3356120.50372,77.046233
6553,76048.690081,1448.759053,5600,477,310,1448.758937,76048.684482,1.745845
6554,26053.740594,2051.244441,6159,51,310,2051.244492,26053.735625,0.598114
6555,126470.04,1599.038112,5527,57,310,1599.038204,126470.03824,2.903364
6556,47163.831084,872.621521,5973,713,310,872.621464,47163.8327,1.082737
6557,1602735.69209,14907.950724,6024,1143,310,14907.950963,1602735.68563,36.793896
6558,16171.125126,910.600408,6350,0,0,910.600433,16171.120739,0.371239
6559,5206.034683,433.185351,6253,3062,310,433.185499,5206.035212,0.119515
6560,149482.804481,2183.961772,5601,3135,310,2183.961841,149482.812998,3.431667
6561,311954.488327,4673.886673,6530,2650,310,4673.886511,311954.493797,7.161518
6562,2133158.45908,9579.812222,6160,884,310,9579.812259,2133158.46433,48.970776
6563,5591.512245,601.309145,5528,1802,310,601.309286,5591.509667,0.128364
6564,46146.98111,1517.493711,5974,240,310,1517.49378,46146.979064,1.059393
6565,60852.790795,3261.150686,6025,2296,310,3261.150631,60852.781685,1.396993
6566,38376.16738,812.383465,6351,1671,310,812.383548,38376.16718,0.880999
6567,2239065.80711,7796.065439,5529,3120,310,7796.065218,2239065.85229,51.402085
6568,82431.204351,1917.802183,6531,0,0,1917.802186,82431.209883,1.892368
6569,158154.5,1630.208983,6254,949,310,1630.209018,158154.502909,3.630742
6570,203.58587,66.299067,5602,2523,310,66.299167,203.585976,0.004674
6571,3255.24098,347.467605,6026,0,0,347.467583,3255.240145,0.07473
6572,56773.79189,1018.589083,5975,699,310,1018.589075,56773.800285,1.303352
6573,525094.036236,4232.008477,5530,0,0,4232.008426,525094.038336,12.054549
6574,25235.211237,1029.904542,6532,2649,310,1029.904585,25235.208381,0.579323
6575,118861.546277,3495.201054,6352,0,0,3495.200996,118861.550364,2.728697
6576,114184.04583,3440.811881,5603,2390,310,3440.811745,114184.053128,2.621316
6577,70460.212322,2013.374705,6161,399,310,2013.374413,70460.222557,1.617551
6578,154217.885294,3886.693799,6027,1042,310,3886.693927,154217.886655,3.54037
6579,60258.486222,1846.771338,5976,50,310,1846.771544,60258.48448,1.38335
6580,3712399.67588,20383.027794,5531,1458,310,20383.027957,3712399.63198,85.225309
6581,34226.836772,1096.043868,6533,2571,310,1096.043869,34226.839862,0.785743
6582,28435.504711,911.984799,6028,6040,0,911.984756,28435.501646,0.652792
6583,131282.396709,2526.181991,5532,0,0,2526.182072,131282.394077,3.013841
6584,950302.061598,4793.875008,5977,404,310,4793.87503,950302.05936,21.816021
6585,13255.72,469.255661,6162,0,0,469.255659,13255.718992,0.304311
6586,15602.811608,649.898325,6255,3040,310,649.89828,15602.808958,0.358193
6587,165773.7828,6411.128714,6353,422,310,6411.128595,165773.778263,3.805658
6588,719832.976128,7539.786791,6029,0,0,7539.78706,719832.966307,16.525157
6589,3806.030791,377.543898,5533,1771,310,377.543862,3806.027641,0.087375
6590,9016.641891,595.539002,5604,0,0,595.539027,9016.637823,0.206994
6591,155105.794445,3192.648065,5978,2537,310,3192.648046,155105.781032,3.560753
6592,20268.350337,619.18613,6030,1052,310,619.185992,20268.344434,0.465299
6593,81886.134394,1630.934116,6163,1270,310,1630.934108,81886.126754,1.879854
6594,81783.73542,1446.632233,5534,488,310,1446.6323,81783.728726,1.877504
6595,7503.361161,360.477777,6256,2269,310,360.477862,7503.362782,0.172254
6596,245881.497924,2645.293134,6031,1218,310,2645.29299,245881.463892,5.644684
6597,18254.59175,537.775927,5605,3123,310,537.775935,18254.595858,0.41907
6598,31581.161334,867.900656,6257,142,310,867.900557,31581.159642,0.725007
6599,18242.29253,776.988421,6032,22,310,776.98847,18242.294196,0.418787
6600,88447,1636.412679,5979,6037,0,1636.412642,88447.001789,2.030472
6601,20468.306103,608.260856,5535,2477,310,608.260877,20468.304995,0.46989
6602,62541.63814,1304.192576,6354,1030,310,1304.192521,62541.642118,1.435764
6603,87501.309235,6516.029707,6164,160,310,6516.029757,87501.309705,2.008762
6604,1225.476467,130.198285,5606,2513,310,130.198323,1225.477235,0.028133
6605,357831.211555,3181.87063,5980,1209,310,3181.870611,357831.205243,8.214707
6606,11880.185666,410.667475,5536,119,310,410.667435,11880.181946,0.272733
6607,1061500.48088,7736.641134,6258,2291,310,7736.641226,1061500.45805,24.368795
6608,756664.809969,4592.935117,6033,1006,310,4592.935014,756664.815819,17.370703
6609,58050.592755,1805.467867,5981,3177,310,1805.467762,58050.590545,1.332664
6610,22513.921976,681.603966,5537,1461,310,681.604038,22513.931036,0.516851
6611,130230.083184,2882.553017,6355,3036,310,2882.552914,130230.080558,2.989683
6612,38177.70152,1190.011682,5607,1436,310,1190.011623,38177.697385,0.876443
6613,484046.350424,3828.79722,6086,2301,310,3828.797238,484046.35063,11.11222
6614,69124.71776,5004.174647,5538,0,0,5004.174659,69124.703548,1.586891
6615,536128.275224,7757.616659,6165,835,310,7757.616744,536128.256284,12.30786
6616,291294.785078,2372.410081,6356,3204,310,2372.410001,291294.777445,6.687235
6617,826908.241672,4209.256186,5608,2389,310,4209.256137,826908.212682,18.983276
6618,18695.941333,743.627827,5539,1465,310,743.628069,18695.943608,0.429202
6619,15346.113429,914.827809,6259,3077,310,914.827751,15346.102892,0.352299
6620,5133.873995,485.298473,6087,0,0,485.298501,5133.873227,0.117858
6621,11606.794481,692.53132,6357,2286,310,692.531298,11606.791601,0.266456
6622,40762.524141,1279.064876,5609,91,310,1279.064847,40762.513774,0.935782
6623,109127.612122,1776.183383,6166,530,310,1776.183412,109127.61263,2.505235
6624,55236.313049,2257.810602,5540,1781,310,2257.810485,55236.295075,1.268056
6625,1313.037012,187.706004,6088,3207,310,187.706069,1313.038274,0.030143
6626,12649.698997,456.154639,6358,1027,310,456.154565,12649.697949,0.290398
6627,127343.395814,1428.87992,6260,490,310,1428.879905,127343.393598,2.923414
6628,15409.242893,755.600247,6167,0,0,755.600248,15409.247927,0.353749
6629,58380,982.420112,6089,6043,0,982.420143,58379.997733,1.340226
6630,83919.02,1888.652029,5610,1275,310,1888.652003,83919.022671,1.926523
6631,28949.102059,783.062024,5541,442,310,783.06189,28949.092059,0.664582
6632,583305.317031,8887.819786,6090,5246,310,8887.819993,583305.308741,13.390901
6633,92.00018,52.505713,6359,61,310,52.505667,92.000228,0.002112
6634,3924314.89948,15990.712799,6261,17,310,15990.712946,3924314.88846,90.090234
6635,35692.48,2241.893128,6168,101,310,2241.893147,35692.492431,0.81939
6636,20851.09643,594.337153,6091,1007,310,594.337257,20851.103507,0.478677
6637,13446.814094,562.75597,5542,6021,0,562.755868,13446.806417,0.308697
6638,8736.715366,596.64128,5611,2510,310,596.641263,8736.718922,0.200568
6639,348158.545632,10628.612706,6360,1389,310,10628.612828,348158.567413,7.992653
6640,26322.043153,771.18388,6262,3067,310,771.183844,26322.042034,0.604273
6641,203880.05696,2235.30476,5543,1297,310,2235.304792,203880.075826,4.680461
6642,268275.972177,8812.736522,6092,3189,310,8812.736648,268275.975172,6.158794
6643,32636.677708,991.49709,6169,1053,310,991.49709,32636.687895,0.749238
6644,191218.2814,2493.238671,5544,371,310,2493.238928,191218.27994,4.389785
6645,178010.064061,3895.848803,6093,2306,310,3895.848655,178010.052212,4.086565
6646,36425.442163,1038.108385,5612,2540,310,1038.108482,36425.445822,0.836217
6647,143331.79105,2808.103996,6263,6048,0,2808.104022,143331.794479,3.290458
6648,48149.219861,1888.228245,6170,1185,310,1888.228285,48149.228436,1.105359
6649,387911.298711,2849.409417,5545,1451,310,2849.409468,387911.298141,8.905254
6650,427197.79648,4122.555173,6094,872,310,4122.555199,427197.794972,9.807151
6651,495386.334964,3586.087949,6361,2319,310,3586.087931,495386.362859,11.372552
6652,104246.945121,1394.43036,5546,683,310,1394.430351,104246.938427,2.39319
6653,60765.830225,1595.449317,5613,2227,310,1595.449268,60765.815167,1.394997
6654,29904.609347,821.647331,6171,5245,310,821.647328,29904.613686,0.686518
6655,78212.739105,1760.965287,6095,25,310,1760.965289,78212.751477,1.795525
6656,21722.857989,664.410314,5547,1093,310,664.41033,21722.854917,0.49869
6657,823.66979,135.803404,6264,3035,310,135.803339,823.668714,0.018909
6658,22509.563419,722.93019,6096,5243,310,722.930253,22509.563526,0.516751
6659,1451933.71684,9587.196033,5614,88,310,9587.195927,1451933.71869,33.331945
6660,332123.55639,2347.939732,6172,2304,310,2347.939875,332123.566305,7.624538
6661,2196817.03354,9316.313459,5548,3121,310,9316.313292,2196817.02892,50.432181
6662,663305.259311,4460.307707,6362,5237,310,4460.307716,663305.23718,15.227454
6663,141585.994301,1897.708475,6097,873,310,1897.708377,141585.991523,3.25038
6664,462015.549885,7293.947749,5549,76,310,7293.947573,462015.5603,10.60646
6665,50712.636837,1004.481478,6265,3066,310,1004.481331,50712.634191,1.164207
6666,633232.054102,7531.176145,6173,0,0,7531.176129,633232.059603,14.537066
6667,239481.424212,4697.501283,6098,27,310,4697.501291,239481.396041,5.497758
6668,11564.397501,595.591076,5550,2475,310,595.591015,11564.3941,0.265483
6669,60287.705125,1965.582914,6363,24,310,1965.582978,60287.706005,1.384021
6670,2974.986683,271.820081,5551,1770,310,271.8201,2974.987664,0.068297
6671,603306.86209,5609.864241,6099,664,310,5609.863911,603306.829104,13.850074
6672,29826.696882,915.894681,6174,1172,310,915.894676,29826.690639,0.684729
6673,204643.994027,4531.192248,6364,1085,310,4531.192221,204644.012997,4.697999
6674,240899.284842,2738.310764,5615,1782,310,2738.310558,240899.28226,5.530309
6675,87723.930219,2506.528237,6266,76,310,2506.528359,87723.941611,2.013873
6676,86609.647621,1213.277201,5552,1459,310,1213.277263,86609.665631,1.988292
6677,6638023.34754,16511.179176,6100,1201,310,16511.179242,6638023.39874,152.388658
6678,25457.172911,918.570715,6175,1146,310,918.57063,25457.172477,0.584419
6679,101452.318434,2281.3392,5616,2228,310,2281.339123,101452.30615,2.329034
6680,45235.32,1463.204682,6101,85,310,1463.204766,45235.328498,1.038464
6681,358019.797419,6251.160614,5617,0,0,6251.160629,358019.756346,8.219036
6682,25591.649235,867.369676,5553,1294,310,867.369689,25591.653013,0.587506
6683,40631.694339,868.643451,6365,987,310,868.643458,40631.69548,0.932779
6684,46246.010417,1231.957287,6176,1184,310,1231.957389,46246.013962,1.061667
6685,1266736.81329,7585.584403,6267,529,310,7585.584172,1266736.81499,29.080392
6686,16197.762137,1141.860005,6102,2262,310,1141.860005,16197.772681,0.371851
6687,974025.7968,7223.115003,5554,1162,310,7223.114993,974025.797358,22.360645
6688,14297.694774,516.78449,6366,79,310,516.784554,14297.698585,0.328231
6689,179938.188498,2331.966649,5618,1316,310,2331.966717,179938.199261,4.130829
6690,37737.274432,986.195787,6177,6047,0,986.195849,37737.265942,0.866332
6691,6621.598012,446.652134,6268,3063,310,446.652109,6621.598232,0.152012
6692,316545.37154,2559.916795,5555,0,0,2559.91676,316545.370055,7.266911
6693,4904955.48662,17101.715124,6367,5251,310,17101.715041,4904955.4018,112.602732
6694,13247.679663,565.182863,6103,3032,310,565.182869,13247.678743,0.304126
6695,524390.878817,6361.468183,6178,1177,310,6361.468342,524390.887807,12.038406
6696,35826.181179,2914.096364,6269,0,0,2914.096438,35826.178332,0.822459
6697,634251.519339,4195.178766,5619,1117,310,4195.178889,634251.526564,14.56047
6698,165488.00088,2438.322099,6104,3185,310,2438.322006,165488.016987,3.799097
6699,303908.226651,2209.030771,5556,0,0,2209.03076,303908.229376,6.976801
6700,61946.199952,2717.206912,6368,3198,310,2717.207013,61946.197748,1.422095
6701,179951.099393,2901.533141,6179,1186,310,2901.533084,179951.091924,4.131125
6702,17594.451173,537.247067,6270,496,310,537.246995,17594.4441,0.403914
6703,13835.78,908.234467,5620,0,0,908.234343,13835.780961,0.317627
6704,98528.443724,2503.771883,5557,737,310,2503.771896,98528.441151,2.261911
6705,344673.948517,2711.878377,6369,2316,310,2711.878242,344673.925015,7.912656
6706,1062.132088,168.22475,6105,0,0,168.224694,1062.131432,0.024383
6707,47022.767056,895.489372,6271,143,310,895.489344,47022.77258,1.079499
6708,199328.022394,4643.263202,5621,1101,310,4643.263374,199328.039543,4.57596
6709,19021.463593,1425.191732,6106,1002,310,1425.191748,19021.461362,0.436674
6710,1323.318133,237.177822,5558,2499,310,237.177804,1323.318198,0.030379
6711,62976.685618,1073.808038,6180,1045,310,1073.807945,62976.680721,1.445751
6712,255347.343717,4269.897352,6107,0,0,4269.897258,255347.348661,5.861992
6713,469820.221376,3301.155379,6272,0,0,3301.155333,469820.255569,10.785632
6714,844.906246,132.532988,6370,1539,310,132.533003,844.906419,0.019396
6715,26898.135923,1179.744449,5559,2496,310,1179.744415,26898.140678,0.617499
6716,61168.091762,1032.835556,6108,871,310,1032.835625,61168.09153,1.404232
6717,629400.94,4701.441462,5622,0,0,4701.441444,629400.946836,14.449115
6718,50374.745246,926.870966,6109,3209,310,926.870939,50374.743664,1.15645
6719,49947.174242,1543.158979,6181,1151,310,1543.158809,49947.17467,1.146634
6720,2759788.20357,11174.858653,6371,885,310,11174.85865,2759788.21202,63.356273
6721,130454.474483,4507.060272,6110,2288,310,4507.060189,130454.450686,2.994834
6722,134160.725177,1945.46875,5560,2226,310,1945.468801,134160.719348,3.079919
6723,2625780.8969,16833.986247,6273,935,310,16833.986359,2625780.92462,60.279877
6724,149935.110075,1926.76876,6182,1176,310,1926.768665,149935.114111,3.44205
6725,4137.643286,318.118624,5623,2232,310,318.118679,4137.642943,0.094988
6726,43923.53659,949.370342,5561,0,0,949.370359,43923.533662,1.00835
6727,1537130.16241,10369.806023,6111,0,0,10369.806128,1537130.16467,35.287794
6728,110830.687857,2196.069582,6372,499,310,2196.069693,110830.685578,2.544333
6729,8638.456549,918.334777,5562,0,0,918.334631,8638.455896,0.198312
6730,623207.362104,3543.131437,6112,2289,310,3543.131328,623207.341019,14.306929
6731,127220.2339,7424.006663,6274,410,310,7424.006647,127220.241687,2.920587
6732,48303.113632,941.223119,5624,478,310,941.223076,48303.114676,1.108891
6733,15635.033191,689.719259,6183,2264,310,689.71918,15635.03067,0.358932
6734,22269.614408,676.95329,6373,1187,310,676.953282,22269.615571,0.511242
