RECORD_NUMBER,REGION,RESIDENCE_TYPE,FAMTYPE,POPBASE,SEX,AGE,MARSTAT,STUDENT,COB,HEALTH,ETHNICITY,RELIGIONNI,RELIGIONBNI,ECONACT,OCC,INDUSTRY,HOURS
5386993,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5288233,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,5,2,3
5314063,N92000002,H,1,1,1,3,1,2,1,2,1,2,2,2,2,6,2
5240198,N92000002,H,5,1,1,2,1,1,1,1,1,7,2,6,7,4,3
5264138,N92000002,H,1,1,2,2,1,2,2,1,1,8,4,1,6,5,3
5390168,N92000002,H,1,1,2,6,4,2,2,1,1,7,4,5,1,11,2
5291248,N92000002,H,1,1,1,4,1,2,1,2,1,5,2,8,9,5,3
5366028,N92000002,H,3,1,2,4,2,2,2,4,1,8,2,1,1,4,3
5390708,N92000002,H,2,1,2,5,2,2,1,2,1,2,2,1,1,4,3
5365843,N92000002,H,2,1,2,1,1,2,1,1,2,1,1,-9,-9,-9,-9
5267398,N92000002,H,5,1,2,4,1,2,1,2,1,1,1,1,7,4,2
5292078,N92000002,H,2,1,2,1,1,2,1,2,1,2,2,-9,-9,-9,-9
5366873,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,1,7,4,3
5342078,N92000002,H,2,1,1,3,2,2,1,1,1,7,1,1,8,4,3
5267443,N92000002,H,5,1,1,1,1,1,1,3,1,3,2,-9,-9,-9,-9
5242788,N92000002,H,2,1,2,3,2,2,1,2,1,2,2,2,3,12,2
5392213,N92000002,H,2,1,2,5,2,2,1,3,1,1,1,8,-9,-9,-9
5342823,N92000002,H,2,1,2,7,2,2,1,4,1,3,2,5,7,9,3
5268418,N92000002,H,2,1,1,3,2,2,1,1,1,1,1,1,1,7,3
5418590,N92000002,H,1,1,2,8,5,2,1,3,1,5,2,5,-9,-9,-9
5418016,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,2,10,3
5369208,N92000002,H,2,1,1,7,2,2,1,4,1,1,1,8,9,2,3
5420080,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5419790,N92000002,H,1,1,1,3,1,2,1,1,1,1,1,2,5,3,3
5294828,N92000002,H,2,1,1,6,2,2,1,4,1,3,2,1,2,3,3
5244838,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,3,9,5,2
5420925,N92000002,H,1,1,1,4,1,2,1,2,1,1,1,3,5,3,3
5296363,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5372183,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,8,3,3
5346573,N92000002,H,1,1,2,2,1,2,2,1,1,1,1,1,8,2,3
5372103,N92000002,H,2,1,1,6,2,2,1,1,1,2,2,1,2,12,4
5422155,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,2,10,3
5322353,N92000002,H,5,1,2,5,1,2,1,2,1,1,1,8,-9,-9,-9
5247928,N92000002,H,1,1,1,8,5,2,1,3,1,8,2,9,-9,-9,-9
5273258,N92000002,H,1,1,1,8,5,2,1,3,1,4,2,5,5,1,3
5374233,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5274513,N92000002,H,3,1,2,3,1,1,1,2,1,3,2,4,6,12,3
5375828,N92000002,H,3,1,1,2,1,2,1,1,1,1,1,1,9,3,3
5327653,N92000002,H,1,1,1,4,3,2,1,2,1,1,1,1,4,3,3
5377349,N92000002,H,2,1,1,6,2,2,1,1,1,8,1,3,5,3,3
5277413,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5426555,N92000002,H,5,1,1,3,1,2,1,2,1,3,2,8,8,2,2
5277993,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,2,10,1
5377573,N92000002,H,1,1,1,4,1,2,1,3,1,1,1,8,5,3,3
5276928,N92000002,H,1,1,2,8,5,2,1,4,1,1,1,5,-9,-9,-9
5402994,N92000002,H,5,1,2,5,5,2,1,3,1,2,2,7,6,11,2
5433418,N92000002,C,-9,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5255338,N92000002,H,2,1,1,6,2,2,1,1,1,2,2,1,4,4,2
5304823,N92000002,H,2,1,1,6,2,2,1,1,1,5,2,1,2,9,3
5404474,N92000002,H,2,1,1,3,2,2,1,2,1,2,2,1,4,9,3
5406028,N92000002,H,1,1,1,7,4,2,1,3,1,2,2,5,2,11,3
5405989,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5256573,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5431248,N92000002,C,-9,1,1,5,1,2,1,2,1,2,2,8,-9,-9,-9
5406334,N92000002,H,1,1,1,8,3,2,1,2,1,3,2,5,4,9,3
5282333,N92000002,H,2,1,1,8,2,2,1,1,1,2,2,1,2,11,3
5258053,N92000002,H,2,1,2,6,2,2,1,3,1,2,2,5,9,8,1
5332343,N92000002,H,2,1,2,6,2,2,1,1,1,2,2,1,2,10,3
5259393,N92000002,H,5,1,2,7,5,2,1,2,1,2,2,5,4,9,3
5409744,N92000002,H,4,1,1,4,4,2,1,3,1,7,2,1,5,2,3
5385149,N92000002,H,5,1,2,5,5,2,1,3,1,3,2,1,4,8,3
5311098,N92000002,H,1,1,2,6,5,2,1,2,1,5,2,5,4,12,3
5261203,N92000002,H,2,1,1,6,2,2,1,1,1,2,2,5,4,9,3
5361223,N92000002,H,1,1,2,5,1,2,1,3,1,7,4,8,3,6,3
5389528,N92000002,H,5,1,2,8,5,2,1,4,1,1,1,5,9,12,3
5338978,N92000002,H,5,1,1,1,1,1,1,3,1,1,1,-9,-9,-9,-9
5363788,N92000002,H,1,1,2,7,1,2,1,2,1,7,4,5,2,10,3
5411474,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5312388,N92000002,H,1,1,1,8,5,2,1,3,1,2,2,5,2,12,3
5290043,N92000002,H,3,1,1,4,1,2,1,2,1,3,2,7,9,4,3
5338558,N92000002,H,2,1,1,4,2,2,1,1,1,7,1,1,1,8,3
5236718,N92000002,H,2,1,1,4,2,2,1,1,1,5,2,1,3,2,4
5289013,N92000002,H,2,1,1,3,2,2,1,2,1,5,2,1,2,12,3
5315193,N92000002,H,5,1,2,1,1,2,1,1,1,8,2,-9,-9,-9,-9
5365038,N92000002,H,3,1,2,1,1,1,1,1,1,8,2,-9,-9,-9,-9
5415759,N92000002,H,5,1,1,5,3,2,1,4,1,2,2,8,9,3,3
5365708,N92000002,H,2,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5266493,N92000002,H,2,1,2,3,2,2,2,2,1,8,1,1,2,8,3
5315773,N92000002,H,2,1,1,2,1,2,1,2,1,7,1,1,9,5,3
5241528,N92000002,H,5,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5316803,N92000002,H,2,1,1,4,2,2,1,1,1,2,2,1,8,2,4
5316743,N92000002,H,5,1,2,1,1,1,1,1,1,8,2,-9,-9,-9,-9
5317638,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,2,11,3
5392668,N92000002,H,1,1,2,2,1,2,2,1,1,8,4,3,7,8,3
5268518,N92000002,H,2,1,1,5,2,2,1,5,1,7,1,8,9,8,4
5244208,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,8,6,3
5343623,N92000002,H,1,1,2,6,4,2,1,3,1,3,2,8,4,2,3
5418880,N92000002,H,1,1,2,6,3,2,1,3,1,1,1,8,9,9,1
5320323,N92000002,H,5,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5320423,N92000002,H,5,1,1,2,1,1,1,2,1,8,2,4,9,5,1
5320168,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,1,2,4,3
5295258,N92000002,H,5,1,1,2,1,1,1,1,1,2,2,6,-9,-9,-9
5420225,N92000002,H,6,1,1,6,4,2,1,4,1,1,1,8,9,11,3
5270938,N92000002,H,1,1,2,8,4,2,1,3,1,1,1,5,5,1,2
5395978,N92000002,H,1,1,1,3,2,2,2,2,1,5,2,1,8,2,3
5272103,N92000002,H,5,1,2,2,1,2,1,1,1,1,1,1,6,10,2
5247588,N92000002,H,6,1,2,4,1,1,2,2,2,1,1,4,9,6,3
5421490,N92000002,H,2,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5246913,N92000002,H,2,1,2,7,2,2,1,2,1,1,1,5,9,9,1
5421510,N92000002,H,2,1,2,3,1,2,1,1,1,2,2,1,4,11,2
5298068,N92000002,H,5,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5432714,N92000002,C,-9,1,2,8,5,2,1,4,1,8,2,5,9,12,1
5322483,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,1,4,2,2
5372903,N92000002,H,2,1,2,5,2,2,1,3,1,1,1,1,6,11,2
5273383,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,2,2,6,2
5248718,N92000002,H,5,1,2,8,5,2,1,3,1,5,2,9,-9,-9,-9
5324788,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5300273,N92000002,H,2,1,1,1,1,1,1,3,1,2,2,-9,-9,-9,-9
5425030,N92000002,H,2,1,2,7,2,2,1,3,1,3,2,5,4,9,3
5250388,N92000002,H,5,1,2,3,1,2,1,1,1,1,1,1,6,8,2
5433018,N92000002,C,-9,1,2,8,5,2,1,4,1,8,2,5,9,11,2
5250988,N92000002,H,4,1,1,4,3,2,1,2,1,3,2,1,5,2,3
5424740,N92000002,H,3,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5275018,N92000002,H,2,1,2,2,1,2,1,1,1,1,1,1,2,3,3
5400404,N92000002,H,1,1,1,6,4,2,1,1,1,2,2,5,9,6,3
5301398,N92000002,H,2,1,1,4,1,2,1,1,1,1,1,2,5,4,2
5425740,N92000002,H,2,1,2,3,2,2,1,2,1,1,1,1,2,10,3
5351463,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,4,5,8,3
5401199,N92000002,H,5,1,2,2,1,1,1,2,1,8,1,6,-9,-9,-9
5401244,N92000002,H,2,1,2,4,3,2,1,1,1,3,2,1,3,4,3
5326723,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,2,5,3,3
5278063,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,1,9,10,1
5303123,N92000002,H,2,1,2,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5279143,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,1,5,11,3
5403034,N92000002,H,2,1,2,5,2,2,1,3,1,4,2,2,9,4,1
5378728,N92000002,H,2,1,1,7,2,2,1,2,1,1,1,5,5,6,3
5353793,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5329648,N92000002,H,2,1,2,4,2,2,1,1,1,5,2,1,2,6,2
5404044,N92000002,H,4,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5354118,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,1,1,11,3
5379658,N92000002,H,2,1,2,5,1,2,1,1,1,2,2,1,4,9,3
5405319,N92000002,H,5,1,2,4,1,2,1,2,1,3,2,3,8,2,3
5380343,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5380888,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5282023,N92000002,H,2,1,2,7,2,2,1,2,1,1,1,5,8,2,3
5307108,N92000002,H,3,1,1,3,1,2,1,2,1,7,1,1,5,2,3
5381768,N92000002,H,2,1,1,1,1,2,1,1,1,8,1,-9,-9,-9,-9
5356833,N92000002,H,2,1,2,7,2,2,1,3,1,1,1,5,9,2,3
5332418,N92000002,H,2,1,1,8,2,2,1,4,1,5,2,5,4,4,3
5407139,N92000002,H,2,1,2,4,2,2,1,3,1,2,2,7,9,6,4
5282848,N92000002,H,2,1,2,2,1,1,1,1,1,2,2,4,9,8,1
5407184,N92000002,H,2,1,2,7,2,2,1,3,1,3,2,5,8,2,3
5233138,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5332448,N92000002,H,1,1,2,3,1,2,2,1,1,7,2,1,2,8,3
5332393,N92000002,H,2,1,2,3,2,2,1,1,1,2,2,1,4,4,3
5407709,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5383153,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5259968,N92000002,H,2,1,2,1,1,2,1,2,1,2,2,-9,-9,-9,-9
5234753,N92000002,H,3,1,2,6,4,2,1,1,1,7,2,5,4,9,3
5384688,N92000002,H,5,1,2,2,1,2,1,1,1,1,1,1,9,11,1
5359458,N92000002,H,3,1,1,3,4,2,2,2,1,1,1,3,5,4,2
5384598,N92000002,H,2,1,2,2,1,2,1,1,1,5,2,1,4,4,1
5410044,N92000002,H,2,1,2,8,2,2,1,3,1,1,1,5,6,12,2
5311708,N92000002,H,2,1,2,3,2,2,2,1,1,1,1,1,8,2,3
5314743,N92000002,H,1,1,2,4,3,2,1,4,1,5,2,8,9,11,1
5412719,N92000002,H,2,1,1,3,2,2,2,2,2,1,1,1,2,11,3
5412649,N92000002,H,1,1,2,8,5,2,1,2,1,1,1,5,4,9,2
5311153,N92000002,H,5,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5237508,N92000002,H,2,1,2,2,1,1,1,2,1,4,2,6,-9,-9,-9
5389503,N92000002,H,5,1,2,3,1,2,1,1,1,8,2,3,9,6,3
5414294,N92000002,H,2,1,1,1,1,2,1,2,1,7,4,-9,-9,-9,-9
5388978,N92000002,H,1,1,1,8,2,2,1,2,1,3,2,5,2,8,3
5263898,N92000002,H,2,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5362003,N92000002,H,1,1,2,2,1,1,1,1,1,8,1,4,7,12,3
5361298,N92000002,H,5,1,2,5,3,2,1,2,1,1,1,7,4,5,3
5412749,N92000002,H,2,1,2,5,2,2,1,3,1,1,1,1,3,9,3
5239453,N92000002,H,1,1,2,8,5,2,1,3,1,3,2,5,9,2,3
5338793,N92000002,H,2,1,1,1,1,1,1,2,1,2,2,-9,-9,-9,-9
5315378,N92000002,H,2,1,1,6,2,2,1,1,1,3,2,2,3,10,3
5340463,N92000002,H,3,1,1,1,1,1,1,2,1,3,2,-9,-9,-9,-9
5241158,N92000002,H,5,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5266843,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,1,5,4,3
5317513,N92000002,H,2,1,2,2,2,2,1,1,1,5,2,1,2,11,3
5317298,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5243818,N92000002,H,3,1,2,4,4,2,2,3,1,1,1,1,8,2,2
5317993,N92000002,H,1,1,2,6,4,2,1,3,1,8,2,9,6,10,2
5245338,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5369803,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,5,6,3
5244783,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,6,-9,-9,-9
5320538,N92000002,H,5,1,1,2,1,2,1,1,1,1,1,3,-9,-9,-9
5294478,N92000002,H,2,1,2,7,2,2,1,4,1,1,1,5,2,11,3
5420386,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,1,5,2,3
5321393,N92000002,H,2,1,2,8,2,2,2,3,1,1,1,5,-9,-9,-9
5297883,N92000002,H,5,1,2,4,2,2,1,3,1,3,2,1,8,3,3
5372708,N92000002,H,2,1,1,5,2,2,1,5,1,3,2,2,5,3,3
5397549,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,1,5,3,3
5432769,N92000002,C,-9,1,2,8,1,2,1,4,1,1,1,5,-9,-9,-9
5422115,N92000002,H,1,1,2,8,5,2,1,3,1,3,2,5,9,11,1
5298893,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5350593,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,7,6,11,3
5299868,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,1,2,10,3
5250678,N92000002,H,2,1,2,2,2,2,1,1,1,2,2,1,4,4,3
5325673,N92000002,H,5,1,2,2,1,1,2,2,1,1,1,6,-9,-9,-9
5374078,N92000002,H,2,1,1,6,2,2,1,2,1,2,2,5,2,6,4
5274458,N92000002,H,2,1,2,2,1,1,1,2,1,2,2,4,7,4,1
5425710,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5276288,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,1,9,9,1
5426185,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,2,1,4,3
5327763,N92000002,H,2,1,1,7,2,2,1,1,1,1,1,5,5,2,4
5352083,N92000002,H,2,1,2,4,2,2,1,1,1,2,2,7,-9,-9,-9
5426895,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5334093,N92000002,H,1,1,2,8,5,2,1,3,1,3,2,5,3,2,3
5284483,N92000002,H,1,1,2,6,1,2,1,2,1,1,1,1,9,8,1
5284698,N92000002,H,5,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5384483,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,9,2,9,3
5359633,N92000002,H,2,1,2,3,2,2,1,1,1,5,2,2,6,11,1
5259558,N92000002,H,2,1,2,7,2,2,1,2,1,3,2,5,7,4,3
5409239,N92000002,H,1,1,1,2,1,2,1,2,1,2,2,1,8,2,3
5409549,N92000002,H,2,1,1,4,2,2,2,3,1,1,1,2,5,3,3
5284388,N92000002,H,2,1,1,3,1,2,1,1,1,2,2,1,5,3,3
5334708,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,4,7,4,2
5335403,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,4,9,3
5310883,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,1,5,10,2
5239773,N92000002,H,1,1,1,5,1,2,1,2,1,2,2,1,5,11,3
5413254,N92000002,H,5,1,1,2,1,2,1,4,1,1,1,8,9,8,3
5236963,N92000002,H,2,1,2,7,2,2,1,3,1,1,1,5,9,5,1
5312663,N92000002,H,6,1,1,6,1,2,1,4,1,1,1,5,9,2,3
5411309,N92000002,H,2,1,1,1,1,1,1,2,1,8,1,-9,-9,-9,-9
5363128,N92000002,H,5,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5362908,N92000002,H,2,1,1,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5289003,N92000002,H,5,1,2,5,4,2,1,3,1,8,1,2,1,8,4
5412309,N92000002,H,1,1,2,2,1,1,1,2,1,8,4,4,2,8,3
5286798,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5239433,N92000002,H,2,1,1,6,2,2,1,4,1,2,2,8,8,2,3
5386213,N92000002,H,1,1,1,4,2,2,2,1,1,1,1,1,9,8,3
5238708,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5387758,N92000002,H,1,1,1,5,1,2,1,2,1,1,1,1,3,7,3
5362188,N92000002,H,5,1,2,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5314423,N92000002,H,2,1,2,6,2,2,1,1,1,8,2,1,9,2,2
5312693,N92000002,H,3,1,2,8,2,2,1,3,1,1,1,5,7,4,1
5387118,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5412769,N92000002,H,1,1,2,4,1,2,1,1,1,8,1,1,4,9,3
5362208,N92000002,H,2,1,1,5,2,2,1,3,1,2,2,8,8,6,3
5339998,N92000002,H,2,1,1,5,2,2,2,2,1,7,4,1,5,3,3
5389878,N92000002,H,1,1,2,7,5,2,1,2,1,1,1,5,-9,-9,-9
5390698,N92000002,H,3,1,2,3,1,2,2,1,1,1,1,2,9,5,2
5290783,N92000002,H,3,1,2,3,1,2,1,1,1,1,1,1,2,11,3
5390403,N92000002,H,3,1,1,3,1,2,1,1,1,7,2,1,4,7,3
5340958,N92000002,H,1,1,1,5,1,2,1,3,1,2,2,1,2,11,3
5316103,N92000002,H,6,1,1,7,2,2,1,1,1,7,2,5,4,9,4
5391658,N92000002,H,3,1,2,4,4,2,1,3,1,5,2,1,6,11,2
5266893,N92000002,H,5,1,2,3,3,2,1,1,1,5,2,1,4,10,2
5316543,N92000002,H,5,1,2,2,1,2,1,3,1,3,2,1,7,2,3
5341448,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,1,6,10,1
5342223,N92000002,H,2,1,1,4,2,2,2,1,1,6,3,2,1,5,4
5367538,N92000002,H,2,1,1,8,2,2,1,3,1,1,1,2,4,4,4
5243408,N92000002,H,2,1,1,8,2,2,1,2,1,3,2,5,5,2,3
5367858,N92000002,H,5,1,1,1,1,1,1,3,1,3,2,-9,-9,-9,-9
5368903,N92000002,H,2,1,2,3,2,2,1,1,1,3,2,1,1,6,3
5343223,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,3,4,2
5243708,N92000002,H,2,1,2,6,2,2,1,3,1,1,1,5,3,2,3
5294028,N92000002,H,3,1,1,3,1,2,2,1,2,5,2,1,9,5,3
5243858,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5269778,N92000002,H,5,1,2,3,1,2,1,4,1,1,1,1,4,7,3
5245668,N92000002,H,2,1,2,3,2,2,1,1,1,1,1,1,4,11,2
5319208,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5369553,N92000002,H,2,1,2,1,1,1,1,2,1,8,1,-9,-9,-9,-9
5420555,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5346053,N92000002,H,5,1,2,4,3,2,1,1,1,3,2,1,4,11,2
5246833,N92000002,H,2,1,1,7,2,2,1,2,1,1,1,5,1,4,3
5420476,N92000002,H,2,1,1,2,1,2,1,2,1,1,1,1,5,3,3
5246803,N92000002,H,2,1,1,6,2,2,1,3,1,1,1,1,5,2,3
5297068,N92000002,H,2,1,1,1,1,2,1,1,1,2,2,-9,-9,-9,-9
5321638,N92000002,H,2,1,1,7,2,2,1,2,1,3,2,1,5,6,3
5271998,N92000002,H,2,1,2,3,1,2,1,1,1,1,1,1,6,12,3
5372053,N92000002,H,6,1,1,2,1,1,1,2,1,3,2,6,-9,-9,-9
5247858,N92000002,H,4,1,1,8,4,2,1,1,1,1,1,5,9,5,4
5322988,N92000002,H,2,1,2,6,2,2,2,2,1,5,2,7,1,4,2
5323118,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,1,6,11,1
5423170,N92000002,H,3,1,2,2,1,2,1,1,1,2,2,1,7,4,3
5274028,N92000002,H,2,1,2,2,1,2,1,3,1,1,1,1,9,5,1
5374323,N92000002,H,5,1,2,3,1,2,1,3,1,1,1,9,-9,-9,-9
5274873,N92000002,H,2,1,2,6,2,2,1,2,1,6,3,1,6,10,1
5249523,N92000002,H,2,1,1,5,2,2,1,3,1,2,2,1,1,2,4
5349593,N92000002,H,2,1,2,6,2,2,1,2,1,2,2,5,4,12,2
5251008,N92000002,H,1,1,1,4,1,2,1,1,1,5,2,1,3,9,3
5274523,N92000002,H,3,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5349353,N92000002,H,3,1,1,5,4,2,1,3,1,1,1,8,5,3,3
5400534,N92000002,H,2,1,2,7,2,2,1,2,1,4,2,5,6,11,1
5400858,N92000002,H,2,1,2,6,2,2,1,4,1,1,1,8,-9,-9,-9
5251388,N92000002,H,2,1,1,7,2,2,1,2,1,1,1,5,7,4,3
5350923,N92000002,H,2,1,2,3,2,2,1,1,1,5,2,1,9,4,2
5325928,N92000002,H,2,1,2,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5351803,N92000002,H,4,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5327478,N92000002,H,2,1,1,6,2,2,1,2,1,1,1,2,5,2,3
5352833,N92000002,H,1,1,1,3,1,2,1,3,1,1,1,8,1,4,3
5377698,N92000002,H,2,1,2,5,2,2,1,2,1,1,1,1,9,10,2
5401779,N92000002,H,2,1,1,1,1,2,1,1,1,8,1,-9,-9,-9,-9
5428293,N92000002,H,2,1,2,4,2,2,1,1,1,2,2,1,3,5,2
5329728,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5279668,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5379819,N92000002,H,2,1,1,8,2,2,1,3,1,1,1,1,9,10,3
5305243,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5255718,N92000002,H,2,1,2,3,2,2,1,1,1,1,1,2,6,12,3
5430069,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5405124,N92000002,H,4,1,1,5,4,2,1,2,1,2,2,2,5,1,3
5430768,N92000002,H,1,1,1,4,1,2,1,4,1,3,2,8,-9,-9,-9
5405794,N92000002,H,2,1,1,6,2,2,1,3,1,1,1,7,7,4,3
5356253,N92000002,H,4,1,1,3,1,2,1,1,1,2,2,1,8,4,2
5356333,N92000002,H,4,1,1,2,1,1,1,2,1,1,1,6,-9,-9,-9
5332208,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,5,4,3
5382893,N92000002,H,2,1,1,3,1,2,1,2,1,7,2,1,8,2,3
5382823,N92000002,H,2,1,1,8,2,2,1,3,1,3,2,5,5,3,3
5357648,N92000002,H,3,1,1,1,1,1,1,3,1,7,4,-9,-9,-9,-9
5358123,N92000002,H,2,1,1,1,1,2,1,1,1,8,1,-9,-9,-9,-9
5308238,N92000002,H,2,1,1,5,2,2,1,1,1,7,2,1,5,2,3
5333938,N92000002,H,2,1,2,1,1,2,1,1,1,7,4,-9,-9,-9,-9
5309228,N92000002,H,5,1,2,1,1,1,2,1,1,1,1,-9,-9,-9,-9
5259773,N92000002,H,4,1,1,3,1,2,2,1,1,8,2,1,2,6,3
5259993,N92000002,H,2,1,2,4,2,2,2,1,1,5,2,2,5,1,2
5409714,N92000002,H,5,1,2,2,1,2,1,1,1,8,2,5,-9,-9,-9
5260658,N92000002,H,1,1,2,8,5,2,1,3,1,2,2,5,4,4,3
5385028,N92000002,H,2,1,2,4,2,2,1,2,1,3,2,1,2,11,3
5285628,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,8,6,12,3
5311048,N92000002,H,2,1,2,7,2,2,1,2,1,2,2,8,1,9,3
5410509,N92000002,H,2,1,2,1,1,2,1,1,1,4,2,-9,-9,-9,-9
5235838,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5263108,N92000002,H,3,1,1,3,1,2,1,1,1,1,1,7,5,2,3
5311458,N92000002,H,2,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5414769,N92000002,H,5,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5386748,N92000002,H,6,1,2,2,1,2,2,2,1,7,4,1,9,5,3
5338948,N92000002,H,1,1,1,5,3,2,1,4,1,1,1,9,8,3,4
5387428,N92000002,H,3,1,2,4,1,2,1,4,1,7,1,7,-9,-9,-9
5311863,N92000002,H,1,1,1,5,1,2,1,2,1,3,2,7,9,5,3
5337633,N92000002,H,2,1,2,1,1,1,1,1,2,7,4,-9,-9,-9,-9
5242558,N92000002,H,2,1,2,3,1,2,1,1,1,2,2,1,7,4,3
5269068,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,1,8,2,3
5243698,N92000002,H,2,1,2,1,1,1,1,1,2,1,1,-9,-9,-9,-9
5268303,N92000002,H,2,1,1,8,2,2,1,3,1,2,2,5,5,2,3
