Council,Date,Financial,Value ($000)
Whakatane District,2017,13 Total Expenditure,66421
Whakatane District,2017,14 Net Surplus/Deficit,38383
Whakatane District,2018,01 Rates,51195
Whakatane District,2018,02 Development Contributions,1409
Whakatane District,2018,03 Subsidies,9305
Whakatane District,2018,04 Investment Income,507
Whakatane District,2018,05 Vested Assets,734
Whakatane District,2018,06 Asset Revaluations,25349
Whakatane District,2018,07 Other Income,14912
Whakatane District,2018,08 Total Income,103411
Whakatane District,2018,09 Direct Costs,42748
Whakatane District,2018,10 Interest,3811
Whakatane District,2018,11 Depreciation,22150
Whakatane District,2018,12 Other Expenses,0
Whakatane District,2018,13 Total Expenditure,68709
Whakatane District,2018,14 Net Surplus/Deficit,34702
Whakatane District,2019,01 Rates,53150
Whakatane District,2019,02 Development Contributions,1447
Whakatane District,2019,03 Subsidies,16394
Whakatane District,2019,04 Investment Income,332
Whakatane District,2019,05 Vested Assets,734
Whakatane District,2019,06 Asset Revaluations,26811
Whakatane District,2019,07 Other Income,15285
Whakatane District,2019,08 Total Income,114153
Whakatane District,2019,09 Direct Costs,43276
Whakatane District,2019,10 Interest,3855
Whakatane District,2019,11 Depreciation,23244
Whakatane District,2019,12 Other Expenses,0
Whakatane District,2019,13 Total Expenditure,70375
Whakatane District,2019,14 Net Surplus/Deficit,43778
Kawerau District,2010,01 Rates,6613
Kawerau District,2010,02 Development Contributions,0
Kawerau District,2010,03 Subsidies,273
Kawerau District,2010,04 Investment Income,161
Kawerau District,2010,05 Vested Assets,0
Kawerau District,2010,06 Asset Revaluations,4416
Kawerau District,2010,07 Other Income,374
Kawerau District,2010,08 Total Income,11838
Kawerau District,2010,09 Direct Costs,6144
Kawerau District,2010,10 Interest,4
Kawerau District,2010,11 Depreciation,2137
Kawerau District,2010,12 Other Expenses,0
Kawerau District,2010,13 Total Expenditure,8284
Kawerau District,2010,14 Net Surplus/Deficit,3554
Kawerau District,2011,01 Rates,7025
Kawerau District,2011,02 Development Contributions,0
Kawerau District,2011,03 Subsidies,321
Kawerau District,2011,04 Investment Income,182
Kawerau District,2011,05 Vested Assets,0
Kawerau District,2011,06 Asset Revaluations,0
Kawerau District,2011,07 Other Income,389
Kawerau District,2011,08 Total Income,7917
Kawerau District,2011,09 Direct Costs,6362
Kawerau District,2011,10 Interest,1
Kawerau District,2011,11 Depreciation,2359
Kawerau District,2011,12 Other Expenses,0
Kawerau District,2011,13 Total Expenditure,8722
Kawerau District,2011,14 Net Surplus/Deficit,-806
Kawerau District,2012,01 Rates,7462
Kawerau District,2012,02 Development Contributions,0
Kawerau District,2012,03 Subsidies,331
Kawerau District,2012,04 Investment Income,203
Kawerau District,2012,05 Vested Assets,0
Kawerau District,2012,06 Asset Revaluations,0
Kawerau District,2012,07 Other Income,378
Kawerau District,2012,08 Total Income,8374
Kawerau District,2012,09 Direct Costs,6739
Kawerau District,2012,10 Interest,10
Kawerau District,2012,11 Depreciation,2359
Kawerau District,2012,12 Other Expenses,0
Kawerau District,2012,13 Total Expenditure,9107
Kawerau District,2012,14 Net Surplus/Deficit,-734
Kawerau District,2013,01 Rates,7893
Kawerau District,2013,02 Development Contributions,0
Kawerau District,2013,03 Subsidies,339
Kawerau District,2013,04 Investment Income,227
Kawerau District,2013,05 Vested Assets,0
Kawerau District,2013,06 Asset Revaluations,4034
Kawerau District,2013,07 Other Income,385
Kawerau District,2013,08 Total Income,12877
Kawerau District,2013,09 Direct Costs,6741
Kawerau District,2013,10 Interest,8
Kawerau District,2013,11 Depreciation,2359
Kawerau District,2013,12 Other Expenses,0
Kawerau District,2013,13 Total Expenditure,9108
Kawerau District,2013,14 Net Surplus/Deficit,3769
Kawerau District,2014,01 Rates,8350
Kawerau District,2014,02 Development Contributions,0
Kawerau District,2014,03 Subsidies,347
Kawerau District,2014,04 Investment Income,267
Kawerau District,2014,05 Vested Assets,0
Kawerau District,2014,06 Asset Revaluations,0
Kawerau District,2014,07 Other Income,412
Kawerau District,2014,08 Total Income,9377
Kawerau District,2014,09 Direct Costs,6950
Kawerau District,2014,10 Interest,5
Kawerau District,2014,11 Depreciation,2585
Kawerau District,2014,12 Other Expenses,0
Kawerau District,2014,13 Total Expenditure,9541
Kawerau District,2014,14 Net Surplus/Deficit,-164
Kawerau District,2015,01 Rates,8356
Kawerau District,2015,02 Development Contributions,0
Kawerau District,2015,03 Subsidies,355
Kawerau District,2015,04 Investment Income,317
Kawerau District,2015,05 Vested Assets,0
Kawerau District,2015,06 Asset Revaluations,0
Kawerau District,2015,07 Other Income,401
Kawerau District,2015,08 Total Income,9430
Kawerau District,2015,09 Direct Costs,6990
Kawerau District,2015,10 Interest,3
Kawerau District,2015,11 Depreciation,2585
Kawerau District,2015,12 Other Expenses,0
Kawerau District,2015,13 Total Expenditure,9578
Kawerau District,2015,14 Net Surplus/Deficit,-148
Kawerau District,2016,01 Rates,8387
Kawerau District,2016,02 Development Contributions,0
Kawerau District,2016,03 Subsidies,320
Kawerau District,2016,04 Investment Income,354
Kawerau District,2016,05 Vested Assets,0
Kawerau District,2016,06 Asset Revaluations,4439
Kawerau District,2016,07 Other Income,409
Kawerau District,2016,08 Total Income,13910
Kawerau District,2016,09 Direct Costs,7110
Kawerau District,2016,10 Interest,6
Kawerau District,2016,11 Depreciation,2585
Kawerau District,2016,12 Other Expenses,0
Kawerau District,2016,13 Total Expenditure,9701
Kawerau District,2016,14 Net Surplus/Deficit,4208
Kawerau District,2017,01 Rates,8436
Kawerau District,2017,02 Development Contributions,0
Kawerau District,2017,03 Subsidies,328
Kawerau District,2017,04 Investment Income,372
Kawerau District,2017,05 Vested Assets,0
Kawerau District,2017,06 Asset Revaluations,0
Kawerau District,2017,07 Other Income,438
Kawerau District,2017,08 Total Income,9575
Kawerau District,2017,09 Direct Costs,7505
Kawerau District,2017,10 Interest,11
Kawerau District,2017,11 Depreciation,2843
Kawerau District,2017,12 Other Expenses,0
Kawerau District,2017,13 Total Expenditure,10360
Kawerau District,2017,14 Net Surplus/Deficit,-785
Kawerau District,2018,01 Rates,8498
Kawerau District,2018,02 Development Contributions,0
Kawerau District,2018,03 Subsidies,336
Kawerau District,2018,04 Investment Income,389
Kawerau District,2018,05 Vested Assets,0
Kawerau District,2018,06 Asset Revaluations,0
Kawerau District,2018,07 Other Income,427
Kawerau District,2018,08 Total Income,9651
Kawerau District,2018,09 Direct Costs,7564
Kawerau District,2018,10 Interest,8
Kawerau District,2018,11 Depreciation,2843
Kawerau District,2018,12 Other Expenses,0
Kawerau District,2018,13 Total Expenditure,10416
Kawerau District,2018,14 Net Surplus/Deficit,-765
Kawerau District,2019,01 Rates,8583
Kawerau District,2019,02 Development Contributions,0
Kawerau District,2019,03 Subsidies,344
Kawerau District,2019,04 Investment Income,410
Kawerau District,2019,05 Vested Assets,0
Kawerau District,2019,06 Asset Revaluations,4928
Kawerau District,2019,07 Other Income,435
Kawerau District,2019,08 Total Income,14700
Kawerau District,2019,09 Direct Costs,7740
Kawerau District,2019,10 Interest,5
Kawerau District,2019,11 Depreciation,2843
Kawerau District,2019,12 Other Expenses,0
Kawerau District,2019,13 Total Expenditure,10588
Kawerau District,2019,14 Net Surplus/Deficit,4112
Opotiki District,2010,01 Rates,7178
Opotiki District,2010,02 Development Contributions,259
Opotiki District,2010,03 Subsidies,1868
Opotiki District,2010,04 Investment Income,153
Opotiki District,2010,05 Vested Assets,0
Opotiki District,2010,06 Asset Revaluations,0
Opotiki District,2010,07 Other Income,892
Opotiki District,2010,08 Total Income,10350
Opotiki District,2010,09 Direct Costs,7303
Opotiki District,2010,10 Interest,262
Opotiki District,2010,11 Depreciation,1906
Opotiki District,2010,12 Other Expenses,0
Opotiki District,2010,13 Total Expenditure,9471
Opotiki District,2010,14 Net Surplus/Deficit,879
Opotiki District,2011,01 Rates,7513
Opotiki District,2011,02 Development Contributions,268
Opotiki District,2011,03 Subsidies,1501
Opotiki District,2011,04 Investment Income,160
Opotiki District,2011,05 Vested Assets,0
Opotiki District,2011,06 Asset Revaluations,13456
Opotiki District,2011,07 Other Income,951
Opotiki District,2011,08 Total Income,23849
Opotiki District,2011,09 Direct Costs,7635
Opotiki District,2011,10 Interest,273
Opotiki District,2011,11 Depreciation,1979
Opotiki District,2011,12 Other Expenses,0
Opotiki District,2011,13 Total Expenditure,9887
Opotiki District,2011,14 Net Surplus/Deficit,13962
Opotiki District,2012,01 Rates,7810
Opotiki District,2012,02 Development Contributions,277
Opotiki District,2012,03 Subsidies,1540
Opotiki District,2012,04 Investment Income,176
Opotiki District,2012,05 Vested Assets,0
Opotiki District,2012,06 Asset Revaluations,0
Opotiki District,2012,07 Other Income,956
Opotiki District,2012,08 Total Income,10759
Opotiki District,2012,09 Direct Costs,7863
Opotiki District,2012,10 Interest,294
Opotiki District,2012,11 Depreciation,2014
Opotiki District,2012,12 Other Expenses,0
Opotiki District,2012,13 Total Expenditure,10171
Opotiki District,2012,14 Net Surplus/Deficit,588
Opotiki District,2013,01 Rates,8156
Opotiki District,2013,02 Development Contributions,283
Opotiki District,2013,03 Subsidies,1474
Opotiki District,2013,04 Investment Income,207
Opotiki District,2013,05 Vested Assets,0
Opotiki District,2013,06 Asset Revaluations,0
Opotiki District,2013,07 Other Income,983
Opotiki District,2013,08 Total Income,11103
Opotiki District,2013,09 Direct Costs,8025
Opotiki District,2013,10 Interest,304
Opotiki District,2013,11 Depreciation,2076
Opotiki District,2013,12 Other Expenses,0
Opotiki District,2013,13 Total Expenditure,10405
Opotiki District,2013,14 Net Surplus/Deficit,698
Opotiki District,2014,01 Rates,8206
Opotiki District,2014,02 Development Contributions,290
Opotiki District,2014,03 Subsidies,1599
Opotiki District,2014,04 Investment Income,238
Opotiki District,2014,05 Vested Assets,0
Opotiki District,2014,06 Asset Revaluations,8906
Opotiki District,2014,07 Other Income,1049
Opotiki District,2014,08 Total Income,20288
Opotiki District,2014,09 Direct Costs,8300
Opotiki District,2014,10 Interest,304
Opotiki District,2014,11 Depreciation,2127
Opotiki District,2014,12 Other Expenses,0
Opotiki District,2014,13 Total Expenditure,10731
Opotiki District,2014,14 Net Surplus/Deficit,9557
Opotiki District,2015,01 Rates,8671
Opotiki District,2015,02 Development Contributions,296
Opotiki District,2015,03 Subsidies,4988
Opotiki District,2015,04 Investment Income,237
Opotiki District,2015,05 Vested Assets,0
Opotiki District,2015,06 Asset Revaluations,0
Opotiki District,2015,07 Other Income,1054
Opotiki District,2015,08 Total Income,15246
Opotiki District,2015,09 Direct Costs,8532
Opotiki District,2015,10 Interest,499
Opotiki District,2015,11 Depreciation,2134
Opotiki District,2015,12 Other Expenses,0
Opotiki District,2015,13 Total Expenditure,11165
Opotiki District,2015,14 Net Surplus/Deficit,4081
Opotiki District,2016,01 Rates,8899
Opotiki District,2016,02 Development Contributions,303
Opotiki District,2016,03 Subsidies,1578
Opotiki District,2016,04 Investment Income,181
Opotiki District,2016,05 Vested Assets,0
Opotiki District,2016,06 Asset Revaluations,0
Opotiki District,2016,07 Other Income,1089
Opotiki District,2016,08 Total Income,12050
Opotiki District,2016,09 Direct Costs,8672
Opotiki District,2016,10 Interest,582
Opotiki District,2016,11 Depreciation,2308
Opotiki District,2016,12 Other Expenses,0
Opotiki District,2016,13 Total Expenditure,11562
Opotiki District,2016,14 Net Surplus/Deficit,488
Opotiki District,2017,01 Rates,9204
Opotiki District,2017,02 Development Contributions,310
Opotiki District,2017,03 Subsidies,1614
Opotiki District,2017,04 Investment Income,207
Opotiki District,2017,05 Vested Assets,0
Opotiki District,2017,06 Asset Revaluations,8818
Opotiki District,2017,07 Other Income,1166
Opotiki District,2017,08 Total Income,21319
Opotiki District,2017,09 Direct Costs,8980
Opotiki District,2017,10 Interest,577
Opotiki District,2017,11 Depreciation,2350
Opotiki District,2017,12 Other Expenses,0
Opotiki District,2017,13 Total Expenditure,11907
Opotiki District,2017,14 Net Surplus/Deficit,9412
Opotiki District,2018,01 Rates,9244
Opotiki District,2018,02 Development Contributions,317
Opotiki District,2018,03 Subsidies,1653
Opotiki District,2018,04 Investment Income,217
Opotiki District,2018,05 Vested Assets,0
Opotiki District,2018,06 Asset Revaluations,0
Opotiki District,2018,07 Other Income,1187
Opotiki District,2018,08 Total Income,12618
Opotiki District,2018,09 Direct Costs,9270
Opotiki District,2018,10 Interest,553
Opotiki District,2018,11 Depreciation,2301
Opotiki District,2018,12 Other Expenses,0
Opotiki District,2018,13 Total Expenditure,12124
Opotiki District,2018,14 Net Surplus/Deficit,494
Opotiki District,2019,01 Rates,9474
Opotiki District,2019,02 Development Contributions,324
Opotiki District,2019,03 Subsidies,1693
Opotiki District,2019,04 Investment Income,255
Opotiki District,2019,05 Vested Assets,0
Opotiki District,2019,06 Asset Revaluations,0
Opotiki District,2019,07 Other Income,1250
Opotiki District,2019,08 Total Income,12996
Opotiki District,2019,09 Direct Costs,9509
Opotiki District,2019,10 Interest,546
Opotiki District,2019,11 Depreciation,2337
Opotiki District,2019,12 Other Expenses,0
Opotiki District,2019,13 Total Expenditure,12392
Opotiki District,2019,14 Net Surplus/Deficit,604
Gisborne District,2010,01 Rates,42725
Gisborne District,2010,02 Development Contributions,1036
Gisborne District,2010,03 Subsidies,18684
Gisborne District,2010,04 Investment Income,1165
Gisborne District,2010,05 Vested Assets,0
Gisborne District,2010,06 Asset Revaluations,31413
Gisborne District,2010,07 Other Income,10700
Gisborne District,2010,08 Total Income,105723
Gisborne District,2010,09 Direct Costs,49465
Gisborne District,2010,10 Interest,2454
Gisborne District,2010,11 Depreciation,16240
Gisborne District,2010,12 Other Expenses,0
Gisborne District,2010,13 Total Expenditure,68159
Gisborne District,2010,14 Net Surplus/Deficit,37564
Gisborne District,2011,01 Rates,45446
Gisborne District,2011,02 Development Contributions,1036
Gisborne District,2011,03 Subsidies,23431
Gisborne District,2011,04 Investment Income,965
Gisborne District,2011,05 Vested Assets,0
Gisborne District,2011,06 Asset Revaluations,28052
Gisborne District,2011,07 Other Income,11231
Gisborne District,2011,08 Total Income,110161
Gisborne District,2011,09 Direct Costs,51551
Gisborne District,2011,10 Interest,3261
Gisborne District,2011,11 Depreciation,16850
Gisborne District,2011,12 Other Expenses,0
Gisborne District,2011,13 Total Expenditure,71662
Gisborne District,2011,14 Net Surplus/Deficit,38499
Gisborne District,2012,01 Rates,49124
Gisborne District,2012,02 Development Contributions,740
Gisborne District,2012,03 Subsidies,16494
Gisborne District,2012,04 Investment Income,965
Gisborne District,2012,05 Vested Assets,0
Gisborne District,2012,06 Asset Revaluations,28182
Gisborne District,2012,07 Other Income,11956
Gisborne District,2012,08 Total Income,107461
Gisborne District,2012,09 Direct Costs,54004
Gisborne District,2012,10 Interest,3637
Gisborne District,2012,11 Depreciation,19047
Gisborne District,2012,12 Other Expenses,0
Gisborne District,2012,13 Total Expenditure,76688
Gisborne District,2012,14 Net Surplus/Deficit,30773
Gisborne District,2013,01 Rates,50529
Gisborne District,2013,02 Development Contributions,687
Gisborne District,2013,03 Subsidies,16499
Gisborne District,2013,04 Investment Income,965
Gisborne District,2013,05 Vested Assets,0
Gisborne District,2013,06 Asset Revaluations,26499
Gisborne District,2013,07 Other Income,12381
Gisborne District,2013,08 Total Income,107560
Gisborne District,2013,09 Direct Costs,55832
Gisborne District,2013,10 Interest,3386
Gisborne District,2013,11 Depreciation,19545
Gisborne District,2013,12 Other Expenses,0
Gisborne District,2013,13 Total Expenditure,78763
Gisborne District,2013,14 Net Surplus/Deficit,28797
Gisborne District,2014,01 Rates,52159
Gisborne District,2014,02 Development Contributions,687
Gisborne District,2014,03 Subsidies,18718
Gisborne District,2014,04 Investment Income,965
Gisborne District,2014,05 Vested Assets,0
Gisborne District,2014,06 Asset Revaluations,28073
Gisborne District,2014,07 Other Income,12698
Gisborne District,2014,08 Total Income,113300
Gisborne District,2014,09 Direct Costs,57384
Gisborne District,2014,10 Interest,3266
Gisborne District,2014,11 Depreciation,20179
Gisborne District,2014,12 Other Expenses,0
Gisborne District,2014,13 Total Expenditure,80829
Gisborne District,2014,14 Net Surplus/Deficit,32471
Gisborne District,2015,01 Rates,54442
Gisborne District,2015,02 Development Contributions,687
Gisborne District,2015,03 Subsidies,34592
Gisborne District,2015,04 Investment Income,965
Gisborne District,2015,05 Vested Assets,0
Gisborne District,2015,06 Asset Revaluations,27284
Gisborne District,2015,07 Other Income,13086
Gisborne District,2015,08 Total Income,131056
Gisborne District,2015,09 Direct Costs,59113
Gisborne District,2015,10 Interest,3533
Gisborne District,2015,11 Depreciation,21006
Gisborne District,2015,12 Other Expenses,0
Gisborne District,2015,13 Total Expenditure,83652
Gisborne District,2015,14 Net Surplus/Deficit,47404
Gisborne District,2016,01 Rates,56339
Gisborne District,2016,02 Development Contributions,687
Gisborne District,2016,03 Subsidies,17285
Gisborne District,2016,04 Investment Income,965
Gisborne District,2016,05 Vested Assets,0
Gisborne District,2016,06 Asset Revaluations,30102
Gisborne District,2016,07 Other Income,13888
Gisborne District,2016,08 Total Income,119266
Gisborne District,2016,09 Direct Costs,61488
Gisborne District,2016,10 Interest,3309
Gisborne District,2016,11 Depreciation,21902
Gisborne District,2016,12 Other Expenses,0
Gisborne District,2016,13 Total Expenditure,86699
Gisborne District,2016,14 Net Surplus/Deficit,32567
Gisborne District,2017,01 Rates,58542
Gisborne District,2017,02 Development Contributions,593
Gisborne District,2017,03 Subsidies,28272
Gisborne District,2017,04 Investment Income,965
Gisborne District,2017,05 Vested Assets,0
Gisborne District,2017,06 Asset Revaluations,30617
Gisborne District,2017,07 Other Income,14294
Gisborne District,2017,08 Total Income,133283
Gisborne District,2017,09 Direct Costs,64125
Gisborne District,2017,10 Interest,3045
Gisborne District,2017,11 Depreciation,22391
Gisborne District,2017,12 Other Expenses,0
Gisborne District,2017,13 Total Expenditure,89561
Gisborne District,2017,14 Net Surplus/Deficit,43722
Gisborne District,2018,01 Rates,60719
Gisborne District,2018,02 Development Contributions,587
Gisborne District,2018,03 Subsidies,29266
Gisborne District,2018,04 Investment Income,965
Gisborne District,2018,05 Vested Assets,0
Gisborne District,2018,06 Asset Revaluations,31162
Gisborne District,2018,07 Other Income,14684
Gisborne District,2018,08 Total Income,137383
Gisborne District,2018,09 Direct Costs,67602
Gisborne District,2018,10 Interest,2752
Gisborne District,2018,11 Depreciation,23060
Gisborne District,2018,12 Other Expenses,0
Gisborne District,2018,13 Total Expenditure,93414
Gisborne District,2018,14 Net Surplus/Deficit,43969
Gisborne District,2019,01 Rates,62719
Gisborne District,2019,02 Development Contributions,587
Gisborne District,2019,03 Subsidies,29570
Gisborne District,2019,04 Investment Income,965
Gisborne District,2019,05 Vested Assets,0
Gisborne District,2019,06 Asset Revaluations,30861
Gisborne District,2019,07 Other Income,15425
Gisborne District,2019,08 Total Income,140127
Gisborne District,2019,09 Direct Costs,70840
Gisborne District,2019,10 Interest,2332
Gisborne District,2019,11 Depreciation,23619
Gisborne District,2019,12 Other Expenses,0
Gisborne District,2019,13 Total Expenditure,96791
Gisborne District,2019,14 Net Surplus/Deficit,43336
Wairoa District,2010,01 Rates,8699
Wairoa District,2010,02 Development Contributions,0
Wairoa District,2010,03 Subsidies,6508
Wairoa District,2010,04 Investment Income,1154
Wairoa District,2010,05 Vested Assets,0
Wairoa District,2010,06 Asset Revaluations,0
Wairoa District,2010,07 Other Income,1831
Wairoa District,2010,08 Total Income,18192
Wairoa District,2010,09 Direct Costs,13667
Wairoa District,2010,10 Interest,93
Wairoa District,2010,11 Depreciation,3613
Wairoa District,2010,12 Other Expenses,0
Wairoa District,2010,13 Total Expenditure,17373
Wairoa District,2010,14 Net Surplus/Deficit,819
Wairoa District,2011,01 Rates,9529
Wairoa District,2011,02 Development Contributions,0
Wairoa District,2011,03 Subsidies,9003
Wairoa District,2011,04 Investment Income,1205
Wairoa District,2011,05 Vested Assets,0
Wairoa District,2011,06 Asset Revaluations,22184
Wairoa District,2011,07 Other Income,2029
Wairoa District,2011,08 Total Income,43950
Wairoa District,2011,09 Direct Costs,14346
Wairoa District,2011,10 Interest,100
Wairoa District,2011,11 Depreciation,3819
Wairoa District,2011,12 Other Expenses,0
Wairoa District,2011,13 Total Expenditure,18265
Wairoa District,2011,14 Net Surplus/Deficit,25685
Wairoa District,2012,01 Rates,10298
Wairoa District,2012,02 Development Contributions,0
Wairoa District,2012,03 Subsidies,7647
Wairoa District,2012,04 Investment Income,1382
Wairoa District,2012,05 Vested Assets,0
Wairoa District,2012,06 Asset Revaluations,0
Wairoa District,2012,07 Other Income,2061
Wairoa District,2012,08 Total Income,21388
Wairoa District,2012,09 Direct Costs,15179
Wairoa District,2012,10 Interest,324
Wairoa District,2012,11 Depreciation,4003
Wairoa District,2012,12 Other Expenses,0
Wairoa District,2012,13 Total Expenditure,19506
Wairoa District,2012,14 Net Surplus/Deficit,1882
Wairoa District,2013,01 Rates,10784
Wairoa District,2013,02 Development Contributions,0
Wairoa District,2013,03 Subsidies,6213
Wairoa District,2013,04 Investment Income,1437
Wairoa District,2013,05 Vested Assets,0
Wairoa District,2013,06 Asset Revaluations,0
Wairoa District,2013,07 Other Income,2133
Wairoa District,2013,08 Total Income,20567
Wairoa District,2013,09 Direct Costs,15666
Wairoa District,2013,10 Interest,335
Wairoa District,2013,11 Depreciation,4086
Wairoa District,2013,12 Other Expenses,0
Wairoa District,2013,13 Total Expenditure,20088
Wairoa District,2013,14 Net Surplus/Deficit,479
Wairoa District,2014,01 Rates,10995
Wairoa District,2014,02 Development Contributions,0
Wairoa District,2014,03 Subsidies,6481
Wairoa District,2014,04 Investment Income,1490
Wairoa District,2014,05 Vested Assets,0
Wairoa District,2014,06 Asset Revaluations,14713
Wairoa District,2014,07 Other Income,2209
Wairoa District,2014,08 Total Income,35889
Wairoa District,2014,09 Direct Costs,15975
Wairoa District,2014,10 Interest,342
Wairoa District,2014,11 Depreciation,4368
Wairoa District,2014,12 Other Expenses,0
Wairoa District,2014,13 Total Expenditure,20685
Wairoa District,2014,14 Net Surplus/Deficit,15204
Wairoa District,2015,01 Rates,11221
Wairoa District,2015,02 Development Contributions,0
Wairoa District,2015,03 Subsidies,6508
Wairoa District,2015,04 Investment Income,1656
Wairoa District,2015,05 Vested Assets,0
Wairoa District,2015,06 Asset Revaluations,0
Wairoa District,2015,07 Other Income,2254
Wairoa District,2015,08 Total Income,21639
Wairoa District,2015,09 Direct Costs,16422
Wairoa District,2015,10 Interest,372
Wairoa District,2015,11 Depreciation,4456
Wairoa District,2015,12 Other Expenses,0
Wairoa District,2015,13 Total Expenditure,21250
Wairoa District,2015,14 Net Surplus/Deficit,389
Wairoa District,2016,01 Rates,11523
Wairoa District,2016,02 Development Contributions,0
Wairoa District,2016,03 Subsidies,6678
Wairoa District,2016,04 Investment Income,1602
Wairoa District,2016,05 Vested Assets,0
Wairoa District,2016,06 Asset Revaluations,0
Wairoa District,2016,07 Other Income,2282
Wairoa District,2016,08 Total Income,22085
Wairoa District,2016,09 Direct Costs,16754
Wairoa District,2016,10 Interest,379
Wairoa District,2016,11 Depreciation,4547
Wairoa District,2016,12 Other Expenses,0
Wairoa District,2016,13 Total Expenditure,21681
Wairoa District,2016,14 Net Surplus/Deficit,404
Wairoa District,2017,01 Rates,11570
Wairoa District,2017,02 Development Contributions,0
Wairoa District,2017,03 Subsidies,6839
Wairoa District,2017,04 Investment Income,1715
Wairoa District,2017,05 Vested Assets,0
Wairoa District,2017,06 Asset Revaluations,14928
Wairoa District,2017,07 Other Income,2360
Wairoa District,2017,08 Total Income,37412
Wairoa District,2017,09 Direct Costs,17073
Wairoa District,2017,10 Interest,386
Wairoa District,2017,11 Depreciation,4597
Wairoa District,2017,12 Other Expenses,0
Wairoa District,2017,13 Total Expenditure,22056
Wairoa District,2017,14 Net Surplus/Deficit,15357
Wairoa District,2018,01 Rates,12080
Wairoa District,2018,02 Development Contributions,0
Wairoa District,2018,03 Subsidies,7211
Wairoa District,2018,04 Investment Income,1715
Wairoa District,2018,05 Vested Assets,0
Wairoa District,2018,06 Asset Revaluations,0
Wairoa District,2018,07 Other Income,2399
Wairoa District,2018,08 Total Income,23405
Wairoa District,2018,09 Direct Costs,17632
Wairoa District,2018,10 Interest,393
Wairoa District,2018,11 Depreciation,4715
Wairoa District,2018,12 Other Expenses,0
Wairoa District,2018,13 Total Expenditure,22740
Wairoa District,2018,14 Net Surplus/Deficit,665
Wairoa District,2019,01 Rates,12104
Wairoa District,2019,02 Development Contributions,0
Wairoa District,2019,03 Subsidies,7368
Wairoa District,2019,04 Investment Income,1772
Wairoa District,2019,05 Vested Assets,0
Wairoa District,2019,06 Asset Revaluations,0
Wairoa District,2019,07 Other Income,2437
Wairoa District,2019,08 Total Income,23682
Wairoa District,2019,09 Direct Costs,17984
Wairoa District,2019,10 Interest,400
Wairoa District,2019,11 Depreciation,4806
Wairoa District,2019,12 Other Expenses,0
Wairoa District,2019,13 Total Expenditure,23191
Wairoa District,2019,14 Net Surplus/Deficit,490
Hastings District,2010,01 Rates,55699
Hastings District,2010,02 Development Contributions,5326
Hastings District,2010,03 Subsidies,12168
Hastings District,2010,04 Investment Income,90
Hastings District,2010,05 Vested Assets,1000
Hastings District,2010,06 Asset Revaluations,2538
Hastings District,2010,07 Other Income,21292
Hastings District,2010,08 Total Income,98113
Hastings District,2010,09 Direct Costs,58845
Hastings District,2010,10 Interest,5832
Hastings District,2010,11 Depreciation,22976
Hastings District,2010,12 Other Expenses,0
Hastings District,2010,13 Total Expenditure,87653
Hastings District,2010,14 Net Surplus/Deficit,10460
Hastings District,2011,01 Rates,57468
Hastings District,2011,02 Development Contributions,5054
Hastings District,2011,03 Subsidies,15185
Hastings District,2011,04 Investment Income,93
Hastings District,2011,05 Vested Assets,1028
Hastings District,2011,06 Asset Revaluations,0
Hastings District,2011,07 Other Income,21579
Hastings District,2011,08 Total Income,100407
Hastings District,2011,09 Direct Costs,62265
Hastings District,2011,10 Interest,6666
Hastings District,2011,11 Depreciation,23956
Hastings District,2011,12 Other Expenses,0
Hastings District,2011,13 Total Expenditure,92887
Hastings District,2011,14 Net Surplus/Deficit,7520
Hastings District,2012,01 Rates,59274
Hastings District,2012,02 Development Contributions,5068
Hastings District,2012,03 Subsidies,15291
Hastings District,2012,04 Investment Income,95
Hastings District,2012,05 Vested Assets,1054
Hastings District,2012,06 Asset Revaluations,21098
Hastings District,2012,07 Other Income,22051
Hastings District,2012,08 Total Income,123931
Hastings District,2012,09 Direct Costs,59113
Hastings District,2012,10 Interest,7328
Hastings District,2012,11 Depreciation,25869
Hastings District,2012,12 Other Expenses,0
Hastings District,2012,13 Total Expenditure,92310
Hastings District,2012,14 Net Surplus/Deficit,31621
Hastings District,2013,01 Rates,61825
Hastings District,2013,02 Development Contributions,6848
Hastings District,2013,03 Subsidies,15534
Hastings District,2013,04 Investment Income,97
Hastings District,2013,05 Vested Assets,1082
Hastings District,2013,06 Asset Revaluations,0
Hastings District,2013,07 Other Income,22475
Hastings District,2013,08 Total Income,107861
Hastings District,2013,09 Direct Costs,59354
Hastings District,2013,10 Interest,8091
Hastings District,2013,11 Depreciation,26899
Hastings District,2013,12 Other Expenses,0
Hastings District,2013,13 Total Expenditure,94344
Hastings District,2013,14 Net Surplus/Deficit,13517
Hastings District,2014,01 Rates,64651
Hastings District,2014,02 Development Contributions,6710
Hastings District,2014,03 Subsidies,11944
Hastings District,2014,04 Investment Income,99
Hastings District,2014,05 Vested Assets,1112
Hastings District,2014,06 Asset Revaluations,5725
Hastings District,2014,07 Other Income,23021
Hastings District,2014,08 Total Income,113262
Hastings District,2014,09 Direct Costs,61155
Hastings District,2014,10 Interest,8542
Hastings District,2014,11 Depreciation,28872
Hastings District,2014,12 Other Expenses,0
Hastings District,2014,13 Total Expenditure,98569
Hastings District,2014,14 Net Surplus/Deficit,14693
