objectid,id,name
1,0,Brookline
2,0,Brookline
3,0,Brookline
4,0,West End
5,0,Mt. Washington
6,0,Mt. Washington
7,0,Allentown
8,0,Southside
9,0,Hazelwood
10,0,
11,0,Allegheny West
12,0,Central Northside
13,0,East Ohio
14,0,
15,0,
16,0,
17,0,Troy Hill
18,0,Strip District
19,0,Penn / Main
20,0,Bloomfield
21,0,Friendship / Garfield
22,0,East Liberty
23,0,East Liberty
24,0,East Liberty
25,0,Lawrenceville
