id,publisher_id,title,data,format,created_at
40776043-ad00-40f5-9dc8-1fde865ff571,city-of-pittsburgh,311 Data - In Development / 311 Data,https://data.wprdc.org/datastore/dump/40776043-ad00-40f5-9dc8-1fde865ff571,,2015-09-22T15:47:51.012710
5601f50b-05c5-4e73-a1a7-bb5cbb54ae3c,city-of-pittsburgh,311 Data - In Development / 311 Data User Guide,https://docs.google.com/document/d/1S4uouiP1X06BhJTf-9YPXSAuCDlhousYOn6EpMe-9RM/edit?usp=sharing,,2016-03-11T10:03:19.099791
40ddfbed-f225-4320-b4d2-7f1e09da72a4,city-of-pittsburgh,311 Data - In Development / 311 Issue and Category Codebook,https://docs.google.com/spreadsheets/d/1DTDBhwXj1xQG1GCBKPqivlzHQaLh2HLd0SjN1XBPUw0/edit?usp=sharing,,2016-03-11T10:06:43.371385
4e5374be-1a88-47f7-afee-6a79317019b4,city-of-pittsburgh,Pittsburgh PLI Violations Report / Pittsburgh PLI Violations Report,https://data.wprdc.org/datastore/dump/4e5374be-1a88-47f7-afee-6a79317019b4,,2015-12-04T11:17:27.797629
a9b2af0d-f133-40c9-849d-eab12f91d746,allegheny-county,Allegheny County Air Quality / Air Quality Index,http://www.achd.net/airqual/AQIReport.XLS,excel,2015-10-06T17:16:03.150944
7a417847-37bb-4a16-a25e-477f2a71661d,allegheny-county,Allegheny County Air Quality / Air Quality Daily Summary,https://data.wprdc.org/dataset/c7b3266c-adc6-41c0-b19a-8d4353bfcdaf/resource/7a417847-37bb-4a16-a25e-477f2a71661d/download/air-quality-daily-summary.csv,csv,2016-01-07T13:07:25.389729
15d7dbf6-cb3b-407b-ae01-325352deed5c,allegheny-county,Allegheny County Air Quality / Hourly Air Quality Data,https://data.wprdc.org/datastore/dump/15d7dbf6-cb3b-407b-ae01-325352deed5c,,2016-01-22T09:06:45.134496
967f1285-f8fb-4785-9673-64a8ae47588d,allegheny-county,Allegheny County Air Quality / Daily Air Quality Data,https://data.wprdc.org/datastore/dump/967f1285-f8fb-4785-9673-64a8ae47588d,,2016-01-22T09:06:45.858290
0a5408a4-8358-4b14-9317-090db7c61fd9,allegheny-county,Allegheny County Asbestos Permits / Asbestos Permits,https://data.wprdc.org/datastore/dump/0a5408a4-8358-4b14-9317-090db7c61fd9,,2016-08-09T13:30:31.804336
c0fcc09a-7ddc-4f79-a4c1-9542301ef9dd,city-of-pittsburgh,Pittsburgh Police Incident Blotter / Incidents,https://data.wprdc.org/datastore/dump/c0fcc09a-7ddc-4f79-a4c1-9542301ef9dd,,2015-02-21T22:38:43.845147
869ca391-7508-4a64-8a27-09cc4799923f,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 06/2016,https://data.wprdc.org/datastore/dump/869ca391-7508-4a64-8a27-09cc4799923f,,2016-06-02T07:30:07.096054
54b2ab9c-568f-4cec-a923-625a1db13c9f,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 05/2016,https://data.wprdc.org/datastore/dump/54b2ab9c-568f-4cec-a923-625a1db13c9f,,2016-05-02T07:30:08.219712
576e0bbd-7236-47f2-abd8-fc2f04188f12,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 04/2016,https://data.wprdc.org/datastore/dump/576e0bbd-7236-47f2-abd8-fc2f04188f12,,2016-04-02T07:30:07.142424
24671304-a3e9-4bb8-b722-48b5cfdea6ed,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 03/2016,https://data.wprdc.org/datastore/dump/24671304-a3e9-4bb8-b722-48b5cfdea6ed,,2016-03-14T13:07:50.980738
673188b6-3cbd-4fe3-bb6c-984ee325f597,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 02/2016,https://data.wprdc.org/datastore/dump/673188b6-3cbd-4fe3-bb6c-984ee325f597,,2016-03-14T12:07:02.386616
35b19857-e653-4801-a4ba-022365341ce9,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 01/2016,https://data.wprdc.org/datastore/dump/35b19857-e653-4801-a4ba-022365341ce9,,2016-03-14T12:58:55.606254
85e0c576-41af-403d-a994-a27834b15157,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 12/2015 ,https://data.wprdc.org/datastore/dump/85e0c576-41af-403d-a994-a27834b15157,,2015-12-02T07:29:42.258762
aa4cae88-0831-46ec-8853-7707202f88f4,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 11/2015 ,https://data.wprdc.org/datastore/dump/aa4cae88-0831-46ec-8853-7707202f88f4,,2015-11-02T13:55:32.436290
e92767c3-f9de-4f8e-919e-85141ce47b7e,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 10/2015 ,https://data.wprdc.org/dataset/d15ca172-66df-4508-8562-5ec54498cfd4/resource/e92767c3-f9de-4f8e-919e-85141ce47b7e/download/fd3b3cae-355c-46ca-a505-b1f0672153c7-5.csv,csv,2015-11-02T12:17:00.529421
8fb43d9a-9fb9-431d-93d2-9be7330dc846,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 09/2015,https://data.wprdc.org/datastore/dump/8fb43d9a-9fb9-431d-93d2-9be7330dc846,,2015-10-15T09:09:17.573122
66cdcd57-6c92-4aaa-8800-0ed9d8f03e22,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data (Combined),https://data.wprdc.org/datastore/dump/66cdcd57-6c92-4aaa-8800-0ed9d8f03e22,,2015-10-14T14:48:13.258677
9822dc91-bacb-46d8-999f-19b267992118,allegheny-county,Allegheny County Jail Daily Census / ACJ Census Data Dictionary,https://data.wprdc.org/dataset/d15ca172-66df-4508-8562-5ec54498cfd4/resource/9822dc91-bacb-46d8-999f-19b267992118/download/acjcensusdatadictionary.csv,csv,2015-10-14T16:25:32.811051
30247275-2c96-4107-9f11-a639cfe886c8,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 07/2016,https://data.wprdc.org/datastore/dump/30247275-2c96-4107-9f11-a639cfe886c8,,2016-07-02T07:30:07.588832
65e5e21e-57bc-42fc-b40d-bf4b58ce361f,allegheny-county,Allegheny County Jail Daily Census / ACJ Daily Census Data - 08/2016,https://data.wprdc.org/datastore/dump/65e5e21e-57bc-42fc-b40d-bf4b58ce361f,,2016-08-02T07:30:07.534414
1164b65e-4788-4de0-89e1-507ccf1673d7,allegheny-county,Allegheny County Pennsylvania Senate District Boundaries / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/2dcb640fb87b4fbb91db833804b38e32_0,,2016-08-29T09:30:42.528046
2f0a3742-45b5-43af-8de6-b2f155389765,allegheny-county,Allegheny County Pennsylvania Senate District Boundaries / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Pennsylvania_Senate_Districts/FeatureServer/0,,2016-08-29T09:30:42.528063
37bb91da-9ab5-4f2a-a40b-d7730ca7e90d,allegheny-county,Allegheny County Pennsylvania Senate District Boundaries / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/2dcb640fb87b4fbb91db833804b38e32_0.csv,csv,2016-08-29T09:30:42.528073
f8797352-4bd7-4cca-ae0a-cceba83a4293,allegheny-county,Allegheny County Dam Locations / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/46c367ef407741c7af00153c62900c1b_0,,2016-08-29T09:30:34.815795
f0b3fb38-0ceb-40e2-874c-2c74e1da05e7,allegheny-county,Allegheny County Dam Locations / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Dam_Locations/FeatureServer/0,,2016-08-29T09:30:34.815817
d58bcbc8-e773-4424-8ad4-3d5acc41eaa4,allegheny-county,Allegheny County Dam Locations / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/46c367ef407741c7af00153c62900c1b_0.csv,csv,2016-08-29T09:30:34.815827
1c5626a8-0f7c-4b48-b770-7e9a175e8d28,allegheny-county,Allegheny County Street Centerlines / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/4aefb4499aef4d88bb2563be74d964ac_0,,2016-08-29T09:30:33.066120
d8cfe19f-2dd2-47f4-ad4a-ed22655b439e,allegheny-county,Allegheny County Street Centerlines / Esri Rest API,http://geodata.alleghenycounty.us/arcgis/rest/services/EGIS/AC_Centerlines/MapServer/0,,2016-08-29T09:30:33.066135
8017f053-673a-4c68-8c5e-bc1f9cf74958,allegheny-county,Allegheny County Street Centerlines / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/4aefb4499aef4d88bb2563be74d964ac_0.csv,csv,2016-08-29T09:30:33.066144
d36aa3af-b27c-471c-b099-837ae978df99,allegheny-county,Allegheny County Cemetery Outlines / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/4d83e90db45e48a688376c431ceec81f_0,,2016-08-29T09:30:32.653955
1ee5485e-a9bc-4932-a3c9-b741c6ed9e0e,allegheny-county,Allegheny County Cemetery Outlines / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Cemeteries/FeatureServer/0,,2016-08-29T09:30:32.653974
ed5e04f1-fea2-4493-95fd-81e7e18ce1ae,allegheny-county,Allegheny County Cemetery Outlines / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/4d83e90db45e48a688376c431ceec81f_0.csv,csv,2016-08-29T09:30:32.653984
4d64e3cf-d763-441d-b3c0-7283db2192c3,allegheny-county,Allegheny County-Owned Bridges Centerlines / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/5740c4d8646b4536910803ac4801aa11_0,,2016-08-29T09:30:30.750003
55eab6ba-cf84-476d-a52d-f8a333226672,allegheny-county,Allegheny County-Owned Bridges Centerlines / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Owned_Bridges/FeatureServer/0,,2016-08-29T09:30:30.750026
23171c62-5eee-4e4d-ab56-b792614ce083,allegheny-county,Allegheny County-Owned Bridges Centerlines / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/5740c4d8646b4536910803ac4801aa11_0.csv,csv,2016-08-29T09:30:30.750037
c90d142d-ebaa-44e1-bf75-6bba0bbb4fdf,allegheny-county,Allegheny County Wooded Area Boundaries / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/633565f21e534a4e8b8143dc0fffbe6c_0,,2016-08-29T09:30:30.395561
ebb2084c-0272-4fb6-a925-b49fa866db0b,allegheny-county,Allegheny County Wooded Area Boundaries / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Wooded_Areas/FeatureServer/0,,2016-08-29T09:30:30.395577
40bc12bc-0edc-464f-b19e-9e6f9c80d05b,allegheny-county,Allegheny County Wooded Area Boundaries / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/633565f21e534a4e8b8143dc0fffbe6c_0.csv,csv,2016-08-29T09:30:30.395587
9ec285b8-da67-44ce-84d6-4c1b4144157c,allegheny-county,Allegheny County-Owned Bridges Points / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/65e21a4d53b9419b9c422657cac63a1b_0,,2016-08-29T09:30:27.100434
33f8b829-125a-4822-8b20-3bb8c134fe01,allegheny-county,Allegheny County-Owned Bridges Points / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Owned_Bridges_points/FeatureServer/0,,2016-08-29T09:30:27.100449
641e3a71-ca46-4575-bf9d-905732b8a788,allegheny-county,Allegheny County-Owned Bridges Points / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/65e21a4d53b9419b9c422657cac63a1b_0.csv,csv,2016-08-29T09:30:27.100459
04be8396-6dc6-49b0-b817-13af5e73a128,allegheny-county,Allegheny County Basin Outlines Map / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/8f7d3d37eee544d4998b40f7b964634f_0,,2016-08-29T09:30:26.717146
1689332b-89e1-42ed-88d0-687d34701540,allegheny-county,Allegheny County Basin Outlines Map / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Basins/FeatureServer/0,,2016-08-29T09:30:26.717161
b2395d98-99b6-4248-a29e-27385f11b9ba,allegheny-county,Allegheny County Basin Outlines Map / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/8f7d3d37eee544d4998b40f7b964634f_0.csv,csv,2016-08-29T09:30:26.717171
