id,publisher_id,title,data,format,created_at
537bb38a-f00c-4089-b446-a93c9abc513c,allegheny-county,Allegheny County Land Cover Areas / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/961ee66b67ca4b32bfbcc79bc4ed29ef_0,,2016-08-29T09:30:25.997897
756296cc-25c5-41a0-be28-afbdb26d28ef,allegheny-county,Allegheny County Land Cover Areas / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Land_Cover/FeatureServer/0,,2016-08-29T09:30:25.997914
a2320257-d3cb-4478-9636-9bfe588ac291,allegheny-county,Allegheny County Land Cover Areas / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/961ee66b67ca4b32bfbcc79bc4ed29ef_0.csv,csv,2016-08-29T09:30:25.997924
5a0a0db5-5ebf-488a-b903-cf97d445724c,allegheny-county,Allegheny County Hydrology Areas / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/9ff3941e47f74c609057cb60f4992852_0,,2016-08-29T09:30:24.277985
efbe11f7-7bc6-446e-a571-8c2f21291fa0,allegheny-county,Allegheny County Hydrology Areas / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Hydrology_Areas/FeatureServer/0,,2016-08-29T09:30:24.277999
1904a2e2-5c92-47c9-952c-3aebdfa30bfd,allegheny-county,Allegheny County Hydrology Areas / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/9ff3941e47f74c609057cb60f4992852_0.csv,csv,2016-08-29T09:30:24.278009
1527f6c7-0c4f-4a5e-8f65-d3c695730c36,allegheny-county,Allegheny County Public Building Locations / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/c777eb147c784497b1d4bc9f4efa5161_0,,2016-08-29T09:30:23.604377
301bbf99-8640-45b7-9619-f543d119e66b,allegheny-county,Allegheny County Public Building Locations / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Public_Buildings/FeatureServer/0,,2016-08-29T09:30:23.604393
cea84418-afcf-422a-9b2e-3465cf5c20a6,allegheny-county,Allegheny County Public Building Locations / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/c777eb147c784497b1d4bc9f4efa5161_0.csv,csv,2016-08-29T09:30:23.604403
9cfc5cc9-c89d-4403-9a06-ba6b1f6b34f7,allegheny-county,Allegheny County Council Districts / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/d1e98be0250147c99974b27ed7140ddc_0,,2016-08-29T09:30:23.153101
40fac1be-d8f7-4e82-95a7-408a00affbda,allegheny-county,Allegheny County Council Districts / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Council_Districts/FeatureServer/0,,2016-08-29T09:30:23.153116
08e7a256-0a65-42e1-ae21-d5a59844b91d,allegheny-county,Allegheny County Council Districts / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/d1e98be0250147c99974b27ed7140ddc_0.csv,csv,2016-08-29T09:30:23.153125
86841315-11d8-43db-953f-ada8c53aaf0c,allegheny-county,Allegheny County Pennsylvania U.S. Legislative Congressional District Boundaries / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/d3f349ea4e4047f38c0dc56a39c7cfde_0,,2016-08-29T09:30:22.096275
bed644ab-b755-4c07-b49a-bd7fb6983ea2,allegheny-county,Allegheny County Pennsylvania U.S. Legislative Congressional District Boundaries / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/US_Legislative_Congressional_Districts/FeatureServer/0,,2016-08-29T09:30:22.096290
eebcd99f-52e2-4d7e-a315-f44de0c0c386,allegheny-county,Allegheny County Pennsylvania U.S. Legislative Congressional District Boundaries / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/d3f349ea4e4047f38c0dc56a39c7cfde_0.csv,csv,2016-08-29T09:30:22.096299
73d630cd-5a20-4ddd-a42f-708bcaeae168,allegheny-county,Allegheny County Major Rivers / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/def3bd39f12d408c9bd097f5a3b3b136_0,,2016-08-29T09:30:20.901926
0ed6901f-ec42-435c-b3ec-e4d56635d8fc,allegheny-county,Allegheny County Major Rivers / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Major_Rivers/FeatureServer/0,,2016-08-29T09:30:20.901943
b03ef875-8405-4df0-bd27-b0b127b22e5b,allegheny-county,Allegheny County Major Rivers / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/def3bd39f12d408c9bd097f5a3b3b136_0.csv,csv,2016-08-29T09:30:20.901953
5dd9c5b4-6acc-4118-be98-1b5453c1c665,allegheny-county,Allegheny County Block Areas / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/dfb2d043543443b19c46f746e0d6a7cf_0,,2016-08-29T09:30:20.712913
b4e227f4-fdf1-419a-b60e-7b9eddcb11c7,allegheny-county,Allegheny County Block Areas / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Blocks/FeatureServer/0,,2016-08-29T09:30:20.712928
5b3166f3-ad47-4a93-bf9d-0b2018ae240d,allegheny-county,Allegheny County Block Areas / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/dfb2d043543443b19c46f746e0d6a7cf_0.csv,csv,2016-08-29T09:30:20.712938
061eb92a-aa92-44c2-bfca-d544cd56be69,allegheny-county,Allegheny County Boundary / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/12d17d63e67d4b22b833b5733abf2f7e_0,,2016-08-29T09:30:20.250802
cbe8ace0-af95-4029-9f96-0df3c067e097,allegheny-county,Allegheny County Boundary / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Boundary/FeatureServer/0,,2016-08-29T09:30:20.250824
6d71aac8-c95e-4de1-b7bd-9b6a0be5d4fb,allegheny-county,Allegheny County Boundary / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/12d17d63e67d4b22b833b5733abf2f7e_0.csv,csv,2016-08-29T09:30:20.250833
ea72e01a-2419-4c1c-a8cf-4ec5b80a8dce,allegheny-county,Allegheny County Beltway System Street Centerlines / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/efef714cf0dd4ea1a4786d6bb6d08fd9_0,,2016-08-29T09:30:19.301660
bf522761-3c9e-48bf-bc3f-22b1e9f7c05f,allegheny-county,Allegheny County Beltway System Street Centerlines / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Beltway_System_Roads/FeatureServer/0,,2016-08-29T09:30:19.301674
b7febb47-d4a1-490d-a768-1819b8d18df1,allegheny-county,Allegheny County Beltway System Street Centerlines / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/efef714cf0dd4ea1a4786d6bb6d08fd9_0.csv,csv,2016-08-29T09:30:19.301683
e3889165-c15d-4056-bd11-bd213e98c049,allegheny-county,Allegheny County School District Boundaries / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/f5ac385118344bbf8f707cd88ba31a45_0,,2016-08-29T09:30:17.776740
db392b41-ddf4-4d26-98ec-983f19fa583e,allegheny-county,Allegheny County School District Boundaries / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_School_Districts/FeatureServer/0,,2016-08-29T09:30:17.776830
dc18e9fe-e21c-40ef-986e-1b5adc4345fe,allegheny-county,Allegheny County School District Boundaries / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/f5ac385118344bbf8f707cd88ba31a45_0.csv,csv,2016-08-29T09:30:17.776852
a826c61c-3d10-41a4-abc6-b4ef94304209,allegheny-county,Allegheny County Map Index Grid / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/fd536d7506cf4d35a4f75fa76aa4c57d_0,,2016-08-29T09:30:17.556784
6e6e7c20-1b2d-4978-9490-bb75f9d2bf1c,allegheny-county,Allegheny County Map Index Grid / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Index/FeatureServer/0,,2016-08-29T09:30:17.556800
6d30377d-cd66-46e3-94d0-3c1d9505c986,allegheny-county,Allegheny County Map Index Grid / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/fd536d7506cf4d35a4f75fa76aa4c57d_0.csv,csv,2016-08-29T09:30:17.556810
37a5636d-31da-4840-b378-de30afb0c591,allegheny-county,Allegheny County Land Use Areas / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/eb92126f86274dc7b31b757892eade98_0,,2016-08-29T09:30:16.531193
0c361fc8-a457-4efd-b54d-783ea765f783,allegheny-county,Allegheny County Land Use Areas / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Land_Use/FeatureServer/0,,2016-08-29T09:30:16.531211
d730a548-7a0c-4f14-8cc3-3cec36c09e70,allegheny-county,Allegheny County Land Use Areas / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/eb92126f86274dc7b31b757892eade98_0.csv,csv,2016-08-29T09:30:16.531221
0b48a9f3-e028-48a9-80d3-3576cadaf6e3,allegheny-county,Allegheny County Pennsylvania House of Representatives District Boundaries / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/ff02e0b9fd7946ffbf7cf661e2ffd7de_0,,2016-08-29T09:30:16.471298
09e62fb9-38cb-4412-9dc1-ba70bd518e28,allegheny-county,Allegheny County Pennsylvania House of Representatives District Boundaries / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_Pennsylvania_House_of_Representatives_Districts/FeatureServer/0,,2016-08-29T09:30:16.471321
247982a7-17d8-4f80-8ed5-e29f972f41f7,allegheny-county,Allegheny County Pennsylvania House of Representatives District Boundaries / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/ff02e0b9fd7946ffbf7cf661e2ffd7de_0.csv,csv,2016-08-29T09:30:16.471331
480ea801-09b3-428d-af09-987e8ba60209,allegheny-county,Allegheny County Polling Place Locations (November 2014) / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/f3bd69247ecc4e419508b8fb3eebcc7f_0,,2016-08-29T09:30:15.378590
e0251325-89c3-40e6-ac9a-ba8b49f463ca,allegheny-county,Allegheny County Polling Place Locations (November 2014) / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Polling_Places/FeatureServer/0,,2016-08-29T09:30:15.378605
81795bec-4288-49b0-b803-10b68ceaea14,allegheny-county,Allegheny County Polling Place Locations (November 2014) / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/f3bd69247ecc4e419508b8fb3eebcc7f_0.csv,csv,2016-08-29T09:30:15.378623
a0e476c1-53cd-4c13-ac9c-487651546e1c,allegheny-county,Allegheny County Polling Place Locations (November 2015) / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/aac87cc82fd243f3b589fc0004531216_0,,2016-08-29T09:30:14.371088
5df7246a-4144-4976-b495-d7059abe3abb,allegheny-county,Allegheny County Polling Place Locations (November 2015) / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Nov15updates/FeatureServer/0,,2016-08-29T09:30:14.371105
2a58e684-c560-415c-abe7-b02edbb93241,allegheny-county,Allegheny County Polling Place Locations (November 2015) / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/aac87cc82fd243f3b589fc0004531216_0.csv,csv,2016-08-29T09:30:14.371114
a2291cc3-0c9a-4bca-9d32-357f18bdb100,allegheny-county,Allegheny County WIC Vendor Locations / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/ab9ec54e46d8403db31cff6bdc890aff_0,,2016-08-29T09:30:14.092032
3c9b4cec-3b9f-4598-a84b-9ef3f0679d32,allegheny-county,Allegheny County WIC Vendor Locations / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Allegheny_County_WIC_Vendor_Locations/FeatureServer/0,,2016-08-29T09:30:14.092049
1b8ac242-bdb0-4329-930c-523d0e613698,allegheny-county,Allegheny County WIC Vendor Locations / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/ab9ec54e46d8403db31cff6bdc890aff_0.csv,csv,2016-08-29T09:30:14.092058
fa1c183e-169c-491f-a068-4609514fe85e,allegheny-county,Allegheny County Cell Tower Points / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/9205acf132454d6cbf5d5e156bda5bf4_0,,2016-08-29T09:30:13.515478
df0e73c3-12aa-4e2c-8ff6-04e3742eba6b,allegheny-county,Allegheny County Cell Tower Points / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/CellTowers/FeatureServer/0,,2016-08-29T09:30:13.515499
b5cbcc39-6110-4bb2-8d32-b0e7a4562625,allegheny-county,Allegheny County Cell Tower Points / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/9205acf132454d6cbf5d5e156bda5bf4_0.csv,csv,2016-08-29T09:30:13.515509
628ce565-c439-4f15-a468-11894afab68f,allegheny-county,Allegheny County Magisterial Districts Outlines (2015) / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/9ff374e08cf948b1b0bf3cef546a214c_0,,2016-08-29T09:30:13.093378
0cffa5dd-21a6-4a64-9fa9-4068f893ef3c,allegheny-county,Allegheny County Magisterial Districts Outlines (2015) / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/MyMapService/FeatureServer/0,,2016-08-29T09:30:13.093394
eeaa6a95-417b-4157-8091-e06aaaf4d721,allegheny-county,Allegheny County Magisterial Districts Outlines (2015) / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/9ff374e08cf948b1b0bf3cef546a214c_0.csv,csv,2016-08-29T09:30:13.093404
e51b4be7-0fd8-4543-8b5d-c9dc4c299942,allegheny-county,Allegheny County-Owned Roads Centerlines / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/8f48fccd18e6498e84b97ed152e17d04_0,,2016-08-29T09:30:12.371653
79ad38da-a7b1-4a44-bc9e-5b8c1f32c6f5,allegheny-county,Allegheny County-Owned Roads Centerlines / Esri Rest API,https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/AlleghenyCountyOwnedRoadsCenterlines/FeatureServer/0,,2016-08-29T09:30:12.371671
c1ae8a08-db45-43a5-a0bc-891f756eae86,allegheny-county,Allegheny County-Owned Roads Centerlines / CSV,http://openac.alcogis.opendata.arcgis.com/datasets/8f48fccd18e6498e84b97ed152e17d04_0.csv,csv,2016-08-29T09:30:12.371681
bf837267-52a1-4de0-b4f6-9bb63b067943,allegheny-county,Allegheny County Department of Public Works Maintenance District Boundaries / ArcGIS Open Dataset,http://openac.alcogis.opendata.arcgis.com/datasets/92ec7a6d562b46da9323009d17009b89_0,,2016-08-29T09:30:12.163398
